Isotope      A            Z            YIELD 
H            1            1            -3.68310E-02 
He4          4            2            2.96020E-02  
C12          12           6            4.86340E-03  
C13          13           6            5.88670E-05  
C14          14           6            2.62660E-10  
N14          14           7            1.30200E-03  
N15          15           7            -2.26230E-06 
O16          16           8            -6.27120E-06 
O17          17           8            3.31300E-05  
O18          18           8            -5.54670E-06 
F18          18           9            0.00000E+00  
F19          19           9            8.93250E-07  
Ne20         20           10           -2.34780E-06 
Ne21         21           10           5.94690E-08  
Ne22         22           10           5.89810E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           1.77730E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           9.17640E-06  
Mg25         25           12           5.03240E-07  
Mg26         26           12           2.52630E-06  
Al26         26           13           2.72340E-07  
Al27         27           13           8.67240E-07  
Si28         28           14           -2.81600E-08 
Si29         29           14           6.81600E-08  
Si30         30           14           4.17350E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           2.42400E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           -5.30730E-07 
S33          33           16           7.21400E-08  
S34          34           16           1.52490E-07  
S35          35           16           0.00000E+00  
S36          36           16           1.70370E-08  
Cl35         35           17           -1.88510E-08 
Cl36         36           17           1.43180E-09  
Cl37         37           17           2.46570E-07  
Ar36         36           18           -4.22250E-07 
Ar37         37           18           0.00000E+00  
Ar38         38           18           1.31170E-07  
Ar39         39           18           2.49100E-12  
Ar40         40           18           1.16970E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           3.24580E-08  
K40          40           19           6.73320E-09  
K41          41           19           3.40550E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           -2.49450E-07 
Ca41         41           20           4.17480E-09  
Ca42         42           20           2.34820E-08  
Ca43         43           20           4.23790E-09  
Ca44         44           20           1.77600E-08  
Ca45         45           20           0.00000E+00  
Ca46         46           20           5.09840E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           -1.24210E-10 
Sc45         45           21           3.50320E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           5.92490E-09  
Ti47         47           22           -5.94370E-10 
Ti48         48           22           -1.65600E-08 
Ti49         49           22           1.57410E-08  
Ti50         50           22           2.37940E-08  
V50          50           23           -1.18720E-11 
V51          51           23           -1.00820E-10 
Cr50         50           24           -9.58510E-09 
Cr51         51           24           0.00000E+00  
Cr52         52           24           -4.80610E-08 
Cr53         53           24           -9.70480E-09 
Cr54         54           24           4.40410E-08  
Mn55         55           25           1.02680E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           -7.30540E-07 
Fe55         55           26           1.32120E-12  
Fe56         56           26           -4.60650E-06 
Fe57         57           26           1.49690E-06  
Fe58         58           26           1.80760E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           2.07670E-08  
Co59         59           27           4.43250E-07  
Co60         60           27           0.00000E+00  
Ni58         58           28           -4.92720E-07 
Ni59         59           28           2.59290E-08  
Ni60         60           28           2.67530E-07  
Ni61         61           28           1.55020E-07  
Ni62         62           28           3.06070E-07  
Ni63         63           28           9.26550E-13  
Ni64         64           28           2.94620E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           1.05160E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.07710E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           5.02960E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           1.15380E-07  
Zn67         67           30           2.54650E-08  
Zn68         68           30           1.36070E-07  
Zn69         69           30           0.00000E+00  
Zn70         70           30           -8.22590E-11 
Ga69         69           31           2.49540E-08  
Ga70         70           31           0.00000E+00  
Ga71         71           31           2.66080E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           4.42250E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           4.65590E-08  
Ge73         73           32           1.28160E-08  
Ge74         74           32           5.99960E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           -1.30940E-10 
Ge77         77           32           0.00000E+00  
As75         75           33           5.35420E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           2.10150E-08  
Se77         77           34           8.40380E-09  
Se78         78           34           3.07810E-08  
Se79         79           34           3.89350E-09  
Se80         80           34           5.48780E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           -2.86690E-11 
Br79         79           35           4.75040E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           9.45670E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           5.45860E-09  
Kr81         81           36           1.01780E-09  
Kr82         82           36           3.60980E-08  
Kr83         83           36           1.17180E-08  
Kr84         84           36           6.73030E-08  
Kr85         85           36           0.00000E+00  
Kr86         86           36           7.84540E-09  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           1.12910E-08  
Rb86         86           37           0.00000E+00  
Rb87         87           37           3.03160E-09  
Rb88         88           37           0.00000E+00  
Sr86         86           38           3.24690E-08  
Sr87         87           38           2.04810E-08  
Sr88         88           38           2.61970E-07  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           4.67560E-08  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           4.28060E-08  
Zr91         91           40           9.86550E-09  
Zr92         92           40           1.49230E-08  
Zr93         93           40           4.33000E-09  
Zr94         94           40           1.81900E-08  
Zr95         95           40           0.00000E+00  
Zr96         96           40           3.03380E-10  
Zr97         97           40           0.00000E+00  
Nb93         93           41           6.40470E-10  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           -1.44500E-11 
Mo93         93           42           0.00000E+00  
Mo94         94           42           1.35040E-10  
Mo95         95           42           1.74770E-09  
Mo96         96           42           3.67330E-09  
Mo97         97           42           1.25620E-09  
Mo98         98           42           4.42620E-09  
Mo99         99           42           0.00000E+00  
Mo00         100          42           2.20610E-11  
Tc97         97           43           5.32410E-13  
Tc98         98           43           1.01040E-13  
Tc99         99           43           2.85810E-10  
Ru96         96           44           -5.37990E-12 
Ru97         97           44           0.00000E+00  
Ru98         98           44           -9.61750E-13 
Ru99         99           44           3.08720E-10  
Ru00         100          44           2.17110E-09  
Ru01         101          44           4.52310E-10  
Ru02         102          44           2.32540E-09  
Ru03         103          44           0.00000E+00  
Ru04         104          44           2.53740E-11  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           4.68600E-10  
Rh05         105          45           0.00000E+00  
Pd04         104          46           1.57220E-09  
Pd05         105          46           3.87750E-10  
Pd06         106          46           1.81700E-09  
Pd07         107          46           3.52510E-10  
Pd08         108          46           2.20810E-09  
Pd09         109          46           0.00000E+00  
Pd10         110          46           2.92440E-11  
Ag07         107          47           -8.62380E-12 
Ag09         109          47           5.54070E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           1.07980E-11  
Cd09         109          48           0.00000E+00  
Cd10         110          48           1.84280E-09  
Cd11         111          48           6.05210E-10  
Cd12         112          48           2.20970E-09  
Cd13         113          48           6.35870E-10  
Cd14         114          48           3.07670E-09  
Cd15         115          48           0.00000E+00  
Cd16         116          48           3.92240E-11  
In13         113          49           -6.21350E-13 
In15         115          49           5.97480E-10  
Sn14         114          50           -1.05010E-12 
Sn15         115          50           -5.16880E-13 
Sn16         116          50           4.04010E-09  
Sn17         117          50           1.19980E-09  
Sn18         118          50           5.02960E-09  
