Isotope      A            Z            YIELD 
H            1            1            -3.49790E-01 
He4          4            2            3.48070E-01  
C12          12           6            -3.93100E-03 
C13          13           6            1.86350E-04  
C14          14           6            5.62930E-08  
N14          14           7            9.49020E-03  
N15          15           7            -8.59850E-06 
O16          16           8            -4.11040E-03 
O17          17           8            5.71910E-05  
O18          18           8            -2.76530E-05 
F18          18           9            0.00000E+00  
F19          19           9            -2.97260E-07 
Ne20         20           10           -1.27860E-05 
Ne21         21           10           1.07370E-05  
Ne22         22           10           -2.11490E-05 
Na22         22           11           0.00000E+00  
Na23         23           11           1.00820E-04  
Na24         24           11           0.00000E+00  
Mg24         24           12           -3.02240E-06 
Mg25         25           12           -3.36200E-05 
Mg26         26           12           4.02960E-05  
Al26         26           13           7.52620E-07  
Al27         27           13           4.55870E-06  
Si28         28           14           1.72620E-06  
Si29         29           14           1.52700E-07  
Si30         30           14           2.89200E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           7.97520E-08  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           -2.89880E-07 
S33          33           16           2.20500E-08  
S34          34           16           1.10630E-07  
S35          35           16           0.00000E+00  
S36          36           16           6.14740E-09  
Cl35         35           17           -9.50000E-09 
Cl36         36           17           4.18720E-09  
Cl37         37           17           1.15520E-07  
Ar36         36           18           -2.19060E-07 
Ar37         37           18           0.00000E+00  
Ar38         38           18           3.94150E-08  
Ar39         39           18           4.76820E-11  
Ar40         40           18           4.37820E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           8.37070E-09  
K40          40           19           5.23410E-09  
K41          41           19           2.05570E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           -1.07860E-07 
Ca41         41           20           1.79100E-08  
Ca42         42           20           5.90570E-09  
Ca43         43           20           9.37920E-10  
Ca44         44           20           6.85890E-10  
Ca45         45           20           0.00000E+00  
Ca46         46           20           3.84540E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           -4.53700E-11 
Sc45         45           21           1.70170E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.96240E-10  
Ti47         47           22           -2.07010E-09 
Ti48         48           22           -1.07720E-08 
Ti49         49           22           1.09010E-08  
Ti50         50           22           5.90530E-09  
V50          50           23           -1.20630E-11 
V51          51           23           2.96540E-09  
Cr50         50           24           -9.88930E-09 
Cr51         51           24           0.00000E+00  
Cr52         52           24           -2.18230E-08 
Cr53         53           24           -1.65800E-08 
Cr54         54           24           4.19120E-08  
Mn55         55           25           2.84270E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           -6.29210E-07 
Fe55         55           26           2.74660E-12  
Fe56         56           26           -2.36680E-06 
Fe57         57           26           1.23270E-06  
Fe58         58           26           1.08490E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           3.62580E-08  
Co59         59           27           2.41780E-07  
Co60         60           27           1.09920E-13  
Ni58         58           28           -2.96080E-07 
Ni59         59           28           7.87560E-08  
Ni60         60           28           5.42370E-08  
Ni61         61           28           1.07340E-07  
Ni62         62           28           8.80160E-08  
Ni63         63           28           5.63400E-11  
Ni64         64           28           4.18900E-08  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           5.44190E-08  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.88470E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           -3.03810E-09 
Zn65         65           30           0.00000E+00  
Zn66         66           30           8.48870E-09  
Zn67         67           30           2.85400E-09  
Zn68         68           30           1.21250E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           -5.57530E-11 
Ga69         69           31           2.61370E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.18430E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           2.83130E-09  
Ge71         71           32           0.00000E+00  
Ge72         72           32           2.77080E-09  
Ge73         73           32           8.05580E-10  
Ge74         74           32           5.18510E-09  
Ge75         75           32           0.00000E+00  
Ge76         76           32           -6.73580E-11 
Ge77         77           32           0.00000E+00  
As75         75           33           3.66090E-10  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           1.48850E-09  
Se77         77           34           2.81950E-10  
Se78         78           34           3.20260E-09  
Se79         79           34           5.59600E-10  
Se80         80           34           3.00510E-09  
Se81         81           34           0.00000E+00  
Se82         82           34           -1.41580E-11 
Br79         79           35           -4.83240E-10 
Br80         80           35           0.00000E+00  
Br81         81           35           6.86000E-10  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           5.93860E-10  
Kr81         81           36           1.06190E-10  
Kr82         82           36           2.07550E-09  
Kr83         83           36           3.73410E-10  
Kr84         84           36           4.48070E-09  
Kr85         85           36           0.00000E+00  
Kr86         86           36           9.48550E-09  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           1.26390E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           2.78720E-09  
Rb88         88           37           0.00000E+00  
Sr86         86           38           1.60730E-09  
Sr87         87           38           9.04480E-10  
Sr88         88           38           2.13670E-08  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           5.51900E-09  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           5.30220E-09  
Zr91         91           40           1.56840E-09  
Zr92         92           40           2.44370E-09  
Zr93         93           40           9.39650E-10  
Zr94         94           40           3.03000E-09  
Zr95         95           40           0.00000E+00  
Zr96         96           40           5.93030E-10  
Zr97         97           40           0.00000E+00  
Nb93         93           41           -4.41240E-11 
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           -1.56980E-11 
Mo93         93           42           0.00000E+00  
Mo94         94           42           5.21830E-11  
Mo95         95           42           3.95200E-10  
Mo96         96           42           6.45650E-10  
Mo97         97           42           2.28690E-10  
Mo98         98           42           7.89560E-10  
Mo99         99           42           0.00000E+00  
Mo00         100          42           3.64080E-11  
Tc97         97           43           3.40740E-12  
Tc98         98           43           0.00000E+00  
Tc99         99           43           1.00110E-10  
Ru96         96           44           -6.23170E-12 
Ru97         97           44           0.00000E+00  
Ru98         98           44           -9.61180E-13 
Ru99         99           44           -4.15410E-12 
Ru00         100          44           3.86960E-10  
Ru01         101          44           3.53130E-11  
Ru02         102          44           5.68340E-10  
Ru03         103          44           0.00000E+00  
Ru04         104          44           3.09900E-11  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           5.57320E-11  
Rh05         105          45           0.00000E+00  
Pd04         104          46           3.22970E-10  
Pd05         105          46           2.70220E-11  
Pd06         106          46           3.87270E-10  
Pd07         107          46           9.20760E-11  
Pd08         108          46           4.22930E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           3.98600E-11  
Ag07         107          47           -4.19360E-11 
Ag09         109          47           1.10020E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           3.79780E-11  
Cd09         109          48           0.00000E+00  
Cd10         110          48           3.78000E-10  
Cd11         111          48           1.09790E-10  
Cd12         112          48           4.90000E-10  
