Isotope      A            Z            YIELD 
H            1            1            -7.31920E-02 
He4          4            2            5.78610E-02  
C12          12           6            1.05800E-02  
C13          13           6            9.77960E-05  
C14          14           6            2.09540E-10  
N14          14           7            2.90080E-03  
N15          15           7            -4.12940E-06 
O16          16           8            -6.50290E-04 
O17          17           8            7.00960E-05  
O18          18           8            -1.13720E-05 
F18          18           9            0.00000E+00  
F19          19           9            2.15400E-06  
Ne20         20           10           -2.65730E-06 
Ne21         21           10           3.32880E-07  
Ne22         22           10           1.96620E-03  
Na22         22           11           0.00000E+00  
Na23         23           11           6.28080E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           2.39840E-05  
Mg25         25           12           -7.45970E-07 
Mg26         26           12           6.76600E-06  
Al26         26           13           7.70950E-07  
Al27         27           13           1.74410E-06  
Si28         28           14           -7.45710E-08 
Si29         29           14           1.36260E-07  
Si30         30           14           9.79580E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           1.06300E-06  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           -1.68570E-06 
S33          33           16           2.15450E-07  
S34          34           16           5.91410E-07  
S35          35           16           0.00000E+00  
S36          36           16           5.33090E-08  
Cl35         35           17           -5.35820E-08 
Cl36         36           17           2.84250E-09  
Cl37         37           17           5.35980E-07  
Ar36         36           18           -1.23280E-06 
Ar37         37           18           0.00000E+00  
Ar38         38           18           3.41140E-07  
Ar39         39           18           2.06300E-12  
Ar40         40           18           4.44300E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           9.69240E-08  
K40          40           19           2.40780E-08  
K41          41           19           1.04820E-07  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           -7.22540E-07 
Ca41         41           20           7.31690E-09  
Ca42         42           20           6.75480E-08  
Ca43         43           20           1.24200E-08  
Ca44         44           20           6.69910E-08  
Ca45         45           20           0.00000E+00  
Ca46         46           20           2.35440E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           -4.13450E-10 
Sc45         45           21           1.21080E-08  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           2.20040E-08  
Ti47         47           22           -4.80000E-10 
Ti48         48           22           -4.32990E-08 
Ti49         49           22           4.98270E-08  
Ti50         50           22           9.56930E-08  
V50          50           23           -3.46110E-11 
V51          51           23           1.96880E-09  
Cr50         50           24           -2.80320E-08 
Cr51         51           24           0.00000E+00  
Cr52         52           24           -1.46290E-07 
Cr53         53           24           -2.97700E-08 
Cr54         54           24           1.25390E-07  
Mn55         55           25           4.24940E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           -2.15480E-06 
Fe55         55           26           6.46500E-13  
Fe56         56           26           -1.41370E-05 
Fe57         57           26           4.22080E-06  
Fe58         58           26           4.62460E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.29300E-07  
Co59         59           27           1.35930E-06  
Co60         60           27           2.62090E-13  
Ni58         58           28           -1.39480E-06 
Ni59         59           28           4.69050E-08  
Ni60         60           28           6.74770E-07  
Ni61         61           28           4.66290E-07  
Ni62         62           28           6.47580E-07  
Ni63         63           28           3.71710E-13  
Ni64         64           28           1.04060E-06  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           4.36300E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           3.88510E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           1.17410E-07  
Zn65         65           30           0.00000E+00  
Zn66         66           30           3.23300E-07  
Zn67         67           30           7.21250E-08  
Zn68         68           30           3.99920E-07  
Zn69         69           30           0.00000E+00  
Zn70         70           30           -2.31460E-10 
Ga69         69           31           7.65880E-08  
Ga70         70           31           0.00000E+00  
Ga71         71           31           8.22280E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           1.37300E-07  
Ge71         71           32           0.00000E+00  
Ge72         72           32           1.49870E-07  
Ge73         73           32           4.20340E-08  
Ge74         74           32           2.84510E-07  
Ge75         75           32           0.00000E+00  
Ge76         76           32           -2.74760E-10 
Ge77         77           32           0.00000E+00  
As75         75           33           2.83240E-08  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           7.15550E-08  
Se77         77           34           2.88640E-08  
Se78         78           34           1.91950E-07  
Se79         79           34           5.99030E-09  
Se80         80           34           2.04340E-07  
Se81         81           34           0.00000E+00  
Se82         82           34           -1.05780E-10 
Br79         79           35           2.22930E-08  
Br80         80           35           0.00000E+00  
Br81         81           35           4.65570E-08  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           2.06510E-08  
Kr81         81           36           2.13850E-09  
Kr82         82           36           1.32190E-07  
Kr83         83           36           4.44740E-08  
Kr84         84           36           2.62910E-07  
Kr85         85           36           0.00000E+00  
Kr86         86           36           2.46150E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           4.49640E-08  
Rb86         86           37           0.00000E+00  
Rb87         87           37           8.07720E-09  
Rb88         88           37           0.00000E+00  
Sr86         86           38           1.36390E-07  
Sr87         87           38           8.80130E-08  
Sr88         88           38           1.42370E-06  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           2.59420E-07  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           2.67490E-07  
Zr91         91           40           5.84340E-08  
Zr92         92           40           8.92530E-08  
Zr93         93           40           2.22470E-08  
Zr94         94           40           1.17440E-07  
Zr95         95           40           0.00000E+00  
Zr96         96           40           1.25330E-09  
Zr97         97           40           0.00000E+00  
Nb93         93           41           9.72430E-09  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           -4.29760E-11 
Mo93         93           42           0.00000E+00  
Mo94         94           42           1.29130E-09  
Mo95         95           42           1.20100E-08  
Mo96         96           42           2.43010E-08  
Mo97         97           42           8.31480E-09  
Mo98         98           42           2.89670E-08  
Mo99         99           42           0.00000E+00  
Mo00         100          42           1.00680E-10  
Tc97         97           43           1.95400E-12  
Tc98         98           43           2.73850E-13  
Tc99         99           43           6.91100E-10  
Ru96         96           44           -1.62370E-11 
Ru97         97           44           0.00000E+00  
Ru98         98           44           -2.63190E-12 
Ru99         99           44           3.28020E-09  
Ru00         100          44           1.43170E-08  
Ru01         101          44           3.05540E-09  
Ru02         102          44           1.86250E-08  
Ru03         103          44           0.00000E+00  
Ru04         104          44           9.86570E-11  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           3.30700E-09  
Rh05         105          45           0.00000E+00  
Pd04         104          46           1.04460E-08  
Pd05         105          46           2.64980E-09  
Pd06         106          46           1.19090E-08  
Pd07         107          46           2.18450E-09  
Pd08         108          46           1.44610E-08  
Pd09         109          46           0.00000E+00  
Pd10         110          46           9.66640E-11  
Ag07         107          47           1.38860E-10  
Ag09         109          47           4.16500E-09  
Ag11         111          47           0.00000E+00  
Cd08         108          48           9.39220E-11  
Cd09         109          48           0.00000E+00  
Cd10         110          48           1.19220E-08  
Cd11         111          48           4.00800E-09  
Cd12         112          48           1.43530E-08  
Cd13         113          48           4.23620E-09  
Cd14         114          48           2.02280E-08  
Cd15         115          48           0.00000E+00  
Cd16         116          48           1.45640E-10  
In13         113          49           -1.14670E-12 
In15         115          49           3.96650E-09  
Sn14         114          50           -3.20460E-13 
Sn15         115          50           -8.04570E-13 
Sn16         116          50           2.67630E-08  
Sn17         117          50           8.04370E-09  
Sn18         118          50           3.28960E-08  
Sn19         119          50           1.02140E-08  
