Isotope      A            Z            YIELD 
H            1            1            -1.98210E-01 
He4          4            2            1.96370E-01  
C12          12           6            -2.83970E-03 
C13          13           6            1.62340E-04  
C14          14           6            6.02450E-08  
N14          14           7            6.96550E-03  
N15          15           7            -6.90570E-06 
O16          16           8            -2.60700E-03 
O17          17           8            5.76660E-05  
O18          18           8            -2.17310E-05 
F18          18           9            0.00000E+00  
F19          19           9            -1.22370E-07 
Ne20         20           10           -6.15880E-06 
Ne21         21           10           7.15510E-06  
Ne22         22           10           1.79160E-05  
Na22         22           11           0.00000E+00  
Na23         23           11           6.92520E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           -2.26310E-06 
Mg25         25           12           -1.79900E-05 
Mg26         26           12           2.31840E-05  
Al26         26           13           3.93800E-07  
Al27         27           13           3.20980E-06  
Si28         28           14           5.23110E-07  
Si29         29           14           6.76920E-08  
Si30         30           14           1.38960E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           6.15900E-08  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           -1.71340E-07 
S33          33           16           2.35570E-08  
S34          34           16           6.67470E-08  
S35          35           16           0.00000E+00  
S36          36           16           3.89210E-09  
Cl35         35           17           -4.24610E-09 
Cl36         36           17           1.14020E-09  
Cl37         37           17           2.98200E-08  
Ar36         36           18           -1.00530E-07 
Ar37         37           18           0.00000E+00  
Ar38         38           18           2.85170E-08  
Ar39         39           18           2.28430E-11  
Ar40         40           18           5.70030E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           4.50320E-09  
K40          40           19           1.03720E-09  
K41          41           19           4.53750E-09  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           -5.38320E-08 
Ca41         41           20           3.08020E-09  
Ca42         42           20           4.10540E-09  
Ca43         43           20           8.27830E-10  
Ca44         44           20           1.70440E-09  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.48680E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           -2.81040E-11 
Sc45         45           21           9.90010E-10  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           6.67520E-10  
Ti47         47           22           -2.61470E-10 
Ti48         48           22           -4.92270E-09 
Ti49         49           22           4.67730E-09  
Ti50         50           22           6.22320E-09  
V50          50           23           -3.36030E-12 
V51          51           23           1.18370E-10  
Cr50         50           24           -2.69720E-09 
Cr51         51           24           0.00000E+00  
Cr52         52           24           -1.25560E-08 
Cr53         53           24           -1.04020E-09 
Cr54         54           24           1.29730E-08  
