Isotope      A            Z            YIELD 
H            1            1            -7.86520E-02 
He4          4            2            6.52460E-02  
C12          12           6            9.60170E-03  
C13          13           6            8.38670E-05  
C14          14           6            7.24760E-10  
N14          14           7            2.99920E-03  
N15          15           7            -3.77180E-06 
O16          16           8            -8.02920E-04 
O17          17           8            4.94730E-05  
O18          18           8            -1.06530E-05 
F18          18           9            0.00000E+00  
F19          19           9            1.38770E-06  
Ne20         20           10           -3.70720E-06 
Ne21         21           10           7.23480E-07  
Ne22         22           10           1.21350E-03  
Na22         22           11           0.00000E+00  
Na23         23           11           3.97210E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           2.04950E-05  
Mg25         25           12           5.06510E-06  
Mg26         26           12           1.11910E-05  
Al26         26           13           3.53650E-07  
Al27         27           13           2.36240E-06  
Si28         28           14           -1.74740E-07 
Si29         29           14           2.34360E-07  
Si30         30           14           8.39140E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           5.48140E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           -1.13370E-06 
S33          33           16           1.98820E-07  
S34          34           16           3.92410E-07  
S35          35           16           0.00000E+00  
S36          36           16           3.02640E-08  
Cl35         35           17           -3.24770E-08 
Cl36         36           17           3.58870E-09  
Cl37         37           17           2.91820E-07  
Ar36         36           18           -7.42550E-07 
Ar37         37           18           0.00000E+00  
Ar38         38           18           2.06360E-07  
Ar39         39           18           1.16800E-11  
Ar40         40           18           2.89930E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           4.35470E-08  
K40          40           19           1.68370E-08  
K41          41           19           6.98040E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           -4.51310E-07 
Ca41         41           20           9.74890E-09  
Ca42         42           20           3.74770E-08  
Ca43         43           20           6.60940E-09  
Ca44         44           20           3.17000E-08  
Ca45         45           20           0.00000E+00  
Ca46         46           20           8.93390E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           -2.55740E-10 
Sc45         45           21           8.10090E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.20040E-08  
Ti47         47           22           -7.80860E-10 
Ti48         48           22           -3.18100E-08 
Ti49         49           22           4.00990E-08  
Ti50         50           22           7.13680E-08  
V50          50           23           -2.53870E-11 
V51          51           23           3.10710E-09  
Cr50         50           24           -2.04780E-08 
Cr51         51           24           0.00000E+00  
Cr52         52           24           -8.77180E-08 
Cr53         53           24           -1.23470E-08 
Cr54         54           24           8.41450E-08  
Mn55         55           25           3.69850E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           -1.43840E-06 
Fe55         55           26           4.44520E-12  
Fe56         56           26           -9.26350E-06 
Fe57         57           26           4.04020E-06  
Fe58         58           26           2.92550E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           2.51670E-08  
Co59         59           27           7.14450E-07  
Co60         60           27           0.00000E+00  
Ni58         58           28           -1.04420E-06 
Ni59         59           28           7.48920E-08  
Ni60         60           28           2.41140E-07  
Ni61         61           28           2.46740E-07  
Ni62         62           28           3.03680E-07  
Ni63         63           28           5.84540E-12  
Ni64         64           28           3.50670E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           1.15060E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.21690E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           3.40590E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           1.35650E-07  
Zn67         67           30           3.14030E-08  
Zn68         68           30           1.80270E-07  
Zn69         69           30           0.00000E+00  
Zn70         70           30           -1.45190E-10 
Ga69         69           31           3.21570E-08  
Ga70         70           31           0.00000E+00  
Ga71         71           31           3.66560E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           5.99220E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           7.04290E-08  
Ge73         73           32           2.00590E-08  
Ge74         74           32           9.63180E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           -2.14330E-10 
Ge77         77           32           0.00000E+00  
As75         75           33           8.66070E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           3.42010E-08  
Se77         77           34           1.36260E-08  
Se78         78           34           5.25310E-08  
Se79         79           34           8.04280E-09  
Se80         80           34           1.04590E-07  
Se81         81           34           0.00000E+00  
Se82         82           34           -2.83700E-11 
Br79         79           35           8.36120E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           1.75090E-08  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           7.46520E-09  
Kr81         81           36           1.29100E-09  
Kr82         82           36           7.02700E-08  
Kr83         83           36           2.37760E-08  
Kr84         84           36           1.47010E-07  
Kr85         85           36           0.00000E+00  
Kr86         86           36           2.86150E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           2.61140E-08  
Rb86         86           37           0.00000E+00  
Rb87         87           37           1.05910E-08  
Rb88         88           37           0.00000E+00  
Sr86         86           38           6.97640E-08  
Sr87         87           38           4.76360E-08  
Sr88         88           38           1.01120E-06  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           2.09940E-07  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           2.22320E-07  
Zr91         91           40           5.68980E-08  
Zr92         92           40           8.95120E-08  
Zr93         93           40           2.44550E-08  
Zr94         94           40           1.22140E-07  
Zr95         95           40           0.00000E+00  
Zr96         96           40           3.16570E-09  
Zr97         97           40           0.00000E+00  
Nb93         93           41           5.69440E-09  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           -3.20440E-11 
Mo93         93           42           0.00000E+00  
Mo94         94           42           6.95210E-10  
Mo95         95           42           1.25320E-08  
Mo96         96           42           2.50260E-08  
Mo97         97           42           8.59230E-09  
Mo98         98           42           3.16190E-08  
