Isotope      A            Z            YIELD 
H            1            1            -6.16680E-02 
He4          4            2            5.94310E-02  
C12          12           6            -1.32450E-03 
C13          13           6            1.25990E-04  
C14          14           6            6.69340E-08  
N14          14           7            4.42070E-03  
N15          15           7            -4.91360E-06 
O16          16           8            -1.26060E-03 
O17          17           8            5.26240E-05  
O18          18           8            -1.50900E-05 
F18          18           9            0.00000E+00  
F19          19           9            3.90520E-08  
Ne20         20           10           -1.59890E-06 
Ne21         21           10           1.38550E-06  
Ne22         22           10           8.58850E-05  
Na22         22           11           0.00000E+00  
Na23         23           11           4.24230E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           -4.27960E-07 
Mg25         25           12           -3.15040E-06 
Mg26         26           12           7.39460E-06  
Al26         26           13           3.17060E-07  
Al27         27           13           1.78960E-06  
Si28         28           14           1.97380E-07  
Si29         29           14           3.42870E-08  
Si30         30           14           1.10720E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           1.45210E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           -2.02450E-07 
S33          33           16           2.60020E-08  
S34          34           16           5.11230E-08  
S35          35           16           0.00000E+00  
S36          36           16           5.55670E-09  
Cl35         35           17           -5.79490E-09 
Cl36         36           17           1.20760E-09  
Cl37         37           17           6.26330E-08  
Ar36         36           18           -1.33970E-07 
Ar37         37           18           0.00000E+00  
Ar38         38           18           3.93830E-08  
Ar39         39           18           1.36770E-11  
Ar40         40           18           1.24600E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           9.65310E-09  
K40          40           19           1.60200E-09  
K41          41           19           5.90330E-09  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           -7.77270E-08 
Ca41         41           20           3.35970E-09  
Ca42         42           20           6.75090E-09  
Ca43         43           20           1.35860E-09  
Ca44         44           20           6.58530E-09  
Ca45         45           20           0.00000E+00  
Ca46         46           20           8.42220E-11  
Ca47         47           20           0.00000E+00  
Ca48         48           20           -5.12250E-11 
Sc45         45           21           1.42760E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           2.44850E-09  
Ti47         47           22           1.31900E-10  
Ti48         48           22           -4.67490E-09 
Ti49         49           22           5.86770E-09  
Ti50         50           22           1.43880E-08  
V50          50           23           -3.69070E-12 
V51          51           23           3.22050E-10  
Cr50         50           24           -2.96890E-09 
Cr51         51           24           0.00000E+00  
Cr52         52           24           -1.59630E-08 
Cr53         53           24           -1.96500E-09 
Cr54         54           24           1.30970E-08  
Mn55         55           25           4.11890E-08  
Mn56         56           25           0.00000E+00  
Fe54         54           26           -2.28530E-07 
Fe55         55           26           3.01440E-12  
Fe56         56           26           -1.65770E-06 
Fe57         57           26           5.41170E-07  
Fe58         58           26           4.81520E-07  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.88960E-09  
Co59         59           27           9.17280E-08  
Co60         60           27           0.00000E+00  
Ni58         58           28           -1.56890E-07 
Ni59         59           28           3.42580E-08  
Ni60         60           28           7.60870E-08  
Ni61         61           28           4.63640E-08  
Ni62         62           28           6.12800E-08  
Ni63         63           28           9.96030E-12  
Ni64         64           28           9.54600E-08  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           3.41990E-08  
Cu64         64           29           0.00000E+00  
Cu65         65           29           4.91040E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           1.50110E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           4.10120E-08  
Zn67         67           30           9.09530E-09  
Zn68         68           30           4.98690E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           -2.68620E-11 
Ga69         69           31           8.31230E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           8.74740E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           1.48590E-08  
