isotope,a,z,yield,mass,metallicity,irv,mass_ej,massfrac,ysign
Tm72,172.0,69.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Tm73,173.0,69.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Yb70,170.0,70.0,3.1187e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.75642036494706e-11,1.0
Yb71,171.0,70.0,5.2431e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.952861004730796e-11,1.0
Yb72,172.0,70.0,1.2104e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,6.816850642036495e-11,1.0
Yb73,173.0,70.0,5.9463e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.3488961477810315e-11,1.0
Yb74,174.0,70.0,2.5728e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.4489749943681011e-10,1.0
Yb75,175.0,70.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Yb76,176.0,70.0,7.5713e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,4.264079747690922e-11,1.0
Yb77,177.0,70.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Lu75,175.0,71.0,3.9996e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.252534354584366e-11,1.0
Lu76,176.0,71.0,1.794e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.0103626943005182e-11,1.0
Lu77,177.0,71.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Hf76,176.0,72.0,1.6012e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,9.017796801081325e-12,1.0
Hf77,177.0,72.0,3.8083e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.1447961252534357e-11,1.0
Hf78,178.0,72.0,1.4717e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,8.288465870691597e-11,1.0
Hf79,179.0,72.0,5.244e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.953367875647669e-11,1.0
Hf80,180.0,72.0,2.6463e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.49036945257941e-10,1.0
Hf81,181.0,72.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Hf82,182.0,72.0,2.8587e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.6099909889614777e-11,1.0
Hf83,183.0,72.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Hf84,184.0,72.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ta79,179.0,73.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ta80,180.0,73.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ta81,181.0,73.0,5.7611e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.244593376886686e-11,1.0
Ta82,182.0,73.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ta83,183.0,73.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ta84,184.0,73.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
W180,180.0,74.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
W181,181.0,74.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
W182,182.0,74.0,9.7859e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,5.5113201171435014e-11,1.0
W183,183.0,74.0,6.9811e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.9316850642036496e-11,1.0
W184,184.0,74.0,1.7377e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,9.786551025005634e-11,1.0
W185,185.0,74.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
W186,186.0,74.0,9.2695e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,5.2204888488398294e-11,1.0
W187,187.0,74.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
W188,188.0,74.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Re85,185.0,75.0,3.6967e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.0819441315611628e-11,1.0
Re86,186.0,75.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Re87,187.0,75.0,2.8403e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.5996282946609598e-11,1.0
Re88,188.0,75.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Re89,189.0,75.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Os86,186.0,76.0,5.5946e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.15082225726515e-11,1.0
Os87,187.0,76.0,1.7414e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,9.807389051588196e-12,1.0
Os88,188.0,76.0,1.5971e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,8.994706014868215e-11,1.0
Os89,189.0,76.0,5.1732e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.9134940301869796e-11,1.0
Os90,190.0,76.0,1.9462e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.0960801982428475e-10,1.0
Os91,191.0,76.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Os92,192.0,76.0,1.6518e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,9.302770894345573e-11,1.0
Os93,193.0,76.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Os94,194.0,76.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ir91,191.0,77.0,7.7445e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,4.361624239693625e-11,1.0
Ir92,192.0,77.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ir93,193.0,77.0,1.2182e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,6.86077945483217e-11,1.0
Ir94,194.0,77.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Ir95,195.0,77.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Pt92,192.0,78.0,4.4334e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.4968461365172338e-11,1.0
Pt93,193.0,78.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Pt94,194.0,78.0,2.9644e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.6695201621986937e-10,1.0
Pt95,195.0,78.0,1.6648e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,9.375985582338365e-11,1.0
Pt96,196.0,78.0,3.1402e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.7685289479612527e-10,1.0
Pt97,197.0,78.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Pt98,198.0,78.0,6.2509e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.520443793647218e-11,1.0
Au97,197.0,79.0,1.1023e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,6.208042351881055e-11,1.0
Au98,198.0,79.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Au99,199.0,79.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Hg98,198.0,80.0,2.0432e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.1507096192836225e-10,1.0
Hg99,199.0,80.0,1.1395e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,6.417548997521966e-11,1.0
Hg00,200.0,80.0,3.4438e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.939513403919802e-10,1.0
Hg01,201.0,80.0,1.5023e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,8.460801982428476e-11,1.0
Hg02,202.0,80.0,5.9078e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.3272133363370134e-10,1.0
Hg03,203.0,80.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Hg04,204.0,80.0,6.1036e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.437485920252309e-11,1.0
Tl03,203.0,81.0,2.8275e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.592419463843208e-10,1.0
Tl04,204.0,81.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Tl05,205.0,81.0,5.3785e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.0291169182248255e-10,1.0
Pb04,204.0,82.0,3.075e-10,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.73180896598333e-10,1.0
Pb05,205.0,82.0,1.3346e-11,2.5,0.0007199999999999999,0.0,1.7755999999999998,7.51633250732147e-12,1.0
Pb06,206.0,82.0,5.4745e-09,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.0831831493579638e-09,1.0
Pb07,207.0,82.0,6.8357e-09,2.5,0.0007199999999999999,0.0,1.7755999999999998,3.849797251633251e-09,1.0
Pb08,208.0,82.0,2.3931e-07,2.5,0.0007199999999999999,0.0,1.7755999999999998,1.347769767965758e-07,1.0
Pb09,209.0,82.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Pb10,210.0,82.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Bi09,209.0,83.0,4.3875e-09,2.5,0.0007199999999999999,0.0,1.7755999999999998,2.4709957197567024e-09,1.0
Bi10,210.0,83.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
Po10,210.0,84.0,0.0,2.5,0.0007199999999999999,0.0,1.7755999999999998,0.0,0.0
H,1.0,1.0,1.2531,2.5,0.02,0.0,1.8806,0.6663298947144529,1.0
He4,4.0,2.0,0.55962,2.5,0.02,0.0,1.8806,0.2975752419440604,1.0
C12,12.0,6.0,0.016695,2.5,0.02,0.0,1.8806,0.008877485908752526,1.0
C13,13.0,6.0,0.00017203,2.5,0.02,0.0,1.8806,9.147612464107199e-05,1.0
C14,14.0,6.0,2.0954e-10,2.5,0.02,0.0,1.8806,1.1142188663192598e-10,1.0
N14,14.0,7.0,0.004881,2.5,0.02,0.0,1.8806,0.002595448261193236,1.0
N15,15.0,7.0,3.6691e-06,2.5,0.02,0.0,1.8806,1.951026268212273e-06,1.0
O16,16.0,8.0,0.015757,2.5,0.02,0.0,1.8806,0.008378708922684249,1.0
O17,17.0,8.0,7.6598e-05,2.5,0.02,0.0,1.8806,4.0730617887908114e-05,1.0
O18,18.0,8.0,2.5642e-05,2.5,0.02,0.0,1.8806,1.3635010103158565e-05,1.0
F18,18.0,9.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
F19,19.0,9.0,3.3043e-06,2.5,0.02,0.0,1.8806,1.757045623737105e-06,1.0
Ne20,20.0,10.0,0.0028891,2.5,0.02,0.0,1.8806,0.0015362650218015525,1.0
Ne21,21.0,10.0,7.6121e-06,2.5,0.02,0.0,1.8806,4.047697543337233e-06,1.0
Ne22,22.0,10.0,0.0022001,2.5,0.02,0.0,1.8806,0.0011698925874720834,1.0
Na22,22.0,11.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Na23,23.0,11.0,0.00015911,2.5,0.02,0.0,1.8806,8.460597681590982e-05,1.0
Na24,24.0,11.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Mg24,24.0,12.0,0.0014681,2.5,0.02,0.0,1.8806,0.0007806551100712538,1.0
Mg25,25.0,12.0,0.00018976,2.5,0.02,0.0,1.8806,0.00010090396681910029,1.0
Mg26,26.0,12.0,0.00022471,2.5,0.02,0.0,1.8806,0.00011948846112942678,1.0
Al26,26.0,13.0,7.7095e-07,2.5,0.02,0.0,1.8806,4.099489524619802e-07,1.0
Al27,27.0,13.0,0.0001651,2.5,0.02,0.0,1.8806,8.779113049026906e-05,1.0
Si28,28.0,14.0,0.0018782,2.5,0.02,0.0,1.8806,0.0009987238115495055,1.0
Si29,29.0,14.0,9.8915e-05,2.5,0.02,0.0,1.8806,5.2597575241944056e-05,1.0
Si30,30.0,14.0,6.8336e-05,2.5,0.02,0.0,1.8806,3.633733914708072e-05,1.0
Si31,31.0,14.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Si32,32.0,14.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
P31,31.0,15.0,1.8564e-05,2.5,0.02,0.0,1.8806,9.871317664575135e-06,1.0
P32,32.0,15.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
P33,33.0,15.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
S32,32.0,16.0,0.00098609,2.5,0.02,0.0,1.8806,0.0005243486121450601,1.0
S33,33.0,16.0,8.2559e-06,2.5,0.02,0.0,1.8806,4.3900350951823885e-06,1.0
S34,34.0,16.0,4.7144e-05,2.5,0.02,0.0,1.8806,2.5068595129214082e-05,1.0
S35,35.0,16.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
S36,36.0,16.0,2.5212e-07,2.5,0.02,0.0,1.8806,1.3406359672444964e-07,1.0
Cl35,35.0,17.0,1.0068e-05,2.5,0.02,0.0,1.8806,5.353610549824525e-06,1.0
Cl36,36.0,17.0,2.8425e-09,2.5,0.02,0.0,1.8806,1.5114856960544506e-09,1.0
Cl37,37.0,17.0,3.9575e-06,2.5,0.02,0.0,1.8806,2.1043815803466976e-06,1.0
Ar36,36.0,18.0,0.00022541,2.5,0.02,0.0,1.8806,0.000119860682760821,1.0
Ar37,37.0,18.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ar38,38.0,18.0,4.3834e-05,2.5,0.02,0.0,1.8806,2.330851855790705e-05,1.0
Ar39,39.0,18.0,2.063e-12,2.5,0.02,0.0,1.8806,1.0969903222375836e-12,1.0
Ar40,40.0,18.0,1.1766e-07,2.5,0.02,0.0,1.8806,6.256513878549398e-08,1.0
Ar41,41.0,18.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ar42,42.0,18.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
K39,39.0,19.0,9.4818e-06,2.5,0.02,0.0,1.8806,5.041901520791237e-06,1.0
K40,40.0,19.0,3.6126e-08,2.5,0.02,0.0,1.8806,1.920982665106881e-08,1.0
K41,41.0,19.0,8.1684e-07,2.5,0.02,0.0,1.8806,4.343507391258109e-07,1.0
K42,42.0,19.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
K43,43.0,19.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ca40,40.0,20.0,0.0001692,2.5,0.02,0.0,1.8806,8.997128575986386e-05,1.0
Ca41,41.0,20.0,7.3169e-09,2.5,0.02,0.0,1.8806,3.8907263639264065e-09,1.0
Ca42,42.0,20.0,1.2583e-06,2.5,0.02,0.0,1.8806,6.690949696905244e-07,1.0
Ca43,43.0,20.0,2.6679e-07,2.5,0.02,0.0,1.8806,1.4186429862809743e-07,1.0
Ca44,44.0,20.0,4.0887e-06,2.5,0.02,0.0,1.8806,2.174146548973732e-06,1.0
Ca45,45.0,20.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ca46,46.0,20.0,1.0417e-08,2.5,0.02,0.0,1.8806,5.539189620333936e-09,1.0
Ca47,47.0,20.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ca48,48.0,20.0,3.929e-07,2.5,0.02,0.0,1.8806,2.0892268424970753e-07,1.0
Sc45,45.0,21.0,1.2299e-07,2.5,0.02,0.0,1.8806,6.539934063596724e-08,1.0
Sc46,46.0,21.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sc47,47.0,21.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sc48,48.0,21.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sc49,49.0,21.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ti46,46.0,22.0,6.839e-07,2.5,0.02,0.0,1.8806,3.636605338721685e-07,1.0
Ti47,47.0,22.0,6.0924e-07,2.5,0.02,0.0,1.8806,3.2396043815803464e-07,1.0
Ti48,48.0,22.0,6.1288e-06,2.5,0.02,0.0,1.8806,3.2589599064128465e-06,1.0
Ti49,49.0,22.0,5.1213e-07,2.5,0.02,0.0,1.8806,2.7232266297990003e-07,1.0
Ti50,50.0,22.0,5.4788e-07,2.5,0.02,0.0,1.8806,2.9133255344039133e-07,1.0
V50,50.0,23.0,2.5836e-09,2.5,0.02,0.0,1.8806,1.373816866957354e-09,1.0
V51,51.0,23.0,1.0688e-06,2.5,0.02,0.0,1.8806,5.683292566202275e-07,1.0
Cr50,50.0,24.0,2.0545e-06,2.5,0.02,0.0,1.8806,1.0924704881420824e-06,1.0
Cr51,51.0,24.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Cr52,52.0,24.0,4.1615e-05,2.5,0.02,0.0,1.8806,2.2128575986387325e-05,1.0
Cr53,53.0,24.0,4.7966e-06,2.5,0.02,0.0,1.8806,2.5505689673508452e-06,1.0
Cr54,54.0,24.0,1.3493e-06,2.5,0.02,0.0,1.8806,7.17483781771775e-07,1.0
Mn55,55.0,25.0,3.6896e-05,2.5,0.02,0.0,1.8806,1.9619270445602466e-05,1.0
Mn56,56.0,25.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Fe54,54.0,26.0,0.00019773,2.5,0.02,0.0,1.8806,0.00010514197596511751,1.0
Fe55,55.0,26.0,6.465e-13,2.5,0.02,0.0,1.8806,3.4377326385196216e-13,1.0
Fe56,56.0,26.0,0.0032396,2.5,0.02,0.0,1.8806,0.0017226417100925236,1.0
Fe57,57.0,26.0,8.0709e-05,2.5,0.02,0.0,1.8806,4.291662235456769e-05,1.0
Fe58,58.0,26.0,1.4982e-05,2.5,0.02,0.0,1.8806,7.96660640221206e-06,1.0
Fe59,59.0,26.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Fe60,60.0,26.0,1.293e-07,2.5,0.02,0.0,1.8806,6.875465277039243e-08,1.0
Co59,59.0,27.0,1.0963e-05,2.5,0.02,0.0,1.8806,5.8295224928214395e-06,1.0
Co60,60.0,27.0,2.6209e-13,2.5,0.02,0.0,1.8806,1.3936509624587897e-13,1.0
Ni58,58.0,28.0,0.00013602,2.5,0.02,0.0,1.8806,7.232798043177708e-05,1.0
Ni59,59.0,28.0,4.6905e-08,2.5,0.02,0.0,1.8806,2.4941508029352333e-08,1.0
Ni60,60.0,28.0,5.5428e-05,2.5,0.02,0.0,1.8806,2.9473572264171008e-05,1.0
Ni61,61.0,28.0,2.8861e-06,2.5,0.02,0.0,1.8806,1.5346697862384347e-06,1.0
Ni62,62.0,28.0,8.4893e-06,2.5,0.02,0.0,1.8806,4.514144421992981e-06,1.0
Ni63,63.0,28.0,3.7171e-13,2.5,0.02,0.0,1.8806,1.976550037222163e-13,1.0
Ni64,64.0,28.0,3.1021e-06,2.5,0.02,0.0,1.8806,1.6495267467829414e-06,1.0
Ni65,65.0,28.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ni66,66.0,28.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Cu63,63.0,29.0,2.0992e-06,2.5,0.02,0.0,1.8806,1.116239498032543e-06,1.0
Cu64,64.0,29.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Cu65,65.0,29.0,1.1531e-06,2.5,0.02,0.0,1.8806,6.131553759438477e-07,1.0
Cu66,66.0,29.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Cu67,67.0,29.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Zn64,64.0,30.0,2.9663e-06,2.5,0.02,0.0,1.8806,1.5773157502924598e-06,1.0
Zn65,65.0,30.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Zn66,66.0,30.0,2.0088e-06,2.5,0.02,0.0,1.8806,1.0681697330639158e-06,1.0
Zn67,67.0,30.0,3.2358e-07,2.5,0.02,0.0,1.8806,1.7206210783792405e-07,1.0
Zn68,68.0,30.0,1.567e-06,2.5,0.02,0.0,1.8806,8.332447091353823e-07,1.0
Zn69,69.0,30.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Zn70,70.0,30.0,3.9497e-08,2.5,0.02,0.0,1.8806,2.1002339678825906e-08,1.0
Ga69,69.0,31.0,1.8608e-07,2.5,0.02,0.0,1.8806,9.894714452834203e-08,1.0
Ga70,70.0,31.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ga71,71.0,31.0,1.57e-07,2.5,0.02,0.0,1.8806,8.348399446985004e-08,1.0
Ga72,72.0,31.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ga73,73.0,31.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ge70,70.0,32.0,2.6724e-07,2.5,0.02,0.0,1.8806,1.4210358396256513e-07,1.0
Ge71,71.0,32.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ge72,72.0,32.0,3.2398e-07,2.5,0.02,0.0,1.8806,1.722748059130065e-07,1.0
Ge73,73.0,32.0,9.1283e-08,2.5,0.02,0.0,1.8806,4.853929596937148e-08,1.0
Ge74,74.0,32.0,5.1703e-07,2.5,0.02,0.0,1.8806,2.7492821439965965e-07,1.0
Ge75,75.0,32.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Ge76,76.0,32.0,4.9185e-08,2.5,0.02,0.0,1.8806,2.6153887057322132e-08,1.0
Ge77,77.0,32.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
As75,75.0,33.0,6.1185e-08,2.5,0.02,0.0,1.8806,3.2534829309794745e-08,1.0
As76,76.0,33.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
As77,77.0,33.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Se76,76.0,34.0,1.062e-07,2.5,0.02,0.0,1.8806,5.647133893438264e-08,1.0
Se77,77.0,34.0,5.7474e-08,2.5,0.02,0.0,1.8806,3.056152291821759e-08,1.0
Se78,78.0,34.0,2.8218e-07,2.5,0.02,0.0,1.8806,1.5004785706689353e-07,1.0
Se79,79.0,34.0,5.9903e-09,2.5,0.02,0.0,1.8806,3.185313197915559e-09,1.0
Se80,80.0,34.0,3.9977e-07,2.5,0.02,0.0,1.8806,2.125757736892481e-07,1.0
Se81,81.0,34.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Se82,82.0,34.0,3.3032e-08,2.5,0.02,0.0,1.8806,1.7564607040306284e-08,1.0
Br79,79.0,35.0,5.5376e-08,2.5,0.02,0.0,1.8806,2.9445921514410294e-08,1.0
Br80,80.0,35.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Br81,81.0,35.0,7.955e-08,2.5,0.02,0.0,1.8806,4.2300329682016375e-08,1.0
Br82,82.0,35.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Br83,83.0,35.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Br84,84.0,35.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Kr80,80.0,36.0,2.81e-08,2.5,0.02,0.0,1.8806,1.494203977454004e-08,1.0
Kr81,81.0,36.0,2.1385e-09,2.5,0.02,0.0,1.8806,1.1371370839093905e-09,1.0
Kr82,82.0,36.0,1.7036e-07,2.5,0.02,0.0,1.8806,9.058811017760288e-08,1.0
Kr83,83.0,36.0,8.2782e-08,2.5,0.02,0.0,1.8806,4.401893012868234e-08,1.0
Kr84,84.0,36.0,4.539e-07,2.5,0.02,0.0,1.8806,2.413591406997767e-07,1.0
Kr85,85.0,36.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Kr86,86.0,36.0,8.3752e-08,2.5,0.02,0.0,1.8806,4.4534722960757204e-08,1.0
Kr87,87.0,36.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Kr88,88.0,36.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Rb85,85.0,37.0,7.4433e-08,2.5,0.02,0.0,1.8806,3.957938955652451e-08,1.0
Rb86,86.0,37.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Rb87,87.0,37.0,1.9711e-08,2.5,0.02,0.0,1.8806,1.0481229394873977e-08,1.0
Rb88,88.0,37.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sr86,86.0,38.0,1.5078e-07,2.5,0.02,0.0,1.8806,8.017653940231841e-08,1.0
Sr87,87.0,38.0,9.8953e-08,2.5,0.02,0.0,1.8806,5.261778155907689e-08,1.0
Sr88,88.0,38.0,1.5471e-06,2.5,0.02,0.0,1.8806,8.226629799000318e-07,1.0
Sr89,89.0,38.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sr90,90.0,38.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sr91,91.0,38.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Sr92,92.0,38.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Y89,89.0,39.0,2.89e-07,2.5,0.02,0.0,1.8806,1.5367435924704881e-07,1.0
Y90,90.0,39.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Y91,91.0,39.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Y92,92.0,39.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Y93,93.0,39.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Zr90,90.0,40.0,3.0615e-07,2.5,0.02,0.0,1.8806,1.627937892162076e-07,1.0
Zr91,91.0,40.0,6.6961e-08,2.5,0.02,0.0,1.8806,3.56061895139849e-08,1.0
Zr92,92.0,40.0,1.0242e-07,2.5,0.02,0.0,1.8806,5.446134212485377e-08,1.0
Zr93,93.0,40.0,2.2247e-08,2.5,0.02,0.0,1.8806,1.1829735190896522e-08,1.0
Zr94,94.0,40.0,1.3108e-07,2.5,0.02,0.0,1.8806,6.97011592045092e-08,1.0
Zr95,95.0,40.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Zr96,96.0,40.0,3.4969e-09,2.5,0.02,0.0,1.8806,1.8594597468892908e-09,1.0
Zr97,97.0,40.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Nb93,93.0,41.0,1.4854e-08,2.5,0.02,0.0,1.8806,7.898543018185685e-09,1.0
Nb94,94.0,41.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Nb95,95.0,41.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Nb96,96.0,41.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Nb97,97.0,41.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Mo92,92.0,42.0,2.7544e-09,2.5,0.02,0.0,1.8806,1.4646389450175476e-09,1.0
Mo93,93.0,42.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
Mo94,94.0,42.0,3.0726e-09,2.5,0.02,0.0,1.8806,1.633840263745613e-09,1.0
Mo95,95.0,42.0,1.5109e-08,2.5,0.02,0.0,1.8806,8.034138041050728e-09,1.0
Mo96,96.0,42.0,2.7582e-08,2.5,0.02,0.0,1.8806,1.4666595767308305e-08,1.0
Mo97,97.0,42.0,1.0214e-08,2.5,0.02,0.0,1.8806,5.431245347229607e-09,1.0
Mo98,98.0,42.0,3.3814e-08,2.5,0.02,0.0,1.8806,1.7980431777092416e-08,1.0
Mo99,99.0,42.0,0.0,2.5,0.02,0.0,1.8806,0.0,0.0
