Isotope      A            Z            YIELD 
H            1            1            4.67030E-01  
He4          4            2            1.89480E-01  
C12          12           6            1.33870E-03  
C13          13           6            9.77370E-06  
C14          14           6            1.60280E-11  
N14          14           7            2.33470E-04  
N15          15           7            2.45200E-07  
O16          16           8            8.97630E-04  
O17          17           8            1.73570E-06  
O18          18           8            1.48700E-06  
F18          18           9            0.00000E+00  
F19          19           9            1.00260E-07  
Ne20         20           10           1.53060E-04  
Ne21         21           10           4.03330E-07  
Ne22         22           10           4.12730E-05  
Na22         22           11           0.00000E+00  
Na23         23           11           5.86840E-06  
Na24         24           11           0.00000E+00  
Mg24         24           12           7.72500E-05  
Mg25         25           12           1.00880E-05  
Mg26         26           12           1.16020E-05  
Al26         26           13           2.44470E-08  
Al27         27           13           8.78740E-06  
Si28         28           14           9.96950E-05  
Si29         29           14           5.24540E-06  
Si30         30           14           3.59410E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           9.42810E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           5.24020E-05  
S33          33           16           4.29460E-07  
S34          34           16           2.48330E-06  
S35          35           16           0.00000E+00  
S36          36           16           1.14640E-08  
Cl35         35           17           5.36380E-07  
Cl36         36           17           3.08380E-11  
Cl37         37           17           1.87110E-07  
Ar36         36           18           1.20100E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           2.31350E-06  
Ar39         39           18           1.23250E-13  
Ar40         40           18           4.47750E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           4.98990E-07  
K40          40           19           4.33230E-10  
K41          41           19           3.91090E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           9.00850E-06  
Ca41         41           20           5.20870E-11  
Ca42         42           20           6.41360E-08  
Ca43         43           20           1.36710E-08  
Ca44         44           20           2.13860E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           4.78030E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           2.08690E-08  
Sc45         45           21           6.03200E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           3.52790E-08  
Ti47         47           22           3.23180E-08  
Ti48         48           22           3.26720E-07  
Ti49         49           22           2.52720E-08  
Ti50         50           22           2.61980E-08  
V50          50           23           1.38420E-10  
V51          51           23           5.65850E-08  
Cr50         50           24           1.10090E-07  
Cr51         51           24           0.00000E+00  
Cr52         52           24           2.21480E-06  
Cr53         53           24           2.55710E-07  
Cr54         54           24           6.72980E-08  
Mn55         55           25           1.93790E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           1.05730E-05  
Fe55         55           26           0.00000E+00  
Fe56         56           26           1.72500E-04  
Fe57         57           26           4.12760E-06  
Fe58         58           26           6.45820E-07  
Fe59         59           26           0.00000E+00  
Fe60         60           26           2.15080E-09  
Co59         59           27           5.31520E-07  
Co60         60           27           0.00000E+00  
Ni58         58           28           7.27020E-06  
Ni59         59           28           2.67360E-10  
Ni60         60           28           2.91480E-06  
Ni61         61           28           1.34860E-07  
Ni62         62           28           4.24980E-07  
Ni63         63           28           0.00000E+00  
Ni64         64           28           1.14390E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           9.32470E-08  
Cu64         64           29           0.00000E+00  
Cu65         65           29           4.20080E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           1.51460E-07  
Zn65         65           30           0.00000E+00  
Zn66         66           30           9.02800E-08  
Zn67         67           30           1.35520E-08  
Zn68         68           30           6.29910E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           2.10390E-09  
Ga69         69           31           6.00680E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           4.16360E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           7.23210E-09  
Ge71         71           32           0.00000E+00  
Ge72         72           32           9.57910E-09  
Ge73         73           32           2.70950E-09  
Ge74         74           32           1.29770E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           2.61920E-09  
Ge77         77           32           0.00000E+00  
As75         75           33           1.80530E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           1.99770E-09  
Se77         77           34           1.57850E-09  
Se78         78           34           5.21790E-09  
Se79         79           34           2.55420E-11  
Se80         80           34           1.08680E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           1.75710E-09  
Br79         79           35           1.80260E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           1.85190E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           4.22470E-10  
Kr81         81           36           3.91720E-12  
Kr82         82           36           2.31030E-09  
Kr83         83           36           2.12610E-09  
Kr84         84           36           1.07780E-08  
Kr85         85           36           0.00000E+00  
Kr86         86           36           3.49320E-09  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           1.70460E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           7.31290E-10  
Rb88         88           37           0.00000E+00  
Sr86         86           38           1.06550E-09  
Sr87         87           38           7.71440E-10  
Sr88         88           38           1.33060E-08  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           3.17530E-09  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           3.99890E-09  
Zr91         91           40           9.35160E-10  
Zr92         92           40           1.50890E-09  
Zr93         93           40           2.41260E-10  
Zr94         94           40           1.99450E-09  
Zr95         95           40           0.00000E+00  
Zr96         96           40           3.13630E-10  
Zr97         97           40           0.00000E+00  
Nb93         93           41           3.38000E-10  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           1.47840E-10  
Mo93         93           42           0.00000E+00  
Mo94         94           42           9.98650E-11  
Mo95         95           42           3.04470E-10  
Mo96         96           42           4.47770E-10  
Mo97         97           42           1.96210E-10  
Mo98         98           42           5.93560E-10  
Mo99         99           42           0.00000E+00  
Mo00         100          42           1.15690E-10  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           1.08440E-11  
Ru96         96           44           3.71710E-11  
Ru97         97           44           0.00000E+00  
Ru98         98           44           1.28120E-11  
Ru99         99           44           1.23210E-10  
Ru00         100          44           2.54930E-10  
Ru01         101          44           1.57690E-10  
Ru02         102          44           4.58140E-10  
Ru03         103          44           0.00000E+00  
Ru04         104          44           1.44560E-10  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           1.85620E-10  
Rh05         105          45           0.00000E+00  
Pd04         104          46           1.92990E-10  
Pd05         105          46           1.65570E-10  
Pd06         106          46           3.17900E-10  
Pd07         107          46           2.91610E-11  
Pd08         108          46           3.56360E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           7.71800E-11  
Ag07         107          47           1.05880E-10  
Ag09         109          47           1.55780E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           6.41940E-12  
Cd09         109          48           0.00000E+00  
Cd10         110          48           2.48260E-10  
Cd11         111          48           1.43400E-10  
Cd12         112          48           3.81540E-10  
Cd13         113          48           1.48560E-10  
Cd14         114          48           5.25800E-10  
Cd15         115          48           0.00000E+00  
Cd16         116          48           7.66370E-11  
In13         113          49           3.38790E-12  
In15         115          49           1.42110E-10  
Sn14         114          50           1.07460E-11  
Sn15         115          50           5.57240E-12  
Sn16         116          50           7.07070E-10  
Sn17         117          50           2.74230E-10  
Sn18         118          50           1.08730E-09  
Sn19         119          50           3.57360E-10  
Sn20         120          50           1.71940E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           1.39670E-10  
Sn23         123          50           0.00000E+00  
Sn24         124          50           1.03760E-10  
Sb21         121          51           1.76870E-10  
Sb22         122          51           0.00000E+00  
Sb23         123          51           8.02480E-11  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           2.06140E-10  
Te23         123          52           7.32780E-11  
Te24         124          52           4.08340E-10  
Te25         125          52           2.64420E-10  
Te26         126          52           1.00880E-09  
Te27         127          52           0.00000E+00  
Te28         128          52           8.25290E-10  
Te30         130          52           8.10240E-10  
I127         127          53           5.62890E-10  
I128         128          53           0.00000E+00  
I129         129          53           1.85180E-12  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           2.37810E-10  
Xe29         129          54           8.06450E-10  
Xe30         130          54           5.12210E-10  
Xe31         131          54           6.99540E-10  
Xe32         132          54           1.51780E-09  
Xe33         133          54           0.00000E+00  
Xe34         134          54           3.37110E-10  
Xe35         135          54           0.00000E+00  
Xe36         136          54           2.22110E-10  
Cs33         133          55           2.93760E-10  
Cs34         134          55           0.00000E+00  
Cs35         135          55           6.28520E-11  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           3.13460E-10  
Ba35         135          56           2.46000E-10  
Ba36         136          56           1.02140E-09  
Ba37         137          56           1.02430E-09  
Ba38         138          56           1.30270E-08  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           1.61020E-09  
La40         140          57           0.00000E+00  
Ce40         140          58           5.39750E-09  
Ce41         141          58           0.00000E+00  
Ce42         142          58           1.75320E-10  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           5.23390E-10  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           1.38670E-09  
Nd43         143          60           2.38110E-10  
Nd44         144          60           7.15960E-10  
Nd45         145          60           1.48350E-10  
Nd46         146          60           6.72380E-10  
Nd47         147          60           0.00000E+00  
Nd48         148          60           7.42430E-11  
Nd49         149          60           0.00000E+00  
Nd50         150          60           2.72030E-11  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           4.37310E-12  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           8.65970E-11  
Sm48         148          62           1.98470E-10  
Sm49         149          62           4.81860E-11  
Sm50         150          62           1.32750E-10  
Sm51         151          62           0.00000E+00  
Sm52         152          62           1.36170E-10  
Sm53         153          62           0.00000E+00  
Sm54         154          62           5.31310E-11  
Eu51         151          63           4.35620E-11  
Eu52         152          63           0.00000E+00  
Eu53         153          63           4.80370E-11  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           2.32660E-12  
Gd53         153          64           0.00000E+00  
Gd54         154          64           3.21160E-11  
Gd55         155          64           5.23900E-11  
