Isotope      A            Z            YIELD 
H            1            1            2.76470E+00  
He4          4            2            1.29660E+00  
C12          12           6            8.58120E-03  
C13          13           6            4.02180E-04  
C14          14           6            4.31330E-08  
N14          14           7            1.42570E-02  
N15          15           7            7.53970E-06  
O16          16           8            3.27360E-02  
O17          17           8            9.48200E-05  
O18          18           8            5.17980E-05  
F18          18           9            0.00000E+00  
F19          19           9            2.32720E-06  
Ne20         20           10           6.42250E-03  
Ne21         21           10           2.29470E-05  
Ne22         22           10           5.11530E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           3.09740E-04  
Na24         24           11           0.00000E+00  
Mg24         24           12           3.20860E-03  
Mg25         25           12           4.01290E-04  
Mg26         26           12           5.10380E-04  
Al26         26           13           4.03910E-07  
Al27         27           13           3.64480E-04  
Si28         28           14           4.17440E-03  
Si29         29           14           2.19560E-04  
Si30         30           14           1.49780E-04  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           3.89520E-05  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           2.19510E-03  
S33          33           16           1.78910E-05  
S34          34           16           1.03500E-04  
S35          35           16           0.00000E+00  
S36          36           16           4.44740E-07  
Cl35         35           17           2.24920E-05  
Cl36         36           17           1.06770E-09  
Cl37         37           17           7.63880E-06  
Ar36         36           18           5.03610E-04  
Ar37         37           18           0.00000E+00  
Ar38         38           18           9.66840E-05  
Ar39         39           18           1.13190E-11  
Ar40         40           18           1.68150E-07  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           2.08620E-05  
K40          40           19           2.70480E-08  
K41          41           19           1.58610E-06  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           3.77590E-04  
Ca41         41           20           3.05540E-09  
Ca42         42           20           2.64970E-06  
Ca43         43           20           5.65970E-07  
Ca44         44           20           8.94000E-06  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.79670E-08  
Ca47         47           20           0.00000E+00  
Ca48         48           20           8.74090E-07  
Sc45         45           21           2.47220E-07  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.47190E-06  
Ti47         47           22           1.35490E-06  
Ti48         48           22           1.37130E-05  
Ti49         49           22           1.03150E-06  
Ti50         50           22           1.00990E-06  
V50          50           23           5.81610E-09  
V51          51           23           2.37120E-06  
Cr50         50           24           4.62610E-06  
Cr51         51           24           0.00000E+00  
Cr52         52           24           9.28030E-05  
Cr53         53           24           1.07250E-05  
Cr54         54           24           2.72960E-06  
Mn55         55           25           8.11000E-05  
Mn56         56           25           0.00000E+00  
Fe54         54           26           4.44060E-04  
Fe55         55           26           2.56540E-12  
Fe56         56           26           7.23040E-03  
Fe57         57           26           1.70460E-04  
Fe58         58           26           2.33630E-05  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.29930E-09  
Co59         59           27           2.14010E-05  
Co60         60           27           0.00000E+00  
Ni58         58           28           3.05280E-04  
Ni59         59           28           3.22480E-08  
Ni60         60           28           1.21730E-04  
Ni61         61           28           5.40850E-06  
Ni62         62           28           1.74620E-05  
Ni63         63           28           7.18060E-12  
Ni64         64           28           4.62490E-06  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           3.71330E-06  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.72120E-06  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           6.33730E-06  
Zn65         65           30           0.00000E+00  
Zn66         66           30           3.76340E-06  
Zn67         67           30           5.62780E-07  
Zn68         68           30           2.61490E-06  
Zn69         69           30           0.00000E+00  
Zn70         70           30           8.82740E-08  
Ga69         69           31           2.46820E-07  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.69730E-07  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           2.94900E-07  
Ge71         71           32           0.00000E+00  
Ge72         72           32           3.94050E-07  
Ge73         73           32           1.11490E-07  
Ge74         74           32           5.29250E-07  
Ge75         75           32           0.00000E+00  
Ge76         76           32           1.09900E-07  
Ge77         77           32           0.00000E+00  
As75         75           33           7.42840E-08  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           7.99790E-08  
Se77         77           34           6.47500E-08  
Se78         78           34           2.08510E-07  
Se79         79           34           1.20090E-09  
Se80         80           34           4.43080E-07  
Se81         81           34           0.00000E+00  
Se82         82           34           7.36400E-08  
Br79         79           35           7.37740E-08  
Br80         80           35           0.00000E+00  
Br81         81           35           7.49400E-08  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           1.70220E-08  
Kr81         81           36           2.32460E-10  
Kr82         82           36           9.02790E-08  
Kr83         83           36           8.70350E-08  
Kr84         84           36           4.35790E-07  
Kr85         85           36           0.00000E+00  
Kr86         86           36           1.40270E-07  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           6.76570E-08  
Rb86         86           37           0.00000E+00  
Rb87         87           37           2.77540E-08  
Rb88         88           37           0.00000E+00  
Sr86         86           38           3.69140E-08  
Sr87         87           38           2.77540E-08  
Sr88         88           38           3.29930E-07  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           7.80100E-08  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           9.83290E-08  
Zr91         91           40           2.20730E-08  
Zr92         92           40           3.39210E-08  
Zr93         93           40           1.70500E-09  
Zr94         94           40           3.62880E-08  
Zr95         95           40           0.00000E+00  
Zr96         96           40           5.19750E-09  
Zr97         97           40           0.00000E+00  
Nb93         93           41           1.14180E-08  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           6.21350E-09  
Mo93         93           42           0.00000E+00  
Mo94         94           42           3.96380E-09  
Mo95         95           42           7.56410E-09  
Mo96         96           42           8.57350E-09  
Mo97         97           42           4.65570E-09  
Mo98         98           42           1.23250E-08  
Mo99         99           42           0.00000E+00  
Mo00         100          42           4.41810E-09  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           1.85720E-10  
Ru96         96           44           1.56350E-09  
Ru97         97           44           0.00000E+00  
Ru98         98           44           5.38380E-10  
Ru99         99           44           3.73840E-09  
Ru00         100          44           4.45970E-09  
Ru01         101          44           5.22850E-09  
Ru02         102          44           1.04990E-08  
Ru03         103          44           0.00000E+00  
Ru04         104          44           5.73390E-09  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           6.22520E-09  
Rh05         105          45           0.00000E+00  
Pd04         104          46           3.27550E-09  
Pd05         105          46           5.66840E-09  
Pd06         106          46           7.48160E-09  
Pd07         107          46           1.27870E-10  
Pd08         108          46           7.55270E-09  
Pd09         109          46           0.00000E+00  
Pd10         110          46           2.96620E-09  
Ag07         107          47           4.38740E-09  
Ag09         109          47           4.39360E-09  
Ag11         111          47           0.00000E+00  
Cd08         108          48           2.47260E-10  
Cd09         109          48           0.00000E+00  
Cd10         110          48           4.18720E-09  
Cd11         111          48           3.86280E-09  
Cd12         112          48           7.77210E-09  
Cd13         113          48           3.78200E-09  
Cd14         114          48           9.59720E-09  
Cd15         115          48           0.00000E+00  
Cd16         116          48           2.28190E-09  
In13         113          49           1.42420E-10  
In15         115          49           3.47500E-09  
Sn14         114          50           4.51050E-10  
Sn15         115          50           2.34050E-10  
Sn16         116          50           1.17250E-08  
Sn17         117          50           5.87070E-09  
Sn18         118          50           1.93270E-08  
Sn19         119          50           6.78200E-09  
Sn20         120          50           2.66990E-08  
Sn21         121          50           0.00000E+00  
Sn22         122          50           3.44350E-09  
Sn23         123          50           0.00000E+00  
Sn24         124          50           4.31040E-09  
Sb21         121          51           3.94500E-09  
Sb22         122          51           0.00000E+00  
Sb23         123          51           2.84150E-09  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           2.83510E-09  
Te23         123          52           9.96800E-10  
Te24         124          52           5.37140E-09  
Te25         125          52           7.15030E-09  
Te26         126          52           1.98640E-08  
Te27         127          52           0.00000E+00  
Te28         128          52           3.14780E-08  
Te30         130          52           3.39900E-08  
I127         127          53           2.06980E-08  
I128         128          53           0.00000E+00  
I129         129          53           4.48350E-12  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           2.91020E-09  
Xe29         129          54           3.09040E-08  
Xe30         130          54           5.83580E-09  
Xe31         131          54           2.50260E-08  
Xe32         132          54           3.18360E-08  
Xe33         133          54           0.00000E+00  
Xe34         134          54           1.12710E-08  
Xe35         135          54           0.00000E+00  
Xe36         136          54           9.29090E-09  
Cs33         133          55           8.02570E-09  
Cs34         134          55           0.00000E+00  
Cs35         135          55           8.04640E-11  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           2.88280E-09  
Ba35         135          56           6.61370E-09  
Ba36         136          56           9.20840E-09  
Ba37         137          56           1.22420E-08  
Ba38         138          56           7.92280E-08  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           1.06030E-08  
La40         140          57           0.00000E+00  
Ce40         140          58           2.52010E-08  
Ce41         141          58           0.00000E+00  
Ce42         142          58           3.01160E-09  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           4.11240E-09  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           5.56210E-09  
Nd43         143          60           2.39870E-09  
Nd44         144          60           4.77690E-09  
Nd45         145          60           1.64790E-09  
Nd46         146          60           3.51340E-09  
Nd47         147          60           0.00000E+00  
Nd48         148          60           1.15430E-09  
Nd49         149          60           0.00000E+00  
Nd50         150          60           1.13100E-09  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
