Isotope      A            Z            YIELD 
H            1            1            2.78880E+00  
He4          4            2            1.28030E+00  
C12          12           6            5.61550E-03  
C13          13           6            1.95040E-04  
C14          14           6            8.36230E-08  
N14          14           7            7.06390E-03  
N15          15           7            3.71050E-06  
O16          16           8            1.63230E-02  
O17          17           8            5.07120E-05  
O18          18           8            2.53240E-05  
F18          18           9            0.00000E+00  
F19          19           9            1.19260E-06  
Ne20         20           10           3.18110E-03  
Ne21         21           10           1.42660E-05  
Ne22         22           10           2.98590E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           1.55610E-04  
Na24         24           11           0.00000E+00  
Mg24         24           12           1.58930E-03  
Mg25         25           12           1.97950E-04  
Mg26         26           12           2.57690E-04  
Al26         26           13           2.63640E-07  
Al27         27           13           1.84440E-04  
Si28         28           14           2.07170E-03  
Si29         29           14           1.09000E-04  
Si30         30           14           7.44370E-05  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           1.93670E-05  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           1.08860E-03  
S33          33           16           8.88670E-06  
S34          34           16           5.14010E-05  
S35          35           16           0.00000E+00  
S36          36           16           2.23990E-07  
Cl35         35           17           1.11530E-05  
Cl36         36           17           1.12460E-09  
Cl37         37           17           3.79980E-06  
Ar36         36           18           2.49710E-04  
Ar37         37           18           0.00000E+00  
Ar38         38           18           4.79760E-05  
Ar39         39           18           2.95650E-11  
Ar40         40           18           8.69380E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           1.03500E-05  
K40          40           19           1.46440E-08  
K41          41           19           7.89900E-07  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           1.87240E-04  
Ca41         41           20           2.91290E-09  
Ca42         42           20           1.31730E-06  
Ca43         43           20           2.81400E-07  
Ca44         44           20           4.43490E-06  
Ca45         45           20           0.00000E+00  
Ca46         46           20           9.13690E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           4.33520E-07  
Sc45         45           21           1.23360E-07  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           7.30250E-07  
Ti47         47           22           6.71830E-07  
Ti48         48           22           6.79810E-06  
Ti49         49           22           5.14550E-07  
Ti50         50           22           5.06150E-07  
V50          50           23           2.88250E-09  
V51          51           23           1.17600E-06  
Cr50         50           24           2.29270E-06  
Cr51         51           24           0.00000E+00  
Cr52         52           24           4.60190E-05  
Cr53         53           24           5.31910E-06  
Cr54         54           24           1.36460E-06  
Mn55         55           25           4.02360E-05  
Mn56         56           25           0.00000E+00  
Fe54         54           26           2.20110E-04  
Fe55         55           26           2.95100E-12  
Fe56         56           26           3.58510E-03  
Fe57         57           26           8.49500E-05  
Fe58         58           26           1.21270E-05  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.59960E-08  
Co59         59           27           1.07200E-05  
Co60         60           27           0.00000E+00  
Ni58         58           28           1.51310E-04  
Ni59         59           28           2.84930E-08  
Ni60         60           28           6.04250E-05  
Ni61         61           28           2.71500E-06  
Ni62         62           28           8.71170E-06  
Ni63         63           28           2.87940E-11  
Ni64         64           28           2.31400E-06  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           1.86160E-06  
Cu64         64           29           0.00000E+00  
Cu65         65           29           8.60130E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           3.14270E-06  
Zn65         65           30           0.00000E+00  
Zn66         66           30           1.87250E-06  
Zn67         67           30           2.80580E-07  
Zn68         68           30           1.30480E-06  
Zn69         69           30           0.00000E+00  
Zn70         70           30           4.37780E-08  
Ga69         69           31           1.23460E-07  
Ga70         70           31           0.00000E+00  
Ga71         71           31           8.47160E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           1.47740E-07  
Ge71         71           32           0.00000E+00  
Ge72         72           32           1.97250E-07  
Ge73         73           32           5.58640E-08  
Ge74         74           32           2.65920E-07  
Ge75         75           32           0.00000E+00  
Ge76         76           32           5.45120E-08  
Ge77         77           32           0.00000E+00  
As75         75           33           3.71850E-08  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           4.04460E-08  
Se77         77           34           3.24010E-08  
Se78         78           34           1.05410E-07  
Se79         79           34           9.97840E-10  
Se80         80           34           2.22160E-07  
Se81         81           34           0.00000E+00  
Se82         82           34           3.65260E-08  
Br79         79           35           3.66400E-08  
Br80         80           35           0.00000E+00  
Br81         81           35           3.75800E-08  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           8.41970E-09  
Kr81         81           36           9.12770E-11  
Kr82         82           36           4.58360E-08  
Kr83         83           36           4.35790E-08  
Kr84         84           36           2.19470E-07  
Kr85         85           36           0.00000E+00  
Kr86         86           36           8.01670E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           3.47000E-08  
Rb86         86           37           0.00000E+00  
Rb87         87           37           1.69210E-08  
Rb88         88           37           0.00000E+00  
Sr86         86           38           1.88020E-08  
Sr87         87           38           1.41350E-08  
Sr88         88           38           1.84200E-07  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           4.47400E-08  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           5.50350E-08  
Zr91         91           40           1.29260E-08  
Zr92         92           40           1.99980E-08  
Zr93         93           40           2.04960E-09  
Zr94         94           40           2.22540E-08  
Zr95         95           40           0.00000E+00  
Zr96         96           40           3.41250E-09  
Zr97         97           40           0.00000E+00  
Nb93         93           41           5.67650E-09  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           3.07920E-09  
Mo93         93           42           0.00000E+00  
Mo94         94           42           1.96540E-09  
Mo95         95           42           4.31800E-09  
Mo96         96           42           5.17330E-09  
Mo97         97           42           2.63950E-09  
Mo98         98           42           7.23680E-09  
Mo99         99           42           0.00000E+00  
Mo00         100          42           2.26630E-09  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           2.26060E-10  
Ru96         96           44           7.74730E-10  
Ru97         97           44           0.00000E+00  
Ru98         98           44           2.66780E-10  
Ru99         99           44           1.87330E-09  
Ru00         100          44           2.75340E-09  
Ru01         101          44           2.71520E-09  
Ru02         102          44           6.01630E-09  
Ru03         103          44           0.00000E+00  
Ru04         104          44           2.92420E-09  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           3.23200E-09  
Rh05         105          45           0.00000E+00  
Pd04         104          46           2.04250E-09  
Pd05         105          46           2.92590E-09  
Pd06         106          46           4.24680E-09  
Pd07         107          46           1.68580E-10  
Pd08         108          46           4.42650E-09  
Pd09         109          46           0.00000E+00  
Pd10         110          46           1.55300E-09  
Ag07         107          47           2.17410E-09  
Ag09         109          47           2.37990E-09  
Ag11         111          47           0.00000E+00  
Cd08         108          48           1.23070E-10  
Cd09         109          48           0.00000E+00  
Cd10         110          48           2.63430E-09  
Cd11         111          48           2.11410E-09  
Cd12         112          48           4.63300E-09  
Cd13         113          48           2.10210E-09  
Cd14         114          48           5.92680E-09  
Cd15         115          48           0.00000E+00  
Cd16         116          48           1.32810E-09  
In13         113          49           7.05750E-11  
In15         115          49           1.95840E-09  
Sn14         114          50           2.23540E-10  
Sn15         115          50           1.15990E-10  
Sn16         116          50           7.38730E-09  
Sn17         117          50           3.41730E-09  
Sn18         118          50           1.21160E-08  
Sn19         119          50           4.13400E-09  
Sn20         120          50           1.76150E-08  
Sn21         121          50           0.00000E+00  
Sn22         122          50           2.07040E-09  
Sn23         123          50           0.00000E+00  
Sn24         124          50           2.14220E-09  
Sb21         121          51           2.29190E-09  
Sb22         122          51           0.00000E+00  
Sb23         123          51           1.48270E-09  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           1.91290E-09  
Te23         123          52           6.68420E-10  
Te24         124          52           3.69310E-09  
Te25         125          52           3.88430E-09  
Te26         126          52           1.18490E-08  
Te27         127          52           0.00000E+00  
Te28         128          52           1.58010E-08  
Te30         130          52           1.68520E-08  
I127         127          53           1.05250E-08  
I128         128          53           0.00000E+00  
I129         129          53           8.88440E-12  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           2.08130E-09  
Xe29         129          54           1.55790E-08  
Xe30         130          54           4.27030E-09  
Xe31         131          54           1.27980E-08  
Xe32         132          54           1.86560E-08  
Xe33         133          54           0.00000E+00  
Xe34         134          54           5.90620E-09  
Xe35         135          54           0.00000E+00  
Xe36         136          54           4.60990E-09  
Cs33         133          55           4.38450E-09  
Cs34         134          55           0.00000E+00  
Cs35         135          55           2.90460E-10  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           2.34130E-09  
Ba35         135          56           3.58510E-09  
Ba36         136          56           7.51740E-09  
Ba37         137          56           8.77350E-09  
Ba38         138          56           7.35050E-08  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           9.30090E-09  
La40         140          57           0.00000E+00  
Ce40         140          58           2.35410E-08  
Ce41         141          58           0.00000E+00  
Ce42         142          58           1.90290E-09  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           3.18590E-09  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           5.41550E-09  
Nd43         143          60           1.63480E-09  
Nd44         144          60           3.77210E-09  
Nd45         145          60           1.08160E-09  
Nd46         146          60           2.99720E-09  
Nd47         147          60           0.00000E+00  
