Isotope      A            Z            YIELD 
H            1            1            6.10460E-01  
He4          4            2            2.49500E-01  
C12          12           6            3.63650E-03  
C13          13           6            2.52700E-05  
C14          14           6            4.79660E-11  
N14          14           7            6.07740E-04  
N15          15           7            6.30520E-07  
O16          16           8            2.35620E-03  
O17          17           8            4.85450E-06  
O18          18           8            3.84640E-06  
F18          18           9            0.00000E+00  
F19          19           9            3.57660E-07  
Ne20         20           10           4.03010E-04  
Ne21         21           10           1.05810E-06  
Ne22         22           10           1.87220E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           1.64930E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           2.04180E-04  
Mg25         25           12           2.67000E-05  
Mg26         26           12           3.08820E-05  
Al26         26           13           6.34090E-08  
Al27         27           13           2.31620E-05  
Si28         28           14           2.62460E-04  
Si29         29           14           1.38200E-05  
Si30         30           14           9.51980E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           2.51520E-06  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           1.37900E-04  
S33          33           16           1.13890E-06  
S34          34           16           6.56210E-06  
S35          35           16           0.00000E+00  
S36          36           16           3.20260E-08  
Cl35         35           17           1.41040E-06  
Cl36         36           17           2.47140E-10  
Cl37         37           17           5.08330E-07  
Ar36         36           18           3.15790E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           6.10330E-06  
Ar39         39           18           6.41810E-13  
Ar40         40           18           1.41730E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           1.31650E-06  
K40          40           19           2.10700E-09  
K41          41           19           1.06760E-07  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           2.36900E-05  
Ca41         41           20           6.03980E-10  
Ca42         42           20           1.71180E-07  
Ca43         43           20           3.64520E-08  
Ca44         44           20           5.65040E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.46070E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           5.49310E-08  
Sc45         45           21           1.63290E-08  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           9.35390E-08  
Ti47         47           22           8.50450E-08  
Ti48         48           22           8.58620E-07  
Ti49         49           22           6.83010E-08  
Ti50         50           22           7.44010E-08  
V50          50           23           3.63270E-10  
V51          51           23           1.49080E-07  
Cr50         50           24           2.88920E-07  
Cr51         51           24           0.00000E+00  
Cr52         52           24           5.82640E-06  
Cr53         53           24           6.72440E-07  
Cr54         54           24           1.81690E-07  
Mn55         55           25           5.11150E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           2.77670E-05  
Fe55         55           26           5.27600E-13  
Fe56         56           26           4.53680E-04  
Fe57         57           26           1.10260E-05  
Fe58         58           26           1.89260E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.46880E-08  
Co59         59           27           1.44600E-06  
Co60         60           27           0.00000E+00  
Ni58         58           28           1.90900E-05  
Ni59         59           28           3.13870E-09  
Ni60         60           28           7.68760E-06  
Ni61         61           28           3.65800E-07  
Ni62         62           28           1.14050E-06  
Ni63         63           28           2.16090E-13  
Ni64         64           28           3.17470E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           2.51070E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.14560E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           4.01310E-07  
Zn65         65           30           0.00000E+00  
Zn66         66           30           2.41900E-07  
Zn67         67           30           3.66600E-08  
Zn68         68           30           1.71780E-07  
Zn69         69           30           0.00000E+00  
Zn70         70           30           5.53350E-09  
Ga69         69           31           1.69390E-08  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.22150E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           2.10980E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           2.74710E-08  
Ge73         73           32           7.75850E-09  
Ge74         74           32           3.68390E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           6.88110E-09  
Ge77         77           32           0.00000E+00  
As75         75           33           4.96850E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           6.43690E-09  
Se77         77           34           4.62410E-09  
Se78         78           34           1.49920E-08  
Se79         79           34           3.65660E-10  
Se80         80           34           3.21930E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           4.62540E-09  
Br79         79           35           4.96720E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           5.41800E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           1.41670E-09  
Kr81         81           36           7.71940E-11  
Kr82         82           36           8.49340E-09  
Kr83         83           36           6.36550E-09  
Kr84         84           36           3.33400E-08  
Kr85         85           36           0.00000E+00  
Kr86         86           36           1.13320E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           5.35010E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           2.60440E-09  
Rb88         88           37           0.00000E+00  
Sr86         86           38           5.39100E-09  
Sr87         87           38           3.63870E-09  
Sr88         88           38           8.43370E-08  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           1.94710E-08  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
