Isotope      A            Z            YIELD 
H            1            1            9.52800E-01  
He4          4            2            3.95200E-01  
C12          12           6            1.01860E-02  
C13          13           6            3.72350E-05  
C14          14           6            2.44810E-10  
N14          14           7            1.05160E-03  
N15          15           7            7.94570E-07  
O16          16           8            3.75440E-03  
O17          17           8            2.50980E-05  
O18          18           8            5.41480E-06  
F18          18           9            0.00000E+00  
F19          19           9            1.10910E-06  
Ne20         20           10           6.34200E-04  
Ne21         21           10           1.75220E-06  
Ne22         22           10           7.33340E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           3.31850E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           3.29080E-04  
Mg25         25           12           4.41670E-05  
Mg26         26           12           5.10320E-05  
Al26         26           13           1.07320E-07  
Al27         27           13           3.68950E-05  
Si28         28           14           4.12820E-04  
Si29         29           14           2.17930E-05  
Si30         30           14           1.51880E-05  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           4.12780E-06  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           2.16650E-04  
S33          33           16           1.83110E-06  
S34          34           16           1.04260E-05  
S35          35           16           0.00000E+00  
S36          36           16           5.85070E-08  
Cl35         35           17           2.21170E-06  
Cl36         36           17           9.76380E-10  
Cl37         37           17           8.51980E-07  
Ar36         36           18           4.95050E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           9.64290E-06  
Ar39         39           18           3.55730E-12  
Ar40         40           18           3.13310E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           2.08110E-06  
K40          40           19           7.84180E-09  
K41          41           19           1.81520E-07  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           3.71570E-05  
Ca41         41           20           2.46550E-09  
Ca42         42           20           2.77400E-07  
Ca43         43           20           5.89570E-08  
Ca44         44           20           8.97230E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           2.96080E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           8.63400E-08  
Sc45         45           21           2.76790E-08  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.49910E-07  
Ti47         47           22           1.33800E-07  
Ti48         48           22           1.34460E-06  
Ti49         49           22           1.14990E-07  
Ti50         50           22           1.41040E-07  
V50          50           23           5.66490E-10  
V51          51           23           2.35510E-07  
Cr50         50           24           4.50490E-07  
Cr51         51           24           0.00000E+00  
Cr52         52           24           9.14500E-06  
Cr53         53           24           1.05550E-06  
Cr54         54           24           3.04100E-07  
Mn55         55           25           8.10990E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           4.33960E-05  
Fe55         55           26           1.53600E-12  
Fe56         56           26           7.11430E-04  
Fe57         57           26           1.81020E-05  
Fe58         58           26           3.64260E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           6.59000E-08  
Co59         59           27           2.47290E-06  
Co60         60           27           2.31530E-13  
Ni58         58           28           2.98190E-05  
Ni59         59           28           1.78670E-08  
Ni60         60           28           1.21820E-05  
Ni61         61           28           6.33990E-07  
Ni62         62           28           1.88080E-06  
Ni63         63           28           1.56710E-12  
Ni64         64           28           5.96130E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           4.36510E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           2.07600E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           6.41950E-07  
Zn65         65           30           0.00000E+00  
