Isotope      A            Z            YIELD 
H            1            1            5.51920E-01  
He4          4            2            2.34040E-01  
C12          12           6            8.25850E-03  
C13          13           6            7.29650E-07  
C14          14           6            3.73410E-09  
N14          14           7            3.16160E-05  
N15          15           7            1.51070E-08  
O16          16           8            3.74750E-04  
O17          17           8            8.93360E-07  
O18          18           8            6.71320E-08  
F18          18           9            0.00000E+00  
F19          19           9            5.99630E-07  
Ne20         20           10           2.20740E-05  
Ne21         21           10           2.87110E-07  
Ne22         22           10           4.90310E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           3.76620E-06  
Na24         24           11           0.00000E+00  
Mg24         24           12           1.66060E-05  
Mg25         25           12           3.74030E-06  
Mg26         26           12           3.26670E-06  
Al26         26           13           8.35150E-09  
Al27         27           13           5.61340E-07  
Si28         28           14           1.31040E-05  
Si29         29           14           2.47700E-07  
Si30         30           14           2.01320E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           8.08920E-08  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           6.77110E-06  
S33          33           16           2.32410E-08  
S34          34           16           1.28500E-07  
S35          35           16           0.00000E+00  
S36          36           16           1.62350E-09  
Cl35         35           17           2.18850E-08  
Cl36         36           17           1.79850E-11  
Cl37         37           17           1.14400E-08  
Ar36         36           18           1.53420E-06  
Ar37         37           18           0.00000E+00  
Ar38         38           18           1.04570E-07  
Ar39         39           18           4.64340E-13  
Ar40         40           18           1.44380E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           2.20530E-08  
K40          40           19           2.07090E-10  
K41          41           19           2.80310E-09  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           1.15520E-06  
Ca41         41           20           8.06780E-11  
Ca42         42           20           3.73080E-09  
Ca43         43           20           8.06570E-10  
Ca44         44           20           9.50740E-09  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.64640E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           8.55700E-10  
Sc45         45           21           4.11300E-10  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.60830E-09  
Ti47         47           22           1.37490E-09  
Ti48         48           22           1.31850E-08  
Ti49         49           22           1.36100E-09  
Ti50         50           22           2.26370E-09  
V50          50           23           5.49350E-12  
V51          51           23           2.34480E-09  
Cr50         50           24           4.36860E-09  
Cr51         51           24           0.00000E+00  
Cr52         52           24           9.00480E-08  
Cr53         53           24           1.04320E-08  
Cr54         54           24           3.88220E-09  
Mn55         55           25           7.97480E-08  
Mn56         56           25           0.00000E+00  
Fe54         54           26           4.21480E-07  
Fe55         55           26           0.00000E+00  
Fe56         56           26           6.97540E-06  
Fe57         57           26           1.98040E-07  
Fe58         58           26           7.56960E-08  
Fe59         59           26           0.00000E+00  
Fe60         60           26           5.35100E-09  
Co59         59           27           3.40900E-08  
Co60         60           27           0.00000E+00  
Ni58         58           28           2.89530E-07  
Ni59         59           28           1.65160E-10  
Ni60         60           28           1.27290E-07  
Ni61         61           28           9.84710E-09  
Ni62         62           28           2.64980E-08  
Ni63         63           28           1.85310E-13  
Ni64         64           28           1.36030E-08  
Ni65         65           28           0.00000E+00  
