Isotope      A            Z            YIELD 
H            1            1            1.59810E+00  
He4          4            2            5.70440E-01  
C12          12           6            7.40460E-03  
C13          13           6            1.23970E-05  
C14          14           6            2.50010E-09  
N14          14           7            1.16640E-04  
N15          15           7            5.27770E-08  
O16          16           8            1.06670E-03  
O17          17           8            5.74560E-06  
O18          18           8            3.98560E-07  
F18          18           9            0.00000E+00  
F19          19           9            6.90470E-07  
Ne20         20           10           1.59780E-04  
Ne21         21           10           3.46960E-07  
Ne22         22           10           1.94800E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           5.00380E-06  
Na24         24           11           0.00000E+00  
Mg24         24           12           8.05350E-05  
Mg25         25           12           1.13310E-05  
Mg26         26           12           1.57840E-05  
Al26         26           13           7.52830E-09  
Al27         27           13           3.97240E-06  
Si28         28           14           1.06990E-04  
Si29         29           14           2.15860E-06  
Si30         30           14           1.73480E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           1.28960E-11  
P31          31           15           6.27610E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           5.44660E-05  
S33          33           16           1.52650E-07  
S34          34           16           9.37250E-07  
S35          35           16           0.00000E+00  
S36          36           16           1.25550E-08  
Cl35         35           17           1.77450E-07  
Cl36         36           17           1.49660E-10  
Cl37         37           17           7.11100E-08  
Ar36         36           18           1.24260E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           7.96600E-07  
Ar39         39           18           9.21080E-11  
Ar40         40           18           8.99150E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           1.72140E-07  
K40          40           19           4.63750E-10  
K41          41           19           1.50610E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           9.33150E-06  
Ca41         41           20           3.94190E-10  
Ca42         42           20           2.46700E-08  
Ca43         43           20           5.53350E-09  
Ca44         44           20           7.44350E-08  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.68950E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           6.88820E-09  
Sc45         45           21           3.14100E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.22420E-08  
Ti47         47           22           1.09580E-08  
Ti48         48           22           1.07340E-07  
Ti49         49           22           9.06790E-09  
Ti50         50           22           1.41800E-08  
V50          50           23           4.52280E-11  
V51          51           23           1.88840E-08  
Cr50         50           24           3.59740E-08  
Cr51         51           24           0.00000E+00  
Cr52         52           24           7.26410E-07  
Cr53         53           24           8.40470E-08  
Cr54         54           24           2.60640E-08  
Mn55         55           25           6.32760E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           3.45450E-06  
Fe55         55           26           0.00000E+00  
Fe56         56           26           5.64090E-05  
Fe57         57           26           1.37950E-06  
Fe58         58           26           3.56620E-07  
Fe59         59           26           0.00000E+00  
Fe60         60           26           7.91550E-08  
Co59         59           27           2.31760E-07  
Co60         60           27           1.61360E-13  
Ni58         58           28           2.37450E-06  
Ni59         59           28           2.72950E-10  
Ni60         60           28           9.82980E-07  
Ni61         61           28           6.24090E-08  
Ni62         62           28           1.81760E-07  
Ni63         63           28           6.43330E-11  
Ni64         64           28           8.34160E-08  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           5.51320E-08  
Cu64         64           29           0.00000E+00  
Cu65         65           29           2.46080E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           4.97520E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           3.77350E-08  
Zn67         67           30           6.27240E-09  
Zn68         68           30           3.24590E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           9.00360E-10  
Ga69         69           31           3.64080E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           2.55220E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           4.89720E-09  
Ge71         71           32           0.00000E+00  
Ge72         72           32           5.91520E-09  
Ge73         73           32           1.72270E-09  
Ge74         74           32           9.40120E-09  
Ge75         75           32           0.00000E+00  
Ge76         76           32           1.16480E-09  
Ge77         77           32           0.00000E+00  
As75         75           33           1.12040E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           1.83000E-09  
Se77         77           34           9.97460E-10  
Se78         78           34           4.82350E-09  
Se79         79           34           5.33080E-10  
Se80         80           34           7.37490E-09  
Se81         81           34           0.00000E+00  
Se82         82           34           8.74750E-10  
Br79         79           35           7.38170E-10  
