  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
C12     6   12  2.6741E+01  4.4479E+01  5.0671E+01  6.9615E+01  7.4418E+01  7.4696E+01  8.7142E+01  7.6115E+01  1.0537E+02
C13     6   13  2.0743E+00  2.0127E+00  1.9017E+00  1.8415E+00  1.2406E+00  1.0906E+00  1.0787E+00  1.0885E+00  8.9126E-01
N14     7   14  9.6460E+00  8.7405E+00  8.5809E+00  8.0484E+00  1.1563E+01  1.2224E+01  1.2717E+01  1.0383E+01  1.3309E+01
N15     7   15  4.3972E-01  3.8386E-01  5.6455E-01  8.8514E-01  8.1944E-01  6.4852E-01  1.1126E+00  4.8282E-01  2.7929E-01
O16     8   16  1.1913E+01  3.1608E+01  3.5813E+01  5.8845E+01  5.2365E+01  7.3304E+01  1.0005E+02  1.2688E+02  1.3523E+02
O17     8   17  1.9647E+00  2.4112E+00  1.2524E+00  1.2844E+00  9.2003E-01  6.9314E-01  9.1785E-01  5.1939E-01  3.5781E-01
O18     8   18  2.4068E+01  1.8766E+01  1.3359E+01  1.6914E+00  2.1255E+00  8.7231E-01  2.3844E-01  2.7481E-01  2.0620E-01
F19     9   19  6.6859E-01  6.3531E-01  6.9222E-01  2.2274E+00  1.9261E+00  2.6886E+00  2.9579E+01  9.7421E+00  2.2810E-01
Ne20   10   20  3.7602E+01  6.0043E+01  2.2040E+02  1.7652E+02  1.4361E+02  2.5102E+02  9.7536E+01  9.6038E+01  2.4383E+02
Ne21   10   21  1.1982E+01  2.7836E+01  3.8797E+01  6.9073E+01  6.2290E+01  9.1758E+01  8.8742E+01  5.3064E+01  5.5143E+01
Ne22   10   22  2.7610E+01  3.4619E+01  5.3366E+01  5.9266E+01  6.5677E+01  6.0209E+01  5.0721E+01  2.6799E+01  7.6691E+00
Na23   11   23  1.3350E+01  2.6114E+01  6.9795E+01  8.5168E+01  6.9539E+01  1.1425E+02  3.2108E+01  2.4045E+01  4.0080E+01
Mg24   12   24  1.8400E+01  2.3197E+01  6.1184E+01  3.7035E+01  3.1753E+01  4.6892E+01  2.9082E+01  4.0184E+01  1.2969E+02
Mg25   12   25  4.3202E+00  6.3011E+00  1.7734E+01  1.6006E+01  1.3737E+01  2.2884E+01  2.7385E+01  3.9220E+01  5.4866E+01
Mg26   12   26  4.5349E+00  5.4892E+00  1.8655E+01  1.5999E+01  1.3750E+01  2.3030E+01  2.5209E+01  3.6226E+01  3.5677E+01
Al27   13   27  2.3617E+01  3.0905E+01  6.9206E+01  5.2361E+01  4.4535E+01  6.8453E+01  4.0139E+01  4.7341E+01  8.3110E+01
Si28   14   28  3.8117E+01  8.0566E+01  5.5320E+01  9.1378E+01  7.9293E+01  5.8100E+01  9.5200E+01  1.1099E+02  9.5113E+01
Si29   14   29  7.2018E+00  1.0702E+01  1.3131E+01  1.3458E+01  1.1728E+01  1.3172E+01  1.6297E+01  2.3466E+01  3.0073E+01
Si30   14   30  1.7026E+01  2.3104E+01  2.3941E+01  2.0496E+01  1.7697E+01  2.0988E+01  2.5825E+01  4.8965E+01  8.0788E+01
P31    15   31  3.7811E+01  6.2706E+01  5.5505E+01  7.3469E+01  6.5328E+01  6.9241E+01  9.2710E+01  1.2210E+02  1.2359E+02
S32    16   32  3.8210E+01  9.0481E+01  5.0738E+01  1.0721E+02  9.3542E+01  6.4388E+01  1.1394E+02  1.2486E+02  1.0107E+02
S33    16   33  2.1772E+01  4.1366E+01  3.0055E+01  5.2974E+01  4.8530E+01  4.2817E+01  6.9435E+01  7.5680E+01  4.9276E+01
S34    16   34  1.9879E+01  3.4656E+01  2.1934E+01  3.7750E+01  3.2787E+01  3.0858E+01  5.3924E+01  6.5646E+01  5.2113E+01
S36    16   36  1.2023E+00  1.4764E+00  2.1196E+00  3.2206E+00  2.7834E+00  4.0951E+00  2.7429E+00  4.6607E+00  4.1267E+00
Cl35   17   35  7.1830E+00  1.3656E+01  9.3256E+00  1.8854E+01  1.7603E+01  1.6833E+01  2.5410E+01  2.6699E+01  1.9373E+01
Cl37   17   37  4.5922E+00  9.5454E+00  7.5674E+00  1.2762E+01  1.2139E+01  1.2226E+01  2.0388E+01  2.2423E+01  2.0653E+01
Ar36   18   36  3.9466E+01  9.2008E+01  4.8773E+01  1.1155E+02  9.7719E+01  7.0536E+01  1.2306E+02  1.3541E+02  1.0963E+02
Ar38   18   38  9.9079E+00  1.8391E+01  1.1447E+01  2.0879E+01  1.9189E+01  1.6511E+01  2.8196E+01  4.1604E+01  3.8873E+01
Ar40   18   40  1.6663E+00  1.6614E+00  2.1854E+00  2.7645E+00  2.6092E+00  3.5675E+00  4.4269E+00  3.7346E+01  4.8460E+00
K39    19   39  8.2577E+00  1.7002E+01  1.0890E+01  1.6431E+01  1.5592E+01  1.4861E+01  2.6744E+01  3.7429E+01  3.3004E+01
K40    19   40  1.0016E+01  2.1926E+01  3.5989E+01  5.9821E+01  5.8163E+01  9.7232E+01  1.5511E+02  1.7319E+02  2.0338E+02
K41    19   41  9.6290E+00  1.9387E+01  1.4816E+01  2.0002E+01  1.9313E+01  2.1265E+01  4.0339E+01  4.6536E+01  4.3042E+01
Ca40   20   40  3.3258E+01  7.5444E+01  3.8107E+01  9.3934E+01  8.2760E+01  6.5378E+01  1.1095E+02  1.2434E+02  9.8959E+01
Ca42   20   42  7.4435E+00  1.4439E+01  1.0577E+01  1.6592E+01  1.5754E+01  1.5379E+01  2.4504E+01  3.7515E+01  3.6830E+01
Ca43   20   43  2.0046E+00  3.1693E+00  5.3254E+00  6.6276E+00  5.8218E+00  7.4432E+00  7.4478E+00  1.0723E+01  9.3901E+00
Ca44   20   44  7.1942E+00  3.2924E+00  3.2705E+00  3.9810E+00  3.6777E+00  4.1814E+00  5.0767E+00  6.1741E+00  5.4578E+00
Ca46   20   46  2.8940E+00  2.3868E+00  3.3415E+00  1.7404E+01  1.3671E+01  1.1133E+01  1.8126E+01  3.0842E+02  5.3903E+01
Ca48   20   48  9.6615E-01  9.3263E-01  9.3955E-01  8.9719E-01  9.0902E-01  8.9357E-01  8.4585E-01  1.1118E+00  8.0253E-01
Sc45   21   45  4.8235E+00  9.7003E+00  1.5425E+01  3.0446E+01  2.7018E+01  3.8173E+01  4.1993E+01  7.8004E+01  5.9822E+01
Ti46   22   46  8.8213E+00  1.4330E+01  1.0881E+01  1.4145E+01  1.3007E+01  1.6077E+01  2.6206E+01  4.1470E+01  4.3614E+01
Ti47   22   47  1.8256E+00  1.5951E+00  1.8485E+00  2.7998E+00  2.6876E+00  3.8294E+00  4.3257E+00  6.5491E+00  6.2210E+00
Ti48   22   48  1.7886E+01  2.3129E+01  1.5363E+01  2.6004E+01  2.2250E+01  1.5404E+01  1.3912E+01  1.0837E+01  7.8697E+00
Ti49   22   49  1.0414E+01  2.2619E+01  1.5691E+01  2.4843E+01  2.1928E+01  1.8181E+01  2.3460E+01  2.3676E+01  2.2489E+01
Ti50   22   50  1.3289E+00  1.7185E+00  2.6201E+00  5.0826E+00  5.2864E+00  1.2459E+01  2.1924E+01  3.1897E+01  3.8597E+01
V50    23   50  5.7316E+00  1.5913E+01  1.7344E+01  5.1964E+01  4.9376E+01  8.0350E+01  1.2687E+02  2.0558E+02  2.6826E+02
V51    23   51  2.1668E+01  5.5122E+01  3.6754E+01  4.4975E+01  3.7082E+01  2.0094E+01  2.7149E+01  2.7409E+01  2.5912E+01
Cr50   24   50  2.5559E+01  7.6518E+01  5.3200E+01  4.7847E+01  3.9317E+01  2.1977E+01  4.1904E+01  6.0935E+01  5.6737E+01
Cr52   24   52  5.6131E+01  1.2161E+02  7.4233E+01  1.2791E+02  1.0645E+02  7.2794E+01  5.3644E+01  3.9342E+01  2.6510E+01
Cr53   24   53  4.1123E+01  9.9524E+01  6.3849E+01  9.3140E+01  7.7995E+01  4.6114E+01  4.5448E+01  3.7683E+01  2.7532E+01
Cr54   24   54  1.4270E+00  1.9244E+00  2.6553E+00  3.1675E+00  2.9689E+00  3.8065E+00  4.9110E+00  6.5718E+00  6.3080E+00
Mn55   25   55  2.7239E+01  6.9405E+01  4.3390E+01  5.6884E+01  4.6660E+01  2.5628E+01  3.0283E+01  2.6437E+01  1.9936E+01
Fe54   26   54  2.1036E+01  6.6403E+01  4.2879E+01  4.4511E+01  3.6527E+01  1.7231E+01  3.1356E+01  3.9729E+01  3.5001E+01
Fe56   26   56  5.1990E+01  4.4894E+01  3.2950E+01  2.6820E+01  2.2148E+01  1.6465E+01  1.1262E+01  8.6353E+00  5.7878E+00
Fe57   26   57  7.0097E+01  3.6946E+01  3.2621E+01  1.3029E+01  1.0989E+01  7.3064E+00  7.2867E+00  5.7363E+00  4.3323E+00
Fe58   26   58  3.3022E+00  6.7271E+00  1.0312E+01  1.0623E+01  9.1446E+00  9.6684E+00  1.2144E+01  1.2544E+01  1.1183E+01
Co59   27   59  2.4461E+01  9.6855E+00  1.1200E+01  6.0831E+00  5.1257E+00  5.1970E+00  4.6417E+00  7.7684E+00  5.0530E+00
Ni58   28   58  3.7314E+01  2.0423E+01  1.8445E+01  8.0722E+00  6.9796E+00  4.3626E+00  6.0410E+00  7.0857E+00  5.6741E+00
Ni60   28   60  6.3781E+01  1.7700E+01  1.6882E+01  2.6696E+00  2.4047E+00  2.3696E+00  2.5410E+00  5.0921E+00  2.5746E+00
Ni61   28   61  6.9051E+01  1.7168E+01  2.1174E+01  1.1026E+01  9.6723E+00  1.1209E+01  1.0114E+01  1.2043E+01  1.0791E+01
Ni62   28   62  1.1440E+02  2.3204E+01  2.7411E+01  1.2626E+01  1.1216E+01  1.4464E+01  1.4440E+01  1.8359E+01  1.8002E+01
Ni64   28   64  2.6686E+00  3.6298E+00  7.7981E+00  1.8869E+01  1.8148E+01  3.3385E+01  3.9679E+01  5.9038E+01  5.4378E+01
Cu63   29   63  4.3540E+00  6.7404E+00  1.2032E+01  2.6398E+01  2.3544E+01  3.0973E+01  2.9647E+01  3.9037E+01  3.3833E+01
Cu65   29   65  5.2625E+00  8.5223E+00  1.8444E+01  5.0745E+01  5.0466E+01  9.5412E+01  1.2080E+02  1.4389E+02  1.4861E+02
Zn64   30   64  9.3963E+00  4.2922E+00  5.3451E+00  8.8701E+00  8.5882E+00  1.1179E+01  1.2847E+01  1.2766E+01  1.1207E+01
Zn66   30   66  1.3069E+01  7.3652E+00  1.0421E+01  2.9943E+01  2.9553E+01  4.9815E+01  6.9901E+01  8.4796E+01  8.2310E+01
Zn67   30   67  2.2337E+00  3.8978E+00  1.1576E+01  3.8207E+01  3.7373E+01  7.7783E+01  8.2203E+01  9.2591E+01  1.0087E+02
Zn68   30   68  1.9928E+00  3.2245E+00  7.7453E+00  3.1701E+01  3.2834E+01  7.6866E+01  1.1455E+02  1.5055E+02  1.7754E+02
Zn70   30   70  9.9139E-01  1.9323E+00  1.3825E+00  1.8174E+01  1.8311E+01  1.4557E+01  7.6922E+01  1.3422E+02  4.7018E+01
Ga69   31   69  2.7737E+00  7.0030E+00  1.3493E+01  6.1900E+01  6.3665E+01  1.3476E+02  2.1397E+02  2.8740E+02  2.9695E+02
Ga71   31   71  2.4506E+00  5.0736E+00  1.1584E+01  5.3397E+01  5.8714E+01  1.5559E+02  2.8969E+02  4.0949E+02  3.9153E+02
Ge70   32   70  3.0711E+00  1.0564E+01  1.5777E+01  8.5905E+01  9.0651E+01  1.6565E+02  2.9097E+02  3.5483E+02  2.7157E+02
Ge72   32   72  1.9833E+00  3.9103E+00  7.1931E+00  3.8692E+01  4.1778E+01  1.0026E+02  1.8353E+02  2.5660E+02  3.1173E+02
Ge73   32   73  1.8701E+00  2.5716E+00  7.5183E+00  4.0350E+01  4.3492E+01  1.1868E+02  1.6990E+02  2.1538E+02  2.4590E+02
Ge74   32   74  1.7008E+00  1.9965E+00  4.3820E+00  2.5612E+01  2.9294E+01  8.8787E+01  1.8100E+02  2.6847E+02  3.2631E+02
Ge76   32   76  9.5622E-01  1.0699E+00  9.7426E-01  6.4335E+00  6.9973E+00  7.4545E+00  5.1326E+01  9.5727E+01  4.4097E+01
As75   33   75  1.8774E+00  4.3460E+00  7.6249E+00  6.0331E+01  6.6676E+01  1.5275E+02  3.4979E+02  5.6778E+02  4.8410E+02
Se74   34   74  4.5100E+00  3.1386E+01  3.6155E+01  3.4280E+02  3.8498E+02  5.2770E+02  1.4861E+03  1.7561E+03  4.3033E+02
Se76   34   76  2.6467E+00  7.2828E+00  1.0282E+01  1.0128E+02  1.1724E+02  2.3311E+02  6.2549E+02  7.9386E+02  5.6619E+02
Se77   34   77  1.5078E+00  2.0543E+00  4.1960E+00  4.0856E+01  4.5654E+01  1.0295E+02  3.0545E+02  3.6676E+02  4.6377E+02
Se78   34   78  1.8246E+00  2.0198E+00  4.6206E+00  2.5741E+01  3.1344E+01  1.1830E+02  2.4574E+02  3.8924E+02  4.7497E+02
Se80   34   80  1.2072E+00  1.1484E+00  1.6094E+00  8.7678E+00  9.8184E+00  2.8329E+01  3.5709E+01  5.5496E+01  8.1047E+01
Se82   34   82  9.6405E-01  1.0096E+00  9.4982E-01  4.9171E+00  5.7304E+00  7.4218E+00  4.1479E+01  7.1922E+01  2.5761E+01
Br79   35   79  1.4507E+00  1.7249E+00  4.0120E+00  2.5822E+01  2.9929E+01  9.6704E+01  1.4136E+02  1.9655E+02  2.1694E+02
Br81   35   81  1.3414E+00  1.6958E+00  2.3690E+00  1.9445E+01  2.3471E+01  6.1549E+01  1.5592E+02  2.3815E+02  2.0211E+02
Kr78   36   78  1.4586E+00  4.4641E+00  4.7858E+00  8.3548E+01  1.0832E+02  1.4328E+02  4.8764E+02  3.9144E+02  1.2813E+02
Kr80   36   80  1.9576E+00  5.2270E+00  6.4784E+00  8.7778E+01  1.1642E+02  2.4436E+02  9.2587E+02  1.3040E+03  1.2875E+03
Kr82   36   82  1.6138E+00  1.8974E+00  3.3088E+00  2.0541E+01  2.8061E+01  1.0546E+02  3.2843E+02  5.3923E+02  6.3915E+02
Kr83   36   83  1.1400E+00  1.3568E+00  2.1161E+00  1.1832E+01  1.5056E+01  5.5683E+01  1.5169E+02  2.5550E+02  2.6380E+02
Kr84   36   84  1.1354E+00  1.1706E+00  1.8577E+00  6.9466E+00  9.3189E+00  4.4093E+01  1.2043E+02  2.1578E+02  2.8457E+02
Kr86   36   86  1.2055E+00  1.2240E+00  1.5033E+00  6.8240E+00  8.4192E+00  2.4731E+01  7.2996E+01  1.4739E+02  1.2924E+02
Rb85   37   85  1.2448E+00  1.3920E+00  2.2258E+00  1.1366E+01  1.4860E+01  5.8322E+01  1.4607E+02  2.5700E+02  3.0934E+02
Rb87   37   87  1.3335E+00  1.7745E+00  2.1690E+00  2.0928E+01  2.7210E+01  8.1001E+01  3.1358E+02  6.1594E+02  5.2896E+02
Sr84   38   84  2.2188E+00  6.5192E+00  5.6741E+00  1.1308E+02  1.6132E+02  3.3012E+02  1.2247E+03  1.2057E+03  6.5615E+02
Sr86   38   86  1.7665E+00  2.7560E+00  4.8631E+00  2.6290E+01  3.9600E+01  1.9077E+02  7.9255E+02  1.5046E+03  1.6125E+03
Sr87   38   87  1.4099E+00  1.9697E+00  3.8980E+00  1.5808E+01  2.4676E+01  1.5450E+02  5.8937E+02  1.1479E+03  1.3385E+03
Sr88   38   88  1.2453E+00  1.6594E+00  2.4075E+00  8.9032E+00  1.2366E+01  6.3378E+01  2.9000E+02  6.8610E+02  8.2204E+02
Y89    39   89  1.1828E+00  1.5754E+00  2.1197E+00  7.5316E+00  1.0207E+01  4.3679E+01  2.1207E+02  4.6275E+02  4.7375E+02
Zr90   40   90  1.0991E+00  1.3456E+00  1.5733E+00  4.3659E+00  5.7581E+00  1.9063E+01  9.1508E+01  2.1044E+02  2.4312E+02
Zr91   40   91  1.0686E+00  1.1864E+00  1.5927E+00  4.4767E+00  5.1847E+00  1.8642E+01  8.5017E+01  2.1431E+02  2.3731E+02
Zr92   40   92  1.0678E+00  1.1661E+00  1.4331E+00  2.8264E+00  3.2282E+00  1.1000E+01  5.0970E+01  1.4867E+02  1.7824E+02
Zr94   40   94  1.0149E+00  1.0274E+00  1.1856E+00  1.9911E+00  2.1857E+00  5.6142E+00  2.3499E+01  6.7587E+01  7.8708E+01
Zr96   40   96  7.8168E-02  6.2112E-02  2.0045E-01  2.1164E+00  2.0584E+00  4.6475E+00  1.2318E+01  3.4111E+01  2.6736E+01
Nb93   41   93  9.8819E-01  1.0109E+00  1.2501E+00  2.2464E+00  2.4549E+00  7.7176E+00  2.7017E+01  7.4331E+01  8.5698E+01
Mo92   42   92  1.0558E+00  1.2816E+00  1.1514E+00  1.6615E+00  1.7200E+00  2.5030E+00  9.6851E+00  2.9012E+01  3.4976E+01
Mo94   42   94  1.2564E+00  1.4174E+00  1.4024E+00  1.8991E+00  2.0346E+00  2.9488E+00  1.0473E+01  3.1251E+01  3.8895E+01
Mo95   42   95  1.0160E+00  9.9540E-01  1.2208E+00  2.4247E+00  2.5053E+00  6.3524E+00  1.5293E+01  3.9743E+01  4.3482E+01
Mo96   42   96  1.8238E+00  1.8734E+00  1.9233E+00  2.1446E+00  2.3384E+00  4.6546E+00  1.6352E+01  4.8501E+01  6.2989E+01
Mo97   42   97  9.9427E-01  9.7829E-01  1.0581E+00  1.1920E+00  1.2819E+00  2.7578E+00  8.1257E+00  2.3915E+01  2.9184E+01
Mo98   42   98  1.0037E+00  1.0057E+00  1.1180E+00  1.2981E+00  1.4146E+00  3.1193E+00  9.4993E+00  2.7809E+01  3.5284E+01
Xe32   54  132  9.7518E-01  9.6559E-01  1.0100E+00  1.1578E+00  1.2345E+00  2.2635E+00  6.5083E+00  1.8804E+01  2.3620E+01
Xe34   54  134  9.5676E-01  9.1072E-01  8.8943E-01  1.1944E+00  1.2149E+00  1.3452E+00  4.5657E+00  1.1897E+01  9.0695E+00
Cs33   55  133  9.3306E-01  9.1220E-01  9.2350E-01  1.1115E+00  1.1507E+00  1.8353E+00  4.2262E+00  1.0828E+01  1.2047E+01
Ba34   56  134  1.3673E+00  1.5113E+00  1.8019E+00  2.2313E+00  2.4981E+00  5.7762E+00  1.7131E+01  4.9173E+01  6.2379E+01
Ba35   56  135  9.2826E-01  8.9051E-01  9.1973E-01  1.0891E+00  1.1237E+00  1.8372E+00  3.5057E+00  8.1189E+00  1.0165E+01
Ba36   56  136  1.1324E+00  1.2381E+00  1.4723E+00  1.8585E+00  2.0367E+00  5.0807E+00  1.2701E+01  3.4333E+01  4.5473E+01
Ba37   56  137  1.0010E+00  1.0003E+00  1.1031E+00  1.4521E+00  1.5208E+00  2.9160E+00  6.3926E+00  1.6589E+01  1.8612E+01
Ba38   56  138  1.0240E+00  1.0691E+00  1.2137E+00  1.5006E+00  1.5299E+00  2.5544E+00  5.0959E+00  1.0769E+01  1.2506E+01
La38   57  138  9.8853E-01  9.9495E-01  9.7363E-01  1.0417E+00  1.0621E+00  1.1395E+00  1.6217E+00  2.3147E+00  2.7356E+00
La39   57  139  1.0188E+00  1.0583E+00  1.2082E+00  1.5155E+00  1.5166E+00  2.3161E+00  3.8353E+00  7.0439E+00  8.3498E+00
Ce40   58  140  9.9693E-01  1.0021E+00  1.0858E+00  1.2550E+00  1.2648E+00  1.6790E+00  2.4413E+00  3.9729E+00  4.5083E+00
Pr41   59  141  9.7074E-01  9.8233E-01  9.8680E-01  1.2030E+00  1.1855E+00  1.4004E+00  1.9154E+00  5.1046E+00  3.6811E+00
Nd42   60  142  1.0803E+00  1.2189E+00  1.2798E+00  1.6058E+00  1.6210E+00  2.2464E+00  3.5721E+00  5.7404E+00  6.5724E+00
Nd43   60  143  9.1965E-01  8.7897E-01  8.6137E-01  8.5592E-01  8.6975E-01  9.6853E-01  1.0742E+00  1.3046E+00  1.4180E+00
Nd44   60  144  9.7897E-01  9.4437E-01  9.7290E-01  9.8194E-01  1.0047E+00  1.1622E+00  1.3544E+00  1.6908E+00  1.9283E+00
Hg02   80  202  1.0028E+00  9.9207E-01  1.0762E+00  1.1795E+00  1.2024E+00  1.5219E+00  2.0317E+00  2.6770E+00  2.9442E+00
Hg04   80  204  9.4087E-01  8.8554E-01  8.5415E-01  8.5566E-01  8.6074E-01  7.8434E-01  9.1836E-01  7.9977E-01  1.0107E+00
Tl03   81  203  9.8654E-01  9.8286E-01  1.0900E+00  1.2461E+00  1.2386E+00  1.6852E+00  1.8793E+00  2.2193E+00  2.5971E+00
Tl05   81  205  9.7321E-01  9.5370E-01  1.0053E+00  1.0781E+00  1.0862E+00  1.3130E+00  1.5741E+00  1.8607E+00  2.0985E+00
Pb04   82  204  1.1654E+00  1.3501E+00  1.5655E+00  2.0250E+00  2.0422E+00  3.1680E+00  4.5572E+00  6.4413E+00  7.5681E+00
Pb06   82  206  1.0137E+00  1.0436E+00  1.1308E+00  1.2753E+00  1.2831E+00  1.6517E+00  2.1834E+00  2.7116E+00  3.0858E+00
Pb07   82  207  9.9298E-01  9.8858E-01  1.0891E+00  1.2021E+00  1.1987E+00  1.5005E+00  1.7419E+00  2.1077E+00  2.2896E+00
Pb08   82  208  9.8920E-01  9.8098E-01  1.0426E+00  1.1181E+00  1.1217E+00  1.3203E+00  1.5052E+00  1.8192E+00  1.8572E+00
Bi09   83  209  9.6896E-01  9.3694E-01  9.5647E-01  9.3018E-01  9.4188E-01  9.6833E-01  9.7164E-01  1.0261E+00  1.0103E+00
  ele   Z    A    013b150     015b150     020b150     025b150     030b150     040b150     060b150     080b150     120b150
H       1    1  5.7651E-01  5.3917E-01  4.8359E-01  4.6806E-01  4.6068E-01  4.1297E-01  3.8069E-01  3.5035E-01  2.9867E-01
H2      1    2  4.1641E-13  5.0232E-13  3.5292E-10  5.5617E-09  1.9898E-08  1.3835E-07  3.0884E-06  5.9045E-06  1.8844E-04
He3     2    3  5.8306E-01  5.2229E-01  4.5476E-01  3.8527E-01  2.2215E-01  1.3741E-01  2.2607E-01  3.0201E-01  3.2242E-01
He4     2    4  1.4172E+00  1.3893E+00  1.3738E+00  1.3200E+00  1.3626E+00  1.0360E+00  1.2540E+00  1.2155E+00  1.8126E+00
Li6     3    6  1.6768E-04  2.5783E-04  4.9957E-04  7.2758E-04  9.5060E-04  1.1462E-03  3.8993E-04  4.9740E-04  6.4602E-04
Li7     3    7  1.7709E-02  2.8440E-02  1.0141E-02  5.6815E-03  4.4221E-02  1.9996E-02  4.7149E-01  2.8445E-01  9.5013E-04
Be9     4    9  3.8832E-04  5.8092E-04  1.1806E-03  1.7686E-03  2.2526E-03  2.8660E-03  8.5388E-04  1.0111E-03  1.3367E-03
B10     5   10  6.1007E-04  8.6153E-04  1.7043E-03  2.5402E-03  3.2304E-03  4.1311E-03  1.2953E-03  1.4611E-03  1.9219E-03
B11     5   11  5.8471E-02  5.2485E-02  4.4616E-02  3.9164E-02  2.8240E-02  2.4532E-02  1.9193E-02  1.7518E-02  2.8084E-02
C12     6   12  6.5254E+01  7.1725E+01  7.8339E+01  7.1691E+01  8.5808E+01  1.2455E+02  1.6101E+02  1.7285E+02  1.3229E+02
C13     6   13  5.1945E+00  9.4649E+00  8.4970E+00  3.1536E+00  1.9333E+00  5.6837E+00  5.2505E+00  4.5452E+00  1.0664E+00
N14     7   14  9.1463E+01  1.0475E+02  1.0901E+02  5.3049E+01  1.7937E+01  2.1631E+01  1.2431E+01  1.1570E+01  1.5593E+01
N15     7   15  1.8444E+02  8.5107E+02  1.8140E+03  6.1512E+02  2.2167E+00  3.7278E-01  1.5154E-01  1.5964E-01  2.1164E-01
O16     8   16  5.5084E+01  7.1741E+01  9.3066E+01  1.0526E+02  1.0706E+02  1.4631E+02  1.2511E+02  1.3755E+02  1.0095E+02
O17     8   17  1.7961E+01  3.9303E+01  5.0005E+01  2.9429E+01  2.1775E+00  2.0500E+00  5.4398E-01  4.6717E-01  3.3297E-01
O18     8   18  4.4317E+02  4.2439E+02  7.5050E+02  7.7118E+02  2.3439E-01  1.0107E-01  2.2162E-01  2.6033E-01  1.6993E-01
F19     9   19  3.7275E+01  1.2334E+02  4.8293E+02  4.4934E+02  1.8381E+02  2.8304E+01  1.4456E+00  1.0207E+00  1.1586E+00
Ne20   10   20  5.2859E+01  7.4565E+01  7.4677E+01  2.1659E+02  1.5629E+02  2.3970E+02  2.9273E+02  2.4300E+02  1.6089E+02
Ne21   10   21  8.4401E+01  1.0202E+02  1.1773E+02  1.3435E+02  2.3637E+02  1.9842E+02  1.1545E+02  7.8945E+01  4.0431E+01
Ne22   10   22  1.3744E+02  1.4633E+02  3.2249E+02  5.0768E+02  1.1567E+02  2.6524E+01  3.5714E+01  4.0345E+01  3.0645E+01
Na23   11   23  2.3646E+01  3.1560E+01  2.9868E+01  6.9847E+01  5.5610E+01  6.8910E+01  7.3397E+01  2.1231E+01  2.2127E+01
Mg24   12   24  1.3303E+01  2.6686E+01  3.3580E+01  5.5633E+01  3.7865E+01  8.1472E+01  8.9253E+01  1.1127E+02  1.1802E+02
Mg25   12   25  1.4094E+01  1.7425E+01  2.1178E+01  3.4327E+01  5.2433E+01  6.1968E+01  5.4657E+01  5.6245E+01  4.4761E+01
Mg26   12   26  1.2264E+01  1.5491E+01  1.9230E+01  3.6258E+01  4.9246E+01  4.9264E+01  3.8606E+01  3.5641E+01  2.5699E+01
Al27   13   27  1.7854E+01  3.9900E+01  5.1485E+01  9.0390E+01  6.3609E+01  6.9152E+01  6.9205E+01  6.6896E+01  5.6650E+01
Si28   14   28  1.2477E+02  1.2297E+02  1.3607E+02  9.2125E+01  1.0272E+02  1.3182E+02  1.0584E+02  1.2680E+02  9.4891E+01
Si29   14   29  8.5671E+00  1.3909E+01  2.1191E+01  2.5518E+01  2.1753E+01  2.2790E+01  2.1388E+01  2.6624E+01  2.4408E+01
Si30   14   30  9.3000E+00  3.1749E+01  4.7343E+01  4.9372E+01  4.2566E+01  3.7782E+01  3.9536E+01  5.7043E+01  6.6388E+01
P31    15   31  6.7355E+01  7.2950E+01  1.2779E+02  1.1502E+02  1.1593E+02  1.3010E+02  1.1193E+02  1.4463E+02  1.0858E+02
S32    16   32  2.6443E+02  2.1418E+02  1.7162E+02  1.0980E+02  1.3165E+02  1.6063E+02  1.1695E+02  1.3880E+02  1.0203E+02
S33    16   33  1.7340E+02  4.4499E+01  8.1211E+01  6.0653E+01  6.8702E+01  9.1070E+01  6.7833E+01  8.3780E+01  5.2113E+01
S34    16   34  3.2688E+01  1.6157E+01  7.3710E+01  5.3459E+01  6.3633E+01  7.1798E+01  5.3985E+01  8.0591E+01  4.8505E+01
S36    16   36  5.6342E+00  2.4921E+00  3.3126E+00  6.7226E+00  7.0988E+00  5.2578E+00  5.0300E+00  3.2294E+00  3.1445E+00
Cl35   17   35  9.5770E+01  1.2132E+01  2.8561E+01  2.1988E+01  2.6722E+01  3.3987E+01  2.6155E+01  2.8186E+01  1.8246E+01
Cl37   17   37  1.1694E+02  1.6134E+01  2.2587E+01  1.7941E+01  1.9494E+01  2.6811E+01  2.1066E+01  2.5155E+01  1.8569E+01
Ar36   18   36  3.8167E+02  2.9258E+02  1.9008E+02  1.2388E+02  1.4683E+02  1.7306E+02  1.2212E+02  1.5037E+02  1.1127E+02
Ar38   18   38  9.5695E+01  3.7337E+00  4.2253E+01  2.8827E+01  3.4643E+01  4.0084E+01  3.3346E+01  4.6864E+01  3.4857E+01
Ar40   18   40  6.9180E+00  9.3309E+00  1.0530E+01  9.6941E+00  3.4402E+01  3.0288E+01  8.6393E+00  4.2751E+00  4.0739E+00
K39    19   39  4.3218E+02  1.4884E+01  3.6214E+01  2.5296E+01  2.9398E+01  3.7317E+01  3.1051E+01  3.9516E+01  3.1919E+01
K40    19   40  6.0166E+02  9.1888E+01  1.0545E+02  1.4245E+02  1.1326E+02  1.7825E+02  1.7598E+02  2.0890E+02  1.4737E+02
