 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
  Nb   41    0  2.6907E+00  5.4314E+00  9.2134E+00  2.1219E+01  7.2159E+01  7.0345E+02  1.2186E+00  8.2030E+01  3.0631E+03  9.1319E-01  1.5050E+02  5.0557E+03  5.0126E-09  1.0038E-08  1.6865E-08  3.9056E-09  1.2955E-08  1.2586E-07  2.2550E-11  1.3866E-09  5.4038E-08  1.6852E-12  2.6786E-10  9.0687E-09  2.6908E+00  2.1222E+01  1.2226E+00  9.2086E-01  5.0128E-09  3.9061E-09  2.2623E-11  1.6993E-12  1.9745E-09  1.9743E-10  1.9743E-11  1.9743E-12
  Mo   42    0  1.9215E+00  3.0078E+00  4.6559E+00  1.0218E+01  3.2777E+01  1.0443E+03  1.3491E+00  4.5689E+01  4.5339E+03  1.1982E+00  8.8594E+01  7.3218E+03  8.7301E-09  1.3557E-08  2.0785E-08  4.5866E-09  1.4350E-08  4.5566E-07  6.0882E-11  1.8835E-09  1.9506E-07  5.3923E-12  3.8453E-10  3.2029E-08  1.9215E+00  1.0219E+01  1.3513E+00  1.2027E+00  8.7303E-09  4.5872E-09  6.0979E-11  5.4125E-12  4.8155E-09  4.8148E-10  4.8148E-11  4.8148E-12
  Xe   54    0  1.2734E+00  1.6910E+00  2.3788E+00  5.2103E+00  1.7920E+01  4.5660E+02  9.6775E-01  2.4845E+01  2.2631E+03  9.2694E-01  5.0573E+01  3.7206E+03  7.3959E-09  9.7431E-09  1.3574E-08  2.9897E-09  1.0030E-08  2.5468E-07  5.5827E-11  1.3093E-09  1.2446E-07  5.3327E-12  2.8060E-10  2.0806E-08  1.2734E+00  5.2110E+00  9.6891E-01  9.2949E-01  7.3961E-09  2.9901E-09  5.5894E-11  5.3473E-12  6.1557E-09  6.1549E-10  6.1549E-11  6.1549E-12
  Cs   55    0  1.1703E+00  1.4740E+00  2.1404E+00  3.5974E+00  1.3783E+01  3.9230E+02  8.9521E-01  1.8827E+01  1.9467E+03  8.4306E-01  3.5788E+01  3.0411E+03  1.2997E-09  1.6240E-09  2.3357E-09  3.9475E-10  1.4751E-09  4.1845E-08  9.8756E-12  1.8973E-10  2.0474E-08  9.2749E-13  3.7972E-11  3.2520E-09  1.1703E+00  3.5980E+00  8.9609E-01  8.4485E-01  1.2997E-09  3.9481E-10  9.8851E-12  9.2946E-13  1.1771E-09  1.1770E-10  1.1770E-11  1.1770E-12
  Ba   56    0  1.5846E+00  2.1550E+00  2.8987E+00  4.8954E+00  1.4626E+01  1.7666E+03  1.2866E+00  3.2982E+01  6.4780E+03  1.0919E+00  5.8635E+01  1.1872E+04  2.2847E-08  3.0826E-08  4.1065E-08  6.9737E-09  2.0322E-08  2.4463E-06  1.8426E-10  4.3149E-09  8.8447E-07  1.5594E-11  8.0766E-10  1.6481E-07  1.5846E+00  4.8959E+00  1.2882E+00  1.0948E+00  2.2848E-08  6.9744E-09  1.8448E-10  1.5636E-11  1.5282E-08  1.5280E-09  1.5280E-10  1.5280E-11
  La   57    0  1.5473E+00  1.8937E+00  2.3602E+00  3.0276E+00  7.7783E+00  1.9669E+03  1.2322E+00  1.9940E+01  6.7119E+03  1.0136E+00  3.3817E+01  1.1849E+04  1.8806E-09  2.2834E-09  2.8186E-09  3.6357E-10  9.1107E-10  2.2960E-07  1.4876E-11  2.1991E-10  7.7253E-08  1.2204E-12  3.9267E-11  1.3867E-08  1.5473E+00  3.0278E+00  1.2331E+00  1.0153E+00  1.8806E-09  3.6360E-10  1.4887E-11  1.2224E-12  1.2882E-09  1.2881E-10  1.2881E-11  1.2881E-12
  Ce   58    0  1.2724E+00  1.4578E+00  1.6511E+00  1.9960E+00  4.4020E+00  1.5034E+03  1.1061E+00  9.7394E+00  5.1715E+03  9.7920E-01  2.3624E+01  8.5256E+03  4.1607E-09  4.7293E-09  5.3047E-09  6.4485E-10  1.3872E-09  4.7215E-07  3.5926E-11  2.8897E-10  1.6014E-07  3.1717E-12  7.3801E-11  2.6843E-08  1.2724E+00  1.9961E+00  1.1065E+00  9.8036E-01  4.1607E-09  6.4488E-10  3.5939E-11  3.1755E-12  3.4658E-09  3.4654E-10  3.4654E-11  3.4654E-12
  Pr   59    0  1.4122E+00  1.6228E+00  1.8556E+00  1.9050E+00  7.4266E+00  1.4915E+03  1.1663E+00  1.1023E+01  7.8523E+03  1.0277E+00  8.0019E+01  9.8838E+03  7.2583E-10  8.2746E-10  9.3709E-10  9.6733E-11  3.6783E-10  7.3623E-08  5.9538E-12  5.1405E-11  3.8217E-08  5.2321E-13  3.9290E-11  4.8912E-09  1.4122E+00  1.9052E+00  1.1667E+00  1.0317E+00  7.2583E-10  9.6748E-11  5.9562E-12  5.2527E-13  5.4475E-10  5.4468E-11  5.4468E-12  5.4468E-13
  Nd   60    0  1.1991E+00  1.3277E+00  1.4107E+00  1.8288E+00  2.9524E+00  1.3202E+03  1.1189E+00  5.3539E+00  4.5678E+03  1.0054E+00  1.8067E+01  7.0277E+03  1.9665E-09  2.1600E-09  2.2730E-09  2.9631E-10  4.6657E-10  2.0793E-07  1.8225E-11  7.9665E-11  7.0933E-08  1.6331E-12  2.8305E-11  1.1097E-08  1.1991E+00  1.8289E+00  1.1191E+00  1.0062E+00  1.9665E-09  2.9631E-10  1.8228E-11  1.6346E-12  1.7381E-09  1.7379E-10  1.7379E-11  1.7379E-12
  Hg   80    0  1.1311E+00  1.2399E+00  1.2979E+00  1.4813E+00  2.3188E+00  1.3312E+03  1.0176E+00  4.2203E+00  3.8438E+03  9.8398E-01  1.4798E+01  6.2299E+03  8.6378E-10  9.3932E-10  9.7386E-10  1.1176E-10  1.7064E-10  9.7629E-08  7.7184E-12  2.9243E-11  2.7796E-08  7.4432E-13  1.0795E-11  4.5807E-09  1.1311E+00  1.4813E+00  1.0177E+00  9.8468E-01  8.6379E-10  1.1176E-10  7.7195E-12  7.4485E-13  8.0938E-10  8.0928E-11  8.0928E-12  8.0928E-13
  Tl   81    0  1.1276E+00  1.1784E+00  1.2254E+00  1.3944E+00  2.0005E+00  9.9153E+02  1.0069E+00  3.2188E+00  3.3731E+03  9.5502E-01  1.0695E+01  4.8369E+03  1.2717E-09  1.3185E-09  1.3579E-09  1.5537E-10  2.1742E-10  1.0740E-07  1.1280E-11  3.2938E-11  3.6024E-08  1.0669E-12  1.1523E-11  5.2524E-09  1.1276E+00  1.3944E+00  1.0070E+00  9.5552E-01  1.2717E-09  1.5538E-10  1.1281E-11  1.0675E-12  1.1953E-09  1.1952E-10  1.1952E-11  1.1952E-12
  Pb   82    0  1.2059E+00  1.3032E+00  1.3443E+00  1.4564E+00  2.0233E+00  9.7287E+02  1.0993E+00  2.4473E+00  5.6103E+03  1.0039E+00  9.5801E+00  3.6672E+03  9.7660E-09  1.0470E-08  1.0697E-08  1.1653E-09  1.5790E-09  7.5667E-07  8.8429E-11  1.7983E-10  4.3025E-07  8.0532E-12  7.4119E-11  2.8595E-08  1.2059E+00  1.4564E+00  1.0994E+00  1.0043E+00  9.7661E-09  1.1653E-09  8.8434E-11  8.0567E-12  8.5836E-09  8.5824E-10  8.5824E-11  8.5824E-12
  Bi   83    0  9.5765E-01  9.2572E-01  9.3956E-01  9.6653E-01  9.8290E-01  9.8731E+01  9.3170E-01  9.6160E-01  1.6883E+03  9.2532E-01  2.1733E+00  3.5366E+02  6.2098E-10  5.9551E-10  5.9861E-10  6.1919E-11  6.1418E-11  6.1484E-09  6.0007E-12  5.6576E-12  1.0367E-08  5.9433E-13  1.3463E-12  2.2080E-10  9.5765E-01  9.6653E-01  9.3170E-01  9.2538E-01  6.2098E-10  6.1919E-11  6.0007E-12  5.9437E-13  6.8727E-10  6.8717E-11  6.8717E-12  6.8717E-13
