Isotope      A            Z            YIELD 
H            1            1            1.56440E+00  
He4          4            2            5.95830E-01  
C12          12           6            1.18400E-02  
C13          13           6            4.68600E-05  
C14          14           6            4.67340E-08  
N14          14           7            6.45860E-05  
N15          15           7            2.37660E-08  
O16          16           8            6.06700E-04  
O17          17           8            3.06110E-06  
O18          18           8            1.27610E-07  
F18          18           9            0.00000E+00  
F19          19           9            9.79170E-08  
Ne20         20           10           5.70770E-05  
Ne21         21           10           5.67030E-07  
Ne22         22           10           3.24310E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           6.59780E-06  
Na24         24           11           0.00000E+00  
Mg24         24           12           2.91130E-05  
Mg25         25           12           2.33350E-05  
Mg26         26           12           3.80880E-05  
Al26         26           13           4.05800E-09  
Al27         27           13           2.37030E-06  
Si28         28           14           3.87950E-05  
Si29         29           14           1.19760E-06  
Si30         30           14           1.41070E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           1.24400E-11  
P31          31           15           5.62140E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           1.85090E-05  
S33          33           16           5.51630E-08  
S34          34           16           3.90000E-07  
S35          35           16           0.00000E+00  
S36          36           16           1.01400E-08  
Cl35         35           17           6.18660E-08  
Cl36         36           17           1.42840E-10  
Cl37         37           17           2.55630E-08  
Ar36         36           18           4.19760E-06  
Ar37         37           18           0.00000E+00  
Ar38         38           18           2.80540E-07  
Ar39         39           18           1.31040E-11  
Ar40         40           18           9.97810E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           6.26950E-08  
K40          40           19           1.28000E-10  
K41          41           19           5.80530E-09  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           3.15410E-06  
Ca41         41           20           9.61400E-11  
Ca42         42           20           9.31180E-09  
Ca43         43           20           2.16370E-09  
Ca44         44           20           2.70710E-08  
Ca45         45           20           0.00000E+00  
Ca46         46           20           2.60360E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           2.49050E-09  
Sc45         45           21           1.70920E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           4.48910E-09  
Ti47         47           22           4.03930E-09  
Ti48         48           22           3.67860E-08  
Ti49         49           22           3.56450E-09  
Ti50         50           22           5.87760E-09  
V50          50           23           1.52870E-11  
V51          51           23           6.46730E-09  
Cr50         50           24           1.21590E-08  
Cr51         51           24           0.00000E+00  
Cr52         52           24           2.45790E-07  
Cr53         53           24           2.84420E-08  
Cr54         54           24           9.75060E-09  
Mn55         55           25           2.13760E-07  
Mn56         56           25           0.00000E+00  
Fe54         54           26           1.16740E-06  
Fe55         55           26           0.00000E+00  
Fe56         56           26           1.90520E-05  
Fe57         57           26           4.62200E-07  
Fe58         58           26           1.26270E-07  
Fe59         59           26           0.00000E+00  
Fe60         60           26           9.20560E-08  
Co59         59           27           8.51880E-08  
Co60         60           27           1.86930E-13  
Ni58         58           28           8.02490E-07  
Ni59         59           28           2.53910E-11  
Ni60         60           28           3.38380E-07  
Ni61         61           28           2.82160E-08  
Ni62         62           28           8.43580E-08  
Ni63         63           28           1.07180E-11  
Ni64         64           28           6.87680E-08  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           3.47790E-08  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.81070E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           1.68480E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           1.98860E-08  
Zn67         67           30           3.71730E-09  
Zn68         68           30           2.14300E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           6.50020E-10  
Ga69         69           31           2.71510E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.94440E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           3.87550E-09  
Ge71         71           32           0.00000E+00  
Ge72         72           32           4.42820E-09  
Ge73         73           32           1.31260E-09  
Ge74         74           32           7.64260E-09  
Ge75         75           32           0.00000E+00  
Ge76         76           32           8.84500E-10  
Ge77         77           32           0.00000E+00  
As75         75           33           8.38980E-10  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           1.63530E-09  
Se77         77           34           7.67130E-10  
Se78         78           34           4.40460E-09  
Se79         79           34           6.21690E-10  
Se80         80           34           5.95590E-09  
Se81         81           34           0.00000E+00  
Se82         82           34           1.23700E-09  
Br79         79           35           4.07140E-10  
Br80         80           35           0.00000E+00  
Br81         81           35           1.04360E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           9.83780E-11  
Kr81         81           36           1.32090E-11  
Kr82         82           36           2.20390E-09  
Kr83         83           36           9.82150E-10  
Kr84         84           36           6.28110E-09  
