Isotope      A            Z            YIELD 
H            1            1            1.28970E+00  
He4          4            2            4.85650E-01  
C12          12           6            1.23000E-02  
C13          13           6            7.78040E-06  
C14          14           6            1.29190E-09  
N14          14           7            2.73850E-04  
N15          15           7            1.35310E-07  
O16          16           8            1.02410E-03  
O17          17           8            1.11830E-05  
O18          18           8            1.02750E-06  
F18          18           9            0.00000E+00  
F19          19           9            1.10510E-06  
Ne20         20           10           1.39620E-04  
Ne21         21           10           6.10810E-07  
Ne22         22           10           5.79490E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           1.20300E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           7.38080E-05  
Mg25         25           12           2.29030E-05  
Mg26         26           12           3.00560E-05  
Al26         26           13           3.05310E-08  
Al27         27           13           1.13230E-05  
Si28         28           14           9.13540E-05  
Si29         29           14           4.92200E-06  
Si30         30           14           3.64310E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           4.58730E-13  
P31          31           15           1.03770E-06  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           4.71160E-05  
S33          33           16           4.03300E-07  
S34          34           16           2.37130E-06  
S35          35           16           0.00000E+00  
S36          36           16           1.85740E-08  
Cl35         35           17           4.80460E-07  
Cl36         36           17           3.39740E-10  
Cl37         37           17           1.83220E-07  
Ar36         36           18           1.07220E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           2.13340E-06  
Ar39         39           18           2.24490E-11  
Ar40         40           18           1.01940E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           4.58500E-07  
K40          40           19           1.82020E-09  
K41          41           19           4.05930E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           8.05820E-06  
Ca41         41           20           6.81820E-10  
Ca42         42           20           6.35560E-08  
Ca43         43           20           1.38910E-08  
Ca44         44           20           1.95800E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.64820E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           1.88240E-08  
Sc45         45           21           7.04600E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           3.20750E-08  
Ti47         47           22           2.90100E-08  
Ti48         48           22           2.89990E-07  
Ti49         49           22           2.58120E-08  
Ti50         50           22           3.29200E-08  
V50          50           23           1.22210E-10  
V51          51           23           5.09050E-08  
Cr50         50           24           9.71950E-08  
Cr51         51           24           0.00000E+00  
Cr52         52           24           1.98250E-06  
Cr53         53           24           2.29970E-07  
Cr54         54           24           7.91010E-08  
Mn55         55           25           1.73940E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           9.36120E-06  
Fe55         55           26           2.73600E-13  
Fe56         56           26           1.53910E-04  
Fe57         57           26           4.14700E-06  
Fe58         58           26           1.60490E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.40780E-07  
Co59         59           27           7.49100E-07  
Co60         60           27           4.94610E-13  
Ni58         58           28           6.42480E-06  
Ni59         59           28           2.07890E-09  
Ni60         60           28           2.71920E-06  
Ni61         61           28           1.83710E-07  
Ni62         62           28           4.77380E-07  
Ni63         63           28           3.18000E-11  
Ni64         64           28           1.91210E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           1.57150E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           5.33950E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           1.34860E-07  
Zn65         65           30           0.00000E+00  
Zn66         66           30           9.65530E-08  
Zn67         67           30           1.57020E-08  
Zn68         68           30           7.57060E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           2.17150E-09  
Ga69         69           31           8.04520E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           5.53260E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           1.02470E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           1.22820E-08  
Ge73         73           32           3.52530E-09  
Ge74         74           32           1.63010E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           2.56620E-09  
Ge77         77           32           0.00000E+00  
As75         75           33           2.03400E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           3.36740E-09  
Se77         77           34           2.04240E-09  
Se78         78           34           6.77840E-09  
Se79         79           34           6.59230E-10  
Se80         80           34           1.46180E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           1.81420E-09  
Br79         79           35           1.88640E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           2.28590E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           4.07950E-10  
Kr81         81           36           8.78110E-12  
Kr82         82           36           4.07270E-09  
Kr83         83           36           2.61660E-09  
Kr84         84           36           1.52250E-08  
Kr85         85           36           0.00000E+00  
Kr86         86           36           8.85440E-09  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           3.47630E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           3.88280E-09  
Rb88         88           37           0.00000E+00  
Sr86         86           38           1.86640E-09  
Sr87         87           38           1.16370E-09  
Sr88         88           38           3.54970E-08  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           1.00300E-08  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           8.86990E-09  
Zr91         91           40           2.92340E-09  
Zr92         92           40           5.25920E-09  
Zr93         93           40           1.43430E-09  
Zr94         94           40           6.51480E-09  
Zr95         95           40           0.00000E+00  
Zr96         96           40           3.76160E-09  
Zr97         97           40           0.00000E+00  
Nb93         93           41           3.93480E-10  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           1.30390E-10  
Mo93         93           42           0.00000E+00  
Mo94         94           42           8.43050E-11  
Mo95         95           42           8.80010E-10  
Mo96         96           42           1.23970E-09  
Mo97         97           42           5.28520E-10  
Mo98         98           42           1.43160E-09  
Mo99         99           42           0.00000E+00  
Mo00         100          42           2.40140E-10  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           8.55670E-11  
Ru96         96           44           3.27520E-11  
Ru97         97           44           0.00000E+00  
Ru98         98           44           1.12960E-11  
Ru99         99           44           1.55200E-10  
Ru00         100          44           5.79210E-10  
Ru01         101          44           2.27550E-10  
Ru02         102          44           7.98340E-10  
Ru03         103          44           0.00000E+00  
Ru04         104          44           2.40000E-10  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           2.54770E-10  
Rh05         105          45           0.00000E+00  
Pd04         104          46           4.15020E-10  
Pd05         105          46           2.24370E-10  
Pd06         106          46           6.44490E-10  
Pd07         107          46           9.61610E-11  
Pd08         108          46           7.79580E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           2.06760E-10  
Ag07         107          47           9.45110E-11  
Ag09         109          47           2.50160E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           5.25660E-12  
Cd09         109          48           0.00000E+00  
Cd10         110          48           5.65080E-10  
Cd11         111          48           2.67760E-10  
Cd12         112          48           8.78540E-10  
Cd13         113          48           2.88130E-10  
Cd14         114          48           1.25440E-09  
Cd15         115          48           0.00000E+00  
Cd16         116          48           4.86380E-10  
In13         113          49           2.98170E-12  
In15         115          49           2.89580E-10  
Sn14         114          50           9.45310E-12  
Sn15         115          50           4.90670E-12  
Sn16         116          50           1.50770E-09  
Sn17         117          50           5.95220E-10  
Sn18         118          50           2.78150E-09  
Sn19         119          50           8.46610E-10  
Sn20         120          50           4.74130E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           1.69330E-09  
Sn23         123          50           0.00000E+00  
Sn24         124          50           3.37720E-10  
Sb21         121          51           4.13160E-10  
Sb22         122          51           0.00000E+00  
Sb23         123          51           2.65010E-10  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           5.22180E-10  
Te23         123          52           1.73160E-10  
Te24         124          52           1.20660E-09  
Te25         125          52           5.17390E-10  
Te26         126          52           2.25640E-09  
Te27         127          52           0.00000E+00  
Te28         128          52           1.06480E-09  
Te30         130          52           7.20820E-10  
I127         127          53           6.79580E-10  
I128         128          53           0.00000E+00  
I129         129          53           1.15520E-11  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           6.10080E-10  
Xe29         129          54           8.86500E-10  
Xe30         130          54           1.26250E-09  
Xe31         131          54           8.48540E-10  
Xe32         132          54           3.00050E-09  
Xe33         133          54           0.00000E+00  
Xe34         134          54           1.82050E-09  
Xe35         135          54           0.00000E+00  
Xe36         136          54           3.43600E-10  
Cs33         133          55           5.10950E-10  
Cs34         134          55           0.00000E+00  
Cs35         135          55           4.43160E-10  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           7.08040E-10  
Ba35         135          56           3.50810E-10  
Ba36         136          56           2.43060E-09  
Ba37         137          56           3.64930E-09  
Ba38         138          56           4.03300E-08  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           5.12610E-09  
La40         140          57           0.00000E+00  
Ce40         140          58           1.46090E-08  
Ce41         141          58           0.00000E+00  
Ce42         142          58           2.70930E-09  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           1.85660E-09  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           2.96860E-09  
Nd43         143          60           8.16700E-10  
Nd44         144          60           2.77120E-09  
Nd45         145          60           5.27030E-10  
Nd46         146          60           2.32230E-09  
Nd47         147          60           0.00000E+00  
Nd48         148          60           5.43920E-10  
Nd49         149          60           0.00000E+00  
Nd50         150          60           6.33580E-11  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           3.85530E-12  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           2.82500E-10  
Sm48         148          62           5.18960E-10  
Sm49         149          62           1.34230E-10  
Sm50         150          62           4.95030E-10  
Sm51         151          62           0.00000E+00  
Sm52         152          62           4.67110E-10  
Sm53         153          62           0.00000E+00  
Sm54         154          62           2.87000E-10  
Eu51         151          63           9.38370E-11  
Eu52         152          63           0.00000E+00  
Eu53         153          63           1.07380E-10  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           5.90340E-12  
Gd53         153          64           0.00000E+00  
Gd54         154          64           1.23480E-10  
Gd55         155          64           1.48160E-10  
Gd56         156          64           4.14690E-10  
Gd57         157          64           2.03390E-10  
Gd58         158          64           7.30270E-10  
Gd59         159          64           0.00000E+00  
Gd60         160          64           2.59180E-10  
Tb59         159          65           1.87740E-10  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           2.21740E-10  
Dy61         161          66           1.64100E-10  
Dy62         162          66           5.63800E-10  
Dy63         163          66           2.10940E-10  
Dy64         164          66           8.30150E-10  
Dy65         165          66           0.00000E+00  
Dy66         166          66           0.00000E+00  
Ho63         163          67           1.10480E-12  
Ho64         164          67           0.00000E+00  
Ho65         165          67           2.59120E-10  
Ho66         166          67           0.00000E+00  
Er64         164          68           9.80780E-11  
Er65         165          68           0.00000E+00  
Er66         166          68           3.51540E-10  
Er67         167          68           1.76940E-10  
Er68         168          68           6.11690E-10  
Er69         169          68           0.00000E+00  
Er70         170          68           3.70130E-10  
Er71         171          68           0.00000E+00  
Er72         172          68           0.00000E+00  
Tm69         169          69           1.77680E-10  
Tm70         170          69           0.00000E+00  
Tm71         171          69           0.00000E+00  
Tm72         172          69           0.00000E+00  
Tm73         173          69           0.00000E+00  
Yb70         170          70           1.75610E-10  
Yb71         171          70           2.87110E-10  
Yb72         172          70           6.68710E-10  
Yb73         173          70           3.22730E-10  
Yb74         174          70           1.43860E-09  
Yb75         175          70           0.00000E+00  
Yb76         176          70           4.63360E-10  
Yb77         177          70           0.00000E+00  
Lu75         175          71           2.17510E-10  
Lu76         176          71           3.48820E-11  
Lu77         177          71           0.00000E+00  
Hf76         176          72           2.43520E-10  
Hf77         177          72           1.98840E-10  
Hf78         178          72           8.28150E-10  
Hf79         179          72           2.86960E-10  
Hf80         180          72           1.46540E-09  
Hf81         181          72           0.00000E+00  
Hf82         182          72           2.93000E-10  
Hf83         183          72           0.00000E+00  
Hf84         184          72           0.00000E+00  
Ta79         179          73           0.00000E+00  
Ta80         180          73           0.00000E+00  
Ta81         181          73           3.19050E-10  
Ta82         182          73           0.00000E+00  
Ta83         183          73           0.00000E+00  
Ta84         184          73           0.00000E+00  
W180         180          74           0.00000E+00  
W181         181          74           0.00000E+00  
W182         182          74           4.93070E-10  
W183         183          74           3.87980E-10  
W184         184          74           9.75670E-10  
W185         185          74           0.00000E+00  
W186         186          74           7.20920E-10  
W187         187          74           0.00000E+00  
W188         188          74           0.00000E+00  
Re85         185          75           2.00930E-10  
Re86         186          75           0.00000E+00  
Re87         187          75           1.60750E-10  
Re88         188          75           0.00000E+00  
Re89         189          75           0.00000E+00  
Os86         186          76           3.00110E-10  
Os87         187          76           8.95730E-11  
Os88         188          76           6.76990E-10  
Os89         189          76           2.44870E-10  
Os90         190          76           9.94670E-10  
Os91         191          76           0.00000E+00  
Os92         192          76           4.55220E-10  
Os93         193          76           0.00000E+00  
Os94         194          76           0.00000E+00  
Ir91         191          77           3.48810E-10  
Ir92         192          77           0.00000E+00  
Ir93         193          77           5.14340E-10  
Ir94         194          77           0.00000E+00  
Ir95         195          77           0.00000E+00  
Pt92         192          78           2.45630E-10  
Pt93         193          78           0.00000E+00  
Pt94         194          78           1.52890E-09  
Pt95         195          78           7.43820E-10  
Pt96         196          78           1.72990E-09  
Pt97         197          78           0.00000E+00  
Pt98         198          78           3.95510E-10  
Au97         197          79           5.41040E-10  
Au98         198          79           0.00000E+00  
Au99         199          79           0.00000E+00  
Hg98         198          80           1.06890E-09  
Hg99         199          80           5.97160E-10  
Hg00         200          80           1.86210E-09  
Hg01         201          80           8.11720E-10  
Hg02         202          80           2.95270E-09  
Hg03         203          80           0.00000E+00  
Hg04         204          80           4.12580E-10  
Tl03         203          81           1.59120E-09  
Tl04         204          81           0.00000E+00  
Tl05         205          81           3.32420E-09  
Pb04         204          82           1.67200E-09  
Pb05         205          82           1.19390E-10  
Pb06         206          82           2.04720E-08  
Pb07         207          82           3.40140E-08  
Pb08         208          82           5.84430E-07  
Pb09         209          82           0.00000E+00  
Pb10         210          82           0.00000E+00  
Bi09         209          83           1.50270E-08  
Bi10         210          83           0.00000E+00  
Po10         210          84           0.00000E+00  
