Isotope      A            Z            YIELD 
H            1            1            5.86490E-01  
He4          4            2            2.38060E-01  
C12          12           6            6.32050E-03  
C13          13           6            1.84750E-06  
C14          14           6            2.77500E-09  
N14          14           7            4.92640E-05  
N15          15           7            3.41560E-08  
O16          16           8            5.34280E-04  
O17          17           8            1.87930E-06  
O18          18           8            1.73440E-07  
F18          18           9            0.00000E+00  
F19          19           9            1.16520E-06  
Ne20         20           10           6.21630E-05  
Ne21         21           10           1.45120E-07  
Ne22         22           10           3.90800E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           3.99700E-06  
Na24         24           11           0.00000E+00  
Mg24         24           12           3.75570E-05  
Mg25         25           12           3.68820E-06  
Mg26         26           12           3.13290E-06  
Al26         26           13           2.21320E-08  
Al27         27           13           1.52260E-06  
Si28         28           14           3.97920E-05  
Si29         29           14           7.01720E-07  
Si30         30           14           5.23960E-07  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           1.71010E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           2.07860E-05  
S33          33           16           6.60010E-08  
S34          34           16           3.50580E-07  
S35          35           16           0.00000E+00  
S36          36           16           2.77080E-09  
Cl35         35           17           6.70710E-08  
Cl36         36           17           4.35170E-11  
Cl37         37           17           4.10160E-08  
Ar36         36           18           4.73120E-06  
Ar37         37           18           0.00000E+00  
Ar38         38           18           3.12500E-07  
Ar39         39           18           1.99790E-11  
Ar40         40           18           2.68630E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           6.67380E-08  
K40          40           19           6.65370E-10  
K41          41           19           7.63500E-09  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           3.55710E-06  
Ca41         41           20           2.25280E-10  
Ca42         42           20           1.06880E-08  
Ca43         43           20           2.28900E-09  
Ca44         44           20           2.93750E-08  
Ca45         45           20           0.00000E+00  
Ca46         46           20           1.62420E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           2.62320E-09  
Sc45         45           21           1.17330E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           5.13760E-09  
Ti47         47           22           4.26300E-09  
Ti48         48           22           4.08950E-08  
Ti49         49           22           4.12430E-09  
Ti50         50           22           7.61000E-09  
V50          50           23           1.70470E-11  
V51          51           23           7.25280E-09  
Cr50         50           24           1.35570E-08  
Cr51         51           24           0.00000E+00  
Cr52         52           24           2.77370E-07  
Cr53         53           24           3.20710E-08  
Cr54         54           24           1.05650E-08  
Mn55         55           25           2.45340E-07  
