Isotope      A            Z            YIELD 
H            1            1            2.73720E+00  
He4          4            2            1.30540E+00  
C12          12           6            7.04220E-03  
C13          13           6            5.06070E-05  
C14          14           6            4.89530E-10  
N14          14           7            8.27170E-04  
N15          15           7            2.88200E-07  
O16          16           8            1.75000E-03  
O17          17           8            1.57210E-05  
O18          18           8            2.17500E-06  
F18          18           9            0.00000E+00  
F19          19           9            1.55510E-07  
Ne20         20           10           3.02150E-04  
Ne21         21           10           1.02620E-06  
Ne22         22           10           7.45320E-05  
Na22         22           11           0.00000E+00  
Na23         23           11           3.31570E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           1.56510E-04  
Mg25         25           12           2.69400E-05  
Mg26         26           12           4.40140E-05  
Al26         26           13           1.61210E-08  
Al27         27           13           1.94810E-05  
Si28         28           14           2.07030E-04  
Si29         29           14           1.11680E-05  
Si30         30           14           8.03820E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           4.90980E-12  
P31          31           15           2.09480E-06  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           1.07090E-04  
S33          33           16           8.77570E-07  
S34          34           16           5.15630E-06  
S35          35           16           0.00000E+00  
S36          36           16           2.86490E-08  
Cl35         35           17           1.09740E-06  
Cl36         36           17           4.26930E-10  
Cl37         37           17           3.87460E-07  
Ar36         36           18           2.45220E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           4.75230E-06  
Ar39         39           18           4.94430E-11  
Ar40         40           18           1.84690E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           1.02810E-06  
K40          40           19           1.86290E-09  
K41          41           19           8.11060E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           1.83960E-05  
Ca41         41           20           1.17230E-09  
Ca42         42           20           1.32840E-07  
Ca43         43           20           2.86610E-08  
Ca44         44           20           4.40040E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           3.45170E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           4.27610E-08  
Sc45         45           21           1.35240E-08  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           7.23250E-08  
Ti47         47           22           6.63150E-08  
Ti48         48           22           6.67700E-07  
Ti49         49           22           5.17660E-08  
Ti50         50           22           5.33150E-08  
V50          50           23           2.82390E-10  
V51          51           23           1.15930E-07  
Cr50         50           24           2.24590E-07  
Cr51         51           24           0.00000E+00  
Cr52         52           24           4.52180E-06  
Cr53         53           24           5.21730E-07  
Cr54         54           24           1.44430E-07  
Mn55         55           25           3.96540E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           2.15820E-05  
Fe55         55           26           0.00000E+00  
Fe56         56           26           3.52070E-04  
Fe57         57           26           8.43550E-06  
Fe58         58           26           1.61450E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           2.79210E-07  
Co59         59           27           1.22000E-06  
Co60         60           27           6.43860E-13  
Ni58         58           28           1.48440E-05  
Ni59         59           28           3.41450E-09  
Ni60         60           28           6.01060E-06  
Ni61         61           28           3.27920E-07  
Ni62         62           28           9.56430E-07  
Ni63         63           28           1.04080E-10  
Ni64         64           28           4.03010E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           2.75730E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.17540E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           3.08940E-07  
Zn65         65           30           0.00000E+00  
Zn66         66           30           2.16330E-07  
Zn67         67           30           3.48330E-08  
Zn68         68           30           1.72850E-07  
Zn69         69           30           0.00000E+00  
Zn70         70           30           5.03630E-09  
Ga69         69           31           1.83860E-08  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.20770E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           2.36400E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           2.92280E-08  
Ge73         73           32           8.39890E-09  
Ge74         74           32           3.83920E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           5.87120E-09  
Ge77         77           32           0.00000E+00  
As75         75           33           4.76560E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           7.99060E-09  
Se77         77           34           4.77640E-09  
Se78         78           34           1.58910E-08  
Se79         79           34           1.97000E-09  
Se80         80           34           3.43540E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           4.76570E-09  
Br79         79           35           3.97250E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           5.34920E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           1.01730E-09  
Kr81         81           36           5.44270E-11  
Kr82         82           36           9.63180E-09  
Kr83         83           36           6.12030E-09  
Kr84         84           36           3.37790E-08  
Kr85         85           36           1.76460E-13  
Kr86         86           36           2.49110E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           7.71490E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           1.05400E-08  
Rb88         88           37           0.00000E+00  
Sr86         86           38           3.38310E-09  
Sr87         87           38           1.89950E-09  
Sr88         88           38           2.93430E-08  
Sr89         89           38           0.00000E+00  
Sr90         90           38           6.44260E-13  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           7.22390E-09  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           6.94320E-09  
Zr91         91           40           1.84160E-09  
Zr92         92           40           2.96960E-09  
Zr93         93           40           5.13630E-10  
Zr94         94           40           3.23680E-09  
Zr95         95           40           0.00000E+00  
Zr96         96           40           2.34000E-09  
Zr97         97           40           0.00000E+00  
Nb93         93           41           5.57900E-10  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           3.01520E-10  
Mo93         93           42           0.00000E+00  
Mo94         94           42           1.96470E-10  
Mo95         95           42           5.67420E-10  
Mo96         96           42           6.56610E-10  
Mo97         97           42           3.70070E-10  
Mo98         98           42           1.00120E-09  
Mo99         99           42           0.00000E+00  
Mo00         100          42           2.64310E-10  
Tc97         97           43           2.75780E-13  
Tc98         98           43           0.00000E+00  
Tc99         99           43           6.02200E-11  
Ru96         96           44           7.56770E-11  
Ru97         97           44           0.00000E+00  
Ru98         98           44           2.61700E-11  
Ru99         99           44           1.86760E-10  
Ru00         100          44           3.79990E-10  
Ru01         101          44           2.90170E-10  
Ru02         102          44           6.89460E-10  
Ru03         103          44           0.00000E+00  
Ru04         104          44           3.19640E-10  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           3.40610E-10  
Rh05         105          45           0.00000E+00  
Pd04         104          46           2.62800E-10  
Pd05         105          46           3.03690E-10  
Pd06         106          46           5.00770E-10  
Pd07         107          46           3.32980E-11  
Pd08         108          46           5.21330E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           1.80640E-10  
Ag07         107          47           2.10750E-10  
Ag09         109          47           2.48950E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           1.46900E-11  
Cd09         109          48           0.00000E+00  
Cd10         110          48           3.14610E-10  
Cd11         111          48           2.29190E-10  
Cd12         112          48           5.35350E-10  
Cd13         113          48           2.27870E-10  
Cd14         114          48           6.78990E-10  
Cd15         115          48           0.00000E+00  
Cd16         116          48           2.03990E-10  
In13         113          49           6.81070E-12  
In15         115          49           2.12470E-10  
Sn14         114          50           2.19620E-11  
Sn15         115          50           1.13840E-11  
Sn16         116          50           7.82370E-10  
Sn17         117          50           3.65610E-10  
Sn18         118          50           1.30360E-09  
Sn19         119          50           4.31340E-10  
Sn20         120          50           1.82300E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           4.76340E-10  
Sn23         123          50           0.00000E+00  
Sn24         124          50           3.28280E-10  
Sb21         121          51           2.33730E-10  
Sb22         122          51           0.00000E+00  
Sb23         123          51           1.70880E-10  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
