Isotope      A            Z            YIELD 
H            1            1            9.33810E-01  
He4          4            2            3.78430E-01  
C12          12           6            1.20780E-02  
C13          13           6            8.47980E-06  
C14          14           6            9.03770E-10  
N14          14           7            2.18370E-04  
N15          15           7            7.56490E-08  
O16          16           8            8.66950E-04  
O17          17           8            7.64690E-06  
O18          18           8            7.81140E-07  
F18          18           9            0.00000E+00  
F19          19           9            1.35760E-06  
Ne20         20           10           1.04940E-04  
Ne21         21           10           4.78080E-07  
Ne22         22           10           7.36460E-04  
Na22         22           11           0.00000E+00  
Na23         23           11           1.01010E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           6.30050E-05  
Mg25         25           12           1.48560E-05  
Mg26         26           12           1.64400E-05  
Al26         26           13           3.04990E-08  
Al27         27           13           6.87010E-06  
Si28         28           14           6.69840E-05  
Si29         29           14           3.58560E-06  
Si30         30           14           2.61230E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           7.42950E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           3.49100E-05  
S33          33           16           3.04590E-07  
S34          34           16           1.74080E-06  
S35          35           16           0.00000E+00  
S36          36           16           1.34370E-08  
Cl35         35           17           3.54850E-07  
Cl36         36           17           2.68250E-10  
Cl37         37           17           1.57470E-07  
Ar36         36           18           7.93240E-06  
Ar37         37           18           0.00000E+00  
Ar38         38           18           1.58570E-06  
Ar39         39           18           6.98290E-12  
Ar40         40           18           7.26940E-09  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           3.40850E-07  
K40          40           19           2.30870E-09  
K41          41           19           3.24110E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           5.96420E-06  
Ca41         41           20           5.34290E-10  
Ca42         42           20           4.86270E-08  
Ca43         43           20           1.04660E-08  
Ca44         44           20           1.47040E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           6.81540E-10  
Ca47         47           20           0.00000E+00  
Ca48         48           20           1.39410E-08  
Sc45         45           21           5.32490E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           2.47490E-08  
Ti47         47           22           2.17060E-08  
