Isotope      A            Z            YIELD 
H            1            1            4.89300E-01  
He4          4            2            2.05330E-01  
C12          12           6            1.15140E-03  
C13          13           6            4.94640E-05  
C14          14           6            0.00000E+00  
N14          14           7            1.00500E-03  
N15          15           7            1.36600E-06  
O16          16           8            4.27470E-03  
O17          17           8            2.87600E-06  
O18          18           8            7.95620E-06  
F18          18           9            0.00000E+00  
F19          19           9            3.00790E-07  
Ne20         20           10           7.54000E-04  
Ne21         21           10           1.89710E-06  
Ne22         22           10           6.04660E-05  
Na22         22           11           0.00000E+00  
Na23         23           11           2.56700E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           3.76560E-04  
Mg25         25           12           4.96530E-05  
Mg26         26           12           5.68350E-05  
Al26         26           13           1.22570E-08  
Al27         27           13           4.26000E-05  
Si28         28           14           4.89750E-04  
Si29         29           14           2.57560E-05  
Si30         30           14           1.75630E-05  
Si31         31           14           0.00000E+00  
Si32         32           14           0.00000E+00  
P31          31           15           4.56350E-06  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           2.57560E-04  
S33          33           16           2.09650E-06  
S34          34           16           1.21390E-05  
S35          35           16           0.00000E+00  
S36          36           16           5.18390E-08  
Cl35         35           17           2.63930E-06  
Cl36         36           17           0.00000E+00  
Cl37         37           17           8.92150E-07  
Ar36         36           18           5.90950E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           1.13410E-05  
Ar39         39           18           0.00000E+00  
Ar40         40           18           1.91520E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           2.44710E-06  
K40          40           19           2.40160E-10  
K41          41           19           1.85660E-07  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           4.43090E-05  
Ca41         41           20           0.00000E+00  
Ca42         42           20           3.10470E-07  
Ca43         43           20           6.63260E-08  
Ca44         44           20           1.04860E-06  
Ca45         45           20           0.00000E+00  
Ca46         46           20           2.10220E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           1.02550E-07  
Sc45         45           21           2.89130E-08  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           1.72590E-07  
Ti47         47           22           1.58980E-07  
Ti48         48           22           1.60940E-06  
Ti49         49           22           1.20550E-07  
Ti50         50           22           1.17910E-07  
V50          50           23           6.82700E-10  
V51          51           23           2.78170E-07  
Cr50         50           24           5.43010E-07  
Cr51         51           24           0.00000E+00  
Cr52         52           24           1.08890E-05  
Cr53         53           24           1.25850E-06  
Cr54         54           24           3.19140E-07  
Mn55         55           25           9.50990E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           5.21190E-05  
Fe55         55           26           0.00000E+00  
Fe56         56           26           8.48420E-04  
Fe57         57           26           1.99440E-05  
Fe58         58           26           2.70070E-06  
Fe59         59           26           0.00000E+00  
Fe60         60           26           0.00000E+00  
Co59         59           27           2.50420E-06  
Co60         60           27           0.00000E+00  
Ni58         58           28           3.58300E-05  
Ni59         59           28           0.00000E+00  
Ni60         60           28           1.42770E-05  
Ni61         61           28           6.30970E-07  
Ni62         62           28           2.04470E-06  
Ni63         63           28           0.00000E+00  
Ni64         64           28           5.37550E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           4.33610E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           1.99360E-07  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           7.42850E-07  
Zn65         65           30           0.00000E+00  
Zn66         66           30           4.39500E-07  
Zn67         67           30           6.55670E-08  
Zn68         68           30           3.04320E-07  
Zn69         69           30           0.00000E+00  
Zn70         70           30           1.03590E-08  
Ga69         69           31           2.85500E-08  
Ga70         70           31           0.00000E+00  
Ga71         71           31           1.94980E-08  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           3.38810E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           4.53990E-08  
Ge73         73           32           1.28420E-08  
Ge74         74           32           6.06300E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           1.28960E-08  
Ge77         77           32           0.00000E+00  
As75         75           33           8.56850E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           9.03430E-09  
Se77         77           34           7.46010E-09  
Se78         78           34           2.35260E-08  
Se79         79           34           0.00000E+00  
Se80         80           34           5.09580E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           8.64060E-09  
Br79         79           35           8.62660E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           8.60290E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           1.94220E-09  
Kr81         81           36           0.00000E+00  
Kr82         82           36           9.95370E-09  
Kr83         83           36           9.98870E-09  
Kr84         84           36           4.98010E-08  
Kr85         85           36           0.00000E+00  
Kr86         86           36           1.54200E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           7.68420E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           3.03360E-09  
Rb88         88           37           0.00000E+00  
Sr86         86           38           3.75240E-09  
Sr87         87           38           2.85270E-09  
Sr88         88           38           3.21710E-08  
Sr89         89           38           0.00000E+00  
Sr90         90           38           0.00000E+00  
Sr91         91           38           0.00000E+00  
Sr92         92           38           0.00000E+00  
Y89          89           39           7.71310E-09  
Y90          90           39           0.00000E+00  
Y91          91           39           0.00000E+00  
Y92          92           39           0.00000E+00  
Y93          93           39           0.00000E+00  
Zr90         90           40           1.00810E-08  
Zr91         91           40           2.22330E-09  
Zr92         92           40           3.43400E-09  
Zr93         93           40           0.00000E+00  
Zr94         94           40           3.55670E-09  
Zr95         95           40           0.00000E+00  
Zr96         96           40           5.85010E-10  
Zr97         97           40           0.00000E+00  
Nb93         93           41           1.33770E-09  
Nb94         94           41           0.00000E+00  
Nb95         95           41           0.00000E+00  
Nb96         96           41           0.00000E+00  
Nb97         97           41           0.00000E+00  
Mo92         92           42           7.29410E-10  
Mo93         93           42           0.00000E+00  
Mo94         94           42           4.64490E-10  
Mo95         95           42           8.08240E-10  
Mo96         96           42           8.55510E-10  
Mo97         97           42           4.95320E-10  
Mo98         98           42           1.26390E-09  
Mo99         99           42           0.00000E+00  
Mo00         100          42           5.14850E-10  
Tc97         97           43           0.00000E+00  
Tc98         98           43           0.00000E+00  
Tc99         99           43           0.00000E+00  
Ru96         96           44           1.83580E-10  
Ru97         97           44           0.00000E+00  
Ru98         98           44           6.31930E-11  
Ru99         99           44           4.35820E-10  
Ru00         100          44           4.34710E-10  
Ru01         101          44           5.94560E-10  
Ru02         102          44           1.11050E-09  
Ru03         103          44           0.00000E+00  
Ru04         104          44           6.68250E-10  
Ru05         105          44           0.00000E+00  
Ru06         106          44           0.00000E+00  
Rh03         103          45           7.09150E-10  
Rh05         105          45           0.00000E+00  
Pd04         104          46           3.20610E-10  
Pd05         105          46           6.48780E-10  
Pd06         106          46           8.01560E-10  
Pd07         107          46           0.00000E+00  
Pd08         108          46           7.90570E-10  
Pd09         109          46           0.00000E+00  
Pd10         110          46           3.43740E-10  
Ag07         107          47           5.15180E-10  
Ag09         109          47           4.87570E-10  
Ag11         111          47           0.00000E+00  
Cd08         108          48           2.88890E-11  
Cd09         109          48           0.00000E+00  
Cd10         110          48           4.12930E-10  
Cd11         111          48           4.27030E-10  
Cd12         112          48           8.12260E-10  
Cd13         113          48           4.15030E-10  
Cd14         114          48           9.84400E-10  
Cd15         115          48           0.00000E+00  
Cd16         116          48           2.61150E-10  
In13         113          49           1.67210E-11  
In15         115          49           3.79840E-10  
Sn14         114          50           5.29320E-11  
Sn15         115          50           2.74680E-11  
Sn16         116          50           1.18810E-09  
Sn17         117          50           6.32790E-10  
Sn18         118          50           2.01400E-09  
Sn19         119          50           7.19840E-10  
Sn20         120          50           2.75580E-09  
Sn21         121          50           0.00000E+00  
Sn22         122          50           3.97930E-10  
Sn23         123          50           0.00000E+00  
Sn24         124          50           5.05820E-10  
Sb21         121          51           4.34750E-10  
Sb22         122          51           0.00000E+00  
Sb23         123          51           3.30510E-10  
Sb24         124          51           0.00000E+00  
Sb25         125          51           0.00000E+00  
Te22         122          52           2.88260E-10  
Te23         123          52           1.01380E-10  
Te24         124          52           5.42090E-10  
Te25         125          52           8.10060E-10  
Te26         126          52           2.16770E-09  
Te27         127          52           0.00000E+00  
Te28         128          52           3.68190E-09  
Te30         130          52           3.98870E-09  
I127         127          53           2.40870E-09  
I128         128          53           0.00000E+00  
I129         129          53           0.00000E+00  
I130         130          53           0.00000E+00  
I131         131          53           0.00000E+00  
I132         132          53           0.00000E+00  
I133         133          53           0.00000E+00  
Xe28         128          54           2.90730E-10  
Xe29         129          54           3.60800E-09  
Xe30         130          54           5.79960E-10  
Xe31         131          54           2.90880E-09  
Xe32         132          54           3.54410E-09  
Xe33         133          54           0.00000E+00  
Xe34         134          54           1.31850E-09  
Xe35         135          54           0.00000E+00  
Xe36         136          54           1.09010E-09  
Cs33         133          55           9.15890E-10  
Cs34         134          55           0.00000E+00  
Cs35         135          55           0.00000E+00  
Cs36         136          55           0.00000E+00  
Cs37         137          55           0.00000E+00  
Ba34         134          56           2.74390E-10  
Ba35         135          56           7.53960E-10  
Ba36         136          56           9.04840E-10  
Ba37         137          56           1.30370E-09  
Ba38         138          56           8.38290E-09  
Ba39         139          56           0.00000E+00  
Ba40         140          56           0.00000E+00  
La39         139          57           1.14980E-09  
La40         140          57           0.00000E+00  
Ce40         140          58           2.75950E-09  
Ce41         141          58           0.00000E+00  
Ce42         142          58           3.51710E-10  
Ce43         143          58           0.00000E+00  
Ce44         144          58           0.00000E+00  
Pr41         141          59           4.64770E-10  
Pr42         142          59           0.00000E+00  
Pr43         143          59           0.00000E+00  
Pr45         145          59           0.00000E+00  
Nd42         142          60           6.08470E-10  
Nd43         143          60           2.75020E-10  
Nd44         144          60           5.41400E-10  
Nd45         145          60           1.89880E-10  
Nd46         146          60           3.95520E-10  
Nd47         147          60           0.00000E+00  
Nd48         148          60           1.34040E-10  
Nd49         149          60           0.00000E+00  
Nd50         150          60           1.32780E-10  
Pm45         145          61           0.00000E+00  
Pm46         146          61           0.00000E+00  
Pm47         147          61           0.00000E+00  
Pm48         148          61           0.00000E+00  
Pm49         149          61           0.00000E+00  
Pm50         150          61           0.00000E+00  
Pm51         151          61           0.00000E+00  
Sm44         144          62           2.15780E-11  
Sm45         145          62           0.00000E+00  
Sm46         146          62           0.00000E+00  
Sm47         147          62           1.07460E-10  
Sm48         148          62           8.11150E-11  
Sm49         149          62           1.00400E-10  
Sm50         150          62           5.39740E-11  
Sm51         151          62           0.00000E+00  
Sm52         152          62           1.98200E-10  
Sm53         153          62           0.00000E+00  
Sm54         154          62           1.70850E-10  
Eu51         151          63           1.30790E-10  
Eu52         152          63           0.00000E+00  
Eu53         153          63           1.44660E-10  
Eu54         154          63           0.00000E+00  
Eu55         155          63           0.00000E+00  
Eu56         156          63           0.00000E+00  
Eu57         157          63           0.00000E+00  
Gd52         152          64           1.93730E-12  
Gd53         153          64           0.00000E+00  
Gd54         154          64           2.10980E-11  
Gd55         155          64           1.44100E-10  
Gd56         156          64           2.00560E-10  
Gd57         157          64           1.54370E-10  
Gd58         158          64           2.46500E-10  
Gd59         159          64           0.00000E+00  
Gd60         160          64           2.19760E-10  
Tb59         159          65           1.77620E-10  
Tb60         160          65           0.00000E+00  
Tb61         161          65           0.00000E+00  
Dy60         160          66           2.76330E-11  
Dy61         161          66           2.24710E-10  
