Isotope      A            Z            YIELD 
H            1            1            2.70180E+00  
He4          4            2            1.32630E+00  
C12          12           6            8.97080E-03  
C13          13           6            6.79460E-05  
C14          14           6            1.15460E-09  
N14          14           7            4.39760E-04  
N15          15           7            8.10550E-08  
O16          16           8            1.68850E-03  
O17          17           8            1.52480E-05  
O18          18           8            6.17450E-07  
F18          18           9            0.00000E+00  
F19          19           9            1.05770E-07  
Ne20         20           10           2.82280E-04  
Ne21         21           10           6.13050E-07  
Ne22         22           10           8.90230E-05  
Na22         22           11           0.00000E+00  
Na23         23           11           2.51530E-05  
Na24         24           11           0.00000E+00  
Mg24         24           12           1.48180E-04  
Mg25         25           12           1.79420E-05  
Mg26         26           12           3.60850E-05  
Al26         26           13           8.19400E-09  
Al27         27           13           6.48620E-06  
Si28         28           14           1.95980E-04  
Si29         29           14           3.88490E-06  
Si30         30           14           3.41760E-06  
Si31         31           14           0.00000E+00  
Si32         32           14           4.83380E-11  
P31          31           15           9.86140E-07  
P32          32           15           0.00000E+00  
P33          33           15           0.00000E+00  
S32          32           16           1.01040E-04  
S33          33           16           2.71860E-07  
S34          34           16           1.66940E-06  
S35          35           16           0.00000E+00  
S36          36           16           1.50390E-08  
Cl35         35           17           3.30250E-07  
Cl36         36           17           3.10820E-10  
Cl37         37           17           1.28180E-07  
Ar36         36           18           2.31210E-05  
Ar37         37           18           0.00000E+00  
Ar38         38           18           1.45270E-06  
Ar39         39           18           1.08770E-10  
Ar40         40           18           1.93010E-08  
Ar41         41           18           0.00000E+00  
Ar42         42           18           0.00000E+00  
K39          39           19           3.17150E-07  
K40          40           19           6.12370E-10  
K41          41           19           2.77530E-08  
K42          42           19           0.00000E+00  
K43          43           19           0.00000E+00  
Ca40         40           20           1.73510E-05  
Ca41         41           20           1.15650E-09  
Ca42         42           20           4.28460E-08  
Ca43         43           20           9.47110E-09  
Ca44         44           20           1.35950E-07  
Ca45         45           20           0.00000E+00  
Ca46         46           20           4.71380E-09  
Ca47         47           20           0.00000E+00  
Ca48         48           20           1.29920E-08  
Sc45         45           21           5.49540E-09  
Sc46         46           21           0.00000E+00  
Sc47         47           21           0.00000E+00  
Sc48         48           21           0.00000E+00  
Sc49         49           21           0.00000E+00  
Ti46         46           22           2.23160E-08  
Ti47         47           22           2.04310E-08  
Ti48         48           22           2.00100E-07  
Ti49         49           22           1.65400E-08  
Ti50         50           22           1.85920E-08  
V50          50           23           8.41650E-11  
V51          51           23           3.47880E-08  
Cr50         50           24           6.69360E-08  
Cr51         51           24           0.00000E+00  
Cr52         52           24           1.34900E-06  
Cr53         53           24           1.55560E-07  
Cr54         54           24           4.42840E-08  
Mn55         55           25           1.18460E-06  
Mn56         56           25           0.00000E+00  
Fe54         54           26           6.43280E-06  
Fe55         55           26           0.00000E+00  
Fe56         56           26           1.04980E-04  
Fe57         57           26           2.51340E-06  
Fe58         58           26           4.68170E-07  
Fe59         59           26           0.00000E+00  
Fe60         60           26           1.66300E-07  
Co59         59           27           3.67810E-07  
Co60         60           27           3.61550E-13  
Ni58         58           28           4.42630E-06  
Ni59         59           28           1.02040E-09  
Ni60         60           28           1.79840E-06  
Ni61         61           28           1.06110E-07  
Ni62         62           28           3.28420E-07  
Ni63         63           28           1.48820E-10  
Ni64         64           28           1.77520E-07  
Ni65         65           28           0.00000E+00  
Ni66         66           28           0.00000E+00  
Cu63         63           29           1.02880E-07  
Cu64         64           29           0.00000E+00  
Cu65         65           29           5.13650E-08  
Cu66         66           29           0.00000E+00  
Cu67         67           29           0.00000E+00  
Zn64         64           30           9.21650E-08  
Zn65         65           30           0.00000E+00  
Zn66         66           30           7.39560E-08  
Zn67         67           30           1.25270E-08  
Zn68         68           30           6.60960E-08  
Zn69         69           30           0.00000E+00  
Zn70         70           30           1.81440E-09  
Ga69         69           31           7.55390E-09  
Ga70         70           31           0.00000E+00  
Ga71         71           31           4.92710E-09  
Ga72         72           31           0.00000E+00  
Ga73         73           31           0.00000E+00  
Ge70         70           32           1.01940E-08  
Ge71         71           32           0.00000E+00  
Ge72         72           32           1.23470E-08  
Ge73         73           32           3.60790E-09  
Ge74         74           32           1.96020E-08  
Ge75         75           32           0.00000E+00  
Ge76         76           32           2.41130E-09  
Ge77         77           32           0.00000E+00  
As75         75           33           2.30670E-09  
As76         76           33           0.00000E+00  
As77         77           33           0.00000E+00  
Se76         76           34           3.86910E-09  
Se77         77           34           2.04700E-09  
Se78         78           34           1.02100E-08  
Se79         79           34           1.28880E-09  
Se80         80           34           1.54030E-08  
Se81         81           34           0.00000E+00  
Se82         82           34           2.42030E-09  
Br79         79           35           1.34020E-09  
Br80         80           35           0.00000E+00  
Br81         81           35           2.67570E-09  
Br82         82           35           0.00000E+00  
Br83         83           35           0.00000E+00  
Br84         84           35           0.00000E+00  
Kr80         80           36           3.63270E-10  
Kr81         81           36           3.37780E-11  
Kr82         82           36           5.07940E-09  
Kr83         83           36           2.70190E-09  
Kr84         84           36           1.60710E-08  
Kr85         85           36           1.67090E-13  
Kr86         86           36           1.91070E-08  
Kr87         87           36           0.00000E+00  
Kr88         88           36           0.00000E+00  
Rb85         85           37           4.49430E-09  
Rb86         86           37           0.00000E+00  
Rb87         87           37           8.78750E-09  
Rb88         88           37           0.00000E+00  
