Isotope,A,Z,YIELD,MASS,METALLICITY,IRV
S35,35.0,16.0,0.0,2.5,0.01,0.0
S36,36.0,16.0,1.3231e-07,2.5,0.01,0.0
Cl35,35.0,17.0,5.0232e-06,2.5,0.01,0.0
Cl36,36.0,17.0,1.8783e-09,2.5,0.01,0.0
Cl37,37.0,17.0,1.9785e-06,2.5,0.01,0.0
Ar36,36.0,18.0,0.00011245,2.5,0.01,0.0
Ar37,37.0,18.0,0.0,2.5,0.01,0.0
Ar38,38.0,18.0,2.1905e-05,2.5,0.01,0.0
Ar39,39.0,18.0,2.0043e-12,2.5,0.01,0.0
Ar40,40.0,18.0,6.995e-08,2.5,0.01,0.0
Ar41,41.0,18.0,0.0,2.5,0.01,0.0
Ar42,42.0,18.0,0.0,2.5,0.01,0.0
K39,39.0,19.0,4.7356e-06,2.5,0.01,0.0
K40,40.0,19.0,2.0526e-08,2.5,0.01,0.0
K41,41.0,19.0,4.1646e-07,2.5,0.01,0.0
K42,42.0,19.0,0.0,2.5,0.01,0.0
K43,43.0,19.0,0.0,2.5,0.01,0.0
Ca40,40.0,20.0,8.4428e-05,2.5,0.01,0.0
Ca41,41.0,20.0,4.3199e-09,2.5,0.01,0.0
Ca42,42.0,20.0,6.3223e-07,2.5,0.01,0.0
Ca43,43.0,20.0,1.3409e-07,2.5,0.01,0.0
Ca44,44.0,20.0,2.0477e-06,2.5,0.01,0.0
Ca45,45.0,20.0,0.0,2.5,0.01,0.0
Ca46,46.0,20.0,6.3075e-09,2.5,0.01,0.0
Ca47,47.0,20.0,0.0,2.5,0.01,0.0
Ca48,48.0,20.0,1.9615e-07,2.5,0.01,0.0
Sc45,45.0,21.0,6.3496e-08,2.5,0.01,0.0
Sc46,46.0,21.0,0.0,2.5,0.01,0.0
Sc47,47.0,21.0,0.0,2.5,0.01,0.0
Sc48,48.0,21.0,0.0,2.5,0.01,0.0
Sc49,49.0,21.0,0.0,2.5,0.01,0.0
Ti46,46.0,22.0,3.4422e-07,2.5,0.01,0.0
Ti47,47.0,22.0,3.0459e-07,2.5,0.01,0.0
Ti48,48.0,22.0,3.0562e-06,2.5,0.01,0.0
Ti49,49.0,22.0,2.646e-07,2.5,0.01,0.0
Ti50,50.0,22.0,3.1628e-07,2.5,0.01,0.0
V50,50.0,23.0,1.286e-09,2.5,0.01,0.0
V51,51.0,23.0,5.3521e-07,2.5,0.01,0.0
Cr50,50.0,24.0,1.0226e-06,2.5,0.01,0.0
Cr51,51.0,24.0,0.0,2.5,0.01,0.0
Cr52,52.0,24.0,2.0772e-05,2.5,0.01,0.0
Cr53,53.0,24.0,2.3954e-06,2.5,0.01,0.0
Cr54,54.0,24.0,6.8888e-07,2.5,0.01,0.0
Mn55,55.0,25.0,1.8495e-05,2.5,0.01,0.0
Mn56,56.0,25.0,0.0,2.5,0.01,0.0
Fe54,54.0,26.0,9.8501e-05,2.5,0.01,0.0
Fe55,55.0,26.0,5.3623e-13,2.5,0.01,0.0
Fe56,56.0,26.0,0.0016162,2.5,0.01,0.0
Fe57,57.0,26.0,4.1125e-05,2.5,0.01,0.0
Fe58,58.0,26.0,7.938e-06,2.5,0.01,0.0
Fe59,59.0,26.0,0.0,2.5,0.01,0.0
Fe60,60.0,26.0,1.1391e-07,2.5,0.01,0.0
Co59,59.0,27.0,5.5956e-06,2.5,0.01,0.0
Co60,60.0,27.0,2.3088e-13,2.5,0.01,0.0
Ni58,58.0,28.0,6.7748e-05,2.5,0.01,0.0
Ni59,59.0,28.0,3.1961e-08,2.5,0.01,0.0
Ni60,60.0,28.0,2.7676e-05,2.5,0.01,0.0
Ni61,61.0,28.0,1.4611e-06,2.5,0.01,0.0
Ni62,62.0,28.0,4.2158e-06,2.5,0.01,0.0
Ni63,63.0,28.0,3.2787e-13,2.5,0.01,0.0
Ni64,64.0,28.0,1.4553e-06,2.5,0.01,0.0
Ni65,65.0,28.0,0.0,2.5,0.01,0.0
Ni66,66.0,28.0,0.0,2.5,0.01,0.0
Cu63,63.0,29.0,1.0167e-06,2.5,0.01,0.0
Cu64,64.0,29.0,0.0,2.5,0.01,0.0
Cu65,65.0,29.0,5.3197e-07,2.5,0.01,0.0
Cu66,66.0,29.0,0.0,2.5,0.01,0.0
Cu67,67.0,29.0,0.0,2.5,0.01,0.0
Zn64,64.0,30.0,1.4581e-06,2.5,0.01,0.0
Zn65,65.0,30.0,0.0,2.5,0.01,0.0
Zn66,66.0,30.0,9.5723e-07,2.5,0.01,0.0
Zn67,67.0,30.0,1.5198e-07,2.5,0.01,0.0
Zn68,68.0,30.0,7.3048e-07,2.5,0.01,0.0
Zn69,69.0,30.0,0.0,2.5,0.01,0.0
Zn70,70.0,30.0,1.9725e-08,2.5,0.01,0.0
Ga69,69.0,31.0,8.2089e-08,2.5,0.01,0.0
Ga70,70.0,31.0,0.0,2.5,0.01,0.0
Ga71,71.0,31.0,6.8143e-08,2.5,0.01,0.0
Ga72,72.0,31.0,0.0,2.5,0.01,0.0
Ga73,73.0,31.0,0.0,2.5,0.01,0.0
Ge70,70.0,32.0,1.1538e-07,2.5,0.01,0.0
Ge71,71.0,32.0,0.0,2.5,0.01,0.0
Ge72,72.0,32.0,1.4426e-07,2.5,0.01,0.0
Ge73,73.0,32.0,4.0958e-08,2.5,0.01,0.0
Ge74,74.0,32.0,2.2824e-07,2.5,0.01,0.0
Ge75,75.0,32.0,0.0,2.5,0.01,0.0
Ge76,76.0,32.0,2.4611e-08,2.5,0.01,0.0
Ge77,77.0,32.0,0.0,2.5,0.01,0.0
As75,75.0,33.0,2.7654e-08,2.5,0.01,0.0
As76,76.0,33.0,0.0,2.5,0.01,0.0
As77,77.0,33.0,0.0,2.5,0.01,0.0
Se76,76.0,34.0,4.5499e-08,2.5,0.01,0.0
Se77,77.0,34.0,2.5585e-08,2.5,0.01,0.0
Se78,78.0,34.0,1.2382e-07,2.5,0.01,0.0
Se79,79.0,34.0,3.3389e-09,2.5,0.01,0.0
Se80,80.0,34.0,1.8342e-07,2.5,0.01,0.0
Se81,81.0,34.0,0.0,2.5,0.01,0.0
Se82,82.0,34.0,1.6546e-08,2.5,0.01,0.0
Br79,79.0,35.0,2.5655e-08,2.5,0.01,0.0
Br80,80.0,35.0,0.0,2.5,0.01,0.0
Br81,81.0,35.0,3.5871e-08,2.5,0.01,0.0
Br82,82.0,35.0,0.0,2.5,0.01,0.0
Br83,83.0,35.0,0.0,2.5,0.01,0.0
Br84,84.0,35.0,0.0,2.5,0.01,0.0
Kr80,80.0,36.0,1.0949e-08,2.5,0.01,0.0
Kr81,81.0,36.0,7.9882e-10,2.5,0.01,0.0
Kr82,82.0,36.0,7.7284e-08,2.5,0.01,0.0
Kr83,83.0,36.0,3.9112e-08,2.5,0.01,0.0
Kr84,84.0,36.0,2.178e-07,2.5,0.01,0.0
Kr85,85.0,36.0,0.0,2.5,0.01,0.0
Kr86,86.0,36.0,6.3566e-08,2.5,0.01,0.0
Kr87,87.0,36.0,0.0,2.5,0.01,0.0
Kr88,88.0,36.0,0.0,2.5,0.01,0.0
Rb85,85.0,37.0,3.7109e-08,2.5,0.01,0.0
Rb86,86.0,37.0,0.0,2.5,0.01,0.0
Rb87,87.0,37.0,1.7521e-08,2.5,0.01,0.0
Rb88,88.0,37.0,0.0,2.5,0.01,0.0
Sr86,86.0,38.0,6.8274e-08,2.5,0.01,0.0
Sr87,87.0,38.0,4.5902e-08,2.5,0.01,0.0
Sr88,88.0,38.0,1.0653e-06,2.5,0.01,0.0
Sr89,89.0,38.0,0.0,2.5,0.01,0.0
Sr90,90.0,38.0,0.0,2.5,0.01,0.0
Sr91,91.0,38.0,0.0,2.5,0.01,0.0
Sr92,92.0,38.0,0.0,2.5,0.01,0.0
Y89,89.0,39.0,2.2757e-07,2.5,0.01,0.0
Y90,90.0,39.0,0.0,2.5,0.01,0.0
Y91,91.0,39.0,0.0,2.5,0.01,0.0
Y92,92.0,39.0,0.0,2.5,0.01,0.0
Y93,93.0,39.0,0.0,2.5,0.01,0.0
Zr90,90.0,40.0,2.6949e-07,2.5,0.01,0.0
Zr91,91.0,40.0,6.3694e-08,2.5,0.01,0.0
Zr92,92.0,40.0,1.0234e-07,2.5,0.01,0.0
Zr93,93.0,40.0,2.4521e-08,2.5,0.01,0.0
Zr94,94.0,40.0,1.5004e-07,2.5,0.01,0.0
Zr95,95.0,40.0,0.0,2.5,0.01,0.0
Zr96,96.0,40.0,1.0882e-08,2.5,0.01,0.0
Zr97,97.0,40.0,0.0,2.5,0.01,0.0
Nb93,93.0,41.0,1.3431e-08,2.5,0.01,0.0
Nb94,94.0,41.0,0.0,2.5,0.01,0.0
Nb95,95.0,41.0,0.0,2.5,0.01,0.0
Nb96,96.0,41.0,0.0,2.5,0.01,0.0
Nb97,97.0,41.0,0.0,2.5,0.01,0.0
Mo92,92.0,42.0,1.3702e-09,2.5,0.01,0.0
Mo93,93.0,42.0,0.0,2.5,0.01,0.0
Mo94,94.0,42.0,2.2983e-09,2.5,0.01,0.0
Mo95,95.0,42.0,1.7317e-08,2.5,0.01,0.0
Mo96,96.0,42.0,3.2638e-08,2.5,0.01,0.0
Mo97,97.0,42.0,1.1726e-08,2.5,0.01,0.0
Mo98,98.0,42.0,4.1049e-08,2.5,0.01,0.0
Mo99,99.0,42.0,0.0,2.5,0.01,0.0
Mo00,10.0,42.0,1.5057e-09,2.5,0.01,0.0
Tc97,97.0,43.0,8.2235e-13,2.5,0.01,0.0
Tc98,98.0,43.0,1.2777e-13,2.5,0.01,0.0
Tc99,99.0,43.0,1.0085e-09,2.5,0.01,0.0
Ru96,96.0,44.0,3.4169e-10,2.5,0.01,0.0
Ru97,97.0,44.0,0.0,2.5,0.01,0.0
Ru98,98.0,44.0,1.1925e-10,2.5,0.01,0.0
Ru99,99.0,44.0,5.1458e-09,2.5,0.01,0.0
Ru00,10.0,44.0,1.9984e-08,2.5,0.01,0.0
Ru01,10.0,44.0,5.2939e-09,2.5,0.01,0.0
Ru02,10.0,44.0,2.8032e-08,2.5,0.01,0.0
Ru03,10.0,44.0,0.0,2.5,0.01,0.0
Ru04,10.0,44.0,1.8301e-09,2.5,0.01,0.0
Ru05,10.0,44.0,0.0,2.5,0.01,0.0
Ru06,10.0,44.0,0.0,2.5,0.01,0.0
Rh03,10.0,45.0,5.9997e-09,2.5,0.01,0.0
Rh05,10.0,45.0,0.0,2.5,0.01,0.0
Pd04,10.0,46.0,1.4836e-08,2.5,0.01,0.0
Pd05,10.0,46.0,4.9366e-09,2.5,0.01,0.0
Pd06,10.0,46.0,1.8398e-08,2.5,0.01,0.0
Pd07,10.0,46.0,3.0696e-09,2.5,0.01,0.0
Pd08,10.0,46.0,2.2553e-08,2.5,0.01,0.0
Pd09,10.0,46.0,0.0,2.5,0.01,0.0
Pd10,11.0,46.0,1.1753e-09,2.5,0.01,0.0
Ag07,10.0,47.0,1.2298e-09,2.5,0.01,0.0
Ag09,10.0,47.0,7.0625e-09,2.5,0.01,0.0
Ag11,11.0,47.0,0.0,2.5,0.01,0.0
Cd08,10.0,48.0,1.4539e-10,2.5,0.01,0.0
Cd09,10.0,48.0,0.0,2.5,0.01,0.0
Cd10,11.0,48.0,1.8303e-08,2.5,0.01,0.0
Cd11,11.0,48.0,6.7478e-09,2.5,0.01,0.0
Cd12,11.0,48.0,2.3663e-08,2.5,0.01,0.0
Cd13,11.0,48.0,7.2994e-09,2.5,0.01,0.0
Cd14,11.0,48.0,3.4107e-08,2.5,0.01,0.0
Cd15,11.0,48.0,0.0,2.5,0.01,0.0
Cd16,11.0,48.0,1.3904e-09,2.5,0.01,0.0
In13,11.0,49.0,3.1261e-11,2.5,0.01,0.0
In15,11.0,49.0,7.1219e-09,2.5,0.01,0.0
Sn14,11.0,50.0,1.0094e-10,2.5,0.01,0.0
Sn15,11.0,50.0,5.2096e-11,2.5,0.01,0.0
Sn16,11.0,50.0,4.6803e-08,2.5,0.01,0.0
Sn17,11.0,50.0,1.477e-08,2.5,0.01,0.0
Sn18,11.0,50.0,6.4446e-08,2.5,0.01,0.0
Sn19,11.0,50.0,2.0245e-08,2.5,0.01,0.0
Sn20,12.0,50.0,1.0291e-07,2.5,0.01,0.0
Sn21,12.0,50.0,0.0,2.5,0.01,0.0
Sn22,12.0,50.0,2.3687e-09,2.5,0.01,0.0
Sn23,12.0,50.0,0.0,2.5,0.01,0.0
Sn24,12.0,50.0,1.0153e-09,2.5,0.01,0.0
Sb21,12.0,51.0,8.2575e-09,2.5,0.01,0.0
Sb22,12.0,51.0,0.0,2.5,0.01,0.0
Sb23,12.0,51.0,1.2938e-09,2.5,0.01,0.0
Sb24,12.0,51.0,0.0,2.5,0.01,0.0
Sb25,12.0,51.0,0.0,2.5,0.01,0.0
Te22,12.0,52.0,1.2971e-08,2.5,0.01,0.0
Te23,12.0,52.0,4.6611e-09,2.5,0.01,0.0
Te24,12.0,52.0,2.6022e-08,2.5,0.01,0.0
Te25,12.0,52.0,9.9767e-09,2.5,0.01,0.0
Te26,12.0,52.0,5.1208e-08,2.5,0.01,0.0
Te27,12.0,52.0,0.0,2.5,0.01,0.0
Te28,12.0,52.0,1.2519e-08,2.5,0.01,0.0
Te30,13.0,52.0,7.5767e-09,2.5,0.01,0.0
I127,12.0,53.0,1.0719e-08,2.5,0.01,0.0
I128,12.0,53.0,0.0,2.5,0.01,0.0
I129,12.0,53.0,7.1482e-11,2.5,0.01,0.0
I130,13.0,53.0,0.0,2.5,0.01,0.0
I131,13.0,53.0,0.0,2.5,0.01,0.0
I132,13.0,53.0,0.0,2.5,0.01,0.0
I133,13.0,53.0,0.0,2.5,0.01,0.0
Xe28,12.0,54.0,1.5247e-08,2.5,0.01,0.0
Xe29,12.0,54.0,1.2969e-08,2.5,0.01,0.0
Xe30,13.0,54.0,3.2738e-08,2.5,0.01,0.0
Xe31,13.0,54.0,1.4269e-08,2.5,0.01,0.0
Xe32,13.0,54.0,6.7293e-08,2.5,0.01,0.0
Xe33,13.0,54.0,0.0,2.5,0.01,0.0
Xe34,13.0,54.0,3.939e-09,2.5,0.01,0.0
Xe35,13.0,54.0,0.0,2.5,0.01,0.0
Xe36,13.0,54.0,2.0971e-09,2.5,0.01,0.0
Cs33,13.0,55.0,9.8519e-09,2.5,0.01,0.0
Cs34,13.0,55.0,0.0,2.5,0.01,0.0
Cs35,13.0,55.0,2.4267e-09,2.5,0.01,0.0
Cs36,13.0,55.0,0.0,2.5,0.01,0.0
Cs37,13.0,55.0,0.0,2.5,0.01,0.0
Ba34,13.0,56.0,2.2125e-08,2.5,0.01,0.0
Ba35,13.0,56.0,9.5467e-09,2.5,0.01,0.0
Ba36,13.0,56.0,6.1387e-08,2.5,0.01,0.0
Ba37,13.0,56.0,5.0397e-08,2.5,0.01,0.0
Ba38,13.0,56.0,4.4e-07,2.5,0.01,0.0
Ba39,13.0,56.0,0.0,2.5,0.01,0.0
Ba40,14.0,56.0,0.0,2.5,0.01,0.0
La39,13.0,57.0,4.8864e-08,2.5,0.01,0.0
La40,14.0,57.0,0.0,2.5,0.01,0.0
Ce40,14.0,58.0,1.259e-07,2.5,0.01,0.0
Ce41,14.0,58.0,0.0,2.5,0.01,0.0
Ce42,14.0,58.0,1.3132e-09,2.5,0.01,0.0
Ce43,14.0,58.0,0.0,2.5,0.01,0.0
Ce44,14.0,58.0,0.0,2.5,0.01,0.0
Pr41,14.0,59.0,1.0658e-08,2.5,0.01,0.0
Pr42,14.0,59.0,0.0,2.5,0.01,0.0
Pr43,14.0,59.0,0.0,2.5,0.01,0.0
Pr45,14.0,59.0,0.0,2.5,0.01,0.0
Nd42,14.0,60.0,2.8906e-08,2.5,0.01,0.0
Nd43,14.0,60.0,4.2851e-09,2.5,0.01,0.0
Nd44,14.0,60.0,1.2606e-08,2.5,0.01,0.0
Nd45,14.0,60.0,2.4413e-09,2.5,0.01,0.0
Nd46,14.0,60.0,1.1626e-08,2.5,0.01,0.0
Nd47,14.0,60.0,0.0,2.5,0.01,0.0
Nd48,14.0,60.0,7.1082e-10,2.5,0.01,0.0
Nd49,14.0,60.0,0.0,2.5,0.01,0.0
Nd50,15.0,60.0,2.498e-10,2.5,0.01,0.0
Pm45,14.0,61.0,0.0,2.5,0.01,0.0
Pm46,14.0,61.0,0.0,2.5,0.01,0.0
Pm47,14.0,61.0,0.0,2.5,0.01,0.0
Pm48,14.0,61.0,0.0,2.5,0.01,0.0
Pm49,14.0,61.0,0.0,2.5,0.01,0.0
Pm50,15.0,61.0,0.0,2.5,0.01,0.0
Pm51,15.0,61.0,0.0,2.5,0.01,0.0
Sm44,14.0,62.0,4.0486e-11,2.5,0.01,0.0
Sm45,14.0,62.0,0.0,2.5,0.01,0.0
Sm46,14.0,62.0,1.2587e-13,2.5,0.01,0.0
Sm47,14.0,62.0,1.3852e-09,2.5,0.01,0.0
Sm48,14.0,62.0,3.5881e-09,2.5,0.01,0.0
Sm49,14.0,62.0,6.7681e-10,2.5,0.01,0.0
Sm50,15.0,62.0,2.2622e-09,2.5,0.01,0.0
Sm51,15.0,62.0,0.0,2.5,0.01,0.0
Sm52,15.0,62.0,1.9764e-09,2.5,0.01,0.0
Sm53,15.0,62.0,0.0,2.5,0.01,0.0
Sm54,15.0,62.0,5.1049e-10,2.5,0.01,0.0
Eu51,15.0,63.0,5.4376e-10,2.5,0.01,0.0
Eu52,15.0,63.0,0.0,2.5,0.01,0.0
Eu53,15.0,63.0,5.8519e-10,2.5,0.01,0.0
Eu54,15.0,63.0,0.0,2.5,0.01,0.0
Eu55,15.0,63.0,0.0,2.5,0.01,0.0
Eu56,15.0,63.0,0.0,2.5,0.01,0.0
Eu57,15.0,63.0,0.0,2.5,0.01,0.0
Gd52,15.0,64.0,5.7532e-11,2.5,0.01,0.0
Gd53,15.0,64.0,0.0,2.5,0.01,0.0
Gd54,15.0,64.0,5.3768e-10,2.5,0.01,0.0
Gd55,15.0,64.0,6.412e-10,2.5,0.01,0.0
Gd56,15.0,64.0,1.7354e-09,2.5,0.01,0.0
Gd57,15.0,64.0,9.3627e-10,2.5,0.01,0.0
Gd58,15.0,64.0,3.1314e-09,2.5,0.01,0.0
Gd59,15.0,64.0,0.0,2.5,0.01,0.0
Gd60,16.0,64.0,5.3236e-10,2.5,0.01,0.0
Tb59,15.0,65.0,9.5769e-10,2.5,0.01,0.0
Tb60,16.0,65.0,0.0,2.5,0.01,0.0
Tb61,16.0,65.0,0.0,2.5,0.01,0.0
Dy60,16.0,66.0,9.9425e-10,2.5,0.01,0.0
Dy61,16.0,66.0,8.6174e-10,2.5,0.01,0.0
Dy62,16.0,66.0,2.5681e-09,2.5,0.01,0.0
Dy63,16.0,66.0,1.2342e-09,2.5,0.01,0.0
Dy64,16.0,66.0,4.2578e-09,2.5,0.01,0.0
Dy65,16.0,66.0,0.0,2.5,0.01,0.0
Dy66,16.0,66.0,0.0,2.5,0.01,0.0
Ho63,16.0,67.0,5.2613e-13,2.5,0.01,0.0
Ho64,16.0,67.0,0.0,2.5,0.01,0.0
Ho65,16.0,67.0,1.3347e-09,2.5,0.01,0.0
Ho66,16.0,67.0,0.0,2.5,0.01,0.0
Er64,16.0,68.0,2.9998e-10,2.5,0.01,0.0
Er65,16.0,68.0,0.0,2.5,0.01,0.0
Er66,16.0,68.0,1.9439e-09,2.5,0.01,0.0
Er67,16.0,68.0,1.0137e-09,2.5,0.01,0.0
Er68,16.0,68.0,3.1971e-09,2.5,0.01,0.0
Er69,16.0,68.0,0.0,2.5,0.01,0.0
Er70,17.0,68.0,5.9195e-10,2.5,0.01,0.0
Er71,17.0,68.0,0.0,2.5,0.01,0.0
Er72,17.0,68.0,0.0,2.5,0.01,0.0
Tm69,16.0,69.0,7.5677e-10,2.5,0.01,0.0
Tm70,17.0,69.0,0.0,2.5,0.01,0.0
Tm71,17.0,69.0,0.0,2.5,0.01,0.0
Tm72,17.0,69.0,0.0,2.5,0.01,0.0
Tm73,17.0,69.0,0.0,2.5,0.01,0.0
Yb70,17.0,70.0,9.8452e-10,2.5,0.01,0.0
Yb71,17.0,70.0,1.2293e-09,2.5,0.01,0.0
Yb72,17.0,70.0,3.1315e-09,2.5,0.01,0.0
Yb73,17.0,70.0,1.54e-09,2.5,0.01,0.0
Yb74,17.0,70.0,6.5363e-09,2.5,0.01,0.0
Yb75,17.0,70.0,0.0,2.5,0.01,0.0
Yb76,17.0,70.0,4.2621e-10,2.5,0.01,0.0
Yb77,17.0,70.0,0.0,2.5,0.01,0.0
Lu75,17.0,71.0,1.0398e-09,2.5,0.01,0.0
Lu76,17.0,71.0,1.5076e-10,2.5,0.01,0.0
Lu77,17.0,71.0,0.0,2.5,0.01,0.0
Hf76,17.0,72.0,1.136e-09,2.5,0.01,0.0
Hf77,17.0,72.0,8.3561e-10,2.5,0.01,0.0
Hf78,17.0,72.0,3.2211e-09,2.5,0.01,0.0
Hf79,17.0,72.0,1.1435e-09,2.5,0.01,0.0
Hf80,18.0,72.0,5.8943e-09,2.5,0.01,0.0
Hf81,18.0,72.0,0.0,2.5,0.01,0.0
Hf82,18.0,72.0,9.6816e-11,2.5,0.01,0.0
Hf83,18.0,72.0,0.0,2.5,0.01,0.0
Hf84,18.0,72.0,0.0,2.5,0.01,0.0
Ta79,17.0,73.0,0.0,2.5,0.01,0.0
Ta80,18.0,73.0,1.723e-13,2.5,0.01,0.0
Ta81,18.0,73.0,1.2398e-09,2.5,0.01,0.0
Ta82,18.0,73.0,0.0,2.5,0.01,0.0
Ta83,18.0,73.0,0.0,2.5,0.01,0.0
Ta84,18.0,73.0,0.0,2.5,0.01,0.0
W180,18.0,74.0,9.7311e-13,2.5,0.01,0.0
W181,18.0,74.0,0.0,2.5,0.01,0.0
W182,18.0,74.0,2.8528e-09,2.5,0.01,0.0
W183,18.0,74.0,1.6973e-09,2.5,0.01,0.0
W184,18.0,74.0,4.0067e-09,2.5,0.01,0.0
W185,18.0,74.0,0.0,2.5,0.01,0.0
W186,18.0,74.0,9.9587e-10,2.5,0.01,0.0
W187,18.0,74.0,0.0,2.5,0.01,0.0
W188,18.0,74.0,0.0,2.5,0.01,0.0
Re85,18.0,75.0,8.3689e-10,2.5,0.01,0.0
Re86,18.0,75.0,0.0,2.5,0.01,0.0
Re87,18.0,75.0,3.9493e-10,2.5,0.01,0.0
Re88,18.0,75.0,0.0,2.5,0.01,0.0
Re89,18.0,75.0,0.0,2.5,0.01,0.0
Os86,18.0,76.0,1.6331e-09,2.5,0.01,0.0
Os87,18.0,76.0,5.7532e-10,2.5,0.01,0.0
Os88,18.0,76.0,3.4198e-09,2.5,0.01,0.0
Os89,18.0,76.0,1.3204e-09,2.5,0.01,0.0
Os90,19.0,76.0,4.2096e-09,2.5,0.01,0.0
Os91,19.0,76.0,0.0,2.5,0.01,0.0
Os92,19.0,76.0,2.4538e-09,2.5,0.01,0.0
Os93,19.0,76.0,0.0,2.5,0.01,0.0
Os94,19.0,76.0,0.0,2.5,0.01,0.0
Ir91,19.0,77.0,2.1883e-09,2.5,0.01,0.0
Ir92,19.0,77.0,0.0,2.5,0.01,0.0
Ir93,19.0,77.0,3.3905e-09,2.5,0.01,0.0
Ir94,19.0,77.0,0.0,2.5,0.01,0.0
Ir95,19.0,77.0,0.0,2.5,0.01,0.0
Pt92,19.0,78.0,1.1756e-09,2.5,0.01,0.0
Pt93,19.0,78.0,0.0,2.5,0.01,0.0
Pt94,19.0,78.0,6.2039e-09,2.5,0.01,0.0
Pt95,19.0,78.0,4.3674e-09,2.5,0.01,0.0
Pt96,19.0,78.0,6.6966e-09,2.5,0.01,0.0
Pt97,19.0,78.0,0.0,2.5,0.01,0.0
Pt98,19.0,78.0,7.339e-10,2.5,0.01,0.0
Au97,19.0,79.0,2.5946e-09,2.5,0.01,0.0
Au98,19.0,79.0,0.0,2.5,0.01,0.0
Au99,19.0,79.0,0.0,2.5,0.01,0.0
Hg98,19.0,80.0,4.317e-09,2.5,0.01,0.0
Hg99,19.0,80.0,2.2844e-09,2.5,0.01,0.0
Hg00,20.0,80.0,6.7199e-09,2.5,0.01,0.0
Hg01,20.0,80.0,2.866e-09,2.5,0.01,0.0
Hg02,20.0,80.0,1.1433e-08,2.5,0.01,0.0
Hg03,20.0,80.0,0.0,2.5,0.01,0.0
Hg04,20.0,80.0,2.321e-10,2.5,0.01,0.0
Tl03,20.0,81.0,4.7783e-09,2.5,0.01,0.0
Tl04,20.0,81.0,0.0,2.5,0.01,0.0
Tl05,20.0,81.0,1.178e-08,2.5,0.01,0.0
Pb04,20.0,82.0,6.3332e-09,2.5,0.01,0.0
Pb05,20.0,82.0,4.7269e-10,2.5,0.01,0.0
Pb06,20.0,82.0,4.7819e-08,2.5,0.01,0.0
Pb07,20.0,82.0,4.6556e-08,2.5,0.01,0.0
Pb08,20.0,82.0,1.0549e-07,2.5,0.01,0.0
Pb09,20.0,82.0,0.0,2.5,0.01,0.0
Pb10,21.0,82.0,0.0,2.5,0.01,0.0
Bi09,20.0,83.0,1.4397e-09,2.5,0.01,0.0
Bi10,21.0,83.0,0.0,2.5,0.01,0.0
Po10,21.0,84.0,0.0,2.5,0.01,0.0
H,1.0,1.0,1.2668,2.5,0.008,0.0
He4,4.0,2.0,0.55398,2.5,0.008,0.0
C12,12.0,6.0,0.015959,2.5,0.008,0.0
C13,13.0,6.0,6.7049e-05,2.5,0.008,0.0
C14,14.0,6.0,4.2833e-10,2.5,0.008,0.0
N14,14.0,7.0,0.0021397,2.5,0.008,0.0
N15,15.0,7.0,1.3184e-06,2.5,0.008,0.0
O16,16.0,8.0,0.0064397,2.5,0.008,0.0
O17,17.0,8.0,3.4313e-05,2.5,0.008,0.0
O18,18.0,8.0,9.4071e-06,2.5,0.008,0.0
F18,18.0,9.0,0.0,2.5,0.008,0.0
F19,19.0,9.0,2.0972e-06,2.5,0.008,0.0
Ne20,20.0,10.0,0.0011479,2.5,0.008,0.0
Ne21,21.0,10.0,3.3504e-06,2.5,0.008,0.0
Ne22,22.0,10.0,0.0014666,2.5,0.008,0.0
Na22,22.0,11.0,0.0,2.5,0.008,0.0
Na23,23.0,11.0,6.605e-05,2.5,0.008,0.0
Na24,24.0,11.0,0.0,2.5,0.008,0.0
Mg24,24.0,12.0,0.00059841,2.5,0.008,0.0
Mg25,25.0,12.0,7.9769e-05,2.5,0.008,0.0
Mg26,26.0,12.0,9.1459e-05,2.5,0.008,0.0
Al26,26.0,13.0,2.0503e-07,2.5,0.008,0.0
Al27,27.0,13.0,6.6628e-05,2.5,0.008,0.0
Si28,28.0,14.0,0.00074591,2.5,0.008,0.0
Si29,29.0,14.0,3.9379e-05,2.5,0.008,0.0
Si30,30.0,14.0,2.7382e-05,2.5,0.008,0.0
Si31,31.0,14.0,0.0,2.5,0.008,0.0
Si32,32.0,14.0,0.0,2.5,0.008,0.0
P31,31.0,15.0,7.6384e-06,2.5,0.008,0.0
P32,32.0,15.0,0.0,2.5,0.008,0.0
P33,33.0,15.0,0.0,2.5,0.008,0.0
S32,32.0,16.0,0.00039125,2.5,0.008,0.0
S33,33.0,16.0,3.3279e-06,2.5,0.008,0.0
S34,34.0,16.0,1.8883e-05,2.5,0.008,0.0
S35,35.0,16.0,0.0,2.5,0.008,0.0
S36,36.0,16.0,1.1084e-07,2.5,0.008,0.0
Cl35,35.0,17.0,3.9923e-06,2.5,0.008,0.0
Cl36,36.0,17.0,1.6959e-09,2.5,0.008,0.0
Cl37,37.0,17.0,1.568e-06,2.5,0.008,0.0
Ar36,36.0,18.0,8.9346e-05,2.5,0.008,0.0
Ar37,37.0,18.0,0.0,2.5,0.008,0.0
Ar38,38.0,18.0,1.7434e-05,2.5,0.008,0.0
Ar39,39.0,18.0,4.1191e-12,2.5,0.008,0.0
