-3.963655024	0.721552707
-3.878700407	0.721676188
-3.793745790	0.721799668
-3.708791174	0.721923149
-3.623836557	0.722046629
-3.538881940	0.722170110
-3.453927323	0.722293591
-3.368972706	0.722417071
-3.284018089	0.722540552
-3.199063472	0.722664032
-3.114108855	0.722787513
-3.029154238	0.722910993
-2.944199622	0.723034474
-2.859245005	0.723157954
-2.774290388	0.716737476
-2.689335771	0.695338603
-2.604381154	0.661142656
-2.519426537	0.627964657
-2.434471920	0.599003876
-2.349517303	0.572660679
-2.264562686	0.548789644
-2.179608070	0.527681614
-2.094653453	0.507882376
-2.009698836	0.489246508
-1.924744219	0.472937381
-1.839789602	0.457646203
-1.754834985	0.444245502
-1.669880368	0.432153592
-1.584925751	0.420497947
-1.499971134	0.410587358
-1.415016518	0.401113032
-1.330061901	0.392511234
-1.245107284	0.384927385
-1.160152667	0.378070643
-1.075198050	0.371941008
-0.990243433	0.366247636
-0.905288816	0.360699686
-0.820334199	0.356315106
-0.735379582	0.351348840
-0.650424966	0.347545946
-0.565470349	0.344470158
-0.480515732	0.341248948
-0.395561115	0.337882317
-0.310606498	0.336260742
-0.225651881	0.333621218
-0.140697264	0.331127115
-0.055742647	0.330087225
0.0292119700	0.327738543
0.1141665860	0.326407811
0.1991212030	0.324495393
0.2840758200	0.322437554
0.3690304370	0.321543085
0.4501234810	0.321660953
