 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
  Mo   42    0  1.9339E+00  3.0767E+00  4.6991E+00  1.0316E+01  3.3114E+01  1.0588E+03  1.3589E+00  4.6377E+01  4.6101E+03  1.2082E+00  8.9948E+01  7.4145E+03  8.7301E-09  1.3548E-08  2.0784E-08  4.5866E-09  1.4280E-08  4.5566E-07  6.0882E-11  1.8834E-09  1.9506E-07  5.3923E-12  3.8453E-10  3.2029E-08  1.9340E+00  1.0317E+01  1.3611E+00  1.2127E+00  8.7303E-09  4.5872E-09  6.0979E-11  5.4125E-12  4.8155E-09  4.8148E-10  4.8148E-11  4.8148E-12
  Xe   54    0  1.2817E+00  1.7308E+00  2.4009E+00  5.2601E+00  1.8194E+01  4.6296E+02  9.7476E-01  2.5220E+01  2.3011E+03  9.3469E-01  5.1347E+01  3.7677E+03  7.3959E-09  9.7431E-09  1.3574E-08  2.9897E-09  1.0030E-08  2.5468E-07  5.5827E-11  1.3093E-09  1.2446E-07  5.3327E-12  2.8060E-10  2.0806E-08  1.2817E+00  5.2608E+00  9.7593E-01  9.3726E-01  7.3961E-09  2.9901E-09  5.5894E-11  5.3473E-12  6.1557E-09  6.1549E-10  6.1549E-11  6.1549E-12
  Cs   55    0  1.1778E+00  1.5087E+00  2.1603E+00  3.6318E+00  1.3993E+01  3.9777E+02  9.0170E-01  1.9111E+01  1.9794E+03  8.5011E-01  3.6335E+01  3.0796E+03  1.2997E-09  1.6240E-09  2.3357E-09  3.9475E-10  1.4751E-09  4.1845E-08  9.8756E-12  1.8973E-10  2.0474E-08  9.2749E-13  3.7972E-11  3.2520E-09  1.1779E+00  3.6324E+00  9.0258E-01  8.5192E-01  1.2997E-09  3.9481E-10  9.8851E-12  9.2946E-13  1.1771E-09  1.1770E-10  1.1770E-11  1.1770E-12
  Ba   56    0  1.5948E+00  2.2058E+00  2.9256E+00  4.9422E+00  1.4849E+01  1.7912E+03  1.2959E+00  3.3479E+01  6.5869E+03  1.1010E+00  5.9531E+01  1.2022E+04  2.2847E-08  3.0826E-08  4.1065E-08  6.9737E-09  2.0322E-08  2.4463E-06  1.8426E-10  4.3149E-09  8.8447E-07  1.5594E-11  8.0766E-10  1.6481E-07  1.5949E+00  4.9427E+00  1.2975E+00  1.1040E+00  2.2848E-08  6.9744E-09  1.8448E-10  1.5636E-11  1.5282E-08  1.5280E-09  1.5280E-10  1.5280E-11
  La   57    0  1.5573E+00  1.9384E+00  2.3822E+00  3.0565E+00  7.8969E+00  1.9943E+03  1.2411E+00  2.0241E+01  6.8248E+03  1.0221E+00  3.4334E+01  1.1999E+04  1.8806E-09  2.2834E-09  2.8186E-09  3.6357E-10  9.1107E-10  2.2960E-07  1.4876E-11  2.1991E-10  7.7253E-08  1.2204E-12  3.9267E-11  1.3867E-08  1.5573E+00  3.0568E+00  1.2420E+00  1.0238E+00  1.8806E-09  3.6360E-10  1.4887E-11  1.2224E-12  1.2882E-09  1.2881E-10  1.2881E-11  1.2881E-12
  Ce   58    0  1.2806E+00  1.4922E+00  1.6664E+00  2.0150E+00  4.4692E+00  1.5244E+03  1.1141E+00  9.8864E+00  5.2585E+03  9.8739E-01  2.3986E+01  8.6336E+03  4.1607E-09  4.7293E-09  5.3047E-09  6.4485E-10  1.3872E-09  4.7215E-07  3.5926E-11  2.8897E-10  1.6014E-07  3.1717E-12  7.3801E-11  2.6843E-08  1.2806E+00  2.0152E+00  1.1145E+00  9.8856E-01  4.1607E-09  6.4488E-10  3.5939E-11  3.1755E-12  3.4658E-09  3.4654E-10  3.4654E-11  3.4654E-12
  Pr   59    0  1.4213E+00  1.6611E+00  1.8729E+00  1.9232E+00  7.5398E+00  1.5123E+03  1.1747E+00  1.1189E+01  7.9844E+03  1.0363E+00  8.1243E+01  1.0009E+04  7.2583E-10  8.2746E-10  9.3709E-10  9.6733E-11  3.6783E-10  7.3623E-08  5.9538E-12  5.1405E-11  3.8217E-08  5.2321E-13  3.9290E-11  4.8912E-09  1.4213E+00  1.9234E+00  1.1752E+00  1.0404E+00  7.2583E-10  9.6748E-11  5.9562E-12  5.2527E-13  5.4475E-10  5.4468E-11  5.4468E-12  5.4468E-13
  Nd   60    0  1.2069E+00  1.3590E+00  1.4238E+00  1.8463E+00  2.9974E+00  1.3386E+03  1.1270E+00  5.4347E+00  4.6446E+03  1.0138E+00  1.8343E+01  7.1167E+03  1.9665E-09  2.1600E-09  2.2730E-09  2.9631E-10  4.6657E-10  2.0793E-07  1.8225E-11  7.9665E-11  7.0933E-08  1.6331E-12  2.8305E-11  1.1097E-08  1.2069E+00  1.8463E+00  1.1272E+00  1.0147E+00  1.9665E-09  2.9631E-10  1.8228E-11  1.6346E-12  1.7381E-09  1.7379E-10  1.7379E-11  1.7379E-12
  Hg   80    0  1.1384E+00  1.2691E+00  1.3100E+00  1.4955E+00  2.3542E+00  1.3497E+03  1.0250E+00  4.2840E+00  3.9085E+03  9.9220E-01  1.5024E+01  6.3088E+03  8.6378E-10  9.3932E-10  9.7386E-10  1.1176E-10  1.7064E-10  9.7629E-08  7.7184E-12  2.9243E-11  2.7796E-08  7.4432E-13  1.0795E-11  4.5807E-09  1.1384E+00  1.4955E+00  1.0251E+00  9.9292E-01  8.6379E-10  1.1176E-10  7.7195E-12  7.4485E-13  8.0938E-10  8.0928E-11  8.0928E-12  8.0928E-13
  Tl   81    0  1.1349E+00  1.2062E+00  1.2368E+00  1.4077E+00  2.0310E+00  1.0053E+03  1.0142E+00  3.2673E+00  3.4298E+03  9.6301E-01  1.0859E+01  4.8981E+03  1.2717E-09  1.3185E-09  1.3579E-09  1.5537E-10  2.1742E-10  1.0740E-07  1.1280E-11  3.2938E-11  3.6024E-08  1.0669E-12  1.1523E-11  5.2524E-09  1.1349E+00  1.4078E+00  1.0143E+00  9.6351E-01  1.2717E-09  1.5538E-10  1.1281E-11  1.0675E-12  1.1953E-09  1.1952E-10  1.1952E-11  1.1952E-12
  Pb   82    0  1.2130E+00  1.3327E+00  1.3559E+00  1.4692E+00  2.0524E+00  9.8601E+02  1.1066E+00  2.4827E+00  5.6891E+03  1.0115E+00  9.7252E+00  3.7124E+03  9.7607E-09  1.0461E-08  1.0690E-08  1.1644E-09  1.5777E-09  7.5635E-07  8.8373E-11  1.7972E-10  4.2907E-07  8.0470E-12  7.4108E-11  2.8586E-08  1.2130E+00  1.4692E+00  1.1067E+00  1.0119E+00  9.7608E-09  1.1644E-09  8.8377E-11  8.0505E-12  8.5836E-09  8.5824E-10  8.5824E-11  8.5824E-12
  Bi   83    0  9.6385E-01  9.4755E-01  9.4830E-01  9.7576E-01  9.9789E-01  1.0011E+02  9.3845E-01  9.7612E-01  1.7167E+03  9.3305E-01  2.2065E+00  3.5813E+02  6.2098E-10  5.9551E-10  5.9861E-10  6.1919E-11  6.1418E-11  6.1484E-09  6.0007E-12  5.6576E-12  1.0367E-08  5.9433E-13  1.3463E-12  2.2080E-10  9.6385E-01  9.7576E-01  9.3846E-01  9.3312E-01  6.2098E-10  6.1919E-11  6.0007E-12  5.9437E-13  6.8727E-10  6.8717E-11  6.8717E-12  6.8717E-13
