  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
  K    19    0  8.6573E+01  1.0166E+02  6.8690E+01  4.3812E+01  6.0292E+01  6.7172E+01  1.1275E+02  1.6473E+02  1.5156E+02
  Ca   20    0  2.0782E+02  2.2316E+02  1.6432E+02  1.4968E+02  1.0845E+02  2.5811E+02  2.2428E+02  3.1663E+02  3.2632E+02
  Sc   21    0  1.9275E+01  2.3118E+01  1.9574E+01  1.9226E+01  1.6970E+01  3.9734E+01  5.3340E+01  7.8285E+01  1.0281E+02
  Ti   22    0  9.3915E+01  8.0463E+01  5.7804E+01  4.8232E+01  4.1830E+01  3.8155E+01  3.1224E+01  3.1116E+01  4.8268E+01
  V    23    0  8.3563E+01  7.4740E+01  6.4431E+01  2.1006E+01  2.4290E+01  1.0851E+01  1.4409E+01  1.5565E+01  1.7056E+01
  Cr   24    0  3.0019E+02  2.3260E+02  1.9228E+02  1.1591E+02  1.2210E+02  8.2242E+01  7.2214E+01  6.1463E+01  7.1198E+01
  Mn   25    0  1.2139E+02  9.7306E+01  8.7487E+01  3.1924E+01  3.4994E+01  1.7208E+01  1.8012E+01  1.6738E+01  1.8415E+01
  Fe   26    0  4.9658E+02  4.2514E+02  3.1233E+02  2.4524E+02  2.0381E+02  1.5180E+02  1.0260E+02  7.8161E+01  5.1014E+01
  Co   27    0  2.6490E+02  2.3506E+02  1.6624E+02  1.2464E+02  1.1109E+02  8.0336E+01  5.0916E+01  4.3475E+01  2.1756E+01
  Ni   28    0  7.8675E+02  6.7370E+02  4.9504E+02  3.8960E+02  3.2299E+02  2.4342E+02  1.6464E+02  1.2743E+02  3.6352E+01
  Cu   29    0  1.9324E+01  1.6150E+01  1.2985E+01  1.5991E+01  2.9283E+01  7.7461E+01  5.6692E+01  5.6568E+01  8.0140E+01
  Zn   30    0  9.3139E+01  7.8811E+01  5.7796E+01  5.2652E+01  1.5511E+02  2.0454E+02  9.2880E+01  6.4010E+01  5.5750E+01
  Ga   31    0  1.2167E+00  1.1692E+00  1.4059E+00  1.9304E+00  2.4173E+00  6.9296E+00  2.0190E+01  3.7858E+01  7.5933E+01
  Ge   32    0  1.0919E+00  1.0838E+00  1.1880E+00  1.4862E+00  1.8639E+00  4.5061E+00  1.3744E+01  2.4861E+01  4.0465E+01
  As   33    0  1.0641E+00  1.0693E+00  1.1474E+00  1.3437E+00  1.4977E+00  3.1136E+00  9.8593E+00  2.0269E+01  4.5575E+01
  Se   34    0  1.0256E+00  1.0131E+00  1.0366E+00  1.1203E+00  1.2149E+00  1.9727E+00  5.3463E+00  1.0303E+01  1.5026E+01
  Br   35    0  9.9221E-01  9.8538E-01  1.0125E+00  1.0796E+00  1.1206E+00  1.6139E+00  3.2123E+00  6.3383E+00  1.2155E+01
  Kr   36    0  1.0110E+00  1.0209E+00  1.0828E+00  1.1575E+00  1.1890E+00  1.5781E+00  3.1375E+00  5.8580E+00  1.1060E+01
  Rb   37    0  1.0289E+00  1.0309E+00  1.0524E+00  1.0897E+00  1.1180E+00  1.3912E+00  2.4256E+00  4.4648E+00  8.5902E+00
  Sr   38    0  1.0887E+00  1.1422E+00  1.3644E+00  1.6893E+00  1.7849E+00  2.7644E+00  4.8891E+00  7.9484E+00  1.3680E+01
  Y    39    0  1.0469E+00  1.0536E+00  1.1456E+00  1.3662E+00  1.4980E+00  2.2660E+00  3.9925E+00  5.8079E+00  7.3355E+00
  Zr   40    0  9.8571E-01  9.8620E-01  1.0110E+00  1.1013E+00  1.1807E+00  1.4812E+00  2.2608E+00  2.8880E+00  3.8110E+00
  Nb   41    0  9.4682E-01  9.2857E-01  9.4856E-01  9.8559E-01  9.8296E-01  1.1034E+00  1.3543E+00  1.6794E+00  2.2865E+00
  Mo   42    0  1.1809E+00  1.1930E+00  1.1831E+00  1.1873E+00  1.2055E+00  1.2852E+00  1.4132E+00  1.6222E+00  2.0852E+00
  Xe   54    0  9.7197E-01  9.6038E-01  9.4396E-01  9.2305E-01  9.2128E-01  9.0810E-01  9.7414E-01  1.0415E+00  1.2134E+00
  Cs   55    0  9.2280E-01  9.1065E-01  8.8458E-01  8.6303E-01  8.6531E-01  8.5140E-01  9.4430E-01  9.0844E-01  1.0101E+00
  Ba   56    0  9.9965E-01  1.0088E+00  1.0803E+00  1.1542E+00  1.1552E+00  1.2794E+00  1.4409E+00  1.6030E+00  1.9474E+00
  La   57    0  9.8172E-01  9.8244E-01  1.0218E+00  1.0835E+00  1.0947E+00  1.2422E+00  1.3977E+00  1.5457E+00  1.8221E+00
  Ce   58    0  9.7856E-01  9.7630E-01  9.9048E-01  1.0108E+00  1.0144E+00  1.0842E+00  1.1903E+00  1.3069E+00  1.5117E+00
  Pr   59    0  9.5561E-01  9.4679E-01  9.2681E-01  9.3746E-01  9.4196E-01  9.4660E-01  1.1196E+00  1.7580E+00  2.3501E+00
  Nd   60    0  9.9415E-01  1.0076E+00  1.0157E+00  1.0283E+00  1.0433E+00  1.1076E+00  1.1985E+00  1.2632E+00  1.5147E+00
  Hg   80    0  9.9395E-01  9.8723E-01  9.9701E-01  1.0025E+00  9.9721E-01  1.0108E+00  1.0671E+00  1.0552E+00  1.1169E+00
  Tl   81    0  9.6728E-01  9.6428E-01  9.9395E-01  1.0181E+00  1.0047E+00  1.0202E+00  1.0432E+00  1.0222E+00  1.0787E+00
  Pb   82    0  9.8205E-01  9.8087E-01  1.0087E+00  1.0414E+00  1.0402E+00  1.0975E+00  1.1738E+00  1.2548E+00  1.3835E+00
  Bi   83    0  9.6708E-01  9.5910E-01  9.5978E-01  9.5965E-01  9.5154E-01  9.3411E-01  9.1221E-01  9.0709E-01  9.0959E-01
  ele   Z    A    013c150     015c150     020c150     025c150     030c150     040c150     060c150     080c150     120c150
  H     1    0  5.8857E-01  5.6769E-01  5.3905E-01  5.2473E-01  4.8507E-01  4.4941E-01  3.8343E-01  3.5480E-01  6.3521E-01
  He    2    0  1.4574E+00  1.4344E+00  1.3981E+00  1.2680E+00  1.0157E+00  8.6318E-01  7.7348E-01  7.7722E-01  2.0823E+00
  Li    3    0  4.1939E-02  2.3432E-02  1.0788E-03  6.8649E-02  1.3359E-03  2.6163E-01  1.5101E-01  6.1345E-02  1.6083E-03
  Be    4    0  5.2975E-05  8.2563E-05  1.6834E-04  2.6628E-04  3.5131E-04  2.4364E-04  1.1954E-04  1.1390E-04  4.1575E-04
  B     5    0  2.1490E-02  1.9908E-02  1.5797E-02  6.4072E-03  3.1905E-03  2.9752E-03  1.6811E-03  1.5919E-03  3.9133E-03
  C     6    0  6.3254E+02  6.8952E+02  7.3974E+02  8.8325E+02  1.2162E+03  1.4428E+03  1.4201E+03  1.1715E+03  2.5248E+02
  N     7    0  7.9603E+02  7.9174E+02  8.5094E+02  5.4377E+01  5.9696E+01  8.8070E+01  8.9278E+01  9.7339E+01  1.8659E+02
  O     8    0  6.6352E+02  6.3920E+02  8.9091E+02  1.0366E+03  1.3432E+03  1.5567E+03  1.8306E+03  1.9383E+03  2.4641E+01
  F     9    0  9.5405E+02  1.7641E+03  1.9909E+03  1.2977E+03  3.5763E+03  8.2022E+02  4.5452E+02  4.2368E+02  3.3170E-01
  Ne   10    0  9.6772E+02  5.9102E+02  5.4476E+02  1.6260E+03  2.5555E+03  2.9198E+03  3.1403E+03  3.3480E+03  2.6737E+00
  Na   11    0  1.6144E+02  1.1594E+02  1.0640E+02  2.5857E+02  6.3236E+02  4.3526E+02  1.4232E+02  1.6445E+02  6.9465E+00
  Mg   12    0  2.4687E+02  1.0754E+02  2.3807E+02  4.6965E+02  4.9779E+02  8.1249E+02  1.5647E+03  1.6351E+03  9.8688E-01
  Al   13    0  2.2374E+02  8.3124E+01  2.5866E+02  6.0818E+02  3.5612E+02  4.3946E+02  3.9262E+02  6.4818E+02  5.2886E+00
  Si   14    0  4.1583E+02  9.0864E+02  7.1521E+02  5.9190E+02  6.6386E+02  7.6021E+02  9.5574E+02  1.1725E+03  1.0388E+00
  P    15    0  3.0175E+02  5.1811E+02  6.3849E+02  8.1951E+02  4.5047E+02  6.8588E+02  7.6373E+02  1.0793E+03  1.1281E+00
  S    16    0  3.6754E+02  2.2986E+03  7.0053E+02  4.7320E+02  5.3965E+02  5.7731E+02  7.4657E+02  1.0130E+03  1.0003E+00
  Cl   17    0  5.7221E+01  1.0116E+03  1.2702E+02  1.2752E+02  1.0900E+02  1.5051E+02  1.4187E+02  1.6961E+02  1.2005E+00
  Ar   18    0  3.3284E+02  3.1959E+03  6.5272E+02  4.0988E+02  4.3477E+02  4.3782E+02  6.3115E+02  9.2643E+02  9.8832E-01
  K    19    0  1.0237E+02  4.8442E+03  2.0114E+02  1.9762E+02  1.4974E+02  1.9754E+02  3.1209E+02  3.9832E+02  1.2119E+00
  Ca   20    0  3.1416E+02  3.7470E+03  6.2236E+02  3.5687E+02  3.7010E+02  3.4532E+02  5.2492E+02  8.2856E+02  9.9652E-01
  Sc   21    0  5.0311E+01  1.3027E+03  8.7142E+01  8.2772E+01  1.2341E+02  1.2407E+02  1.3320E+02  1.5173E+02  1.7201E+00
  Ti   22    0  1.1941E+02  2.5946E+02  1.1238E+02  9.4046E+01  5.7637E+01  5.1995E+01  4.9824E+01  5.9117E+01  1.0162E+00
  V    23    0  7.2240E+01  2.4786E+02  7.5547E+01  4.7728E+01  1.9860E+01  3.3366E+01  3.3653E+01  3.8510E+01  9.9390E-01
  Cr   24    0  2.8543E+02  4.5734E+02  2.9954E+02  1.8783E+02  1.3042E+02  1.1809E+02  1.0014E+02  8.0192E+01  9.9788E-01
  Mn   25    0  9.5535E+01  1.5987E+02  1.0259E+02  5.4067E+01  2.4658E+01  3.4999E+01  3.2640E+01  3.0850E+01  1.0013E+00
  Fe   26    0  5.1618E+02  4.4784E+02  3.3271E+02  2.5856E+02  2.1378E+02  1.6153E+02  1.1059E+02  8.6021E+01  9.9610E-01
  Co   27    0  2.6743E+02  1.3181E+02  1.4498E+02  1.1705E+02  7.8298E+01  8.5419E+01  4.2456E+01  3.1744E+01  1.4854E+00
  Ni   28    0  8.1932E+02  7.2153E+02  5.3409E+02  4.1207E+02  3.4460E+02  2.5977E+02  1.8029E+02  8.0284E+01  1.0366E+00
  Cu   29    0  9.1918E+01  2.8063E+02  7.7544E+01  5.8277E+01  1.2708E+02  1.3016E+02  1.1397E+02  1.1258E+02  2.1701E+00
  Zn   30    0  1.6259E+02  2.3600E+02  1.2251E+02  1.0204E+02  1.3409E+02  2.9417E+02  1.0610E+02  1.0576E+02  1.2769E+00
  Ga   31    0  4.3313E+01  6.7382E+01  1.4045E+02  2.1953E+02  8.4986E+01  2.9477E+02  3.0204E+02  3.7580E+02  1.3517E+00
  Ge   32    0  3.3102E+01  5.4487E+01  1.0565E+02  2.1335E+02  8.2694E+01  2.5780E+02  2.3909E+02  2.9447E+02  1.1472E+00
  As   33    0  2.9277E+01  5.2869E+01  1.6574E+02  4.0237E+02  8.1374E+01  3.6997E+02  3.2737E+02  4.8738E+02  1.0760E+00
  Se   34    0  3.1621E+01  5.6112E+01  9.0121E+01  2.7253E+02  9.9900E+01  2.3428E+02  1.6941E+02  2.0251E+02  1.0364E+00
  Br   35    0  2.8892E+01  5.3316E+01  7.5436E+01  3.0539E+02  9.9114E+01  2.1841E+02  1.4399E+02  1.8626E+02  1.0153E+00
  Kr   36    0  2.8221E+01  6.3142E+01  6.6157E+01  3.2627E+02  1.8226E+02  2.3425E+02  1.4262E+02  2.1852E+02  1.0492E+00
  Rb   37    0  3.2650E+01  6.0223E+01  9.0767E+01  5.3002E+02  3.5280E+02  2.9726E+02  1.4300E+02  2.1018E+02  1.0078E+00
  Sr   38    0  6.7269E+01  1.2393E+02  1.2459E+02  1.4139E+03  1.2463E+02  3.8203E+02  2.5835E+02  4.6700E+02  1.1640E+00
  Y    39    0  5.5722E+01  1.0620E+02  8.9172E+01  1.2928E+03  1.1067E+02  2.5699E+02  1.3990E+02  2.2133E+02  1.0747E+00
  Zr   40    0  3.2223E+01  7.4765E+01  3.7139E+01  8.1964E+02  6.4006E+01  9.7528E+01  3.8601E+01  6.8640E+01  9.9552E-01
  Nb   41    0  2.2361E+01  5.4058E+01  1.6518E+01  5.0746E+02  4.2950E+01  4.1107E+01  1.4292E+01  2.4057E+01  1.0080E+00
  Mo   42    0  1.3531E+01  4.0566E+01  7.8072E+00  2.8046E+02  1.9198E+01  1.8938E+01  8.4438E+00  1.4695E+01  1.1538E+00
  Xe   54    0  7.3673E+00  2.1885E+01  3.7025E+00  1.5490E+02  1.4260E+01  8.6640E+00  3.7936E+00  5.9946E+00  9.9194E-01
  Cs   55    0  5.3622E+00  1.5551E+01  3.4502E+00  1.1581E+02  1.1922E+01  7.2922E+00  2.8372E+00  4.3572E+00  9.8293E-01
  Ba   56    0  1.1174E+01  3.9698E+01  4.3812E+00  2.0974E+02  7.6753E+00  8.7851E+00  5.1412E+00  7.2048E+00  1.0358E+00
  La   57    0  6.4958E+00  2.6340E+01  2.8696E+00  1.2328E+02  3.8546E+00  5.5978E+00  3.6687E+00  4.6272E+00  1.0238E+00
  Ce   58    0  3.4471E+00  1.4162E+01  1.9258E+00  5.4116E+01  2.7671E+00  3.5072E+00  2.5399E+00  3.0068E+00  1.0102E+00
  Pr   59    0  2.4260E+00  8.5364E+00  1.7502E+00  6.2294E+01  1.3165E+01  4.3201E+00  2.1901E+00  2.2949E+00  9.9220E-01
  Nd   60    0  2.3354E+00  8.9946E+00  1.7491E+00  2.2787E+01  1.5887E+00  2.8037E+00  2.5413E+00  3.1843E+00  1.0041E+00
  Hg   80    0  1.9492E+00  7.3179E+00  1.6065E+00  1.8242E+01  1.2877E+00  2.1421E+00  1.7816E+00  1.9466E+00  1.0071E+00
  Tl   81    0  1.5816E+00  4.9336E+00  1.2800E+00  1.2886E+01  1.1874E+00  2.0158E+00  1.6962E+00  1.8411E+00  1.0069E+00
  Pb   82    0  1.4798E+00  3.1402E+00  1.4346E+00  6.4392E+00  1.6776E+00  2.1944E+00  1.9315E+00  2.0462E+00  1.0155E+00
  Bi   83    0  9.1772E-01  9.3718E-01  9.0094E-01  1.1757E+00  1.0772E+00  1.0046E+00  9.1051E-01  8.9123E-01  9.9720E-01
  ele   Z    A    013c300     015c300     020c300     025c300     030c300     040c300     060c300     080c300     120c300
  H     1    0  5.3812E-01  5.2935E-01  5.1658E-01  4.8868E-01  4.7526E-01  4.3198E-01  3.6236E-01  3.3051E-01  2.2030E-01
  He    2    0  1.4159E+00  1.4087E+00  1.2577E+00  9.8354E-01  9.8746E-01  7.5205E-01  6.9746E-01  9.0520E-01  1.0815E+00
  Li    3    0  1.8902E-03  3.0395E-04  1.5811E-04  1.6672E-02  7.2216E-02  1.6671E-01  2.5580E-02  2.2130E-04  1.5856E-04
  Be    4    0  2.1920E-05  3.4975E-05  7.3306E-05  1.2347E-04  1.6870E-04  2.3301E-04  6.8886E-05  6.7770E-05  9.4567E-05
  B     5    0  1.2388E-03  1.0395E-03  3.8047E-04  5.0992E-04  6.8087E-04  1.0140E-03  3.2962E-04  2.9919E-04  4.2097E-04
  C     6    0  3.0747E+02  3.3217E+02  4.3943E+02  1.0674E+03  1.4222E+03  1.5108E+03  1.5751E+03  1.4282E+03  1.5622E+03
  N     7    0  9.2893E+02  7.5251E+02  1.5259E+02  8.4729E+01  9.8090E+01  2.4100E+02  2.4587E+02  1.3275E+02  7.6552E+01
  O     8    0  5.8787E+02  6.5344E+02  1.1285E+03  1.3518E+03  1.3091E+03  1.6711E+03  1.9840E+03  1.8499E+03  2.2628E+03
  F     9    0  5.0143E+02  7.8305E+02  2.3783E+03  7.2636E+03  1.0724E+03  2.7156E+03  6.3319E+02  1.9071E+02  3.0817E-01
  Ne   10    0  9.1931E+02  1.0318E+03  1.4574E+03  2.9855E+03  3.1476E+03  3.3854E+03  2.6652E+03  3.3920E+03  2.1394E+03
  Na   11    0  2.2450E+02  3.3245E+02  2.8880E+02  1.1013E+03  9.5623E+02  6.0497E+02  3.1660E+02  1.9262E+02  7.7724E+01
  Mg   12    0  3.8582E+02  4.6617E+02  5.4893E+02  5.4548E+02  6.3234E+02  1.1386E+03  1.1245E+03  1.6385E+03  5.8331E+02
  Al   13    0  9.6893E+01  1.3295E+02  3.5207E+02  1.0323E+03  7.1559E+02  8.5727E+02  8.0214E+02  6.7294E+02  1.1554E+02
  Si   14    0  2.0231E+03  1.9704E+03  7.2543E+02  7.3837E+02  7.4110E+02  8.1513E+02  1.1813E+03  9.8622E+02  1.9329E+02
  P    15    0  1.3167E+03  1.7949E+03  1.7776E+03  1.5704E+03  8.8215E+02  1.5470E+03  1.9009E+03  1.1493E+03  1.8592E+02
  S    16    0  4.5001E+03  4.0660E+03  1.0969E+03  6.5100E+02  6.2904E+02  7.0707E+02  9.7749E+02  7.0490E+02  1.6412E+02
  Cl   17    0  1.6497E+03  1.8236E+03  5.7266E+02  3.0822E+02  1.7587E+02  3.3648E+02  3.0715E+02  1.6744E+02  3.8127E+01
  Ar   18    0  6.3632E+03  5.3073E+03  1.1140E+03  5.4187E+02  5.5906E+02  5.5349E+02  8.3604E+02  5.9264E+02  1.4484E+02
  K    19    0  8.5101E+03  8.2390E+03  9.0238E+02  3.5649E+02  2.0921E+02  3.9938E+02  5.2444E+02  3.6397E+02  6.2698E+01
  Ca   20    0  6.2575E+03  4.8297E+03  7.9798E+02  4.0997E+02  5.3509E+02  3.5916E+02  6.4791E+02  4.5111E+02  1.2941E+02
  Sc   21    0  9.6483E+02  7.7971E+02  1.8128E+02  9.9026E+01  1.1593E+02  1.0937E+02  1.2757E+02  1.0933E+02  8.1594E+01
  Ti   22    0  1.1788E+03  9.5774E+02  1.6856E+02  1.0514E+02  7.9736E+01  7.3934E+01  7.8802E+01  5.7543E+01  3.5031E+01
  V    23    0  1.3336E+03  1.4779E+03  1.9890E+02  6.8547E+01  3.8097E+01  7.0660E+01  7.7010E+01  4.8510E+01  1.6390E+01
  Cr   24    0  1.1436E+03  1.0989E+03  2.9631E+02  1.6574E+02  1.3205E+02  1.3149E+02  1.0951E+02  7.8800E+01  4.5584E+01
  Mn   25    0  7.8591E+02  1.2254E+03  1.7552E+02  6.3066E+01  4.1848E+01  5.6790E+01  5.6214E+01  2.9390E+01  1.0008E+01
  Fe   26    0  6.1208E+02  6.2544E+02  3.6831E+02  2.6609E+02  2.1527E+02  1.6551E+02  1.1884E+02  8.2743E+01  4.8874E+01
  Co   27    0  3.0693E+02  3.3581E+02  1.7266E+02  1.3305E+02  9.4110E+01  7.9169E+01  4.7191E+01  3.2236E+01  2.2263E+01
  Ni   28    0  9.5648E+02  9.4455E+02  5.8705E+02  4.2413E+02  3.4687E+02  2.6318E+02  1.9023E+02  9.8325E+01  4.5233E+01
  Cu   29    0  2.9559E+01  2.6864E+01  2.6590E+01  4.2724E+01  9.9992E+01  3.5389E+01  2.5634E+01  7.0188E+01  1.4700E+02
  Zn   30    0  8.5455E+01  7.4458E+01  6.2961E+01  8.0004E+01  1.2691E+02  1.0421E+02  3.9159E+01  8.4892E+01  1.4413E+02
  Ga   31    0  3.6721E+01  4.3598E+01  6.2417E+01  1.8556E+02  2.9695E+02  1.4818E+02  1.2267E+02  3.9874E+02  5.6139E+02
  Ge   32    0  3.4315E+01  3.9016E+01  5.9276E+01  1.8960E+02  3.0371E+02  1.7079E+02  1.2947E+02  3.9358E+02  4.9558E+02
  As   33    0  3.5003E+01  4.0321E+01  1.1100E+02  3.8317E+02  5.3794E+02  3.2871E+02  2.4979E+02  7.8787E+02  5.8452E+02
  Se   34    0  4.1334E+01  3.9349E+01  8.6128E+01  2.9614E+02  4.0568E+02  2.7858E+02  1.7670E+02  4.1753E+02  4.2945E+02
  Br   35    0  3.4888E+01  3.4509E+01  7.3168E+01  3.2818E+02  4.7072E+02  2.9405E+02  1.7482E+02  4.2504E+02  3.8291E+02
  Kr   36    0  7.1773E+01  6.6914E+01  1.7800E+02  4.4153E+02  7.8359E+02  5.3945E+02  2.9648E+02  7.0212E+02  7.6039E+02
  Rb   37    0  7.4049E+01  4.5666E+01  3.2738E+02  7.5788E+02  1.3097E+03  9.4646E+02  4.7582E+02  8.2385E+02  4.2115E+02
  Sr   38    0  5.5502E+02  5.8539E+02  2.0749E+03  3.8380E+03  2.2887E+03  4.8216E+03  4.8506E+03  4.2215E+03  2.8959E+03
  Y    39    0  6.9731E+02  7.1386E+02  2.7559E+03  4.6625E+03  2.2755E+03  6.6747E+03  6.6286E+03  3.4869E+03  1.9528E+03
  Zr   40    0  2.4801E+03  1.2753E+03  5.0594E+03  4.7468E+03  1.5555E+03  8.4095E+03  1.0262E+04  2.1254E+03  8.5466E+02
  Nb   41    0  7.7721E+02  7.6388E+02  2.8960E+03  3.6468E+03  1.0127E+03  6.1502E+03  7.1856E+03  1.1278E+03  5.0232E+02
  Mo   42    0  1.1406E+03  1.3317E+03  6.0815E+03  3.3005E+03  6.0603E+02  7.2553E+03  1.3682E+04  8.7133E+02  2.5526E+02
  Xe   54    0  6.9202E+02  6.0131E+02  3.1209E+03  1.7818E+03  3.8267E+02  4.1514E+03  6.1199E+03  4.0811E+02  1.0593E+02
  Cs   55    0  5.4176E+02  5.2742E+02  2.4333E+03  1.5466E+03  2.8800E+02  3.4334E+03  5.7268E+03  2.9447E+02  6.9098E+01
  Ba   56    0  4.9201E+03  5.4245E+03  7.6176E+03  3.7179E+03  4.8037E+02  9.4607E+03  1.9541E+04  4.3581E+02  1.1786E+02
  La   57    0  7.0159E+03  8.2189E+03  7.5493E+03  3.0883E+03  3.0935E+02  8.4930E+03  2.0193E+04  1.9948E+02  4.8189E+01
  Ce   58    0  7.2883E+03  8.4641E+03  6.0599E+03  1.5272E+03  1.8574E+02  5.3755E+03  1.4974E+04  7.8901E+01  2.0166E+01
  Pr   59    0  1.5170E+04  6.0058E+03  2.5085E+04  8.0935E+02  4.5858E+02  7.5934E+03  1.3396E+04  4.8322E+01  1.0994E+01
  Nd   60    0  6.5603E+03  1.0082E+04  4.3231E+03  9.1933E+02  8.2376E+01  3.5466E+03  1.3672E+04  4.4176E+01  1.1833E+01
  Hg   80    0  6.7515E+03  9.1963E+03  3.5141E+03  7.3623E+02  6.2572E+01  2.8683E+03  1.0872E+04  2.4281E+01  8.2975E+00
  Tl   81    0  7.0177E+03  9.6703E+03  2.4797E+03  5.8719E+02  5.2103E+01  2.2623E+03  8.8374E+03  1.6375E+01  6.8044E+00
  Pb   82    0  1.8467E+04  3.1592E+04  2.2920E+03  2.3893E+02  2.8502E+01  1.1327E+03  5.2250E+03  7.8628E+00  5.2910E+00
  Bi   83    0  6.1976E+03  1.1803E+04  3.5464E+02  6.1189E+00  2.4747E+00  5.2601E+01  2.4535E+02  1.3225E+00  1.3741E+00
  ele   Z    A    013d000     015d000     020d000     025d000     030d000     040d000     060d000     080d000     120d000
  H     1    0  7.2314E-01  7.0380E-01  6.3896E-01  6.0162E-01  5.6737E-01  5.2450E-01  4.7437E-01  4.3397E-01  3.6003E-01
  He    2    0  1.6367E+00  1.4799E+00  1.5366E+00  1.4785E+00  1.4685E+00  1.4650E+00  1.3590E+00  1.4304E+00  1.3417E+00
  Li    3    0  1.7766E-03  3.5222E-03  1.1103E-02  1.1117E-02  1.2349E-03  1.3010E-02  1.7921E-03  1.5435E-03  2.9717E-03
  Be    4    0  1.7784E-03  3.5121E-03  1.1054E-02  1.1012E-02  7.2924E-04  8.7584E-04  1.0465E-03  1.3502E-03  2.9066E-03
  B     5    0  7.6769E-02  7.3422E-02  6.4968E-02  5.9811E-02  5.8034E-02  5.2654E-02  4.6610E-02  4.3219E-02  3.8070E-02
  C     6    0  3.2895E+03  4.7116E+03  5.1716E+03  5.6780E+03  6.7935E+03  7.5542E+03  8.9931E+03  8.7894E+03  8.6958E+03
  N     7    0  1.2896E+01  1.1535E+01  1.0786E+01  1.0596E+01  1.2967E+01  1.3644E+01  1.4056E+01  1.3676E+01  1.3487E+01
  O     8    0  1.2517E+03  3.0310E+03  3.8305E+03  5.6167E+03  6.6637E+03  8.6804E+03  1.1807E+04  1.2606E+04  1.6452E+04
  F     9    0  5.1760E-01  5.1147E-01  1.7517E+00  2.5214E+00  2.9957E+00  3.6003E+00  4.0836E+01  2.3738E+01  8.9485E+00
  Ne   10    0  8.9224E+02  1.5497E+03  2.1522E+04  2.4534E+04  2.6543E+04  1.7527E+04  9.8388E+03  7.7612E+03  1.5403E+04
  Na   11    0  1.2047E+02  1.8827E+02  4.9895E+03  4.7935E+03  5.4135E+03  3.2406E+03  7.4386E+02  5.7235E+02  7.6025E+02
  Mg   12    0  9.1136E+02  1.1220E+03  4.2605E+03  4.1590E+03  4.2393E+03  3.3139E+03  3.4319E+03  3.1966E+03  3.3094E+03
  Al   13    0  8.3470E+02  6.5123E+02  2.8890E+03  2.3382E+03  2.2816E+03  1.8460E+03  2.4468E+03  1.3037E+03  7.9522E+02
  Si   14    0  3.1650E+03  4.9276E+03  2.9170E+03  3.2753E+03  3.3277E+03  4.1900E+03  5.5875E+03  6.0837E+03  1.7577E+03
  P    15    0  2.5818E+03  1.5676E+03  2.0877E+03  1.9658E+03  1.9466E+03  2.1142E+03  3.4282E+03  2.6373E+03  9.8866E+02
  S    16    0  2.6375E+03  8.4355E+03  1.9957E+03  2.2140E+03  2.1631E+03  2.9461E+03  4.0471E+03  4.6207E+03  1.5979E+03
  Cl   17    0  4.7947E+02  1.6222E+03  3.4040E+02  3.2266E+02  3.5251E+02  4.9108E+02  6.6626E+02  6.1958E+02  1.8283E+02
  Ar   18    0  2.2500E+03  1.0294E+04  1.6719E+03  1.8614E+03  1.6685E+03  2.1566E+03  3.1639E+03  3.8441E+03  1.5308E+03
  K    19    0  8.2662E+02  5.8732E+03  6.3761E+02  4.1493E+02  4.3153E+02  7.2653E+02  1.1651E+03  1.4197E+03  3.2954E+02
  Ca   20    0  1.9862E+03  9.8913E+03  1.4647E+03  1.8325E+03  1.5145E+03  1.6851E+03  2.6512E+03  3.3599E+03  1.5241E+03
  Sc   21    0  1.9191E+02  1.9975E+03  1.2973E+02  1.5597E+02  1.3841E+02  1.7193E+02  3.1384E+02  3.8851E+02  1.4487E+02
  Ti   22    0  8.5158E+02  1.3013E+03  5.7944E+02  5.6177E+02  4.5631E+02  3.6631E+02  2.9272E+02  2.8303E+02  4.2184E+02
  V    23    0  6.4175E+02  8.1487E+02  6.2796E+02  1.1083E+02  1.5736E+02  1.1106E+02  1.1035E+02  1.0853E+02  6.5187E+01
  Cr   24    0  2.4424E+03  3.5002E+03  1.9665E+03  9.9422E+02  1.1684E+03  9.5511E+02  7.1729E+02  6.2770E+02  7.6591E+02
  Mn   25    0  8.9842E+02  9.9134E+02  8.3225E+02  1.7321E+02  2.5539E+02  1.6254E+02  1.5185E+02  1.3879E+02  9.8292E+01
  Fe   26    0  4.9510E+03  4.2940E+03  3.1136E+03  2.4574E+03  2.0238E+03  1.5249E+03  1.0222E+03  7.7183E+02  4.7296E+02
  Co   27    0  2.8597E+03  1.6161E+03  1.6409E+03  1.1936E+03  5.8472E+02  5.4951E+02  3.6966E+02  2.9853E+02  2.3782E+02
  Ni   28    0  7.8479E+03  6.8241E+03  4.9342E+03  3.9116E+03  3.2156E+03  2.4211E+03  1.6323E+03  1.2462E+03  3.0809E+02
  Cu   29    0  1.8670E+02  2.0941E+03  1.1354E+02  5.9607E+02  8.8805E+02  2.9360E+02  1.9974E+02  1.3064E+02  4.5599E+02
  Zn   30    0  9.9965E+02  3.0257E+03  6.2041E+02  1.4834E+03  8.9259E+02  6.9856E+02  6.6452E+02  5.4597E+02  1.1227E+03
