  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
  C     6    0  2.6527E+01  4.4388E+01  5.0343E+01  6.9757E+01  7.4437E+01  7.4309E+01  8.7162E+01  7.6121E+01  1.0507E+02
  N     7    0  9.6533E+00  8.8026E+00  8.6049E+00  8.1421E+00  1.1677E+01  1.2277E+01  1.2843E+01  1.0483E+01  1.3399E+01
  O     8    0  1.1962E+01  3.1819E+01  3.5912E+01  5.9427E+01  5.2771E+01  7.3572E+01  1.0092E+02  1.2797E+02  1.3607E+02
  F     9    0  6.7066E-01  6.4132E-01  6.9575E-01  2.2583E+00  1.9495E+00  2.7066E+00  2.9940E+01  9.8593E+00  2.3019E-01
  Ne   10    0  3.6910E+01  5.8620E+01  2.0857E+02  1.6984E+02  1.3928E+02  2.3799E+02  9.5168E+01  9.1862E+01  2.2783E+02
  Na   11    0  1.3391E+01  2.6362E+01  7.0151E+01  8.6348E+01  7.0385E+01  1.1501E+02  3.2499E+01  2.4334E+01  4.0447E+01
  Mg   12    0  1.5368E+01  1.9558E+01  5.1975E+01  3.2844E+01  2.8118E+01  4.1893E+01  2.8797E+01  4.0093E+01  1.1195E+02
  Al   13    0  2.3690E+01  3.1197E+01  6.9559E+01  5.3086E+01  4.5076E+01  6.8911E+01  4.0628E+01  4.7910E+01  8.3870E+01
  Si   14    0  2.6931E+01  4.7531E+01  3.6697E+01  4.7439E+01  4.0985E+01  3.7111E+01  5.8122E+01  7.5546E+01  6.8739E+01
  P    15    0  3.7905E+01  6.3139E+01  5.5636E+01  7.4391E+01  6.5976E+01  6.9653E+01  9.3786E+01  1.2353E+02  1.2470E+02
  S    16    0  2.1406E+01  4.0642E+01  2.4049E+01  3.5686E+01  3.0653E+01  2.8050E+01  5.0832E+01  6.2459E+01  5.3131E+01
  Cl   17    0  6.5342E+00  1.2423E+01  8.6641E+00  1.7409E+01  1.6138E+01  1.5780E+01  2.4351E+01  2.5797E+01  1.9832E+01
  Ar   18    0  1.7952E+01  3.2847E+01  1.8263E+01  2.5084E+01  2.1209E+01  2.1585E+01  3.9629E+01  5.1795E+01  4.7326E+01
  K    19    0  8.4671E+00  1.6046E+01  1.0282E+01  1.6436E+01  1.4849E+01  1.5805E+01  2.8084E+01  3.8260E+01  3.4411E+01
  Ca   20    0  1.5047E+01  2.5707E+01  1.3672E+01  1.5938E+01  1.2506E+01  1.5811E+01  2.8371E+01  3.8859E+01  3.6554E+01
  Sc   21    0  4.7550E+00  8.8575E+00  1.5088E+01  2.9621E+01  2.6002E+01  3.7941E+01  4.1171E+01  7.7392E+01  5.9463E+01
  Ti   22    0  9.9195E+00  1.1188E+01  7.5175E+00  7.1232E+00  6.4077E+00  6.7543E+00  7.7571E+00  9.5504E+00  1.0554E+01
  V    23    0  9.2849E+00  1.5961E+01  1.1097E+01  7.6155E+00  6.6269E+00  5.6085E+00  8.5689E+00  1.2536E+01  1.4841E+01
  Cr   24    0  2.1932E+01  3.2516E+01  2.0336E+01  1.6614E+01  1.3750E+01  8.3177E+00  8.7411E+00  9.1917E+00  7.9705E+00
  Mn   25    0  1.0960E+01  1.8592E+01  1.1996E+01  7.6748E+00  6.5534E+00  3.3412E+00  4.2250E+00  4.4348E+00  4.1147E+00
  Fe   26    0  5.0304E+01  4.4217E+01  3.2280E+01  2.6164E+01  2.1548E+01  1.6015E+01  1.1222E+01  8.9319E+00  6.1705E+00
  Co   27    0  3.3915E+01  2.6954E+01  2.2960E+01  1.7402E+01  1.6719E+01  1.2572E+01  9.3001E+00  1.0921E+01  6.8765E+00
  Ni   28    0  7.9480E+01  7.0058E+01  5.1236E+01  4.2105E+01  3.4649E+01  2.6243E+01  1.8833E+01  1.6388E+01  7.4884E+00
  Cu   29    0  5.2884E+00  8.6969E+00  1.4922E+01  3.5552E+01  3.4571E+01  5.2255E+01  5.9951E+01  7.3297E+01  7.0814E+01
  Zn   30    0  1.1364E+01  1.1589E+01  1.1562E+01  2.4981E+01  3.5180E+01  4.0558E+01  5.6879E+01  6.6124E+01  6.8938E+01
  Ga   31    0  2.6508E+00  6.2790E+00  1.2783E+01  5.9260E+01  6.2420E+01  1.4417E+02  2.4769E+02  3.4100E+02  3.3840E+02
  Ge   32    0  2.0130E+00  4.2487E+00  7.4458E+00  4.1465E+01  4.4890E+01  1.0388E+02  1.9493E+02  2.6788E+02  2.8524E+02
  As   33    0  1.8832E+00  4.3872E+00  7.6638E+00  6.1167E+01  6.7488E+01  1.5377E+02  3.5406E+02  5.7462E+02  4.8852E+02
  Se   34    0  1.5142E+00  2.2331E+00  3.5354E+00  2.6263E+01  3.0331E+01  7.6203E+01  1.7285E+02  2.4197E+02  2.4574E+02
  Br   35    0  1.4005E+00  1.7265E+00  3.2078E+00  2.2952E+01  2.7029E+01  7.9679E+01  1.5045E+02  2.1994E+02  2.1145E+02
  Kr   36    0  1.2259E+00  1.3983E+00  2.1131E+00  1.1237E+01  1.4839E+01  5.4129E+01  1.6037E+02  2.7309E+02  3.1982E+02
  Rb   37    0  1.2750E+00  1.5197E+00  2.2202E+00  1.4397E+01  1.8746E+01  6.5479E+01  1.9811E+02  3.6776E+02  3.7786E+02
  Sr   38    0  1.3162E+00  1.8298E+00  2.7786E+00  1.1775E+01  1.6841E+01  8.3919E+01  3.6854E+02  8.0928E+02  9.4150E+02
  Y    39    0  1.1864E+00  1.5903E+00  2.1305E+00  7.6361E+00  1.0331E+01  4.3971E+01  2.1465E+02  4.6832E+02  4.7809E+02
  Zr   40    0  1.0484E+00  1.2134E+00  1.4488E+00  3.6714E+00  4.5637E+00  1.4892E+01  7.0125E+01  1.7149E+02  1.9727E+02
  Nb   41    0  9.9125E-01  1.0205E+00  1.2565E+00  2.2775E+00  2.4848E+00  7.7693E+00  2.7347E+01  7.5226E+01  8.6482E+01
  Mo   42    0  1.1940E+00  1.2576E+00  1.3192E+00  1.7809E+00  1.8940E+00  3.8424E+00  1.1903E+01  3.4248E+01  4.1890E+01
  Xe   54    0  9.7316E-01  9.5963E-01  9.8213E-01  1.1839E+00  1.2441E+00  2.0266E+00  6.0516E+00  1.7124E+01  1.9833E+01
  Cs   55    0  9.3595E-01  9.2083E-01  9.2821E-01  1.1269E+00  1.1647E+00  1.8475E+00  4.2778E+00  1.0958E+01  1.2157E+01
  Ba   56    0  1.0349E+00  1.0836E+00  1.2224E+00  1.5346E+00  1.5839E+00  2.8402E+00  6.0881E+00  1.4161E+01  1.6938E+01
  La   57    0  1.0219E+00  1.0682E+00  1.2142E+00  1.5361E+00  1.5347E+00  2.3305E+00  3.8800E+00  7.1243E+00  8.4210E+00
  Ce   58    0  1.0000E+00  1.0116E+00  1.0914E+00  1.2724E+00  1.2802E+00  1.6902E+00  2.4711E+00  4.0207E+00  4.5495E+00
  Pr   59    0  9.7374E-01  9.9163E-01  9.9184E-01  1.2197E+00  1.1999E+00  1.4098E+00  1.9388E+00  5.1661E+00  3.7148E+00
  Nd   60    0  1.0141E+00  1.0592E+00  1.0884E+00  1.2417E+00  1.2576E+00  1.5996E+00  2.2769E+00  3.3896E+00  3.8523E+00
  Hg   80    0  9.9416E-01  9.8119E-01  1.0396E+00  1.1339E+00  1.1519E+00  1.3921E+00  1.8441E+00  2.3510E+00  2.6032E+00
  Tl   81    0  9.8015E-01  9.7136E-01  1.0354E+00  1.1430E+00  1.1446E+00  1.4316E+00  1.6839E+00  1.9895E+00  2.2652E+00
  Pb   82    0  1.0005E+00  1.0098E+00  1.0836E+00  1.1971E+00  1.1986E+00  1.4637E+00  1.7588E+00  2.1582E+00  2.3048E+00
  Bi   83    0  9.7196E-01  9.4581E-01  9.6135E-01  9.4308E-01  9.5335E-01  9.7481E-01  9.8349E-01  1.0385E+00  1.0195E+00
  ele   Z    A    013b150     015b150     020b150     025b150     030b150     040b150     060b150     080b150     120b150
  H     1    0  5.8508E-01  5.5355E-01  4.9282E-01  4.7320E-01  4.6689E-01  4.1963E-01  3.8494E-01  3.5501E-01  3.0132E-01
  He    2    0  1.4411E+00  1.4284E+00  1.4025E+00  1.3368E+00  1.3822E+00  1.0535E+00  1.2685E+00  1.2320E+00  1.8289E+00
  Li    3    0  1.6802E-02  2.7296E-02  9.6891E-03  5.4147E-03  4.1935E-02  1.9060E-02  4.4545E-01  2.6932E-01  9.3844E-04
  Be    4    0  3.9410E-04  5.9644E-04  1.2032E-03  1.7881E-03  2.2831E-03  2.9123E-03  8.6346E-04  1.0246E-03  1.3486E-03
  B     5    0  4.8522E-02  4.4121E-02  3.7412E-02  3.2774E-02  2.3952E-02  2.1109E-02  1.6074E-02  1.4754E-02  2.3472E-02
  C     6    0  6.5496E+01  7.2874E+01  7.8986E+01  7.1651E+01  8.5951E+01  1.2511E+02  1.6093E+02  1.7311E+02  1.3188E+02
  N     7    0  9.3056E+01  1.0943E+02  1.1535E+02  5.5028E+01  1.8140E+01  2.1928E+01  1.2540E+01  1.1695E+01  1.5694E+01
  O     8    0  5.6667E+01  7.4063E+01  9.6300E+01  1.0788E+02  1.0822E+02  1.4826E+02  1.2617E+02  1.3893E+02  1.0157E+02
  F     9    0  3.7830E+01  1.2664E+02  4.9217E+02  4.5429E+02  1.8630E+02  2.8761E+01  1.4619E+00  1.0343E+00  1.1690E+00
  Ne   10    0  6.0129E+01  8.2123E+01  9.5063E+01  2.4076E+02  1.5552E+02  2.2730E+02  2.7619E+02  2.3052E+02  1.5223E+02
  Na   11    0  2.3998E+01  3.2402E+01  3.0439E+01  7.0616E+01  5.6363E+01  7.0023E+01  7.4221E+01  2.1514E+01  2.2325E+01
  Mg   12    0  1.3457E+01  2.5059E+01  3.1200E+01  5.1725E+01  4.1253E+01  7.6898E+01  8.0630E+01  9.7997E+01  1.0051E+02
  Al   13    0  1.8119E+01  4.0962E+01  5.2470E+01  9.1385E+01  6.4470E+01  7.0269E+01  6.9981E+01  6.7787E+01  5.7156E+01
  Si   14    0  7.6738E+01  5.2607E+01  7.6591E+01  5.7522E+01  6.0414E+01  8.1458E+01  6.9693E+01  8.7860E+01  6.8323E+01
  P    15    0  6.8110E+01  7.4778E+01  1.3010E+02  1.1621E+02  1.1740E+02  1.3213E+02  1.1315E+02  1.4652E+02  1.0953E+02
  S    16    0  1.7897E+02  7.5720E+01  7.0457E+01  4.9337E+01  6.0237E+01  7.7087E+01  5.8695E+01  6.9910E+01  5.4630E+01
  Cl   17    0  1.0204E+02  1.3047E+01  2.7548E+01  2.1221E+01  2.5234E+01  3.2663E+01  2.5115E+01  2.7683E+01  1.8465E+01
  Ar   18    0  2.4952E+02  8.8634E+01  6.0275E+01  4.3298E+01  5.4546E+01  6.4064E+01  4.8976E+01  5.6740E+01  4.8246E+01
  K    19    0  5.0722E+02  1.5200E+01  3.7998E+01  2.6918E+01  3.0686E+01  3.8879E+01  3.2305E+01  4.0995E+01  3.3192E+01
  Ca   20    0  2.9247E+02  1.0735E+02  4.7947E+01  3.6733E+01  4.7052E+01  5.0360E+01  3.8489E+01  4.1857E+01  3.8250E+01
  Sc   21    0  1.4714E+02  3.8477E+01  4.0548E+01  4.8439E+01  7.4948E+01  8.5525E+01  6.4505E+01  5.6073E+01  4.4474E+01
  Ti   22    0  3.1865E+01  1.4455E+01  1.5272E+01  1.4961E+01  1.1347E+01  1.0893E+01  9.0915E+00  9.9898E+00  8.0652E+00
  V    23    0  4.1729E+01  1.9284E+01  1.3730E+01  1.2660E+01  1.2435E+01  1.2652E+01  1.1819E+01  1.3237E+01  1.1813E+01
  Cr   24    0  4.6807E+01  3.8794E+01  2.8741E+01  2.2020E+01  1.5083E+01  1.2272E+01  1.0885E+01  9.2189E+00  6.3775E+00
  Mn   25    0  2.5258E+01  2.3876E+01  1.1217E+01  9.0038E+00  6.5415E+00  5.6904E+00  5.6948E+00  4.7204E+00  3.7717E+00
  Fe   26    0  5.4013E+01  4.7558E+01  3.4218E+01  2.6473E+01  2.2452E+01  1.7056E+01  1.1604E+01  9.1156E+00  6.3898E+00
  Co   27    0  3.6621E+01  2.6085E+01  2.2530E+01  1.9114E+01  1.5329E+01  1.3343E+01  1.0959E+01  8.2363E+00  6.6299E+00
  Ni   28    0  8.6540E+01  7.7201E+01  5.5442E+01  4.3135E+01  3.7336E+01  2.9468E+01  1.9968E+01  1.5921E+01  9.6006E+00
  Cu   29    0  3.1515E+01  4.7185E+01  5.3509E+01  6.0782E+01  5.4919E+01  9.1863E+01  7.2874E+01  6.8942E+01  5.0878E+01
  Zn   30    0  3.6715E+01  3.9333E+01  4.7816E+01  5.7543E+01  5.0903E+01  7.6355E+01  7.3385E+01  6.9462E+01  5.4091E+01
  Ga   31    0  5.5301E+01  1.2882E+02  2.0212E+02  2.5380E+02  2.3675E+02  3.4254E+02  2.9663E+02  3.3369E+02  2.6053E+02
  Ge   32    0  4.4297E+01  8.8787E+01  1.4157E+02  2.0408E+02  2.1947E+02  2.9253E+02  2.5023E+02  2.8114E+02  2.1050E+02
  As   33    0  5.2237E+01  1.5093E+02  2.9342E+02  3.8427E+02  4.3596E+02  5.2133E+02  4.7693E+02  5.5454E+02  4.7787E+02
  Se   34    0  3.8766E+01  7.2782E+01  1.3224E+02  2.0930E+02  2.7878E+02  3.0838E+02  2.3823E+02  2.7264E+02  1.8632E+02
  Br   35    0  3.4829E+01  6.9921E+01  1.2746E+02  2.2447E+02  2.7898E+02  2.8858E+02  2.3088E+02  2.3911E+02  1.7758E+02
  Kr   36    0  3.7679E+01  5.7616E+01  1.0329E+02  1.9124E+02  3.6377E+02  3.2315E+02  2.3044E+02  2.7853E+02  2.2050E+02
  Rb   37    0  4.7754E+01  7.1327E+01  1.4437E+02  2.8578E+02  6.6725E+02  4.9739E+02  3.4583E+02  4.0249E+02  3.1642E+02
  Sr   38    0  5.0388E+01  9.8876E+01  2.1786E+02  4.7313E+02  7.9615E+02  5.9382E+02  5.3763E+02  8.2910E+02  6.4556E+02
  Y    39    0  3.7518E+01  6.6187E+01  1.3971E+02  2.9292E+02  6.1640E+02  3.9130E+02  3.3723E+02  4.9684E+02  3.4888E+02
  Zr   40    0  2.4687E+01  2.8403E+01  5.3600E+01  1.1930E+02  3.6170E+02  1.6754E+02  1.2303E+02  1.8685E+02  1.3870E+02
  Nb   41    0  1.3770E+01  1.7307E+01  2.5140E+01  6.5117E+01  2.2283E+02  8.8675E+01  6.6913E+01  7.7926E+01  6.1113E+01
  Mo   42    0  6.2388E+00  8.8924E+00  1.2583E+01  2.4175E+01  1.1143E+02  3.8449E+01  2.5313E+01  3.5607E+01  2.8417E+01
  Xe   54    0  3.0703E+00  3.9987E+00  5.5113E+00  1.1153E+01  7.5047E+01  1.9223E+01  1.2103E+01  1.7759E+01  1.3605E+01
  Cs   55    0  2.6549E+00  3.8009E+00  4.5364E+00  7.8042E+00  6.0365E+01  1.4925E+01  1.0163E+01  1.0519E+01  8.9486E+00
  Ba   56    0  3.4594E+00  4.7154E+00  6.1724E+00  1.2198E+01  4.8647E+01  1.8208E+01  1.0969E+01  1.4811E+01  1.1038E+01
  La   57    0  2.5671E+00  3.0995E+00  3.7045E+00  6.6793E+00  2.2674E+01  1.0415E+01  6.3816E+00  7.6681E+00  5.8356E+00
  Ce   58    0  1.7467E+00  2.0008E+00  2.2878E+00  3.5032E+00  1.2763E+01  5.7529E+00  3.6239E+00  4.1958E+00  3.3540E+00
  Pr   59    0  2.0750E+00  1.8202E+00  1.9466E+00  2.2163E+00  4.2778E+01  7.5127E+00  3.2332E+00  3.5704E+00  3.0624E+00
  Nd   60    0  1.3339E+00  1.7679E+00  2.1471E+00  2.7514E+00  5.1312E+00  3.7735E+00  2.7917E+00  3.5124E+00  2.9004E+00
  Hg   80    0  1.2407E+00  1.4712E+00  1.6555E+00  2.2047E+00  3.9295E+00  3.0128E+00  2.3833E+00  2.4862E+00  2.1400E+00
  Tl   81    0  1.1944E+00  1.3299E+00  1.4293E+00  1.9619E+00  3.0576E+00  2.6292E+00  2.1385E+00  2.1581E+00  1.8302E+00
  Pb   82    0  1.2793E+00  1.4650E+00  1.5881E+00  2.0208E+00  2.7259E+00  2.5925E+00  2.1533E+00  2.2150E+00  1.8893E+00
  Bi   83    0  9.3283E-01  9.3345E-01  9.1082E-01  9.6306E-01  1.1549E+00  1.0536E+00  1.0207E+00  9.9120E-01  9.8686E-01
  ele   Z    A    013b300     015b300     020b300     025b300     030b300     040b300     060b300     080b300     120b300
  H     1    0  5.4711E-01  5.1425E-01  4.8372E-01  4.6190E-01  4.1867E-01  4.0262E-01  3.6016E-01  3.3874E-01  3.1755E-01
  He    2    0  1.3595E+00  1.3527E+00  1.4591E+00  1.1291E+00  1.0926E+00  1.0278E+00  1.2431E+00  1.5353E+00  1.8588E+00
  Li    3    0  2.1422E-04  4.5205E-04  4.3969E-04  2.0041E-03  2.1234E-03  1.3676E-02  6.2607E-01  5.0311E-04  6.6644E-04
  Be    4    0  1.5762E-04  2.5448E-04  5.0880E-04  8.5665E-04  1.1226E-03  1.6579E-03  5.9086E-04  5.8977E-04  8.8365E-04
  B     5    0  1.2920E-02  1.1561E-02  4.7778E-03  6.2271E-03  7.5108E-03  1.0737E-02  1.1027E-02  4.7903E-03  9.4374E-03
  C     6    0  3.2341E+01  3.7553E+01  8.7944E+01  9.4465E+01  1.1969E+02  1.4320E+02  1.7330E+02  1.5503E+02  1.2403E+02
  N     7    0  7.1159E+01  7.8691E+01  5.0229E+01  3.7170E+01  3.2101E+01  3.8102E+01  1.5884E+01  1.3061E+01  1.6078E+01
  O     8    0  6.1603E+01  6.8719E+01  9.3377E+01  1.2609E+02  1.4345E+02  1.5044E+02  1.3373E+02  1.1742E+02  9.5227E+01
  F     9    0  4.0485E+01  1.7864E+02  3.0772E+02  9.2606E+02  2.0375E+03  8.9935E+01  1.4656E+00  1.7420E+00  1.4694E+00
  Ne   10    0  8.7730E+01  8.1999E+01  9.7526E+01  3.2001E+02  2.6588E+02  2.8875E+02  2.8269E+02  2.0064E+02  1.5355E+02
  Na   11    0  3.7748E+01  4.3113E+01  7.0936E+01  1.3913E+02  1.2597E+02  8.5581E+01  4.7825E+01  3.4372E+01  2.0757E+01
  Mg   12    0  3.9953E+01  3.3456E+01  3.3260E+01  5.9919E+01  5.5456E+01  7.7916E+01  9.6967E+01  7.1052E+01  8.4698E+01
  Al   13    0  1.0564E+01  1.1586E+01  5.4829E+01  1.2004E+02  1.0065E+02  8.1769E+01  6.3961E+01  4.9264E+01  4.5954E+01
  Si   14    0  2.0135E+02  2.1755E+02  6.6685E+01  6.8323E+01  7.7484E+01  7.3706E+01  7.2507E+01  6.7162E+01  6.4358E+01
  P    15    0  1.2480E+02  2.2450E+02  2.9458E+02  1.6830E+02  1.9469E+02  1.4064E+02  1.1863E+02  1.0349E+02  1.0539E+02
  S    16    0  4.1274E+02  4.8188E+02  7.3241E+01  5.9166E+01  7.5573E+01  6.6149E+01  6.3430E+01  5.8984E+01  4.9380E+01
  Cl   17    0  1.2776E+02  2.6537E+02  4.5696E+01  3.3631E+01  4.9058E+01  3.4441E+01  2.6560E+01  2.3169E+01  1.8877E+01
  Ar   18    0  5.0659E+02  7.4792E+02  6.4446E+01  4.9473E+01  6.3206E+01  5.2825E+01  5.2365E+01  5.1029E+01  4.1654E+01
  K    19    0  5.8651E+02  1.3140E+03  5.8875E+01  3.7059E+01  5.2096E+01  3.9804E+01  3.5536E+01  3.2201E+01  2.9190E+01
  Ca   20    0  5.0503E+02  6.0306E+02  3.3046E+01  3.7475E+01  4.2954E+01  3.5885E+01  4.0324E+01  4.1615E+01  3.1738E+01
  Sc   21    0  8.1129E+01  1.2475E+02  3.0155E+01  5.5357E+01  7.4325E+01  8.1103E+01  6.2348E+01  5.1572E+01  3.9600E+01
  Ti   22    0  7.7890E+01  1.5078E+02  2.0718E+01  1.7168E+01  1.5592E+01  1.1398E+01  9.6521E+00  8.5785E+00  7.1579E+00
  V    23    0  1.1124E+02  2.3427E+02  3.9146E+01  1.6603E+01  1.8296E+01  1.3909E+01  1.2102E+01  1.0920E+01  1.0603E+01
  Cr   24    0  1.1117E+02  1.3047E+02  3.1994E+01  1.7408E+01  1.7670E+01  1.2706E+01  1.0538E+01  8.9366E+00  6.3533E+00
  Mn   25    0  1.3109E+02  9.9533E+01  2.4422E+01  7.6619E+00  7.7631E+00  5.6539E+00  5.5610E+00  4.8283E+00  3.6852E+00
  Fe   26    0  7.6454E+01  5.6507E+01  3.5762E+01  2.6946E+01  2.2882E+01  1.6886E+01  1.1633E+01  9.0284E+00  6.2871E+00
  Co   27    0  3.9592E+01  3.1026E+01  2.1391E+01  1.8316E+01  1.5927E+01  1.2752E+01  9.8671E+00  8.4521E+00  5.9612E+00
  Ni   28    0  1.1551E+02  8.8629E+01  5.6410E+01  4.3789E+01  3.7669E+01  2.8711E+01  1.9989E+01  1.5680E+01  1.0804E+01
  Cu   29    0  1.4705E+01  1.4498E+01  2.0116E+01  5.4153E+01  5.9516E+01  8.3426E+01  7.4426E+01  6.4296E+01  4.6994E+01
  Zn   30    0  1.7748E+01  1.4662E+01  2.1449E+01  6.1282E+01  5.9205E+01  7.4019E+01  6.9906E+01  6.4703E+01  4.9075E+01
  Ga   31    0  4.7529E+01  4.7556E+01  9.1436E+01  3.2769E+02  3.1855E+02  3.4902E+02  3.2124E+02  2.8438E+02  2.4543E+02
  Ge   32    0  4.5810E+01  4.6185E+01  8.2192E+01  3.0235E+02  3.1537E+02  3.0851E+02  2.7098E+02  2.3655E+02  1.9627E+02
  As   33    0  4.8944E+01  4.9138E+01  1.1384E+02  6.1035E+02  6.7932E+02  5.8073E+02  4.8537E+02  4.4581E+02  4.6270E+02
  Se   34    0  5.4081E+01  6.3806E+01  1.2638E+02  4.1178E+02  4.5132E+02  3.4665E+02  2.6089E+02  2.2039E+02  1.8009E+02
  Br   35    0  4.9911E+01  5.1200E+01  9.1975E+01  4.5508E+02  4.5505E+02  3.3759E+02  2.4275E+02  2.0364E+02  1.6971E+02
  Kr   36    0  1.0080E+02  9.5569E+01  1.9330E+02  5.1025E+02  6.1696E+02  3.9857E+02  2.6280E+02  2.2716E+02  1.9459E+02
  Rb   37    0  1.0815E+02  8.6467E+01  2.6748E+02  8.0016E+02  1.1172E+03  6.4815E+02  3.6103E+02  3.1026E+02  3.1333E+02
  Sr   38    0  8.7926E+02  1.0441E+03  1.8350E+03  1.8646E+03  2.1173E+03  8.4279E+02  6.8307E+02  6.0871E+02  5.8467E+02
  Y    39    0  1.1961E+03  1.2846E+03  2.3389E+03  1.6690E+03  1.9279E+03  5.9638E+02  4.3439E+02  3.6604E+02  3.4233E+02
  Zr   40    0  2.1038E+03  4.8293E+03  4.3680E+03  1.0022E+03  1.2513E+03  2.8072E+02  1.6059E+02  1.3373E+02  1.3352E+02
  Nb   41    0  1.3348E+03  1.2177E+03  2.1786E+03  7.1744E+02  8.1200E+02  1.5766E+02  7.9986E+01  6.3792E+01  5.7863E+01
  Mo   42    0  1.5918E+03  1.7083E+03  4.7943E+03  4.3342E+02  4.1124E+02  7.0109E+01  3.1411E+01  2.6285E+01  2.6728E+01
  Xe   54    0  1.0399E+03  9.0191E+02  1.8100E+03  2.0440E+02  2.5008E+02  3.6264E+01  1.5015E+01  1.2933E+01  1.3054E+01
  Cs   55    0  7.9582E+02  7.8304E+02  1.6105E+03  1.4556E+02  2.0627E+02  2.9670E+01  1.0783E+01  8.6575E+00  8.3570E+00
  Ba   56    0  4.7837E+03  4.9537E+03  6.6610E+03  3.3485E+02  2.8617E+02  3.3385E+01  1.3929E+01  1.1453E+01  1.0294E+01
  La   57    0  5.7737E+03  6.5057E+03  6.7588E+03  2.1584E+02  1.7678E+02  1.8004E+01  7.5777E+00  6.3128E+00  5.4738E+00
  Ce   58    0  5.0373E+03  5.0604E+03  5.0161E+03  1.0868E+02  8.2033E+01  9.1599E+00  4.1348E+00  3.5860E+00  3.1672E+00
  Pr   59    0  1.0615E+04  4.0954E+03  4.1928E+03  6.1188E+01  1.4577E+02  1.2757E+01  3.5217E+00  3.1853E+00  2.8395E+00
  Nd   60    0  3.4761E+03  4.5280E+03  4.6463E+03  6.7372E+01  2.9751E+01  5.0932E+00  3.1539E+00  2.8710E+00  2.7380E+00
  Hg   80    0  3.6194E+03  4.3210E+03  4.8643E+03  5.1766E+01  2.9272E+01  4.1213E+00  2.5707E+00  2.2952E+00  2.1012E+00
  Tl   81    0  3.4662E+03  3.9293E+03  2.8515E+03  3.2660E+01  2.3413E+01  3.5351E+00  2.2222E+00  2.0059E+00  1.7742E+00
  Pb   82    0  3.9921E+03  4.1569E+03  2.4133E+03  1.9652E+01  1.1133E+01  3.0019E+00  2.2901E+00  2.0737E+00  1.8080E+00
  Bi   83    0  5.6686E+02  4.6116E+02  1.6781E+02  1.4140E+00  1.5958E+00  1.1137E+00  1.0280E+00  1.0146E+00  9.8150E-01
  ele   Z    A    013c000     015c000     020c000     025c000     030c000     040c000     060c000     080c000     120c000
  H     1    0  7.2601E-01  6.9590E-01  6.3794E-01  5.9979E-01  5.6502E-01  5.1648E-01  4.4980E-01  4.1751E-01  3.5645E-01
  He    2    0  1.6372E+00  1.6144E+00  1.5532E+00  1.5156E+00  1.6401E+00  1.5576E+00  1.5565E+00  1.5179E+00  1.3613E+00
  Li    3    0  2.5134E-03  1.1305E-02  1.1028E-02  1.1383E-02  1.7243E-02  8.7133E-03  7.4416E-03  8.2782E-02  1.0903E-02
  Be    4    0  3.6246E-03  1.3378E-02  1.2150E-02  1.1642E-02  5.0255E-03  6.8294E-03  6.9623E-03  1.0923E-02  1.0473E-02
  B     5    0  1.1222E-01  1.0669E-01  9.5300E-02  9.2363E-02  8.6440E-02  7.8110E-02  7.0941E-02  6.8202E-02  6.2460E-02
  C     6    0  3.1309E+02  4.4807E+02  5.0378E+02  6.3535E+02  7.0767E+02  7.1078E+02  8.8634E+02  8.8263E+02  6.7928E+02
  N     7    0  1.0792E+01  1.0536E+01  9.3822E+00  1.0298E+01  1.3037E+01  1.3052E+01  1.4082E+01  1.3919E+01  1.3324E+01
  O     8    0  1.1790E+02  2.0587E+02  3.6660E+02  5.0653E+02  5.2183E+02  7.6668E+02  1.0444E+03  1.2179E+03  1.6038E+03
  F     9    0  6.3812E-01  6.1725E-01  7.4488E-01  1.0730E+00  1.7677E+00  3.1111E+00  2.2515E+01  2.2393E+01  8.4898E+00
  Ne   10    0  8.7350E+01  2.8046E+02  2.0522E+03  2.6425E+03  1.9082E+03  2.2137E+03  1.0800E+03  8.0715E+02  1.6864E+03
  Na   11    0  1.9585E+01  3.8637E+01  4.6816E+02  6.8590E+02  4.7020E+02  5.0459E+02  1.7502E+02  8.8133E+01  1.7839E+02
  Mg   12    0  8.0400E+01  1.5729E+02  4.8353E+02  3.9792E+02  3.2206E+02  4.0507E+02  2.9339E+02  3.1252E+02  6.3849E+02
  Al   13    0  4.7561E+01  1.8635E+02  4.0535E+02  2.6773E+02  2.1543E+02  2.9128E+02  2.0958E+02  1.8156E+02  4.3890E+02
  Si   14    0  3.1904E+02  4.0527E+02  3.4940E+02  2.6697E+02  3.2372E+02  3.9648E+02  5.2803E+02  5.9782E+02  5.6090E+02
  P    15    0  2.0823E+02  3.7479E+02  2.9449E+02  1.9076E+02  2.1027E+02  2.8234E+02  3.2577E+02  3.4443E+02  5.4498E+02
  S    16    0  2.7970E+02  3.2566E+02  2.3704E+02  1.9072E+02  2.1548E+02  2.9662E+02  3.7838E+02  4.5808E+02  4.0711E+02
  Cl   17    0  4.0461E+01  6.5793E+01  4.0130E+01  3.5270E+01  4.5968E+01  5.1711E+01  7.5857E+01  7.9206E+01  6.9517E+01
  Ar   18    0  2.3985E+02  2.6711E+02  1.9238E+02  1.5828E+02  1.4919E+02  2.5852E+02  2.8256E+02  3.7506E+02  3.6428E+02
