# From file: input/yields/snii/lc18/tab_R/tab_yieldstot_iso_exp_pd.dec
elemSymb,elemZ,elemA,mass_i_ini,13.,15.,20.,25.,30.,40.,60.,80.,120.,Z_ini,vel_ini
Li7,3,7,1.9149e-09,5.451300000000001e-11,2.8724e-10,3.8349e-10,5.0082e-10,2.6443000000000004e-10,4.8338e-10,7.3232e-10,1.5345999999999998e-09,2.3133000000000003e-09,0.000181,0.0
Be9,4,9,1.6051e-12,6.5898e-14,2.8491e-13,3.5411e-13,4.2814e-13,2.2166999999999998e-13,4.0519e-13,6.1388e-13,1.2873e-12,1.9324e-12,0.000181,0.0
B10,5,10,7.4151e-12,1.1908e-12,1.5422e-12,1.8725e-12,2.501e-12,1.024e-12,1.8719e-12,2.8359e-12,6.7939e-12,9.5725e-12,0.000181,0.0
B11,5,11,3.2832e-11,4.9966999999999997e-11,5.5432e-11,6.7768e-11,8.2664e-11,4.534e-12,8.2879e-12,1.2556e-11,4.6038000000000006e-11,2.7939e-10,0.000181,0.0
C12,6,12,4.378e-05,0.15712,0.26341,0.40529,0.64495,6.0459e-06,1.1052e-05,1.6743e-05,6.139e-05,0.00062715,0.000181,0.0
C13,6,13,5.3052e-07,1.0925999999999998e-05,1.2453e-05,1.5771e-05,1.9902e-05,7.3263e-08,1.3392000000000002e-07,2.0289e-07,7.4391e-07,1.7409000000000002e-05,0.000181,0.0
N14,7,14,6.9511e-06,0.00085166,0.00097391,0.0011869,0.0016438,9.599299999999999e-07,1.7547e-06,2.6584e-06,9.7471e-06,0.00072005,0.000181,0.0
N15,7,15,1.7094e-08,1.4213e-07,1.6887e-07,1.5448e-07,2.3890999999999996e-07,2.3607e-09,4.315199999999999e-09,6.537500000000001e-09,2.397e-08,2.1081999999999998e-07,0.000181,0.0
O16,8,16,0.00020418,0.27326999999999996,0.55909,1.3625,2.3756,2.8196999999999998e-05,5.154100000000001e-05,7.8088e-05,0.00028631,0.002982,0.000181,0.0
O17,8,17,8.2416e-08,8.1649e-06,8.865900000000001e-06,7.9389e-06,5.2595e-06,1.1381e-08,2.0804999999999997e-08,3.1519e-08,1.1557000000000001e-07,1.2223000000000001e-06,0.000181,0.0
O18,8,18,4.605e-07,9.2476e-05,0.00010312,0.00010077,6.0036000000000006e-05,6.3594e-08,1.1625e-07,1.7611e-07,6.4572e-07,6.6395000000000006e-06,0.000181,0.0
F19,9,19,5.0778e-09,3.67e-08,4.1585e-08,6.8675e-08,1.2483e-07,7.012400000000001e-10,1.2817999999999999e-09,1.942e-09,7.120300000000001e-09,7.401900000000001e-08,0.000181,0.0
Ne20,10,20,1.1645999999999998e-05,0.012166,0.046464,0.46908,0.7622800000000001,1.6083000000000001e-06,2.9399e-06,4.4539e-06,1.633e-05,0.00019379,0.000181,0.0
Ne21,10,21,2.9313e-08,6.9402e-06,1.7947e-05,9.997e-05,0.00022218,4.048e-09,7.399600000000001e-09,1.121e-08,4.1104e-08,4.3287e-07,0.000181,0.0
Ne22,10,22,9.4194e-07,0.0003099,0.00046757,0.00095033,0.0013345,1.3007999999999998e-07,2.3778000000000003e-07,3.6024e-07,1.3208000000000001e-06,1.4058e-05,0.000181,0.0
Na23,11,23,2.9420000000000003e-07,6.5262e-05,0.00015082,0.0025008,0.0046231,4.0629e-08,7.4269e-08,1.1252e-07,4.1253999999999996e-07,1.3213e-05,0.000181,0.0
Mg24,12,24,9.8788e-06,0.011463,0.02595,0.10793,0.11229000000000001,1.3643e-06,2.4938e-06,3.7781e-06,1.3852e-05,0.00017182,0.000181,0.0
Mg25,12,25,1.3028e-06,3.1681e-05,0.00020457,0.0012391,0.0012656,1.7991e-07,3.2887e-07,4.9824e-07,1.8268e-06,1.9064000000000002e-05,0.000181,0.0
Mg26,12,26,1.4916999999999998e-06,4.6071999999999995e-05,0.00029357,0.0020936999999999996,0.0019773,2.0600000000000002e-07,3.7656e-07,5.704800000000001e-07,2.0917e-06,2.3088000000000003e-05,0.000181,0.0
Al27,13,27,5.6013e-07,0.00030174,0.0013849,0.0041224,0.0034357,7.7352e-08,1.414e-07,2.1420999999999998e-07,7.8543e-07,1.5014e-05,0.000181,0.0
Si28,14,28,1.5810999999999998e-05,0.061564,0.091009,0.10730999999999999,0.10407000000000001,2.1834e-06,3.9911e-06,6.0466e-06,2.217e-05,0.00027231,0.000181,0.0
Si29,14,29,8.315000000000001e-07,0.00025434,0.00064468,0.0009059,0.00066189,1.1482999999999999e-07,2.099e-07,3.18e-07,1.166e-06,1.4232999999999999e-05,0.000181,0.0
Si30,14,30,5.6703e-07,0.000369,0.00088192,0.00095571,0.00052841,7.8306e-08,1.4314e-07,2.1686e-07,7.9512e-07,9.8104e-06,0.000181,0.0
P31,15,31,5.8651999999999995e-08,0.00013833,0.00029166,0.00031362,0.00025634,8.0998e-09,1.4805999999999999e-08,2.2431e-08,8.224399999999999e-08,1.0086e-06,0.000181,0.0
S32,16,32,6.5989e-06,0.021407,0.029167000000000002,0.029287999999999998,0.029827,9.113e-07,1.6658000000000002e-06,2.5237e-06,9.2533e-06,0.00011344,0.000181,0.0
S33,16,33,5.4482e-08,0.00010596,0.00019811,0.00018728,0.00020531,7.5239e-09,1.3752999999999999e-08,2.0836000000000002e-08,7.639599999999999e-08,9.3656e-07,0.000181,0.0
S34,16,34,3.1685e-07,0.00057355,0.00075899,0.00053061,0.00043019,4.3756000000000005e-08,7.9984e-08,1.2118e-07,4.443e-07,5.4469e-06,0.000181,0.0
S36,16,36,1.5641e-09,2.6672e-08,3.2311000000000004e-08,3.9821e-08,4.6873e-08,2.1599e-10,3.9482999999999997e-10,5.9815e-10,2.1932e-09,2.6886999999999998e-08,0.000181,0.0
Cl35,17,35,6.1737e-08,2.89e-05,5.8994e-05,4.7842e-05,5.2446000000000006e-05,8.5257e-09,1.5585e-08,2.3611e-08,8.657e-08,1.0613e-06,0.000181,0.0
Cl37,17,37,2.0859000000000002e-08,8.9521e-06,1.3107e-05,1.234e-05,1.4294e-05,2.8805999999999998e-09,5.2656000000000005e-09,7.9775e-09,2.9249e-08,3.5859000000000004e-07,0.000181,0.0
Ar36,18,36,1.2606e-06,0.0038421999999999996,0.0050278,0.0050438,0.0052805,1.7408e-07,3.1823e-07,4.820899999999999e-07,1.7675999999999998e-06,2.167e-05,0.000181,0.0
Ar38,18,38,2.4193e-07,0.00024058,0.00029861,0.0002058,0.0001694,3.3409e-08,6.107e-08,9.2522e-08,3.3924e-07,4.1588e-06,0.000181,0.0
Ar40,18,40,4.0730000000000003e-10,4.9318999999999995e-09,5.710499999999999e-09,8.6995e-09,1.1394999999999999e-08,5.6247e-11,1.0282e-10,1.5577e-10,5.7113e-10,7.0017e-09,0.000181,0.0
K39,19,39,2.8647000000000002e-08,2.8149e-05,3.8697e-05,3.5488e-05,2.7870999999999998e-05,3.9561000000000004e-09,7.2317e-09,1.0955999999999999e-08,4.017e-08,4.9246e-07,0.000181,0.0
K40,19,40,4.6377e-11,6.6156e-09,1.3174e-08,2.3092000000000003e-08,4.3919e-08,6.4046e-12,1.1707e-11,1.7736e-11,6.4992e-11,7.961100000000001e-10,0.000181,0.0
K41,19,41,2.1734e-09,2.1114e-06,2.9265e-06,2.9857e-06,3.0675e-06,3.0014999999999994e-10,5.4865e-10,8.312e-10,3.0475999999999997e-09,3.7361e-08,0.000181,0.0
Ca40,20,40,1.3979e-06,0.0033775999999999997,0.004253,0.0042878,0.0049254,1.9305e-07,3.5288e-07,5.3463e-07,1.9603e-06,2.4032e-05,0.000181,0.0
Ca42,20,42,9.796600000000002e-09,6.6683e-06,8.0455e-06,6.0318e-06,5.032e-06,1.3529000000000002e-09,2.473e-09,3.7466e-09,1.3737e-08,1.6840999999999998e-07,0.000181,0.0
Ca43,20,43,2.0928e-09,9.4602e-08,1.2151e-07,1.6986000000000001e-07,3.1022e-07,2.8901e-10,5.282999999999999e-10,8.003500000000001e-10,2.9346e-09,3.5976e-08,0.000181,0.0
Ca44,20,44,3.3089e-08,1.9761e-05,2.0874e-05,2.0866e-05,2.866e-05,4.5696000000000004e-09,8.353e-09,1.2655000000000001e-08,4.64e-08,5.6882e-07,0.000181,0.0
Ca46,20,46,6.6334e-11,8.0742e-10,8.786099999999999e-10,1.2417e-09,1.6842000000000002e-09,9.1607e-12,1.6745000000000003e-11,2.5369e-11,9.301700000000002e-11,1.1402999999999999e-09,0.000181,0.0
Ca48,20,48,3.236e-09,3.5316000000000003e-08,4.101e-08,5.5576999999999995e-08,6.9287e-08,4.4687999999999996e-10,8.168599999999999e-10,1.2376e-09,4.5376000000000005e-09,5.5627000000000006e-08,0.000181,0.0
Sc45,21,45,4.678799999999999e-10,1.0215e-07,1.4352e-07,1.6628e-07,2.0609000000000001e-07,6.4613e-11,1.1811e-10,1.7894e-10,6.5608e-10,8.0431e-09,0.000181,0.0
Ti46,22,46,4.9675000000000005e-09,4.2447e-06,4.8589999999999996e-06,3.9760000000000006e-06,2.7288e-06,6.859999999999999e-10,1.254e-09,1.8998e-09,6.9655e-09,8.539199999999999e-08,0.000181,0.0
Ti47,22,47,4.577100000000001e-09,4.0882e-07,4.7518e-07,4.1436000000000007e-07,4.5821e-07,6.3209e-10,1.1554e-09,1.7505000000000001e-09,6.4183000000000005e-09,7.868299999999999e-08,0.000181,0.0
Ti48,22,48,4.6318e-08,6.03e-05,5.9791000000000004e-05,5.9341999999999995e-05,6.4558e-05,6.3964e-09,1.1692e-08,1.7714000000000002e-08,6.4948e-08,7.962300000000001e-07,0.000181,0.0
Ti49,22,49,3.4699e-09,1.7256e-06,1.7853999999999999e-06,1.9995e-06,1.3962999999999999e-06,4.7919e-10,8.759299999999999e-10,1.327e-09,4.8656e-09,5.965e-08,0.000181,0.0
Ti50,22,50,3.3901999999999997e-09,4.0805e-08,5.0859e-08,9.713699999999999e-08,1.6713000000000001e-07,4.6817e-10,8.558099999999999e-10,1.2966e-09,4.7538e-09,5.8278e-08,0.000181,0.0
V50,23,50,7.8312e-12,3.4328e-10,6.2134e-10,1.2272e-09,1.9752e-09,1.0815e-12,1.9769e-12,2.995e-12,1.0981000000000001e-11,1.3462e-10,0.000181,0.0
V51,23,51,3.1872e-09,3.0236e-06,3.1676999999999998e-06,3.7364e-06,1.5356e-06,4.4014e-10,8.0456e-10,1.2189000000000002e-09,4.4692e-09,5.4789e-08,0.000181,0.0
Cr50,24,50,6.9804e-09,1.0135e-05,1.2265999999999999e-05,1.4821e-05,4.8934e-06,9.6398e-10,1.7620999999999997e-09,2.6695999999999995e-09,9.7882e-09,1.2e-07,0.000181,0.0
Cr52,24,52,1.3999e-07,0.00052233,0.00047005,0.00052788,0.00041546,1.9333000000000002e-08,3.5339e-08,5.3539e-08,1.9631000000000002e-07,2.4066e-06,0.000181,0.0
Cr53,24,53,1.618e-08,3.6162e-05,3.3778e-05,4.1056e-05,2.3534000000000002e-05,2.2343e-09,4.0842000000000004e-09,6.1878e-09,2.2687e-08,2.7814e-07,0.000181,0.0
Cr54,24,54,4.1034e-09,5.9729e-08,7.7876e-08,1.5493e-07,2.5808000000000005e-07,5.6667e-10,1.0357999999999999e-09,1.5693e-09,5.753899999999999e-09,7.054000000000001e-08,0.000181,0.0
Mn55,25,55,1.0895999999999999e-07,0.00014982,0.00014068,0.00017309,7.9696e-05,1.5047e-08,2.7507000000000003e-08,4.1673e-08,1.5279e-07,1.8732e-06,0.000181,0.0
Fe54,26,54,7.3468e-07,0.00063832,0.00074842,0.0010831,0.00030933,1.0146000000000001e-07,1.8546e-07,2.8098e-07,1.0302e-06,1.2629e-05,0.000181,0.0
Fe56,26,56,1.196e-05,0.07013899999999999,0.070161,0.070213,0.070252,1.6516e-06,3.0191000000000005e-06,4.5741e-06,1.6771e-05,0.00020559,0.000181,0.0
Fe57,26,57,2.8114e-07,0.0024199,0.0024980000000000002,0.0024986,0.0025473,3.8825e-08,7.097e-08,1.0752000000000001e-07,3.9423e-07,4.833e-06,0.000181,0.0
Fe58,26,58,3.8072e-08,9.196500000000001e-07,1.5069e-06,5.1521e-06,1.0976e-05,5.2576e-09,9.6106e-09,1.456e-08,5.3385e-08,6.544700000000001e-07,0.000181,0.0
Co59,27,59,4.2439999999999995e-08,0.00012734,0.00013236,0.0001281,0.00012119,5.8609e-09,1.0713e-08,1.6230999999999998e-08,5.9511e-08,7.2955e-07,0.000181,0.0
Ni58,28,58,4.8234e-07,0.0042558,0.0042714,0.0043621,0.004236600000000001,6.6609e-08,1.2175999999999997e-07,1.8446999999999998e-07,6.7634e-07,8.2915e-06,0.000181,0.0
Ni60,28,60,1.922e-07,0.0014574000000000002,0.0014265,0.0014020999999999999,0.0015753,2.6543e-08,4.852e-08,7.3507e-08,2.6951e-07,3.3039999999999996e-06,0.000181,0.0
Ni61,28,61,8.4941e-09,7.6351e-05,7.8015e-05,7.1694e-05,7.1821e-05,1.173e-09,2.1441999999999997e-09,3.2485e-09,1.1911e-08,1.4602e-07,0.000181,0.0
Ni62,28,62,2.7527e-08,0.00060668,0.00064012,0.00061559,0.00052281,3.8015e-09,6.9487e-09,1.0528e-08,3.86e-08,4.7318999999999996e-07,0.000181,0.0
Ni64,28,64,7.2363999999999995e-09,8.615299999999999e-08,1.016e-07,1.8123000000000002e-07,3.3811e-07,9.993400000000002e-10,1.8267e-09,2.7675e-09,1.0147e-08,1.244e-07,0.000181,0.0
Cu63,29,63,4.968e-09,9.6272e-07,8.9777e-07,1.1001e-06,1.8941999999999998e-06,6.8607e-10,1.2540999999999998e-09,1.9e-09,6.9663e-09,8.540100000000001e-08,0.000181,0.0
Cu65,29,65,2.2846e-09,6.2465e-07,6.5633e-07,6.0978e-07,7.6288e-07,3.155e-10,5.767000000000001e-10,8.737100000000001e-10,3.2035000000000004e-09,3.9273e-08,0.000181,0.0
Zn64,30,64,8.3177e-09,8.174299999999999e-06,7.125e-06,8.3052e-06,1.3188e-05,1.1487e-09,2.0997e-09,3.1811e-09,1.1664000000000001e-08,1.4299e-07,0.000181,0.0
Zn66,30,66,4.9212e-09,1.0196e-05,1.1082999999999999e-05,9.934e-06,7.700900000000001e-06,6.796100000000001e-10,1.2423e-09,1.8821e-09,6.9006999999999995e-09,8.4598e-08,0.000181,0.0
Zn67,30,67,7.341399999999999e-10,2.969e-08,3.2183000000000004e-08,3.6793e-08,5.5107e-08,1.0137999999999999e-10,1.8531999999999999e-10,2.8077e-10,1.0294e-09,1.262e-08,0.000181,0.0
Zn68,30,68,3.4075e-09,5.6271e-08,5.3872999999999995e-08,8.2814e-08,1.5895e-07,4.705700000000001e-10,8.601699999999999e-10,1.3032e-09,4.7781e-09,5.8575999999999995e-08,0.000181,0.0
Zn70,30,70,1.1599e-10,1.3389e-09,1.483e-09,1.8938e-09,2.3031999999999997e-09,1.6018e-11,2.928e-11,4.4358999999999994e-11,1.6263999999999997e-10,1.9939000000000003e-09,0.000181,0.0
Ga69,31,69,3.3474e-10,4.9536999999999996e-09,5.375e-09,8.7392e-09,1.5349e-08,4.622600000000001e-11,8.4499e-11,1.2802000000000001e-10,4.6938e-10,5.754199999999999e-09,0.000181,0.0
Ga71,31,71,2.2859e-10,2.8097e-09,3.364e-09,5.640800000000001e-09,9.565e-09,3.1568e-11,5.7704999999999996e-11,8.7425e-11,3.2055e-10,3.9297e-09,0.000181,0.0
Ge70,32,70,4.7964e-10,7.9425e-09,8.883200000000002e-09,1.4474e-08,2.8426e-08,6.6238e-11,1.2107999999999998e-10,1.8344e-10,6.725700000000001e-10,8.245299999999998e-09,0.000181,0.0
Ge72,32,72,6.5196e-10,7.5307e-09,8.942700000000001e-09,1.3078000000000001e-08,1.903e-08,9.003299999999999e-11,1.6458000000000001e-10,2.4934e-10,9.142e-10,1.1207e-08,0.000181,0.0
Ge73,32,73,1.8553e-10,2.1192e-09,2.4854999999999997e-09,3.8848e-09,5.9871000000000006e-09,2.5622000000000002e-11,4.6835e-11,7.0955e-11,2.6016e-10,3.1895e-09,0.000181,0.0
Ge74,32,74,8.8272e-10,9.8851e-09,1.1677e-08,1.7021e-08,2.4199e-08,1.2190000000000001e-10,2.2283e-10,3.3758999999999997e-10,1.2378e-09,1.5174e-08,0.000181,0.0
Ge76,32,76,1.9016e-10,2.0806999999999996e-09,2.3793000000000003e-09,3.0939e-09,3.7334e-09,2.6261e-11,4.8003e-11,7.2726e-11,2.6664999999999995e-10,3.2689e-09,0.000181,0.0
As75,33,75,1.1015e-10,1.3275999999999998e-09,1.5627e-09,2.2947e-09,3.3908e-09,1.5212e-11,2.7805e-11,4.2124e-11,1.5446e-10,1.8934999999999997e-09,0.000181,0.0
Se74,34,74,1.0606e-11,5.0158e-10,3.8445e-10,6.364500000000001e-10,1.3085e-09,1.4646e-12,2.6773e-12,4.0559e-12,1.4872e-11,1.8231999999999997e-10,0.000181,0.0
Se76,34,76,1.1468000000000001e-10,1.6277e-09,2.016e-09,2.9820000000000002e-09,4.6367e-09,1.5837e-11,2.8947e-11,4.3858000000000006e-11,1.6081e-10,1.9714e-09,0.000181,0.0
Se77,34,77,9.461000000000001e-11,1.0829e-09,1.2269e-09,1.7817e-09,2.5435999999999998e-09,1.3064999999999999e-11,2.3883000000000002e-11,3.6183e-11,1.3267e-10,1.6264e-09,0.000181,0.0
Se78,34,78,2.9857e-10,3.4183e-09,4.1333e-09,6.3262e-09,9.183600000000001e-09,4.1231000000000005e-11,7.5371e-11,1.1418000000000001e-10,4.1867e-10,5.1325e-09,0.000181,0.0
Se80,34,80,6.3912e-10,6.8847000000000004e-09,7.887199999999999e-09,1.0283e-08,1.2613e-08,8.826100000000002e-11,1.6133999999999998e-10,2.4443e-10,8.961900000000001e-10,1.0987e-08,0.000181,0.0
Se82,34,82,1.1528e-10,1.2711e-09,1.4624999999999999e-09,1.9467e-09,2.3835e-09,1.5920000000000002e-11,2.9101e-11,4.4087e-11,1.6165000000000003e-10,1.9817000000000003e-09,0.000181,0.0
Br79,35,79,1.0219999999999999e-10,1.0952000000000001e-09,1.2661e-09,1.8512e-09,2.6018000000000003e-09,1.4114000000000002e-11,2.5800000000000004e-11,3.9086e-11,1.4331e-10,1.757e-09,0.000181,0.0
Br81,35,81,1.0194e-10,1.199e-09,1.4029e-09,1.9019e-09,2.4474e-09,1.4077e-11,2.5734e-11,3.8986e-11,1.4294e-10,1.7524e-09,0.000181,0.0
Kr78,36,78,3.6959e-12,1.4349000000000001e-10,6.7631e-11,9.8458e-11,1.7984e-10,5.104e-13,9.3299e-13,1.4135e-12,5.1826e-12,6.3535e-11,0.000181,0.0
Kr80,36,80,2.4356999999999997e-11,4.6211e-10,5.7124e-10,8.772200000000001e-10,1.4389000000000003e-09,3.3636e-12,6.1486e-12,9.315e-12,3.4154e-11,4.1869999999999996e-10,0.000181,0.0
Kr82,36,82,1.251e-10,1.5642999999999999e-09,1.9609e-09,3.1081999999999997e-09,4.3978e-09,1.7276e-11,3.1578e-11,4.7841e-11,1.7541999999999997e-10,2.1505e-09,0.000181,0.0
Kr83,36,83,1.2544e-10,1.3407e-09,1.587e-09,2.3133000000000003e-09,3.1406999999999997e-09,1.7323e-11,3.1666e-11,4.7971999999999995e-11,1.7588999999999997e-10,2.1563e-09,0.000181,0.0
Kr84,36,84,6.2566e-10,6.8916e-09,8.1716e-09,1.1734e-08,1.562e-08,8.640299999999998e-11,1.5794e-10,2.3928e-10,8.7732e-10,1.0755e-08,0.000181,0.0
Kr86,36,86,1.9371e-10,2.1711e-09,2.5143000000000003e-09,3.4549999999999998e-09,4.3398e-09,2.6750999999999997e-11,4.8898e-11,7.4081e-11,2.7162999999999997e-10,3.3299000000000003e-09,0.000181,0.0
Rb85,37,85,1.4677e-10,1.7002999999999998e-09,2.0014999999999998e-09,2.8431999999999994e-09,3.7696e-09,2.0269000000000003e-11,3.7051e-11,5.613e-11,2.0580999999999999e-10,2.523e-09,0.000181,0.0
Rb87,37,87,6.1826e-11,7.307600000000001e-10,8.5175e-10,1.1428e-09,1.4379e-09,8.538e-12,1.5607000000000002e-11,2.3645e-11,8.6693e-11,1.0628e-09,0.000181,0.0
Sr84,38,84,2.5576e-12,7.523699999999999e-11,8.133899999999999e-11,1.1221e-10,2.203e-10,3.532e-13,6.4563e-13,9.7814e-13,3.5864e-12,4.3967e-11,0.000181,0.0
Sr86,38,86,4.6306000000000004e-11,7.614500000000001e-10,1.0352000000000001e-09,1.9462999999999998e-09,3.1731999999999998e-09,6.3948e-12,1.1689e-11,1.771e-11,6.4933e-11,7.960299999999999e-10,0.000181,0.0
Sr87,38,87,3.2736999999999995e-11,4.3069999999999997e-10,5.6322e-10,1.1105e-09,1.8972999999999996e-09,4.521e-12,8.264e-12,1.2519999999999999e-11,4.5908e-11,5.628099999999999e-10,0.000181,0.0
Sr88,38,88,3.9701e-10,4.6343e-09,5.5735e-09,8.687200000000001e-09,1.3231999999999999e-08,5.4825e-11,1.0021999999999999e-10,1.5183000000000003e-10,5.566900000000001e-10,6.8247e-09,0.000181,0.0
Y89,39,89,1.0625000000000001e-10,1.2599000000000002e-09,1.4852000000000002e-09,2.2099000000000004e-09,3.3255e-09,1.4672e-11,2.6820999999999996e-11,4.0632e-11,1.4899000000000002e-10,1.8265e-09,0.000181,0.0
Zr90,40,90,1.2958e-10,1.5249000000000002e-09,1.7994000000000002e-09,2.5096e-09,3.5595e-09,1.7895e-11,3.271e-11,4.956e-11,1.8170999999999999e-10,2.2276999999999997e-09,0.000181,0.0
Zr91,40,91,2.8573e-11,3.2695e-10,3.7492999999999997e-10,5.3486e-10,7.2051e-10,3.9459e-12,7.2127e-12,1.0927999999999999e-11,4.0066e-11,4.911800000000001e-10,0.000181,0.0
Zr92,40,92,4.4154e-11,4.9551e-10,5.8523e-10,8.3304e-10,1.1027000000000001e-09,6.0977e-12,1.1146e-11,1.6886e-11,6.1915e-11,7.5903e-10,0.000181,0.0
Zr94,40,94,4.5718999999999996e-11,5.0255e-10,5.8249e-10,8.0987e-10,1.0579e-09,6.3137e-12,1.1540999999999999e-11,1.7484999999999998e-11,6.411e-11,7.859400000000001e-10,0.000181,0.0
Zr96,40,96,7.5223e-12,3.2284e-12,1.8565e-12,3.8781e-12,7.1617e-12,1.0388e-12,1.8989e-12,2.8768e-12,6.0185e-12,9.0269e-12,0.000181,0.0
Nb93,41,93,1.9743e-11,2.1172e-10,2.4324000000000003e-10,3.4002e-10,4.4579e-10,2.7263e-12,4.9839e-12,7.5505e-12,2.7684000000000004e-11,3.3938999999999995e-10,0.000181,0.0
Mo92,42,92,7.4615e-12,9.116200000000002e-11,1.0742e-10,1.3887e-10,1.7131999999999998e-10,1.0304e-12,1.8836e-12,2.8536e-12,1.0463e-11,1.2827000000000001e-10,0.000181,0.0
Mo94,42,94,4.8031e-12,7.004699999999999e-11,8.5789e-11,1.1379e-10,1.4235e-10,6.6329e-13,1.2125e-12,1.8369e-12,6.735e-12,8.256600000000001e-11,0.000181,0.0
Mo95,42,95,8.4013e-12,9.3094e-11,1.0724e-10,1.4823e-10,1.9278e-10,1.1602e-12,2.1208e-12,3.213e-12,1.1780999999999999e-11,1.4441999999999998e-10,0.000181,0.0
Mo96,42,96,8.9368e-12,1.8234000000000001e-10,2.1627e-10,2.916e-10,3.6986e-10,1.2342e-12,2.256e-12,3.4178e-12,1.7061e-11,2.7391000000000004e-10,0.000181,0.0
Mo97,42,97,5.199e-12,5.79e-11,6.7933e-11,9.2735e-11,1.1770000000000002e-10,7.1797e-13,1.3124e-12,1.9883e-12,7.2902e-12,8.937399999999999e-11,0.000181,0.0
Mo98,42,98,1.3347000000000001e-11,1.4947999999999998e-10,1.7748e-10,2.4908e-10,3.1568e-10,1.8431e-12,3.3692e-12,5.1044e-12,1.8715e-11,2.2943999999999999e-10,0.000181,0.0
Xe32,54,132,4.4768000000000006e-11,4.8964e-10,5.7325e-10,7.796799999999999e-10,9.6906e-10,6.1824e-12,1.1300999999999998e-11,1.7120999999999997e-11,6.2776e-11,7.6959e-10,0.000181,0.0
Xe34,54,134,1.6780999999999998e-11,1.8794999999999998e-10,2.1103999999999998e-10,2.7522e-10,3.3253e-10,2.3174e-12,4.236e-12,6.4178e-12,2.3530000000000002e-11,2.8847e-10,0.000181,0.0
Cs33,55,133,1.1769999999999999e-11,1.2302e-10,1.4221000000000002e-10,1.8904e-10,2.3272e-10,1.6254e-12,2.9712e-12,4.5013e-12,1.6504000000000003e-11,2.0233000000000001e-10,0.000181,0.0
Ba34,56,134,3.6083e-12,5.4351999999999996e-11,6.9313e-11,1.1145e-10,1.4654e-10,4.9831e-13,9.108700000000001e-13,1.38e-12,5.0598e-12,6.2029e-11,0.000181,0.0
Ba35,56,135,9.9146e-12,1.0314e-10,1.1861e-10,1.5959000000000001e-10,1.9750999999999997e-10,1.3692e-12,2.5028e-12,3.7918e-12,1.3902999999999998e-11,1.7044e-10,0.000181,0.0
Ba36,56,136,1.19e-11,1.4524e-10,1.8528e-10,3.0169e-10,4.1234e-10,1.6433e-12,3.0039e-12,4.5511e-12,1.6686e-11,2.0456000000000002e-10,0.000181,0.0
Ba37,56,137,1.7142999999999998e-11,1.8976e-10,2.2368e-10,3.2993e-10,4.4099e-10,2.3674e-12,4.3276e-12,6.5563e-12,2.4039e-11,2.9470999999999996e-10,0.000181,0.0
Ba38,56,138,1.1023e-10,1.2376e-09,1.4482999999999998e-09,2.0943e-09,2.8431999999999994e-09,1.5223e-11,2.7827e-11,4.2159e-11,1.5457e-10,1.8949e-09,0.000181,0.0
La38,57,138,1.1637e-14,1.2896e-13,1.5094e-13,1.9954e-13,2.4545e-13,1.607e-15,2.9376e-15,4.4505e-15,1.6318e-14,2.0004e-13,0.000181,0.0
La39,57,139,1.2869000000000001e-11,1.431e-10,1.6775000000000002e-10,2.3877000000000005e-10,3.1948e-10,1.7771e-12,3.2486e-12,4.9215e-12,1.8045e-11,2.2121999999999999e-10,0.000181,0.0
Ce40,58,140,3.4654000000000006e-11,3.8408999999999996e-10,4.4889e-10,6.232000000000001e-10,8.0247e-10,4.7856e-12,8.7477e-12,1.3253e-11,4.8593000000000003e-11,5.957100000000001e-10,0.000181,0.0
Pr41,59,141,5.4468e-12,5.895499999999999e-11,6.8423e-11,9.165799999999998e-11,1.1698e-10,7.521899999999999e-13,1.375e-12,2.0831e-12,7.6377e-12,9.3633e-11,0.000181,0.0
Nd42,60,142,7.435e-12,8.8277e-11,1.0843999999999999e-10,1.5521e-10,2.0253e-10,1.0268e-12,1.8769e-12,2.8435e-12,1.0426e-11,1.2781e-10,0.000181,0.0
Nd43,60,143,3.3287e-12,3.4345999999999994e-11,3.9301000000000005e-11,5.135600000000001e-11,6.4293e-11,4.5968e-13,8.402700000000001e-13,1.273e-12,4.6676e-12,5.7221000000000006e-11,0.000181,0.0
Nd44,60,144,6.6155e-12,7.306999999999999e-11,8.460399999999999e-11,1.1394e-10,1.4262e-10,9.1359e-13,1.67e-12,2.5301e-12,9.2766e-12,1.1372e-10,0.000181,0.0
Hg02,80,202,6.5669e-12,7.4386e-11,8.714399999999999e-11,1.2245e-10,1.5699000000000002e-10,9.0688e-13,1.6577e-12,2.5115e-12,9.2084e-12,1.1289000000000001e-10,0.000181,0.0
Hg04,80,204,1.5258e-12,1.6722000000000002e-11,1.886e-11,2.4048999999999998e-11,2.8870000000000003e-11,2.1071999999999998e-13,3.8516999999999996e-13,5.8353e-13,2.1396e-12,2.6231e-11,0.000181,0.0
Tl03,81,203,3.5042e-12,3.8451e-11,4.5239e-11,6.5096e-11,8.5014e-11,4.8392e-13,8.8459e-13,1.3402e-12,4.9138e-12,6.024e-11,0.000181,0.0
Tl05,81,205,8.4473e-12,9.248899999999999e-11,1.0767e-10,1.5059000000000002e-10,1.9374000000000002e-10,1.1666e-12,2.1324e-12,3.2306e-12,1.1845e-11,1.4521e-10,0.000181,0.0
