  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
La38   57  138  1.0756E+00  1.2104E+00  1.1601E+00  1.0783E+00  9.9995E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.0000E+00
La39   57  139  1.7846E+00  4.0983E+00  3.3881E+00  1.7732E+00  1.0010E+00  1.0013E+00  1.0011E+00  1.0015E+00  1.0010E+00
Ce40   58  140  1.3619E+00  2.3058E+00  2.1230E+00  1.3896E+00  1.0006E+00  1.0007E+00  1.0007E+00  1.0009E+00  1.0006E+00
Pr41   59  141  1.4127E+00  3.0298E+00  2.5359E+00  1.2819E+00  9.8766E-01  9.8340E-01  9.8441E-01  9.8496E-01  9.8959E-01
Nd42   60  142  1.4957E+00  2.1139E+00  2.4902E+00  2.1014E+00  1.0127E+00  1.0171E+00  1.0162E+00  1.0153E+00  1.0106E+00
Nd43   60  143  8.7037E-01  9.7543E-01  9.5721E-01  8.8972E-01  9.7348E-01  9.6317E-01  9.6317E-01  9.7065E-01  9.7975E-01
Nd44   60  144  9.6280E-01  1.1475E+00  1.1087E+00  1.0215E+00  1.0010E+00  1.0023E+00  1.0039E+00  9.9925E-01  9.9938E-01
Hg02   80  202  1.1919E+00  1.5259E+00  1.5010E+00  1.2875E+00  1.0157E+00  1.0210E+00  1.0195E+00  1.0193E+00  1.0134E+00
Hg04   80  204  9.1078E-01  1.0836E+00  2.3977E+00  7.1304E-01  9.8825E-01  9.8451E-01  9.8621E-01  9.8458E-01  9.8929E-01
Tl03   81  203  1.1839E+00  1.4932E+00  1.4865E+00  1.3016E+00  9.9798E-01  9.9666E-01  9.9561E-01  9.9875E-01  9.9917E-01
Tl05   81  205  1.0856E+00  1.2072E+00  1.2358E+00  1.0416E+00  9.9552E-01  9.9378E-01  9.9392E-01  9.9557E-01  9.9688E-01
Pb04   82  204  1.8285E+00  2.6247E+00  2.6104E+00  2.6237E+00  1.0522E+00  1.0696E+00  1.0642E+00  1.0662E+00  1.0458E+00
Pb06   82  206  1.3882E+00  1.6423E+00  1.6344E+00  1.4913E+00  1.0049E+00  1.0065E+00  1.0058E+00  1.0070E+00  1.0048E+00
Pb07   82  207  1.2610E+00  1.3912E+00  1.4362E+00  1.3020E+00  1.0009E+00  1.0012E+00  1.0011E+00  1.0014E+00  1.0010E+00
Pb08   82  208  1.1494E+00  1.2067E+00  1.3349E+00  1.1773E+00  1.0010E+00  1.0013E+00  1.0012E+00  1.0014E+00  1.0009E+00
Bi09   83  209  9.3545E-01  9.1636E-01  9.0614E-01  9.3025E-01  9.9920E-01  9.9899E-01  9.9918E-01  9.9877E-01  9.9915E-01
  ele   Z    A    013b000     015b000     020b000     025b000     030b000     040b000     060b000     080b000     120b000
H       1    1  7.2673E-01  7.0444E-01  6.3852E-01  6.1156E-01  9.9983E-01  9.4990E-01  8.8179E-01  7.7058E-01  6.1084E-01
H2      1    2  2.8385E-03  4.9440E-03  1.1005E-02  1.1253E-02  1.7401E-01  3.5484E-02  3.3316E-02  1.9929E-02  1.7312E-02
He3     2    3  9.2937E-01  8.6380E-01  7.3084E-01  6.8793E-01  2.1331E+00  1.7375E+00  1.3660E+00  8.9699E-01  7.0421E-01
He4     2    4  1.5966E+00  1.4383E+00  1.5190E+00  1.3946E+00  9.9992E-01  1.1494E+00  1.3530E+00  1.6856E+00  2.1422E+00
Li6     3    6  2.8385E-03  4.9441E-03  1.1019E-02  1.1278E-02  1.7456E-01  3.5668E-02  3.3606E-02  2.0139E-02  1.7549E-02
Li7     3    7  2.8386E-03  4.9444E-03  1.1122E-02  1.1426E-02  1.7623E-01  3.5980E-02  4.0898E-02  2.1358E-02  1.8123E-02
Be9     4    9  8.8407E-03  8.4805E-03  1.3726E-02  1.7331E-02  2.5944E-01  5.0309E-02  3.9143E-02  2.2416E-02  1.9162E-02
B10     5   10  2.4509E-02  2.3168E-02  2.0123E-02  2.8653E-02  4.3534E-01  8.2844E-02  6.3802E-02  3.5437E-02  2.9150E-02
B11     5   11  1.8304E-01  1.7732E-01  1.5992E-01  1.5458E-01  9.9989E-01  4.6547E-01  3.8950E-01  2.2054E-01  1.8273E-01
C12     6   12  2.6824E+01  4.4901E+01  5.0930E+01  7.0580E+01  9.9992E-01  8.3215E-01  6.7034E-01  4.8255E-01  8.0174E+00
C13     6   13  2.0807E+00  2.0318E+00  1.9114E+00  1.8670E+00  9.9993E-01  1.9017E+00  2.0116E+00  1.9238E+00  1.4683E+00
N14     7   14  9.6759E+00  8.8233E+00  8.6247E+00  8.1600E+00  9.9992E-01  5.5323E+00  1.0567E+01  1.7845E+01  2.1927E+01
N15     7   15  4.4106E-01  3.8748E-01  5.6743E-01  8.9735E-01  9.9993E-01  6.7900E-01  6.0336E-01  4.5685E-01  4.3171E-01
O16     8   16  1.1938E+01  3.1860E+01  3.5977E+01  5.9581E+01  9.9992E-01  8.6910E-01  7.1957E-01  4.9090E-01  1.2333E+00
O17     8   17  1.9708E+00  2.4340E+00  1.2588E+00  1.3022E+00  9.9993E-01  9.0939E-01  8.1094E-01  5.3371E-01  4.0041E-01
O18     8   18  2.4143E+01  1.8944E+01  1.3427E+01  1.7149E+00  9.9992E-01  8.3892E-01  6.6155E-01  4.6863E-01  3.3777E-01
F19     9   19  6.7066E-01  6.4132E-01  6.9575E-01  2.2583E+00  9.9992E-01  8.6453E-01  6.8677E-01  4.7452E-01  3.4728E-01
Ne20   10   20  3.7718E+01  6.0612E+01  2.2152E+02  1.7897E+02  9.9993E-01  9.8714E-01  9.6808E-01  9.3630E-01  9.2231E-01
Ne21   10   21  1.2019E+01  2.8100E+01  3.8995E+01  7.0031E+01  9.9994E-01  1.0203E+00  8.4240E-01  7.1194E-01  1.0171E+00
Ne22   10   22  2.7695E+01  3.4947E+01  5.3639E+01  6.0087E+01  9.9992E-01  8.6723E-01  7.2554E-01  5.0362E-01  3.3110E+00
Na23   11   23  1.3391E+01  2.6362E+01  7.0151E+01  8.6348E+01  9.9992E-01  2.0256E+00  3.3790E+00  5.5689E+00  7.0081E+00
Mg24   12   24  1.8456E+01  2.3415E+01  6.1495E+01  3.7545E+01  9.9993E-01  1.0001E+00  1.0006E+00  1.0016E+00  1.0033E+00
Mg25   12   25  4.3336E+00  6.3607E+00  1.7825E+01  1.6228E+01  9.9996E-01  8.7185E-01  7.2808E-01  4.9802E-01  4.7770E-01
Mg26   12   26  4.5489E+00  5.5411E+00  1.8750E+01  1.6221E+01  9.9993E-01  1.0454E+00  1.0376E+00  1.0062E+00  8.3224E-01
Al27   13   27  2.3690E+01  3.1197E+01  6.9559E+01  5.3086E+01  9.9992E-01  1.1949E+00  1.5850E+00  2.2552E+00  3.1479E+00
Si28   14   28  2.8321E+01  5.0332E+01  3.8387E+01  5.0173E+01  9.9989E-01  1.0000E+00  1.0001E+00  1.0004E+00  1.0012E+00
Si29   14   29  7.2223E+00  1.0788E+01  1.3186E+01  1.3634E+01  9.9993E-01  9.9993E-01  9.9976E-01  9.9939E-01  1.0013E+00
Si30   14   30  1.7078E+01  2.3322E+01  2.4061E+01  2.0778E+01  9.9993E-01  1.0000E+00  1.0003E+00  1.0009E+00  1.0082E+00
P31    15   31  3.7905E+01  6.3139E+01  5.5636E+01  7.4391E+01  9.9993E-01  1.0000E+00  1.0001E+00  1.0003E+00  1.0240E+00
S32    16   32  2.1479E+01  4.0923E+01  2.4110E+01  3.5425E+01  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9863E-01
S33    16   33  2.1745E+01  4.1068E+01  2.9704E+01  5.3173E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.1325E+00
S34    16   34  1.9944E+01  3.4917E+01  2.1928E+01  3.8274E+01  9.9993E-01  9.9996E-01  9.9999E-01  9.9999E-01  1.0072E+00
S36    16   36  1.2061E+00  1.4904E+00  2.1304E+00  3.2652E+00  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  9.9990E-01
Cl35   17   35  7.2201E+00  1.3599E+01  9.1788E+00  1.9115E+01  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9626E-01
Cl37   17   37  4.5039E+00  8.9434E+00  7.1407E+00  1.2361E+01  9.9994E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.2128E+00
Ar36   18   36  1.9494E+01  3.5649E+01  1.9634E+01  2.5846E+01  9.9994E-01  9.9994E-01  1.0000E+00  1.0000E+00  9.9639E-01
Ar38   18   38  9.9426E+00  1.8301E+01  1.1143E+01  2.1152E+01  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0003E+00
Ar40   18   40  1.6715E+00  1.6772E+00  2.1966E+00  2.8028E+00  9.9992E-01  9.9997E-01  9.9999E-01  9.9999E-01  1.0070E+00
K39    19   39  8.3926E+00  1.5882E+01  9.9654E+00  1.6182E+01  9.9992E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0060E+00
K40    19   40  1.0053E+01  2.2134E+01  3.6169E+01  6.0653E+01  9.9783E-01  9.9753E-01  9.9811E-01  9.9837E-01  3.3722E+00
K41    19   41  9.4155E+00  1.8071E+01  1.3907E+01  1.8840E+01  9.9991E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.6949E+00
Ca40   20   40  1.5341E+01  2.6327E+01  1.3940E+01  1.6235E+01  9.9990E-01  9.9997E-01  9.9997E-01  9.9997E-01  9.9732E-01
Ca42   20   42  7.4792E+00  1.4445E+01  1.0380E+01  1.6855E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.1667E+00
Ca43   20   43  2.1767E+00  3.4869E+00  5.5568E+00  6.8628E+00  9.9991E-01  9.9996E-01  1.0000E+00  1.0000E+00  1.1588E+00
Ca44   20   44  7.0808E+00  6.7149E+00  5.0974E+00  5.1271E+00  9.9993E-01  9.9996E-01  9.9999E-01  1.0000E+00  1.0131E+00
Ca46   20   46  2.9030E+00  2.4094E+00  3.3586E+00  1.7645E+01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9779E-01
Ca48   20   48  9.6915E-01  9.4145E-01  9.4434E-01  9.0963E-01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9955E-01
Sc45   21   45  4.7550E+00  8.8575E+00  1.5088E+01  2.9621E+01  9.9994E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.1393E+00
Ti46   22   46  8.8355E+00  1.4493E+01  1.0624E+01  1.4448E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0148E+00
Ti47   22   47  2.0008E+00  2.1134E+00  2.1340E+00  3.0843E+00  9.9993E-01  9.9997E-01  9.9999E-01  9.9999E-01  9.9818E-01
Ti48   22   48  1.1812E+01  1.2709E+01  8.2018E+00  6.9343E+00  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9385E-01
Ti49   22   49  5.0506E+00  7.3683E+00  5.8111E+00  6.4118E+00  9.9991E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0442E+00
Ti50   22   50  1.3330E+00  1.7348E+00  2.6334E+00  5.1530E+00  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0705E+00
V50    23   50  5.7494E+00  1.6063E+01  1.7431E+01  5.2685E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9195E-01
V51    23   51  9.2936E+00  1.5960E+01  1.1082E+01  7.5048E+00  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9876E-01
Cr50   24   50  1.4680E+01  2.9143E+01  2.0246E+01  1.4610E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9188E-01
Cr52   24   52  2.3539E+01  3.4280E+01  2.1200E+01  1.7657E+01  9.9989E-01  9.9997E-01  9.9997E-01  1.0000E+00  9.9761E-01
Cr53   24   53  1.6357E+01  2.6460E+01  1.7378E+01  1.1861E+01  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  9.9663E-01
Cr54   24   54  1.4314E+00  1.9420E+00  2.6675E+00  3.2114E+00  9.9992E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0920E+00
Mn55   25   55  1.0960E+01  1.8592E+01  1.1996E+01  7.6748E+00  9.9996E-01  9.9996E-01  9.9996E-01  9.9996E-01  1.0025E+00
Fe54   26   54  9.1109E+00  1.8598E+01  1.2294E+01  6.1943E+00  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9267E-01
Fe56   26   56  5.2151E+01  4.5317E+01  3.3115E+01  2.7191E+01  9.9991E-01  9.9999E-01  9.9999E-01  9.9999E-01  9.9698E-01
Fe57   26   57  8.5710E+01  6.9442E+01  5.1960E+01  3.6759E+01  9.9992E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0357E+00
Fe58   26   58  3.3124E+00  6.7907E+00  1.0365E+01  1.0770E+01  9.9993E-01  9.9996E-01  9.9999E-01  1.0000E+00  1.5832E+00
Co59   27   59  3.3915E+01  2.6954E+01  2.2960E+01  1.7402E+01  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.1157E+00
Ni58   28   58  7.5748E+01  7.0241E+01  5.1602E+01  4.1809E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9300E-01
Ni60   28   60  7.2835E+01  5.6437E+01  4.0582E+01  3.5093E+01  9.9994E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0178E+00
Ni61   28   61  9.4360E+01  6.8729E+01  5.4472E+01  4.5142E+01  9.9993E-01  9.9998E-01  9.9999E-01  1.0000E+00  1.1751E+00
Ni62   28   62  2.0687E+02  1.7983E+02  1.2961E+02  1.0135E+02  9.9993E-01  9.9997E-01  1.0000E+00  1.0000E+00  1.0897E+00
Ni64   28   64  2.6769E+00  3.6642E+00  7.8379E+00  1.9130E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0581E+00
Cu63   29   63  4.8809E+00  7.9972E+00  1.2794E+01  2.7802E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.1985E+00
Cu65   29   65  6.1743E+00  1.0219E+01  1.9548E+01  5.2406E+01  9.9992E-01  9.9996E-01  1.0000E+00  1.0000E+00  1.2299E+00
Zn64   30   64  9.7690E+00  9.5063E+00  8.2761E+00  1.3220E+01  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0464E+00
Zn66   30   66  2.2124E+01  2.2202E+01  1.9935E+01  3.7912E+01  9.9992E-01  9.9996E-01  9.9998E-01  1.0000E+00  1.0392E+00
Zn67   30   67  2.3817E+00  4.1617E+00  1.1759E+01  3.8858E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0530E+00
Zn68   30   68  2.0077E+00  3.2734E+00  7.7956E+00  3.2250E+01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0329E+00
Zn70   30   70  9.9446E-01  1.9505E+00  1.3896E+00  1.8426E+01  9.9993E-01  9.9993E-01  1.0000E+00  1.0000E+00  9.9407E-01
Ga69   31   69  2.7823E+00  7.0694E+00  1.3562E+01  6.2758E+01  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0462E+00
Ga71   31   71  2.4582E+00  5.1217E+00  1.1644E+01  5.4137E+01  9.9994E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0463E+00
Ge70   32   70  3.0806E+00  1.0664E+01  1.5857E+01  8.7096E+01  9.9993E-01  9.9997E-01  9.9999E-01  9.9999E-01  1.0379E+00
Ge72   32   72  1.9895E+00  3.9473E+00  7.2298E+00  3.9229E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0174E+00
Ge73   32   73  1.8759E+00  2.5959E+00  7.5567E+00  4.0909E+01  9.9992E-01  9.9998E-01  9.9998E-01  9.9998E-01  1.0156E+00
Ge74   32   74  1.7061E+00  2.0154E+00  4.4044E+00  2.5967E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0149E+00
Ge76   32   76  9.5918E-01  1.0801E+00  9.7923E-01  6.5226E+00  9.9995E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9400E-01
As75   33   75  1.8832E+00  4.3872E+00  7.6638E+00  6.1167E+01  9.9991E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0092E+00
Se74   34   74  4.5239E+00  3.1683E+01  3.6340E+01  3.4755E+02  9.9992E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9002E-01
Se76   34   76  2.6549E+00  7.3517E+00  1.0334E+01  1.0268E+02  9.9994E-01  9.9994E-01  9.9994E-01  1.0000E+00  1.0297E+00
Se77   34   77  1.5125E+00  2.0737E+00  4.2174E+00  4.1423E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0078E+00
Se78   34   78  1.8303E+00  2.0390E+00  4.6442E+00  2.6098E+01  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0214E+00
Se80   34   80  1.2109E+00  1.1593E+00  1.6176E+00  8.8893E+00  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9270E-01
Se82   34   82  9.6704E-01  1.0192E+00  9.5466E-01  4.9853E+00  9.9992E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9619E-01
Br79   35   79  1.4552E+00  1.7412E+00  4.0324E+00  2.6180E+01  9.9995E-01  9.9995E-01  9.9995E-01  1.0001E+00  9.9653E-01
Br81   35   81  1.3456E+00  1.7118E+00  2.3811E+00  1.9715E+01  9.9991E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0025E+00
Kr78   36   78  1.4631E+00  4.5064E+00  4.8103E+00  8.4706E+01  9.9994E-01  9.9996E-01  9.9999E-01  9.9999E-01  9.9079E-01
Kr80   36   80  1.9637E+00  5.2765E+00  6.5115E+00  8.8995E+01  9.9992E-01  9.9996E-01  9.9996E-01  1.0000E+00  1.0819E+00
Kr82   36   82  1.6188E+00  1.9154E+00  3.3257E+00  2.0826E+01  9.9994E-01  9.9994E-01  1.0000E+00  1.0000E+00  1.0357E+00
Kr83   36   83  1.1435E+00  1.3696E+00  2.1269E+00  1.1996E+01  9.9993E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0038E+00
Kr84   36   84  1.1390E+00  1.1817E+00  1.8672E+00  7.0429E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0051E+00
Kr86   36   86  1.2093E+00  1.2355E+00  1.5110E+00  6.9186E+00  9.9990E-01  9.9995E-01  1.0000E+00  1.0000E+00  9.9887E-01
Rb85   37   85  1.2486E+00  1.4052E+00  2.2372E+00  1.1524E+01  9.9992E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0024E+00
Rb87   37   87  1.3377E+00  1.7913E+00  2.1801E+00  2.1218E+01  9.9986E-01  9.9991E-01  9.9992E-01  9.9996E-01  9.9771E-01
Sr84   38   84  2.2256E+00  6.5809E+00  5.7030E+00  1.1465E+02  9.9992E-01  9.9996E-01  9.9999E-01  9.9999E-01  9.8995E-01
Sr86   38   86  1.7719E+00  2.7820E+00  4.8879E+00  2.6655E+01  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0985E+00
Sr87   38   87  1.4143E+00  1.9884E+00  3.9179E+00  1.6027E+01  1.0001E+00  1.0001E+00  1.0001E+00  1.0001E+00  1.0776E+00
Sr88   38   88  1.2491E+00  1.6751E+00  2.4197E+00  9.0266E+00  9.9994E-01  9.9996E-01  9.9999E-01  1.0000E+00  1.0245E+00
Y89    39   89  1.1864E+00  1.5903E+00  2.1305E+00  7.6361E+00  9.9995E-01  9.9995E-01  9.9995E-01  1.0000E+00  1.0137E+00
Zr90   40   90  1.1025E+00  1.3583E+00  1.5813E+00  4.4264E+00  9.9990E-01  9.9997E-01  9.9997E-01  9.9997E-01  1.0038E+00
Zr91   40   91  1.0720E+00  1.1976E+00  1.6008E+00  4.5388E+00  9.9993E-01  9.9996E-01  1.0000E+00  1.0000E+00  1.0045E+00
Zr92   40   92  1.0711E+00  1.1771E+00  1.4405E+00  2.8655E+00  9.9993E-01  9.9997E-01  9.9999E-01  9.9999E-01  1.0058E+00
Zr94   40   94  1.0181E+00  1.0372E+00  1.1917E+00  2.0187E+00  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0034E+00
Zr96   40   96  7.8410E-02  6.2700E-02  2.0148E-01  2.1457E+00  1.7402E-01  3.5482E-02  3.3314E-02  1.9927E-02  1.7310E-02
Nb93   41   93  9.9125E-01  1.0205E+00  1.2565E+00  2.2775E+00  9.9992E-01  9.9997E-01  9.9997E-01  1.0000E+00  9.9940E-01
Mo92   42   92  1.0590E+00  1.2937E+00  1.1572E+00  1.6845E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9156E-01
Mo94   42   94  1.2603E+00  1.4308E+00  1.4095E+00  1.9254E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0029E+00
Mo95   42   95  1.0192E+00  1.0048E+00  1.2270E+00  2.4583E+00  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9743E-01
Mo96   42   96  1.8295E+00  1.8912E+00  1.9331E+00  2.1743E+00  1.6951E+00  1.8118E+00  1.8136E+00  1.8249E+00  1.8264E+00
Mo97   42   97  9.9735E-01  9.8755E-01  1.0635E+00  1.2085E+00  9.9992E-01  9.9996E-01  9.9998E-01  1.0000E+00  1.0008E+00
Mo98   42   98  1.0068E+00  1.0152E+00  1.1237E+00  1.3161E+00  9.9994E-01  9.9994E-01  1.0000E+00  1.0000E+00  1.0035E+00
Xe32   54  132  9.7820E-01  9.7473E-01  1.0152E+00  1.1738E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9874E-01
Xe34   54  134  9.5972E-01  9.1934E-01  8.9397E-01  1.2109E+00  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  9.9424E-01
Cs33   55  133  9.3595E-01  9.2083E-01  9.2821E-01  1.1269E+00  9.9992E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9347E-01
Ba34   56  134  1.3715E+00  1.5256E+00  1.8111E+00  2.2622E+00  9.9992E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0382E+00
Ba35   56  135  9.3114E-01  8.9894E-01  9.2442E-01  1.1042E+00  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9426E-01
Ba36   56  136  1.1360E+00  1.2498E+00  1.4798E+00  1.8843E+00  9.9990E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0245E+00
Ba37   56  137  1.0041E+00  1.0098E+00  1.1087E+00  1.4723E+00  9.9991E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0084E+00
Ba38   56  138  1.0272E+00  1.0792E+00  1.2199E+00  1.5214E+00  9.9989E-01  9.9998E-01  9.9998E-01  9.9998E-01  1.0077E+00
La38   57  138  9.9159E-01  1.0044E+00  9.7860E-01  1.0561E+00  9.9991E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00
La39   57  139  1.0219E+00  1.0683E+00  1.2144E+00  1.5365E+00  9.9993E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0050E+00
Ce40   58  140  1.0000E+00  1.0116E+00  1.0914E+00  1.2724E+00  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0019E+00
Pr41   59  141  9.7374E-01  9.9163E-01  9.9184E-01  1.2197E+00  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9697E-01
Nd42   60  142  1.0836E+00  1.2304E+00  1.2863E+00  1.6281E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0053E+00
Nd43   60  143  9.2250E-01  8.8729E-01  8.6576E-01  8.6778E-01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9409E-01
Nd44   60  144  9.8201E-01  9.5331E-01  9.7786E-01  9.9555E-01  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9885E-01
Hg02   80  202  1.0059E+00  1.0015E+00  1.0817E+00  1.1958E+00  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0039E+00
Hg04   80  204  9.4378E-01  8.9393E-01  8.5851E-01  8.6752E-01  9.9991E-01  9.9997E-01  9.9997E-01  9.9997E-01  9.9257E-01
Tl03   81  203  9.8959E-01  9.9216E-01  1.0956E+00  1.2634E+00  9.9993E-01  9.9996E-01  9.9999E-01  9.9999E-01  1.0012E+00
Tl05   81  205  9.7623E-01  9.6272E-01  1.0105E+00  1.0931E+00  9.9993E-01  9.9998E-01  9.9999E-01  1.0000E+00  1.0016E+00
Pb04   82  204  1.1690E+00  1.3629E+00  1.5735E+00  2.0530E+00  9.9995E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.0259E+00
Pb06   82  206  1.0169E+00  1.0535E+00  1.1366E+00  1.2930E+00  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  1.0070E+00
Pb07   82  207  9.9606E-01  9.9794E-01  1.0946E+00  1.2187E+00  9.9995E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.0032E+00
Pb08   82  208  9.9139E-01  9.8856E-01  1.0469E+00  1.1312E+00  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0019E+00
Bi09   83  209  9.7196E-01  9.4581E-01  9.6135E-01  9.4308E-01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9924E-01
  ele   Z    A    013b150     015b150     020b150     025b150     030b150     040b150     060b150     080b150     120b150
H       1    1  5.8510E-01  5.5357E-01  4.9284E-01  4.7322E-01  8.6247E-01  7.9052E-01  6.2575E-01  5.9690E-01  4.3489E-01
H2      1    2  4.2261E-13  5.1574E-13  3.5967E-10  5.6229E-09  1.2969E-07  2.6483E-07  5.0765E-06  1.0060E-05  2.7438E-04
He3     2    3  5.9174E-01  5.3625E-01  4.6346E-01  3.8951E-01  9.6302E-01  2.6303E-01  3.7160E-01  5.1454E-01  4.6948E-01
He4     2    4  1.4383E+00  1.4264E+00  1.4001E+00  1.3345E+00  1.4110E+00  1.6262E+00  1.9826E+00  2.0014E+00  2.5762E+00
Li6     3    6  1.7018E-04  2.6471E-04  5.0913E-04  7.3559E-04  6.1959E-03  2.1940E-03  6.4094E-04  8.4743E-04  9.4067E-04
Li7     3    7  1.7973E-02  2.9199E-02  1.0335E-02  5.7441E-03  9.7922E-03  3.8277E-02  7.7500E-01  4.8462E-01  1.3835E-03
Be9     4    9  3.9410E-04  5.9644E-04  1.2032E-03  1.7881E-03  1.4682E-02  5.4862E-03  1.4036E-03  1.7226E-03  1.9464E-03
B10     5   10  6.1915E-04  8.8454E-04  1.7369E-03  2.5682E-03  2.1056E-02  7.9077E-03  2.1292E-03  2.4894E-03  2.7985E-03
B11     5   11  5.9341E-02  5.3886E-02  4.5469E-02  3.9596E-02  1.4945E-01  4.6958E-02  3.1549E-02  2.9846E-02  4.0894E-02
C12     6   12  6.6226E+01  7.3640E+01  7.9838E+01  7.2480E+01  5.0236E-01  1.6415E-01  6.7931E+01  9.8763E+01  5.6613E+01
C13     6   13  5.2719E+00  9.7178E+00  8.6595E+00  3.1884E+00  2.8278E+00  1.3767E+00  8.6269E+00  7.7409E+00  1.5520E+00
N14     7   14  9.2825E+01  1.0755E+02  1.1109E+02  5.3634E+01  1.4335E+01  2.3904E+01  2.0423E+01  1.9700E+01  2.2700E+01
N15     7   15  1.8719E+02  8.7380E+02  1.8487E+03  6.2189E+02  3.7980E-01  2.6539E-01  2.3920E-01  2.4431E-01  2.9155E-01
O16     8   16  5.5796E+01  7.3261E+01  9.4811E+01  1.0640E+02  6.1873E-01  3.4854E-01  2.3249E+00  3.9407E+00  1.8374E+00
