 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
Ar36   18   36  3.9996E+00  6.1354E+00  9.0796E+00  1.7341E+01  5.2337E+01  1.3237E+02  2.2858E+02  9.2966E+02  1.4828E+03  4.7823E+03  5.5492E+03  5.2068E+03  1.7924E-04  2.6488E-04  4.0302E-04  1.2528E-04  4.2230E-04  1.1391E-03  1.1452E-04  6.7473E-04  1.1302E-03  2.2867E-04  3.7773E-04  3.8185E-04  3.9997E+00  1.7343E+01  2.2864E+02  4.7824E+03  1.7925E-04  1.2530E-04  1.1455E-04  2.2868E-04  5.6315E-05  1.2606E-05  1.2606E-06  1.2606E-07
Ar38   18   38  4.0961E+00  1.0537E+01  1.5291E+01  1.0647E+01  1.9435E+01  2.9163E+02  5.7278E+01  1.7814E+02  2.0825E+03  1.0922E+03  1.6186E+03  6.1116E+03  3.5230E-05  8.7306E-05  1.3026E-04  1.4763E-05  3.0096E-05  4.8162E-04  5.5073E-06  2.4813E-05  3.0462E-04  1.0023E-05  2.1145E-05  8.6018E-05  4.0964E+00  1.0648E+01  5.7287E+01  1.0922E+03  3.5233E-05  1.4763E-05  5.5084E-06  1.0023E-05  1.0808E-05  2.4193E-06  2.4193E-07  2.4193E-08
Ar40   18   40  2.3735E+00  4.4590E+00  7.8766E+00  1.7621E+00  6.0220E+00  1.0176E+01  1.1386E+00  8.5458E+00  1.5811E+01  1.0540E+00  1.0370E+01  2.8582E+03  3.4369E-08  6.2200E-08  1.1297E-07  4.1132E-09  1.5700E-08  2.8293E-08  1.8431E-10  2.0040E-09  3.8937E-09  1.6284E-11  2.2807E-10  6.7726E-08  2.3736E+00  1.7623E+00  1.1391E+00  1.0547E+00  3.4370E-08  4.1138E-09  1.8440E-10  1.6296E-11  1.8196E-08  4.0730E-09  4.0730E-10  4.0730E-11
K39    19   39  1.8073E+00  3.4211E+00  6.3454E+00  8.9748E+00  3.8043E+01  2.3897E+02  6.9947E+01  8.4952E+02  2.0904E+03  1.8968E+03  3.3926E+03  7.8634E+03  4.1207E-06  7.5141E-06  1.4330E-05  1.4735E-06  6.9758E-06  4.6731E-05  7.9637E-07  1.4011E-05  3.6207E-05  2.0611E-06  5.2479E-06  1.3105E-05  1.8074E+00  8.9766E+00  7.0007E+01  1.8969E+03  4.1209E-06  1.4738E-06  7.9707E-07  2.0613E-06  2.8651E-06  2.8647E-07  2.8647E-08  2.8647E-09
K40    19   40  8.6198E+00  2.1467E+01  6.3178E+01  2.4228E+01  9.6827E+01  2.6326E+02  2.6863E+01  4.5450E+02  1.4180E+03  1.2637E+02  5.4644E+02  6.8847E+04  3.1817E-08  7.6332E-08  2.3097E-07  6.4398E-09  2.8743E-08  8.3344E-08  4.9514E-10  1.2135E-08  3.9761E-08  2.2230E-10  1.3684E-09  1.8575E-07  8.6205E+00  2.4233E+01  2.6896E+01  1.2640E+02  3.1819E-08  6.4410E-09  4.9576E-10  2.2236E-10  4.6383E-09  4.6377E-10  4.6377E-11  4.6377E-12
K41    19   41  2.6380E+00  5.6225E+00  1.1518E+01  1.0901E+01  1.0207E+02  3.2100E+02  7.7135E+01  2.3430E+03  2.6482E+03  4.2785E+03  3.2554E+03  6.1438E+03  4.5632E-07  9.3692E-07  1.9734E-06  1.3578E-07  1.4200E-06  4.7623E-06  6.6628E-08  2.9318E-06  3.4800E-06  3.5272E-07  3.8205E-07  7.7682E-07  2.6381E+00  1.0906E+01  7.7310E+01  4.2784E+03  4.5635E-07  1.3585E-07  6.6781E-08  3.5272E-07  2.1737E-07  2.1734E-08  2.1734E-09  2.1734E-10
Ca40   20   40  3.2079E+00  4.3291E+00  6.8649E+00  1.2342E+01  5.0257E+01  1.3040E+02  1.7900E+02  9.1772E+02  1.4386E+03  4.0839E+03  3.5672E+03  4.0305E+03  1.5943E-04  2.0726E-04  3.3792E-04  9.8878E-05  4.4969E-04  1.2443E-03  9.9447E-05  7.3860E-04  1.2159E-03  2.1655E-04  2.6927E-04  3.2778E-04  3.2079E+00  1.2344E+01  1.7906E+02  4.0838E+03  1.5943E-04  9.8897E-05  9.9481E-05  2.1655E-04  6.2452E-05  1.3979E-05  1.3979E-06  1.3979E-07
Ca42   20   42  3.9753E+00  1.0342E+01  1.5836E+01  8.8726E+00  2.4253E+01  3.3050E+02  3.9749E+01  2.8340E+02  2.2802E+03  1.1458E+03  1.7673E+03  5.9391E+03  1.3845E-06  3.4699E-06  5.4629E-06  4.9816E-07  1.5208E-06  2.2102E-05  1.5476E-07  1.5985E-06  1.3506E-05  4.2578E-07  9.3491E-07  3.3848E-06  3.9756E+00  8.8735E+00  3.9768E+01  1.1458E+03  1.3846E-06  4.9822E-07  1.5484E-07  4.2581E-07  4.3765E-07  9.7966E-08  9.7966E-09  9.7966E-10
Ca43   20   43  2.5697E+00  3.9730E+00  6.0557E+00  3.6367E+00  5.9157E+00  9.3737E+00  4.7647E+00  1.9962E+01  3.6105E+01  2.5799E+01  3.7521E+01  1.1006E+03  1.9119E-07  2.8475E-07  4.4626E-07  4.3620E-08  7.9245E-08  1.3391E-07  3.9630E-09  2.4052E-08  4.5685E-08  2.0480E-09  4.2402E-09  1.3400E-07  2.5698E+00  3.6369E+00  4.7659E+00  2.5800E+01  1.9119E-07  4.3622E-08  3.9641E-09  2.0482E-09  9.3493E-08  2.0928E-08  2.0928E-09  2.0928E-10
Ca44   20   44  1.7769E+00  1.9699E+00  2.3289E+00  4.1433E+00  7.1341E+00  7.2297E+00  3.9311E+01  7.5095E+01  5.8515E+01  4.9745E+02  4.3382E+02  4.0221E+02  2.0903E-06  2.2323E-06  2.7135E-06  7.8574E-07  1.5110E-06  1.6330E-06  5.1696E-07  1.4306E-06  1.1707E-06  6.2435E-07  7.7512E-07  7.7425E-07  1.7769E+00  4.1435E+00  3.9314E+01  4.9744E+02  2.0903E-06  7.8578E-07  5.1701E-07  6.2436E-07  1.4782E-06  3.3089E-07  3.3089E-08  3.3089E-09
Ca46   20   46  5.2112E+00  3.8743E+01  3.1786E+01  4.7576E+00  1.5266E+01  2.2981E+01  1.0446E+00  2.5088E+01  5.6678E+01  9.7251E-01  7.0246E+01  9.5758E+02  1.2289E-08  8.8016E-08  7.4245E-08  1.8087E-09  6.4820E-09  1.0406E-08  2.7540E-11  9.5816E-10  2.2732E-09  2.4470E-12  2.5161E-10  3.6953E-09  5.2129E+00  4.7582E+00  1.0465E+00  9.7775E-01  1.2293E-08  1.8090E-09  2.7589E-11  2.4602E-12  2.9634E-09  6.6334E-10  6.6334E-11  6.6334E-12
Ca48   20   48  9.7648E-01  9.5965E-01  9.7029E-01  9.5867E-01  9.2423E-01  9.1736E-01  9.4970E-01  9.1168E-01  9.2033E-01  9.3747E-01  9.7852E-01  9.0919E-01  1.1233E-07  1.0635E-07  1.1056E-07  1.7780E-08  1.9144E-08  2.0264E-08  1.2214E-09  1.6985E-09  1.8007E-09  1.1507E-10  1.7098E-10  1.7116E-10  9.7648E-01  9.5867E-01  9.4970E-01  9.3747E-01  1.1233E-07  1.7780E-08  1.2214E-09  1.1507E-10  1.4456E-07  3.2360E-08  3.2360E-09  3.2360E-10
Sc45   21   45  3.2466E+00  7.0826E+00  1.0029E+01  1.0930E+01  3.0351E+01  3.6975E+01  1.9688E+01  2.7059E+02  2.4155E+02  6.6499E+02  5.1460E+02  5.6699E+03  1.2089E-07  2.5407E-07  3.6990E-07  2.9309E-08  9.0897E-08  1.1809E-07  3.6611E-09  7.2891E-08  6.8332E-08  1.1802E-08  1.3001E-08  1.5433E-07  3.2467E+00  1.0931E+01  1.9708E+01  6.6498E+02  1.2090E-07  2.9312E-08  3.6648E-09  1.1802E-08  4.6794E-08  4.6788E-09  4.6788E-10  4.6788E-11
Ti46   22   46  3.2097E+00  8.8943E+00  1.2664E+01  8.6100E+00  2.5968E+01  3.0703E+02  4.8288E+01  3.3656E+02  2.7364E+03  1.4292E+03  1.1257E+03  6.0171E+03  6.3598E-07  1.6977E-06  2.4854E-06  2.4512E-07  8.2568E-07  1.0411E-05  9.5332E-08  9.6257E-07  8.2188E-06  2.6929E-07  3.0196E-07  1.7389E-06  3.2100E+00  8.6110E+00  4.8310E+01  1.4292E+03  6.3604E-07  2.4516E-07  9.5378E-08  2.6929E-07  2.4899E-07  4.9675E-08  4.9675E-09  4.9675E-10
Ti47   22   47  1.3287E+00  1.8650E+00  2.8303E+00  1.8967E+00  3.4901E+00  8.9444E+00  5.7130E+00  1.7458E+01  4.9034E+01  4.9305E+01  4.2678E+01  7.1443E+02  2.4259E-07  3.2803E-07  5.1183E-07  4.9754E-08  1.0225E-07  2.7946E-07  1.0392E-08  4.6004E-08  1.3570E-07  8.5602E-09  1.0548E-08  1.9024E-07  1.3287E+00  1.8968E+00  5.7139E+00  4.9305E+01  2.4259E-07  4.9757E-08  1.0394E-08  8.5603E-09  2.2943E-07  4.5771E-08  4.5771E-09  4.5771E-10
Ti48   22   48  2.0006E+00  1.7259E+00  2.2778E+00  6.6193E+00  8.7476E+00  8.6557E+00  7.6734E+01  8.6073E+01  7.4874E+01  9.0180E+02  8.1706E+02  9.1596E+02  3.6963E-06  3.0719E-06  4.1683E-06  1.7571E-06  2.5934E-06  2.7367E-06  1.4125E-06  2.2953E-06  2.0968E-06  1.5844E-06  2.0435E-06  2.4681E-06  2.0006E+00  6.6194E+00  7.6735E+01  9.0179E+02  3.6962E-06  1.7572E-06  1.4126E-06  1.5844E-06  2.3217E-06  4.6318E-07  4.6318E-08  4.6318E-09
Ti49   22   49  2.1956E+00  3.5070E+00  5.8203E+00  4.5247E+00  9.2166E+00  1.4152E+01  3.0008E+01  5.1120E+01  8.1969E+01  3.5295E+02  2.8257E+02  1.6065E+03  3.0389E-07  4.6762E-07  7.9792E-07  8.9981E-08  2.0470E-07  3.3521E-07  4.1383E-08  1.0213E-07  1.7197E-07  4.6454E-08  5.2945E-08  3.2429E-07  2.1956E+00  4.5250E+00  3.0010E+01  3.5294E+02  3.0390E-07  8.9988E-08  4.1386E-08  4.6455E-08  1.7393E-07  3.4699E-08  3.4699E-09  3.4699E-10
Ti50   22   50  1.6947E+00  3.7626E+00  5.3690E+00  2.2569E+00  1.0298E+01  2.4287E+01  1.5303E+00  1.2148E+01  2.8159E+01  1.0623E+00  5.4858E+00  6.8361E+01  2.2917E-07  4.9015E-07  7.1912E-07  4.3852E-08  2.2348E-07  5.6205E-07  2.0618E-09  2.3712E-08  5.7720E-08  1.3660E-10  1.0042E-09  1.3483E-08  1.6948E+00  2.2574E+00  1.5311E+00  1.0626E+00  2.2918E-07  4.3862E-08  2.0630E-09  1.3665E-10  1.6993E-07  3.3902E-08  3.3902E-09  3.3902E-10
V50    23   50  7.2626E+00  2.9351E+01  4.7614E+01  1.6779E+01  6.4173E+01  6.0446E+01  7.7662E+00  6.2522E+01  1.6687E+02  1.5300E+01  4.3371E+01  4.1573E+04  4.5267E-09  1.7624E-08  2.9394E-08  7.5309E-10  3.2167E-09  3.2313E-09  2.4171E-11  2.8190E-10  7.9011E-10  4.5450E-12  1.8340E-11  1.8940E-08  7.2637E+00  1.6782E+01  7.7704E+00  1.5303E+01  4.5274E-09  7.5322E-10  2.4185E-11  4.5457E-12  7.8323E-10  7.8312E-11  7.8312E-12  7.8312E-13
V51    23   51  2.2044E+00  7.1607E+00  7.7301E+00  7.8531E+00  1.0365E+01  5.1119E+01  5.5728E+01  7.4133E+01  3.7970E+02  5.4725E+02  3.4620E+02  4.2187E+03  5.5918E-07  1.7498E-06  1.9422E-06  1.4345E-07  2.1145E-07  1.1122E-06  7.0590E-08  1.3603E-07  7.3170E-07  6.6160E-08  5.9581E-08  7.8222E-07  2.2047E+00  7.8532E+00  5.5729E+01  5.4723E+02  5.5924E-07  1.4345E-07  7.0594E-08  6.6159E-08  3.1876E-07  3.1872E-08  3.1872E-09  3.1872E-10
Cr50   24   50  3.5548E+00  6.2041E+01  4.2719E+01  1.4066E+01  3.0847E+01  2.8503E+02  9.5974E+01  3.2733E+02  2.9729E+03  1.5933E+03  1.1007E+03  1.2955E+04  1.9749E-06  3.3204E-05  2.3507E-05  5.6272E-07  1.3783E-06  1.3582E-05  2.6626E-07  1.3155E-06  1.2547E-05  4.2187E-07  4.1488E-07  5.2607E-06  3.5578E+00  1.4067E+01  9.5992E+01  1.5933E+03  1.9766E-06  5.6277E-07  2.6631E-07  4.2187E-07  6.9813E-07  6.9804E-08  6.9804E-09  6.9804E-10
Cr52   24   52  2.4945E+00  4.6494E+00  3.9356E+00  1.6343E+01  1.8734E+01  2.2715E+01  2.0350E+02  2.0661E+02  2.1843E+02  2.3776E+03  2.1697E+03  3.3715E+03  2.7793E-05  4.9904E-05  4.3432E-05  1.3113E-05  1.6787E-05  2.1707E-05  1.1322E-05  1.6652E-05  1.8488E-05  1.2625E-05  1.6401E-05  2.7458E-05  2.4946E+00  1.6344E+01  2.0351E+02  2.3776E+03  2.7794E-05  1.3113E-05  1.1323E-05  1.2625E-05  1.4001E-05  1.3999E-06  1.3999E-07  1.3999E-08
Cr53   24   53  2.6463E+00  1.5417E+01  9.3267E+00  1.2521E+01  1.3323E+01  3.2499E+01  1.2526E+02  1.1808E+02  3.2374E+02  1.3336E+03  1.0655E+03  4.8639E+03  3.4078E-06  1.9125E-05  1.1896E-05  1.1610E-06  1.3798E-06  3.5894E-06  8.0546E-07  1.1000E-06  3.1671E-06  8.1850E-07  9.3093E-07  4.5783E-06  2.6470E+00  1.2521E+01  1.2526E+02  1.3336E+03  3.4086E-06  1.1611E-06  8.0547E-07  8.1851E-07  1.6182E-06  1.6180E-07  1.6180E-08  1.6180E-09
Cr54   24   54  1.6891E+00  2.5305E+00  2.8050E+00  1.9849E+00  3.1683E+00  7.8400E+00  1.9544E+00  3.4914E+00  2.2835E+01  1.7088E+00  3.3897E+00  3.9734E+01  5.5166E-07  7.9614E-07  9.0736E-07  4.6680E-08  8.3215E-08  2.1960E-07  3.1873E-09  8.2483E-09  5.6654E-08  2.6596E-10  7.5107E-10  9.4851E-09  1.6892E+00  1.9850E+00  1.9545E+00  1.7089E+00  5.5167E-07  4.6682E-08  3.1876E-09  2.6599E-10  4.1040E-07  4.1034E-08  4.1034E-09  4.1034E-10
Mn55   25   55  2.3241E+00  1.0598E+01  9.9200E+00  8.7024E+00  9.3009E+00  2.7843E+01  7.5950E+01  6.6844E+01  2.9898E+02  7.1030E+02  4.6188E+02  4.2318E+03  2.0156E-05  8.8545E-05  8.5211E-05  5.4344E-06  6.4868E-06  2.0709E-05  3.2890E-06  4.1933E-06  1.9697E-05  2.9357E-06  2.7175E-06  2.6824E-05  2.3245E+00  8.7024E+00  7.5949E+01  7.1028E+02  2.0159E-05  5.4345E-06  3.2890E-06  2.9357E-06  1.0898E-05  1.0896E-06  1.0896E-07  1.0896E-08
Fe54   26   54  2.6949E+00  4.1784E+01  2.8285E+01  8.4049E+00  1.4123E+01  5.6567E+01  6.0675E+01  6.9162E+01  6.7517E+02  5.4405E+02  3.5936E+02  8.0470E+03  1.5758E-04  2.3536E-03  1.6381E-03  3.5390E-05  6.6416E-05  2.8369E-04  1.7716E-05  2.9254E-05  2.9991E-04  1.5161E-05  1.4256E-05  3.4393E-04  2.6969E+00  8.4052E+00  6.0676E+01  5.4404E+02  1.5770E-04  3.5391E-05  1.7717E-05  1.5161E-05  7.3478E-05  7.3468E-06  7.3468E-07  7.3468E-08
Fe56   26   56  2.6703E+00  2.3059E+00  2.7014E+00  2.4726E+01  2.2168E+01  2.1132E+01  3.4404E+02  2.3775E+02  2.3077E+02  3.5959E+03  2.5262E+03  2.3532E+03  2.5419E-03  2.1146E-03  2.5470E-03  1.6949E-03  1.6970E-03  1.7252E-03  1.6353E-03  1.6371E-03  1.6688E-03  1.6313E-03  1.6315E-03  1.6373E-03  2.6703E+00  2.4726E+01  3.4403E+02  3.5958E+03  2.5419E-03  1.6949E-03  1.6353E-03  1.6313E-03  1.1962E-03  1.1960E-04  1.1960E-05  1.1960E-06
Fe57   26   57  4.0112E+00  3.7770E+00  4.5959E+00  3.7552E+01  3.3097E+01  3.4180E+01  5.2054E+02  3.3380E+02  3.5318E+02  5.1350E+03  3.4131E+03  3.4019E+03  8.9755E-05  8.1416E-05  1.0186E-04  6.0506E-05  5.9559E-05  6.5597E-05  5.8162E-05  5.4030E-05  6.0035E-05  5.4760E-05  5.1814E-05  5.5640E-05  4.0112E+00  3.7551E+01  5.2052E+02  5.1349E+03  8.9755E-05  6.0506E-05  5.8162E-05  5.4760E-05  2.8118E-05  2.8114E-06  2.8114E-07  2.8114E-08
Fe58   26   58  4.8372E+00  7.9005E+00  7.8117E+00  6.1757E+00  8.4690E+00  4.6874E+00  6.7790E+00  8.0807E+00  5.9824E+00  2.4996E+00  1.2250E+01  9.2623E+00  1.4657E-05  2.3061E-05  2.3444E-05  1.3475E-06  2.0638E-06  1.2182E-06  1.0257E-07  1.7713E-07  1.3771E-07  3.6097E-09  2.5183E-08  2.0515E-08  4.8373E+00  6.1758E+00  6.7791E+00  2.5003E+00  1.4657E-05  1.3476E-06  1.0258E-07  3.6108E-09  3.8076E-06  3.8072E-07  3.8072E-08  3.8072E-09
Co59   27   59  4.0621E+00  4.8152E+00  4.4654E+00  1.6032E+01  1.4173E+01  1.3876E+01  1.7709E+02  9.2274E+01  1.3102E+02  1.6330E+03  8.5078E+02  9.1797E+02  1.3721E-05  1.5668E-05  1.4939E-05  3.8995E-06  3.8500E-06  4.0200E-06  2.9869E-06  2.2546E-06  3.3621E-06  2.6289E-06  1.9497E-06  2.2665E-06  4.0621E+00  1.6032E+01  1.7708E+02  1.6330E+03  1.3721E-05  3.8995E-06  2.9869E-06  2.6288E-06  4.2445E-06  4.2440E-07  4.2440E-08  4.2440E-09
Ni58   28   58  3.9315E+00  8.3243E+00  7.5481E+00  3.7818E+01  3.4392E+01  3.9583E+01  5.2163E+02  3.6167E+02  4.3255E+02  5.3822E+03  3.7602E+03  5.0107E+03  1.5093E-04  3.0784E-04  2.8700E-04  1.0454E-04  1.0618E-04  1.3033E-04  9.9996E-05  1.0044E-04  1.2615E-04  9.8471E-05  9.7935E-05  1.4060E-04  3.9318E+00  3.7818E+01  5.2162E+02  5.3820E+03  1.5093E-04  1.0454E-04  9.9996E-05  9.8471E-05  4.8240E-05  4.8234E-06  4.8234E-07  4.8234E-08
Ni60   28   60  3.2680E+00  3.6819E+00  3.2925E+00  3.1271E+01  3.0414E+01  2.4337E+01  4.4243E+02  3.2999E+02  2.7804E+02  4.8664E+03  3.4161E+03  2.2050E+03  4.9992E-05  5.4258E-05  4.9887E-05  3.4447E-05  3.7416E-05  3.1931E-05  3.3796E-05  3.6516E-05  3.2311E-05  3.5478E-05  3.5454E-05  2.4655E-05  3.2680E+00  3.1271E+01  4.4242E+02  4.8663E+03  4.9992E-05  3.4447E-05  3.3796E-05  3.5478E-05  1.9223E-05  1.9220E-06  1.9220E-07  1.9220E-08
Ni61   28   61  6.2248E+00  8.8722E+00  8.4771E+00  4.0004E+01  3.6571E+01  2.9478E+01  5.1463E+02  3.0653E+02  3.1050E+02  5.1966E+03  3.3445E+03  2.3961E+03  4.2082E-06  5.7781E-06  5.6762E-06  1.9475E-06  1.9883E-06  1.7092E-06  1.7373E-06  1.4991E-06  1.5946E-06  1.6743E-06  1.5340E-06  1.1840E-06  6.2249E+00  4.0004E+01  5.1462E+02  5.1965E+03  4.2083E-06  1.9475E-06  1.7373E-06  1.6743E-06  8.4952E-07  8.4941E-08  8.4941E-09  8.4941E-10
Ni62   28   62  9.9114E+00  1.1317E+01  1.1358E+01  9.5579E+01  8.6595E+01  7.3554E+01  1.2896E+03  8.4911E+02  8.3195E+02  1.2785E+04  9.3880E+03  7.4610E+03  2.1715E-05  2.3885E-05  2.4647E-05  1.5079E-05  1.5258E-05  1.3821E-05  1.4108E-05  1.3457E-05  1.3846E-05  1.3349E-05  1.3954E-05  1.1948E-05  9.9114E+00  9.5578E+01  1.2895E+03  1.2785E+04  2.1715E-05  1.5079E-05  1.4108E-05  1.3349E-05  2.7531E-06  2.7527E-07  2.7527E-08  2.7527E-09
Ni64   28   64  4.6135E+00  1.3642E+01  1.5935E+01  6.3087E+00  2.2604E+01  1.4241E+01  1.4126E+00  2.3135E+01  1.2095E+01  9.9695E-01  1.7978E+01  1.9345E+01  2.6571E-06  7.5692E-06  9.0902E-06  2.6164E-07  1.0470E-06  7.0348E-07  4.0626E-09  9.6388E-08  5.2917E-08  2.7365E-10  7.0250E-09  8.1438E-09  4.6140E+00  6.3097E+00  1.4143E+00  9.9824E-01  2.6574E-06  2.6169E-07  4.0675E-09  2.7401E-10  7.2374E-07  7.2364E-08  7.2364E-09  7.2364E-10
Cu63   29   63  6.4771E+00  1.1946E+01  1.2829E+01  9.9246E+00  2.0627E+01  9.0567E+00  1.3708E+01  9.8508E+01  1.5358E+01  1.0942E+03  1.2651E+03  2.6258E+02  2.5610E-06  4.5503E-06  5.0242E-06  2.8258E-07  6.5593E-07  3.0714E-07  2.7067E-08  2.8176E-07  4.6132E-08  2.0619E-07  3.3938E-07  7.5891E-08  6.4774E+00  9.9252E+00  1.3715E+01  1.0942E+03  2.5611E-06  2.8260E-07  2.7080E-08  2.0620E-07  4.9686E-07  4.9680E-08  4.9680E-09  4.9680E-10
Cu65   29   65  6.8006E+00  2.6646E+01  3.3872E+01  1.6193E+01  4.9844E+01  2.7590E+01  1.6887E+01  5.0765E+01  3.1859E+01  1.6124E+02  1.5532E+02  1.0955E+02  1.2366E-06  4.6675E-06  6.1002E-06  2.1203E-07  7.2889E-07  4.3027E-07  1.5333E-08  6.6773E-08  4.4007E-08  1.3973E-08  1.9161E-08  1.4560E-08  6.8016E+00  1.6195E+01  1.6890E+01  1.6124E+02  1.2367E-06  2.1206E-07  1.5336E-08  1.3973E-08  2.2849E-07  2.2846E-08  2.2846E-09  2.2846E-10
Zn64   30   64  1.7021E+00  2.9456E+00  3.4511E+00  6.9692E+00  1.1136E+01  4.7803E+00  6.1954E+01  1.2329E+02  3.1856E+01  2.5410E+03  1.7093E+03  5.0364E+02  1.1268E-06  1.8785E-06  2.2629E-06  3.3222E-07  5.9288E-07  2.7142E-07  2.0480E-07  5.9042E-07  1.6021E-07  8.0169E-07  7.6771E-07  2.4371E-07  1.7021E+00  6.9694E+00  6.1959E+01  2.5409E+03  1.1268E-06  3.3224E-07  2.0482E-07  8.0169E-07  8.3188E-07  8.3177E-08  8.3177E-09  8.3177E-10
Zn66   30   66  4.3596E+00  1.6254E+01  1.7845E+01  1.7103E+01  3.7478E+01  2.0907E+01  1.1861E+02  1.0221E+02  8.1048E+01  1.1682E+03  9.4846E+02  6.0050E+02  1.7075E-06  6.1329E-06  6.9228E-06  4.8238E-07  1.1806E-06  7.0235E-07  2.3198E-07  2.8959E-07  2.4115E-07  2.1806E-07  2.5204E-07  1.7192E-07  4.3602E+00  1.7104E+01  1.1861E+02  1.1681E+03  1.7078E-06  4.8242E-07  2.3198E-07  2.1806E-07  4.9218E-07  4.9212E-08  4.9212E-09  4.9212E-10
Zn67   30   67  4.5839E+00  1.1082E+01  1.6097E+01  1.0647E+01  3.6089E+01  2.2018E+01  3.0429E+00  3.0895E+01  1.7020E+01  2.2907E+01  3.6919E+01  3.9455E+01  2.6784E-07  6.2380E-07  9.3160E-07  4.4799E-08  1.6958E-07  1.1034E-07  8.8782E-10  1.3059E-08  7.5547E-09  6.3789E-10  1.4635E-09  1.6851E-09  4.5843E+00  1.0649E+01  3.0450E+00  2.2908E+01  2.6786E-07  4.4806E-08  8.8847E-10  6.3794E-10  7.3424E-08  7.3414E-09  7.3414E-10  7.3414E-11
Zn68   30   68  4.2152E+00  1.5594E+01  2.2950E+01  8.3901E+00  4.8646E+01  3.4769E+01  1.4714E+00  4.0248E+01  2.6424E+01  8.4860E+01  2.3940E+01  4.3230E+01  1.1431E-06  4.0740E-06  6.1646E-06  1.6385E-07  1.0610E-06  8.0875E-07  1.9927E-09  7.8960E-08  5.4440E-08  1.0968E-08  4.4050E-09  8.5697E-09  4.2158E+00  8.3925E+00  1.4744E+00  8.4855E+01  1.1433E-06  1.6390E-07  1.9968E-09  1.0968E-08  3.4079E-07  3.4075E-08  3.4075E-09  3.4075E-10
Zn70   30   70  3.0740E+00  9.3789E+01  1.3921E+02  4.2065E+00  3.8990E+01  4.6817E+01  9.2399E-01  7.9148E+01  2.5518E+01  9.3027E-01  3.3043E+00  4.4841E+01  2.8377E-08  8.3404E-07  1.2728E-06  2.7963E-09  2.8947E-08  3.7069E-08  4.2594E-11  5.2855E-09  1.7896E-09  4.0929E-12  2.0695E-11  3.0258E-10  3.0787E+00  4.2086E+00  9.3002E-01  9.3045E-01  2.8420E-08  2.7977E-09  4.2873E-11  4.0938E-12  1.1600E-08  1.1599E-09  1.1599E-10  1.1599E-11
Ga69   31   69  6.4912E+00  2.8599E+01  3.9438E+01  1.5676E+01  9.4713E+01  5.9853E+01  1.4882E+00  7.7232E+01  4.3987E+01  1.7961E+00  3.0463E+01  6.9289E+01  1.7293E-07  7.3398E-07  1.0407E-06  3.0074E-08  2.0293E-07  1.3676E-07  1.9799E-10  1.4884E-08  8.9025E-09  2.2805E-11  5.5063E-10  1.3493E-09  6.4924E+00  1.5681E+01  1.4940E+00  1.7983E+00  1.7296E-07  3.0083E-08  1.9877E-10  2.2833E-11  3.3478E-08  3.3474E-09  3.3474E-10  3.3474E-11
Ga71   31   71  7.4018E+00  4.6071E+01  7.3628E+01  1.3378E+01  1.1554E+02  9.1919E+01  1.3692E+00  9.1072E+01  6.8602E+01  1.3014E+00  3.0583E+01  9.7518E+01  1.3466E-07  8.0745E-07  1.3268E-06  1.7527E-08  1.6906E-07  1.4343E-07  1.2439E-10  1.1986E-08  9.4815E-09  1.1284E-11  3.7750E-10  1.2968E-09  7.4038E+00  1.3384E+01  1.3761E+00  1.3036E+00  1.3470E-07  1.7535E-08  1.2502E-10  1.1303E-11  2.2862E-08  2.2859E-09  2.2859E-10  2.2859E-11
Ge70   32   70  6.0665E+00  2.9531E+01  3.7193E+01  2.1019E+01  1.0950E+02  6.8033E+01  1.7772E+00  1.0704E+02  5.2326E+01  2.7050E+00  4.1814E+01  9.6258E+01  2.3159E-07  1.0860E-06  1.4063E-06  5.7780E-08  3.3617E-07  2.2275E-07  3.3878E-10  2.9559E-08  1.5174E-08  4.9214E-11  1.0830E-09  2.6859E-09  6.0677E+00  2.1025E+01  1.7853E+00  2.7080E+00  2.3163E-07  5.7795E-08  3.4033E-10  4.9269E-11  4.7971E-08  4.7964E-09  4.7964E-10  4.7964E-11
Ge72   32   72  4.3406E+00  2.4550E+01  3.4685E+01  9.5537E+00  7.6973E+01  6.2246E+01  1.1163E+00  6.6532E+01  4.7473E+01  9.7200E-01  2.1076E+01  6.6978E+01  2.2523E-07  1.2272E-06  1.7826E-06  3.5698E-08  3.2122E-07  2.7702E-07  2.8925E-10  2.4973E-08  1.8713E-08  2.4037E-11  7.4197E-10  2.5404E-09  4.3416E+00  9.5578E+00  1.1213E+00  9.7353E-01  2.2528E-07  3.5713E-08  2.9056E-10  2.4076E-11  6.5204E-08  6.5196E-09  6.5196E-10  6.5196E-11
