# From file: input/yields/lims/k10/['Z0.0001.dat', 'Z0.008.dat', 'Z0.004.dat', 'Z0.02.dat']
mass_ini,Z_ini,mass_fin,elemSymb,elemZ,elemA,Yield,Mi_windloss,Mi_ini,Xi_avg,Xi_ini,ProdFact
1.5,0.0001,0.6609999999999999,si32 ,14,32,7.0364099e-17,7.0364099e-17,0.0,8.3866625e-17,0.0,0.0
1.5,0.0001,0.6609999999999999,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,p31  ,15,31,1.5807799999999997e-08,5.0044445e-08,3.4236646e-08,5.964773200000001e-08,4.0810161e-08,0.16482565
1.5,0.0001,0.6609999999999999,p32  ,15,32,1.7962616e-20,1.7962616e-20,0.0,2.1409556000000003e-20,0.0,0.0
1.5,0.0001,0.6609999999999999,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,s32  ,16,32,-9.8165174e-09,1.6519339e-06,1.6617504e-06,1.9689319e-06,1.9808103e-06,-0.0026122017
1.5,0.0001,0.6609999999999999,s33  ,16,33,7.3699624e-10,1.4263857e-08,1.3526861000000001e-08,1.7001021e-08,1.612405e-08,0.023000867999999997
1.5,0.0001,0.6609999999999999,s34  ,16,34,3.8130565e-10,7.847227700000001e-07,7.843414699999999e-07,9.3530724e-07,9.3493685e-07,0.00017200409
1.5,0.0001,0.6609999999999999,s35  ,16,35,1.1611125e-09,1.1611125e-09,0.0,1.3839244e-09,0.0,0.0
1.5,0.0001,0.6609999999999999,fe54 ,26,54,-1.1268014e-08,2.8813395e-07,2.9940196000000006e-07,3.4342546e-07,3.5688784999999994e-07,-0.016699278999999997
1.5,0.0001,0.6609999999999999,fe55 ,26,55,2.7753861e-09,2.7753861e-09,0.0,3.3079692e-09,0.0,0.0
1.5,0.0001,0.6609999999999999,fe56 ,26,56,-8.982624400000001e-08,4.8193505999999995e-06,4.909176799999999e-06,5.7441607e-06,5.8517503e-06,-0.0080592064
1.5,0.0001,0.6609999999999999,fe57 ,26,57,2.4371275000000002e-08,1.4426532999999998e-07,1.1989405e-07,1.7194914e-07,1.4291398e-07,0.080325298
1.5,0.0001,0.6609999999999999,fe58 ,26,58,3.17442e-08,4.7269712000000007e-08,1.5525512e-08,5.6340539000000003e-08,1.8506446e-08,0.48349798
1.5,0.0001,0.6609999999999999,fe59 ,26,59,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,fe60 ,26,60,8.1323182e-10,8.1323182e-10,0.0,9.692871e-10,0.0,0.0
1.5,0.0001,0.6609999999999999,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,co59 ,27,59,6.7092332e-09,2.0810873e-08,1.410164e-08,2.4804379e-08,1.6809187e-08,0.16898166
1.5,0.0001,0.6609999999999999,co60 ,27,60,2.8578692999999998e-15,2.8578692999999998e-15,0.0,3.4062804999999997e-15,0.0,0.0
1.5,0.0001,0.6609999999999999,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0001,0.6609999999999999,ni58 ,28,58,-7.9086249e-09,1.9970723e-07,2.0761585999999997e-07,2.3803008e-07,2.474786e-07,-0.01690579
1.5,0.0001,0.6609999999999999,ni59 ,28,59,1.7734895e-10,1.7734895e-10,0.0,2.1138136e-10,0.0,0.0
1.5,0.0001,0.6609999999999999,ni60 ,28,60,3.0627447e-09,8.528867599999999e-08,8.222593099999999e-08,1.0165516e-07,9.801350099999998e-08,0.015843529
1.5,0.0001,0.6609999999999999,ni61 ,28,61,5.4757948e-08,5.8366783e-08,3.6088372e-09,6.9567086e-08,4.3017425e-09,1.2087594
1.5,0.0001,0.6609999999999999,ni62 ,28,62,-9.6225463e-09,2.0352593e-09,1.1657805000000002e-08,2.4258155e-09,1.3896131999999998e-08,-0.75803614
1.75,0.0001,0.664,g    ,0,1,4.8138684000000004e-08,4.844647e-08,3.077871e-10,4.4610012000000004e-08,2.8343647e-10,2.1969767000000004
1.75,0.0001,0.664,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,p    ,1,1,-0.11293709,0.72311097,0.83604807,0.66584808,0.76990402,-0.063061439
1.75,0.0001,0.664,d    ,1,2,6.601713599999999e-18,6.601713599999999e-18,0.0,6.0789262999999994e-18,0.0,0.0
1.75,0.0001,0.664,he3  ,2,3,0.00018582351999999998,0.00018582351999999998,0.0,0.00017110821,0.0,0.0
1.75,0.0001,0.664,he4  ,2,4,0.08697257900000001,0.33673367,0.24976109,0.31006783,0.23000120000000002,0.12972663
1.75,0.0001,0.664,li7  ,3,7,-1.8799713e-09,1.4579758e-10,2.0257689e-09,1.3425192e-10,1.8655e-09,-1.1428747
1.75,0.0001,0.664,be7  ,4,7,8.568918699999999e-14,8.568918699999999e-14,0.0,7.890349099999999e-14,0.0,0.0
1.75,0.0001,0.664,b8   ,5,8,2.1030214e-28,2.1030214e-28,0.0,1.9364838e-28,0.0,0.0
1.75,0.0001,0.664,c12  ,6,12,0.023128891000000002,0.023145352999999997,1.6462731000000002e-05,0.021312481,1.5160279e-05,3.1479267999999996
1.75,0.0001,0.664,c13  ,6,13,1.1588018000000002e-06,1.3569329e-06,1.9813112e-07,1.2494778e-06,1.8245595e-07,0.83557051
1.75,0.0001,0.664,c14  ,6,14,9.6263957e-09,9.6263957e-09,0.0,8.8640846e-09,0.0,0.0
1.75,0.0001,0.664,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,n14  ,7,14,5.3541313e-05,5.9539674000000004e-05,5.998359900000001e-06,5.4824748e-05,5.523798799999999e-06,0.99673879
1.75,0.0001,0.664,n15  ,7,15,2.5382167e-08,4.907092e-08,2.3688752e-08,4.5185011e-08,2.1814614e-08,0.31624687
1.75,0.0001,0.664,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,o16  ,8,16,0.00042637682,0.00047847395999999994,5.2097123e-05,0.00044058377,4.7975448999999995e-05,0.96300948
1.75,0.0001,0.664,o17  ,8,17,8.0698288e-07,8.280889e-07,2.1106006000000002e-08,7.625128000000001e-07,1.94362e-08,1.5936358
1.75,0.0001,0.664,o18  ,8,18,-4.892361e-08,6.873666099999999e-08,1.1766027000000001e-07,6.329342700000001e-08,1.0835156e-07,-0.23347653
1.75,0.0001,0.664,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,f19  ,9,19,4.7968597e-06,4.7990593e-06,2.1997273e-09,4.4190233e-06,2.0256954e-09,3.3387523
1.75,0.0001,0.664,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,ne20 ,10,20,2.2263119000000002e-05,3.1056989e-05,8.793869699999999e-06,2.8597597e-05,8.0981417e-06,0.54794419
1.75,0.0001,0.664,ne21 ,10,21,7.579794200000001e-07,7.803937500000001e-07,2.2414318999999997e-08,7.185946099999999e-07,2.0641006999999995e-08,1.5417531
1.75,0.0001,0.664,ne22 ,10,22,0.0020745571,0.0020752642000000003,7.0720938e-07,0.0019109248,6.512583499999999e-07,3.4674902000000003
1.75,0.0001,0.664,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,na22 ,11,22,5.1146179e-26,5.1146179e-26,0.0,4.7095929999999996e-26,0.0,0.0
1.75,0.0001,0.664,na23 ,11,23,3.5481764e-05,3.5663139e-05,1.8137649e-07,3.2838987e-05,1.6702687e-07,2.2936034
1.75,0.0001,0.664,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,mg24 ,12,24,4.2972561e-06,7.0941023e-06,2.7968463e-06,6.532322900000001e-06,2.5755735e-06,0.4041937
1.75,0.0001,0.664,mg25 ,12,25,1.2499558e-05,1.2867127e-05,3.6756958000000007e-07,1.1848184e-05,3.3848925999999997e-07,1.544107
1.75,0.0001,0.664,mg26 ,12,26,1.2750495e-05,1.3172112e-05,4.2161625e-07,1.2129016999999998e-05,3.8825999e-07,1.4947028999999998
1.75,0.0001,0.664,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,al-6 ,13,26,4.6806266e-09,4.6806266e-09,0.0,4.3099693e-09,0.0,0.0
1.75,0.0001,0.664,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,al27 ,13,27,2.1924575e-07,5.3465328e-07,3.1540753000000003e-07,4.9231426e-07,2.9045401e-07,0.22916505
1.75,0.0001,0.664,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,si28 ,14,28,5.5814779999999997e-08,3.6043114e-06,3.5484966000000004e-06,3.3188871e-06,3.2677567e-06,0.0067427623999999995
1.75,0.0001,0.664,si29 ,14,29,1.4690059e-08,2.0085272e-07,1.8616267000000002e-07,1.8494726999999997e-07,1.7143438e-07,0.032949995
1.75,0.0001,0.664,si30 ,14,30,4.6769813e-08,1.7458613e-07,1.2781632e-07,1.6076072e-07,1.1770411e-07,0.13538833
1.75,0.0001,0.664,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,si32 ,14,32,2.4439851999999998e-15,2.4439851999999998e-15,0.0,2.2504469e-15,0.0,0.0
1.75,0.0001,0.664,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,p31  ,15,31,3.7681165e-08,8.199741299999999e-08,4.4316248e-08,7.550406900000001e-08,4.0810161e-08,0.26720205
1.75,0.0001,0.664,p32  ,15,32,6.2390299e-19,6.2390299e-19,0.0,5.7449632e-19,0.0,0.0
1.75,0.0001,0.664,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,s32  ,16,32,-2.6008138e-08,2.1249778e-06,2.1509859e-06,1.9567015e-06,1.9808103e-06,-0.0053183199
1.75,0.0001,0.664,s33  ,16,33,1.8178614e-09,1.9327162e-08,1.7509300999999998e-08,1.7796651000000002e-08,1.612405e-08,0.04286414400000001
1.75,0.0001,0.664,s34  ,16,34,3.2296157e-09,1.0184889e-06,1.0152593e-06,9.3783513e-07,9.3493685e-07,0.0013441951
1.75,0.0001,0.664,s35  ,16,35,2.7036697e-09,2.7036697e-09,0.0,2.489567e-09,0.0,0.0
1.75,0.0001,0.664,fe54 ,26,54,-2.808909e-08,3.5945972999999994e-07,3.8754882e-07,3.3099423e-07,3.5688784999999994e-07,-0.032711335
1.75,0.0001,0.664,fe55 ,26,55,6.0903549e-09,6.0903549e-09,0.0,5.6080616e-09,0.0,0.0
1.75,0.0001,0.664,fe56 ,26,56,-2.2949961999999998e-07,6.1249865999999995e-06,6.3544862e-06,5.6399508000000005e-06,5.8517503e-06,-0.016010467
1.75,0.0001,0.664,fe57 ,26,57,6.4140153e-08,2.1933216000000002e-07,1.5519201000000001e-07,2.0196333e-07,1.4291398e-07,0.15019782
1.75,0.0001,0.664,fe58 ,26,58,9.3065552e-08,1.1316191999999999e-07,2.0096374e-08,1.0420067e-07,1.8506446e-08,0.75054753
1.75,0.0001,0.664,fe59 ,26,59,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,fe60 ,26,60,2.8951868e-09,2.8951868e-09,0.0,2.6659179e-09,0.0,0.0
1.75,0.0001,0.664,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,co59 ,27,59,1.9390164e-08,3.7643462999999994e-08,1.8253298999999997e-08,3.4662492e-08,1.6809187e-08,0.31431308
1.75,0.0001,0.664,co60 ,27,60,1.0174298e-14,1.0174298e-14,0.0,9.3685986e-15,0.0,0.0
1.75,0.0001,0.664,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.75,0.0001,0.664,ni58 ,28,58,-1.9953319e-08,2.4878667999999997e-07,2.6874e-07,2.2908534e-07,2.474786e-07,-0.033540331
1.75,0.0001,0.664,ni59 ,28,59,3.2769851e-10,3.2769851e-10,0.0,3.0174818e-10,0.0,0.0
1.75,0.0001,0.664,ni60 ,28,60,8.023945999999999e-09,1.14458e-07,1.0643405e-07,1.0539411e-07,9.801350099999998e-08,0.031530406000000004
1.75,0.0001,0.664,ni61 ,28,61,1.1264505999999999e-07,1.1731638e-07,4.6713144e-09,1.0802613000000001e-07,4.3017425e-09,1.3998843
1.75,0.0001,0.664,ni62 ,28,62,-1.4918243999999997e-08,1.7173266000000002e-10,1.5089976999999997e-08,1.581332e-10,1.3896131999999998e-08,-1.9438708999999998
1.9,0.0001,0.6809999999999999,g    ,0,1,2.3209454e-08,2.3554936e-08,3.4548197999999996e-10,1.9323164000000003e-08,2.8343647e-10,1.8336225
1.9,0.0001,0.6809999999999999,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,p    ,1,1,-0.14084017,0.79759932,0.93843949,0.65430623,0.76990402,-0.07065553200000001
1.9,0.0001,0.6809999999999999,d    ,1,2,7.235100699999999e-18,7.235100699999999e-18,0.0,5.9352753e-18,0.0,0.0
1.9,0.0001,0.6809999999999999,he3  ,2,3,0.00018984061999999997,0.00018984061999999997,0.0,0.00015573471000000002,0.0,0.0
1.9,0.0001,0.6809999999999999,he4  ,2,4,0.10693604,0.38728553,0.28034949,0.31770757,0.23000120000000002,0.14029744
1.9,0.0001,0.6809999999999999,li7  ,3,7,-2.1489928e-09,1.2487374e-10,2.2738664e-09,1.0243949e-10,1.8655e-09,-1.2603278
1.9,0.0001,0.6809999999999999,be7  ,4,7,4.5345065e-13,4.5345065e-13,0.0,3.7198578000000004e-13,0.0,0.0
1.9,0.0001,0.6809999999999999,b8   ,5,8,1.560331e-28,1.560331e-28,0.0,1.280009e-28,0.0,0.0
1.9,0.0001,0.6809999999999999,c12  ,6,12,0.029669449,0.029687928,1.8478933e-05,0.024354328999999997,1.5160279e-05,3.205869
1.9,0.0001,0.6809999999999999,c13  ,6,13,1.4229678999999998e-06,1.6453643e-06,2.2239637e-07,1.3497656000000001e-06,1.8245595e-07,0.86910033
1.9,0.0001,0.6809999999999999,c14  ,6,14,1.4762727e-08,1.4762727e-08,0.0,1.2110522e-08,0.0,0.0
1.9,0.0001,0.6809999999999999,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,n14  ,7,14,6.426622e-05,7.0999202e-05,6.7329834000000005e-06,5.8243808e-05,5.523798799999999e-06,1.0230119
1.9,0.0001,0.6809999999999999,n15  ,7,15,1.2573763999999998e-08,3.9163695e-08,2.6589930000000003e-08,3.2127722999999996e-08,2.1814614e-08,0.16813239
1.9,0.0001,0.6809999999999999,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,o16  ,8,16,0.00047838207999999997,0.00053685956,5.8477489999999996e-05,0.00044040981,4.7975448999999995e-05,0.96283793
1.9,0.0001,0.6809999999999999,o17  ,8,17,8.470751700000001e-07,8.7076603e-07,2.3690871e-08,7.1432817e-07,1.94362e-08,1.5652864
1.9,0.0001,0.6809999999999999,o18  ,8,18,-5.8744547000000005e-08,7.3325651e-08,1.3207020000000003e-07,6.0152296e-08,1.0835156e-07,-0.25558296
1.9,0.0001,0.6809999999999999,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,f19  ,9,19,7.8203793e-06,7.8228486e-06,2.4691293e-09,6.4174315e-06,2.0256954e-09,3.5007870000000003
1.9,0.0001,0.6809999999999999,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,ne20 ,10,20,4.1891274999999995e-05,5.1762137000000005e-05,9.870862400000001e-06,4.2462787e-05,8.0981417e-06,0.71962309
1.9,0.0001,0.6809999999999999,ne21 ,10,21,1.3447583999999997e-06,1.3699178999999997e-06,2.5159416e-08,1.1238046000000001e-06,2.0641006999999995e-08,1.7359599
1.9,0.0001,0.6809999999999999,ne22 ,10,22,0.0033168944,0.0033176881,7.9382175e-07,0.0027216475,6.512583499999999e-07,3.6210785000000003
1.9,0.0001,0.6809999999999999,ne23 ,10,23,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,na21 ,11,21,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,na22 ,11,22,3.6981101e-24,3.6981101e-24,0.0,3.0337245999999996e-24,0.0,0.0
1.9,0.0001,0.6809999999999999,na23 ,11,23,6.7166242e-05,6.7369831e-05,2.0358979000000002e-07,5.5266475e-05,1.6702687e-07,2.5196755
1.9,0.0001,0.6809999999999999,na24 ,11,24,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,mg23 ,12,23,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,mg24 ,12,24,9.1721749e-06,1.2311552999999999e-05,3.1393781e-06,1.0099716e-05,2.5755735e-06,0.59343523
1.9,0.0001,0.6809999999999999,mg25 ,12,25,2.6183175999999998e-05,2.6595762e-05,4.1258609999999995e-07,2.1817687999999997e-05,3.3848925999999997e-07,1.8092637999999999
1.9,0.0001,0.6809999999999999,mg26 ,12,26,2.7986107000000002e-05,2.8459359e-05,4.7325187e-07,2.3346479999999996e-05,3.8825999e-07,1.7790987
1.9,0.0001,0.6809999999999999,mg27 ,12,27,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,al25 ,13,25,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,al-6 ,13,26,8.8806145e-09,8.8806145e-09,0.0,7.2851636e-09,0.0,0.0
1.9,0.0001,0.6809999999999999,al*6 ,13,26,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,al27 ,13,27,5.613397900000001e-07,9.1537544e-07,3.5403568e-07,7.5092328e-07,2.9045401e-07,0.4125182
1.9,0.0001,0.6809999999999999,al28 ,13,28,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,si27 ,14,27,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,si28 ,14,28,1.2716282000000002e-07,4.1102467000000005e-06,3.9830838e-06,3.3718183999999995e-06,3.2677567e-06,0.013614453
1.9,0.0001,0.6809999999999999,si29 ,14,29,2.2170169999999997e-08,2.3113229999999998e-07,2.0896212999999998e-07,1.8960813e-07,1.7143438e-07,0.043759041
1.9,0.0001,0.6809999999999999,si30 ,14,30,5.4448194e-08,1.9791826999999999e-07,1.4347007000000002e-07,1.6236117999999997e-07,1.1770411e-07,0.13969058
1.9,0.0001,0.6809999999999999,si31 ,14,31,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,si32 ,14,32,3.4088762000000004e-16,3.4088762000000004e-16,0.0,2.7964531e-16,0.0,0.0
1.9,0.0001,0.6809999999999999,si33 ,14,33,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,p29  ,15,29,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,p30  ,15,30,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,p31  ,15,31,2.535112e-08,7.509481e-08,4.9743690000000006e-08,6.1603622e-08,4.0810161e-08,0.17883793
1.9,0.0001,0.6809999999999999,p32  ,15,32,8.702203100000001e-20,8.702203100000001e-20,0.0,7.138805199999999e-20,0.0,0.0
1.9,0.0001,0.6809999999999999,p33  ,15,33,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,p34  ,15,34,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,s32  ,16,32,-3.8425242e-08,2.3759932999999996e-06,2.4144185e-06,1.9491331e-06,1.9808103e-06,-0.0070013911
1.9,0.0001,0.6809999999999999,s33  ,16,33,2.4767193e-09,2.2130394999999997e-08,1.9653676e-08,1.8154549999999998e-08,1.612405e-08,0.051511373
1.9,0.0001,0.6809999999999999,s34  ,16,34,6.6347638e-10,1.1402622e-06,1.1395987e-06,9.3540785e-07,9.3493685e-07,0.00021873312999999998
1.9,0.0001,0.6809999999999999,s35  ,16,35,2.2171038e-09,2.2171038e-09,0.0,1.8187890000000002e-09,0.0,0.0
1.9,0.0001,0.6809999999999999,fe54 ,26,54,-3.9442114e-08,3.9557010999999996e-07,4.3501222999999997e-07,3.2450378999999996e-07,3.5688784999999994e-07,-0.041311983
1.9,0.0001,0.6809999999999999,fe55 ,26,55,7.7875386e-09,7.7875386e-09,0.0,6.3884649e-09,0.0,0.0
1.9,0.0001,0.6809999999999999,fe56 ,26,56,-3.1958143e-07,6.8131435e-06,7.1327249000000005e-06,5.5891250999999996e-06,5.8517503e-06,-0.019941969
1.9,0.0001,0.6809999999999999,fe57 ,26,57,9.341368899999999e-08,2.6761219e-07,1.741985e-07,2.1953420000000002e-07,1.4291398e-07,0.18642749
1.9,0.0001,0.6809999999999999,fe58 ,26,58,1.5068114999999999e-07,1.7323873000000003e-07,2.2557591e-08,1.4211545000000002e-07,1.8506446e-08,0.88531828
1.9,0.0001,0.6809999999999999,fe59 ,26,59,2.9198332e-36,2.9198332e-36,0.0,2.3952692000000002e-36,0.0,0.0
1.9,0.0001,0.6809999999999999,fe60 ,26,60,6.0751719e-09,6.0751719e-09,0.0,4.9837343e-09,0.0,0.0
1.9,0.0001,0.6809999999999999,fe61 ,26,61,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,co59 ,27,59,3.2383845e-08,5.287264e-08,2.0488793000000003e-08,4.3373780999999995e-08,1.6809187e-08,0.41168058
1.9,0.0001,0.6809999999999999,co60 ,27,60,2.1349455e-14,2.1349455e-14,0.0,1.7513909e-14,0.0,0.0
1.9,0.0001,0.6809999999999999,co61 ,27,61,0.0,0.0,0.0,0.0,0.0,0.0
1.9,0.0001,0.6809999999999999,ni58 ,28,58,-2.815159e-08,2.7350116999999996e-07,3.0165276e-07,2.2436519e-07,2.474786e-07,-0.042582147
1.9,0.0001,0.6809999999999999,ni59 ,28,59,3.7736397000000003e-10,3.7736397000000003e-10,0.0,3.0956848e-10,0.0,0.0
1.9,0.0001,0.6809999999999999,ni60 ,28,60,1.4300568e-08,1.3376967e-07,1.1946911e-07,1.0973722e-07,9.801350099999998e-08,0.049068045
1.9,0.0001,0.6809999999999999,ni61 ,28,61,1.1718577e-07,1.2242919000000002e-07,5.2434133e-09,1.0043411000000001e-07,4.3017425e-09,1.3682368
1.9,0.0001,0.6809999999999999,ni62 ,28,62,-1.6850011000000002e-08,8.804470300000001e-11,1.6938056e-08,7.2226995e-11,1.3896131999999998e-08,-2.2841945
2.0,0.0001,0.685,g    ,0,1,6.9170651e-09,7.2897555e-09,3.7269046e-10,5.5435398e-09,2.8343647e-10,1.2913313999999998
2.0,0.0001,0.685,n    ,0,1,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,p    ,1,1,-0.17051715,0.84182924,1.0123464,0.64017427,0.76990402,-0.08013837
2.0,0.0001,0.685,d    ,1,2,8.1625827e-18,8.1625827e-18,0.0,6.207287e-18,0.0,0.0
2.0,0.0001,0.685,he3  ,2,3,0.00019862058,0.00019862058,0.0,0.00015104226,0.0,0.0
2.0,0.0001,0.685,he4  ,2,4,0.12915394,0.43158239,0.30242845,0.32819954,0.23000120000000002,0.15440789
2.0,0.0001,0.685,li7  ,3,7,-2.379591e-09,7.335389200000001e-11,2.4529450000000004e-09,5.5782424e-11,1.8655e-09,-1.5242978
2.0,0.0001,0.685,be7  ,4,7,1.4920014e-13,1.4920014e-13,0.0,1.1346018e-13,0.0,0.0
2.0,0.0001,0.685,b8   ,5,8,8.4343664e-29,8.4343664e-29,0.0,6.4139666e-29,0.0,0.0
2.0,0.0001,0.685,c12  ,6,12,0.035681147,0.035701081,1.9934243e-05,0.027149108999999998,1.5160279e-05,3.2530484
2.0,0.0001,0.685,c13  ,6,13,1.520451e-06,1.7603621999999998e-06,2.3991123e-07,1.3386784e-06,1.8245595e-07,0.86551821
2.0,0.0001,0.685,c14  ,6,14,2.7119089e-08,2.7119089e-08,0.0,2.0622881e-08,0.0,0.0
2.0,0.0001,0.685,n13  ,7,13,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,n14  ,7,14,7.0844028e-05,7.8107267e-05,7.263239700000001e-06,5.939715999999999e-05,5.523798799999999e-06,1.0315279
2.0,0.0001,0.685,n15  ,7,15,-3.3453436e-09,2.5338679000000003e-08,2.8684022e-08,1.9268956e-08,2.1814614e-08,-0.053889334000000004
2.0,0.0001,0.685,o14  ,8,14,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,o15  ,8,15,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,o16  ,8,16,0.00051547808,0.00057856098,6.3082894e-05,0.00043997032,4.7975448999999995e-05,0.96240437
2.0,0.0001,0.685,o17  ,8,17,9.1153345e-07,9.3709008e-07,2.5556648e-08,7.1261599e-07,1.94362e-08,1.5642441999999999
2.0,0.0001,0.685,o18  ,8,18,-6.8500185e-08,7.3971222e-08,1.4247141e-07,5.6251878e-08,1.0835156e-07,-0.28469816
2.0,0.0001,0.685,o19  ,8,19,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,f17  ,9,17,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,f18  ,9,18,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,f19  ,9,19,1.098201e-05,1.0984674e-05,2.6635858e-09,8.3533641e-06,2.0256954e-09,3.6152873
2.0,0.0001,0.685,f20  ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0001,0.685,ne19 ,10,19,0.0,0.0,0.0,0.0,0.0,0.0
