 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
Ca40   20   40  4.8094E+00  1.1237E+01  1.3765E+01  4.1756E+01  1.2571E+02  1.7294E+02  4.8088E+02  1.5937E+03  2.0361E+03  9.2070E+03  1.1291E+04  8.5439E+03  2.3938E-04  5.5004E-04  6.8179E-04  3.3644E-04  1.1372E-03  1.6643E-03  2.6846E-04  1.2955E-03  1.7404E-03  4.9185E-04  8.6198E-04  7.0042E-04  4.8098E+00  4.1761E+01  4.8096E+02  9.2072E+03  2.3940E-04  3.3648E-04  2.6852E-04  4.9187E-04  6.2452E-05  1.3979E-05  1.3979E-06  1.3979E-07
Ca42   20   42  3.9652E+00  1.0427E+01  1.5884E+01  8.9001E+00  2.3941E+01  3.3011E+02  3.8677E+01  2.7964E+02  2.2705E+03  1.1275E+03  1.7397E+03  5.9124E+03  1.3831E-06  3.5767E-06  5.5133E-06  5.0255E-07  1.5177E-06  2.2263E-05  1.5132E-07  1.5931E-06  1.3600E-05  4.2210E-07  9.3074E-07  3.3968E-06  3.9656E+00  8.9010E+00  3.8696E+01  1.1275E+03  1.3832E-06  5.0261E-07  1.5140E-07  4.2213E-07  4.3765E-07  9.7966E-08  9.7966E-09  9.7966E-10
Ca43   20   43  2.5454E+00  3.9291E+00  5.9950E+00  3.4791E+00  5.7066E+00  9.1216E+00  2.8535E+00  1.8475E+01  3.3965E+01  6.5069E+00  2.0051E+01  1.0809E+03  1.8967E-07  2.8792E-07  4.4453E-07  4.1967E-08  7.7281E-08  1.3142E-07  2.3850E-09  2.2484E-08  4.3464E-08  5.2040E-10  2.2916E-09  1.3266E-07  2.5455E+00  3.4793E+00  2.8547E+00  6.5080E+00  1.8967E-07  4.1969E-08  2.3860E-09  5.2050E-10  9.3493E-08  2.0928E-08  2.0928E-09  2.0928E-10
Ca44   20   44  1.5303E+00  1.7293E+00  2.0426E+00  2.8825E+00  5.1440E+00  4.8893E+00  1.9119E+01  5.1858E+01  3.9207E+01  2.5796E+02  2.4330E+02  2.6088E+02  1.8029E-06  2.0036E-06  2.3947E-06  5.4975E-07  1.1014E-06  1.1137E-06  2.5266E-07  9.9783E-07  7.9325E-07  3.2619E-07  4.3964E-07  5.0623E-07  1.5304E+00  2.8826E+00  1.9122E+01  2.5796E+02  1.8029E-06  5.4978E-07  2.5270E-07  3.2620E-07  1.4782E-06  3.3089E-07  3.3089E-08  3.3089E-09
Ca46   20   46  5.2034E+00  3.7894E+01  3.1590E+01  4.7307E+00  1.5101E+01  2.2787E+01  1.0395E+00  2.4839E+01  5.6045E+01  9.6529E-01  6.9458E+01  9.4993E+02  1.2289E-08  8.8016E-08  7.4245E-08  1.8087E-09  6.4820E-09  1.0406E-08  2.7540E-11  9.5816E-10  2.2732E-09  2.4470E-12  2.5161E-10  3.6953E-09  5.2051E+00  4.7313E+00  1.0414E+00  9.7049E-01  1.2293E-08  1.8090E-09  2.7589E-11  2.4602E-12  2.9634E-09  6.6334E-10  6.6334E-11  6.6334E-12
Ca48   20   48  9.7501E-01  9.3861E-01  9.6428E-01  9.5324E-01  9.1422E-01  9.0962E-01  9.4509E-01  9.0263E-01  9.1005E-01  9.3051E-01  9.6755E-01  9.0193E-01  1.1233E-07  1.0635E-07  1.1056E-07  1.7780E-08  1.9144E-08  2.0264E-08  1.2214E-09  1.6985E-09  1.8007E-09  1.1507E-10  1.7098E-10  1.7116E-10  9.7501E-01  9.5324E-01  9.4509E-01  9.3051E-01  1.1233E-07  1.7780E-08  1.2214E-09  1.1507E-10  1.4456E-07  3.2360E-08  3.2360E-09  3.2360E-10
Sc45   21   45  3.2464E+00  7.0723E+00  1.0057E+01  1.1356E+01  3.1527E+01  3.7866E+01  1.9987E+01  2.7387E+02  2.4969E+02  6.8797E+02  5.7499E+02  5.5236E+03  1.2107E-07  2.5939E-07  3.7325E-07  3.0624E-08  9.5453E-08  1.2197E-07  3.7347E-09  7.4515E-08  7.1432E-08  1.2301E-08  1.4691E-08  1.5156E-07  3.2466E+00  1.1357E+01  2.0007E+01  6.8796E+02  1.2108E-07  3.0628E-08  3.7385E-09  1.2301E-08  4.6794E-08  4.6788E-09  4.6788E-10  4.6788E-11
Ti46   22   46  3.1855E+00  9.1541E+00  1.2842E+01  8.6137E+00  2.5523E+01  3.0857E+02  4.3528E+01  3.3064E+02  2.7331E+03  1.3788E+03  1.0907E+03  6.0034E+03  6.3213E-07  1.7865E-06  2.5359E-06  2.4663E-07  8.2043E-07  1.0552E-05  8.6353E-08  9.5512E-07  8.3015E-06  2.6174E-07  2.9587E-07  1.7489E-06  3.1858E+00  8.6147E+00  4.3550E+01  1.3788E+03  6.3220E-07  2.4666E-07  8.6399E-08  2.6174E-07  2.4899E-07  4.9675E-08  4.9675E-09  4.9675E-10
Ti47   22   47  1.2940E+00  1.8989E+00  2.7743E+00  1.6743E+00  3.1385E+00  8.5390E+00  2.5020E+00  1.5085E+01  4.5395E+01  1.8372E+01  1.7519E+01  6.8811E+02  2.3662E-07  3.4147E-07  5.0482E-07  4.4172E-08  9.2958E-08  2.6906E-07  4.5735E-09  4.0151E-08  1.2705E-07  3.2136E-09  4.3791E-09  1.8470E-07  1.2941E+00  1.6744E+00  2.5030E+00  1.8372E+01  2.3662E-07  4.4174E-08  4.5754E-09  3.2136E-09  2.2943E-07  4.5771E-08  4.5771E-09  4.5771E-10
Ti48   22   48  2.2315E+00  2.9477E+00  3.3755E+00  1.3940E+01  1.9991E+01  1.5238E+01  1.6246E+02  2.1399E+02  1.8085E+02  2.1063E+03  2.3582E+03  1.8262E+03  4.1292E-06  5.3640E-06  6.2156E-06  3.7214E-06  5.9916E-06  4.8589E-06  3.0052E-06  5.7637E-06  5.1220E-06  3.7282E-06  5.9649E-06  4.9604E-06  2.2316E+00  1.3940E+01  1.6246E+02  2.1063E+03  4.1292E-06  3.7215E-06  3.0053E-06  3.7283E-06  2.3217E-06  4.6318E-07  4.6318E-08  4.6318E-09
Ti49   22   49  2.8677E+00  5.4287E+00  7.7680E+00  1.3247E+01  2.2863E+01  2.7006E+01  1.1819E+02  1.8152E+02  2.3949E+02  1.5096E+03  1.5830E+03  2.8167E+03  3.9751E-07  7.4008E-07  1.0716E-06  2.6494E-07  5.1336E-07  6.4512E-07  1.6379E-07  3.6627E-07  5.0812E-07  2.0018E-07  2.9997E-07  5.7316E-07  2.8678E+00  1.3248E+01  1.1820E+02  1.5096E+03  3.9753E-07  2.6495E-07  1.6380E-07  2.0019E-07  1.7393E-07  3.4699E-08  3.4699E-09  3.4699E-10
Ti50   22   50  1.6922E+00  3.6801E+00  5.3357E+00  2.2441E+00  1.0187E+01  2.4082E+01  1.5228E+00  1.2028E+01  2.7844E+01  1.0544E+00  5.4243E+00  6.7816E+01  2.2917E-07  4.9015E-07  7.1912E-07  4.3852E-08  2.2348E-07  5.6205E-07  2.0618E-09  2.3712E-08  5.7720E-08  1.3660E-10  1.0042E-09  1.3483E-08  1.6923E+00  2.2446E+00  1.5236E+00  1.0547E+00  2.2918E-07  4.3862E-08  2.0630E-09  1.3665E-10  1.6993E-07  3.3902E-08  3.3902E-09  3.3902E-10
V50    23   50  7.2517E+00  2.8710E+01  4.7319E+01  1.6685E+01  6.3478E+01  5.9957E+01  7.7285E+00  6.1902E+01  1.6516E+02  1.5186E+01  4.2885E+01  4.1241E+04  4.5267E-09  1.7625E-08  2.9394E-08  7.5312E-10  3.2168E-09  3.2324E-09  2.4171E-11  2.8190E-10  7.9086E-10  4.5446E-12  1.8340E-11  1.8940E-08  7.2528E+00  1.6688E+01  7.7327E+00  1.5188E+01  4.5274E-09  7.5325E-10  2.4185E-11  4.5454E-12  7.8323E-10  7.8312E-11  7.8312E-12  7.8312E-13
V51    23   51  3.2481E+00  9.8755E+00  1.0590E+01  2.8550E+01  3.5828E+01  8.8094E+01  2.2921E+02  2.6488E+02  7.7835E+02  2.3336E+03  1.7825E+03  7.0919E+03  8.2516E-07  2.4673E-06  2.6773E-06  5.2447E-07  7.3893E-07  1.9329E-06  2.9175E-07  4.9092E-07  1.5169E-06  2.8423E-07  3.1025E-07  1.3256E-06  3.2484E+00  2.8550E+01  2.2921E+02  2.3336E+03  8.2524E-07  5.2449E-07  2.9177E-07  2.8423E-07  3.1876E-07  3.1872E-08  3.1872E-09  3.1872E-10
Cr50   24   50  5.2095E+00  6.5318E+01  4.7470E+01  3.7255E+01  5.4926E+01  3.5147E+02  2.1611E+02  4.4434E+02  3.5561E+03  2.7256E+03  1.8303E+03  1.7194E+04  2.8985E-06  3.5741E-05  2.6284E-05  1.4989E-06  2.4810E-06  1.6890E-05  6.0245E-07  1.8037E-06  1.5178E-05  7.2708E-07  6.9770E-07  7.0385E-06  5.2126E+00  3.7256E+01  2.1612E+02  2.7256E+03  2.9003E-06  1.4990E-06  6.0252E-07  7.2708E-07  6.9813E-07  6.9804E-08  6.9804E-09  6.9804E-10
Cr52   24   52  3.9582E+00  8.8278E+00  7.9304E+00  6.6346E+01  9.4480E+01  7.6739E+01  8.4765E+02  1.0031E+03  9.1528E+02  1.0938E+04  1.1449E+04  9.2550E+03  4.4167E-05  9.6876E-05  8.8063E-05  5.3533E-05  8.5586E-05  7.3956E-05  4.7390E-05  8.1660E-05  7.8346E-05  5.8515E-05  8.7528E-05  7.5979E-05  3.9584E+00  6.6347E+01  8.4766E+02  1.0938E+04  4.4170E-05  5.3535E-05  4.7392E-05  5.8516E-05  1.4001E-05  1.3999E-06  1.3999E-07  1.3999E-08
Cr53   24   53  4.3190E+00  2.0109E+01  1.3833E+01  5.2828E+01  7.0325E+01  9.2706E+01  5.5007E+02  6.3821E+02  1.0200E+03  6.5180E+03  6.2978E+03  1.0193E+04  5.5701E-06  2.5505E-05  1.7753E-05  4.9267E-06  7.3630E-06  1.0326E-05  3.5545E-06  6.0049E-06  1.0091E-05  4.0303E-06  5.5647E-06  9.6716E-06  4.3198E+00  5.2829E+01  5.5008E+02  6.5180E+03  5.5712E-06  4.9268E-06  3.5546E-06  4.0303E-06  1.6182E-06  1.6180E-07  1.6180E-08  1.6180E-09
Cr54   24   54  1.6866E+00  2.4947E+00  2.7879E+00  1.9742E+00  3.1340E+00  7.7846E+00  1.9449E+00  3.4567E+00  2.2660E+01  1.6961E+00  3.3518E+00  3.9871E+01  5.5166E-07  8.0246E-07  9.0745E-07  4.6692E-08  8.3216E-08  2.1991E-07  3.1873E-09  8.2484E-09  5.6855E-08  2.6598E-10  7.5109E-10  9.5946E-09  1.6867E+00  1.9742E+00  1.9450E+00  1.6963E+00  5.5167E-07  4.6694E-08  3.1876E-09  2.6600E-10  4.1040E-07  4.1034E-08  4.1034E-09  4.1034E-10
Mn55   25   55  3.6454E+00  1.7997E+01  1.3290E+01  3.5209E+01  4.5272E+01  7.4201E+01  3.2695E+02  3.3990E+02  8.1050E+02  3.3389E+03  2.6667E+03  7.8815E+03  3.1662E-05  1.5373E-04  1.1487E-04  2.2112E-05  3.1920E-05  5.5659E-05  1.4227E-05  2.1537E-05  5.3999E-05  1.3903E-05  1.5868E-05  5.0362E-05  3.6462E+00  3.5210E+01  3.2695E+02  3.3389E+03  3.1669E-05  2.2113E-05  1.4228E-05  1.3903E-05  1.0898E-05  1.0896E-06  1.0896E-07  1.0896E-08
Fe54   26   54  4.2787E+00  5.0990E+01  3.2915E+01  3.2019E+01  4.4630E+01  1.2173E+02  2.0273E+02  2.2421E+02  1.2839E+03  1.9389E+03  1.3683E+03  1.2237E+04  2.5057E-04  2.9366E-03  1.9182E-03  1.3559E-04  2.1217E-04  6.1567E-04  5.9483E-05  9.5790E-05  5.7675E-04  5.4437E-05  5.4896E-05  5.2722E-04  4.2812E+00  3.2020E+01  2.0273E+02  1.9389E+03  2.5071E-04  1.3559E-04  5.9485E-05  5.4437E-05  7.3478E-05  7.3468E-06  7.3468E-07  7.3468E-08
Fe56   26   56  2.6663E+00  2.7727E+00  2.6585E+00  2.4587E+01  2.1928E+01  2.0973E+01  3.4237E+02  2.3540E+02  2.2834E+02  3.5692E+03  2.4979E+03  2.3351E+03  2.5419E-03  2.5996E-03  2.5222E-03  1.6949E-03  1.6971E-03  1.7268E-03  1.6353E-03  1.6372E-03  1.6699E-03  1.6313E-03  1.6315E-03  1.6378E-03  2.6663E+00  2.4587E+01  3.4236E+02  3.5691E+03  2.5419E-03  1.6949E-03  1.6353E-03  1.6313E-03  1.1962E-03  1.1960E-04  1.1960E-05  1.1960E-06
Fe57   26   57  3.4512E+00  7.1709E+00  3.5389E+00  2.1844E+01  1.1721E+01  1.9379E+01  2.6865E+02  1.1047E+02  1.8082E+02  2.1381E+03  8.9975E+02  1.9705E+03  7.7341E-05  1.5804E-04  7.8920E-05  3.5397E-05  2.1323E-05  3.7508E-05  3.0164E-05  1.8060E-05  3.1085E-05  2.2972E-05  1.3814E-05  3.2488E-05  3.4514E+00  2.1843E+01  2.6864E+02  2.1380E+03  7.7345E-05  3.5396E-05  3.0163E-05  2.2971E-05  2.8118E-05  2.8114E-06  2.8114E-07  2.8114E-08
Fe58   26   58  4.8299E+00  7.8669E+00  7.7633E+00  6.1407E+00  8.3773E+00  4.6485E+00  6.7458E+00  8.0005E+00  5.9199E+00  2.4791E+00  1.2112E+01  9.2060E+00  1.4657E-05  2.3478E-05  2.3444E-05  1.3475E-06  2.0638E-06  1.2184E-06  1.0257E-07  1.7713E-07  1.3781E-07  3.6069E-09  2.5181E-08  2.0554E-08  4.8301E+00  6.1409E+00  6.7459E+00  2.4798E+00  1.4657E-05  1.3476E-06  1.0257E-07  3.6081E-09  3.8076E-06  3.8072E-07  3.8072E-08  3.8072E-09
Co59   27   59  3.6823E+00  6.9902E+01  3.8576E+00  7.4654E+00  4.0536E+00  5.0434E+00  4.9860E+01  1.3737E+01  3.5965E+01  2.8900E+02  1.7852E+01  1.9975E+02  1.2456E-05  2.3255E-04  1.2986E-05  1.8262E-06  1.1132E-06  1.4735E-06  8.4510E-07  3.3901E-07  9.3330E-07  4.6872E-07  4.1374E-08  4.9714E-07  3.6857E+00  7.4652E+00  4.9858E+01  2.8898E+02  1.2468E-05  1.8261E-06  8.4507E-07  4.6870E-07  4.2445E-06  4.2440E-07  4.2440E-08  4.2440E-09
Ni58   28   58  3.4216E+00  2.0126E+02  6.3551E+00  1.2378E+01  9.4579E+00  2.5039E+01  9.4663E+01  5.6300E+01  2.2605E+02  6.4030E+02  4.0589E+02  2.8356E+03  1.3155E-04  7.6098E-03  2.4314E-04  3.4413E-05  2.9520E-05  8.3144E-05  1.8235E-05  1.5791E-05  6.6670E-05  1.1802E-05  1.0691E-05  8.0208E-05  3.4319E+00  1.2378E+01  9.4660E+01  6.4028E+02  1.3195E-04  3.4413E-05  1.8235E-05  1.1802E-05  4.8240E-05  4.8234E-06  4.8234E-07  4.8234E-08
Ni60   28   60  2.4912E+00  2.1362E+02  2.0120E+00  1.2283E+01  2.4943E+00  5.0234E+00  1.5875E+02  1.6755E+01  4.3772E+01  1.0257E+03  6.2331E+01  2.1528E+02  3.8166E-05  3.2186E-03  3.0676E-05  1.3607E-05  3.1022E-06  6.6467E-06  1.2186E-05  1.8727E-06  5.1442E-06  7.5340E-06  6.5422E-07  2.4265E-06  2.5022E+00  1.2282E+01  1.5874E+02  1.0257E+03  3.8335E-05  1.3606E-05  1.2185E-05  7.5337E-06  1.9223E-05  1.9220E-06  1.9220E-07  1.9220E-08
Ni61   28   61  5.1714E+00  5.2755E+01  6.9402E+00  1.4985E+01  7.3852E+00  6.2350E+00  1.2745E+02  1.2127E+01  3.8299E+01  6.7053E+02  3.2593E+01  2.9098E+02  3.5013E-06  3.5127E-05  4.6761E-06  7.3363E-07  4.0593E-07  3.6459E-07  4.3235E-07  5.9900E-08  1.9892E-07  2.1766E-07  1.5118E-08  1.4495E-07  5.1739E+00  1.4984E+01  1.2744E+02  6.7048E+02  3.5030E-06  7.3361E-07  4.3233E-07  2.1765E-07  8.4952E-07  8.4941E-08  8.4941E-09  8.4941E-10
Ni62   28   62  7.3071E+00  1.0240E+02  7.3459E+00  2.0805E+01  9.1280E+00  1.1491E+01  1.5898E+02  1.2140E+01  9.2639E+01  7.0188E+02  2.3069E+01  1.2436E+03  1.6033E-05  2.2096E-04  1.6040E-05  3.3009E-06  1.6259E-06  2.1776E-06  1.7478E-06  1.9432E-07  1.5593E-06  7.3834E-07  3.4678E-08  2.0076E-06  7.3121E+00  2.0804E+01  1.5897E+02  7.0183E+02  1.6044E-05  3.3008E-06  1.7477E-06  7.3830E-07  2.7531E-06  2.7527E-07  2.7527E-08  2.7527E-09
Ni64   28   64  4.6066E+00  1.3343E+01  1.5836E+01  6.2730E+00  2.2359E+01  1.4121E+01  1.4057E+00  2.2906E+01  1.1959E+01  9.8954E-01  1.7777E+01  1.9190E+01  2.6571E-06  7.5693E-06  9.0902E-06  2.6164E-07  1.0470E-06  7.0348E-07  4.0626E-09  9.6388E-08  5.2917E-08  2.7365E-10  7.0250E-09  8.1438E-09  4.6070E+00  6.2740E+00  1.4074E+00  9.9082E-01  2.6574E-06  2.6169E-07  4.0675E-09  2.7401E-10  7.2374E-07  7.2364E-08  7.2364E-09  7.2364E-10
Cu63   29   63  6.4470E+00  3.2201E+01  1.2706E+01  9.2724E+00  1.9416E+01  8.4603E+00  4.1001E+00  1.9686E+01  8.4415E+00  6.2336E+01  3.5475E+01  1.9288E+01  2.5529E-06  1.2540E-05  5.0070E-06  2.6551E-07  6.2417E-07  2.8935E-07  8.1348E-09  5.6872E-08  2.5643E-08  1.1835E-08  9.6243E-09  5.6194E-09  6.4483E+00  9.2730E+00  4.1013E+00  6.2334E+01  2.5535E-06  2.6553E-07  8.1374E-09  1.1835E-08  4.9686E-07  4.9680E-08  4.9680E-09  4.9680E-10
Cu65   29   65  6.7524E+00  2.7797E+01  3.3613E+01  1.5342E+01  4.8446E+01  2.6571E+01  5.1040E+00  4.1217E+01  2.3078E+01  1.5311E+01  3.0995E+01  4.2520E+01  1.2296E-06  4.9782E-06  6.0914E-06  2.0202E-07  7.1620E-07  4.1790E-07  4.6569E-09  5.4757E-08  3.2238E-08  1.3368E-09  3.8669E-09  5.6968E-09  6.7535E+00  1.5344E+01  5.1068E+00  1.5312E+01  1.2298E-06  2.0205E-07  4.6596E-09  1.3369E-09  2.2849E-07  2.2846E-08  2.2846E-09  2.2846E-10
Zn64   30   64  1.6172E+00  2.7329E+02  3.2803E+00  4.5434E+00  5.8243E+00  2.6617E+00  1.9106E+01  7.3998E+00  4.5930E+00  1.7058E+02  1.6609E+01  1.3687E+01  1.0722E-06  1.7819E-04  2.1643E-06  2.1782E-07  3.1349E-07  1.5241E-07  6.3466E-08  3.5792E-08  2.3360E-08  5.4220E-08  7.5441E-09  6.6762E-09  1.6314E+00  4.5434E+00  1.9105E+01  1.7056E+02  1.0816E-06  2.1782E-07  6.3464E-08  5.4217E-08  8.3188E-07  8.3177E-08  8.3177E-09  8.3177E-10
Zn66   30   66  4.1142E+00  2.2838E+01  1.7413E+01  1.0154E+01  3.0503E+01  1.5529E+01  1.3244E+01  2.7924E+01  1.6995E+01  5.3797E+01  1.6444E+01  7.5807E+01  1.6138E-06  8.8102E-06  6.7974E-06  2.8803E-07  9.7135E-07  5.2609E-07  2.6030E-08  7.9913E-08  5.1140E-08  1.0117E-08  4.4192E-09  2.1878E-08  4.1152E+00  1.0155E+01  1.3245E+01  5.3794E+01  1.6142E-06  2.8806E-07  2.6032E-08  1.0117E-08  4.9218E-07  4.9212E-08  4.9212E-09  4.9212E-10
Zn67   30   67  4.5721E+00  1.2031E+01  1.5989E+01  1.0486E+01  3.5566E+01  2.1721E+01  1.6012E+00  2.9033E+01  1.5629E+01  1.4535E+00  1.8733E+01  2.9422E+01  2.6755E-07  6.9236E-07  9.3112E-07  4.4370E-08  1.6896E-07  1.0978E-07  4.6947E-10  1.2394E-08  7.0156E-09  4.0779E-11  7.5102E-10  1.2667E-09  4.5725E+00  1.0487E+01  1.6033E+00  1.4548E+00  2.6757E-07  4.4377E-08  4.7010E-10  4.0817E-11  7.3424E-08  7.3414E-09  7.3414E-10  7.3414E-11
Zn68   30   68  4.2087E+00  2.6712E+01  2.2803E+01  8.3177E+00  4.7998E+01  3.4467E+01  1.2124E+00  3.9431E+01  2.5867E+01  1.0184E+00  1.8592E+01  3.8533E+01  1.1431E-06  7.1351E-06  6.1633E-06  1.6336E-07  1.0584E-06  8.0854E-07  1.6500E-09  7.8132E-08  5.3894E-08  1.3261E-10  3.4596E-09  7.7000E-09  4.2099E+00  8.3201E+00  1.2154E+00  1.0197E+00  1.1434E-06  1.6341E-07  1.6540E-09  1.3279E-10  3.4079E-07  3.4075E-08  3.4075E-09  3.4075E-10
Zn70   30   70  3.0694E+00  9.1733E+01  1.3835E+02  4.1827E+00  3.8567E+01  4.6422E+01  9.1951E-01  7.8362E+01  2.5233E+01  9.2336E-01  3.2672E+00  4.4483E+01  2.8377E-08  8.3404E-07  1.2728E-06  2.7963E-09  2.8947E-08  3.7069E-08  4.2594E-11  5.2855E-09  1.7896E-09  4.0929E-12  2.0695E-11  3.0258E-10  3.0741E+00  4.1847E+00  9.2550E-01  9.2354E-01  2.8420E-08  2.7977E-09  4.2873E-11  4.0938E-12  1.1600E-08  1.1599E-09  1.1599E-10  1.1599E-11
Ga69   31   69  6.4815E+00  2.8227E+01  3.9193E+01  1.5587E+01  9.3686E+01  5.9348E+01  1.4806E+00  7.6464E+01  4.3495E+01  1.1590E+00  3.0092E+01  6.8719E+01  1.7293E-07  7.4069E-07  1.0407E-06  3.0074E-08  2.0293E-07  1.3676E-07  1.9793E-10  1.4884E-08  8.9025E-09  1.4826E-11  5.5009E-10  1.3490E-09  6.4826E+00  1.5592E+01  1.4864E+00  1.1612E+00  1.7296E-07  3.0083E-08  1.9871E-10  1.4855E-11  3.3478E-08  3.3474E-09  3.3474E-10  3.3474E-11
Ga71   31   71  7.3907E+00  4.5094E+01  7.3172E+01  1.3302E+01  1.1429E+02  9.1144E+01  1.3625E+00  9.0167E+01  6.7835E+01  1.0825E+00  3.0236E+01  9.6739E+01  1.3466E-07  8.0804E-07  1.3268E-06  1.7527E-08  1.6906E-07  1.4343E-07  1.2438E-10  1.1986E-08  9.4815E-09  9.4561E-12  3.7745E-10  1.2968E-09  7.3927E+00  1.3308E+01  1.3693E+00  1.0847E+00  1.3470E-07  1.7535E-08  1.2501E-10  9.4757E-12  2.2862E-08  2.2859E-09  2.2859E-10  2.2859E-11
Ge70   32   70  6.0574E+00  3.3169E+01  3.6963E+01  2.0900E+01  1.0831E+02  6.7461E+01  1.7686E+00  1.0598E+02  5.1741E+01  1.2620E+00  4.1343E+01  9.5489E+01  2.3159E-07  1.2471E-06  1.4063E-06  5.7780E-08  3.3617E-07  2.2276E-07  3.3878E-10  2.9559E-08  1.5174E-08  2.3133E-11  1.0829E-09  2.6859E-09  6.0588E+00  2.0906E+01  1.7767E+00  1.2651E+00  2.3164E-07  5.7795E-08  3.4033E-10  2.3189E-11  4.7971E-08  4.7964E-09  4.7964E-10  4.7964E-11
Ge72   32   72  4.3341E+00  2.4017E+01  3.4471E+01  9.4997E+00  7.6139E+01  6.1722E+01  1.1109E+00  6.5872E+01  4.6943E+01  9.6470E-01  2.0840E+01  6.6444E+01  2.2523E-07  1.2274E-06  1.7826E-06  3.5698E-08  3.2122E-07  2.7703E-07  2.8925E-10  2.4973E-08  1.8713E-08  2.4035E-11  7.4197E-10  2.5404E-09  4.3351E+00  9.5036E+00  1.1159E+00  9.6621E-01  2.2528E-07  3.5713E-08  2.9056E-10  2.4074E-11  6.5204E-08  6.5196E-09  6.5196E-10  6.5196E-11
Ge73   32   73  4.4756E+00  1.3635E+01  2.3474E+01  9.6007E+00  6.7743E+01  6.3357E+01  1.1535E+00  6.2256E+01  4.6487E+01  9.9505E-01  2.1572E+01  6.7089E+01  6.6189E-08  1.9831E-07  3.4546E-07  1.0267E-08  8.1330E-08  8.0923E-08  8.5472E-11  6.7167E-09  5.2736E-09  7.0550E-12  2.1856E-10  7.2994E-10  4.4761E+00  9.6041E+00  1.1583E+00  9.9661E-01  6.6197E-08  1.0270E-08  8.5825E-11  7.0662E-12  1.8556E-08  1.8553E-09  1.8553E-10  1.8553E-11
Ge74   32   74  3.4073E+00  1.5217E+01  2.7767E+01  6.2255E+00  7.1684E+01  7.8161E+01  1.0640E+00  6.6648E+01  6.1819E+01  9.7335E-01  2.1124E+01  7.4267E+01  2.3974E-07  1.0529E-06  1.9442E-06  3.1675E-08  4.0946E-07  4.7497E-07  3.7510E-10  3.4211E-08  3.3367E-08  3.2834E-11  1.0183E-09  3.8445E-09  3.4079E+00  6.2294E+00  1.0691E+00  9.7488E-01  2.3978E-07  3.1695E-08  3.7690E-10  3.2887E-11  8.8283E-08  8.8272E-09  8.8272E-10  8.8272E-11
Ge76   32   76  1.6945E+00  2.0631E+01  3.5521E+01  1.9265E+00  1.6927E+01  3.1987E+01  9.0553E-01  2.1161E+01  2.4621E+01  9.2294E-01  1.1388E+00  2.6664E+01  2.5685E-08  3.0755E-07  5.3581E-07  2.1116E-09  2.0829E-08  4.1874E-08  6.8770E-11  2.3400E-09  2.8628E-09  6.7070E-12  1.1826E-11  2.9735E-10  1.6955E+00  1.9274E+00  9.0710E-01  9.2296E-01  2.5700E-08  2.1126E-09  6.8891E-11  6.7073E-12  1.9019E-08  1.9016E-09  1.9016E-10  1.9016E-11
As75   33   75  5.7095E+00  3.2619E+01  5.2554E+01  1.3353E+01  1.4301E+02  1.1562E+02  1.1565E+00  1.1406E+02  9.1530E+01  1.0366E+00  2.2428E+01  1.0593E+02  5.0127E-08  2.8164E-07  4.5916E-07  8.4775E-09  1.0193E-07  8.7672E-08  5.0877E-11  7.3061E-09  6.1647E-09  4.3634E-12  1.3491E-10  6.8426E-10  5.7109E+00  1.3360E+01  1.1653E+00  1.0382E+00  5.0139E-08  8.4824E-09  5.1263E-11  4.3703E-12  1.1016E-08  1.1015E-09  1.1015E-10  1.1015E-11
Se74   34   74  1.1745E+01  1.0757E+02  1.3194E+02  7.3420E+01  4.7943E+02  3.7317E+02  3.6422E+00  5.6690E+02  3.3297E+02  2.6480E+00  1.0559E+02  4.9646E+02  9.9284E-09  8.9429E-08  1.1099E-07  4.4883E-09  3.2904E-08  2.7247E-08  1.5427E-11  3.4963E-09  2.1594E-09  1.0733E-12  6.1155E-11  3.0879E-10  1.1750E+01  7.3445E+01  3.6858E+00  2.6558E+00  9.9327E-09  4.4898E-09  1.5612E-11  1.0765E-12  1.0607E-09  1.0606E-10  1.0606E-11  1.0606E-12
Se76   34   76  5.8430E+00  4.0292E+01  6.3250E+01  2.1547E+01  1.9431E+02  1.9718E+02  1.4461E+00  1.9829E+02  1.6424E+02  1.2340E+00  4.3463E+01  1.9934E+02  5.3408E-08  3.6220E-07  5.7534E-07  1.4243E-08  1.4420E-07  1.5567E-07  6.6230E-11  1.3224E-08  1.1517E-08  5.4080E-12  2.7220E-10  1.3406E-09  5.8448E+00  2.1557E+01  1.4613E+00  1.2372E+00  5.3425E-08  1.4250E-08  6.6930E-11  5.4221E-12  1.1469E-08  1.1468E-09  1.1468E-10  1.1468E-11
