  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
Ne22   10   22  2.7610E+01  3.4619E+01  5.3366E+01  5.9266E+01  9.9992E-01  8.6723E-01  7.2554E-01  5.0362E-01  3.3110E+00
Na23   11   23  1.3350E+01  2.6114E+01  6.9795E+01  8.5168E+01  9.9992E-01  2.0256E+00  3.3790E+00  5.5689E+00  7.0081E+00
Mg24   12   24  1.8400E+01  2.3197E+01  6.1184E+01  3.7035E+01  9.9993E-01  1.0001E+00  1.0006E+00  1.0016E+00  1.0033E+00
Mg25   12   25  4.3202E+00  6.3011E+00  1.7734E+01  1.6006E+01  9.9996E-01  8.7185E-01  7.2808E-01  4.9802E-01  4.7770E-01
Mg26   12   26  4.5349E+00  5.4892E+00  1.8655E+01  1.5999E+01  9.9993E-01  1.0454E+00  1.0376E+00  1.0062E+00  8.3224E-01
Al27   13   27  2.3617E+01  3.0905E+01  6.9206E+01  5.2361E+01  9.9992E-01  1.1949E+00  1.5850E+00  2.2552E+00  3.1479E+00
Si28   14   28  3.8117E+01  8.0566E+01  5.5320E+01  9.1378E+01  9.9989E-01  1.0000E+00  1.0001E+00  1.0004E+00  1.0012E+00
Si29   14   29  7.2018E+00  1.0702E+01  1.3131E+01  1.3458E+01  9.9993E-01  9.9993E-01  9.9976E-01  9.9939E-01  1.0013E+00
Si30   14   30  1.7026E+01  2.3104E+01  2.3941E+01  2.0496E+01  9.9993E-01  1.0000E+00  1.0003E+00  1.0009E+00  1.0082E+00
P31    15   31  3.7811E+01  6.2706E+01  5.5505E+01  7.3469E+01  9.9993E-01  1.0000E+00  1.0001E+00  1.0003E+00  1.0240E+00
S32    16   32  3.8210E+01  9.0481E+01  5.0738E+01  1.0721E+02  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9863E-01
S33    16   33  2.1772E+01  4.1366E+01  3.0055E+01  5.2974E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.1325E+00
S34    16   34  1.9879E+01  3.4656E+01  2.1934E+01  3.7750E+01  9.9993E-01  9.9996E-01  9.9999E-01  9.9999E-01  1.0072E+00
S36    16   36  1.2023E+00  1.4764E+00  2.1196E+00  3.2206E+00  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  9.9990E-01
Cl35   17   35  7.1830E+00  1.3656E+01  9.3256E+00  1.8854E+01  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9626E-01
Cl37   17   37  4.5922E+00  9.5454E+00  7.5674E+00  1.2762E+01  9.9994E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.2128E+00
Ar36   18   36  3.9466E+01  9.2008E+01  4.8773E+01  1.1155E+02  9.9994E-01  9.9994E-01  1.0000E+00  1.0000E+00  9.9639E-01
Ar38   18   38  9.9079E+00  1.8391E+01  1.1447E+01  2.0879E+01  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0003E+00
Ar40   18   40  1.6663E+00  1.6614E+00  2.1854E+00  2.7645E+00  9.9992E-01  9.9997E-01  9.9999E-01  9.9999E-01  1.0070E+00
K39    19   39  8.2577E+00  1.7002E+01  1.0890E+01  1.6431E+01  9.9992E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0060E+00
K40    19   40  1.0016E+01  2.1926E+01  3.5989E+01  5.9821E+01  9.9783E-01  9.9753E-01  9.9811E-01  9.9837E-01  3.3722E+00
K41    19   41  9.6290E+00  1.9387E+01  1.4816E+01  2.0002E+01  9.9991E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.6949E+00
Ca40   20   40  3.3258E+01  7.5444E+01  3.8107E+01  9.3934E+01  9.9990E-01  9.9997E-01  9.9997E-01  9.9997E-01  9.9732E-01
Ca42   20   42  7.4435E+00  1.4439E+01  1.0577E+01  1.6592E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.1667E+00
Ca43   20   43  2.0046E+00  3.1693E+00  5.3254E+00  6.6276E+00  9.9991E-01  9.9996E-01  1.0000E+00  1.0000E+00  1.1588E+00
Ca44   20   44  7.1942E+00  3.2924E+00  3.2705E+00  3.9810E+00  9.9993E-01  9.9996E-01  9.9999E-01  1.0000E+00  1.0131E+00
Ca46   20   46  2.8940E+00  2.3868E+00  3.3415E+00  1.7404E+01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9779E-01
Ca48   20   48  9.6615E-01  9.3263E-01  9.3955E-01  8.9719E-01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9955E-01
Sc45   21   45  4.8235E+00  9.7003E+00  1.5425E+01  3.0446E+01  9.9994E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.1393E+00
Ti46   22   46  8.8213E+00  1.4330E+01  1.0881E+01  1.4145E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0148E+00
Ti47   22   47  1.8256E+00  1.5951E+00  1.8485E+00  2.7998E+00  9.9993E-01  9.9997E-01  9.9999E-01  9.9999E-01  9.9818E-01
Ti48   22   48  1.7886E+01  2.3129E+01  1.5363E+01  2.6004E+01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9385E-01
Ti49   22   49  1.0414E+01  2.2619E+01  1.5691E+01  2.4843E+01  9.9991E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0442E+00
Ti50   22   50  1.3289E+00  1.7185E+00  2.6201E+00  5.0826E+00  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0705E+00
V50    23   50  5.7316E+00  1.5913E+01  1.7344E+01  5.1964E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9195E-01
V51    23   51  2.1668E+01  5.5122E+01  3.6754E+01  4.4975E+01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9876E-01
Cr50   24   50  2.5559E+01  7.6518E+01  5.3200E+01  4.7847E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9188E-01
Cr52   24   52  5.6131E+01  1.2161E+02  7.4233E+01  1.2791E+02  9.9989E-01  9.9997E-01  9.9997E-01  1.0000E+00  9.9761E-01
Cr53   24   53  4.1123E+01  9.9524E+01  6.3849E+01  9.3140E+01  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  9.9663E-01
Cr54   24   54  1.4270E+00  1.9244E+00  2.6553E+00  3.1675E+00  9.9992E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0920E+00
Mn55   25   55  2.7239E+01  6.9405E+01  4.3390E+01  5.6884E+01  9.9996E-01  9.9996E-01  9.9996E-01  9.9996E-01  1.0025E+00
Fe54   26   54  2.1036E+01  6.6403E+01  4.2879E+01  4.4511E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9267E-01
Fe56   26   56  5.1990E+01  4.4894E+01  3.2950E+01  2.6820E+01  9.9991E-01  9.9999E-01  9.9999E-01  9.9999E-01  9.9698E-01
Fe57   26   57  7.0097E+01  3.6946E+01  3.2621E+01  1.3029E+01  9.9992E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0357E+00
Fe58   26   58  3.3022E+00  6.7271E+00  1.0312E+01  1.0623E+01  9.9993E-01  9.9996E-01  9.9999E-01  1.0000E+00  1.5832E+00
Co59   27   59  2.4461E+01  9.6855E+00  1.1200E+01  6.0831E+00  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.1157E+00
Ni58   28   58  3.7314E+01  2.0423E+01  1.8445E+01  8.0722E+00  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9300E-01
Ni60   28   60  6.3781E+01  1.7700E+01  1.6882E+01  2.6696E+00  9.9994E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0178E+00
Ni61   28   61  6.9051E+01  1.7168E+01  2.1174E+01  1.1026E+01  9.9993E-01  9.9998E-01  9.9999E-01  1.0000E+00  1.1751E+00
Ni62   28   62  1.1440E+02  2.3204E+01  2.7411E+01  1.2626E+01  9.9993E-01  9.9997E-01  1.0000E+00  1.0000E+00  1.0897E+00
Ni64   28   64  2.6686E+00  3.6298E+00  7.7981E+00  1.8869E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0581E+00
Cu63   29   63  4.3540E+00  6.7404E+00  1.2032E+01  2.6398E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.1985E+00
Cu65   29   65  5.2625E+00  8.5223E+00  1.8444E+01  5.0745E+01  9.9992E-01  9.9996E-01  1.0000E+00  1.0000E+00  1.2299E+00
Zn64   30   64  9.3963E+00  4.2922E+00  5.3451E+00  8.8701E+00  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0464E+00
Zn66   30   66  1.3069E+01  7.3652E+00  1.0421E+01  2.9943E+01  9.9992E-01  9.9996E-01  9.9998E-01  1.0000E+00  1.0392E+00
Zn67   30   67  2.2337E+00  3.8978E+00  1.1576E+01  3.8207E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0530E+00
Zn68   30   68  1.9928E+00  3.2245E+00  7.7453E+00  3.1701E+01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0329E+00
Zn70   30   70  9.9139E-01  1.9323E+00  1.3825E+00  1.8174E+01  9.9993E-01  9.9993E-01  1.0000E+00  1.0000E+00  9.9407E-01
Ga69   31   69  2.7737E+00  7.0030E+00  1.3493E+01  6.1900E+01  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0462E+00
Ga71   31   71  2.4506E+00  5.0736E+00  1.1584E+01  5.3397E+01  9.9994E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0463E+00
Ge70   32   70  3.0711E+00  1.0564E+01  1.5777E+01  8.5905E+01  9.9993E-01  9.9997E-01  9.9999E-01  9.9999E-01  1.0379E+00
Ge72   32   72  1.9833E+00  3.9103E+00  7.1931E+00  3.8692E+01  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0174E+00
Ge73   32   73  1.8701E+00  2.5716E+00  7.5183E+00  4.0350E+01  9.9992E-01  9.9998E-01  9.9998E-01  9.9998E-01  1.0156E+00
Ge74   32   74  1.7008E+00  1.9965E+00  4.3820E+00  2.5612E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0149E+00
Ge76   32   76  9.5622E-01  1.0699E+00  9.7426E-01  6.4335E+00  9.9995E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9400E-01
As75   33   75  1.8774E+00  4.3460E+00  7.6249E+00  6.0331E+01  9.9991E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0092E+00
Se74   34   74  4.5100E+00  3.1386E+01  3.6155E+01  3.4280E+02  9.9992E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9002E-01
Se76   34   76  2.6467E+00  7.2828E+00  1.0282E+01  1.0128E+02  9.9994E-01  9.9994E-01  9.9994E-01  1.0000E+00  1.0297E+00
Se77   34   77  1.5078E+00  2.0543E+00  4.1960E+00  4.0856E+01  9.9993E-01  9.9997E-01  9.9998E-01  1.0000E+00  1.0078E+00
Se78   34   78  1.8246E+00  2.0198E+00  4.6206E+00  2.5741E+01  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0214E+00
Se80   34   80  1.2072E+00  1.1484E+00  1.6094E+00  8.7678E+00  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9270E-01
Se82   34   82  9.6405E-01  1.0096E+00  9.4982E-01  4.9171E+00  9.9992E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9619E-01
Br79   35   79  1.4507E+00  1.7249E+00  4.0120E+00  2.5822E+01  9.9995E-01  9.9995E-01  9.9995E-01  1.0001E+00  9.9653E-01
Br81   35   81  1.3414E+00  1.6958E+00  2.3690E+00  1.9445E+01  9.9991E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0025E+00
Kr78   36   78  1.4586E+00  4.4641E+00  4.7858E+00  8.3548E+01  9.9994E-01  9.9996E-01  9.9999E-01  9.9999E-01  9.9079E-01
Kr80   36   80  1.9576E+00  5.2270E+00  6.4784E+00  8.7778E+01  9.9992E-01  9.9996E-01  9.9996E-01  1.0000E+00  1.0819E+00
Kr82   36   82  1.6138E+00  1.8974E+00  3.3088E+00  2.0541E+01  9.9994E-01  9.9994E-01  1.0000E+00  1.0000E+00  1.0357E+00
Kr83   36   83  1.1400E+00  1.3568E+00  2.1161E+00  1.1832E+01  9.9993E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0038E+00
Kr84   36   84  1.1354E+00  1.1706E+00  1.8577E+00  6.9466E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0051E+00
Kr86   36   86  1.2055E+00  1.2240E+00  1.5033E+00  6.8240E+00  9.9990E-01  9.9995E-01  1.0000E+00  1.0000E+00  9.9887E-01
Rb85   37   85  1.2448E+00  1.3920E+00  2.2258E+00  1.1366E+01  9.9992E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0024E+00
Rb87   37   87  1.3335E+00  1.7745E+00  2.1690E+00  2.0928E+01  9.9986E-01  9.9991E-01  9.9992E-01  9.9996E-01  9.9771E-01
Sr84   38   84  2.2188E+00  6.5192E+00  5.6741E+00  1.1308E+02  9.9992E-01  9.9996E-01  9.9999E-01  9.9999E-01  9.8995E-01
Sr86   38   86  1.7665E+00  2.7560E+00  4.8631E+00  2.6290E+01  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0985E+00
Sr87   38   87  1.4099E+00  1.9697E+00  3.8980E+00  1.5808E+01  1.0001E+00  1.0001E+00  1.0001E+00  1.0001E+00  1.0776E+00
Sr88   38   88  1.2453E+00  1.6594E+00  2.4075E+00  8.9032E+00  9.9994E-01  9.9996E-01  9.9999E-01  1.0000E+00  1.0245E+00
Y89    39   89  1.1828E+00  1.5754E+00  2.1197E+00  7.5316E+00  9.9995E-01  9.9995E-01  9.9995E-01  1.0000E+00  1.0137E+00
Zr90   40   90  1.0991E+00  1.3456E+00  1.5733E+00  4.3659E+00  9.9990E-01  9.9997E-01  9.9997E-01  9.9997E-01  1.0038E+00
Zr91   40   91  1.0686E+00  1.1864E+00  1.5927E+00  4.4767E+00  9.9993E-01  9.9996E-01  1.0000E+00  1.0000E+00  1.0045E+00
Zr92   40   92  1.0678E+00  1.1661E+00  1.4331E+00  2.8264E+00  9.9993E-01  9.9997E-01  9.9999E-01  9.9999E-01  1.0058E+00
Zr94   40   94  1.0149E+00  1.0274E+00  1.1856E+00  1.9911E+00  9.9993E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0034E+00
Zr96   40   96  7.8168E-02  6.2112E-02  2.0045E-01  2.1164E+00  1.7402E-01  3.5482E-02  3.3314E-02  1.9927E-02  1.7310E-02
Nb93   41   93  9.8819E-01  1.0109E+00  1.2501E+00  2.2464E+00  9.9992E-01  9.9997E-01  9.9997E-01  1.0000E+00  9.9940E-01
Mo92   42   92  1.0558E+00  1.2816E+00  1.1514E+00  1.6615E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9156E-01
Mo94   42   94  1.2564E+00  1.4174E+00  1.4024E+00  1.8991E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0029E+00
Mo95   42   95  1.0160E+00  9.9540E-01  1.2208E+00  2.4247E+00  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9743E-01
Mo96   42   96  1.8238E+00  1.8734E+00  1.9233E+00  2.1446E+00  1.6951E+00  1.8118E+00  1.8136E+00  1.8249E+00  1.8264E+00
Mo97   42   97  9.9427E-01  9.7829E-01  1.0581E+00  1.1920E+00  9.9992E-01  9.9996E-01  9.9998E-01  1.0000E+00  1.0008E+00
Mo98   42   98  1.0037E+00  1.0057E+00  1.1180E+00  1.2981E+00  9.9994E-01  9.9994E-01  1.0000E+00  1.0000E+00  1.0035E+00
Xe32   54  132  9.7518E-01  9.6559E-01  1.0100E+00  1.1578E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  9.9874E-01
Xe34   54  134  9.5676E-01  9.1072E-01  8.8943E-01  1.1944E+00  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  9.9424E-01
Cs33   55  133  9.3306E-01  9.1220E-01  9.2350E-01  1.1115E+00  9.9992E-01  1.0000E+00  1.0000E+00  1.0000E+00  9.9347E-01
Ba34   56  134  1.3673E+00  1.5113E+00  1.8019E+00  2.2313E+00  9.9992E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0382E+00
Ba35   56  135  9.2826E-01  8.9051E-01  9.1973E-01  1.0891E+00  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9426E-01
Ba36   56  136  1.1324E+00  1.2381E+00  1.4723E+00  1.8585E+00  9.9990E-01  9.9999E-01  9.9999E-01  9.9999E-01  1.0245E+00
Ba37   56  137  1.0010E+00  1.0003E+00  1.1031E+00  1.4521E+00  9.9991E-01  9.9997E-01  9.9997E-01  1.0000E+00  1.0084E+00
Ba38   56  138  1.0240E+00  1.0691E+00  1.2137E+00  1.5006E+00  9.9989E-01  9.9998E-01  9.9998E-01  9.9998E-01  1.0077E+00
La38   57  138  9.8853E-01  9.9495E-01  9.7363E-01  1.0417E+00  9.9991E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0000E+00
La39   57  139  1.0188E+00  1.0583E+00  1.2082E+00  1.5155E+00  9.9993E-01  1.0000E+00  1.0000E+00  1.0000E+00  1.0050E+00
Ce40   58  140  9.9693E-01  1.0021E+00  1.0858E+00  1.2550E+00  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0019E+00
Pr41   59  141  9.7074E-01  9.8233E-01  9.8680E-01  1.2030E+00  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9697E-01
Nd42   60  142  1.0803E+00  1.2189E+00  1.2798E+00  1.6058E+00  9.9992E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0053E+00
Nd43   60  143  9.1965E-01  8.7897E-01  8.6137E-01  8.5592E-01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9409E-01
Nd44   60  144  9.7897E-01  9.4437E-01  9.7290E-01  9.8194E-01  9.9992E-01  9.9997E-01  9.9998E-01  1.0000E+00  9.9885E-01
Hg02   80  202  1.0028E+00  9.9207E-01  1.0762E+00  1.1795E+00  9.9993E-01  9.9998E-01  9.9998E-01  1.0000E+00  1.0039E+00
Hg04   80  204  9.4087E-01  8.8554E-01  8.5415E-01  8.5566E-01  9.9991E-01  9.9997E-01  9.9997E-01  9.9997E-01  9.9257E-01
Tl03   81  203  9.8654E-01  9.8286E-01  1.0900E+00  1.2461E+00  9.9993E-01  9.9996E-01  9.9999E-01  9.9999E-01  1.0012E+00
Tl05   81  205  9.7321E-01  9.5370E-01  1.0053E+00  1.0781E+00  9.9993E-01  9.9998E-01  9.9999E-01  1.0000E+00  1.0016E+00
Pb04   82  204  1.1654E+00  1.3501E+00  1.5655E+00  2.0250E+00  9.9995E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.0259E+00
Pb06   82  206  1.0137E+00  1.0436E+00  1.1308E+00  1.2753E+00  9.9990E-01  9.9996E-01  9.9996E-01  1.0000E+00  1.0070E+00
Pb07   82  207  9.9298E-01  9.8858E-01  1.0891E+00  1.2021E+00  9.9995E-01  9.9995E-01  1.0000E+00  1.0000E+00  1.0032E+00
Pb08   82  208  9.8920E-01  9.8098E-01  1.0426E+00  1.1181E+00  9.9993E-01  9.9997E-01  9.9999E-01  1.0000E+00  1.0019E+00
Bi09   83  209  9.6896E-01  9.3694E-01  9.5647E-01  9.3018E-01  9.9992E-01  9.9998E-01  9.9998E-01  1.0000E+00  9.9924E-01
  ele   Z    A    013b150     015b150     020b150     025b150     030b150     040b150     060b150     080b150     120b150
H       1    1  5.7651E-01  5.3917E-01  4.8359E-01  4.6806E-01  8.6247E-01  7.9052E-01  6.2575E-01  5.9690E-01  4.3489E-01
H2      1    2  4.1641E-13  5.0232E-13  3.5292E-10  5.5617E-09  1.2969E-07  2.6483E-07  5.0765E-06  1.0060E-05  2.7438E-04
He3     2    3  5.8306E-01  5.2229E-01  4.5476E-01  3.8527E-01  9.6302E-01  2.6303E-01  3.7160E-01  5.1454E-01  4.6948E-01
He4     2    4  1.4172E+00  1.3893E+00  1.3738E+00  1.3200E+00  1.4110E+00  1.6262E+00  1.9826E+00  2.0014E+00  2.5762E+00
Li6     3    6  1.6768E-04  2.5783E-04  4.9957E-04  7.2758E-04  6.1959E-03  2.1940E-03  6.4094E-04  8.4743E-04  9.4067E-04
Li7     3    7  1.7709E-02  2.8440E-02  1.0141E-02  5.6815E-03  9.7922E-03  3.8277E-02  7.7500E-01  4.8462E-01  1.3835E-03
Be9     4    9  3.8832E-04  5.8092E-04  1.1806E-03  1.7686E-03  1.4682E-02  5.4862E-03  1.4036E-03  1.7226E-03  1.9464E-03
B10     5   10  6.1007E-04  8.6153E-04  1.7043E-03  2.5402E-03  2.1056E-02  7.9077E-03  2.1292E-03  2.4894E-03  2.7985E-03
B11     5   11  5.8471E-02  5.2485E-02  4.4616E-02  3.9164E-02  1.4945E-01  4.6958E-02  3.1549E-02  2.9846E-02  4.0894E-02
C12     6   12  6.5254E+01  7.1725E+01  7.8339E+01  7.1691E+01  5.0236E-01  1.6415E-01  6.7931E+01  9.8763E+01  5.6613E+01
C13     6   13  5.1945E+00  9.4649E+00  8.4970E+00  3.1536E+00  2.8278E+00  1.3767E+00  8.6269E+00  7.7409E+00  1.5520E+00
N14     7   14  9.1463E+01  1.0475E+02  1.0901E+02  5.3049E+01  1.4335E+01  2.3904E+01  2.0423E+01  1.9700E+01  2.2700E+01
N15     7   15  1.8444E+02  8.5107E+02  1.8140E+03  6.1512E+02  3.7980E-01  2.6539E-01  2.3920E-01  2.4431E-01  2.9155E-01
O16     8   16  5.5084E+01  7.1741E+01  9.3066E+01  1.0526E+02  6.1873E-01  3.4854E-01  2.3249E+00  3.9407E+00  1.8374E+00
O17     8   17  1.7961E+01  3.9303E+01  5.0005E+01  2.9429E+01  7.9886E-01  8.3858E-01  6.1121E-01  4.4390E-01  2.8368E-01
O18     8   18  4.4317E+02  4.2439E+02  7.5050E+02  7.7118E+02  5.1916E-01  1.3431E-01  3.5679E-01  4.3935E-01  2.4671E-01
F19     9   19  3.7275E+01  1.2334E+02  4.8293E+02  4.4934E+02  5.7702E-01  1.5628E-01  1.9952E+00  1.5775E+00  1.6649E+00
Ne20   10   20  5.2859E+01  7.4565E+01  7.4677E+01  2.1659E+02  9.6739E-01  9.4584E-01  9.2016E-01  9.2540E-01  8.8015E-01
Ne21   10   21  8.4401E+01  1.0202E+02  1.1773E+02  1.3435E+02  1.1747E+00  7.7895E-01  8.6154E-01  1.1490E+00  5.4652E-01
Ne22   10   22  1.3744E+02  1.4633E+02  3.2249E+02  5.0768E+02  6.0443E-01  3.1118E-01  4.1409E+01  5.2944E+01  3.7675E+01
Na23   11   23  2.3646E+01  3.1560E+01  2.9868E+01  6.9847E+01  3.7841E+00  5.7871E+00  6.6641E+00  6.8242E+00  8.6100E+00
Mg24   12   24  1.3303E+01  2.6686E+01  3.3580E+01  5.5633E+01  1.0004E+00  1.0007E+00  1.0028E+00  1.0018E+00  1.0048E+00
Mg25   12   25  1.4094E+01  1.7425E+01  2.1178E+01  3.4327E+01  6.5040E-01  4.3322E-01  4.9403E-01  6.2165E-01  4.2030E-01
Mg26   12   26  1.2264E+01  1.5491E+01  1.9230E+01  3.6258E+01  1.1513E+00  1.2437E+00  9.1371E-01  8.9613E-01  6.2880E-01
Al27   13   27  1.7854E+01  3.9900E+01  5.1485E+01  9.0390E+01  1.4773E+00  1.8557E+00  2.7667E+00  2.9729E+00  3.9307E+00
Si28   14   28  1.2477E+02  1.2297E+02  1.3607E+02  9.2125E+01  1.0001E+00  1.0002E+00  1.0013E+00  1.0017E+00  1.0025E+00
Si29   14   29  8.5671E+00  1.3909E+01  2.1191E+01  2.5518E+01  9.9988E-01  9.9980E-01  1.0053E+00  1.0129E+00  1.0049E+00
Si30   14   30  9.3000E+00  3.1749E+01  4.7343E+01  4.9372E+01  1.0002E+00  1.0003E+00  1.0142E+00  1.0252E+00  1.0197E+00
P31    15   31  6.7355E+01  7.2950E+01  1.2779E+02  1.1502E+02  1.0002E+00  1.0003E+00  1.1018E+00  1.1547E+00  1.1097E+00
S32    16   32  2.6443E+02  2.1418E+02  1.7162E+02  1.0980E+02  1.0000E+00  1.0000E+00  9.9540E-01  9.9207E-01  9.9476E-01
S33    16   33  1.7340E+02  4.4499E+01  8.1211E+01  6.0653E+01  1.0000E+00  1.0000E+00  1.5226E+00  1.8852E+00  1.5913E+00
S34    16   34  3.2688E+01  1.6157E+01  7.3710E+01  5.3459E+01  9.9999E-01  1.0000E+00  1.0096E+00  1.0197E+00  1.0120E+00
S36    16   36  5.6342E+00  2.4921E+00  3.3126E+00  6.7226E+00  1.0000E+00  1.0000E+00  9.9964E-01  9.9945E-01  9.9964E-01
Cl35   17   35  9.5770E+01  1.2132E+01  2.8561E+01  2.1988E+01  1.0000E+00  1.0000E+00  9.8083E-01  9.6997E-01  9.7903E-01
Cl37   17   37  1.1694E+02  1.6134E+01  2.2587E+01  1.7941E+01  9.9999E-01  1.0000E+00  2.0413E+00  2.6397E+00  2.1350E+00
Ar36   18   36  3.8167E+02  2.9258E+02  1.9008E+02  1.2388E+02  1.0000E+00  1.0000E+00  9.8357E-01  9.7393E-01  9.8192E-01
Ar38   18   38  9.5695E+01  3.7337E+00  4.2253E+01  2.8827E+01  1.0000E+00  1.0000E+00  9.9700E-01  9.9642E-01  9.9753E-01
Ar40   18   40  6.9180E+00  9.3309E+00  1.0530E+01  9.6941E+00  9.9999E-01  1.0000E+00  1.0519E+00  1.1179E+00  1.1220E+00
K39    19   39  4.3218E+02  1.4884E+01  3.6214E+01  2.5296E+01  9.9999E-01  1.0000E+00  1.0302E+00  1.0466E+00  1.0330E+00
K40    19   40  6.0166E+02  9.1888E+01  1.0545E+02  1.4245E+02  9.9669E-01  9.9714E-01  1.2885E+01  1.9623E+01  1.3657E+01
K41    19   41  1.4338E+03  3.9757E+01  4.4799E+01  3.3907E+01  1.0000E+00  1.0000E+00  6.3079E+00  8.9367E+00  6.6664E+00
Ca40   20   40  4.0514E+02  3.1013E+02  1.7225E+02  1.1583E+02  9.9997E-01  1.0000E+00  9.8810E-01  9.8094E-01  9.8688E-01
Ca42   20   42  1.8880E+02  7.9751E+00  3.6870E+01  2.7232E+01  1.0000E+00  1.0000E+00  1.4936E+00  1.8706E+00  1.5781E+00
Ca43   20   43  1.7210E+01  7.7418E+00  7.9411E+00  8.9414E+00  1.0000E+00  1.0000E+00  1.2585E+00  1.5196E+00  1.3179E+00
Ca44   20   44  1.6990E+01  9.8290E+00  6.3765E+00  5.8468E+00  9.9999E-01  1.0000E+00  1.0016E+00  1.0100E+00  1.0034E+00
Ca46   20   46  3.4016E+01  1.6410E+01  3.3615E+01  2.1872E+01  1.0000E+00  1.0000E+00  9.9054E-01  9.8581E-01  9.9125E-01
Ca48   20   48  8.9170E-01  8.7082E-01  8.3472E-01  8.3739E-01  1.0000E+00  1.0000E+00  9.9828E-01  9.9720E-01  9.9809E-01
Sc45   21   45  1.4825E+02  4.3651E+01  4.0901E+01  4.8527E+01  1.0000E+00  1.0000E+00  1.5078E+00  1.7907E+00  1.5415E+00
Ti46   22   46  2.0370E+02  1.0381E+01  3.7590E+01  2.9909E+01  1.0000E+00  1.0000E+00  1.0200E+00  1.0395E+00  1.0250E+00
