#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa     (11) Rate_LIMs
3.1100e-03   1.0000e-32   1.0000e-32   1.0000e-32   1.0000e-41   8.2991e+00   1.7900e+02   1.0000e+00   0.0000e+00   1.0000e-32   1.0000e-32   1.0000e-32  
1.3110e-02   8.2932e+07   8.2991e+07   1.0100e-32   8.2991e-02   8.2872e+00   2.1569e-38   1.0007e+00   -7.1429e-04  6.1807e+06   1.0000e-32   1.0000e-32  
2.3110e-02   1.6574e+08   1.6503e+08   8.2991e+05   1.6503e-01   8.2754e+00   5.0216e-01   9.9571e-01   4.2929e-03   2.3150e+07   -7.9580e+01  1.0000e-32  
3.3110e-02   2.4844e+08   2.4614e+08   2.4802e+06   2.4614e-01   8.2636e+00   6.6954e-01   9.9073e-01   9.2690e-03   4.3464e+07   1.4759e+03   0.0000e+00  
4.3110e-02   3.3102e+08   3.2631e+08   4.9416e+06   3.2631e-01   8.2518e+00   7.5322e-01   9.8579e-01   1.4214e-02   6.4319e+07   6.0972e+03   4.9767e+05  
5.3110e-02   4.1348e+08   4.0557e+08   8.2047e+06   4.0557e-01   8.2400e+00   8.0343e-01   9.8087e-01   1.9129e-02   8.4935e+07   1.5064e+04   2.5399e+06  
6.3110e-02   4.9582e+08   4.8391e+08   1.2260e+07   4.8391e-01   8.2283e+00   8.3691e-01   9.7599e-01   2.4013e-02   1.0532e+08   2.8273e+04   6.1583e+06  
7.3110e-02   5.7804e+08   5.6135e+08   1.7099e+07   5.6135e-01   8.2165e+00   8.6081e-01   9.7113e-01   2.8868e-02   1.2546e+08   4.6952e+04   1.0825e+07  
8.3110e-02   6.6015e+08   6.3791e+08   2.2713e+07   6.3791e-01   8.2048e+00   8.7874e-01   9.6631e-01   3.3692e-02   1.4537e+08   6.9926e+04   1.6494e+07  
9.3110e-02   7.4214e+08   7.1357e+08   2.9092e+07   7.1357e-01   8.1931e+00   8.9269e-01   9.6151e-01   3.8486e-02   1.6506e+08   9.8428e+04   2.2811e+07  
1.0311e-01   8.2401e+08   7.8837e+08   3.6228e+07   7.8837e-01   8.1814e+00   9.0385e-01   9.5675e-01   4.3251e-02   1.8452e+08   1.3443e+05   2.9734e+07  
1.1311e-01   9.0576e+08   8.6230e+08   4.4112e+07   8.6230e-01   8.1697e+00   9.1297e-01   9.5201e-01   4.7987e-02   2.0375e+08   1.7645e+05   3.7326e+07  
1.2311e-01   9.8740e+08   9.3537e+08   5.2735e+07   9.3537e-01   8.1580e+00   9.2058e-01   9.4731e-01   5.2693e-02   2.2276e+08   2.2356e+05   4.5559e+07  
1.3311e-01   1.0689e+09   1.0076e+09   6.2088e+07   1.0076e+00   8.1464e+00   9.2702e-01   9.4263e-01   5.7371e-02   2.4155e+08   2.7477e+05   5.4133e+07  
1.4311e-01   1.1503e+09   1.0790e+09   7.2164e+07   1.0790e+00   8.1347e+00   9.3254e-01   9.3798e-01   6.2019e-02   2.6012e+08   3.3567e+05   6.2991e+07  
1.5311e-01   1.2316e+09   1.1495e+09   8.2954e+07   1.1495e+00   8.1231e+00   9.3732e-01   9.3336e-01   6.6639e-02   2.7848e+08   4.0058e+05   7.2139e+07  
1.6311e-01   1.3128e+09   1.2193e+09   9.4450e+07   1.2193e+00   8.1115e+00   9.4151e-01   9.2877e-01   7.1231e-02   2.9662e+08   4.7234e+05   8.1615e+07  
1.7311e-01   1.3939e+09   1.2882e+09   1.0664e+08   1.2882e+00   8.1000e+00   9.4520e-01   9.2421e-01   7.5795e-02   3.1455e+08   5.5723e+05   9.1410e+07  
1.8311e-01   1.4748e+09   1.3563e+09   1.1952e+08   1.3563e+00   8.0884e+00   9.4849e-01   9.1967e-01   8.0331e-02   3.3228e+08   6.4488e+05   1.0154e+08  
1.9311e-01   1.5556e+09   1.4236e+09   1.3309e+08   1.4236e+00   8.0769e+00   9.5143e-01   9.1516e-01   8.4839e-02   3.4979e+08   7.4848e+05   1.1201e+08  
2.0311e-01   1.6363e+09   1.4902e+09   1.4732e+08   1.4902e+00   8.0653e+00   9.5408e-01   9.1068e-01   8.9319e-02   3.6710e+08   8.6277e+05   1.2284e+08  
2.1311e-01   1.7169e+09   1.5559e+09   1.6223e+08   1.5559e+00   8.0538e+00   9.5648e-01   9.0623e-01   9.3772e-02   3.8421e+08   9.6758e+05   1.3395e+08  
2.2311e-01   1.7974e+09   1.6209e+09   1.7779e+08   1.6209e+00   8.0423e+00   9.5866e-01   9.0180e-01   9.8198e-02   4.0112e+08   1.0791e+06   1.4516e+08  
2.3311e-01   1.8778e+09   1.6851e+09   1.9399e+08   1.6851e+00   8.0308e+00   9.6065e-01   8.9740e-01   1.0260e-01   4.1783e+08   1.1975e+06   1.5632e+08  
2.4311e-01   1.9580e+09   1.7486e+09   2.1085e+08   1.7486e+00   8.0194e+00   9.6248e-01   8.9303e-01   1.0697e-01   4.3434e+08   1.3230e+06   1.6764e+08  
2.5311e-01   2.0382e+09   1.8113e+09   2.2833e+08   1.8113e+00   8.0079e+00   9.6417e-01   8.8869e-01   1.1131e-01   4.5066e+08   1.4389e+06   1.7900e+08  
2.6311e-01   2.1182e+09   1.8732e+09   2.4644e+08   1.8732e+00   7.9965e+00   9.6572e-01   8.8437e-01   1.1563e-01   4.6678e+08   1.5775e+06   1.9041e+08  
2.7311e-01   2.1981e+09   1.9345e+09   2.6518e+08   1.9345e+00   7.9851e+00   9.6717e-01   8.8007e-01   1.1993e-01   4.8272e+08   1.7434e+06   2.0178e+08  
2.8311e-01   2.2779e+09   1.9950e+09   2.8452e+08   1.9950e+00   7.9737e+00   9.6851e-01   8.7581e-01   1.2419e-01   4.9846e+08   1.8986e+06   2.1333e+08  
2.9311e-01   2.3576e+09   2.0548e+09   3.0447e+08   2.0548e+00   7.9623e+00   9.6976e-01   8.7157e-01   1.2843e-01   5.1402e+08   2.0616e+06   2.2492e+08  
3.0311e-01   2.4371e+09   2.1138e+09   3.2502e+08   2.1138e+00   7.9509e+00   9.7094e-01   8.6735e-01   1.3265e-01   5.2939e+08   2.2325e+06   2.3656e+08  
3.1311e-01   2.5166e+09   2.1722e+09   3.4616e+08   2.1722e+00   7.9396e+00   9.7203e-01   8.6316e-01   1.3684e-01   5.4458e+08   2.4116e+06   2.4827e+08  
3.2311e-01   2.5959e+09   2.2299e+09   3.6788e+08   2.2299e+00   7.9282e+00   9.7307e-01   8.5900e-01   1.4100e-01   5.5959e+08   2.5988e+06   2.5996e+08  
3.3311e-01   2.6751e+09   2.2869e+09   3.9018e+08   2.2869e+00   7.9169e+00   9.7404e-01   8.5486e-01   1.4514e-01   5.7442e+08   2.7944e+06   2.7182e+08  
3.4311e-01   2.7543e+09   2.3432e+09   4.1305e+08   2.3432e+00   7.9056e+00   9.7496e-01   8.5075e-01   1.4925e-01   5.8907e+08   2.9985e+06   2.8374e+08  
3.5311e-01   2.8333e+09   2.3988e+09   4.3648e+08   2.3988e+00   7.8943e+00   9.7583e-01   8.4666e-01   1.5334e-01   6.0355e+08   3.2113e+06   2.9572e+08  
3.6311e-01   2.9121e+09   2.4538e+09   4.6047e+08   2.4538e+00   7.8831e+00   9.7665e-01   8.4259e-01   1.5741e-01   6.1785e+08   3.4329e+06   3.0778e+08  
3.7311e-01   2.9909e+09   2.5081e+09   4.8500e+08   2.5081e+00   7.8718e+00   9.7743e-01   8.3856e-01   1.6144e-01   6.3198e+08   3.6634e+06   3.1992e+08  
3.8311e-01   3.0696e+09   2.5617e+09   5.1009e+08   2.5617e+00   7.8606e+00   9.7817e-01   8.3454e-01   1.6546e-01   6.4595e+08   3.9030e+06   3.3204e+08  
3.9311e-01   3.1481e+09   2.6147e+09   5.3570e+08   2.6147e+00   7.8493e+00   9.7888e-01   8.3055e-01   1.6945e-01   6.5974e+08   4.1985e+06   3.4436e+08  
4.0311e-01   3.2266e+09   2.6670e+09   5.6185e+08   2.6670e+00   7.8381e+00   9.7955e-01   8.2658e-01   1.7342e-01   6.7336e+08   4.4604e+06   3.5676e+08  
4.1311e-01   3.3049e+09   2.7187e+09   5.8852e+08   2.7187e+00   7.8270e+00   9.8020e-01   8.2264e-01   1.7736e-01   6.8682e+08   4.7321e+06   3.6924e+08  
4.2311e-01   3.3831e+09   2.7698e+09   6.1571e+08   2.7698e+00   7.8158e+00   9.8082e-01   8.1872e-01   1.8128e-01   7.0012e+08   5.0136e+06   3.8180e+08  
4.3311e-01   3.4612e+09   2.8203e+09   6.4340e+08   2.8203e+00   7.8046e+00   9.8141e-01   8.1482e-01   1.8518e-01   7.1325e+08   5.3051e+06   3.9446e+08  
4.4311e-01   3.5392e+09   2.8701e+09   6.7161e+08   2.8701e+00   7.7935e+00   9.8198e-01   8.1095e-01   1.8905e-01   7.2623e+08   5.6695e+06   4.0721e+08  
4.5311e-01   3.6171e+09   2.9194e+09   7.0031e+08   2.9194e+00   7.7824e+00   9.8253e-01   8.0710e-01   1.9290e-01   7.3905e+08   5.9861e+06   4.2006e+08  
4.6311e-01   3.6948e+09   2.9680e+09   7.2950e+08   2.9680e+00   7.7712e+00   9.8305e-01   8.0328e-01   1.9672e-01   7.5171e+08   6.3132e+06   4.3300e+08  
4.7311e-01   3.7725e+09   3.0160e+09   7.5918e+08   3.0160e+00   7.7602e+00   9.8356e-01   7.9947e-01   2.0053e-01   7.6421e+08   6.5769e+06   4.4587e+08  
4.8311e-01   3.8501e+09   3.0635e+09   7.8934e+08   3.0635e+00   7.7491e+00   9.8405e-01   7.9569e-01   2.0431e-01   7.7656e+08   6.9249e+06   4.5861e+08  
4.9311e-01   3.9275e+09   3.1103e+09   8.1998e+08   3.1103e+00   7.7380e+00   9.8452e-01   7.9194e-01   2.0806e-01   7.8876e+08   7.1999e+06   4.7163e+08  
5.0311e-01   4.0048e+09   3.1566e+09   8.5108e+08   3.1566e+00   7.7270e+00   9.8498e-01   7.8820e-01   2.1180e-01   8.0081e+08   7.5674e+06   4.8434e+08  
5.1311e-01   4.0820e+09   3.2023e+09   8.8265e+08   3.2023e+00   7.7159e+00   9.8542e-01   7.8449e-01   2.1551e-01   8.1271e+08   7.8535e+06   4.9717e+08  
5.2311e-01   4.1591e+09   3.2474e+09   9.1467e+08   3.2474e+00   7.7049e+00   9.8585e-01   7.8080e-01   2.1920e-01   8.2446e+08   8.2412e+06   5.0981e+08  
5.3311e-01   4.2361e+09   3.2920e+09   9.4714e+08   3.2920e+00   7.6939e+00   9.8627e-01   7.7713e-01   2.2287e-01   8.3606e+08   8.5382e+06   5.2232e+08  
5.4311e-01   4.3130e+09   3.3360e+09   9.8006e+08   3.3360e+00   7.6829e+00   9.8668e-01   7.7348e-01   2.2652e-01   8.4753e+08   8.9463e+06   5.3512e+08  
5.5311e-01   4.3898e+09   3.3795e+09   1.0134e+09   3.3795e+00   7.6720e+00   9.8707e-01   7.6985e-01   2.3015e-01   8.5884e+08   9.2541e+06   5.4760e+08  
5.6311e-01   4.4664e+09   3.4224e+09   1.0472e+09   3.4224e+00   7.6610e+00   9.8746e-01   7.6625e-01   2.3375e-01   8.7002e+08   9.6833e+06   5.6024e+08  
5.7311e-01   4.5430e+09   3.4648e+09   1.0814e+09   3.4648e+00   7.6501e+00   9.8783e-01   7.6267e-01   2.3733e-01   8.8106e+08   1.0002e+07   5.7269e+08  
5.8311e-01   4.6194e+09   3.5067e+09   1.1161e+09   3.5067e+00   7.6392e+00   9.8820e-01   7.5911e-01   2.4089e-01   8.9196e+08   1.0452e+07   5.8499e+08  
5.9311e-01   4.6958e+09   3.5480e+09   1.1512e+09   3.5480e+00   7.6283e+00   9.8855e-01   7.5557e-01   2.4443e-01   9.0272e+08   1.0911e+07   5.9764e+08  
6.0311e-01   4.7720e+09   3.5888e+09   1.1866e+09   3.5888e+00   7.6174e+00   9.8890e-01   7.5205e-01   2.4795e-01   9.1335e+08   1.1254e+07   6.0991e+08  
6.1311e-01   4.8481e+09   3.6291e+09   1.2225e+09   3.6291e+00   7.6065e+00   9.8925e-01   7.4855e-01   2.5145e-01   9.2384e+08   1.1734e+07   6.2241e+08  
6.2311e-01   4.9241e+09   3.6688e+09   1.2588e+09   3.6688e+00   7.5956e+00   9.8958e-01   7.4507e-01   2.5493e-01   9.3420e+08   1.2088e+07   6.3466e+08  
6.3311e-01   5.0000e+09   3.7081e+09   1.2955e+09   3.7081e+00   7.5848e+00   9.8991e-01   7.4162e-01   2.5838e-01   9.4442e+08   1.2592e+07   6.4708e+08  
6.4311e-01   5.0758e+09   3.7469e+09   1.3326e+09   3.7469e+00   7.5740e+00   9.9023e-01   7.3818e-01   2.6182e-01   9.5452e+08   1.2955e+07   6.5930e+08  
6.5311e-01   5.1515e+09   3.7852e+09   1.3701e+09   3.7852e+00   7.5632e+00   9.9055e-01   7.3476e-01   2.6524e-01   9.6449e+08   1.3482e+07   6.7163e+08  
6.6311e-01   5.2271e+09   3.8229e+09   1.4079e+09   3.8229e+00   7.5524e+00   9.9086e-01   7.3137e-01   2.6863e-01   9.7433e+08   1.4019e+07   6.8380e+08  
6.7311e-01   5.3026e+09   3.8602e+09   1.4461e+09   3.8602e+00   7.5416e+00   9.9117e-01   7.2799e-01   2.7201e-01   9.8404e+08   1.4406e+07   6.9585e+08  
6.8311e-01   5.3779e+09   3.8970e+09   1.4847e+09   3.8970e+00   7.5308e+00   9.9147e-01   7.2463e-01   2.7537e-01   9.9363e+08   1.4967e+07   7.0821e+08  
6.9311e-01   5.4532e+09   3.9334e+09   1.5237e+09   3.9334e+00   7.5201e+00   9.9177e-01   7.2130e-01   2.7870e-01   1.0031e+09   1.5365e+07   7.2024e+08  
7.0311e-01   5.5283e+09   3.9692e+09   1.5630e+09   3.9692e+00   7.5093e+00   9.9206e-01   7.1798e-01   2.8202e-01   1.0124e+09   1.5951e+07   7.3250e+08  
7.1311e-01   5.6034e+09   4.0046e+09   1.6027e+09   4.0046e+00   7.4986e+00   9.9235e-01   7.1468e-01   2.8532e-01   1.0217e+09   1.6547e+07   7.4451e+08  
7.2311e-01   5.6783e+09   4.0396e+09   1.6428e+09   4.0396e+00   7.4879e+00   9.9264e-01   7.1141e-01   2.8859e-01   1.0308e+09   1.6969e+07   7.5672e+08  
7.3311e-01   5.7531e+09   4.0741e+09   1.6832e+09   4.0741e+00   7.4772e+00   9.9292e-01   7.0815e-01   2.9185e-01   1.0397e+09   1.7591e+07   7.6871e+08  
7.4311e-01   5.8279e+09   4.1081e+09   1.7239e+09   4.1081e+00   7.4665e+00   9.9320e-01   7.0491e-01   2.9509e-01   1.0486e+09   1.8022e+07   7.8085e+08  
7.5311e-01   5.9025e+09   4.1417e+09   1.7650e+09   4.1417e+00   7.4559e+00   9.9348e-01   7.0169e-01   2.9831e-01   1.0574e+09   1.8671e+07   7.9282e+08  
7.6311e-01   5.9770e+09   4.1748e+09   1.8064e+09   4.1748e+00   7.4452e+00   9.9376e-01   6.9849e-01   3.0151e-01   1.0660e+09   1.9332e+07   8.0494e+08  
7.7311e-01   6.0514e+09   4.2075e+09   1.8482e+09   4.2075e+00   7.4346e+00   9.9403e-01   6.9530e-01   3.0470e-01   1.0745e+09   1.9786e+07   8.1689e+08  
7.8311e-01   6.1257e+09   4.2398e+09   1.8902e+09   4.2398e+00   7.4240e+00   9.9430e-01   6.9214e-01   3.0786e-01   1.0829e+09   2.0234e+07   8.2871e+08  
7.9311e-01   6.1998e+09   4.2716e+09   1.9326e+09   4.2716e+00   7.4134e+00   9.9457e-01   6.8899e-01   3.1101e-01   1.0912e+09   2.0942e+07   8.4079e+08  
8.0311e-01   6.2739e+09   4.3031e+09   1.9754e+09   4.3031e+00   7.4028e+00   9.9484e-01   6.8586e-01   3.1414e-01   1.0994e+09   2.1405e+07   8.5259e+08  
8.1311e-01   6.3479e+09   4.3341e+09   2.0184e+09   4.3341e+00   7.3922e+00   9.9510e-01   6.8275e-01   3.1725e-01   1.1075e+09   2.2136e+07   8.6425e+08  
8.2311e-01   6.4218e+09   4.3646e+09   2.0617e+09   4.3646e+00   7.3817e+00   9.9537e-01   6.7966e-01   3.2034e-01   1.1155e+09   2.2614e+07   8.7618e+08  
8.3311e-01   6.4955e+09   4.3948e+09   2.1054e+09   4.3948e+00   7.3711e+00   9.9563e-01   6.7659e-01   3.2341e-01   1.1233e+09   2.3368e+07   8.8783e+08  
8.4311e-01   6.5692e+09   4.4246e+09   2.1493e+09   4.4246e+00   7.3606e+00   9.9589e-01   6.7353e-01   3.2647e-01   1.1311e+09   2.3861e+07   8.9934e+08  
8.5311e-01   6.6428e+09   4.4539e+09   2.1936e+09   4.4539e+00   7.3501e+00   9.9615e-01   6.7050e-01   3.2950e-01   1.1387e+09   2.4638e+07   9.1113e+08  
8.6311e-01   6.7162e+09   4.4829e+09   2.2381e+09   4.4829e+00   7.3396e+00   9.9641e-01   6.6747e-01   3.3253e-01   1.1463e+09   2.5146e+07   9.2263e+08  
8.7311e-01   6.7895e+09   4.5115e+09   2.2829e+09   4.5115e+00   7.3291e+00   9.9667e-01   6.6447e-01   3.3553e-01   1.1537e+09   2.5647e+07   9.3399e+08  
8.8311e-01   6.8628e+09   4.5396e+09   2.3280e+09   4.5396e+00   7.3187e+00   9.9693e-01   6.6149e-01   3.3851e-01   1.1611e+09   2.6470e+07   9.4566e+08  
8.9311e-01   6.9359e+09   4.5674e+09   2.3734e+09   4.5674e+00   7.3082e+00   9.9718e-01   6.5852e-01   3.4148e-01   1.1683e+09   2.6986e+07   9.5702e+08  
9.0311e-01   7.0089e+09   4.5948e+09   2.4191e+09   4.5948e+00   7.2978e+00   9.9744e-01   6.5557e-01   3.4443e-01   1.1755e+09   2.7834e+07   9.6823e+08  
9.1311e-01   7.0819e+09   4.6219e+09   2.4651e+09   4.6219e+00   7.2874e+00   9.9770e-01   6.5263e-01   3.4737e-01   1.1825e+09   2.8364e+07   9.7980e+08  
9.2311e-01   7.1547e+09   4.6485e+09   2.5113e+09   4.6485e+00   7.2770e+00   9.9795e-01   6.4972e-01   3.5028e-01   1.1895e+09   2.9238e+07   9.9101e+08  
9.3311e-01   7.2274e+09   4.6748e+09   2.5578e+09   4.6748e+00   7.2666e+00   9.9821e-01   6.4682e-01   3.5318e-01   1.1963e+09   2.9783e+07   1.0021e+09  
9.4311e-01   7.3000e+09   4.7007e+09   2.6045e+09   4.7007e+00   7.2562e+00   9.9847e-01   6.4393e-01   3.5607e-01   1.2031e+09   3.0683e+07   1.0136e+09  
9.5311e-01   7.3725e+09   4.7263e+09   2.6515e+09   4.7263e+00   7.2459e+00   9.9872e-01   6.4107e-01   3.5893e-01   1.2097e+09   3.1242e+07   1.0246e+09  
9.6311e-01   7.4449e+09   4.7515e+09   2.6988e+09   4.7515e+00   7.2355e+00   9.9898e-01   6.3821e-01   3.6179e-01   1.2163e+09   3.2170e+07   1.0359e+09  
9.7311e-01   7.5172e+09   4.7763e+09   2.7463e+09   4.7763e+00   7.2252e+00   9.9924e-01   6.3538e-01   3.6462e-01   1.2228e+09   3.2742e+07   1.0470e+09  
9.8311e-01   7.5894e+09   4.8008e+09   2.7941e+09   4.8008e+00   7.2149e+00   9.9950e-01   6.3256e-01   3.6744e-01   1.2292e+09   3.3699e+07   1.0579e+09  
9.9311e-01   7.6615e+09   4.8249e+09   2.8421e+09   4.8249e+00   7.2046e+00   9.9976e-01   6.2976e-01   3.7024e-01   1.2355e+09   3.4285e+07   1.0691e+09  
1.0031e+00   7.7335e+09   4.8487e+09   2.8903e+09   4.8487e+00   7.1943e+00   1.0000e+00   6.2698e-01   3.7302e-01   1.2417e+09   3.4865e+07   1.0801e+09  
1.0131e+00   7.8054e+09   4.8722e+09   2.9388e+09   4.8722e+00   7.1840e+00   1.0003e+00   6.2421e-01   3.7579e-01   1.2478e+09   3.5871e+07   1.0909e+09  
1.0231e+00   7.8772e+09   4.8953e+09   2.9875e+09   4.8953e+00   7.1738e+00   1.0005e+00   6.2145e-01   3.7855e-01   1.2538e+09   3.6464e+07   1.1020e+09  
1.0331e+00   7.9489e+09   4.9181e+09   3.0365e+09   4.9181e+00   7.1635e+00   1.0008e+00   6.1871e-01   3.8129e-01   1.2598e+09   3.7499e+07   1.1129e+09  
1.0431e+00   8.0205e+09   4.9406e+09   3.0857e+09   4.9406e+00   7.1533e+00   1.0011e+00   6.1599e-01   3.8401e-01   1.2656e+09   3.8106e+07   1.1236e+09  
1.0531e+00   8.0920e+09   4.9627e+09   3.1351e+09   4.9627e+00   7.1431e+00   1.0013e+00   6.1328e-01   3.8672e-01   1.2714e+09   3.9172e+07   1.1347e+09  
1.0631e+00   8.1634e+09   4.9845e+09   3.1847e+09   4.9845e+00   7.1329e+00   1.0016e+00   6.1059e-01   3.8941e-01   1.2771e+09   3.9792e+07   1.1454e+09  
1.0731e+00   8.2346e+09   5.0060e+09   3.2345e+09   5.0060e+00   7.1227e+00   1.0019e+00   6.0792e-01   3.9208e-01   1.2827e+09   4.0890e+07   1.1563e+09  
1.0831e+00   8.3058e+09   5.0271e+09   3.2846e+09   5.0271e+00   7.1125e+00   1.0021e+00   6.0526e-01   3.9474e-01   1.2882e+09   4.1522e+07   1.1670e+09  
1.0931e+00   8.3769e+09   5.0480e+09   3.3349e+09   5.0480e+00   7.1024e+00   1.0024e+00   6.0261e-01   3.9739e-01   1.2937e+09   4.2652e+07   1.1776e+09  
1.1031e+00   8.4479e+09   5.0685e+09   3.3854e+09   5.0685e+00   7.0922e+00   1.0027e+00   5.9998e-01   4.0002e-01   1.2990e+09   4.3297e+07   1.1886e+09  
1.1131e+00   8.5187e+09   5.0888e+09   3.4360e+09   5.0888e+00   7.0821e+00   1.0029e+00   5.9736e-01   4.0264e-01   1.3043e+09   4.4461e+07   1.1992e+09  
1.1231e+00   8.5895e+09   5.1087e+09   3.4869e+09   5.1087e+00   7.0720e+00   1.0032e+00   5.9476e-01   4.0524e-01   1.3095e+09   4.5118e+07   1.2100e+09  
1.1331e+00   8.6602e+09   5.1283e+09   3.5380e+09   5.1283e+00   7.0619e+00   1.0035e+00   5.9218e-01   4.0782e-01   1.3146e+09   4.6316e+07   1.2206e+09  
1.1431e+00   8.7307e+09   5.1477e+09   3.5893e+09   5.1477e+00   7.0518e+00   1.0037e+00   5.8960e-01   4.1040e-01   1.3197e+09   4.6986e+07   1.2311e+09  
1.1531e+00   8.8012e+09   5.1667e+09   3.6408e+09   5.1667e+00   7.0418e+00   1.0040e+00   5.8705e-01   4.1295e-01   1.3247e+09   4.8218e+07   1.2419e+09  
1.1631e+00   8.8716e+09   5.1855e+09   3.6924e+09   5.1855e+00   7.0317e+00   1.0043e+00   5.8450e-01   4.1550e-01   1.3295e+09   4.8900e+07   1.2524e+09  
1.1731e+00   8.9418e+09   5.2039e+09   3.7443e+09   5.2039e+00   7.0217e+00   1.0046e+00   5.8198e-01   4.1802e-01   1.3344e+09   5.0168e+07   1.2631e+09  
1.1831e+00   9.0120e+09   5.2221e+09   3.7963e+09   5.2221e+00   7.0117e+00   1.0049e+00   5.7946e-01   4.2054e-01   1.3391e+09   5.1451e+07   1.2736e+09  
1.1931e+00   9.0821e+09   5.2400e+09   3.8486e+09   5.2400e+00   7.0016e+00   1.0052e+00   5.7696e-01   4.2304e-01   1.3438e+09   5.2166e+07   1.2840e+09  
1.2031e+00   9.1520e+09   5.2576e+09   3.9010e+09   5.2576e+00   6.9916e+00   1.0054e+00   5.7448e-01   4.2552e-01   1.3484e+09   5.3486e+07   1.2948e+09  
1.2131e+00   9.2219e+09   5.2750e+09   3.9535e+09   5.2750e+00   6.9817e+00   1.0057e+00   5.7200e-01   4.2800e-01   1.3529e+09   5.4213e+07   1.3052e+09  
1.2231e+00   9.2917e+09   5.2920e+09   4.0063e+09   5.2920e+00   6.9717e+00   1.0060e+00   5.6955e-01   4.3045e-01   1.3574e+09   5.4931e+07   1.3155e+09  
1.2331e+00   9.3613e+09   5.3088e+09   4.0592e+09   5.3088e+00   6.9617e+00   1.0063e+00   5.6710e-01   4.3290e-01   1.3618e+09   5.6315e+07   1.3262e+09  
1.2431e+00   9.4309e+09   5.3254e+09   4.1123e+09   5.3254e+00   6.9518e+00   1.0066e+00   5.6467e-01   4.3533e-01   1.3661e+09   5.7055e+07   1.3365e+09  
1.2531e+00   9.5004e+09   5.3416e+09   4.1655e+09   5.3416e+00   6.9419e+00   1.0069e+00   5.6225e-01   4.3775e-01   1.3703e+09   5.7785e+07   1.3467e+09  
1.2631e+00   9.5697e+09   5.3576e+09   4.2190e+09   5.3576e+00   6.9320e+00   1.0072e+00   5.5985e-01   4.4015e-01   1.3745e+09   5.8506e+07   1.3567e+09  
1.2731e+00   9.6390e+09   5.3734e+09   4.2725e+09   5.3734e+00   6.9221e+00   1.0075e+00   5.5746e-01   4.4254e-01   1.3786e+09   5.9984e+07   1.3666e+09  
1.2831e+00   9.7082e+09   5.3888e+09   4.3263e+09   5.3888e+00   6.9122e+00   1.0078e+00   5.5508e-01   4.4492e-01   1.3827e+09   6.0736e+07   1.3772e+09  
1.2931e+00   9.7773e+09   5.4041e+09   4.3802e+09   5.4041e+00   6.9023e+00   1.0081e+00   5.5272e-01   4.4728e-01   1.3867e+09   6.1478e+07   1.3872e+09  
1.3031e+00   9.8462e+09   5.4191e+09   4.4342e+09   5.4191e+00   6.8925e+00   1.0084e+00   5.5037e-01   4.4963e-01   1.3906e+09   6.2991e+07   1.3970e+09  
1.3131e+00   9.9151e+09   5.4338e+09   4.4884e+09   5.4338e+00   6.8826e+00   1.0087e+00   5.4803e-01   4.5197e-01   1.3944e+09   6.3763e+07   1.4067e+09  
1.3231e+00   9.9839e+09   5.4483e+09   4.5427e+09   5.4483e+00   6.8728e+00   1.0090e+00   5.4571e-01   4.5429e-01   1.3982e+09   6.4526e+07   1.4169e+09  
1.3331e+00   1.0053e+10   5.4625e+09   4.5972e+09   5.4625e+00   6.8630e+00   1.0094e+00   5.4340e-01   4.5660e-01   1.4019e+09   6.5279e+07   1.4266e+09  
1.3431e+00   1.0121e+10   5.4765e+09   4.6518e+09   5.4765e+00   6.8532e+00   1.0097e+00   5.4110e-01   4.5890e-01   1.4056e+09   6.6868e+07   1.4362e+09  
1.3531e+00   1.0190e+10   5.4903e+09   4.7066e+09   5.4903e+00   6.8434e+00   1.0100e+00   5.3881e-01   4.6119e-01   1.4092e+09   6.7651e+07   1.4457e+09  
1.3631e+00   1.0258e+10   5.5038e+09   4.7615e+09   5.5038e+00   6.8337e+00   1.0103e+00   5.3654e-01   4.6346e-01   1.4127e+09   6.8424e+07   1.4550e+09  
1.3731e+00   1.0326e+10   5.5171e+09   4.8165e+09   5.5171e+00   6.8239e+00   1.0106e+00   5.3428e-01   4.6572e-01   1.4162e+09   7.0052e+07   1.4650e+09  
1.3831e+00   1.0394e+10   5.5302e+09   4.8717e+09   5.5302e+00   6.8142e+00   1.0110e+00   5.3203e-01   4.6797e-01   1.4196e+09   7.0856e+07   1.4744e+09  
1.3931e+00   1.0463e+10   5.5430e+09   4.9270e+09   5.5430e+00   6.8044e+00   1.0113e+00   5.2980e-01   4.7020e-01   1.4230e+09   7.1648e+07   1.4836e+09  
1.4031e+00   1.0531e+10   5.5557e+09   4.9824e+09   5.5557e+00   6.7947e+00   1.0116e+00   5.2757e-01   4.7243e-01   1.4263e+09   7.2431e+07   1.4928e+09  
1.4131e+00   1.0598e+10   5.5680e+09   5.0380e+09   5.5680e+00   6.7850e+00   1.0120e+00   5.2536e-01   4.7464e-01   1.4295e+09   7.4143e+07   1.5018e+09  
