#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa     (11) Rate_LIMs
2.9931e+00   2.0195e+10   5.8361e+09   1.4373e+10   5.8361e+00   5.4141e+00   1.1128e+00   2.8899e-01   7.1101e-01   1.5026e+09   2.6538e+08   2.3289e+09  
3.0031e+00   2.0249e+10   5.8319e+09   1.4432e+10   5.8319e+00   5.4063e+00   1.1138e+00   2.8801e-01   7.1199e-01   1.5015e+09   2.6604e+08   2.3314e+09  
3.0131e+00   2.0303e+10   5.8276e+09   1.4490e+10   5.8276e+00   5.3986e+00   1.1149e+00   2.8703e-01   7.1297e-01   1.5004e+09   2.6668e+08   2.3338e+09  
3.0231e+00   2.0357e+10   5.8233e+09   1.4548e+10   5.8233e+00   5.3909e+00   1.1159e+00   2.8606e-01   7.1394e-01   1.4993e+09   2.6731e+08   2.3362e+09  
3.0331e+00   2.0411e+10   5.8190e+09   1.4607e+10   5.8190e+00   5.3832e+00   1.1170e+00   2.8509e-01   7.1491e-01   1.4982e+09   2.6793e+08   2.3386e+09  
3.0431e+00   2.0465e+10   5.8147e+09   1.4665e+10   5.8147e+00   5.3755e+00   1.1181e+00   2.8413e-01   7.1587e-01   1.4971e+09   2.6854e+08   2.3434e+09  
3.0531e+00   2.0519e+10   5.8103e+09   1.4723e+10   5.8103e+00   5.3679e+00   1.1191e+00   2.8317e-01   7.1683e-01   1.4960e+09   2.6914e+08   2.3459e+09  
3.0631e+00   2.0572e+10   5.8058e+09   1.4781e+10   5.8058e+00   5.3602e+00   1.1202e+00   2.8222e-01   7.1778e-01   1.4948e+09   2.6973e+08   2.3484e+09  
3.0731e+00   2.0626e+10   5.8014e+09   1.4839e+10   5.8014e+00   5.3526e+00   1.1213e+00   2.8127e-01   7.1873e-01   1.4937e+09   2.7031e+08   2.3508e+09  
3.0831e+00   2.0679e+10   5.7969e+09   1.4897e+10   5.7969e+00   5.3449e+00   1.1224e+00   2.8032e-01   7.1968e-01   1.4925e+09   2.7088e+08   2.3532e+09  
3.0931e+00   2.0733e+10   5.7924e+09   1.4955e+10   5.7924e+00   5.3373e+00   1.1235e+00   2.7938e-01   7.2062e-01   1.4914e+09   2.7144e+08   2.3555e+09  
3.1031e+00   2.0786e+10   5.7878e+09   1.5013e+10   5.7878e+00   5.3297e+00   1.1246e+00   2.7845e-01   7.2155e-01   1.4902e+09   2.7198e+08   2.3577e+09  
3.1131e+00   2.0839e+10   5.7832e+09   1.5071e+10   5.7832e+00   5.3221e+00   1.1257e+00   2.7752e-01   7.2248e-01   1.4891e+09   2.7252e+08   2.3599e+09  
3.1231e+00   2.0892e+10   5.7786e+09   1.5129e+10   5.7786e+00   5.3145e+00   1.1269e+00   2.7659e-01   7.2341e-01   1.4879e+09   2.7305e+08   2.3620e+09  
3.1331e+00   2.0945e+10   5.7740e+09   1.5186e+10   5.7740e+00   5.3069e+00   1.1280e+00   2.7567e-01   7.2433e-01   1.4867e+09   2.7356e+08   2.3641e+09  
3.1431e+00   2.0999e+10   5.7693e+09   1.5244e+10   5.7693e+00   5.2993e+00   1.1291e+00   2.7475e-01   7.2525e-01   1.4855e+09   2.7407e+08   2.3661e+09  
3.1531e+00   2.1051e+10   5.7646e+09   1.5302e+10   5.7646e+00   5.2917e+00   1.1303e+00   2.7383e-01   7.2617e-01   1.4843e+09   2.7457e+08   2.3680e+09  
3.1631e+00   2.1104e+10   5.7599e+09   1.5360e+10   5.7599e+00   5.2842e+00   1.1314e+00   2.7292e-01   7.2708e-01   1.4831e+09   2.7506e+08   2.3699e+09  
3.1731e+00   2.1157e+10   5.7551e+09   1.5417e+10   5.7551e+00   5.2766e+00   1.1326e+00   2.7202e-01   7.2798e-01   1.4819e+09   2.7554e+08   2.3717e+09  
3.1831e+00   2.1210e+10   5.7503e+09   1.5475e+10   5.7503e+00   5.2691e+00   1.1337e+00   2.7112e-01   7.2888e-01   1.4806e+09   2.7601e+08   2.3757e+09  
3.1931e+00   2.1263e+10   5.7455e+09   1.5532e+10   5.7455e+00   5.2616e+00   1.1349e+00   2.7022e-01   7.2978e-01   1.4794e+09   2.7647e+08   2.3778e+09  
3.2031e+00   2.1315e+10   5.7407e+09   1.5590e+10   5.7407e+00   5.2541e+00   1.1361e+00   2.6932e-01   7.3068e-01   1.4782e+09   2.7692e+08   2.3798e+09  
3.2131e+00   2.1368e+10   5.7358e+09   1.5647e+10   5.7358e+00   5.2466e+00   1.1372e+00   2.6844e-01   7.3156e-01   1.4769e+09   2.7736e+08   2.3817e+09  
3.2231e+00   2.1420e+10   5.7309e+09   1.5704e+10   5.7309e+00   5.2391e+00   1.1384e+00   2.6755e-01   7.3245e-01   1.4757e+09   2.7779e+08   2.3836e+09  
3.2331e+00   2.1472e+10   5.7260e+09   1.5762e+10   5.7260e+00   5.2316e+00   1.1396e+00   2.6667e-01   7.3333e-01   1.4744e+09   2.7821e+08   2.3854e+09  
3.2431e+00   2.1525e+10   5.7211e+09   1.5819e+10   5.7211e+00   5.2241e+00   1.1408e+00   2.6579e-01   7.3421e-01   1.4732e+09   2.7863e+08   2.3872e+09  
3.2531e+00   2.1577e+10   5.7161e+09   1.5876e+10   5.7161e+00   5.2167e+00   1.1420e+00   2.6492e-01   7.3508e-01   1.4719e+09   2.7904e+08   2.3889e+09  
3.2631e+00   2.1629e+10   5.7111e+09   1.5933e+10   5.7111e+00   5.2092e+00   1.1432e+00   2.6405e-01   7.3595e-01   1.4706e+09   2.7943e+08   2.3906e+09  
3.2731e+00   2.1681e+10   5.7061e+09   1.5990e+10   5.7061e+00   5.2018e+00   1.1444e+00   2.6318e-01   7.3682e-01   1.4693e+09   2.7982e+08   2.3922e+09  
3.2831e+00   2.1733e+10   5.7010e+09   1.6048e+10   5.7010e+00   5.1944e+00   1.1457e+00   2.6232e-01   7.3768e-01   1.4680e+09   2.8020e+08   2.3937e+09  
3.2931e+00   2.1785e+10   5.6960e+09   1.6105e+10   5.6960e+00   5.1869e+00   1.1469e+00   2.6146e-01   7.3854e-01   1.4667e+09   2.8057e+08   2.3952e+09  
3.3031e+00   2.1837e+10   5.6909e+09   1.6162e+10   5.6909e+00   5.1795e+00   1.1481e+00   2.6061e-01   7.3939e-01   1.4654e+09   2.8094e+08   2.3967e+09  
3.3131e+00   2.1889e+10   5.6858e+09   1.6218e+10   5.6858e+00   5.1721e+00   1.1494e+00   2.5976e-01   7.4024e-01   1.4641e+09   2.8129e+08   2.4005e+09  
3.3231e+00   2.1940e+10   5.6806e+09   1.6275e+10   5.6806e+00   5.1648e+00   1.1506e+00   2.5891e-01   7.4109e-01   1.4628e+09   2.8164e+08   2.4022e+09  
3.3331e+00   2.1992e+10   5.6755e+09   1.6332e+10   5.6755e+00   5.1574e+00   1.1519e+00   2.5807e-01   7.4193e-01   1.4615e+09   2.8198e+08   2.4038e+09  
3.3431e+00   2.2043e+10   5.6703e+09   1.6389e+10   5.6703e+00   5.1500e+00   1.1531e+00   2.5723e-01   7.4277e-01   1.4601e+09   2.8231e+08   2.4054e+09  
3.3531e+00   2.2095e+10   5.6651e+09   1.6446e+10   5.6651e+00   5.1427e+00   1.1544e+00   2.5640e-01   7.4360e-01   1.4588e+09   2.8264e+08   2.4069e+09  
3.3631e+00   2.2146e+10   5.6599e+09   1.6502e+10   5.6599e+00   5.1353e+00   1.1556e+00   2.5557e-01   7.4443e-01   1.4575e+09   2.8295e+08   2.4084e+09  
3.3731e+00   2.2198e+10   5.6546e+09   1.6559e+10   5.6546e+00   5.1280e+00   1.1569e+00   2.5474e-01   7.4526e-01   1.4561e+09   2.8326e+08   2.4098e+09  
3.3831e+00   2.2249e+10   5.6494e+09   1.6615e+10   5.6494e+00   5.1207e+00   1.1582e+00   2.5392e-01   7.4608e-01   1.4548e+09   2.8356e+08   2.4112e+09  
3.3931e+00   2.2300e+10   5.6441e+09   1.6672e+10   5.6441e+00   5.1134e+00   1.1595e+00   2.5310e-01   7.4690e-01   1.4534e+09   2.8386e+08   2.4125e+09  
3.4031e+00   2.2351e+10   5.6388e+09   1.6728e+10   5.6388e+00   5.1061e+00   1.1608e+00   2.5228e-01   7.4772e-01   1.4521e+09   2.8414e+08   2.4138e+09  
3.4131e+00   2.2402e+10   5.6334e+09   1.6785e+10   5.6334e+00   5.0988e+00   1.1621e+00   2.5147e-01   7.4853e-01   1.4507e+09   2.8442e+08   2.4150e+09  
3.4231e+00   2.2453e+10   5.6281e+09   1.6841e+10   5.6281e+00   5.0915e+00   1.1634e+00   2.5066e-01   7.4934e-01   1.4493e+09   2.8470e+08   2.4161e+09  
3.4331e+00   2.2504e+10   5.6227e+09   1.6897e+10   5.6227e+00   5.0842e+00   1.1647e+00   2.4986e-01   7.5014e-01   1.4480e+09   2.8496e+08   2.4173e+09  
3.4431e+00   2.2555e+10   5.6173e+09   1.6953e+10   5.6173e+00   5.0770e+00   1.1660e+00   2.4905e-01   7.5095e-01   1.4466e+09   2.8522e+08   2.4205e+09  
3.4531e+00   2.2605e+10   5.6119e+09   1.7010e+10   5.6119e+00   5.0697e+00   1.1673e+00   2.4826e-01   7.5174e-01   1.4452e+09   2.8547e+08   2.4218e+09  
3.4631e+00   2.2656e+10   5.6065e+09   1.7066e+10   5.6065e+00   5.0625e+00   1.1686e+00   2.4746e-01   7.5254e-01   1.4438e+09   2.8571e+08   2.4231e+09  
3.4731e+00   2.2707e+10   5.6011e+09   1.7122e+10   5.6011e+00   5.0553e+00   1.1700e+00   2.4667e-01   7.5333e-01   1.4424e+09   2.8595e+08   2.4244e+09  
3.4831e+00   2.2757e+10   5.5956e+09   1.7178e+10   5.5956e+00   5.0481e+00   1.1713e+00   2.4588e-01   7.5412e-01   1.4410e+09   2.8618e+08   2.4256e+09  
3.4931e+00   2.2808e+10   5.5901e+09   1.7234e+10   5.5901e+00   5.0408e+00   1.1726e+00   2.4510e-01   7.5490e-01   1.4396e+09   2.8640e+08   2.4268e+09  
3.5031e+00   2.2858e+10   5.5847e+09   1.7290e+10   5.5847e+00   5.0336e+00   1.1740e+00   2.4432e-01   7.5568e-01   1.4382e+09   2.8662e+08   2.4279e+09  
3.5131e+00   2.2908e+10   5.5791e+09   1.7346e+10   5.5791e+00   5.0265e+00   1.1753e+00   2.4354e-01   7.5646e-01   1.4368e+09   2.8683e+08   2.4289e+09  
3.5231e+00   2.2959e+10   5.5736e+09   1.7401e+10   5.5736e+00   5.0193e+00   1.1767e+00   2.4277e-01   7.5723e-01   1.4354e+09   2.8703e+08   2.4299e+09  
3.5331e+00   2.3009e+10   5.5681e+09   1.7457e+10   5.5681e+00   5.0121e+00   1.1780e+00   2.4200e-01   7.5800e-01   1.4339e+09   2.8723e+08   2.4309e+09  
3.5431e+00   2.3059e+10   5.5625e+09   1.7513e+10   5.5625e+00   5.0050e+00   1.1794e+00   2.4123e-01   7.5877e-01   1.4325e+09   2.8742e+08   2.4318e+09  
3.5531e+00   2.3109e+10   5.5569e+09   1.7568e+10   5.5569e+00   4.9978e+00   1.1808e+00   2.4047e-01   7.5953e-01   1.4311e+09   2.8760e+08   2.4327e+09  
3.5631e+00   2.3159e+10   5.5513e+09   1.7624e+10   5.5513e+00   4.9907e+00   1.1821e+00   2.3971e-01   7.6029e-01   1.4296e+09   2.8778e+08   2.4336e+09  
3.5731e+00   2.3209e+10   5.5457e+09   1.7679e+10   5.5457e+00   4.9836e+00   1.1835e+00   2.3895e-01   7.6105e-01   1.4282e+09   2.8795e+08   2.4368e+09  
3.5831e+00   2.3258e+10   5.5401e+09   1.7735e+10   5.5401e+00   4.9764e+00   1.1849e+00   2.3820e-01   7.6180e-01   1.4268e+09   2.8812e+08   2.4378e+09  
3.5931e+00   2.3308e+10   5.5345e+09   1.7790e+10   5.5345e+00   4.9693e+00   1.1863e+00   2.3745e-01   7.6255e-01   1.4253e+09   2.8828e+08   2.4389e+09  
3.6031e+00   2.3358e+10   5.5288e+09   1.7846e+10   5.5288e+00   4.9622e+00   1.1877e+00   2.3670e-01   7.6330e-01   1.4239e+09   2.8843e+08   2.4398e+09  
3.6131e+00   2.3407e+10   5.5232e+09   1.7901e+10   5.5232e+00   4.9552e+00   1.1891e+00   2.3596e-01   7.6404e-01   1.4224e+09   2.8858e+08   2.4408e+09  
3.6231e+00   2.3457e+10   5.5175e+09   1.7956e+10   5.5175e+00   4.9481e+00   1.1905e+00   2.3522e-01   7.6478e-01   1.4210e+09   2.8872e+08   2.4417e+09  
3.6331e+00   2.3506e+10   5.5118e+09   1.8011e+10   5.5118e+00   4.9410e+00   1.1919e+00   2.3448e-01   7.6552e-01   1.4195e+09   2.8886e+08   2.4425e+09  
3.6431e+00   2.3556e+10   5.5061e+09   1.8066e+10   5.5061e+00   4.9340e+00   1.1934e+00   2.3375e-01   7.6625e-01   1.4180e+09   2.8899e+08   2.4433e+09  
3.6531e+00   2.3605e+10   5.5004e+09   1.8122e+10   5.5004e+00   4.9269e+00   1.1948e+00   2.3302e-01   7.6698e-01   1.4166e+09   2.8912e+08   2.4441e+09  
3.6631e+00   2.3654e+10   5.4946e+09   1.8177e+10   5.4946e+00   4.9199e+00   1.1962e+00   2.3229e-01   7.6771e-01   1.4151e+09   2.8924e+08   2.4448e+09  
3.6731e+00   2.3703e+10   5.4889e+09   1.8232e+10   5.4889e+00   4.9129e+00   1.1976e+00   2.3156e-01   7.6844e-01   1.4136e+09   2.8935e+08   2.4455e+09  
3.6831e+00   2.3753e+10   5.4831e+09   1.8286e+10   5.4831e+00   4.9059e+00   1.1991e+00   2.3084e-01   7.6916e-01   1.4121e+09   2.8946e+08   2.4461e+09  
3.6931e+00   2.3802e+10   5.4773e+09   1.8341e+10   5.4773e+00   4.8989e+00   1.2005e+00   2.3013e-01   7.6987e-01   1.4106e+09   2.8956e+08   2.4467e+09  
3.7031e+00   2.3851e+10   5.4716e+09   1.8396e+10   5.4716e+00   4.8919e+00   1.2020e+00   2.2941e-01   7.7059e-01   1.4092e+09   2.8966e+08   2.4472e+09  
3.7131e+00   2.3899e+10   5.4658e+09   1.8451e+10   5.4658e+00   4.8849e+00   1.2034e+00   2.2870e-01   7.7130e-01   1.4077e+09   2.8975e+08   2.4477e+09  
3.7231e+00   2.3948e+10   5.4600e+09   1.8505e+10   5.4600e+00   4.8779e+00   1.2049e+00   2.2799e-01   7.7201e-01   1.4062e+09   2.8984e+08   2.4482e+09  
3.7331e+00   2.3997e+10   5.4541e+09   1.8560e+10   5.4541e+00   4.8709e+00   1.2063e+00   2.2728e-01   7.7272e-01   1.4047e+09   2.8992e+08   2.4486e+09  
3.7431e+00   2.4046e+10   5.4483e+09   1.8615e+10   5.4483e+00   4.8640e+00   1.2078e+00   2.2658e-01   7.7342e-01   1.4032e+09   2.9000e+08   2.4490e+09  
3.7531e+00   2.4094e+10   5.4425e+09   1.8669e+10   5.4425e+00   4.8570e+00   1.2092e+00   2.2588e-01   7.7412e-01   1.4017e+09   2.9007e+08   2.4493e+09  
3.7631e+00   2.4143e+10   5.4366e+09   1.8723e+10   5.4366e+00   4.8501e+00   1.2107e+00   2.2519e-01   7.7481e-01   1.4002e+09   2.9014e+08   2.4530e+09  
3.7731e+00   2.4191e+10   5.4307e+09   1.8778e+10   5.4307e+00   4.8432e+00   1.2122e+00   2.2449e-01   7.7551e-01   1.3987e+09   2.9020e+08   2.4536e+09  
3.7831e+00   2.4240e+10   5.4249e+09   1.8832e+10   5.4249e+00   4.8363e+00   1.2137e+00   2.2380e-01   7.7620e-01   1.3972e+09   2.9026e+08   2.4541e+09  
3.7931e+00   2.4288e+10   5.4190e+09   1.8886e+10   5.4190e+00   4.8294e+00   1.2152e+00   2.2311e-01   7.7689e-01   1.3957e+09   2.9031e+08   2.4546e+09  
3.8031e+00   2.4336e+10   5.4131e+09   1.8941e+10   5.4131e+00   4.8225e+00   1.2167e+00   2.2243e-01   7.7757e-01   1.3941e+09   2.9036e+08   2.4551e+09  
3.8131e+00   2.4384e+10   5.4072e+09   1.8995e+10   5.4072e+00   4.8156e+00   1.2182e+00   2.2175e-01   7.7825e-01   1.3926e+09   2.9041e+08   2.4555e+09  
3.8231e+00   2.4433e+10   5.4013e+09   1.9049e+10   5.4013e+00   4.8087e+00   1.2197e+00   2.2107e-01   7.7893e-01   1.3911e+09   2.9044e+08   2.4559e+09  
3.8331e+00   2.4481e+10   5.3953e+09   1.9103e+10   5.3953e+00   4.8019e+00   1.2212e+00   2.2039e-01   7.7961e-01   1.3896e+09   2.9048e+08   2.4562e+09  
3.8431e+00   2.4529e+10   5.3894e+09   1.9157e+10   5.3894e+00   4.7950e+00   1.2227e+00   2.1972e-01   7.8028e-01   1.3881e+09   2.9051e+08   2.4565e+09  
3.8531e+00   2.4577e+10   5.3835e+09   1.9211e+10   5.3835e+00   4.7882e+00   1.2242e+00   2.1905e-01   7.8095e-01   1.3865e+09   2.9053e+08   2.4568e+09  
3.8631e+00   2.4624e+10   5.3775e+09   1.9264e+10   5.3775e+00   4.7813e+00   1.2258e+00   2.1838e-01   7.8162e-01   1.3850e+09   2.9055e+08   2.4570e+09  
3.8731e+00   2.4672e+10   5.3715e+09   1.9318e+10   5.3715e+00   4.7745e+00   1.2273e+00   2.1772e-01   7.8228e-01   1.3835e+09   2.9057e+08   2.4572e+09  
3.8831e+00   2.4720e+10   5.3656e+09   1.9372e+10   5.3656e+00   4.7677e+00   1.2288e+00   2.1706e-01   7.8294e-01   1.3819e+09   2.9058e+08   2.4574e+09  
3.8931e+00   2.4767e+10   5.3596e+09   1.9426e+10   5.3596e+00   4.7609e+00   1.2304e+00   2.1640e-01   7.8360e-01   1.3804e+09   2.9059e+08   2.4575e+09  
3.9031e+00   2.4815e+10   5.3536e+09   1.9479e+10   5.3536e+00   4.7541e+00   1.2319e+00   2.1574e-01   7.8426e-01   1.3789e+09   2.9059e+08   2.4576e+09  
3.9131e+00   2.4863e+10   5.3476e+09   1.9533e+10   5.3476e+00   4.7473e+00   1.2335e+00   2.1509e-01   7.8491e-01   1.3773e+09   2.9059e+08   2.4576e+09  
3.9231e+00   2.4910e+10   5.3416e+09   1.9586e+10   5.3416e+00   4.7405e+00   1.2350e+00   2.1444e-01   7.8556e-01   1.3758e+09   2.9059e+08   2.4576e+09  
3.9331e+00   2.4957e+10   5.3356e+09   1.9640e+10   5.3356e+00   4.7337e+00   1.2366e+00   2.1379e-01   7.8621e-01   1.3742e+09   2.9058e+08   2.4576e+09  
3.9431e+00   2.5005e+10   5.3296e+09   1.9693e+10   5.3296e+00   4.7270e+00   1.2381e+00   2.1314e-01   7.8686e-01   1.3727e+09   2.9057e+08   2.4575e+09  
3.9531e+00   2.5052e+10   5.3236e+09   1.9746e+10   5.3236e+00   4.7202e+00   1.2397e+00   2.1250e-01   7.8750e-01   1.3711e+09   2.9055e+08   2.4607e+09  
3.9631e+00   2.5099e+10   5.3175e+09   1.9799e+10   5.3175e+00   4.7135e+00   1.2413e+00   2.1186e-01   7.8814e-01   1.3696e+09   2.9053e+08   2.4609e+09  
3.9731e+00   2.5146e+10   5.3115e+09   1.9853e+10   5.3115e+00   4.7068e+00   1.2428e+00   2.1122e-01   7.8878e-01   1.3680e+09   2.9050e+08   2.4611e+09  
3.9831e+00   2.5193e+10   5.3054e+09   1.9906e+10   5.3054e+00   4.7001e+00   1.2444e+00   2.1059e-01   7.8941e-01   1.3665e+09   2.9048e+08   2.4612e+09  
3.9931e+00   2.5240e+10   5.2994e+09   1.9959e+10   5.2994e+00   4.6933e+00   1.2460e+00   2.0996e-01   7.9004e-01   1.3649e+09   2.9044e+08   2.4613e+09  
4.0031e+00   2.5287e+10   5.2933e+09   2.0012e+10   5.2933e+00   4.6866e+00   1.2476e+00   2.0933e-01   7.9067e-01   1.3634e+09   2.9041e+08   2.4613e+09  
4.0131e+00   2.5334e+10   5.2873e+09   2.0065e+10   5.2873e+00   4.6800e+00   1.2492e+00   2.0870e-01   7.9130e-01   1.3618e+09   2.9037e+08   2.4613e+09  
4.0231e+00   2.5381e+10   5.2812e+09   2.0118e+10   5.2812e+00   4.6733e+00   1.2508e+00   2.0808e-01   7.9192e-01   1.3603e+09   2.9032e+08   2.4613e+09  
4.0331e+00   2.5427e+10   5.2751e+09   2.0170e+10   5.2751e+00   4.6666e+00   1.2524e+00   2.0746e-01   7.9254e-01   1.3587e+09   2.9028e+08   2.4612e+09  
4.0431e+00   2.5474e+10   5.2690e+09   2.0223e+10   5.2690e+00   4.6599e+00   1.2540e+00   2.0684e-01   7.9316e-01   1.3571e+09   2.9022e+08   2.4611e+09  
4.0531e+00   2.5521e+10   5.2629e+09   2.0276e+10   5.2629e+00   4.6533e+00   1.2556e+00   2.0622e-01   7.9378e-01   1.3556e+09   2.9017e+08   2.4610e+09  
4.0631e+00   2.5567e+10   5.2568e+09   2.0329e+10   5.2568e+00   4.6466e+00   1.2572e+00   2.0561e-01   7.9439e-01   1.3540e+09   2.9011e+08   2.4608e+09  
4.0731e+00   2.5614e+10   5.2507e+09   2.0381e+10   5.2507e+00   4.6400e+00   1.2589e+00   2.0500e-01   7.9500e-01   1.3524e+09   2.9005e+08   2.4606e+09  
4.0831e+00   2.5660e+10   5.2446e+09   2.0434e+10   5.2446e+00   4.6334e+00   1.2605e+00   2.0439e-01   7.9561e-01   1.3509e+09   2.8999e+08   2.4604e+09  
4.0931e+00   2.5706e+10   5.2385e+09   2.0486e+10   5.2385e+00   4.6268e+00   1.2621e+00   2.0378e-01   7.9622e-01   1.3493e+09   2.8992e+08   2.4601e+09  
4.1031e+00   2.5752e+10   5.2324e+09   2.0538e+10   5.2324e+00   4.6202e+00   1.2638e+00   2.0318e-01   7.9682e-01   1.3477e+09   2.8985e+08   2.4598e+09  
4.1131e+00   2.5799e+10   5.2263e+09   2.0591e+10   5.2263e+00   4.6136e+00   1.2654e+00   2.0258e-01   7.9742e-01   1.3461e+09   2.8977e+08   2.4595e+09  
4.1231e+00   2.5845e+10   5.2201e+09   2.0643e+10   5.2201e+00   4.6070e+00   1.2670e+00   2.0198e-01   7.9802e-01   1.3446e+09   2.8969e+08   2.4592e+09  
4.1331e+00   2.5891e+10   5.2140e+09   2.0695e+10   5.2140e+00   4.6004e+00   1.2687e+00   2.0139e-01   7.9861e-01   1.3430e+09   2.8961e+08   2.4588e+09  
4.1431e+00   2.5937e+10   5.2079e+09   2.0747e+10   5.2079e+00   4.5938e+00   1.2703e+00   2.0079e-01   7.9921e-01   1.3414e+09   2.8953e+08   2.4584e+09  
4.1531e+00   2.5983e+10   5.2017e+09   2.0799e+10   5.2017e+00   4.5873e+00   1.2720e+00   2.0020e-01   7.9980e-01   1.3398e+09   2.8944e+08   2.4612e+09  
4.1631e+00   2.6028e+10   5.1956e+09   2.0851e+10   5.1956e+00   4.5807e+00   1.2736e+00   1.9961e-01   8.0039e-01   1.3382e+09   2.8935e+08   2.4611e+09  
4.1731e+00   2.6074e+10   5.1894e+09   2.0903e+10   5.1894e+00   4.5742e+00   1.2753e+00   1.9903e-01   8.0097e-01   1.3367e+09   2.8925e+08   2.4609e+09  
4.1831e+00   2.6120e+10   5.1833e+09   2.0955e+10   5.1833e+00   4.5677e+00   1.2770e+00   1.9844e-01   8.0156e-01   1.3351e+09   2.8916e+08   2.4607e+09  
4.1931e+00   2.6166e+10   5.1771e+09   2.1007e+10   5.1771e+00   4.5611e+00   1.2787e+00   1.9786e-01   8.0214e-01   1.3335e+09   2.8906e+08   2.4604e+09  
4.2031e+00   2.6211e+10   5.1710e+09   2.1059e+10   5.1710e+00   4.5546e+00   1.2804e+00   1.9728e-01   8.0272e-01   1.3319e+09   2.8895e+08   2.4601e+09  
4.2131e+00   2.6257e+10   5.1648e+09   2.1111e+10   5.1648e+00   4.5481e+00   1.2820e+00   1.9670e-01   8.0330e-01   1.3303e+09   2.8885e+08   2.4598e+09  
4.2231e+00   2.6302e+10   5.1586e+09   2.1162e+10   5.1586e+00   4.5416e+00   1.2837e+00   1.9613e-01   8.0387e-01   1.3287e+09   2.8874e+08   2.4594e+09  
4.2331e+00   2.6347e+10   5.1525e+09   2.1214e+10   5.1525e+00   4.5352e+00   1.2854e+00   1.9556e-01   8.0444e-01   1.3272e+09   2.8862e+08   2.4591e+09  
4.2431e+00   2.6393e+10   5.1463e+09   2.1265e+10   5.1463e+00   4.5287e+00   1.2871e+00   1.9499e-01   8.0501e-01   1.3256e+09   2.8851e+08   2.4587e+09  
4.2531e+00   2.6438e+10   5.1401e+09   2.1317e+10   5.1401e+00   4.5222e+00   1.2888e+00   1.9442e-01   8.0558e-01   1.3240e+09   2.8839e+08   2.4582e+09  
4.2631e+00   2.6483e+10   5.1339e+09   2.1368e+10   5.1339e+00   4.5158e+00   1.2905e+00   1.9386e-01   8.0614e-01   1.3224e+09   2.8827e+08   2.4577e+09  
4.2731e+00   2.6528e+10   5.1278e+09   2.1420e+10   5.1278e+00   4.5093e+00   1.2923e+00   1.9329e-01   8.0671e-01   1.3208e+09   2.8815e+08   2.4572e+09  
4.2831e+00   2.6573e+10   5.1216e+09   2.1471e+10   5.1216e+00   4.5029e+00   1.2940e+00   1.9273e-01   8.0727e-01   1.3192e+09   2.8802e+08   2.4567e+09  
4.2931e+00   2.6618e+10   5.1154e+09   2.1522e+10   5.1154e+00   4.4964e+00   1.2957e+00   1.9217e-01   8.0783e-01   1.3176e+09   2.8789e+08   2.4561e+09  
4.3031e+00   2.6663e+10   5.1092e+09   2.1573e+10   5.1092e+00   4.4900e+00   1.2974e+00   1.9162e-01   8.0838e-01   1.3160e+09   2.8776e+08   2.4556e+09  
4.3131e+00   2.6708e+10   5.1030e+09   2.1624e+10   5.1030e+00   4.4836e+00   1.2991e+00   1.9106e-01   8.0894e-01   1.3144e+09   2.8763e+08   2.4549e+09  
4.3231e+00   2.6753e+10   5.0968e+09   2.1675e+10   5.0968e+00   4.4772e+00   1.3009e+00   1.9051e-01   8.0949e-01   1.3128e+09   2.8749e+08   2.4543e+09  
4.3331e+00   2.6798e+10   5.0906e+09   2.1726e+10   5.0906e+00   4.4708e+00   1.3026e+00   1.8996e-01   8.1004e-01   1.3113e+09   2.8735e+08   2.4536e+09  
4.3431e+00   2.6842e+10   5.0844e+09   2.1777e+10   5.0844e+00   4.4644e+00   1.3043e+00   1.8942e-01   8.1058e-01   1.3097e+09   2.8721e+08   2.4562e+09  
4.3531e+00   2.6887e+10   5.0782e+09   2.1828e+10   5.0782e+00   4.4581e+00   1.3061e+00   1.8887e-01   8.1113e-01   1.3081e+09   2.8707e+08   2.4558e+09  
4.3631e+00   2.6932e+10   5.0720e+09   2.1879e+10   5.0720e+00   4.4517e+00   1.3078e+00   1.8833e-01   8.1167e-01   1.3065e+09   2.8692e+08   2.4554e+09  
4.3731e+00   2.6976e+10   5.0658e+09   2.1930e+10   5.0658e+00   4.4454e+00   1.3096e+00   1.8779e-01   8.1221e-01   1.3049e+09   2.8677e+08   2.4549e+09  
4.3831e+00   2.7021e+10   5.0596e+09   2.1980e+10   5.0596e+00   4.4390e+00   1.3114e+00   1.8725e-01   8.1275e-01   1.3033e+09   2.8662e+08   2.4544e+09  
4.3931e+00   2.7065e+10   5.0534e+09   2.2031e+10   5.0534e+00   4.4327e+00   1.3131e+00   1.8671e-01   8.1329e-01   1.3017e+09   2.8647e+08   2.4539e+09  
4.4031e+00   2.7109e+10   5.0472e+09   2.2081e+10   5.0472e+00   4.4263e+00   1.3149e+00   1.8618e-01   8.1382e-01   1.3001e+09   2.8631e+08   2.4533e+09  
