 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
K41    19   41  5.5145E+00  8.6019E+00  1.3132E+01  2.5808E+01  9.7269E+01  2.7036E+02  1.2628E+02  1.7833E+03  2.0304E+03  2.5473E+03  3.9787E+03  5.7154E+03  1.1234E-06  1.7093E-06  2.6210E-06  5.1784E-07  1.8928E-06  5.2501E-06  2.5533E-07  3.2679E-06  3.8766E-06  5.1305E-07  7.6756E-07  1.1142E-06  5.5147E+00  2.5811E+01  1.2636E+02  2.5474E+03  1.1234E-06  5.1791E-07  2.5549E-07  5.1307E-07  2.1737E-07  2.1734E-08  2.1734E-09  2.1734E-10
Ca40   20   40  4.8622E+00  6.8718E+00  8.3312E+00  2.2861E+01  6.2110E+01  1.2291E+02  2.2445E+02  9.0603E+02  1.2629E+03  3.0046E+03  5.3131E+03  4.9005E+03  2.8457E-04  3.9233E-04  4.7772E-04  2.9504E-04  7.7738E-04  1.5351E-03  2.9189E-04  1.0679E-03  1.5509E-03  3.8923E-04  6.5926E-04  6.1446E-04  4.8623E+00  2.2863E+01  2.2448E+02  3.0048E+03  2.8458E-04  2.9506E-04  2.9193E-04  3.8925E-04  6.2452E-05  1.3979E-05  1.3979E-06  1.3979E-07
Ca42   20   42  1.1159E+01  1.7837E+01  2.1534E+01  2.0129E+01  3.7133E+01  2.7499E+02  5.2430E+01  2.8149E+02  1.7488E+03  6.7842E+02  2.0166E+03  5.3052E+03  4.5768E-06  7.1366E-06  8.6532E-06  1.8206E-06  3.2571E-06  2.4070E-05  4.7783E-07  2.3252E-06  1.5051E-05  6.1591E-07  1.7535E-06  4.6618E-06  1.1159E+01  2.0130E+01  5.2441E+01  6.7849E+02  4.5770E-06  1.8206E-06  4.7793E-07  6.1597E-07  4.3765E-07  9.7966E-08  9.7966E-09  9.7966E-10
Ca43   20   43  6.4315E+00  8.2654E+00  9.7652E+00  6.9135E+00  9.5493E+00  1.2490E+01  8.8336E+00  2.1472E+01  3.1697E+01  1.9147E+01  4.1347E+01  7.3120E+02  5.6351E-07  7.0645E-07  8.3827E-07  1.3358E-07  1.7894E-07  2.3354E-07  1.7198E-08  3.7890E-08  5.8274E-08  3.7135E-09  7.6807E-09  1.3726E-07  6.4316E+00  6.9136E+00  8.8343E+00  1.9149E+01  5.6352E-07  1.3358E-07  1.7199E-08  3.7137E-09  9.3493E-08  2.0928E-08  2.0928E-09  2.0928E-10
Ca44   20   44  2.9556E+00  3.5079E+00  3.7663E+00  5.7044E+00  8.6370E+00  9.0015E+00  3.4628E+01  7.0656E+01  6.2132E+01  3.6146E+02  4.6061E+02  4.6237E+02  4.0945E-06  4.7404E-06  5.1118E-06  1.7426E-06  2.5589E-06  2.6612E-06  1.0659E-06  1.9713E-06  1.8061E-06  1.1084E-06  1.3528E-06  1.3723E-06  2.9557E+00  5.7045E+00  3.4630E+01  3.6146E+02  4.0945E-06  1.7426E-06  1.0660E-06  1.1084E-06  1.4782E-06  3.3089E-07  3.3089E-08  3.3089E-09
Ca46   20   46  6.1207E+01  9.0415E+01  8.3889E+01  4.7673E+01  1.1352E+02  8.7381E+01  1.8633E+01  1.2842E+02  1.0400E+02  8.6380E+00  1.1925E+02  6.9779E+02  1.6998E-07  2.4494E-07  2.2826E-07  2.9195E-08  6.7425E-08  5.1788E-08  1.1499E-09  7.1828E-09  6.0605E-09  5.3100E-11  7.0213E-10  4.1518E-09  6.1208E+01  4.7677E+01  1.8639E+01  8.6436E+00  1.6998E-07  2.9198E-08  1.1502E-09  5.3134E-11  2.9634E-09  6.6334E-10  6.6334E-11  6.6334E-12
Ca48   20   48  9.3229E-01  9.0584E-01  9.2272E-01  9.2873E-01  8.5217E-01  8.2554E-01  9.1225E-01  8.9013E-01  7.7310E-01  9.0646E-01  8.4313E-01  7.5193E-01  1.2630E-07  1.1971E-07  1.2247E-07  2.7746E-08  2.4691E-08  2.3868E-08  2.7462E-09  2.4287E-09  2.1977E-09  2.7183E-10  2.4218E-10  2.1825E-10  9.3229E-01  9.2872E-01  9.1225E-01  9.0645E-01  1.2630E-07  2.7746E-08  2.7462E-09  2.7183E-10  1.4456E-07  3.2360E-08  3.2360E-09  3.2360E-10
Sc45   21   45  1.3227E+01  1.7906E+01  1.9713E+01  3.4327E+01  6.1086E+01  6.5657E+01  4.0938E+01  2.5519E+02  2.3160E+02  4.1298E+02  7.0518E+02  3.9954E+03  5.8003E-07  7.6601E-07  8.4697E-07  1.4828E-07  2.5590E-07  2.7447E-07  1.7819E-08  1.0067E-07  9.5191E-08  1.7906E-08  2.9286E-08  1.6768E-07  1.3227E+01  3.4329E+01  4.0949E+01  4.1300E+02  5.8004E-07  1.4829E-07  1.7823E-08  1.7907E-08  4.6794E-08  4.6788E-09  4.6788E-10  4.6788E-11
Ti46   22   46  8.1599E+00  1.4396E+01  1.6750E+01  2.1021E+01  3.9998E+01  2.5755E+02  5.8103E+01  3.2684E+02  2.0651E+03  8.2774E+02  1.7087E+03  5.4004E+03  1.9040E-06  3.2768E-06  3.8294E-06  9.6404E-07  1.7790E-06  1.1431E-05  2.6850E-07  1.3690E-06  9.0120E-06  3.8104E-07  7.5342E-07  2.4062E-06  8.1602E+00  2.1022E+01  5.8116E+01  8.2778E+02  1.9041E-06  9.6409E-07  2.6856E-07  3.8106E-07  2.4899E-07  4.9675E-08  4.9675E-09  4.9675E-10
Ti47   22   47  2.5100E+00  3.2502E+00  3.9058E+00  3.8293E+00  5.6068E+00  9.9106E+00  5.0200E+00  1.6926E+01  4.0189E+01  3.1614E+01  5.0168E+01  4.9223E+02  5.3967E-07  6.8171E-07  8.2278E-07  1.6181E-07  2.2977E-07  4.0529E-07  2.1375E-08  6.5321E-08  1.6160E-07  1.3409E-08  2.0382E-08  2.0208E-07  2.5100E+00  3.8294E+00  5.0206E+00  3.1615E+01  5.3967E-07  1.6182E-07  2.1378E-08  1.3410E-08  2.2943E-07  4.5771E-08  4.5771E-09  4.5771E-10
Ti48   22   48  2.2894E+00  2.3070E+00  2.8435E+00  6.8912E+00  9.1713E+00  9.5389E+00  5.7306E+01  8.4382E+01  7.9900E+01  6.2221E+02  7.6793E+02  8.8285E+02  4.9812E-06  4.8965E-06  6.0615E-06  2.9468E-06  3.8035E-06  3.9475E-06  2.4693E-06  3.2955E-06  3.2511E-06  2.6707E-06  3.1572E-06  3.6679E-06  2.2894E+00  6.8913E+00  5.7308E+01  6.2222E+02  4.9812E-06  2.9468E-06  2.4693E-06  2.6707E-06  2.3217E-06  4.6318E-07  4.6318E-08  4.6318E-09
Ti49   22   49  4.5864E+00  6.5173E+00  7.9906E+00  9.3048E+00  1.5389E+01  2.0057E+01  2.1981E+01  5.1359E+01  7.8370E+01  2.1493E+02  2.8522E+02  1.1639E+03  7.4758E-07  1.0363E-06  1.2761E-06  2.9808E-07  4.7811E-07  6.2181E-07  7.0956E-08  1.5026E-07  2.3889E-07  6.9111E-08  8.7846E-08  3.6226E-07  4.5865E+00  9.3051E+00  2.1983E+01  2.1493E+02  7.4759E-07  2.9809E-07  7.0960E-08  6.9112E-08  1.7393E-07  3.4699E-08  3.4699E-09  3.4699E-10
Ti50   22   50  5.7742E+00  9.2626E+00  9.5378E+00  1.3602E+01  2.6596E+01  4.0869E+01  3.3718E+00  2.1905E+01  7.2315E+01  1.8745E+00  3.3635E+01  1.1876E+02  9.1955E-07  1.4389E-06  1.4881E-06  4.2572E-07  8.0731E-07  1.2379E-06  1.0634E-08  6.2615E-08  2.1537E-07  5.8892E-10  1.0121E-08  3.6113E-08  5.7744E+00  1.3602E+01  3.3727E+00  1.8761E+00  9.1958E-07  4.2574E-07  1.0637E-08  5.8942E-10  1.6993E-07  3.3902E-08  3.3902E-09  3.3902E-10
V50    23   50  3.6698E+01  6.2212E+01  7.1486E+01  9.1345E+01  1.5389E+02  1.5500E+02  2.1095E+01  1.2699E+02  2.2041E+02  1.9998E+01  1.2497E+02  2.7055E+04  2.6936E-08  4.4545E-08  5.1409E-08  6.6042E-09  1.0790E-08  1.0845E-08  1.5368E-10  8.3851E-10  1.5163E-09  1.4513E-11  8.6866E-11  1.9005E-08  3.6699E+01  9.1349E+01  2.1100E+01  2.0003E+01  2.6937E-08  6.6044E-09  1.5372E-10  1.4517E-11  7.8323E-10  7.8312E-11  7.8312E-12  7.8312E-13
V51    23   51  2.8886E+00  7.2556E+00  7.6754E+00  9.8556E+00  1.4221E+01  4.6294E+01  3.3152E+01  6.7151E+01  2.9319E+02  2.9048E+02  3.5139E+02  2.9756E+03  8.6289E-07  2.1143E-06  2.2464E-06  2.9000E-07  4.0582E-07  1.3183E-06  9.8296E-08  1.8046E-07  8.2090E-07  8.5796E-08  9.9409E-08  8.5068E-07  2.8888E+00  9.8559E+00  3.3154E+01  2.9048E+02  8.6296E-07  2.9001E-07  9.8301E-08  8.5796E-08  3.1876E-07  3.1872E-08  3.1872E-09  3.1872E-10
Cr50   24   50  5.1796E+00  5.4875E+01  3.8966E+01  2.2499E+01  4.3382E+01  2.3972E+02  8.1235E+01  3.2930E+02  2.2370E+03  9.3133E+02  1.8197E+03  1.0079E+04  3.3887E-06  3.5022E-05  2.4977E-05  1.4499E-06  2.7113E-06  1.4951E-05  5.2752E-07  1.9382E-06  1.3718E-05  6.0246E-07  1.1275E-06  6.3105E-06  5.1821E+00  2.2500E+01  8.1247E+01  9.3138E+02  3.3904E-06  1.4500E-06  5.2760E-07  6.0248E-07  6.9813E-07  6.9804E-08  6.9804E-09  6.9804E-10
Cr52   24   52  2.6343E+00  4.5192E+00  3.9848E+00  1.5403E+01  1.9169E+01  2.3299E+01  1.3924E+02  2.0002E+02  2.0955E+02  1.5282E+03  1.9377E+03  2.8180E+03  3.4565E-05  5.7844E-05  5.1226E-05  1.9907E-05  2.4027E-05  2.9141E-05  1.8134E-05  2.3609E-05  2.5770E-05  1.9825E-05  2.4077E-05  3.5385E-05  2.6344E+00  1.5403E+01  1.3925E+02  1.5282E+03  3.4566E-05  1.9907E-05  1.8134E-05  1.9825E-05  1.4001E-05  1.3999E-06  1.3999E-07  1.3999E-08
Cr53   24   53  2.8258E+00  1.3606E+01  8.6221E+00  1.1517E+01  1.4001E+01  2.9482E+01  7.9314E+01  1.1120E+02  2.6142E+02  7.9531E+02  9.5877E+02  3.5554E+03  4.2853E-06  2.0128E-05  1.2811E-05  1.7204E-06  2.0283E-06  4.2620E-06  1.1938E-06  1.5171E-06  3.7157E-06  1.1925E-06  1.3770E-06  5.1599E-06  2.8263E+00  1.1517E+01  7.9316E+01  7.9532E+02  4.2861E-06  1.7204E-06  1.1939E-06  1.1925E-06  1.6182E-06  1.6180E-07  1.6180E-08  1.6180E-09
Cr54   24   54  3.1380E+00  4.0783E+00  4.1653E+00  3.8789E+00  5.6176E+00  9.7627E+00  3.6004E+00  5.7100E+00  2.8471E+01  2.7592E+00  7.2767E+00  4.9053E+01  1.2069E-06  1.5301E-06  1.5696E-06  1.4695E-07  2.0639E-07  3.5792E-07  1.3744E-08  1.9756E-08  1.0263E-07  1.0492E-09  2.6504E-09  1.8055E-08  3.1381E+00  3.8790E+00  3.6005E+00  2.7594E+00  1.2069E-06  1.4695E-07  1.3744E-08  1.0493E-09  4.1040E-07  4.1034E-08  4.1034E-09  4.1034E-10
Mn55   25   55  2.3787E+00  9.3612E+00  8.9277E+00  7.8162E+00  9.5187E+00  2.4198E+01  4.4628E+01  6.2055E+01  2.3049E+02  3.8711E+02  4.4796E+02  3.0020E+03  2.4293E-05  9.3264E-05  8.9333E-05  7.8626E-06  9.2863E-06  2.3558E-05  4.5237E-06  5.7011E-06  2.2063E-05  3.9088E-06  4.3325E-06  2.9339E-05  2.3790E+00  7.8163E+00  4.4629E+01  3.8711E+02  2.4297E-05  7.8627E-06  4.5238E-06  3.9088E-06  1.0898E-05  1.0896E-06  1.0896E-07  1.0896E-08
Fe54   26   54  2.9329E+00  3.5976E+01  2.4975E+01  9.0841E+00  1.7072E+01  4.9730E+01  3.9436E+01  8.0847E+01  5.1817E+02  3.1131E+02  5.7692E+02  5.7177E+03  2.0196E-04  2.4166E-03  1.6849E-03  6.1615E-05  1.1230E-04  3.2644E-04  2.6953E-05  5.0082E-05  3.3443E-04  2.1195E-05  3.7622E-05  3.7679E-04  2.9346E+00  9.0845E+00  3.9438E+01  3.1132E+02  2.0208E-04  6.1618E-05  2.6954E-05  2.1196E-05  7.3478E-05  7.3468E-06  7.3468E-07  7.3468E-08
Fe56   26   56  3.0393E+00  2.7134E+00  3.0906E+00  2.3031E+01  2.3625E+01  2.3885E+01  2.2140E+02  2.3945E+02  2.3731E+02  2.2151E+03  2.3127E+03  2.2509E+03  3.4071E-03  2.9673E-03  3.3945E-03  2.5430E-03  2.5298E-03  2.5523E-03  2.4634E-03  2.4147E-03  2.4933E-03  2.4550E-03  2.4552E-03  2.4147E-03  3.0393E+00  2.3031E+01  2.2141E+02  2.2151E+03  3.4071E-03  2.5430E-03  2.4634E-03  2.4550E-03  1.1962E-03  1.1960E-04  1.1960E-05  1.1960E-06
Fe57   26   57  4.8370E+00  4.7062E+00  5.4704E+00  3.4187E+01  3.4699E+01  3.7264E+01  3.1960E+02  3.2409E+02  3.5066E+02  3.0438E+03  3.0295E+03  3.1883E+03  1.2746E-04  1.2097E-04  1.4123E-04  8.8733E-05  8.7345E-05  9.3602E-05  8.3588E-05  7.6826E-05  8.6604E-05  7.9301E-05  7.5600E-05  8.0400E-05  4.8370E+00  3.4187E+01  3.1960E+02  3.0438E+03  1.2746E-04  8.8733E-05  8.3587E-05  7.9300E-05  2.8118E-05  2.8114E-06  2.8114E-07  2.8114E-08
Fe58   26   58  1.1158E+01  1.4536E+01  1.4045E+01  1.0119E+01  1.2105E+01  9.4410E+00  1.6985E+01  1.5526E+01  7.3751E+00  1.0668E+01  1.6752E+01  8.3124E+00  3.9817E-05  5.0598E-05  4.9103E-05  3.5566E-06  4.1264E-06  3.2115E-06  6.0159E-07  4.9840E-07  2.4666E-07  3.7640E-08  5.6611E-08  2.8386E-08  1.1159E+01  1.0119E+01  1.6985E+01  1.0669E+01  3.9817E-05  3.5566E-06  6.0158E-07  3.7641E-08  3.8076E-06  3.8072E-07  3.8072E-08  3.8072E-09
Co59   27   59  7.4828E+00  8.3588E+00  8.0421E+00  1.6465E+01  1.6382E+01  1.6568E+01  1.1304E+02  9.4545E+01  1.2361E+02  9.1649E+02  7.8208E+02  8.6694E+02  2.9765E-05  3.2434E-05  3.1342E-05  6.4513E-06  6.2251E-06  6.2824E-06  4.4628E-06  3.3832E-06  4.6087E-06  3.6045E-06  2.9462E-06  3.3002E-06  7.4828E+00  1.6465E+01  1.1303E+02  9.1649E+02  2.9765E-05  6.4513E-06  4.4627E-06  3.6045E-06  4.2445E-06  4.2440E-07  4.2440E-08  4.2440E-09
Ni58   28   58  4.5127E+00  8.1424E+00  7.5826E+00  3.4825E+01  3.7054E+01  4.2807E+01  3.2757E+02  3.5721E+02  4.1248E+02  3.2781E+03  3.3872E+03  4.2904E+03  2.0401E-04  3.5908E-04  3.3585E-04  1.5508E-04  1.6002E-04  1.8448E-04  1.4698E-04  1.4528E-04  1.7478E-04  1.4653E-04  1.4502E-04  1.8562E-04  4.5129E+00  3.4826E+01  3.2757E+02  3.2781E+03  2.0402E-04  1.5508E-04  1.4698E-04  1.4653E-04  4.8240E-05  4.8234E-06  4.8234E-07  4.8234E-08
Ni60   28   60  4.7749E+00  5.2900E+00  4.9645E+00  3.1031E+01  3.3222E+01  2.9644E+01  3.0114E+02  3.3354E+02  2.9884E+02  3.0181E+03  3.1199E+03  2.3779E+03  8.6019E-05  9.2964E-05  8.7624E-05  5.5062E-05  5.7172E-05  5.0905E-05  5.3845E-05  5.4052E-05  5.0458E-05  5.3756E-05  5.3226E-05  4.0994E-05  4.7749E+00  3.1031E+01  3.0115E+02  3.0181E+03  8.6020E-05  5.5063E-05  5.3845E-05  5.3756E-05  1.9223E-05  1.9220E-06  1.9220E-07  1.9220E-08
Ni61   28   61  1.3097E+01  1.6236E+01  1.5562E+01  4.1484E+01  4.2917E+01  3.8720E+01  3.3308E+02  3.1721E+02  3.2041E+02  3.0146E+03  2.9955E+03  2.4946E+03  1.0427E-05  1.2609E-05  1.2139E-05  3.2531E-06  3.2639E-06  2.9386E-06  2.6320E-06  2.2719E-06  2.3909E-06  2.3730E-06  2.2585E-06  1.9006E-06  1.3097E+01  4.1484E+01  3.3308E+02  3.0146E+03  1.0427E-05  3.2531E-06  2.6320E-06  2.3730E-06  8.4952E-07  8.4941E-08  8.4941E-09  8.4941E-10
Ni62   28   62  1.9808E+01  2.2460E+01  2.1939E+01  9.2626E+01  9.8897E+01  9.3150E+01  7.7588E+02  8.2442E+02  8.3110E+02  7.4081E+03  8.0297E+03  7.1694E+03  5.1106E-05  5.6529E-05  5.5458E-05  2.3540E-05  2.4375E-05  2.2910E-05  1.9869E-05  1.9135E-05  2.0098E-05  1.8898E-05  1.9619E-05  1.7702E-05  1.9808E+01  9.2627E+01  7.7589E+02  7.4081E+03  5.1107E-05  2.3540E-05  1.9869E-05  1.8898E-05  2.7531E-06  2.7527E-07  2.7527E-08  2.7527E-09
Ni64   28   64  2.4552E+01  3.6985E+01  3.7274E+01  2.7542E+01  5.2081E+01  4.5668E+01  8.4616E+00  5.1809E+01  3.4649E+01  1.9964E+00  5.2297E+01  2.7114E+01  1.6652E-05  2.4470E-05  2.4769E-05  1.8401E-06  3.3744E-06  2.9526E-06  5.6963E-08  3.1612E-07  2.2026E-07  1.3388E-09  3.3592E-08  1.7599E-08  2.4552E+01  2.7544E+01  8.4637E+00  1.9990E+00  1.6653E-05  1.8401E-06  5.6977E-08  1.3405E-09  7.2374E-07  7.2364E-08  7.2364E-09  7.2364E-10
Cu63   29   63  2.5439E+01  3.3180E+01  3.3084E+01  2.5167E+01  3.8307E+01  2.9625E+01  4.3474E+01  1.1516E+02  3.7156E+01  7.4655E+02  9.6881E+02  2.2839E+02  1.1845E-05  1.5071E-05  1.5093E-05  1.1543E-06  1.7039E-06  1.3150E-06  2.0092E-07  4.8239E-07  1.6216E-07  3.4370E-07  4.2722E-07  1.0177E-07  2.5440E+01  2.5168E+01  4.3477E+01  7.4656E+02  1.1846E-05  1.1543E-06  2.0094E-07  3.4370E-07  4.9686E-07  4.9680E-08  4.9680E-09  4.9680E-10
Cu65   29   65  4.4791E+01  7.0259E+01  6.8403E+01  7.5848E+01  1.1595E+02  9.9096E+01  3.7919E+01  1.3419E+02  8.7664E+01  1.1109E+02  2.4232E+02  1.2912E+02  9.5911E-06  1.4676E-05  1.4351E-05  1.5998E-06  2.3719E-06  2.0228E-06  8.0591E-08  2.5850E-07  1.7594E-07  2.3519E-08  4.9139E-08  2.6460E-08  4.4792E+01  7.5850E+01  3.7924E+01  1.1110E+02  9.5914E-06  1.5998E-06  8.0600E-08  2.3521E-08  2.2849E-07  2.2846E-08  2.2846E-09  2.2846E-10
Zn64   30   64  4.3939E+00  5.8827E+00  5.6960E+00  1.5401E+01  1.9031E+01  1.2214E+01  1.5203E+02  1.8538E+02  6.7960E+01  1.8650E+03  1.7354E+03  6.6648E+02  3.4255E-06  4.4737E-06  4.3507E-06  1.1826E-06  1.4173E-06  9.0772E-07  1.1764E-06  1.3001E-06  4.9658E-07  1.4376E-06  1.2812E-06  4.9724E-07  4.3940E+00  1.5401E+01  1.5203E+02  1.8650E+03  3.4255E-06  1.1827E-06  1.1764E-06  1.4376E-06  8.3188E-07  8.3177E-08  8.3177E-09  8.3177E-10
Zn66   30   66  2.3667E+01  3.7820E+01  3.5301E+01  4.9483E+01  7.6656E+01  6.4934E+01  7.7891E+01  1.4384E+02  1.1166E+02  6.6003E+02  8.3980E+02  5.9497E+02  1.0916E-05  1.7017E-05  1.5953E-05  2.2482E-06  3.3776E-06  2.8551E-06  3.5659E-07  5.9684E-07  4.8271E-07  3.0101E-07  3.6684E-07  2.6263E-07  2.3668E+01  4.9484E+01  7.7894E+01  6.6004E+02  1.0917E-05  2.2482E-06  3.5661E-07  3.0101E-07  4.9218E-07  4.9212E-08  4.9212E-09  4.9212E-10
Zn67   30   67  2.9155E+01  4.1552E+01  4.2003E+01  5.2768E+01  8.5982E+01  7.6813E+01  1.4028E+01  8.4647E+01  5.8970E+01  1.6592E+01  1.0705E+02  5.2414E+01  2.0061E-06  2.7891E-06  2.8316E-06  3.5765E-07  5.6517E-07  5.0383E-07  9.5808E-09  5.2397E-08  3.8031E-08  1.1288E-09  6.9761E-09  3.4515E-09  2.9156E+01  5.2769E+01  1.4032E+01  1.6596E+01  2.0062E-06  3.5766E-07  9.5831E-09  1.1291E-09  7.3424E-08  7.3414E-09  7.3414E-10  7.3414E-11
Zn68   30   68  3.3336E+01  5.3543E+01  5.3056E+01  6.8644E+01  1.2320E+02  1.1746E+02  1.7294E+01  1.0908E+02  1.0068E+02  5.5786E+01  1.5956E+02  9.0334E+01  1.0647E-05  1.6681E-05  1.6601E-05  2.1595E-06  3.7587E-06  3.5761E-06  5.4820E-08  3.1340E-07  3.0137E-07  1.7616E-08  4.8261E-08  2.7610E-08  3.3337E+01  6.8647E+01  1.7298E+01  5.5792E+01  1.0647E-05  2.1595E-06  5.4834E-08  1.7618E-08  3.4079E-07  3.4075E-08  3.4075E-09  3.4075E-10
Zn70   30   70  8.1775E+01  1.6043E+02  1.6517E+02  3.6851E+01  6.9803E+01  9.0090E+01  1.5311E+00  6.4459E+01  3.1509E+01  8.4789E-01  9.8109E+00  4.1553E+01  8.8898E-07  1.7013E-06  1.7592E-06  3.9462E-08  7.2492E-08  9.3363E-08  1.6521E-10  6.3040E-09  3.2106E-09  9.1139E-12  1.0101E-10  4.3231E-10  8.1779E+01  3.6853E+01  1.5342E+00  8.4835E-01  8.8902E-07  3.9463E-08  1.6554E-10  9.1188E-12  1.1600E-08  1.1599E-09  1.1599E-10  1.1599E-11
Ga69   31   69  5.6981E+01  9.1634E+01  8.9070E+01  1.2462E+02  2.2943E+02  2.1023E+02  1.6504E+01  1.9016E+02  1.6925E+02  2.3117E+00  2.1613E+02  1.1635E+02  1.7877E-06  2.8045E-06  2.7379E-06  3.8511E-07  6.8763E-07  6.2876E-07  5.1394E-09  5.3672E-08  4.9770E-08  7.1712E-11  6.4219E-09  3.4935E-09  5.6982E+01  1.2462E+02  1.6512E+01  2.3226E+00  1.7878E-06  3.8513E-07  5.1420E-09  7.2049E-11  3.3478E-08  3.3474E-09  3.3474E-10  3.3474E-11
Ga71   31   71  7.1465E+01  1.2772E+02  1.3202E+02  1.5848E+02  2.8305E+02  2.8302E+02  1.3554E+01  2.1601E+02  2.4712E+02  1.6854E+00  2.7789E+02  1.7104E+02  1.5312E-06  2.6694E-06  2.7712E-06  3.3445E-07  5.7931E-07  5.7804E-07  2.8823E-09  4.1634E-08  4.9625E-08  3.5703E-11  5.6384E-09  3.5069E-09  7.1468E+01  1.5848E+02  1.3564E+01  1.6995E+00  1.5312E-06  3.3446E-07  2.8844E-09  3.6001E-11  2.2862E-08  2.2859E-09  2.2859E-10  2.2859E-11
Ge70   32   70  5.1918E+01  8.7318E+01  8.3395E+01  1.5221E+02  2.7566E+02  2.5434E+02  2.3944E+01  2.8203E+02  2.1774E+02  3.1903E+00  3.1646E+02  1.5238E+02  2.3340E-06  3.8293E-06  3.6732E-06  6.7403E-07  1.1838E-06  1.0900E-06  1.0684E-08  1.1406E-07  9.1744E-08  1.4181E-10  1.3473E-08  6.5558E-09  5.1920E+01  1.5222E+02  2.3956E+01  3.2063E+00  2.3341E-06  6.7405E-07  1.0689E-08  1.4252E-10  4.7971E-08  4.7964E-09  4.7964E-10  4.7964E-11
Ge72   32   72  4.1677E+01  7.2200E+01  7.0637E+01  1.0668E+02  2.0367E+02  2.0170E+02  7.7727E+00  1.5743E+02  1.8476E+02  1.2050E+00  2.0045E+02  1.2698E+02  2.5467E-06  4.3037E-06  4.2289E-06  6.4211E-07  1.1889E-06  1.1749E-06  4.7142E-09  8.6544E-08  1.0582E-07  7.2801E-11  1.1600E-08  7.4255E-09  4.1679E+01  1.0669E+02  7.7800E+00  1.2151E+00  2.5468E-06  6.4214E-07  4.7186E-09  7.3414E-11  6.5204E-08  6.5196E-09  6.5196E-10  6.5196E-11
Ge73   32   73  3.7761E+01  6.0073E+01  6.1314E+01  9.7525E+01  1.8972E+02  1.9887E+02  7.3571E+00  1.5099E+02  1.8635E+02  1.2440E+00  1.9569E+02  1.2942E+02  6.5666E-07  1.0191E-06  1.0446E-06  1.6705E-07  3.1515E-07  3.2966E-07  1.2698E-09  2.3619E-08  3.0373E-08  2.1389E-11  3.2226E-09  2.1537E-09  3.7762E+01  9.7530E+01  7.3640E+00  1.2539E+00  6.5668E-07  1.6705E-07  1.2710E-09  2.1559E-11  1.8556E-08  1.8553E-09  1.8553E-10  1.8553E-11
Ge74   32   74  3.3077E+01  5.9684E+01  6.0895E+01  1.0379E+02  2.0801E+02  2.3068E+02  5.1573E+00  1.4799E+02  2.3708E+02  1.1599E+00  2.1991E+02  1.7163E+02  2.7366E-06  4.8169E-06  4.9361E-06  8.4582E-07  1.6440E-06  1.8194E-06  4.2351E-09  1.1015E-07  1.8384E-07  9.4883E-11  1.7230E-08  1.3589E-08  3.3078E+01  1.0379E+02  5.1642E+00  1.1711E+00  2.7367E-06  8.4587E-07  4.2407E-09  9.5795E-11  8.8283E-08  8.8272E-09  8.8272E-10  8.8272E-11
Ge76   32   76  3.3079E+01  5.3831E+01  5.2078E+01  2.4839E+01  4.5577E+01  6.9366E+01  9.7856E-01  2.0654E+01  3.2989E+01  8.3697E-01  6.9966E+00  3.0262E+01  5.8959E-07  9.3595E-07  9.0942E-07  4.3607E-08  7.7601E-08  1.1785E-07  1.7311E-10  3.3117E-09  5.5109E-09  1.4749E-11  1.1810E-10  5.1616E-10  3.3080E+01  2.4840E+01  9.7951E-01  8.3728E-01  5.8961E-07  4.3609E-08  1.7328E-10  1.4755E-11  1.9019E-08  1.9016E-09  1.9016E-10  1.9016E-11
As75   33   75  7.2294E+01  1.1922E+02  1.1584E+02  1.9329E+02  3.9748E+02  4.0516E+02  8.5589E+00  2.5074E+02  3.4467E+02  1.2938E+00  3.0325E+02  2.3363E+02  7.4634E-07  1.2007E-06  1.1717E-06  1.9656E-07  3.9201E-07  3.9873E-07  8.7704E-10  2.3288E-08  3.3352E-08  1.3207E-11  2.9650E-09  2.3083E-09  7.2296E+01  1.9330E+02  8.5706E+00  1.3092E+00  7.4636E-07  1.9657E-07  8.7823E-10  1.3364E-11  1.1016E-08  1.1015E-09  1.1015E-10  1.1015E-11
Se74   34   74  1.6580E+02  2.7299E+02  2.5952E+02  6.1693E+02  1.2661E+03  1.2639E+03  7.2690E+01  1.3831E+03  1.0774E+03  9.5323E+00  1.3832E+03  7.4950E+02  1.6481E-07  2.6471E-07  2.5275E-07  6.0408E-08  1.2023E-07  1.1977E-07  7.1721E-10  1.2369E-08  1.0039E-08  9.3689E-12  1.3022E-09  7.1302E-10  1.6580E+02  6.1697E+02  7.2753E+01  9.6022E+00  1.6481E-07  6.0411E-08  7.1782E-10  9.4377E-12  1.0607E-09  1.0606E-10  1.0606E-11  1.0606E-12
