# Uncorrected
# names=['KIC', 'Teff1', 'e_Teff1', '[M/H]1', 'e_[M/H]1', 'M1', 'E_M1', 'e_M1', 'R1', 'E_R1', 'e_R1', 'log.g1', 'E_log.g1', 'e_log.g1', 'rho1', 'E_rho1', 'e_rho1']
10881810 4767  86 -0.06 0.06     1.33     0.13     0.12     5.58     0.21     0.21     3.068     0.011     0.011     0.00766     0.00020     0.00021
10753962 4930  82  0.05 0.05     2.52     0.28     0.31     9.02     0.36     0.41     2.931     0.014     0.016     0.00346     0.00009     0.00009
10684837 5043  92 -0.21 0.06     2.39     0.24     0.25     9.55     0.40     0.36     2.856     0.013     0.013     0.00274     0.00007     0.00007
10554179 4888 111 -0.69 0.08     1.61     0.81     0.62    13.22     3.07     2.71     2.399     0.036     0.038     0.00070     0.00017     0.00015
10553844 4804  92 -0.22 0.06     1.53     0.24     0.20     9.43     0.52     0.48     2.673     0.019     0.019     0.00182     0.00006     0.00006
10619191 4532  88 -0.11 0.06     1.48     0.17     0.15    11.22     0.48     0.46     2.508     0.012     0.013     0.00105     0.00003     0.00003
10492041 4707  81  0.07 0.05     1.70     0.19     0.16    11.50     0.59     0.49     2.546     0.010     0.010     0.00111     0.00004     0.00004
10426331 4330  89 -0.13 0.06     1.16     0.13     0.12    14.56     0.66     0.61     2.174     0.011     0.011     0.00037     0.00001     0.00001
10555186 4854  84  0.01 0.05     1.45     0.16     0.14     5.55     0.25     0.23     3.110     0.011     0.012     0.00847     0.00028     0.00028
10879372 4420  70  0.34 0.04     1.50     0.29     0.28    12.47     0.84     0.86     2.420     0.022     0.024     0.00077     0.00003     0.00003
10683647 4458  72  0.30 0.04     1.32     0.15     0.14    11.30     0.49     0.47     2.453     0.012     0.013     0.00092     0.00003     0.00003
10816214 4708  85 -0.02 0.06     1.50     0.18     0.17    10.62     0.43     0.49     2.562     0.011     0.011     0.00125     0.00005     0.00004
10816748 4506  95 -0.29 0.07     1.20     0.15     0.14    11.47     0.57     0.55     2.398     0.012     0.013     0.00080     0.00003     0.00003
10488243 4639  88 -0.11 0.06     1.29     0.19     0.17    11.12     0.60     0.57     2.456     0.016     0.016     0.00094     0.00003     0.00003
10226276 4480  81  0.08 0.05     1.26     0.13     0.12     8.58     0.34     0.32     2.670     0.011     0.012     0.00199     0.00006     0.00006
10357764 4594  78  0.13 0.05     1.39     0.15     0.18    10.84     0.42     0.55     2.513     0.014     0.016     0.00110     0.00003     0.00003
10358632 4640  91 -0.18 0.06     1.01     0.15     0.10    10.30     0.54     0.42     2.418     0.016     0.013     0.00093     0.00003     0.00003
10291535 4942  88 -0.10 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
10552202 4593 106 -0.56 0.07     1.28     0.14     0.14    10.66     0.42     0.43     2.488     0.011     0.012     0.00106     0.00003     0.00003
10489073 4471  74  0.24 0.05     1.11     0.13     0.13    10.69     0.52     0.51     2.425     0.011     0.012     0.00091     0.00003     0.00003
10489108 4630  94 -0.25 0.06     1.21     0.15     0.13    12.11     0.57     0.55     2.354     0.015     0.015     0.00068     0.00002     0.00002
10552972 4879  97 -0.33 0.07     1.38     0.17     0.15     5.08     0.22     0.22     3.167     0.013     0.014     0.01056     0.00030     0.00030
10552614 4784  85 -0.04 0.06     1.54     0.12     0.14    10.98     0.36     0.40     2.544     0.009     0.011     0.00116     0.00003     0.00003
10618005 4574  89 -0.13 0.06     1.08     0.13     0.11    11.08     0.53     0.49     2.384     0.012     0.012     0.00080     0.00003     0.00003
10747862 4431 100 -0.41 0.07     1.09     0.17     0.15    11.17     0.79     0.69     2.377     0.013     0.013     0.00078     0.00004     0.00004
10749112 4566  99 -0.37 0.07     0.98     0.13     0.10     8.68     0.43     0.35     2.555     0.014     0.013     0.00151     0.00004     0.00005
10420822 4886  79  0.12 0.05     1.94     0.31     0.20     9.33     0.52     0.39     2.788     0.013     0.013     0.00239     0.00007     0.00006
10355672 4461  70  0.34 0.04     1.28     0.14     0.13    11.23     0.47     0.45     2.445     0.012     0.013     0.00090     0.00003     0.00003
10356057 4586  92 -0.20 0.06     1.16     0.12     0.11     7.92     0.32     0.30     2.706     0.011     0.011     0.00234     0.00007     0.00007
10290315 4499  74  0.24 0.05     1.21     0.18     0.19    10.66     0.60     0.69     2.466     0.016     0.016     0.00100     0.00004     0.00004
10614707 4696  92 -0.20 0.06     1.13     0.13     0.13    10.58     0.45     0.46     2.441     0.014     0.014     0.00095     0.00003     0.00003
10550429 4763  83  0.02 0.05     1.48     0.15     0.14     6.18     0.26     0.24     3.027     0.011     0.011     0.00629     0.00018     0.00018
10614602 4464  99 -0.37 0.07     1.25     0.32     0.28    15.90     1.39     1.36     2.132     0.030     0.031     0.00031     0.00002     0.00001
10485765 4630  88 -0.10 0.06     1.51     0.15     0.14     9.06     0.35     0.35     2.701     0.010     0.010     0.00202     0.00005     0.00006
10418503 4183  78  0.15 0.05     1.24     0.18     0.16    21.74     1.13     1.07     1.856     0.018     0.017     0.00012     0.00000     0.00000
10482750 4531  74  0.24 0.05     1.61     0.21     0.21    12.53     0.74     0.72     2.449     0.011     0.011     0.00082     0.00004     0.00004
10483504 4870  89 -0.14 0.06     1.70     0.16     0.17     7.48     0.29     0.30     2.919     0.010     0.011     0.00405     0.00012     0.00011
10678016 4438 105 -0.54 0.07     1.04     0.18     0.18    11.01     0.74     0.66     2.365     0.021     0.023     0.00077     0.00003     0.00003
10613466 4519  74  0.23 0.05     1.19     0.13     0.15    10.72     0.48     0.54     2.454     0.011     0.010     0.00097     0.00003     0.00003
10546977 4521  86 -0.05 0.06     1.59     0.21     0.17    11.52     0.55     0.51     2.517     0.015     0.015     0.00104     0.00003     0.00003
10613112 4810  86 -0.07 0.06     1.79     0.19     0.17    11.56     0.55     0.54     2.563     0.010     0.010     0.00116     0.00004     0.00004
10417308 4698 107 -0.58 0.08     1.07     0.14     0.12    11.12     0.58     0.52     2.378     0.013     0.013     0.00078     0.00003     0.00003
10353044 4659  91 -0.19 0.06     1.03     0.12     0.10    10.36     0.46     0.41     2.420     0.013     0.012     0.00093     0.00003     0.00003
10352615 4655  85 -0.04 0.06     1.68     0.26     0.23     9.81     0.55     0.52     2.680     0.020     0.020     0.00178     0.00006     0.00006
10287323 4518  88 -0.12 0.06     1.20     0.12     0.12     9.51     0.38     0.38     2.560     0.011     0.011     0.00139     0.00004     0.00004
10610250 4572  78  0.13 0.05     1.02     0.12     0.08     4.85     0.25     0.16     3.077     0.009     0.009     0.00893     0.00030     0.00035
10545152 4645  90 -0.16 0.06     0.94     0.21     0.15     9.61     0.86     0.68     2.455     0.025     0.025     0.00107     0.00010     0.00010
10742794 4568  93 -0.23 0.06     0.88     0.07     0.04    10.31     0.28     0.19     2.362     0.009     0.009     0.00081     0.00002     0.00002
10480806 4602  87 -0.07 0.06     1.24     0.22     0.20     8.14     0.49     0.50     2.711     0.022     0.024     0.00230     0.00006     0.00006
10285722 4698  80  0.10 0.05     1.67     0.18     0.20    10.72     0.42     0.52     2.599     0.012     0.013     0.00136     0.00004     0.00004
10482001 4814  78  0.16 0.05     2.12     0.21     0.20    11.51     0.44     0.44     2.643     0.011     0.011     0.00139     0.00004     0.00004
10416550 4566  93 -0.23 0.06     1.32     0.14     0.14     9.82     0.43     0.42     2.573     0.011     0.012     0.00139     0.00004     0.00005
10086465 4604  80  0.09 0.05     1.42     0.20     0.20    11.10     0.55     0.57     2.500     0.020     0.022     0.00104     0.00003     0.00003
10152909 4502  83  0.02 0.05     1.09     0.12     0.11     7.04     0.31     0.29     2.778     0.011     0.011     0.00311     0.00010     0.00010
10991271 4961  82  0.05 0.05     2.42     0.34     0.31    10.22     0.55     0.45     2.797     0.019     0.017     0.00224     0.00005     0.00006
11045572 4556  79  0.12 0.05     1.44     0.15     0.14     8.96     0.39     0.37     2.692     0.010     0.011     0.00200     0.00007     0.00007
11045542 4299 104 -0.50 0.07     1.14     0.29     0.25    23.36     1.97     1.81     1.755     0.031     0.031     0.00009     0.00000     0.00000
11152823 4834  88 -0.09 0.06     1.94     0.29     0.28    12.15     0.63     0.64     2.557     0.018     0.018     0.00108     0.00003     0.00003
11152753 4795  78  0.14 0.05     1.58     0.14     0.09    11.05     0.42     0.19     2.547     0.011     0.012     0.00116     0.00003     0.00003
10992126 4330 104 -0.52 0.07     0.88     0.12     0.07    20.09     1.05     0.67     1.780     0.013     0.012     0.00011     0.00000     0.00000
11046496 4821 103 -0.47 0.07     1.13     0.14     0.13    11.03     0.53     0.52     2.404     0.014     0.015     0.00084     0.00003     0.00003
10992711 4447  95 -0.28 0.06     1.17     0.14     0.13    10.90     0.50     0.52     2.432     0.013     0.013     0.00091     0.00003     0.00003
10992390 4074  84 -0.00 0.05     1.20     0.16     0.26    25.07     0.97     2.13     1.720     0.027     0.026     0.00008     0.00000     0.00000
10936814 4675  86 -0.05 0.06     1.23     0.12     0.12    10.70     0.44     0.42     2.469     0.011     0.011     0.00101     0.00003     0.00003
10991398 4693  91 -0.19 0.06     1.08     0.23     0.15    10.54     0.70     0.53     2.428     0.027     0.021     0.00093     0.00003     0.00003
10991673 4525  86 -0.04 0.06     1.39     0.14     0.12    10.95     0.41     0.38     2.501     0.011     0.011     0.00106     0.00003     0.00003
11204531 4590  93 -0.23 0.06     1.65     0.19     0.17    11.91     0.52     0.48     2.504     0.013     0.013     0.00098     0.00003     0.00003
11044315 4984  84 -0.00 0.05     2.73     0.29     0.29    12.25     0.53     0.52     2.697     0.011     0.012     0.00148     0.00005     0.00005
11152312 4640  88 -0.11 0.06     1.13     0.12     0.12    10.77     0.46     0.45     2.424     0.012     0.012     0.00090     0.00003     0.00003
10935853 4911  85 -0.04 0.06     2.05     0.18     0.39    10.26     0.41     0.76     2.722     0.017     0.018     0.00191     0.00007     0.00008
10934758 4724  81  0.07 0.05     1.97     0.27     0.26    11.95     0.71     0.72     2.578     0.010     0.011     0.00115     0.00006     0.00006
10877915 4436  93 -0.23 0.06     1.47     0.23     0.21    16.94     0.98     0.93     2.147     0.019     0.019     0.00030     0.00001     0.00001
10935437 4688  77  0.18 0.05     1.78     0.11     0.23    10.98     0.27     0.56     2.604     0.012     0.013     0.00135     0.00004     0.00004
11043208 4463  80  0.09 0.05     1.25     0.14     0.11     9.17     0.40     0.34     2.609     0.011     0.011     0.00161     0.00005     0.00005
11043832 4585  81  0.07 0.05     1.59     0.19     0.17     9.68     0.44     0.43     2.668     0.012     0.013     0.00176     0.00006     0.00006
11043831 4544  82  0.05 0.05     1.20     0.12     0.12    10.70     0.42     0.43     2.459     0.011     0.011     0.00098     0.00003     0.00003
10989210 4982  88 -0.10 0.06     2.66     0.32     0.48    12.98     0.58     0.93     2.637     0.017     0.024     0.00122     0.00004     0.00004
10747240 4702  84 -0.00 0.05     1.27     0.14     0.12    11.22     0.54     0.49     2.441     0.010     0.010     0.00090     0.00003     0.00003
10812837 4834  88 -0.11 0.06     1.88     0.17     0.24    10.55     0.37     0.51     2.665     0.012     0.014     0.00160     0.00005     0.00004
10745775 4496  74  0.25 0.05     1.53     0.24     0.21    11.94     0.68     0.64     2.467     0.018     0.018     0.00089     0.00003     0.00003
11042388 4167 101 -0.43 0.07     1.15     0.15     0.13    21.11     1.11     1.02     1.848     0.013     0.013     0.00012     0.00001     0.00001
10933384 4229  82  0.05 0.05     0.97     0.17     0.10    18.91     1.27     0.85     1.878     0.013     0.015     0.00014     0.00001     0.00001
10873444 4765  78  0.14 0.05     1.71     0.29     0.22    10.20     0.64     0.51     2.654     0.017     0.017     0.00161     0.00005     0.00005
10743092 4446 102 -0.45 0.07     1.15     0.13     0.11    14.79     0.67     0.61     2.156     0.011     0.012     0.00035     0.00001     0.00001
10743515 4503  78  0.15 0.05     1.59     0.15     0.14    11.21     0.42     0.41     2.542     0.011     0.011     0.00113     0.00003     0.00003
10809457 4636  83  0.02 0.05     1.05     0.22     0.15    10.01     0.75     0.53     2.459     0.021     0.017     0.00104     0.00003     0.00003
 9024483 4514  80  0.11 0.05     1.06     0.17     0.11    10.78     0.59     0.43     2.399     0.019     0.014     0.00085     0.00002     0.00003
 8955683 4840  86 -0.05 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9025029 4770  87 -0.08 0.06     1.38     0.13     0.10    10.92     0.42     0.28     2.498     0.010     0.011     0.00105     0.00003     0.00003
 9024667 4406  76  0.19 0.05     1.00     0.19     0.11    11.71     0.77     0.53     2.310     0.020     0.018     0.00063     0.00003     0.00003
 9157260 4699  90 -0.16 0.06     0.92     0.10     0.10     3.67     0.18     0.18     3.274     0.009     0.009     0.01865     0.00095     0.00096
 9220076 4611  86 -0.05 0.06     1.00     0.15     0.10    10.25     0.64     0.42     2.421     0.012     0.012     0.00093     0.00004     0.00005
 9344639 4046  92 -0.20 0.06     1.00     0.38     0.17    25.11     2.88     1.40     1.642     0.042     0.022     0.00006     0.00000     0.00000
 9406596 4444  73  0.27 0.05     1.17     0.14     0.14    11.15     0.54     0.54     2.410     0.012     0.013     0.00084     0.00003     0.00003
 9283816 4686  85 -0.02 0.06     1.38     0.16     0.17    10.57     0.44     0.52     2.530     0.011     0.011     0.00117     0.00005     0.00004
 9283918 4755  78  0.14 0.05     1.96     0.23     0.18    11.44     0.53     0.43     2.615     0.011     0.011     0.00131     0.00004     0.00004
 9026209 4097  77  0.17 0.05     1.42     0.19     0.39    24.33     1.07     2.50     1.814     0.026     0.037     0.00010     0.00000     0.00000
 9025882 4494  74  0.24 0.05     1.03     0.17     0.13    10.29     0.69     0.57     2.427     0.011     0.011     0.00094     0.00004     0.00005
 9346288 4435  84 -0.01 0.06     1.31     0.18     0.17    12.98     0.66     0.65     2.327     0.015     0.016     0.00060     0.00002     0.00002
 9408590 4721  84 -0.01 0.06     1.67     0.25     0.19    11.40     0.66     0.48     2.545     0.016     0.017     0.00112     0.00004     0.00004
 9346602 4813  85 -0.04 0.06     2.23     0.24     0.22    11.74     0.52     0.46     2.647     0.011     0.011     0.00138     0.00004     0.00004
 9469165 4806 110 -0.66 0.08     0.83     0.10     0.06     9.85     0.41     0.30     2.375     0.013     0.013     0.00088     0.00003     0.00003
 9408361 4936  77  0.18 0.05     2.84     0.28     0.33    12.25     0.47     0.53     2.714     0.013     0.015     0.00154     0.00004     0.00004
 9159227 4421  74  0.26 0.05     1.00     0.15     0.08    10.92     0.56     0.34     2.366     0.016     0.013     0.00077     0.00002     0.00002
 9222389 4543  90 -0.16 0.06     1.38     0.19     0.17    12.54     0.61     0.60     2.382     0.016     0.016     0.00070     0.00002     0.00002
 9027245 4493  94 -0.26 0.06     1.09     0.11     0.12     8.81     0.37     0.40     2.585     0.011     0.011     0.00160     0.00005     0.00005
 9409513 5007  82  0.05 0.05     2.36     0.38     0.22    10.61     0.64     0.40     2.763     0.012     0.012     0.00198     0.00006     0.00007
 9027871 4491  78  0.14 0.05     1.72     0.21     0.17    11.97     0.60     0.53     2.517     0.013     0.013     0.00100     0.00003     0.00003
 9349690 3998  79  0.11 0.05     1.39     0.13     0.36    32.74     1.10     4.08     1.553     0.020     0.020     0.00004     0.00000     0.00000
 9349632 4915  76  0.20 0.05     2.34     0.17     0.30     8.91     0.27     0.43     2.901     0.012     0.013     0.00328     0.00009     0.00009
 9350701 4868  81  0.07 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9350031 4516  99 -0.38 0.07     1.02     0.10     0.09     8.22     0.35     0.29     2.615     0.010     0.009     0.00183     0.00005     0.00006
 9411366 4809  89 -0.14 0.06     1.61     0.19     0.18    10.53     0.48     0.49     2.598     0.012     0.012     0.00137     0.00005     0.00005
 9163153 4525  70  0.34 0.04     1.10     0.11     0.09     5.03     0.20     0.18     3.076     0.010     0.010     0.00863     0.00023     0.00025
 9226335 4909  70  0.34 0.04     3.18     0.25     0.36    14.15     0.43     0.62     2.639     0.013     0.017     0.00112     0.00003     0.00003
 9226481 4423  78  0.13 0.05     1.29     0.14     0.13    10.88     0.47     0.47     2.474     0.012     0.013     0.00100     0.00003     0.00003
 9100325 4085  88 -0.12 0.06     1.49     0.16     0.43    31.00     0.97     3.66     1.627     0.024     0.037     0.00005     0.00000     0.00000
 9228469 4842  96 -0.31 0.07     1.32     0.14     0.12     6.59     0.25     0.25     2.923     0.011     0.012     0.00464     0.00012     0.00013
 9100444 4616  72  0.29 0.04     1.55     0.24     0.15    10.28     0.58     0.42     2.606     0.014     0.012     0.00143     0.00004     0.00004
 9163785 4619  90 -0.15 0.06     1.53     0.18     0.17    10.71     0.49     0.46     2.562     0.011     0.011     0.00124     0.00005     0.00005
 9351617 4667  84 -0.01 0.06     1.36     0.14     0.13    10.92     0.43     0.37     2.493     0.012     0.013     0.00104     0.00003     0.00003
 9474021 3915 101 -0.44 0.07     1.39     0.47     0.43    49.51     9.04     9.36     1.198     0.018     0.018     0.00001     0.00000     0.00000
 9351186 4558  80  0.10 0.05     1.28     0.20     0.17    11.58     0.76     0.66     2.418     0.013     0.014     0.00082     0.00004     0.00004
 9414068 4327 108 -0.61 0.08     1.01     0.17     0.14    19.00     1.14     0.96     1.883     0.018     0.017     0.00015     0.00001     0.00001
 9414102 4442  67  0.42 0.04     1.48     0.19     0.17    12.08     0.57     0.53     2.445     0.014     0.015     0.00084     0.00003     0.00002
 9291624 4436  70  0.35 0.04     1.14     0.13     0.12    10.85     0.48     0.45     2.425     0.012     0.011     0.00089     0.00003     0.00003
 9166023 4141  71  0.31 0.04     1.20     0.14     0.15    15.57     0.69     0.75     2.133     0.015     0.016     0.00032     0.00001     0.00001
 9034557 4589  75  0.21 0.05     1.63     0.20     0.17    11.66     0.54     0.47     2.514     0.014     0.014     0.00102     0.00003     0.00003
 9229601 4857  86 -0.05 0.06     1.67     0.15     0.09    11.10     0.45     0.21     2.567     0.010     0.010     0.00121     0.00003     0.00003
 9292408 4496  73  0.26 0.05     1.30     0.33     0.30    12.56     1.15     1.11     2.354     0.029     0.028     0.00066     0.00003     0.00003
 9291249 4516  78  0.15 0.05     1.55     0.15     0.14    11.06     0.44     0.44     2.539     0.011     0.011     0.00114     0.00003     0.00003
 9291830 4872  82  0.04 0.05     2.11     0.33     0.22    12.61     0.68     0.53     2.565     0.013     0.013     0.00106     0.00003     0.00003
 9291976 4523  83  0.01 0.05     0.99     0.09     0.07    10.52     0.40     0.28     2.387     0.010     0.009     0.00084     0.00002     0.00002
 9292180 4483  74  0.24 0.05     1.32     0.23     0.20     9.34     0.57     0.53     2.614     0.024     0.023     0.00160     0.00005     0.00005
 9353187 4841  78  0.13 0.05     2.20     0.26     0.31     9.74     0.42     0.51     2.799     0.015     0.016     0.00237     0.00008     0.00008
 9475697 4635  80  0.09 0.05     1.16     0.13     0.11     6.02     0.24     0.23     2.944     0.013     0.013     0.00533     0.00014     0.00014
 9353531 4568  92 -0.20 0.06     0.92     0.07     0.06    10.34     0.33     0.25     2.371     0.009     0.009     0.00082     0.00002     0.00002
 8564559 4693  86 -0.06 0.06     1.44     0.17     0.17    10.63     0.41     0.47     2.543     0.014     0.014     0.00120     0.00004     0.00003
 8693004 4508  85 -0.03 0.06     1.73     0.20     0.17    13.39     0.64     0.58     2.423     0.011     0.011     0.00072     0.00003     0.00003
 8693018 4910  78  0.15 0.05     2.31     0.27     0.23     9.49     0.44     0.39     2.850     0.011     0.011     0.00272     0.00009     0.00010
 8628585 4563  79  0.11 0.05     1.28     0.12     0.11    11.12     0.40     0.41     2.451     0.010     0.010     0.00093     0.00003     0.00003
 8757215 4655  85 -0.04 0.06     1.04     0.13     0.11    10.12     0.52     0.47     2.443     0.010     0.010     0.00100     0.00004     0.00004
 8822689 4820  83  0.03 0.05     2.10     0.18     0.20    11.45     0.41     0.43     2.640     0.012     0.011     0.00139     0.00004     0.00004
 8957543 4514  74  0.26 0.05     1.50     0.26     0.22    11.90     0.74     0.67     2.461     0.019     0.019     0.00089     0.00004     0.00004
 8822878 4527  76  0.21 0.05     1.28     0.18     0.17    11.16     0.57     0.57     2.450     0.018     0.018     0.00092     0.00003     0.00003
 8758700 4643  93 -0.24 0.06     0.98     0.09     0.08    10.51     0.39     0.35     2.385     0.011     0.010     0.00084     0.00002     0.00002
 8824452 4490  97 -0.34 0.07     1.10     0.13     0.13     8.67     0.44     0.44     2.603     0.011     0.011     0.00169     0.00007     0.00007
 8824264 4637  89 -0.14 0.06     1.02     0.17     0.11    10.28     0.60     0.42     2.424     0.019     0.015     0.00094     0.00003     0.00003
 8890410 4888  78  0.16 0.05     2.19     0.36     0.23    11.08     0.64     0.41     2.689     0.016     0.013     0.00160     0.00004     0.00004
 8565016 4467  77  0.17 0.05     1.21     0.15     0.14     8.42     0.43     0.39     2.670     0.012     0.012     0.00203     0.00008     0.00008
 9028511 4608  93 -0.23 0.06     0.90     0.08     0.04    10.24     0.35     0.21     2.373     0.010     0.009     0.00084     0.00002     0.00002
 9028321 4510  79  0.13 0.05     1.47     0.15     0.13    10.62     0.45     0.42     2.554     0.012     0.011     0.00123     0.00004     0.00004
 8959259 4575  73  0.27 0.05     1.62     0.16     0.16     8.64     0.34     0.34     2.775     0.011     0.012     0.00251     0.00007     0.00007
 8759811 4855  83  0.02 0.05     1.88     0.11     0.34    10.89     0.28     0.86     2.635     0.013     0.015     0.00147     0.00006     0.00005
 8759746 4765  82  0.05 0.05     1.61     0.10     0.26    11.01     0.21     0.81     2.564     0.011     0.013     0.00124     0.00005     0.00004
 8759207 4976  88 -0.09 0.06     1.67     0.20     0.19     8.36     0.43     0.41     2.817     0.011     0.011     0.00286     0.00012     0.00012
 9028697 4532  83  0.03 0.05     1.29     0.11     0.11     8.76     0.32     0.32     2.664     0.009     0.009     0.00193     0.00006     0.00006
 8825444 4964  79  0.12 0.05     2.75     0.35     0.27    10.58     0.43     0.45     2.833     0.013     0.014     0.00235     0.00006     0.00006
 9029195 4610  78  0.13 0.05     1.19     0.24     0.19     9.94     0.85     0.69     2.519     0.011     0.011     0.00121     0.00007     0.00008
 8826079 4766  97 -0.34 0.07     0.99     0.10     0.10    10.12     0.43     0.42     2.420     0.011     0.011     0.00095     0.00003     0.00003
 9029603 4860  71  0.31 0.04     1.87     0.17     0.16     6.67     0.25     0.25     3.062     0.010     0.010     0.00632     0.00017     0.00018
 8962844 4617  83  0.03 0.05     1.40     0.13     0.15    10.86     0.42     0.49     2.511     0.011     0.013     0.00109     0.00003     0.00003
 8962923 4930  87 -0.07 0.06     2.13     0.21     0.26     9.42     0.34     0.44     2.817     0.012     0.014     0.00255     0.00007     0.00007
 8827646 4702  95 -0.29 0.07     1.17     0.13     0.12    11.05     0.51     0.47     2.419     0.011     0.011     0.00086     0.00003     0.00003
 8827934 4791  77  0.18 0.05     1.99     0.15     0.34    10.81     0.30     0.71     2.666     0.015     0.020     0.00158     0.00004     0.00004
 8761471 4620  83  0.03 0.05     1.24     0.24     0.23    10.60     0.66     0.74     2.479     0.025     0.024     0.00104     0.00003     0.00003
 8826496 4827  87 -0.08 0.06     1.55     0.11     0.12    10.98     0.35     0.34     2.544     0.009     0.009     0.00117     0.00003     0.00003
 9032691 4696  87 -0.08 0.06     1.23     0.14     0.13    11.01     0.50     0.49     2.444     0.011     0.012     0.00092     0.00003     0.00003
 8964218 4310  74  0.25 0.05     1.26     0.13     0.12    12.08     0.48     0.46     2.375     0.011     0.012     0.00072     0.00002     0.00002
 9658002 4381  86 -0.06 0.06     1.09     0.14     0.13    10.55     0.52     0.48     2.430     0.014     0.014     0.00093     0.00003     0.00003
 9780183 4550  83  0.01 0.05     1.05     0.11     0.09    11.04     0.47     0.40     2.375     0.011     0.011     0.00078     0.00002     0.00002
 9839918 4572  73  0.27 0.05     1.23     0.34     0.26     9.56     1.12     0.88     2.567     0.013     0.013     0.00140     0.00014     0.00015
 9839246 4628  78  0.15 0.05     1.54     0.14     0.15    11.04     0.39     0.47     2.540     0.010     0.011     0.00115     0.00004     0.00003
 9597214 4780  87 -0.07 0.06     1.53     0.15     0.13    10.98     0.45     0.36     2.537     0.011     0.012     0.00114     0.00003     0.00003
 9536330 4423  84 -0.01 0.06     1.64     0.18     0.17    15.92     0.70     0.68     2.247     0.012     0.012     0.00041     0.00001     0.00001
 9658793 4538  93 -0.24 0.06     1.28     0.14     0.14    10.51     0.46     0.43     2.499     0.012     0.012     0.00110     0.00004     0.00004
 9658072 4376  69  0.37 0.04     1.01     0.10     0.05    11.42     0.44     0.26     2.331     0.010     0.009     0.00068     0.00002     0.00002
 9597524 4558  78  0.14 0.05     1.30     0.15     0.14    11.01     0.46     0.46     2.469     0.013     0.014     0.00098     0.00003     0.00003
 9535050 4807  85 -0.02 0.06     1.82     0.19     0.18    11.75     0.51     0.51     2.557     0.011     0.011     0.00112     0.00003     0.00004
 9535399 4442  74  0.25 0.05     1.28     0.14     0.13     8.88     0.35     0.36     2.648     0.013     0.013     0.00183     0.00005     0.00005
 9534934 4532 107 -0.58 0.08     0.92     0.15     0.09     8.50     0.50     0.29     2.545     0.019     0.015     0.00150     0.00004     0.00004
 9412408 4838  90 -0.16 0.06     1.06     0.13     0.12    10.29     0.51     0.46     2.439     0.012     0.011     0.00097     0.00003     0.00003
 9596639 4565  83  0.03 0.05     1.13     0.14     0.13    11.45     0.54     0.52     2.375     0.014     0.013     0.00076     0.00003     0.00003
 9718024 4778 102 -0.47 0.07     1.14     0.14     0.11    10.76     0.54     0.46     2.429     0.011     0.012     0.00091     0.00003     0.00003
 9838978 4571  86 -0.05 0.06     1.07     0.11     0.10    10.67     0.45     0.42     2.409     0.010     0.010     0.00088     0.00003     0.00003
 9778288 4795  79  0.13 0.05     2.31     0.22     0.20    11.65     0.45     0.38     2.667     0.010     0.010     0.00145     0.00004     0.00004
 9596106 4444  94 -0.27 0.06     1.45     0.19     0.17    15.50     0.74     0.72     2.217     0.015     0.015     0.00039     0.00001     0.00001
 9472481 4870  89 -0.14 0.06     2.31     0.30     0.28    11.29     0.58     0.58     2.697     0.014     0.014     0.00161     0.00006     0.00006
 9472076 4717  79  0.12 0.05     1.37     0.14     0.12     6.21     0.25     0.24     2.991     0.010     0.010     0.00576     0.00016     0.00017
 9777536 4578  79  0.11 0.05     1.50     0.13     0.12    10.76     0.39     0.37     2.549     0.010     0.010     0.00120     0.00003     0.00003
 9716866 4427  86 -0.06 0.06     1.23     0.14     0.14    11.67     0.56     0.55     2.391     0.012     0.013     0.00077     0.00003     0.00003
 9656523 4465  76  0.18 0.05     1.08     0.18     0.14    10.66     0.68     0.52     2.414     0.019     0.017     0.00089     0.00003     0.00003
 9470276 4636  84 -0.02 0.06     1.37     0.14     0.13     7.96     0.31     0.31     2.771     0.012     0.012     0.00271     0.00007     0.00008
 9470055 4173  85 -0.04 0.06     1.39     0.35     0.30    24.90     2.01     2.03     1.790     0.030     0.032     0.00009     0.00000     0.00000
 9532518 4636  93 -0.22 0.06     0.98     0.17     0.11    10.44     0.62     0.38     2.392     0.021     0.016     0.00086     0.00003     0.00003
 9471284 4697  80  0.09 0.05     1.55     0.22     0.19    11.56     0.60     0.54     2.503     0.016     0.016     0.00101     0.00003     0.00003
 9655101 5034  85 -0.04 0.06     2.55     0.31     0.37     9.05     0.39     0.45     2.932     0.018     0.022     0.00345     0.00010     0.00010
 9775927 4973  89 -0.14 0.06     2.17     0.24     0.24     8.23     0.35     0.35     2.944     0.012     0.013     0.00390     0.00012     0.00012
 9716522 4886  83  0.02 0.05     2.38     0.30     0.25    12.27     0.59     0.53     2.637     0.013     0.012     0.00129     0.00004     0.00004
