# Uncorrected
# names=['KIC', 'Teff1', 'e_Teff1', '[M/H]1', 'e_[M/H]1', 'M1', 'E_M1', 'e_M1', 'R1', 'E_R1', 'e_R1', 'log.g1', 'E_log.g1', 'e_log.g1', 'rho1', 'E_rho1', 'e_rho1']
11083701 4533  85 -0.02 0.06     1.11     0.16     0.13    11.12     0.67     0.58     2.391     0.013     0.012     0.00081     0.00004     0.00004
11084022 4514  86 -0.05 0.06     1.43     0.16     0.16    10.61     0.47     0.45     2.540     0.013     0.013     0.00119     0.00004     0.00004
11029423 4540  87 -0.07 0.06     1.13     0.12     0.11     7.29     0.30     0.29     2.763     0.011     0.011     0.00290     0.00009     0.00009
11083613 4618 105 -0.52 0.07     0.89     0.15     0.07     5.98     0.32     0.17     2.836     0.017     0.013     0.00416     0.00012     0.00012
11029396 4492  81  0.08 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
11296211 4490 107 -0.58 0.08     1.05     0.10     0.10    10.50     0.41     0.40     2.415     0.011     0.011     0.00090     0.00003     0.00003
11243761 4154  94 -0.25 0.06     1.06     0.25     0.17    20.20     1.61     1.17     1.851     0.027     0.021     0.00013     0.00001     0.00001
11083319 5052  95 -0.28 0.07     2.71     0.37     0.71    14.09     0.67     1.42     2.572     0.021     0.042     0.00097     0.00003     0.00003
11136854 5000  82  0.04 0.05     2.51     0.27     0.26     9.52     0.42     0.37     2.879     0.014     0.015     0.00290     0.00008     0.00008
11136578 4579  81  0.06 0.05     1.07     0.16     0.12     6.62     0.36     0.27     2.825     0.018     0.015     0.00368     0.00011     0.00011
11136139 4471  93 -0.24 0.06     1.09     0.21     0.18    10.27     0.66     0.60     2.455     0.023     0.022     0.00101     0.00003     0.00003
11135910 4510 105 -0.53 0.07     1.10     0.13     0.11    11.42     0.55     0.52     2.365     0.011     0.011     0.00074     0.00003     0.00003
11189432 4496  86 -0.06 0.06     1.22     0.15     0.14     9.01     0.42     0.40     2.614     0.014     0.014     0.00166     0.00005     0.00005
11242934 4516  81  0.06 0.05     1.13     0.12     0.11    11.31     0.52     0.46     2.382     0.011     0.011     0.00078     0.00003     0.00003
11135168 4835  84 -0.01 0.06     1.56     0.10     0.13    10.99     0.28     0.37     2.550     0.010     0.011     0.00118     0.00004     0.00003
11188067 4542  78  0.13 0.05     1.25     0.13     0.13    10.75     0.43     0.45     2.471     0.011     0.012     0.00101     0.00003     0.00003
11134982 4782  79  0.12 0.05     1.58     0.14     0.15     7.29     0.25     0.27     2.911     0.010     0.012     0.00407     0.00010     0.00010
11135286 4492  74  0.24 0.05     1.32     0.16     0.15    11.19     0.50     0.51     2.461     0.014     0.015     0.00094     0.00003     0.00003
11188479 4301  92 -0.21 0.06     1.00     0.18     0.11    14.16     0.92     0.62     2.137     0.019     0.016     0.00035     0.00001     0.00001
11081838 4452  79  0.12 0.05     1.01     0.14     0.07    10.96     0.55     0.31     2.367     0.016     0.013     0.00077     0.00002     0.00002
11027005 4760  82  0.05 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
11027708 4029  92 -0.21 0.06     1.16     0.58     0.28    40.78     7.38     3.60     1.276     0.044     0.036     0.00002     0.00000     0.00000
11027337 4407  86 -0.06 0.06     1.24     0.13     0.13    11.43     0.47     0.49     2.414     0.012     0.013     0.00083     0.00002     0.00002
11081517 4624  83  0.02 0.05     1.53     0.22     0.21    11.94     0.73     0.72     2.468     0.012     0.013     0.00090     0.00005     0.00005
11293804 4418  85 -0.02 0.06     1.18     0.13     0.12    11.13     0.50     0.48     2.418     0.012     0.012     0.00086     0.00003     0.00003
11241927 4371  82  0.04 0.05     1.54     0.19     0.17    14.70     0.67     0.65     2.290     0.015     0.016     0.00048     0.00001     0.00001
11294218 4318  85 -0.04 0.06     1.32     0.15     0.14    15.92     0.74     0.68     2.154     0.011     0.011     0.00033     0.00001     0.00001
11294409 4549  84 -0.02 0.06     1.03     0.11     0.09    10.70     0.46     0.39     2.394     0.011     0.011     0.00084     0.00003     0.00003
11134608 4147  89 -0.13 0.06     1.34     0.17     0.26    24.22     0.95     1.90     1.798     0.020     0.024     0.00010     0.00000     0.00000
11133969 4508  94 -0.27 0.06     1.20     0.15     0.14    11.79     0.58     0.57     2.374     0.014     0.014     0.00073     0.00003     0.00003
11026472 4821  78  0.14 0.05     1.79     0.23     0.21     8.18     0.41     0.39     2.864     0.012     0.013     0.00326     0.00012     0.00011
11080937 4388  79  0.11 0.05     1.17     0.28     0.21    14.35     1.11     0.90     2.194     0.029     0.025     0.00040     0.00002     0.00002
10792949 4590  71  0.32 0.04     1.63     0.21     0.24    11.23     0.51     0.66     2.549     0.019     0.021     0.00115     0.00003     0.00003
10857953 4482  79  0.12 0.05     1.01     0.16     0.09    10.46     0.59     0.41     2.406     0.015     0.013     0.00088     0.00003     0.00003
10971893 4503  75  0.23 0.05     1.12     0.15     0.15    10.54     0.57     0.59     2.441     0.010     0.011     0.00096     0.00004     0.00004
10972288 4426  70  0.34 0.04     1.26     0.13     0.12     8.27     0.32     0.31     2.703     0.011     0.012     0.00223     0.00007     0.00007
11612320 4164  93 -0.24 0.06     1.14     0.18     0.15    21.18     1.29     1.13     1.843     0.017     0.016     0.00012     0.00001     0.00001
11612171 4587  78  0.15 0.05     1.47     0.24     0.21    11.94     0.73     0.68     2.452     0.015     0.015     0.00087     0.00004     0.00004
11612603 4546  84 -0.01 0.06     1.07     0.12     0.11     6.68     0.31     0.28     2.820     0.011     0.011     0.00361     0.00013     0.00013
11663387 4505  83  0.02 0.05     1.07     0.15     0.12    10.54     0.55     0.46     2.420     0.017     0.015     0.00091     0.00003     0.00003
11509207 4531  98 -0.35 0.07     1.05     0.17     0.14     8.48     0.48     0.42     2.604     0.020     0.017     0.00173     0.00005     0.00005
11509608 4548 117 -0.83 0.08     1.11     0.13     0.11    10.65     0.50     0.46     2.430     0.012     0.011     0.00092     0.00003     0.00003
11509277 4686  78  0.16 0.05     1.64     0.23     0.14    11.25     0.56     0.31     2.551     0.016     0.016     0.00115     0.00003     0.00003
11560939 4849  84  0.00 0.05     1.40     0.19     0.17     5.44     0.27     0.26     3.112     0.017     0.017     0.00868     0.00025     0.00025
11561379 4714  95 -0.29 0.07     1.10     0.10     0.10     6.49     0.24     0.24     2.853     0.010     0.010     0.00401     0.00011     0.00011
11560465 4464  89 -0.12 0.06     1.09     0.13     0.12     8.12     0.40     0.35     2.658     0.012     0.013     0.00204     0.00007     0.00007
11456449 4776  83  0.02 0.05     1.56     0.14     0.14     6.87     0.26     0.25     2.956     0.010     0.010     0.00480     0.00012     0.00013
11508970 4776  89 -0.14 0.06     1.38     0.28     0.27    11.79     0.91     0.93     2.437     0.021     0.023     0.00085     0.00004     0.00004
11612200 4799  96 -0.30 0.07     0.96     0.08     0.09    10.17     0.47     0.43     2.402     0.012     0.013     0.00090     0.00005     0.00005
11559818 4407  69  0.38 0.04 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
11403437 4602  85 -0.04 0.06     1.05     0.10     0.10    10.40     0.41     0.39     2.426     0.010     0.010     0.00093     0.00003     0.00003
11351140 4666  97 -0.32 0.07     1.00     0.14     0.12    10.34     0.53     0.46     2.411     0.015     0.014     0.00091     0.00003     0.00003
11350954 4522  92 -0.22 0.06     1.94     0.21     0.22    18.07     0.83     0.84     2.211     0.013     0.014     0.00033     0.00001     0.00001
11455925 4631  93 -0.23 0.06     0.88     0.08     0.04    10.06     0.35     0.24     2.384     0.010     0.010     0.00088     0.00003     0.00003
11403918 4484  77  0.18 0.05     1.19     0.13     0.11     7.63     0.31     0.30     2.748     0.011     0.013     0.00267     0.00008     0.00008
11559645 4578  94 -0.25 0.06     1.49     0.21     0.20    14.20     0.71     0.71     2.308     0.017     0.018     0.00052     0.00002     0.00002
11661782 4739  96 -0.30 0.07     1.62     0.18     0.15     9.60     0.42     0.38     2.683     0.011     0.011     0.00183     0.00007     0.00007
11559478 4869  96 -0.31 0.07     1.48     0.19     0.18    11.82     0.57     0.55     2.462     0.015     0.015     0.00090     0.00003     0.00003
11455176 4790  93 -0.22 0.06     1.23     0.15     0.15    10.81     0.48     0.51     2.461     0.016     0.017     0.00098     0.00003     0.00003
11403129 4621  72  0.31 0.04     2.00     0.25     0.25    12.83     0.60     0.61     2.522     0.015     0.016     0.00095     0.00003     0.00003
11453905 4391  93 -0.23 0.06     1.27     0.21     0.19    16.36     0.94     0.92     2.113     0.020     0.020     0.00029     0.00001     0.00001
11401466 4744  89 -0.13 0.06     1.28     0.14     0.13    11.10     0.53     0.48     2.453     0.011     0.011     0.00093     0.00003     0.00003
11506212 4417  80  0.10 0.05     1.20     0.13     0.13    10.64     0.47     0.48     2.464     0.012     0.012     0.00100     0.00003     0.00003
11453627 4538  86 -0.06 0.06     0.94     0.11     0.06    10.37     0.44     0.29     2.385     0.011     0.010     0.00085     0.00003     0.00003
11349490 4709  87 -0.07 0.06     1.23     0.11     0.10     5.67     0.20     0.20     3.019     0.009     0.010     0.00671     0.00019     0.00018
11349014 4725 106 -0.55 0.07     1.01     0.19     0.15    10.70     0.82     0.65     2.381     0.020     0.019     0.00082     0.00005     0.00005
11295851 5004  84 -0.01 0.06     2.30     0.17     0.28     9.05     0.28     0.44     2.884     0.010     0.012     0.00310     0.00009     0.00009
11295350 4602  91 -0.17 0.06     1.19     0.18     0.16    12.85     0.81     0.75     2.295     0.013     0.014     0.00056     0.00003     0.00003
11295720 4583  86 -0.06 0.06     1.38     0.15     0.14     9.54     0.40     0.39     2.618     0.012     0.013     0.00159     0.00005     0.00005
 9517003 4238 102 -0.47 0.07     0.95     0.27     0.13    21.12     1.91     0.94     1.768     0.031     0.020     0.00010     0.00000     0.00000
 9760904 4707  98 -0.34 0.07     1.08     0.21     0.17    11.07     0.91     0.79     2.383     0.016     0.015     0.00080     0.00005     0.00006
 9700899 4537  84 -0.01 0.05     1.23     0.19     0.17    11.32     0.67     0.62     2.417     0.016     0.017     0.00084     0.00003     0.00003
 9821622 4720  98 -0.35 0.07     1.65     0.25     0.21     9.45     0.59     0.54     2.705     0.011     0.012     0.00196     0.00012     0.00011
 9761625 4307  92 -0.22 0.06     1.44     0.18     0.16    23.71     1.17     1.11     1.846     0.012     0.012     0.00011     0.00000     0.00000
 9821783 4862  92 -0.21 0.06     1.21     0.15     0.15    10.88     0.55     0.54     2.446     0.013     0.015     0.00094     0.00003     0.00003
 9881628 4724  99 -0.39 0.07     0.86     0.08     0.05    10.21     0.32     0.26     2.361     0.011     0.010     0.00082     0.00003     0.00003
 9456153 4820  96 -0.30 0.07     1.05     0.11     0.09    10.39     0.45     0.41     2.427     0.010     0.010     0.00094     0.00003     0.00003
 9517542 4415  88 -0.10 0.06     1.15     0.15     0.13    14.19     0.71     0.64     2.194     0.014     0.014     0.00040     0.00001     0.00001
 9517698 4676  82  0.03 0.05     1.43     0.11     0.18    10.87     0.28     0.61     2.522     0.011     0.012     0.00113     0.00004     0.00003
 9579328 4440  66  0.45 0.04 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9882766 4896  87 -0.08 0.06     1.39     0.14     0.13     5.32     0.21     0.21     3.130     0.011     0.011     0.00926     0.00025     0.00025
 9882550 4758  87 -0.08 0.06     1.17     0.14     0.14    10.50     0.48     0.51     2.464     0.012     0.012     0.00101     0.00003     0.00003
 9883123 4784  88 -0.09 0.06     1.45     0.15     0.14     7.31     0.29     0.28     2.871     0.012     0.012     0.00370     0.00010     0.00009
 9702057 4457  80  0.09 0.05     1.00     0.12     0.07    11.31     0.51     0.33     2.332     0.013     0.011     0.00069     0.00002     0.00002
 9883214 4558  93 -0.24 0.06     0.91     0.13     0.06    10.56     0.52     0.29     2.353     0.017     0.014     0.00077     0.00003     0.00003
 9762752 4376  74  0.24 0.05     1.40     0.22     0.20    11.98     0.67     0.66     2.428     0.019     0.020     0.00082     0.00003     0.00003
 9641246 4632  85 -0.03 0.06     1.24     0.12     0.11    10.87     0.42     0.43     2.460     0.010     0.011     0.00097     0.00003     0.00003
 9579860 4534  94 -0.25 0.06     1.03     0.10     0.09     8.09     0.33     0.29     2.632     0.010     0.009     0.00193     0.00006     0.00006
 9640886 4378  78  0.15 0.05     1.23     0.12     0.12    11.27     0.43     0.44     2.425     0.011     0.011     0.00086     0.00003     0.00003
 9518506 4846  84 -0.00 0.05     1.74     0.12     0.31    11.00     0.31     0.87     2.598     0.011     0.017     0.00134     0.00005     0.00005
 9580171 4354  89 -0.12 0.06     1.10     0.13     0.11    13.40     0.58     0.55     2.226     0.012     0.012     0.00046     0.00001     0.00001
 9580407 4538  92 -0.21 0.06     0.88     0.07     0.05    10.16     0.32     0.28     2.378     0.012     0.012     0.00085     0.00003     0.00003
 9641772 4571  82  0.04 0.05     1.17     0.12     0.11    10.85     0.43     0.43     2.436     0.011     0.012     0.00092     0.00003     0.00003
 9518802 4961  87 -0.07 0.06     2.44     0.27     0.30     9.48     0.46     0.45     2.870     0.013     0.014     0.00285     0.00010     0.00010
 9641484 4585  87 -0.09 0.06     1.28     0.13     0.12    11.14     0.47     0.43     2.451     0.011     0.011     0.00092     0.00003     0.00003
 9580991 4824  88 -0.11 0.06     1.93     0.19     0.25    10.29     0.45     0.51     2.695     0.012     0.013     0.00176     0.00006     0.00006
 9763419 4546  83  0.02 0.05     1.06     0.12     0.10    10.61     0.44     0.41     2.414     0.013     0.012     0.00089     0.00003     0.00003
 9702841 4558  79  0.13 0.05     1.45     0.21     0.18    11.39     0.58     0.55     2.488     0.017     0.018     0.00098     0.00003     0.00003
 9763796 4781  94 -0.26 0.06     1.08     0.12     0.10     5.06     0.21     0.19     3.066     0.011     0.011     0.00839     0.00024     0.00023
 9824971 4627  93 -0.22 0.06     0.96     0.15     0.10    12.12     0.65     0.45     2.254     0.020     0.016     0.00054     0.00002     0.00002
 9581445 4562  77  0.18 0.05     1.62     0.17     0.16     9.65     0.40     0.38     2.679     0.011     0.011     0.00181     0.00006     0.00006
 9704258 4521 107 -0.58 0.08     0.99     0.12     0.11     8.05     0.43     0.37     2.621     0.011     0.011     0.00189     0.00007     0.00008
 9764708 4508  84 -0.00 0.05     1.87     0.18     0.18    14.48     0.62     0.62     2.388     0.011     0.012     0.00062     0.00002     0.00002
 9825039 4936  86 -0.05 0.06     1.78     0.23     0.21     7.69     0.37     0.35     2.915     0.015     0.014     0.00391     0.00012     0.00012
 9704676 4547  91 -0.17 0.06     1.33     0.15     0.15    10.77     0.49     0.49     2.498     0.011     0.011     0.00107     0.00004     0.00004
 9644558 4973  98 -0.36 0.07     2.92     0.90     2.07    18.37     3.10     8.12     2.370     0.021     0.022     0.00048     0.00032     0.00012
 9583430 4881  73  0.28 0.04     2.35     0.20     0.28     8.93     0.30     0.39     2.904     0.013     0.014     0.00329     0.00009     0.00009
 9946773 4887 110 -0.66 0.08     1.84     0.90     0.78    14.49     3.41     3.31     2.374     0.030     0.031     0.00060     0.00017     0.00014
 9705636 4514  76  0.19 0.05     1.10     0.12     0.12    10.81     0.50     0.48     2.413     0.010     0.010     0.00087     0.00003     0.00003
 9705687 4938  93 -0.24 0.06     1.98     0.22     0.21     9.51     0.42     0.42     2.779     0.012     0.011     0.00231     0.00007     0.00008
 9825822 3955  76  0.20 0.05     1.04     0.16     0.10    25.29     1.19     1.05     1.654     0.022     0.016     0.00006     0.00000     0.00000
 9704774 4713  83  0.01 0.05     1.25     0.20     0.19    11.13     0.69     0.67     2.442     0.018     0.020     0.00090     0.00003     0.00003
 9886274 4473 102 -0.46 0.07     1.14     0.14     0.12     9.75     0.49     0.45     2.518     0.011     0.011     0.00123     0.00005     0.00005
 9645099 4767  96 -0.30 0.07     1.02     0.12     0.09    10.76     0.54     0.45     2.382     0.011     0.011     0.00081     0.00003     0.00003
 9583720 4533  82  0.04 0.05     1.16     0.19     0.15     8.67     0.52     0.46     2.625     0.019     0.017     0.00177     0.00007     0.00007
 9706209 4682  95 -0.28 0.07     0.98     0.11     0.10    10.51     0.46     0.40     2.386     0.013     0.012     0.00084     0.00003     0.00003
 9706194 4454  89 -0.13 0.06     1.22     0.16     0.15    12.78     0.65     0.65     2.312     0.014     0.015     0.00059     0.00002     0.00002
 9706585 4670  96 -0.31 0.07     0.89     0.12     0.05    10.12     0.45     0.23     2.383     0.015     0.012     0.00087     0.00003     0.00003
 9767332 4934  79  0.13 0.05     2.25     0.22     0.22     8.19     0.35     0.30     2.961     0.011     0.012     0.00406     0.00013     0.00012
 9887199 4795  86 -0.07 0.06     1.25     0.13     0.13    10.81     0.45     0.44     2.467     0.011     0.012     0.00099     0.00003     0.00003
 9767051 4280  81  0.08 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9766517 4532  83  0.02 0.05     1.37     0.15     0.14    10.15     0.45     0.43     2.562     0.012     0.012     0.00131     0.00004     0.00004
 9887488 4561  83  0.01 0.05     1.04     0.18     0.11    10.48     0.61     0.41     2.415     0.020     0.015     0.00090     0.00003     0.00003
 9887555 4735 100 -0.40 0.07     0.86     0.07     0.05    10.20     0.30     0.25     2.361     0.010     0.009     0.00082     0.00002     0.00002
 9145861 4592  72  0.29 0.04     1.34     0.11     0.11     5.94     0.20     0.19     3.018     0.009     0.010     0.00640     0.00016     0.00016
 9145781 4808  82  0.05 0.05     1.16     0.16     0.14     4.06     0.24     0.21     3.285     0.012     0.012     0.01729     0.00080     0.00081
 9145955 4815  98 -0.35 0.07     1.27     0.12     0.12     5.76     0.23     0.22     3.019     0.009     0.010     0.00661     0.00021     0.00021
 9145952 4570  88 -0.10 0.06     1.08     0.11     0.10    10.61     0.43     0.41     2.418     0.011     0.011     0.00090     0.00003     0.00003
 9209471 4437 100 -0.41 0.07     1.03     0.13     0.12    11.85     0.56     0.52     2.302     0.014     0.014     0.00062     0.00002     0.00002
 9079904 4359  73  0.27 0.04     1.17     0.15     0.14    10.04     0.49     0.46     2.503     0.014     0.014     0.00116     0.00004     0.00004
 9395535 4405  96 -0.30 0.07     1.16     0.15     0.13    13.56     0.71     0.67     2.236     0.012     0.013     0.00046     0.00002     0.00002
 9332840 4572  78  0.14 0.05     1.33     0.14     0.16    10.78     0.42     0.51     2.497     0.014     0.015     0.00107     0.00003     0.00003
 9333290 4403  84 -0.01 0.06     1.32     0.15     0.14    14.08     0.60     0.59     2.261     0.013     0.014     0.00047     0.00001     0.00001
 9333501 4477 106 -0.57 0.08     1.08     0.14     0.11    11.77     0.57     0.50     2.328     0.013     0.013     0.00066     0.00002     0.00002
 9333184 4641  92 -0.21 0.06     1.02     0.12     0.10    10.49     0.48     0.41     2.407     0.013     0.013     0.00089     0.00003     0.00003
 9456598 4620  77  0.18 0.05     1.40     0.11     0.15    10.96     0.37     0.50     2.505     0.009     0.010     0.00107     0.00004     0.00003
 9396095 4579  91 -0.18 0.06     0.92     0.06     0.06    10.34     0.30     0.27     2.373     0.009     0.009     0.00083     0.00002     0.00002
 9456478 4359  87 -0.09 0.06     1.45     0.19     0.17    15.95     0.78     0.75     2.193     0.014     0.015     0.00036     0.00001     0.00001
 9146245 4503  77  0.18 0.05     1.64     0.18     0.16    10.29     0.42     0.42     2.628     0.013     0.012     0.00151     0.00004     0.00004
 9080445 4756  90 -0.15 0.06     1.40     0.15     0.13    11.11     0.49     0.45     2.491     0.011     0.011     0.00102     0.00003     0.00003
 9080175 4551 101 -0.43 0.07     1.07     0.11     0.10     8.80     0.35     0.35     2.576     0.011     0.011     0.00156     0.00005     0.00005
 9080407 4613  91 -0.18 0.06     1.39     0.23     0.21    10.45     0.58     0.57     2.542     0.018     0.019     0.00122     0.00005     0.00005
 9146423 4283  86 -0.05 0.06     1.47     0.16     0.17    16.82     0.73     0.75     2.152     0.013     0.014     0.00031     0.00001     0.00001
 9396363 4736  85 -0.03 0.06     1.44     0.14     0.24    10.85     0.30     0.89     2.530     0.014     0.015     0.00116     0.00006     0.00005
 9457108 4479  70  0.34 0.04     1.20     0.12     0.10     6.84     0.27     0.26     2.849     0.010     0.010     0.00377     0.00011     0.00011
 9012783 4395  77  0.17 0.05     1.38     0.24     0.23    11.60     0.68     0.68     2.447     0.021     0.022     0.00088     0.00003     0.00003
 9147335 4722  80  0.10 0.05     1.61     0.22     0.23    10.58     0.55     0.64     2.595     0.013     0.014     0.00136     0.00006     0.00006
 9335191 4630  86 -0.06 0.06     1.04     0.12     0.09    10.46     0.48     0.38     2.416     0.012     0.011     0.00091     0.00003     0.00003
 9211401 4652  88 -0.11 0.06     1.39     0.30     0.27    13.02     1.07     1.02     2.350     0.021     0.021     0.00063     0.00003     0.00003
 9273827 4963  94 -0.26 0.06     2.02     0.30     0.27     7.87     0.43     0.41     2.951     0.014     0.014     0.00414     0.00017     0.00017
 9334793 4642 100 -0.40 0.07     0.88     0.10     0.05    10.50     0.43     0.25     2.346     0.012     0.010     0.00077     0.00002     0.00002
 9520156 4661  87 -0.09 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9397110 4652  84 -0.01 0.06     1.41     0.20     0.17    11.24     0.60     0.55     2.487     0.015     0.016     0.00100     0.00003     0.00003
 9336090 4667  95 -0.28 0.06     1.03     0.11     0.10    10.46     0.44     0.43     2.412     0.012     0.012     0.00090     0.00003     0.00003
 9335570 4624  87 -0.07 0.06     1.31     0.18     0.17    11.03     0.58     0.58     2.469     0.016     0.017     0.00097     0.00003     0.00003
 9335518 4528  74  0.25 0.05     1.11     0.12     0.10     6.25     0.25     0.23     2.893     0.012     0.012     0.00456     0.00012     0.00012
 9335457 4656  78  0.13 0.05     0.99     0.11     0.06     3.84     0.15     0.09     3.268     0.011     0.009     0.01754     0.00047     0.00049
 9520755 4393  76  0.19 0.05     1.46     0.18     0.16    12.44     0.58     0.55     2.412     0.015     0.015     0.00076     0.00002     0.00002
 9582005 4571  83  0.03 0.05     1.29     0.25     0.22    12.31     0.82     0.81     2.370     0.022     0.023     0.00070     0.00002     0.00002
 9521461 4824  82  0.04 0.05     1.97     0.13     0.27    10.81     0.30     0.58     2.660     0.010     0.012     0.00155     0.00005     0.00005
 9643914 4790  94 -0.25 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
10268744 4502  76  0.21 0.05     1.36     0.26     0.24    12.07     0.83     0.83     2.407     0.023     0.024     0.00077     0.00003     0.00003
10202184 4746  95 -0.27 0.06     1.25     0.11     0.11     5.20     0.19     0.19     3.101     0.010     0.010     0.00887     0.00025     0.00025
10136291 4457  95 -0.28 0.07     1.05     0.12     0.11    10.46     0.46     0.43     2.420     0.011     0.011     0.00092     0.00003     0.00003
10071249 4686  95 -0.27 0.06     1.04     0.13     0.11    10.54     0.49     0.45     2.408     0.014     0.014     0.00089     0.00003     0.00003
10070717 4576  84 -0.01 0.06     1.00     0.13     0.08    10.38     0.50     0.35     2.408     0.013     0.011     0.00090     0.00003     0.00003
 9946074 4660 100 -0.41 0.07     1.15     0.14     0.13     7.84     0.37     0.36     2.709     0.015     0.015     0.00238     0.00007     0.00007
10006852 4974  86 -0.05 0.06     1.96     0.30     0.22     9.24     0.54     0.41     2.800     0.015     0.014     0.00248     0.00007     0.00007
10005966 4420  76  0.21 0.05     0.98     0.10     0.07    10.72     0.44     0.36     2.372     0.010     0.009     0.00080     0.00003     0.00003
 9946213 4706  91 -0.18 0.06     1.10     0.12     0.11     5.90     0.25     0.23     2.939     0.012     0.012     0.00538     0.00015     0.00015
10069277 4809 103 -0.48 0.07     1.16     0.16     0.14    12.01     0.63     0.60     2.342     0.015     0.015     0.00067     0.00003     0.00003
10068801 4205  85 -0.04 0.06     1.28     0.24     0.22    20.90     1.41     1.41     1.904     0.022     0.023     0.00014     0.00001     0.00001
10068810 4507  98 -0.35 0.07     1.08     0.10     0.10     8.84     0.33     0.36     2.579     0.010     0.010     0.00157     0.00005     0.00005
10069045 4539  88 -0.11 0.06     1.26     0.14     0.12     9.73     0.42     0.39     2.563     0.011     0.012     0.00137     0.00004     0.00004
 9945290 4575  81  0.08 0.05     1.13     0.14     0.13    10.29     0.50     0.51     2.465     0.012     0.011     0.00103     0.00003     0.00003
10004975 4083  93 -0.23 0.06     1.78     0.51     0.50    44.58     8.39     8.26     1.385     0.018     0.016     0.00002     0.00000     0.00000
10005422 4664 104 -0.52 0.07     0.86     0.10     0.06    10.51     0.45     0.34     2.332     0.011     0.011     0.00074     0.00003     0.00003
 9884818 4772  96 -0.30 0.07     1.11     0.14     0.13    10.43     0.48     0.46     2.446     0.015     0.015     0.00098     0.00003     0.00003
 9884319 4499  75  0.23 0.05     1.12     0.19     0.16    10.76     0.73     0.63     2.425     0.015     0.015     0.00090     0.00005     0.00005
10068556 4835  84  0.01 0.05     1.29     0.16     0.14     4.91     0.26     0.25     3.164     0.010     0.010     0.01083     0.00047     0.00047
10267242 4533  86 -0.05 0.06     0.98     0.11     0.07    11.16     0.49     0.33     2.335     0.011     0.011     0.00070     0.00002     0.00002
10331610 4604  91 -0.18 0.06     0.92     0.08     0.07     9.98     0.40     0.35     2.403     0.010     0.010     0.00092     0.00003     0.00003
10200377 4725 110 -0.65 0.08     0.99     0.10     0.08     4.87     0.19     0.18     3.058     0.010     0.010     0.00855     0.00026     0.00026
10200093 4553  82  0.04 0.05     1.05     0.14     0.10    10.54     0.50     0.40     2.414     0.016     0.013     0.00090     0.00003     0.00003
10003419 4575  82  0.05 0.05     1.29     0.18     0.16    11.21     0.60     0.57     2.449     0.015     0.016     0.00092     0.00003     0.00003
10003497 4479  92 -0.21 0.06     1.18     0.17     0.16    12.44     0.68     0.66     2.319     0.017     0.018     0.00061     0.00002     0.00002
10067407 4544  99 -0.39 0.07     1.32     0.17     0.15    11.53     0.59     0.56     2.436     0.012     0.014     0.00086     0.00003     0.00003
10198496 4740  74  0.24 0.05     1.05     0.13     0.10     3.93     0.18     0.13     3.271     0.014     0.012     0.01729     0.00049     0.00051
10198761 4624  97 -0.33 0.07     1.32     0.15     0.14     9.60     0.41     0.41     2.593     0.011     0.013     0.00149     0.00004     0.00005
10199187 4381  96 -0.31 0.07     1.02     0.27     0.17    14.62     1.25     0.80     2.117     0.030     0.021     0.00033     0.00001     0.00001
10132247 4573  94 -0.25 0.06     1.01     0.13     0.10     7.58     0.35     0.29     2.682     0.016     0.012     0.00231     0.00007     0.00006
10066568 4927 113 -0.74 0.08     0.89     0.13     0.10     9.90     0.56     0.43     2.396     0.021     0.015     0.00092     0.00003     0.00003
 9942816 4894  98 -0.35 0.07     1.41     0.13     0.12    10.89     0.43     0.32     2.510     0.011     0.012     0.00108     0.00003     0.00003
 9882446 4540  81  0.06 0.05     1.49     0.15     0.14    10.28     0.42     0.38     2.585     0.011     0.012     0.00136     0.00004     0.00004
10065848 4632 100 -0.42 0.07     0.86     0.07     0.04     9.96     0.28     0.18     2.381     0.009     0.009     0.00088     0.00002     0.00002
10002647 4725  92 -0.20 0.06     1.29     0.14     0.13    10.90     0.48     0.46     2.473     0.012     0.012     0.00100     0.00003     0.00003
 9882316 5141  98 -0.35 0.07     1.56     0.15     0.15     5.34     0.21     0.20     3.173     0.010     0.010     0.01018     0.00029     0.00028
10328946 4553  81  0.06 0.05     1.03     0.13     0.09    10.51     0.51     0.38     2.410     0.013     0.011     0.00089     0.00003     0.00003
