# Corrected
# names=['KIC', 'Teff2', 'e_Teff2', '[M/H]2', 'e_[M/H]2', 'M2', 'E_M2', 'e_M2', 'R2', 'E_R2', 'e_R2', 'log.g2', 'E_log.g2', 'e_log.g2', 'rho2', 'E_rho2', 'e_rho2']
12470054 4783  79  0.14 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
12070550 4550  86 -0.02 0.06     1.10     0.18     0.15    12.99     0.80     0.69     2.251     0.018     0.016     0.00050     0.00002     0.00002
12070114 4644  83  0.05 0.05     1.44     0.18     0.17    11.31     0.53     0.51     2.488     0.014     0.015     0.00099     0.00003     0.00003
12070650 4797  89 -0.16 0.06     1.38     0.13     0.13    10.85     0.41     0.37     2.504     0.012     0.013     0.00107     0.00003     0.00003
12167910 4419  83  0.09 0.05     1.58     0.25     0.22    17.85     1.06     0.96     2.131     0.017     0.019     0.00028     0.00001     0.00001
12314927 4524  94 -0.25 0.06     1.56     0.23     0.20    19.07     0.99     0.93     2.069     0.018     0.018     0.00022     0.00001     0.00001
12365293 4969  82  0.03 0.05     2.34     0.22     0.24     9.13     0.34     0.39     2.885     0.010     0.011     0.00307     0.00010     0.00009
12314910 4521  96 -0.32 0.07 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
12266056 4585  91 -0.18 0.06     1.20     0.15     0.15     9.97     0.52     0.54     2.518     0.013     0.014     0.00121     0.00005     0.00005
12215647 4595  81  0.12 0.05     1.51     0.19     0.15    10.39     0.48     0.42     2.584     0.013     0.012     0.00135     0.00004     0.00004
12167521 4791  93 -0.27 0.06     1.09     0.13     0.12    10.27     0.52     0.49     2.453     0.011     0.011     0.00101     0.00004     0.00004
12216750 4632  86 -0.04 0.06     1.17     0.11     0.10     6.52     0.25     0.24     2.876     0.010     0.010     0.00421     0.00012     0.00012
12118044 4866  83  0.03 0.05     1.84     0.29     0.20     9.84     0.61     0.45     2.715     0.012     0.012     0.00192     0.00006     0.00008
12117790 4777  83  0.02 0.05     1.47     0.17     0.16     6.68     0.30     0.28     2.954     0.014     0.015     0.00491     0.00014     0.00014
12117920 4606  80  0.14 0.05     1.41     0.32     0.26    11.67     1.01     0.87     2.453     0.021     0.023     0.00088     0.00006     0.00006
12164879 4923  84 -0.02 0.05     2.56     0.41     0.47    12.74     0.66     0.85     2.635     0.021     0.027     0.00124     0.00003     0.00003
12116393 4595  85 -0.01 0.06     1.14     0.13     0.11     8.10     0.35     0.33     2.679     0.011     0.011     0.00215     0.00007     0.00007
12117099 4767 108 -0.70 0.08     0.91     0.15     0.09    10.28     0.72     0.48     2.373     0.013     0.012     0.00083     0.00004     0.00004
12067001 4848  92 -0.27 0.06     1.52     0.19     0.13    11.04     0.53     0.36     2.533     0.013     0.014     0.00112     0.00003     0.00003
10727789 4860  89 -0.18 0.06     1.39     0.13     0.11     5.36     0.20     0.19     3.123     0.009     0.009     0.00904     0.00025     0.00025
10662618 4616  85 -0.02 0.06     1.02     0.11     0.08    10.65     0.44     0.34     2.394     0.011     0.011     0.00085     0.00002     0.00003
10793771 4761  78  0.18 0.05     1.94     0.27     0.21     9.30     0.50     0.43     2.792     0.012     0.012     0.00243     0.00010     0.00009
10728179 4794  88 -0.12 0.06     1.31     0.12     0.11    10.97     0.42     0.41     2.473     0.010     0.010     0.00099     0.00003     0.00003
10793890 4934  83  0.01 0.05     1.87     0.38     0.31     7.78     0.51     0.47     2.930     0.026     0.026     0.00400     0.00011     0.00012
10793872 4717  93 -0.26 0.06     0.88     0.12     0.11     4.09     0.24     0.22     3.162     0.008     0.009     0.01289     0.00067     0.00073
10858331 4688 100 -0.46 0.07     0.87     0.13     0.05    10.38     0.51     0.27     2.353     0.015     0.012     0.00079     0.00002     0.00002
10858675 4648  86 -0.03 0.06     1.22     0.13     0.12     6.97     0.28     0.28     2.837     0.012     0.012     0.00360     0.00010     0.00010
10858520 4493  77  0.25 0.05     1.40     0.17     0.17    12.14     0.63     0.63     2.417     0.010     0.010     0.00079     0.00003     0.00003
10973854 4513  82  0.10 0.05     1.40     0.15     0.14    12.65     0.56     0.55     2.381     0.011     0.011     0.00069     0.00002     0.00002
10972858 4556  94 -0.26 0.06     1.13     0.15     0.14    11.35     0.67     0.64     2.380     0.012     0.011     0.00077     0.00004     0.00004
10532751 4877  82  0.03 0.05     1.83     0.18     0.17     7.85     0.30     0.30     2.909     0.010     0.010     0.00377     0.00011     0.00011
10598558 4774  86 -0.06 0.06     1.54     0.18     0.13    11.12     0.57     0.32     2.532     0.012     0.012     0.00111     0.00004     0.00004
10597648 4443  71  0.45 0.04     1.29     0.13     0.12    11.50     0.47     0.43     2.427     0.010     0.011     0.00085     0.00003     0.00003
10533369 4679  78  0.21 0.05     1.61     0.27     0.23    11.71     0.66     0.64     2.507     0.019     0.020     0.00100     0.00003     0.00003
11029151 4627  83  0.05 0.05     1.18     0.14     0.13    10.64     0.50     0.48     2.456     0.012     0.012     0.00098     0.00003     0.00003
11028575 4703  89 -0.13 0.06     1.21     0.23     0.22    10.64     0.68     0.70     2.465     0.025     0.027     0.00100     0.00003     0.00003
11028372 4641  99 -0.42 0.07     1.13     0.14     0.12     9.97     0.49     0.45     2.493     0.012     0.012     0.00114     0.00004     0.00004
10918731 4621  75  0.30 0.05     1.67     0.13     0.12    11.32     0.34     0.35     2.555     0.010     0.010     0.00116     0.00003     0.00003
10974984 4531  72  0.40 0.04     1.30     0.16     0.14    11.74     0.56     0.51     2.411     0.011     0.011     0.00080     0.00003     0.00003
10975126 4758  97 -0.38 0.07     0.90     0.10     0.05    10.11     0.42     0.25     2.383     0.012     0.011     0.00087     0.00003     0.00003
10796378 4608 100 -0.46 0.07     1.13     0.13     0.12     9.74     0.47     0.44     2.514     0.011     0.011     0.00122     0.00005     0.00005
10859779 4609  76  0.26 0.05     1.32     0.21     0.18     7.70     0.42     0.40     2.787     0.020     0.021     0.00290     0.00009     0.00009
10859941 4638  89 -0.13 0.06     0.94     0.09     0.04    10.37     0.36     0.27     2.385     0.011     0.009     0.00085     0.00003     0.00003
10860146 4570  76  0.29 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
10863535 4396  85  0.02 0.06     1.67     0.36     0.30    25.58     1.86     1.74     1.845     0.025     0.026     0.00010     0.00000     0.00000
10977629 4486  78  0.22 0.05     1.09     0.12     0.10    12.59     0.58     0.49     2.274     0.010     0.009     0.00054     0.00002     0.00002
10921258 4452  76  0.29 0.05     1.55     0.16     0.15    14.63     0.60     0.60     2.296     0.011     0.011     0.00049     0.00002     0.00002
10977040 4848  88 -0.13 0.06     1.82     0.13     0.24    10.91     0.31     0.56     2.620     0.012     0.015     0.00140     0.00004     0.00004
10667966 4762 101 -0.50 0.07     0.96     0.12     0.10    10.22     0.47     0.40     2.401     0.014     0.013     0.00090     0.00003     0.00003
10799530 4629  80  0.16 0.05     1.15     0.15     0.16    10.45     0.55     0.66     2.459     0.010     0.010     0.00101     0.00005     0.00004
10667886 4594  76  0.27 0.05     1.17     0.20     0.19    10.75     0.67     0.68     2.444     0.020     0.019     0.00094     0.00003     0.00003
10733897 4494  81  0.14 0.05     1.18     0.13     0.12     9.52     0.39     0.39     2.552     0.012     0.012     0.00136     0.00004     0.00004
10734241 4602  87 -0.07 0.06     1.04     0.18     0.13    10.22     0.63     0.47     2.438     0.018     0.015     0.00098     0.00003     0.00004
10735077 4580  85 -0.00 0.06     0.99     0.13     0.09    10.76     0.52     0.39     2.369     0.018     0.015     0.00079     0.00003     0.00003
10669876 4371  86 -0.01 0.06     1.12     0.13     0.12    14.63     0.68     0.65     2.157     0.013     0.013     0.00036     0.00001     0.00001
10604255 4589  87 -0.06 0.06     1.23     0.24     0.21    11.88     0.98     0.92     2.378     0.015     0.015     0.00073     0.00005     0.00005
10801063 4745  96 -0.37 0.07     0.97     0.09     0.08     4.09     0.16     0.15     3.200     0.010     0.009     0.01415     0.00039     0.00039
10669123 4761  88 -0.11 0.06     1.15     0.15     0.14    10.49     0.51     0.52     2.456     0.013     0.014     0.00100     0.00003     0.00003
10979181 4411  81  0.15 0.05     1.35     0.20     0.17    21.10     1.22     1.14     1.920     0.014     0.014     0.00014     0.00001     0.00001
10864711 4573  86 -0.04 0.06     1.28     0.13     0.13     9.97     0.43     0.42     2.548     0.010     0.011     0.00129     0.00004     0.00004
10979258 4493  78  0.23 0.05     1.24     0.14     0.14    10.84     0.50     0.50     2.461     0.012     0.012     0.00097     0.00003     0.00003
10978857 4546  69  0.50 0.04     1.41     0.07     0.13    11.51     0.23     0.42     2.464     0.010     0.012     0.00093     0.00003     0.00003
10604460 4533  78  0.21 0.05     1.01     0.13     0.08    10.89     0.51     0.35     2.372     0.012     0.010     0.00078     0.00003     0.00003
10670445 4546  89 -0.11 0.06     1.36     0.16     0.14    12.50     0.57     0.53     2.378     0.012     0.011     0.00070     0.00002     0.00002
10736390 4932  77  0.18 0.05     2.55     0.40     0.44    11.17     0.59     0.68     2.747     0.021     0.025     0.00183     0.00005     0.00005
10735926 4818  90 -0.19 0.06     1.14     0.15     0.14    10.45     0.50     0.51     2.455     0.014     0.014     0.00100     0.00003     0.00003
10866694 4566  79  0.19 0.05     1.08     0.14     0.11    10.94     0.61     0.49     2.394     0.012     0.012     0.00082     0.00003     0.00003
10866415 4630  84  0.02 0.06     1.13     0.11     0.10     6.47     0.25     0.24     2.870     0.010     0.010     0.00418     0.00011     0.00012
10802837 4801  76  0.23 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
10979742 4588  75  0.32 0.05     1.41     0.22     0.20     8.29     0.44     0.43     2.751     0.020     0.021     0.00248     0.00007     0.00006
11087371 4688  75  0.28 0.05     1.31     0.16     0.15     5.61     0.25     0.24     3.055     0.015     0.015     0.00738     0.00020     0.00020
11033302 4773  94 -0.29 0.06     1.23     0.20     0.19    10.82     0.64     0.66     2.460     0.020     0.022     0.00097     0.00004     0.00003
11141358 4704  96 -0.34 0.07     1.03     0.14     0.11    11.37     0.55     0.47     2.339     0.017     0.016     0.00070     0.00002     0.00002
11033569 4582  71  0.43 0.04     1.37     0.12     0.12     7.15     0.27     0.26     2.865     0.009     0.010     0.00374     0.00011     0.00012
10271721 4337  83  0.10 0.05     1.49     0.18     0.17    24.25     1.24     1.21     1.841     0.011     0.011     0.00010     0.00000     0.00000
10206307 4663  91 -0.20 0.06     0.95     0.09     0.08    10.21     0.38     0.33     2.401     0.011     0.010     0.00090     0.00003     0.00003
10206840 4649  89 -0.13 0.06     1.24     0.25     0.22    12.12     0.94     0.89     2.366     0.019     0.020     0.00070     0.00004     0.00004
10073828 4536  76  0.28 0.05     1.05     0.16     0.10    11.08     0.59     0.41     2.373     0.017     0.013     0.00077     0.00003     0.00003
10468528 4586  89 -0.11 0.06     0.94     0.09     0.05    10.91     0.39     0.29     2.338     0.009     0.008     0.00073     0.00003     0.00003
10403036 4386 106 -0.59 0.08     0.93     0.11     0.08    18.13     0.85     0.61     1.888     0.012     0.011     0.00015     0.00001     0.00001
10402819 4773  82  0.07 0.05     1.70     0.25     0.21    10.37     0.56     0.49     2.636     0.014     0.015     0.00152     0.00005     0.00005
10467570 4561  75  0.30 0.05     1.02     0.20     0.13    10.48     0.73     0.52     2.412     0.018     0.015     0.00089     0.00003     0.00003
10402207 4608 106 -0.63 0.08     1.07     0.11     0.10     8.90     0.37     0.37     2.569     0.011     0.012     0.00152     0.00005     0.00005
10403323 4607  84  0.03 0.05     1.01     0.18     0.11    11.04     0.66     0.44     2.361     0.022     0.017     0.00076     0.00002     0.00002
10337695 4028  91 -0.10 0.06     3.07     1.06     1.27    68.85    12.28    14.35     1.236     0.015     0.016     0.00001     0.00000     0.00000
10272641 4746  91 -0.21 0.06     1.31     0.15     0.14     7.12     0.35     0.33     2.850     0.010     0.011     0.00363     0.00014     0.00014
10207321 4597 102 -0.52 0.07     1.07     0.11     0.10     7.58     0.32     0.31     2.709     0.011     0.011     0.00247     0.00007     0.00007
10207059 4890  86 -0.07 0.06     1.72     0.25     0.22     8.32     0.41     0.40     2.833     0.016     0.017     0.00299     0.00008     0.00008
10534826 4497  81  0.15 0.05     1.50     0.18     0.17    13.94     0.69     0.67     2.327     0.011     0.012     0.00056     0.00002     0.00002
10339590 4149  92 -0.14 0.06     1.13     0.23     0.22    36.88     2.88     2.83     1.356     0.021     0.020     0.00002     0.00000     0.00000
10469976 4818  85 -0.03 0.06     1.99     0.23     0.21    11.58     0.53     0.52     2.610     0.012     0.012     0.00129     0.00004     0.00004
10599712 4661  84  0.03 0.05     1.55     0.19     0.18    11.88     0.59     0.59     2.478     0.011     0.012     0.00092     0.00004     0.00004
10273236 4561  84  0.03 0.06     1.56     0.17     0.16    12.55     0.60     0.58     2.433     0.009     0.009     0.00079     0.00003     0.00003
10534891 4868  81  0.08 0.05     1.93     0.22     0.14    11.16     0.57     0.36     2.631     0.010     0.011     0.00138     0.00005     0.00005
10405285 4482  93 -0.22 0.06     1.26     0.18     0.17    15.31     0.86     0.84     2.167     0.016     0.016     0.00035     0.00001     0.00001
10666932 4622  77  0.23 0.05     1.58     0.21     0.20    12.31     0.66     0.66     2.456     0.012     0.013     0.00085     0.00003     0.00003
10600926 4698  93 -0.26 0.06     0.92     0.11     0.06    10.20     0.48     0.35     2.388     0.018     0.016     0.00087     0.00004     0.00005
10602976 4738  91 -0.20 0.06     1.39     0.20     0.17    11.54     0.74     0.67     2.457     0.010     0.011     0.00091     0.00005     0.00005
10602374 4614  77  0.24 0.05     1.41     0.16     0.15    11.45     0.52     0.50     2.468     0.011     0.011     0.00094     0.00003     0.00003
10602015 4830  80  0.12 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
10537376 4647  88 -0.10 0.06     1.03     0.16     0.11    10.41     0.55     0.41     2.420     0.017     0.014     0.00092     0.00003     0.00003
10472318 4648  72  0.40 0.04     1.28     0.12     0.11     5.57     0.21     0.20     3.053     0.009     0.010     0.00740     0.00022     0.00022
10474071 4908  78  0.18 0.05     2.31     0.19     0.30     9.25     0.31     0.50     2.866     0.012     0.013     0.00291     0.00011     0.00010
10603170 4650  83  0.05 0.05     1.50     0.16     0.14    11.26     0.49     0.44     2.512     0.012     0.012     0.00105     0.00003     0.00003
10603958 4646  99 -0.42 0.07     1.14     0.23     0.19    11.60     1.00     0.87     2.366     0.014     0.013     0.00073     0.00005     0.00006
10473692 4631  86 -0.04 0.06     1.10     0.11     0.10     6.45     0.25     0.24     2.861     0.010     0.010     0.00411     0.00012     0.00012
10604054 4537  76  0.30 0.05     1.18     0.22     0.17     8.40     0.55     0.46     2.662     0.022     0.021     0.00199     0.00008     0.00008
11353313 4840 100 -0.50 0.07     1.29     0.13     0.12     5.91     0.25     0.24     3.006     0.009     0.009     0.00626     0.00023     0.00023
11299941 4534  74  0.35 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
11509792 4593  92 -0.20 0.06     1.03     0.11     0.09    13.46     0.56     0.48     2.195     0.011     0.011     0.00042     0.00001     0.00001
11352756 4580  84  0.02 0.06     1.03     0.15     0.10    11.16     0.61     0.44     2.356     0.016     0.014     0.00074     0.00003     0.00003
11404925 4606  80  0.14 0.05     1.01     0.19     0.10    10.42     0.64     0.42     2.413     0.019     0.014     0.00090     0.00003     0.00003
11247049 4699  83  0.05 0.05     1.40     0.23     0.22    11.94     0.74     0.75     2.429     0.015     0.015     0.00082     0.00003     0.00003
10978085 4789  99 -0.47 0.07     1.04     0.12     0.11    12.24     0.57     0.53     2.281     0.012     0.012     0.00057     0.00002     0.00002
10922821 4584  75  0.30 0.05     1.02     0.21     0.13    10.46     0.77     0.53     2.412     0.018     0.014     0.00089     0.00004     0.00004
10922840 4534  69  0.50 0.04     1.32     0.15     0.11     7.89     0.34     0.30     2.767     0.012     0.011     0.00270     0.00008     0.00008
11351480 4601  95 -0.32 0.07     1.24     0.14     0.14    11.07     0.51     0.54     2.443     0.013     0.014     0.00091     0.00003     0.00003
11298714 4557  71  0.43 0.04     1.47     0.16     0.17     9.18     0.40     0.40     2.679     0.010     0.012     0.00190     0.00006     0.00007
11298776 4556  92 -0.20 0.06     1.11     0.13     0.12     9.92     0.46     0.45     2.490     0.011     0.012     0.00114     0.00004     0.00004
11298371 4608  80  0.15 0.05     1.22     0.15     0.14    10.98     0.55     0.56     2.443     0.011     0.011     0.00092     0.00004     0.00004
11298561 4633  82  0.08 0.05     1.12     0.16     0.15    10.34     0.54     0.57     2.459     0.012     0.012     0.00102     0.00004     0.00004
11085809 4809  96 -0.36 0.07     1.26     0.14     0.13    10.99     0.55     0.48     2.457     0.010     0.011     0.00095     0.00004     0.00004
11138375 4662  89 -0.12 0.06     1.39     0.27     0.25    11.85     0.90     0.90     2.434     0.018     0.019     0.00084     0.00005     0.00005
11031040 4568  85 -0.00 0.06     1.15     0.13     0.12    12.20     0.54     0.51     2.327     0.013     0.013     0.00063     0.00002     0.00002
11191557 4845  84 -0.00 0.05     1.88     0.27     0.18     9.58     0.51     0.38     2.750     0.013     0.013     0.00214     0.00006     0.00006
11245339 4675  79  0.16 0.05     1.14     0.36     0.25     9.76     1.29     0.84     2.514     0.023     0.020     0.00122     0.00006     0.00007
11245234 4627  84  0.01 0.06     1.01     0.13     0.07    10.40     0.48     0.33     2.411     0.013     0.011     0.00090     0.00003     0.00003
11244968 4588  87 -0.07 0.06     1.87     0.35     0.32    16.79     1.09     1.08     2.260     0.024     0.026     0.00040     0.00001     0.00001
11191444 4510  86 -0.01 0.06     1.25     0.23     0.20    12.85     0.79     0.76     2.316     0.022     0.022     0.00059     0.00002     0.00002
11245307 4552  83  0.08 0.05     1.63     0.19     0.17    13.04     0.56     0.55     2.421     0.012     0.012     0.00074     0.00002     0.00002
11244855 4791  90 -0.18 0.06     1.20     0.12     0.12    10.66     0.44     0.44     2.461     0.012     0.013     0.00099     0.00003     0.00003
11190322 4563  77  0.23 0.05     1.39     0.13     0.12     9.47     0.37     0.34     2.627     0.010     0.010     0.00163     0.00005     0.00005
11084620 4549  70  0.49 0.04     1.90     0.38     0.33    15.93     1.32     1.06     2.303     0.016     0.015     0.00046     0.00002     0.00002
11190768 4718  81  0.09 0.05     1.04     0.10     0.08     3.98     0.15     0.12     3.254     0.010     0.009     0.01642     0.00042     0.00042
11083701 4602  85  0.01 0.06     1.14     0.17     0.14    11.22     0.70     0.60     2.395     0.013     0.012     0.00081     0.00004     0.00004
11084022 4588  86 -0.02 0.06     1.48     0.17     0.16    10.75     0.46     0.46     2.543     0.013     0.013     0.00119     0.00004     0.00004
11029423 4607  87 -0.05 0.06     1.15     0.12     0.11     7.36     0.30     0.29     2.765     0.011     0.011     0.00289     0.00008     0.00009
11083613 4665 105 -0.60 0.07     0.90     0.16     0.07     6.00     0.35     0.19     2.838     0.019     0.014     0.00416     0.00012     0.00012
11029396 4571  81  0.13 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
11296211 4570 107 -0.64 0.08     1.07     0.10     0.09    10.58     0.39     0.38     2.417     0.011     0.011     0.00090     0.00003     0.00003
11243761 4311  94 -0.22 0.06     1.20     0.24     0.21    21.15     1.46     1.43     1.868     0.024     0.025     0.00013     0.00001     0.00001
11083319 4983  95 -0.37 0.07     2.40     0.54     0.58    13.48     1.05     1.20     2.555     0.032     0.038     0.00097     0.00003     0.00003
11136854 4945  82  0.03 0.05     2.44     0.28     0.28     9.41     0.43     0.40     2.875     0.014     0.014     0.00291     0.00008     0.00008
11136578 4635  81  0.11 0.05     1.13     0.16     0.14     6.75     0.35     0.33     2.831     0.018     0.016     0.00366     0.00011     0.00011
11136139 4556  93 -0.25 0.06     1.18     0.18     0.21    10.52     0.61     0.68     2.464     0.021     0.024     0.00101     0.00003     0.00003
11135910 4585 105 -0.58 0.07     1.12     0.13     0.12    11.49     0.56     0.52     2.366     0.011     0.011     0.00074     0.00003     0.00003
11189432 4575  86 -0.03 0.06     1.27     0.15     0.14     9.14     0.41     0.41     2.618     0.014     0.015     0.00166     0.00005     0.00005
11242934 4589  81  0.11 0.05     1.14     0.13     0.11    11.39     0.53     0.49     2.384     0.010     0.010     0.00078     0.00003     0.00003
11135168 4824  84 -0.01 0.06     1.56     0.10     0.15    10.98     0.27     0.45     2.549     0.010     0.011     0.00118     0.00004     0.00003
11188067 4608  78  0.20 0.05     1.29     0.12     0.14    10.87     0.42     0.46     2.474     0.011     0.012     0.00100     0.00003     0.00003
11134982 4785  79  0.15 0.05     1.58     0.15     0.15     7.29     0.26     0.26     2.911     0.011     0.012     0.00407     0.00011     0.00010
11135286 4572  74  0.34 0.05     1.37     0.17     0.14    11.32     0.52     0.43     2.465     0.014     0.015     0.00094     0.00003     0.00003
11188479 4431  92 -0.18 0.06     1.08     0.18     0.15    14.54     0.90     0.75     2.145     0.019     0.017     0.00035     0.00001     0.00001
11081838 4542  79  0.19 0.05     1.05     0.16     0.10    11.08     0.64     0.44     2.370     0.017     0.013     0.00077     0.00003     0.00003
11027005 4769  82  0.07 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
11027708 4186  92 -0.15 0.06     1.31     0.93     0.59    42.50    10.58     7.16     1.292     0.060     0.054     0.00002     0.00000     0.00000
11027337 4509  86 -0.02 0.06     1.28     0.15     0.14    11.57     0.51     0.51     2.417     0.012     0.013     0.00082     0.00003     0.00003
11081517 4669  83  0.05 0.05     1.56     0.23     0.23    12.03     0.75     0.76     2.470     0.012     0.013     0.00090     0.00005     0.00005
11293804 4517  85  0.02 0.06     1.22     0.14     0.13    11.27     0.50     0.49     2.421     0.012     0.012     0.00085     0.00003     0.00003
11241927 4482  82  0.11 0.05     1.63     0.23     0.20    15.01     0.73     0.71     2.297     0.016     0.016     0.00048     0.00001     0.00001
11294218 4444  85  0.01 0.06     1.37     0.16     0.14    16.14     0.78     0.69     2.158     0.011     0.011     0.00032     0.00001     0.00001
11294409 4613  84  0.01 0.06     1.05     0.11     0.09    10.77     0.48     0.39     2.396     0.011     0.010     0.00084     0.00003     0.00003
11134608 4304  89 -0.07 0.06     1.44     0.27     0.22    24.69     1.55     1.50     1.812     0.022     0.023     0.00010     0.00000     0.00000
11133969 4583  94 -0.28 0.06     1.23     0.16     0.14    11.89     0.60     0.55     2.377     0.014     0.014     0.00073     0.00003     0.00003
11026472 4813  78  0.17 0.05     1.79     0.23     0.22     8.19     0.41     0.40     2.864     0.013     0.013     0.00326     0.00012     0.00011
11080937 4495  79  0.19 0.05     1.28     0.38     0.36    14.80     1.46     1.49     2.207     0.035     0.035     0.00040     0.00002     0.00002
10792949 4644  71  0.42 0.04     1.75     0.23     0.17    11.46     0.60     0.35     2.560     0.018     0.018     0.00115     0.00004     0.00003
10857953 4564  79  0.18 0.05     1.04     0.17     0.12    10.56     0.62     0.46     2.410     0.016     0.013     0.00088     0.00003     0.00003
10971893 4579  75  0.32 0.05     1.14     0.16     0.18    10.62     0.61     0.70     2.443     0.011     0.011     0.00096     0.00005     0.00004
10972288 4523  70  0.47 0.04     1.32     0.14     0.12     8.45     0.35     0.34     2.707     0.011     0.011     0.00220     0.00007     0.00007
11612320 4321  93 -0.20 0.06     1.22     0.17     0.16    21.74     1.15     1.17     1.850     0.016     0.016     0.00012     0.00001     0.00001
11612171 4642  78  0.22 0.05     1.51     0.24     0.23    12.05     0.73     0.73     2.455     0.015     0.015     0.00086     0.00004     0.00004
11612603 4611  84  0.02 0.06     1.10     0.12     0.11     6.74     0.31     0.28     2.822     0.010     0.010     0.00359     0.00012     0.00013
11663387 4581  83  0.06 0.05     1.11     0.15     0.13    10.68     0.54     0.49     2.425     0.016     0.015     0.00091     0.00003     0.00003
11509207 4600  98 -0.39 0.07     1.09     0.17     0.15     8.58     0.47     0.46     2.608     0.019     0.018     0.00173     0.00005     0.00005
11509608 4613 117 -0.93 0.08     1.14     0.13     0.12    10.73     0.48     0.48     2.433     0.011     0.012     0.00092     0.00003     0.00003
11509277 4714  78  0.21 0.05     1.67     0.23     0.12    11.32     0.56     0.29     2.554     0.016     0.015     0.00115     0.00003     0.00003
11560939 4834  84  0.00 0.05     1.39     0.18     0.17     5.43     0.26     0.26     3.111     0.016     0.017     0.00867     0.00026     0.00024
11561379 4735  95 -0.34 0.07     1.10     0.10     0.10     6.51     0.24     0.24     2.854     0.010     0.011     0.00401     0.00011     0.00011
11560465 4551  89 -0.10 0.06     1.13     0.13     0.12     8.23     0.39     0.35     2.661     0.012     0.012     0.00203     0.00007     0.00007
11456449 4780  83  0.03 0.05     1.56     0.14     0.14     6.88     0.26     0.25     2.956     0.010     0.010     0.00479     0.00013     0.00012
11508970 4780  89 -0.16 0.06     1.39     0.27     0.27    11.79     0.88     0.92     2.437     0.020     0.022     0.00085     0.00004     0.00004
11612200 4797  96 -0.35 0.07     0.95     0.09     0.10    10.14     0.48     0.43     2.402     0.013     0.013     0.00091     0.00004     0.00005
11559818 4509  69  0.52 0.04     2.33     0.36     0.33    14.55     0.81     0.76     2.476     0.019     0.021     0.00075     0.00002     0.00002
11403437 4652  85 -0.02 0.06     1.07     0.11     0.10    10.44     0.42     0.39     2.428     0.010     0.010     0.00093     0.00003     0.00003
11351140 4699  97 -0.37 0.07     1.02     0.14     0.12    10.39     0.52     0.49     2.413     0.015     0.014     0.00091     0.00003     0.00003
11350954 4594  92 -0.23 0.06     1.99     0.22     0.23    18.25     0.78     0.84     2.214     0.013     0.015     0.00033     0.00001     0.00001
11455925 4674  93 -0.25 0.06     0.88     0.10     0.04    10.06     0.38     0.24     2.385     0.011     0.010     0.00088     0.00003     0.00003
11403918 4566  77  0.26 0.05     1.24     0.13     0.12     7.76     0.32     0.30     2.751     0.012     0.011     0.00265     0.00008     0.00008
11559645 4635  94 -0.27 0.06     1.53     0.23     0.19    14.30     0.73     0.70     2.311     0.017     0.017     0.00052     0.00002     0.00001
11661782 4753  96 -0.35 0.07     1.63     0.18     0.16     9.61     0.42     0.38     2.684     0.011     0.011     0.00183     0.00007     0.00007
11559478 4849  96 -0.38 0.07     1.48     0.19     0.17    11.80     0.56     0.53     2.462     0.015     0.015     0.00090     0.00003     0.00003
11455176 4791  93 -0.27 0.06     1.24     0.15     0.15    10.82     0.46     0.50     2.461     0.016     0.016     0.00098     0.00003     0.00003
11403129 4666  72  0.40 0.04     2.04     0.26     0.25    12.95     0.66     0.62     2.525     0.017     0.016     0.00094     0.00003     0.00003
11453905 4497  93 -0.22 0.06     1.33     0.23     0.19    16.62     1.04     0.91     2.119     0.020     0.019     0.00029     0.00001     0.00001
11401466 4757  89 -0.15 0.06     1.28     0.15     0.13    11.11     0.52     0.48     2.453     0.011     0.011     0.00093     0.00003     0.00003
11506212 4516  80  0.17 0.05     1.25     0.14     0.14    10.81     0.48     0.50     2.467     0.012     0.012     0.00099     0.00003     0.00003
11453627 4606  86 -0.04 0.06     0.98     0.09     0.07    10.46     0.42     0.30     2.389     0.011     0.010     0.00085     0.00003     0.00003
11349490 4731  87 -0.07 0.06     1.23     0.11     0.10     5.68     0.21     0.20     3.019     0.010     0.010     0.00671     0.00019     0.00018
