# Corrected
# names=['KIC', 'Teff2', 'e_Teff2', '[M/H]2', 'e_[M/H]2', 'M2', 'E_M2', 'e_M2', 'R2', 'E_R2', 'e_R2', 'log.g2', 'E_log.g2', 'e_log.g2', 'rho2', 'E_rho2', 'e_rho2']
 9604524 4657  76  0.26 0.05     1.72     0.17     0.12    11.32     0.45     0.28     2.564     0.010     0.010     0.00118     0.00003     0.00003
 9726814 4568  76  0.27 0.05     1.58     0.16     0.17    10.97     0.43     0.50     2.555     0.012     0.013     0.00120     0.00004     0.00003
 9847893 4804 101 -0.52 0.07 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9787503 4562  74  0.34 0.05     1.03     0.26     0.12    10.65     0.86     0.46     2.402     0.026     0.017     0.00086     0.00003     0.00003
 9666718 4293  88 -0.05 0.06     1.25     0.22     0.23    24.42     1.49     1.74     1.758     0.021     0.025     0.00009     0.00000     0.00000
 9727392 4757  89 -0.15 0.06     1.31     0.11     0.17    10.72     0.34     0.57     2.494     0.012     0.015     0.00107     0.00003     0.00003
 9728284 4614  86 -0.03 0.06     1.47     0.23     0.20    10.40     0.58     0.53     2.573     0.019     0.019     0.00131     0.00004     0.00004
 9727675 4818  73  0.33 0.05     2.16     0.21     0.22    10.33     0.41     0.41     2.744     0.014     0.013     0.00196     0.00006     0.00005
 9728845 4541  72  0.41 0.04     1.82     0.18     0.16    15.17     0.61     0.59     2.337     0.010     0.010     0.00052     0.00002     0.00002
 9667930 4851  83  0.03 0.05     1.97     0.20     0.25     9.93     0.44     0.52     2.737     0.012     0.014     0.00200     0.00008     0.00007
 9788834 4568  82  0.11 0.05     1.16     0.18     0.15    11.40     0.65     0.57     2.390     0.017     0.015     0.00078     0.00003     0.00003
 9909804 4796  94 -0.31 0.06     1.10     0.18     0.14    10.12     0.62     0.55     2.472     0.011     0.010     0.00106     0.00006     0.00005
 9970830 4792  81  0.10 0.05     1.85     0.14     0.24    11.03     0.36     0.58     2.621     0.013     0.014     0.00139     0.00005     0.00005
 9790050 4764  79  0.15 0.05     1.89     0.12     0.26    10.80     0.27     0.63     2.648     0.010     0.013     0.00152     0.00005     0.00004
 9910166 4799  89 -0.16 0.06     2.32     0.24     0.30    15.37     0.67     0.85     2.428     0.013     0.014     0.00064     0.00002     0.00002
10817660 4830  91 -0.22 0.06     1.84     0.22     0.19    11.35     0.55     0.50     2.592     0.014     0.015     0.00126     0.00004     0.00004
10880958 4644  87 -0.07 0.06     1.02     0.14     0.10    10.36     0.51     0.38     2.417     0.015     0.012     0.00092     0.00003     0.00003
10881810 4774  86 -0.06 0.06     1.33     0.13     0.12     5.58     0.21     0.21     3.068     0.011     0.011     0.00765     0.00021     0.00020
10753962 4894  82  0.05 0.05     2.49     0.28     0.32     8.96     0.36     0.43     2.928     0.014     0.016     0.00346     0.00009     0.00009
10684837 4976  92 -0.28 0.06     2.31     0.25     0.29     9.43     0.43     0.45     2.851     0.013     0.014     0.00275     0.00007     0.00007
10554179 4863 111 -0.83 0.08     1.34     0.72     0.46    12.15     2.91     2.04     2.394     0.036     0.038     0.00074     0.00015     0.00015
10553844 4801  92 -0.26 0.06     1.52     0.24     0.21     9.41     0.52     0.49     2.672     0.019     0.019     0.00183     0.00006     0.00006
10619191 4601  88 -0.10 0.06     1.51     0.18     0.15    11.32     0.52     0.46     2.510     0.013     0.013     0.00104     0.00003     0.00003
10492041 4730  81  0.10 0.05     1.71     0.20     0.16    11.54     0.58     0.50     2.546     0.010     0.010     0.00111     0.00004     0.00004
10426331 4452  89 -0.10 0.06     1.20     0.14     0.12    14.76     0.65     0.61     2.177     0.011     0.011     0.00037     0.00001     0.00001
10555186 4838  84  0.01 0.05     1.44     0.15     0.14     5.53     0.24     0.23     3.109     0.011     0.011     0.00847     0.00028     0.00027
10879372 4518  70  0.47 0.04     1.67     0.33     0.33    13.00     1.00     1.04     2.433     0.024     0.025     0.00076     0.00004     0.00004
10683647 4546  72  0.41 0.04     1.37     0.14     0.13    11.48     0.44     0.45     2.457     0.012     0.012     0.00091     0.00003     0.00003
10816214 4731  85 -0.01 0.06     1.54     0.15     0.19    10.72     0.35     0.55     2.563     0.011     0.011     0.00125     0.00005     0.00004
10816748 4582  95 -0.31 0.07     1.23     0.16     0.14    11.58     0.58     0.55     2.401     0.012     0.012     0.00079     0.00003     0.00003
10488243 4680  88 -0.11 0.06     1.31     0.19     0.16    11.19     0.60     0.55     2.458     0.016     0.016     0.00094     0.00003     0.00003
10226276 4563  81  0.14 0.05     1.30     0.13     0.12     8.70     0.34     0.34     2.673     0.011     0.011     0.00198     0.00006     0.00006
10357764 4646  78  0.19 0.05     1.45     0.13     0.18    11.00     0.35     0.56     2.517     0.014     0.016     0.00110     0.00003     0.00003
10358632 4680  91 -0.19 0.06     1.02     0.15     0.10    10.34     0.54     0.41     2.419     0.015     0.013     0.00093     0.00003     0.00003
10291535 4902  88 -0.14 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
10552202 4646 106 -0.63 0.07     1.30     0.13     0.13    10.72     0.42     0.43     2.491     0.011     0.010     0.00105     0.00003     0.00003
10489073 4556  74  0.34 0.05     1.13     0.15     0.14    10.76     0.55     0.56     2.427     0.012     0.011     0.00091     0.00003     0.00003
10489108 4673  94 -0.28 0.06     1.23     0.16     0.14    12.18     0.59     0.56     2.356     0.015     0.015     0.00068     0.00002     0.00002
10552972 4856  97 -0.41 0.07     1.37     0.17     0.15     5.06     0.24     0.23     3.166     0.014     0.015     0.01058     0.00031     0.00031
10552614 4787  85 -0.04 0.06     1.54     0.12     0.14    10.98     0.35     0.39     2.544     0.009     0.011     0.00116     0.00003     0.00003
10618005 4632  89 -0.13 0.06     1.11     0.13     0.11    11.17     0.53     0.49     2.387     0.012     0.012     0.00080     0.00003     0.00003
10747862 4527 100 -0.44 0.07     1.13     0.18     0.15    11.36     0.77     0.70     2.380     0.013     0.013     0.00077     0.00004     0.00004
10749112 4626  99 -0.41 0.07     1.00     0.13     0.11     8.73     0.42     0.36     2.557     0.014     0.014     0.00150     0.00004     0.00005
10420822 4861  79  0.15 0.05     1.91     0.33     0.19     9.28     0.56     0.37     2.786     0.013     0.013     0.00240     0.00007     0.00007
10355672 4549  70  0.46 0.04     1.36     0.10     0.13    11.47     0.34     0.46     2.450     0.012     0.013     0.00090     0.00002     0.00003
10356057 4641  92 -0.22 0.06     1.18     0.12     0.11     7.97     0.33     0.31     2.707     0.011     0.011     0.00233     0.00007     0.00007
10290315 4577  74  0.34 0.05     1.30     0.16     0.32    10.94     0.54     1.06     2.471     0.016     0.023     0.00100     0.00005     0.00005
10614707 4721  92 -0.22 0.06     1.13     0.13     0.12    10.59     0.44     0.44     2.442     0.013     0.014     0.00095     0.00003     0.00003
10550429 4771  83  0.04 0.05     1.49     0.16     0.14     6.19     0.25     0.24     3.027     0.011     0.011     0.00628     0.00018     0.00018
10614602 4551  99 -0.40 0.07     1.35     0.34     0.30    16.35     1.37     1.40     2.142     0.029     0.030     0.00031     0.00001     0.00002
10485765 4673  88 -0.09 0.06     1.53     0.14     0.14     9.10     0.34     0.34     2.702     0.011     0.011     0.00202     0.00006     0.00006
10418503 4340  78  0.25 0.05     1.33     0.23     0.19    22.28     1.36     1.30     1.865     0.018     0.019     0.00012     0.00000     0.00000
10482750 4600  74  0.33 0.05     1.66     0.24     0.23    12.66     0.78     0.77     2.452     0.011     0.011     0.00082     0.00004     0.00004
10483504 4850  89 -0.17 0.06     1.68     0.16     0.16     7.46     0.28     0.29     2.919     0.010     0.011     0.00406     0.00012     0.00011
10678016 4532 105 -0.59 0.07     1.07     0.20     0.20    11.19     0.73     0.75     2.371     0.023     0.024     0.00077     0.00003     0.00003
10613466 4591  74  0.32 0.05     1.24     0.12     0.19    10.86     0.44     0.69     2.457     0.011     0.012     0.00097     0.00004     0.00003
10546977 4593  86 -0.02 0.06     1.65     0.22     0.19    11.67     0.57     0.52     2.521     0.015     0.014     0.00104     0.00003     0.00003
10613112 4805  86 -0.08 0.06     1.77     0.20     0.16    11.54     0.56     0.52     2.563     0.010     0.010     0.00116     0.00004     0.00004
10417308 4723 107 -0.67 0.08     1.09     0.14     0.12    11.15     0.58     0.51     2.379     0.013     0.013     0.00078     0.00003     0.00003
10353044 4695  91 -0.21 0.06     1.04     0.12     0.10    10.39     0.46     0.41     2.421     0.012     0.012     0.00093     0.00003     0.00003
10352615 4691  85 -0.03 0.06     1.72     0.29     0.26     9.91     0.58     0.57     2.684     0.019     0.021     0.00178     0.00007     0.00006
10287323 4591  88 -0.11 0.06     1.22     0.12     0.12     9.58     0.39     0.38     2.562     0.011     0.012     0.00139     0.00004     0.00004
10610250 4630  78  0.19 0.05     1.06     0.12     0.10     4.94     0.24     0.20     3.078     0.009     0.009     0.00882     0.00034     0.00036
10545152 4684  90 -0.17 0.06     0.96     0.21     0.15     9.65     0.86     0.66     2.457     0.025     0.025     0.00107     0.00010     0.00010
10742794 4627  93 -0.24 0.06     0.89     0.08     0.04    10.33     0.33     0.20     2.363     0.010     0.009     0.00081     0.00002     0.00002
10480806 4653  87 -0.06 0.06     1.32     0.22     0.21     8.30     0.47     0.49     2.718     0.021     0.022     0.00230     0.00006     0.00006
10285722 4723  80  0.14 0.05     1.75     0.12     0.25    10.93     0.28     0.67     2.602     0.011     0.014     0.00135     0.00005     0.00004
10482001 4808  78  0.20 0.05     2.12     0.21     0.19    11.50     0.45     0.43     2.643     0.011     0.011     0.00139     0.00004     0.00004
10416550 4626  93 -0.24 0.06     1.34     0.15     0.14     9.88     0.44     0.41     2.575     0.011     0.012     0.00139     0.00005     0.00004
10086465 4654  80  0.14 0.05     1.46     0.23     0.19    11.20     0.61     0.50     2.504     0.020     0.021     0.00104     0.00003     0.00003
10152909 4579  83  0.07 0.05     1.12     0.12     0.11     7.14     0.31     0.30     2.781     0.011     0.011     0.00309     0.00010     0.00010
10991271 4916  82  0.05 0.05     2.25     0.41     0.24    10.05     0.59     0.41     2.792     0.020     0.018     0.00224     0.00005     0.00006
11045572 4618  79  0.18 0.05     1.49     0.18     0.17     9.07     0.44     0.42     2.695     0.010     0.011     0.00199     0.00008     0.00007
11045542 4430 104 -0.53 0.07     1.26     0.32     0.29    24.22     2.00     2.07     1.769     0.032     0.034     0.00009     0.00000     0.00000
11152823 4823  88 -0.11 0.06     1.94     0.29     0.28    12.15     0.63     0.63     2.556     0.017     0.018     0.00108     0.00003     0.00003
11152753 4794  78  0.18 0.05     1.59     0.14     0.09    11.09     0.39     0.21     2.547     0.012     0.013     0.00115     0.00004     0.00003
10992126 4453 104 -0.55 0.07     0.91     0.13     0.08    20.27     1.18     0.80     1.783     0.014     0.012     0.00011     0.00000     0.00000
11046496 4813 103 -0.56 0.07     1.12     0.15     0.13    11.02     0.54     0.51     2.404     0.014     0.015     0.00084     0.00003     0.00003
10992711 4539  95 -0.29 0.06     1.20     0.14     0.13    11.02     0.51     0.52     2.435     0.012     0.012     0.00090     0.00003     0.00003
10992390 4230  84  0.08 0.05     1.40     0.35     0.37    26.21     2.18     2.56     1.747     0.031     0.038     0.00008     0.00000     0.00000
10936814 4706  86 -0.04 0.06     1.24     0.12     0.12    10.73     0.44     0.41     2.470     0.011     0.011     0.00101     0.00003     0.00003
10991398 4719  91 -0.21 0.06     1.10     0.23     0.16    10.59     0.72     0.54     2.430     0.027     0.021     0.00093     0.00003     0.00003
10991673 4596  86 -0.02 0.06     1.42     0.13     0.13    11.04     0.41     0.40     2.504     0.011     0.011     0.00105     0.00003     0.00003
11204531 4643  93 -0.25 0.06     1.68     0.22     0.18    11.99     0.56     0.51     2.507     0.013     0.014     0.00098     0.00003     0.00003
11044315 4933  84 -0.02 0.05     2.66     0.26     0.27    12.12     0.52     0.52     2.694     0.011     0.011     0.00149     0.00005     0.00005
11152312 4680  88 -0.11 0.06     1.14     0.12     0.12    10.81     0.46     0.46     2.426     0.012     0.012     0.00090     0.00003     0.00003
10935853 4880  85 -0.05 0.06     1.96     0.22     0.33    10.08     0.49     0.68     2.718     0.019     0.018     0.00191     0.00007     0.00008
10934758 4742  81  0.10 0.05     1.99     0.27     0.27    11.99     0.72     0.74     2.579     0.010     0.010     0.00115     0.00006     0.00006
10877915 4531  93 -0.23 0.06     1.53     0.26     0.22    17.19     1.03     0.96     2.152     0.020     0.019     0.00030     0.00001     0.00001
10935437 4715  77  0.24 0.05     1.83     0.09     0.24    11.12     0.22     0.59     2.607     0.010     0.014     0.00134     0.00004     0.00003
11043208 4550  80  0.15 0.05     1.29     0.13     0.11     9.29     0.37     0.34     2.612     0.010     0.011     0.00161     0.00004     0.00005
11043832 4640  81  0.12 0.05     1.65     0.21     0.18     9.81     0.48     0.46     2.670     0.013     0.012     0.00174     0.00007     0.00006
11043831 4610  82  0.09 0.05     1.23     0.12     0.12    10.77     0.42     0.41     2.461     0.011     0.011     0.00098     0.00003     0.00003
10989210 4931  88 -0.14 0.06     2.52     0.39     0.42    12.74     0.68     0.80     2.630     0.019     0.022     0.00122     0.00004     0.00004
10747240 4726  84  0.01 0.05     1.27     0.15     0.13    11.24     0.56     0.51     2.441     0.010     0.010     0.00090     0.00003     0.00003
10812837 4823  88 -0.13 0.06     1.84     0.20     0.20    10.50     0.39     0.48     2.664     0.013     0.014     0.00161     0.00005     0.00004
10745775 4575  74  0.35 0.05     1.62     0.25     0.24    12.19     0.72     0.69     2.474     0.018     0.019     0.00089     0.00003     0.00003
11042388 4324 101 -0.43 0.07     1.20     0.15     0.14    21.46     1.11     1.06     1.852     0.013     0.014     0.00012     0.00001     0.00001
10933384 4378  82  0.13 0.05     1.10     0.16     0.21    19.76     1.46     1.63     1.884     0.014     0.022     0.00014     0.00001     0.00001
10873444 4772  78  0.18 0.05     1.75     0.27     0.25    10.28     0.60     0.58     2.656     0.017     0.018     0.00161     0.00005     0.00006
10743092 4538 102 -0.48 0.07     1.17     0.13     0.12    14.91     0.67     0.65     2.159     0.011     0.011     0.00035     0.00001     0.00001
10743515 4579  78  0.22 0.05     1.64     0.16     0.12    11.34     0.43     0.36     2.545     0.011     0.010     0.00113     0.00003     0.00003
10809457 4677  83  0.05 0.05     1.05     0.25     0.16    10.00     0.83     0.55     2.460     0.022     0.017     0.00104     0.00004     0.00003
 9024483 4588  80  0.17 0.05     1.08     0.19     0.13    10.84     0.64     0.48     2.401     0.021     0.015     0.00085     0.00003     0.00003
 8955683 4828  86 -0.06 0.06 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9025029 4776  87 -0.09 0.06     1.38     0.13     0.11    10.93     0.41     0.29     2.499     0.010     0.011     0.00105     0.00003     0.00003
 9024667 4508  76  0.28 0.05     1.02     0.28     0.18    11.76     1.15     0.84     2.314     0.023     0.020     0.00063     0.00004     0.00004
 9157260 4724  90 -0.18 0.06     0.92     0.11     0.11     3.66     0.20     0.20     3.275     0.008     0.009     0.01872     0.00100     0.00106
 9220076 4659  86 -0.03 0.06     1.02     0.15     0.09    10.31     0.62     0.43     2.423     0.012     0.012     0.00093     0.00004     0.00005
 9344639 4202  92 -0.15 0.06     1.30     0.43     0.34    27.44     2.93     2.55     1.676     0.038     0.038     0.00006     0.00000     0.00000
 9406596 4536  73  0.38 0.05     1.19     0.15     0.14    11.25     0.60     0.57     2.413     0.012     0.012     0.00084     0.00003     0.00004
 9283816 4715  85 -0.01 0.06     1.43     0.13     0.20    10.76     0.29     0.65     2.531     0.010     0.011     0.00116     0.00005     0.00004
 9283918 4765  78  0.18 0.05     1.98     0.24     0.19    11.46     0.54     0.43     2.615     0.011     0.011     0.00131     0.00004     0.00004
 9026209 4254  77  0.29 0.05     1.68     0.43     0.35    25.71     2.07     1.94     1.842     0.031     0.031     0.00010     0.00000     0.00000
 9025882 4573  74  0.33 0.05     1.03     0.20     0.15    10.30     0.82     0.65     2.429     0.011     0.011     0.00095     0.00005     0.00005
 9346288 4530  84  0.03 0.06     1.36     0.19     0.18    13.18     0.70     0.66     2.332     0.016     0.016     0.00060     0.00002     0.00002
 9408590 4740  84  0.00 0.06     1.68     0.25     0.19    11.43     0.67     0.50     2.546     0.016     0.016     0.00112     0.00004     0.00004
 9346602 4808  85 -0.04 0.06     2.22     0.25     0.21    11.73     0.51     0.46     2.646     0.011     0.010     0.00138     0.00004     0.00004
 9469165 4802 110 -0.78 0.08     0.82     0.09     0.06     9.82     0.35     0.28     2.374     0.013     0.013     0.00088     0.00003     0.00003
 9408361 4898  77  0.21 0.05     2.79     0.31     0.33    12.17     0.49     0.54     2.711     0.014     0.015     0.00154     0.00004     0.00004
 9159227 4519  74  0.36 0.05     1.00     0.18     0.08    10.94     0.64     0.32     2.368     0.020     0.014     0.00077     0.00002     0.00002
 9222389 4609  90 -0.16 0.06     1.41     0.20     0.18    12.63     0.64     0.59     2.385     0.016     0.016     0.00070     0.00002     0.00002
 9027245 4573  94 -0.27 0.06     1.11     0.11     0.12     8.88     0.36     0.39     2.587     0.011     0.011     0.00159     0.00005     0.00005
 9409513 4950  82  0.05 0.05     2.30     0.34     0.20    10.51     0.56     0.37     2.760     0.012     0.011     0.00199     0.00006     0.00007
 9027871 4571  78  0.22 0.05     1.80     0.22     0.20    12.20     0.59     0.59     2.522     0.013     0.013     0.00100     0.00004     0.00003
 9349690 4156  79  0.22 0.05     1.56     0.43     0.42    34.01     3.94     4.16     1.566     0.020     0.023     0.00004     0.00000     0.00000
 9349632 4882  76  0.24 0.05     2.26     0.21     0.26     8.84     0.30     0.40     2.899     0.013     0.014     0.00328     0.00009     0.00009
 9350701 4848  81  0.09 0.05 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.00 -9999.000 -9999.000 -9999.000 -9999.00000 -9999.00000 -9999.00000
 9350031 4590  99 -0.42 0.07     1.04     0.10     0.09     8.30     0.33     0.32     2.618     0.010     0.010     0.00182     0.00005     0.00006
 9411366 4805  89 -0.17 0.06     1.60     0.19     0.17    10.52     0.47     0.47     2.598     0.012     0.012     0.00137     0.00005     0.00004
 9163153 4596  70  0.46 0.04     1.15     0.10     0.10     5.12     0.19     0.19     3.079     0.010     0.010     0.00856     0.00023     0.00026
 9226335 4878  70  0.42 0.04     3.16     0.25     0.38    14.11     0.42     0.64     2.637     0.013     0.017     0.00112     0.00003     0.00003
 9226481 4521  78  0.21 0.05     1.34     0.15     0.14    11.05     0.48     0.44     2.478     0.012     0.013     0.00099     0.00003     0.00003
 9100325 4242  88 -0.05 0.06     1.62     0.42     0.32    31.76     2.96     2.48     1.645     0.028     0.031     0.00005     0.00000     0.00000
 9228469 4829  96 -0.38 0.07     1.32     0.14     0.12     6.57     0.25     0.25     2.923     0.011     0.012     0.00465     0.00013     0.00013
 9100444 4662  72  0.39 0.04     1.63     0.29     0.18    10.45     0.75     0.48     2.611     0.014     0.014     0.00142     0.00005     0.00005
 9163785 4665  90 -0.16 0.06     1.55     0.19     0.17    10.79     0.50     0.49     2.563     0.011     0.010     0.00124     0.00005     0.00005
 9351617 4700  84  0.00 0.06     1.37     0.14     0.12    10.96     0.42     0.34     2.494     0.013     0.013     0.00104     0.00003     0.00003
 9474021 4072 101 -0.40 0.07     1.83     0.94     0.59    56.12    14.59    12.61     1.204     0.016     0.017     0.00001     0.00000     0.00000
 9351186 4620  80  0.16 0.05     1.30     0.22     0.19    11.66     0.83     0.74     2.420     0.013     0.013     0.00082     0.00004     0.00005
 9414068 4451 108 -0.65 0.08     1.05     0.17     0.15    19.31     1.12     1.04     1.889     0.019     0.019     0.00015     0.00001     0.00001
 9414102 4535  67  0.56 0.04     1.54     0.21     0.17    12.24     0.62     0.55     2.450     0.013     0.014     0.00084     0.00003     0.00003
 9291624 4530  70  0.48 0.04     1.23     0.12     0.24    11.15     0.39     0.86     2.429     0.014     0.022     0.00089     0.00003     0.00003
 9166023 4298  71  0.46 0.04     1.30     0.17     0.15    16.02     0.77     0.72     2.142     0.015     0.015     0.00032     0.00001     0.00001
 9034557 4643  75  0.29 0.05     1.65     0.22     0.17    11.75     0.56     0.48     2.516     0.015     0.014     0.00102     0.00003     0.00003
 9229601 4840  86 -0.07 0.06     1.66     0.14     0.11    11.08     0.43     0.23     2.566     0.010     0.011     0.00121     0.00003     0.00003
 9292408 4574  73  0.36 0.05     1.38     0.41     0.47    12.83     1.36     1.63     2.362     0.032     0.040     0.00066     0.00004     0.00004
 9291249 4589  78  0.22 0.05     1.60     0.15     0.14    11.18     0.42     0.41     2.542     0.011     0.011     0.00114     0.00003     0.00003
 9291830 4851  82  0.05 0.05     2.11     0.27     0.22    12.59     0.60     0.54     2.565     0.013     0.013     0.00106     0.00003     0.00003
 9291976 4595  83  0.05 0.05     1.00     0.10     0.06    10.60     0.41     0.29     2.391     0.009     0.009     0.00084     0.00003     0.00003
 9292180 4565  74  0.33 0.05     1.50     0.32     0.23     9.80     0.68     0.59     2.633     0.027     0.025     0.00160     0.00005     0.00005
 9353187 4828  78  0.17 0.05     2.20     0.26     0.30     9.76     0.41     0.51     2.800     0.015     0.016     0.00237     0.00008     0.00008
 9475697 4677  80  0.13 0.05     1.19     0.13     0.11     6.07     0.25     0.23     2.946     0.012     0.013     0.00531     0.00014     0.00014
 9353531 4628  92 -0.21 0.06     0.92     0.09     0.06    10.38     0.38     0.26     2.372     0.011     0.010     0.00083     0.00003     0.00002
 8564559 4720  86 -0.06 0.06     1.48     0.15     0.19    10.73     0.36     0.54     2.545     0.013     0.014     0.00120     0.00004     0.00003
 8693004 4584  85 -0.00 0.06     1.78     0.20     0.18    13.53     0.64     0.61     2.426     0.011     0.011     0.00072     0.00003     0.00003
 8693018 4879  78  0.18 0.05     2.31     0.26     0.25     9.47     0.41     0.42     2.848     0.011     0.011     0.00272     0.00009     0.00010
 8628585 4624  79  0.17 0.05     1.30     0.13     0.12    11.19     0.45     0.44     2.453     0.010     0.010     0.00093     0.00003     0.00003
 8757215 4692  85 -0.03 0.06     1.04     0.13     0.12    10.14     0.54     0.48     2.444     0.010     0.010     0.00100     0.00004     0.00004
 8822689 4812  83  0.04 0.05     2.10     0.19     0.21    11.43     0.43     0.42     2.640     0.011     0.012     0.00139     0.00004     0.00004
 8957543 4588  74  0.35 0.05     1.58     0.26     0.25    12.14     0.76     0.75     2.467     0.019     0.020     0.00088     0.00004     0.00004
 8822878 4597  76  0.29 0.05     1.32     0.20     0.18    11.28     0.62     0.61     2.454     0.019     0.019     0.00092     0.00003     0.00003
 8758700 4683  93 -0.27 0.06     0.99     0.09     0.09    10.55     0.39     0.38     2.386     0.011     0.011     0.00084     0.00002     0.00002
 8824452 4570  97 -0.36 0.07     1.13     0.13     0.13     8.75     0.43     0.43     2.604     0.011     0.011     0.00168     0.00007     0.00006
 8824264 4678  89 -0.14 0.06     1.03     0.17     0.11    10.34     0.59     0.42     2.425     0.019     0.015     0.00094     0.00003     0.00003
 8890410 4863  78  0.19 0.05     2.18     0.31     0.17    11.06     0.57     0.33     2.688     0.015     0.012     0.00160     0.00004     0.00004
 8565016 4553  77  0.25 0.05     1.28     0.16     0.14     8.60     0.43     0.40     2.674     0.012     0.012     0.00201     0.00008     0.00008
 9028511 4657  93 -0.26 0.06     0.90     0.09     0.04    10.26     0.39     0.22     2.374     0.010     0.009     0.00084     0.00002     0.00002
 9028321 4584  79  0.19 0.05     1.53     0.17     0.16    10.78     0.45     0.48     2.557     0.011     0.012     0.00122     0.00004     0.00004
 8959259 4633  73  0.36 0.05     1.67     0.19     0.16     8.75     0.38     0.35     2.778     0.012     0.012     0.00250     0.00008     0.00008
 8759811 4838  83  0.02 0.05     1.86     0.12     0.34    10.88     0.27     0.89     2.634     0.013     0.015     0.00148     0.00006     0.00005
 8759746 4772  82  0.07 0.05     1.62     0.10     0.25    11.02     0.23     0.79     2.565     0.011     0.012     0.00124     0.00005     0.00004
 8759207 4928  88 -0.13 0.06     1.64     0.20     0.18     8.30     0.41     0.39     2.816     0.010     0.011     0.00288     0.00011     0.00012
 9028697 4601  83  0.07 0.05     1.32     0.12     0.11     8.82     0.33     0.32     2.666     0.009     0.009     0.00192     0.00006     0.00006
 8825444 4918  79  0.14 0.05     2.75     0.25     0.33    10.50     0.42     0.44     2.830     0.013     0.014     0.00235     0.00006     0.00006
 9029195 4658  78  0.19 0.05     1.23     0.31     0.24    10.07     1.11     0.89     2.521     0.012     0.013     0.00120     0.00008     0.00009
 8826079 4773  97 -0.40 0.07     0.98     0.10     0.11    10.11     0.45     0.45     2.420     0.011     0.011     0.00095     0.00003     0.00004
 9029603 4842  71  0.39 0.04     1.87     0.19     0.16     6.67     0.25     0.24     3.061     0.010     0.010     0.00630     0.00017     0.00017
 8962844 4663  83  0.07 0.05     1.43     0.13     0.14    10.92     0.42     0.41     2.513     0.011     0.012     0.00109     0.00003     0.00003
 8962923 4894  87 -0.10 0.06     2.08     0.21     0.23     9.32     0.37     0.40     2.815     0.013     0.013     0.00256     0.00007     0.00007
 8827646 4726  95 -0.33 0.07     1.18     0.14     0.12    11.08     0.50     0.47     2.420     0.011     0.011     0.00087     0.00003     0.00003
 8827934 4791  77  0.23 0.05     1.99     0.16     0.31    10.86     0.32     0.67     2.666     0.016     0.017     0.00158     0.00004     0.00004
 8761471 4666  83  0.06 0.05     1.28     0.23     0.26    10.73     0.61     0.87     2.483     0.026     0.026     0.00104     0.00003     0.00003
 8826496 4818  87 -0.09 0.06     1.55     0.11     0.14    10.98     0.35     0.40     2.544     0.009     0.009     0.00117     0.00003     0.00003
 9032691 4722  87 -0.09 0.06     1.24     0.14     0.13    11.03     0.51     0.50     2.445     0.011     0.012     0.00092     0.00003     0.00003
 8964218 4438  74  0.37 0.05     1.33     0.15     0.14    12.31     0.54     0.55     2.380     0.011     0.011     0.00071     0.00002     0.00002
 9658002 4490  86 -0.02 0.06     1.15     0.14     0.13    10.74     0.49     0.49     2.435     0.013     0.014     0.00093     0.00003     0.00003
 9780183 4614  83  0.04 0.05     1.07     0.12     0.09    11.08     0.49     0.41     2.377     0.011     0.011     0.00078     0.00002     0.00003
 9839918 4630  73  0.36 0.05     1.43     0.39     0.33    10.24     1.23     1.14     2.572     0.013     0.013     0.00133     0.00017     0.00015
 9839246 4671  78  0.20 0.05     1.58     0.13     0.12    11.10     0.40     0.34     2.542     0.010     0.010     0.00114     0.00003     0.00003
 9597214 4783  87 -0.08 0.06     1.53     0.15     0.13    10.98     0.46     0.36     2.537     0.011     0.012     0.00114     0.00003     0.00003
 9536330 4521  84  0.04 0.06     1.69     0.20     0.19    16.10     0.75     0.70     2.251     0.012     0.012     0.00040     0.00001     0.00001
 9658793 4605  93 -0.25 0.06     1.30     0.15     0.14    10.61     0.46     0.45     2.502     0.011     0.012     0.00109     0.00004     0.00004
 9658072 4487  69  0.50 0.04     1.02     0.11     0.05    11.43     0.44     0.22     2.333     0.010     0.008     0.00068     0.00002     0.00002
 9597524 4620  78  0.21 0.05     1.33     0.16     0.13    11.06     0.51     0.41     2.472     0.013     0.014     0.00098     0.00003     0.00003
 9535050 4803  85 -0.02 0.06     1.82     0.19     0.19    11.74     0.51     0.51     2.557     0.011     0.011     0.00112     0.00003     0.00004
 9535399 4535  74  0.35 0.05     1.34     0.14     0.13     9.04     0.36     0.34     2.653     0.012     0.012     0.00182     0.00005     0.00005
 9534934 4601 107 -0.64 0.08     0.95     0.15     0.11     8.58     0.48     0.35     2.548     0.019     0.015     0.00150     0.00004     0.00004
 9412408 4826  90 -0.19 0.06     1.07     0.13     0.12    10.33     0.48     0.45     2.440     0.012     0.011     0.00097     0.00003     0.00003
