 # names = ['KIC', 'Teff', '[Fe/H]', 'log(g)', 'e_log(g)']
 5084662 5083 -0.588 2.523 0.011
 5087542 4877 -0.119 2.455 0.011
 5088148 4931  0.076 2.405 0.012
 5088362 4934 -0.017 2.489 0.010
 5091962 4832 -0.203 2.247 0.013
 5095946 4884  0.117 2.464 0.010
 5121116 4710  0.069 2.262 0.014
 5121605 4872 -0.164 2.443 0.011
 5129011 4834  0.020 2.531 0.010
 5172229 4868 -0.025 2.497 0.009
 5266416 4934 -0.225 2.420 0.012
 5269165 4779  0.022 2.374 0.012
 5270933 4785  0.356 2.454 0.007
 5307203 4897 -0.055 2.588 0.011
 5353178 4991 -0.143 2.347 0.012
 5360757 4724  0.410 2.475 0.013
 5364240 5025 -0.081 2.753 0.010
 5380775 4907  0.122 2.717 0.009
 5384584 4718  0.038 2.134 0.013
 5385518 4861  0.181 2.650 0.010
 5392657 4684  0.219 2.539 0.010
 5436082 5045  0.213 2.489 0.011
 5436814 4813 -0.293 1.914 0.018
 5524720 4666  0.472 2.192 0.014
 5526083 5169 -0.070 2.525 0.010
 5530598 4870 -0.067 2.918 0.010
 5612549 5125 -0.567 2.347 0.012
 5615439 4897 -0.067 2.099 0.018
 5694720 4783  0.235 2.393 0.012
 5698156 4956 -0.576 1.921 0.018
 5700368 5011 -0.351 2.464 0.011
 5709564 4959 -0.058 2.335 0.012
 5709667 4980  0.055 2.864 0.010
 5780782 4644  0.183 1.924 0.018
 5782127 5055 -0.140 2.368 0.013
 5782671 4758  0.093 2.218 0.014
 5787509 4842  0.018 2.393 0.012
 5790837 4720  0.278 2.565 0.011
 5791844 5072  0.098 2.639 0.009
 5794100 4836 -0.064 2.441 0.011
 5795250 4921  0.094 2.604 0.011
 5795626 5323 -1.013 2.509 0.010
 5806522 4846  0.269 2.664 0.010
 5866737 5140 -0.443 2.732 0.009
 5872509 4949 -0.029 2.483 0.009
 5900096 4683  0.538 2.399 0.012
 5903484 4724  0.045 2.380 0.014
 5905655 4620 -0.063 2.024 0.013
 5950394 4901 -0.069 2.489 0.011
 5950668 4605 -0.078 1.950 0.015
 5959615 4952 -0.118 2.364 0.012
 5963732 4814 -0.251 1.879 0.019
 5983299 5099 -0.032 2.714 0.009
 6029189 4985 -0.111 2.745 0.010
 6029474 4851 -0.040 2.777 0.010
 6032639 5037 -0.070 2.557 0.012
 6033938 5079 -0.022 3.115 0.009
 6037660 5040 -0.116 2.381 0.014
 6037858 4963 -0.047 2.551 0.012
 6043187 4914 -0.072 2.701 0.010
 6067958 4911 -0.365 2.155 0.014
 6115575 4776  0.282 2.587 0.010
 6117517 4896  0.297 2.976 0.010
 6118479 5002 -0.057 2.707 0.012
 6123202 4828  0.299 2.618 0.011
 6125893 4589  0.274 1.807 0.028
 6140161 4743 -0.113 2.064 0.016
 6144777 4889 -0.062 3.012 0.009
 6150124    0  0.000 2.519 0.021
 6191288 4890 -0.462 2.311 0.015
 6192431 4838 -0.037 2.449 0.012
 6196149 4940  0.074 2.364 0.015
 6197019 4737  0.121 1.875 0.017
 6198581 5038 -0.208 2.528 0.011
 6200565 5018 -0.149 2.457 0.010
 6231193 4817 -0.444 2.399 0.014
 6277741 4634  0.448 2.274 0.014
 6279491 5035 -0.100 2.353 0.012
 6286142 4574 -0.014 1.989 0.014
 6304081    0 -0.032 2.712 0.014
 6357879 5252 -0.218 2.549 0.011
 6363090 5009 -0.150 2.535 0.009
 6365867 5139 -0.204 2.362 0.012
 6370549 4636 -0.122 1.955 0.021
 6371008 4958  0.050 2.416 0.013
 6382830 4708  0.461 2.204 0.024
 6383574 4530 -0.303 1.867 0.023
 6418912 4700  0.497 2.390 0.015
 6431941 4899 -0.331 2.220 0.011
 6444595 4855 -0.281 2.207 0.014
 6448010 5018 -0.129 2.452 0.014
 6451238 4786  0.554 2.398 0.015
 6465610 4922 -0.426 2.499 0.010
 6508328 4872  0.263 2.482 0.009
 6508943 4884  0.235 2.437 0.013
 6522182 4661 -0.196 1.807 0.016
 6547007 5017 -0.587 2.487 0.010
 6549467 4517 -0.250 1.759 0.022
 6579495 4965 -0.008 2.837 0.010
 6579998 5256 -0.695 2.419 0.013
 6580479 5039 -0.416 2.459 0.013
 6591336 4623  0.479 2.271 0.013
 6593623 4894 -0.014 2.482 0.013
 6606106 5036  0.010 2.409 0.011
 6610828 5028  0.006 2.449 0.011
 6612293 4933  0.067 2.540 0.012
 6614588 5076 -0.078 2.521 0.010
 6665058 4979 -0.032 2.929 0.008
 6680734 4896 -0.530 2.153 0.014
 6690139 5209 -0.597 2.977 0.010
 6696436 4926 -0.434 2.301 0.011
 6718509 4379 -0.188 1.907 0.016
 6751876 5020 -0.483 2.384 0.012
 6762022 5024  0.014 2.511 0.012
 6768319 4885 -0.252 2.631 0.010
 6779699 4794  0.344 2.842 0.011
 6780490 4975 -0.130 2.478 0.013
 6804138 5142 -0.365 2.828 0.011
 6805631 4894 -0.048 2.533 0.010
 6837256 5008 -0.620 2.452 0.011
 6838420 4535  0.267 2.368 0.013
 6838707 4930 -0.029 2.429 0.010
 6849167 5102  0.062 2.454 0.010
 6851499 4926 -0.129 2.617 0.011
 6853465 5100 -0.085 2.844 0.010
 6853779 4777  0.154 1.972 0.017
 6854095 5091 -0.179 2.397 0.012
 6878800 4736 -0.015 2.210 0.011
 6888756 4609  0.085 2.034 0.014
 6925158 4895  0.153 2.866 0.010
 6949816 5087 -0.147 2.818 0.009
 6951925 4980  0.036 2.549 0.012
 6952140 4612 -0.256 1.835 0.020
 6952430 5027  0.088 2.471 0.009
 6964342 4787  0.233 2.506 0.011
 7006979 5031 -0.014 2.435 0.013
 7018252 5065 -0.329 2.349 0.011
 7020371 4783 -0.019 2.082 0.012
 7031016 4986  0.045 2.446 0.011
 7039075 5047 -0.215 2.573 0.009
 7048889 4792 -0.856 2.386 0.011
 7049306 4796  0.103 2.420 0.012
 7060732 4892 -0.049 3.023 0.010
 7092067 4863 -0.252 2.597 0.010
 7093179 4802 -0.269 2.383 0.012
 7100768 5080 -0.066 2.317 0.013
 7103297 5005  0.252 2.499 0.010
 7109120 4728  0.432 2.665 0.011
 7118721 5128  0.058 2.738 0.009
 7177015 4879  0.425 2.825 0.011
 7204369 4629  0.076 2.104 0.013
 7206531 5026  0.032 2.570 0.011
 7213716 4712 -0.515 2.053 0.017
 7258771 4945 -0.142 2.824 0.009
 7259653 4840 -0.406 2.507 0.013
 7270142 4791 -0.014 2.609 0.007
 7272257 4897  0.006 2.273 0.012
 7273672 4808  0.102 2.275 0.012
 7281777 4914  0.182 2.469 0.009
 7289277 5022 -0.066 2.373 0.012
 7293531 4846 -0.204 2.217 0.016
 7293609 4996 -0.148 2.403 0.012
 7294715 4957  0.026 2.544 0.009
 7297940 5072  0.088 2.913 0.010
 7303187 4654 -0.091 2.319 0.012
 7340724 5044 -0.108 3.025 0.009
 7341343 4643  0.128 2.033 0.016
 7346365 4865  0.053 2.618 0.012
 7346442 4998 -0.289 2.595 0.010
 7365701 5156 -0.435 2.412 0.012
 7366121    0  0.000 2.554 0.016
 7366820 5042  0.028 2.462 0.013
 7374855    0  0.000 2.481 0.011
 7378357 4823 -0.351 1.796 0.022
 7382407 4941 -0.102 2.554 0.010
 7384523 4836  0.017 2.443 0.011
 7387188 4818  0.245 2.421 0.011
 7420223 4969 -0.058 2.454 0.009
 7429055 4818  0.212 2.681 0.012
 7435143 4743  0.309 2.682 0.011
 7445698 4983 -0.109 2.496 0.010
 7446560 4688 -0.095 1.984 0.011
 7448051 4782  0.229 2.414 0.011
 7500388 4945 -0.426 2.509 0.014
 7513379 5241 -0.265 2.956 0.009
 7522297 5059 -0.205 2.420 0.011
 7523875 5129 -0.355 2.850 0.011
 7529215 5121 -0.218 2.868 0.009
 7540130 4661 -0.365 1.991 0.014
 7552779 4639 -0.025 1.755 0.026
 7581822 4984 -0.045 3.117 0.009
 7585523 5088 -0.128 2.473 0.011
 7587099 5061 -0.097 2.480 0.011
 7591642 5008 -0.298 2.361 0.014
 7594865 5096 -0.143 2.403 0.011
 7595155 4740  0.578 2.359 0.012
 7595285 5018 -0.035 2.374 0.013
 7596701 5039 -0.217 2.569 0.014
 7611069 5092  0.021 3.104 0.009
 7618122 4850  0.063 2.747 0.009
 7619034 4989 -0.106 2.558 0.011
 7619745 5183 -0.196 3.139 0.009
 7626457 4956 -0.008 3.143 0.010
 7661609 4735  0.330 2.252 0.014
 7663241 4924 -0.112 2.275 0.014
 7667657 5088 -0.007 2.548 0.012
 7668782 4789 -0.056 2.045 0.013
 7670419 4810  0.340 2.393 0.016
 7671562 4912  0.189 2.395 0.012
 7672405 5028 -0.151 2.041 0.015
 7674224 4991  0.170 3.023 0.010
 7677317 4813  0.087 2.293 0.012
 7685724 5178 -0.213 2.466 0.011
 7693833 5200 -1.449 2.430 0.011
 7697146 5026 -0.059 2.696 0.009
 7701048 4775  0.125 2.508 0.012
 7732065 4745  0.047 1.990 0.017
 7732335 5156 -0.055 2.821 0.011
 7734065 5216 -0.352 2.346 0.011
 7749249 4933  0.007 2.760 0.010
 7764335 4639 -0.371 1.895 0.008
 7799762 4810 -0.144 2.151 0.015
 7802551 4793 -0.242 1.993 0.014
 7808227 5176 -0.074 2.424 0.011
 7820638    0  0.000 2.587 0.015
 7821234 4893  0.263 2.452 0.011
 7831348 4979 -0.462 2.451 0.011
 7841410 4360 -0.283 1.758 0.021
 7867854 5172 -0.215 2.421 0.011
 7868532 4720  0.494 2.757 0.012
 7872519 5057 -0.093 2.427 0.010
 7888403 4836 -0.026 2.584 0.013
 7905696 4806  0.110 2.542 0.012
 7919558 4865 -0.162 2.480 0.012
 7935931 4817  0.495 2.391 0.012
 7936033 4662  0.015 2.040 0.016
 7938029 4653  0.108 2.246 0.015
 7944142    0  0.000 2.785 0.016
 7948086 5102  0.132 2.541 0.011
 7949599 4913  0.125 2.433 0.011
 7957166 5060  0.313 3.210 0.010
 7989213 4511 -0.383 1.816 0.021
 8005116 4872  0.203 2.499 0.011
 8039416 4852  0.218 2.407 0.012
 8041612 4890 -0.186 1.473 0.034
 8045883 4931 -0.091 2.393 0.011
 8056874 5017 -0.131 2.642 0.009
 8078554 5081  0.002 2.460 0.013
 8081278 4838  0.165 2.417 0.011
 8081535 4945  0.187 2.531 0.013
 8085998 5062 -0.167 2.460 0.012
 8086192 4965  0.066 2.776 0.011
 8087067 5011 -0.265 2.904 0.009
 8088244 5172 -0.846 2.407 0.010
 8094602 4840  0.008 2.647 0.012
 8099073 5008 -0.060 2.532 0.009
 8120076 4928 -0.083 2.440 0.011
 8123843 4752  0.184 2.438 0.011
 8144529 4897  0.223 2.499 0.009
 8154383 4887  0.286 2.716 0.010
 8160590 4838  0.081 2.424 0.012
 8164977 5030  0.033 2.441 0.011
 8173148 4931  0.106 2.451 0.011
 8173725 5039 -0.181 2.600 0.013
 8176543 4637 -0.047 2.024 0.018
 8195595 4952 -0.127 2.721 0.009
 8196436 4836  0.022 2.501 0.012
 8210100 4782  0.449 2.521 0.010
 8212786 4622  0.413 2.197 0.020
 8232851 4878  0.291 2.578 0.011
 8233917 4881  0.150 2.376 0.011
 8235013 4954 -0.113 2.377 0.012
 8241402 4867 -0.255 2.374 0.012
 8246635 4866  0.312 2.517 0.011
 8248948 4576  0.235 2.353 0.012
 8258311 5010 -0.592 2.458 0.009
 8260453 4944  0.020 2.538 0.010
 8278906 5008 -0.249 2.400 0.012
 8284032 5097 -0.580 2.496 0.011
 8285025 4714 -0.119 2.080 0.017
 8293158 4939 -0.129 2.440 0.011
 8293686 4524 -0.128 1.900 0.019
 8300747 4902 -0.479 2.101 0.014
 8307630 5034 -0.404 2.420 0.011
 8346238 4799  0.201 2.395 0.014
 8350443 5074 -0.291 2.400 0.012
 8350645 4927 -0.095 2.643 0.010
 8359169 4980  0.158 2.640 0.009
 8366239 5280 -0.033 3.177 0.009
 8377116 4802  0.238 2.394 0.012
 8378653 5028  0.007 2.864 0.010
 8381505 4558 -0.136 1.796 0.025
 8386921 4762 -0.115 2.320 0.014
 8396782 4922 -0.493 2.822 0.012
 8410006 4966 -0.578 2.393 0.012
 8415501 4990 -0.163 2.397 0.013
 8431695 5070 -0.354 2.682 0.010
 8432239 4875  0.192 2.610 0.012
 8454209 4577 -0.227 2.061 0.015
 8458519 4857  0.104 2.401 0.012
 8462934 4963  0.080 2.767 0.009
 8475025 5106 -0.115 2.959 0.010
 8475511 4855 -0.597 2.030 0.013
 8480097 4974  0.188 3.202 0.009
 8482522 4780  0.391 2.410 0.012
 8495082 4683 -0.091 1.853 0.020
 8506788 5053 -0.418 2.392 0.011
 8507397 5071 -0.327 2.464 0.011
 8508931    0  0.000 2.664 0.010
 8515390 5070 -0.305 2.654 0.010
 8518198 4864 -0.283 3.037 0.010
 8522040 4921 -0.148 2.561 0.010
 8525359 4765  0.218 2.631 0.013
 8526108 4892 -0.281 2.533 0.012
 8539201 5154 -0.510 2.448 0.010
 8540615 5143 -0.209 2.569 0.011
 8540767 5115 -0.142 2.363 0.013
 8545504 5121 -0.184 2.948 0.009
 8547390 4736  0.118 2.552 0.008
 8561238 4964  0.025 2.657 0.010
 8583586 4913 -0.275 2.568 0.011
 8611833 4975  0.249 2.492 0.011
 8612520 4951  0.039 2.525 0.010
 8612811 5102  0.010 2.434 0.010
 8624155 5117 -0.131 2.829 0.010
 8628585 4930  0.242 2.460 0.012
 8669282 5056 -0.038 2.499 0.010
 8683589 4889 -0.253 2.115 0.012
 8686058 5057 -0.123 2.555 0.010
 8686389 4797  0.316 2.271 0.012
 8690009 4848  0.198 2.365 0.012
 8707667 4796  0.035 2.439 0.011
 8708654 5043 -0.234 2.662 0.010
 8718745 4991 -0.620 3.009 0.009
 8748278 5059 -0.200 2.442 0.011
 8753234 5024  0.211 2.660 0.010
 8757215 4997  0.060 2.455 0.008
 8758700 5007 -0.280 2.395 0.011
 8771414 4809  0.054 2.503 0.013
 8803432 5079  0.062 2.409 0.011
 8812397 4951  0.180 2.735 0.009
 8813946    0  0.000 2.782 0.012
 8827646 4997 -0.187 2.431 0.012
 8827934 5024 -0.050 2.657 0.012
 8839028 4659  0.155 2.329 0.011
 8840004 5181 -0.155 1.962 0.014
 8843610 4856 -0.130 2.512 0.009
 8845313 4979 -0.571 2.491 0.012
 8845321 4919 -0.201 2.419 0.010
 8846187 4898 -0.230 2.604 0.010
 8867740 4960 -0.238 2.245 0.013
 8880420 4803 -0.075 2.214 0.013
 8907943 4653  0.548 2.405 0.011
 8909673 4758 -0.200 2.539 0.010
 8911558 4809 -0.211 2.510 0.012
 8934264 4801 -0.272 1.838 0.018
 8936084 5347 -0.731 2.421 0.014
 8936339 5105 -0.017 2.560 0.011
 8936409 4684 -0.082 1.754 0.025
 8941202 5183 -0.120 2.447 0.013
 8949653 4665  0.132 2.232 0.012
 8955683 5086 -0.003 2.587 0.012
 8962844 4994 -0.240 2.530 0.010
 9002344 4969 -0.052 2.538 0.011
 9009805 5113  0.002 2.607 0.010
 9020419 5147 -0.298 2.448 0.010
 9021464 5167 -0.102 2.507 0.011
 9027245 4882 -0.287 2.596 0.010
 9028697 4890 -0.015 2.673 0.011
 9072262 5161 -0.372 2.495 0.010
 9075872 5307 -0.094 3.106 0.009
 9086505 4987 -0.097 2.426 0.012
 9088119 5069 -0.672 2.425 0.011
 9112472 4707 -0.493 2.567 0.012
 9115334 4837  0.113 2.737 0.013
 9139859 4810  0.307 2.747 0.012
 9143834 4883 -0.522 2.103 0.012
 9143924 4772  0.002 1.883 0.019
 9145781 5116 -0.093 3.292 0.010
 9145952 5002 -0.037 2.428 0.009
 9145955 5221 -0.377 3.032 0.010
 9150223 5069 -0.526 2.475 0.010
 9151763 4618 -0.269 2.029 0.012
 9157260 5154 -0.315 3.285 0.009
 9159227 4795  0.343 2.367 0.013
 9166023 4478 -0.075 2.152 0.016
 9173371 5044 -0.383 2.906 0.009
 9176207 4761 -0.062 2.659 0.011
 9217456 4721  0.086 1.922 0.014
 9265513 5032 -0.400 2.588 0.010
 9267654 5062  0.261 2.973 0.009
 9268146 4813  0.182 2.395 0.011
 9269772 4887 -0.037 2.669 0.011
 9300159 5017 -0.215 3.122 0.009
 9307073 4788  0.009 2.526 0.014
 9328135 4831  0.292 2.642 0.012
 9329200 4917  0.132 2.779 0.010
 9332840 4951  0.212 2.508 0.012
 9333184 5106 -0.183 2.422 0.011
 9333501 4990 -0.304 2.349 0.012
 9340114 4834  0.092 2.347 0.013
 9344639 4556 -0.467 1.704 0.015
 9346288 4852 -0.141 2.346 0.012
 9351617 5060 -0.225 2.508 0.011
 9390293 4876  0.080 2.410 0.013
 9392039 5149 -0.076 2.481 0.011
 9395535 4890 -0.101 2.247 0.015
 9396363 5063  0.195 2.535 0.009
 9414068 4815 -0.208 1.899 0.016
 9427247 4985 -0.169 2.957 0.011
 9430786 4815 -0.155 2.485 0.013
 9447310 4944  0.176 2.768 0.010
 9451434 4910  0.024 2.351 0.011
 9456598 4967  0.294 2.519 0.013
 9475697 4999  0.197 2.960 0.010
 9508346 4781 -0.008 2.008 0.016
 9511938 4817  0.131 2.583 0.010
 9517003 4777 -0.187 1.796 0.018
 9517542 4783  0.108 2.205 0.013
 9520156 5082 -0.068 2.408 0.013
 9551036 4886 -0.003 2.628 0.012
 9569462 4851 -0.231 2.348 0.012
 9574650 5176 -0.056 2.938 0.009
 9579860 5000 -0.295 2.645 0.010
 9589500 5192 -0.115 2.931 0.010
 9589638 5083 -0.288 2.512 0.009
 9611634 4821 -0.258 2.351 0.012
 9631782 4830  0.258 2.723 0.010
 9635388 4920  0.231 2.496 0.010
 9635603 5146 -0.186 2.419 0.010
 9635649 5255  0.036 3.226 0.009
 9640886 4774  0.368 2.430 0.012
 9641772 4954  0.061 2.447 0.013
 9650046 5120  0.161 2.743 0.009
 9650527 5197 -0.161 2.654 0.010
 9652494    0  0.000 2.533 0.020
 9658002 4805  0.136 2.442 0.011
 9704774 5019  0.098 2.445 0.012
 9705636 4843  0.261 2.425 0.010
 9705687 5361 -0.245 2.791 0.009
 9706194 4850  0.209 2.320 0.012
 9711231 4929  0.164 2.574 0.012
 9711349 4755  0.074 2.091 0.015
 9711492 5124  0.061 2.626 0.010
 9711510 5086  0.145 2.623 0.009
 9716866 4843  0.021 2.406 0.012
 9761597 4790  0.540 2.663 0.015
 9761625 4755  0.014 1.866 0.018
 9767051 4668  0.087 2.219 0.013
 9767815 5201 -0.327 2.825 0.009
 9777536 4998  0.187 2.561 0.009
 9780183 4931 -0.049 2.380 0.011
 9818513 4769  0.513 2.396 0.013
 9818604 4631  0.483 2.366 0.012
 9835436 5001 -0.447 2.300 0.013
 9882316 5420 -0.109 3.178 0.009
 9882550 5082  0.090 2.474 0.012
 9884818 5197 -0.076 2.460 0.009
 9896174 5285 -0.196 3.309 0.010
 9896877 4744 -0.046 1.937 0.016
 9933754 4893  0.016 2.434 0.012
 9941242 4778 -0.217 2.104 0.017
 9942071 5127 -0.031 2.458 0.011
 9942816 5358 -0.379 2.522 0.010
 9945290 4951  0.068 2.482 0.010
 9992544 4766 -0.036 2.341 0.011
 9994798 4910  0.152 2.504 0.010
10010946 5015 -0.359 2.534 0.010
10011329 4971  0.119 2.471 0.013
10016093 4954 -0.180 2.400 0.012
10055196 4926  0.330 2.933 0.011
10055700 5238 -0.166 2.455 0.013
10062594 4895  0.047 2.536 0.014
10068801 4653  0.234 1.933 0.019
10068810 4969 -0.238 2.592 0.011
10070717 5034  0.170 2.423 0.012
10080974 5139  0.048 2.535 0.010
10118422 5100 -0.085 2.552 0.008
10118929 4954 -0.089 2.519 0.013
10122158 5191 -0.031 3.193 0.011
10123207 5206 -0.480 3.119 0.009
10124436 4955  0.047 2.587 0.009
10136291 4916 -0.205 2.432 0.011
10145279 5005 -0.223 2.387 0.011
10186053 4908  0.064 2.417 0.010
10186608 4974  0.211 2.426 0.010
10188964 4909  0.242 2.491 0.010
10189920 4902 -0.041 2.323 0.012
10190733 4984 -0.269 2.388 0.013
10196240 4938  0.190 2.440 0.010
10199187 4877 -0.321 2.163 0.014
10200377 5262 -0.548 3.073 0.009
10202184 5168 -0.291 3.110 0.009
10207321 5082 -0.334 2.713 0.009
10213931 4913  0.088 2.532 0.011
10252281 5029  0.085 2.415 0.012
10252692 5040  0.187 2.383 0.013
10254023 4932  0.184 2.266 0.013
10257278 5144  0.141 3.085 0.009
10257419 5013  0.223 2.863 0.010
10257683 4925  0.063 2.406 0.012
10267242 4941 -0.019 2.348 0.014
10271721 4629 -0.073 1.851 0.013
10319709 4783  0.141 2.097 0.014
10320170 4785  0.217 2.290 0.014
10323222    0  0.000 2.573 0.026
10328946 4952  0.108 2.424 0.010
10332186 4948  0.150 2.264 0.013
10382615 5207 -0.606 2.412 0.010
10383488 4841 -0.289 2.056 0.018
10384255 5121 -0.435 2.555 0.011
10386904 5041 -0.184 3.167 0.008
10388249 4879  0.037 2.622 0.009
10389393 5067 -0.429 2.493 0.012
10403036 4762 -1.389 1.904 0.016
10403323 5015 -0.244 2.368 0.012
10404994    0  0.000 2.513 0.017
10405285 4840 -0.207 2.180 0.012
10463137 5273 -0.359 2.383 0.013
10467570 4858  0.160 2.421 0.012
10468528 5002 -0.196 2.341 0.012
10514458 4561  0.170 1.905 0.020
10527754 4751  0.522 2.667 0.011
10533369 5012  0.052 2.515 0.012
10590683 5120 -0.075 2.342 0.012
10592249 4911  0.300 2.471 0.010
10600926 5137 -0.506 2.395 0.013
10602374 4947 -0.099 2.481 0.007
10602976 5122 -0.554 2.475 0.012
10604460 4830  0.137 2.376 0.012
