-3.963655024	0.232064590
-3.878700407	0.232188071
-3.793745790	0.232311551
-3.708791174	0.232435032
-3.623836557	0.232558512
-3.538881940	0.232681993
-3.453927323	0.232805474
-3.368972706	0.232928954
-3.284018089	0.233052435
-3.199063472	0.233175915
-3.114108855	0.233299396
-3.029154238	0.233422876
-2.944199622	0.233546357
-2.859245005	0.233669837
-2.774290388	0.227685623
-2.700920491	0.206306267
-2.646858462	0.166793895
-2.592796433	0.129880929
-2.519426537	0.094995569
-2.434471920	0.067634423
-2.349517303	0.049289398
-2.264562686	0.037924595
-2.179608070	0.030486168
-2.094653453	0.025374481
-2.009698836	0.021862429
-1.924744219	0.020240854
-1.839789602	0.018183015
-1.754834985	0.017724810
-1.669880368	0.017848291
-1.584925751	0.017971771
-1.499971134	0.016931881
-1.415016518	0.016619098
-1.330061901	0.016742579
-1.245107284	0.016866059
-1.160152667	0.016989540
-1.075198050	0.017113020
-0.990243433	0.017236501
-0.905288816	0.017359981
-0.820334199	0.017483462
-0.735379582	0.017606943
-0.650424966	0.017730423
-0.565470349	0.017853904
-0.480515732	0.017977384
-0.395561115	0.018100865
-0.310606498	0.018224345
-0.225651881	0.018347826
-0.140697264	0.018471306
-0.055742647	0.018594787
0.0292119700	0.018718267
0.1141665860	0.018841748
0.1991212030	0.018965229
0.2840758200	0.019088709
0.3690304370	0.019212190
0.4501234810	0.019330057
