isotope,a,z,yield,mass,metallicity,mass_ej,massfrac
na21,21,11,0.0,0.636,0.008,1.1139999999999999,0.0
na22,22,11,1.2373438e-28,0.636,0.008,1.1139999999999999,1.1107215439856375e-28
na23,23,11,1.9885665131999998e-05,0.636,0.008,1.1139999999999999,1.7850686833034112e-05
na24,24,11,0.0,0.636,0.008,1.1139999999999999,0.0
mg23,23,12,0.0,0.636,0.008,1.1139999999999999,0.0
mg24,24,12,0.00022967342564699994,0.636,0.008,1.1139999999999999,0.000206170040975763
mg25,25,12,3.0113885384999994e-05,0.636,0.008,1.1139999999999999,2.7032213092459603e-05
mg26,26,12,3.474789532999999e-05,0.636,0.008,1.1139999999999999,3.119200657989227e-05
mg27,27,12,0.0,0.636,0.008,1.1139999999999999,0.0
al25,25,13,0.0,0.636,0.008,1.1139999999999999,0.0
al26,26,13,7.4060381e-08,0.636,0.008,1.1139999999999999,6.648149102333932e-08
al27,27,13,2.6317863475999997e-05,0.636,0.008,1.1139999999999999,2.3624653030520646e-05
al28,28,13,0.0,0.636,0.008,1.1139999999999999,0.0
si27,27,14,0.0,0.636,0.008,1.1139999999999999,0.0
si28,28,14,0.00029134937883759995,0.636,0.008,1.1139999999999999,0.0002615344513802513
si29,29,14,1.52920136313e-05,0.636,0.008,1.1139999999999999,1.3727121751615799e-05
si30,30,14,1.0516495561e-05,0.636,0.008,1.1139999999999999,9.44030122172352e-06
si31,31,14,0.0,0.636,0.008,1.1139999999999999,0.0
si32,32,14,1.5130316000000002e-17,0.636,0.008,1.1139999999999999,1.358197127468582e-17
si33,33,14,0.0,0.636,0.008,1.1139999999999999,0.0
p29,29,15,0.0,0.636,0.008,1.1139999999999999,0.0
p30,30,15,0.0,0.636,0.008,1.1139999999999999,0.0
p31,31,15,3.6415648732e-06,0.636,0.008,1.1139999999999999,3.2689092219030524e-06
p32,32,15,3.8624795e-21,0.636,0.008,1.1139999999999999,3.467216786355476e-21
p33,33,15,0.0,0.636,0.008,1.1139999999999999,0.0
p34,34,15,0.0,0.636,0.008,1.1139999999999999,0.0
s32,32,16,0.000176577861382,0.636,0.008,1.1139999999999999,0.00015850795456193897
s33,33,16,1.4455596551e-06,0.636,0.008,1.1139999999999999,1.2976298519748655e-06
s34,34,16,8.33564081524e-05,0.636,0.008,1.1139999999999999,7.482621916732496e-05
s35,35,16,9.8563147e-10,0.636,0.008,1.1139999999999999,8.847679263913825e-10
fe54,54,26,3.1752201976999995e-05,0.636,0.008,1.1139999999999999,2.8502874306104128e-05
fe55,55,26,4.7030976e-08,0.636,0.008,1.1139999999999999,4.2218111310592463e-08
fe56,56,26,0.0005214581411099999,0.636,0.008,1.1139999999999999,0.0004680952792728905
fe57,57,26,1.295032761e-05,0.636,0.008,1.1139999999999999,1.1625069667863556e-05
fe58,58,26,1.7315788287999999e-06,0.636,0.008,1.1139999999999999,1.5543795590664275e-06
fe59,59,26,0.0,0.636,0.008,1.1139999999999999,0.0
fe60,60,26,1.5359819e-11,0.636,0.008,1.1139999999999999,1.3787988330341116e-11
fe61,61,26,0.0,0.636,0.008,1.1139999999999999,0.0
co59,59,27,1.5285014871999998e-06,0.636,0.008,1.1139999999999999,1.372083920287253e-06
co60,60,27,5.3977644e-17,0.636,0.008,1.1139999999999999,4.8453899461400364e-17
co61,61,27,0.0,0.636,0.008,1.1139999999999999,0.0
ni58,58,28,2.2020107078e-05,0.636,0.008,1.1139999999999999,1.9766702942549374e-05
ni59,59,28,5.3238112e-09,0.636,0.008,1.1139999999999999,4.779004667863555e-09
ni60,60,28,8.737240713799999e-06,0.636,0.008,1.1139999999999999,7.843124518671454e-06
ni61,61,28,1.27941875208e-06,0.636,0.008,1.1139999999999999,1.1484908007899463e-06
ni62,62,28,3.460747807999998e-07,0.636,0.008,1.1139999999999999,3.106595877917413e-07
g,1,0,4.5474183799999996e-08,0.64,0.008,1.2599999999999998,3.609062206349207e-08
n,1,0,0.0,0.64,0.008,1.2599999999999998,0.0
p,1,1,0.8980119831999999,0.64,0.008,1.2599999999999998,0.7127079231746032
d,2,1,6.574278099999999e-18,0.64,0.008,1.2599999999999998,5.217681031746032e-18
he3,3,2,0.00032561016,0.64,0.008,1.2599999999999998,0.000258420761904762
he4,4,2,0.34665057159999996,0.64,0.008,1.2599999999999998,0.2751195012698413
li7,7,3,1.4176150299999993e-09,0.64,0.008,1.2599999999999998,1.1250912936507933e-09
be7,7,4,7.7470729e-12,0.64,0.008,1.2599999999999998,6.148470555555556e-12
b8,8,5,5.3999667e-27,0.64,0.008,1.2599999999999998,4.285687857142858e-27
c12,12,6,0.006066484804000001,0.64,0.008,1.2599999999999998,0.004814670479365081
c13,13,6,4.353881645999999e-05,0.64,0.008,1.2599999999999998,3.4554616238095235e-05
c14,14,6,6.3915634e-10,0.64,0.008,1.2599999999999998,5.072669365079367e-10
n13,13,7,0.0,0.64,0.008,1.2599999999999998,0.0
n14,14,7,0.0011907463565999999,0.64,0.008,1.2599999999999998,0.000945036790952381
n15,15,7,1.0560052339999994e-06,0.64,0.008,1.2599999999999998,8.380993920634918e-07
o14,14,8,0.0,0.64,0.008,1.2599999999999998,0.0
o15,15,8,0.0,0.64,0.008,1.2599999999999998,0.0
o16,16,8,0.0048868509759999994,0.64,0.008,1.2599999999999998,0.003878453155555556
o17,17,8,1.6295845596e-05,0.64,0.008,1.2599999999999998,1.2933210790476192e-05
o18,18,8,7.835936895999997e-06,0.64,0.008,1.2599999999999998,6.218997536507936e-06
o19,19,8,0.0,0.64,0.008,1.2599999999999998,0.0
f17,17,9,0.0,0.64,0.008,1.2599999999999998,0.0
f18,18,9,0.0,0.64,0.008,1.2599999999999998,0.0
f19,19,9,5.158300694e-07,0.64,0.008,1.2599999999999998,4.09388943968254e-07
f20,20,9,0.0,0.64,0.008,1.2599999999999998,0.0
ne19,19,10,0.0,0.64,0.008,1.2599999999999998,0.0
ne20,20,10,0.0008154357020999999,0.64,0.008,1.2599999999999998,0.0006471711921428572
ne21,21,10,2.0815074236459997e-06,0.64,0.008,1.2599999999999998,1.6519900187666667e-06
ne22,22,10,0.0002551491519,0.64,0.008,1.2599999999999998,0.00020249932690476194
ne23,23,10,0.0,0.64,0.008,1.2599999999999998,0.0
na21,21,11,0.0,0.64,0.008,1.2599999999999998,0.0
na22,22,11,2.3174031000000002e-26,0.64,0.008,1.2599999999999998,1.83920880952381e-26
na23,23,11,2.4195084279999996e-05,0.64,0.008,1.2599999999999998,1.9202447841269843e-05
na24,24,11,0.0,0.64,0.008,1.2599999999999998,0.0
mg23,23,12,0.0,0.64,0.008,1.2599999999999998,0.0
mg24,24,12,0.0002597815026119999,0.64,0.008,1.2599999999999998,0.0002061757957238095
mg25,25,12,3.428673874999999e-05,0.64,0.008,1.2599999999999998,2.721169742063492e-05
mg26,26,12,3.950508932999999e-05,0.64,0.008,1.2599999999999998,3.13532455e-05
mg27,27,12,0.0,0.64,0.008,1.2599999999999998,0.0
al25,25,13,0.0,0.64,0.008,1.2599999999999998,0.0
al26,26,13,9.3932684e-08,0.64,0.008,1.2599999999999998,7.454974920634922e-08
al27,27,13,3.0000484169999995e-05,0.64,0.008,1.2599999999999998,2.3809908071428573e-05
al28,28,13,0.0,0.64,0.008,1.2599999999999998,0.0
si27,27,14,0.0,0.64,0.008,1.2599999999999998,0.0
si28,28,14,0.00032953350289549995,0.64,0.008,1.2599999999999998,0.0002615345261075397
si29,29,14,1.7304142615e-05,0.64,0.008,1.2599999999999998,1.3733446519841271e-05
si30,30,14,1.1914296872e-05,0.64,0.008,1.2599999999999998,9.45579116825397e-06
si31,31,14,0.0,0.64,0.008,1.2599999999999998,0.0
si32,32,14,4.907832e-17,0.64,0.008,1.2599999999999998,3.895104761904763e-17
si33,33,14,0.0,0.64,0.008,1.2599999999999998,0.0
p29,29,15,0.0,0.64,0.008,1.2599999999999998,0.0
p30,30,15,0.0,0.64,0.008,1.2599999999999998,0.0
p31,31,15,4.1211156889e-06,0.64,0.008,1.2599999999999998,3.2707267372222227e-06
p32,32,15,1.2528759e-20,0.64,0.008,1.2599999999999998,9.943459523809524e-21
p33,33,15,0.0,0.64,0.008,1.2599999999999998,0.0
p34,34,15,0.0,0.64,0.008,1.2599999999999998,0.0
s32,32,16,0.00019969668408899999,0.64,0.008,1.2599999999999998,0.00015848943181666667
s33,33,16,1.6417081819999997e-06,0.64,0.008,1.2599999999999998,1.3029430015873016e-06
s34,34,16,9.428060585042999e-05,0.64,0.008,1.2599999999999998,7.482587765907144e-05
s35,35,16,1.9800888e-09,0.64,0.008,1.2599999999999998,1.5714990476190478e-09
fe54,54,26,3.586023829999999e-05,0.64,0.008,1.2599999999999998,2.8460506587301586e-05
fe55,55,26,8.7975948e-08,0.64,0.008,1.2599999999999998,6.982218095238097e-08
fe56,56,26,0.0005895625928399999,0.64,0.008,1.2599999999999998,0.00046790681971428574
fe57,57,26,1.4826257339999997e-05,0.64,0.008,1.2599999999999998,1.1766870904761904e-05
fe58,58,26,2.0351696219999997e-06,0.64,0.008,1.2599999999999998,1.6152139857142858e-06
fe59,59,26,0.0,0.64,0.008,1.2599999999999998,0.0
fe60,60,26,6.154393e-11,0.64,0.008,1.2599999999999998,4.8844388888888896e-11
fe61,61,26,0.0,0.64,0.008,1.2599999999999998,0.0
co59,59,27,1.7520139879999996e-06,0.64,0.008,1.2599999999999998,1.390487292063492e-06
co60,60,27,2.1627893e-16,0.64,0.008,1.2599999999999998,1.7164994444444448e-16
co61,61,27,0.0,0.64,0.008,1.2599999999999998,0.0
ni58,58,28,2.4869477877999994e-05,0.64,0.008,1.2599999999999998,1.9737680855555553e-05
ni59,59,28,1.0554803e-08,0.64,0.008,1.2599999999999998,8.376827777777779e-09
ni60,60,28,9.882785262999998e-06,0.64,0.008,1.2599999999999998,7.843480367460317e-06
ni61,61,28,1.4749140071999999e-06,0.64,0.008,1.2599999999999998,1.1705666723809525e-06
ni62,62,28,3.7846217199999985e-07,0.64,0.008,1.2599999999999998,3.003668031746031e-07
g,1,0,5.629532688e-08,0.644,0.008,1.456,3.8664372857142855e-08
n,1,0,0.0,0.644,0.008,1.456,0.0
p,1,1,1.0255182691199998,0.644,0.008,1.456,0.7043394705494505
d,2,1,8.4972145e-18,0.644,0.008,1.456,5.8359989697802195e-18
he3,3,2,0.00031235148,0.644,0.008,1.456,0.0002145271153846154
he4,4,2,0.40830967015999997,0.644,0.008,1.456,0.28043246576923075
li7,7,3,1.5376235999999996e-09,0.644,0.008,1.456,1.0560601648351646e-09
be7,7,4,4.9264078e-12,0.644,0.008,1.456,3.3835218406593408e-12
b8,8,5,6.5738999e-27,0.644,0.008,1.456,4.5150411401098905e-27
c12,12,6,0.0112008354024,0.644,0.008,1.456,0.007692881457692308
c13,13,6,4.8712483776000004e-05,0.644,0.008,1.456,3.345637621978022e-05
c14,14,6,2.3232559e-08,0.644,0.008,1.456,1.5956427884615383e-08
n13,13,7,0.0,0.644,0.008,1.456,0.0
n14,14,7,0.00142005409696,0.644,0.008,1.456,0.0009753118797802198
n15,15,7,1.1963248703999998e-06,0.644,0.008,1.456,8.216516967032966e-07
o14,14,8,0.0,0.644,0.008,1.456,0.0
o15,15,8,0.0,0.644,0.008,1.456,0.0
o16,16,8,0.005617221085199999,0.644,0.008,1.456,0.0038579815145604393
o17,17,8,2.31967573776e-05,0.644,0.008,1.456,1.5931838858241757e-05
o18,18,8,8.8027107776e-06,0.644,0.008,1.456,6.045817841758242e-06
o19,19,8,0.0,0.644,0.008,1.456,0.0
f17,17,9,0.0,0.644,0.008,1.456,0.0
f18,18,9,0.0,0.644,0.008,1.456,0.0
f19,19,9,1.17193416864e-06,0.644,0.008,1.456,8.04899841098901e-07
f20,20,9,0.0,0.644,0.008,1.456,0.0
ne19,19,10,0.0,0.644,0.008,1.456,0.0
ne20,20,10,0.0009428507646799999,0.644,0.008,1.456,0.0006475623383791209
ne21,21,10,2.4578960668000003e-06,0.644,0.008,1.456,1.6881154304945057e-06
ne22,22,10,0.00058982390664,0.644,0.008,1.456,0.000405098836978022
ne23,23,10,0.0,0.644,0.008,1.456,0.0
na21,21,11,0.0,0.644,0.008,1.456,0.0
na22,22,11,3.4175547000000005e-26,0.644,0.008,1.456,2.347221634615385e-26
na23,23,11,3.2627870928e-05,0.644,0.008,1.456,2.240925201098901e-05
na24,24,11,0.0,0.644,0.008,1.456,0.0
mg23,23,12,0.0,0.644,0.008,1.456,0.0
mg24,24,12,0.00030031256354999997,0.644,0.008,1.456,0.00020625862881181318
mg25,25,12,4.0687038384e-05,0.644,0.008,1.456,2.794439449450549e-05
mg26,26,12,4.685145016e-05,0.644,0.008,1.456,3.217819379120879e-05
mg27,27,12,0.0,0.644,0.008,1.456,0.0
al25,25,13,0.0,0.644,0.008,1.456,0.0
al26,26,13,1.1273255e-07,0.644,0.008,1.456,7.742620192307693e-08
al27,27,13,3.518146548399999e-05,0.644,0.008,1.456,2.416309442582417e-05
al28,28,13,0.0,0.644,0.008,1.456,0.0
si27,27,14,0.0,0.644,0.008,1.456,0.0
si28,28,14,0.0003807934990845,0.644,0.008,1.456,0.0002615339966239698
si29,29,14,2.0028298659e-05,0.644,0.008,1.456,1.3755699628434066e-05
si30,30,14,1.3841495726e-05,0.644,0.008,1.456,9.506521789835166e-06
si31,31,14,0.0,0.644,0.008,1.456,0.0
si32,32,14,2.663499e-14,0.644,0.008,1.456,1.8293262362637364e-14
si33,33,14,0.0,0.644,0.008,1.456,0.0
p29,29,15,0.0,0.644,0.008,1.456,0.0
p30,30,15,0.0,0.644,0.008,1.456,0.0
p31,31,15,4.770535982e-06,0.644,0.008,1.456,3.2764670206043954e-06
p32,32,15,6.799404399999999e-18,0.644,0.008,1.456,4.6699206043956036e-18
p33,33,15,0.0,0.644,0.008,1.456,0.0
p34,34,15,0.0,0.644,0.008,1.456,0.0
s32,32,16,0.00023067957408,0.644,0.008,1.456,0.0001584337734065934
s33,33,16,1.9182527996e-06,0.644,0.008,1.456,1.3174813184065935e-06
s34,34,16,0.0001089476146996,0.644,0.008,1.456,7.482665844752748e-05
s35,35,16,5.4689178e-09,0.644,0.008,1.456,3.756124862637363e-09
fe54,54,26,4.1259842594000004e-05,0.644,0.008,1.456,2.8337803979395608e-05
fe55,55,26,2.0565147e-07,0.644,0.008,1.456,1.412441414835165e-07
fe56,56,26,0.00068043027804,0.644,0.008,1.456,0.00046732848766483514
fe57,57,26,1.773629754e-05,0.644,0.008,1.456,1.2181523035714287e-05
fe58,58,26,2.6678704072000004e-06,0.644,0.008,1.456,1.8323285763736268e-06
fe59,59,26,0.0,0.644,0.008,1.456,0.0
fe60,60,26,5.41718e-10,0.644,0.008,1.456,3.720590659340659e-10
fe61,61,26,0.0,0.644,0.008,1.456,0.0
co59,59,27,2.1019859988e-06,0.644,0.008,1.456,1.4436717024725274e-06
co60,60,27,1.9037133e-15,0.644,0.008,1.456,1.3074953983516484e-15
co61,61,27,0.0,0.644,0.008,1.456,0.0
ni58,58,28,2.8613943611999998e-05,0.644,0.008,1.456,1.9652433799450548e-05
ni59,59,28,2.7307369e-08,0.644,0.008,1.456,1.8755061126373628e-08
ni60,60,28,1.14287903812e-05,0.644,0.008,1.456,7.849443943131868e-06
ni61,61,28,1.94333272832e-06,0.644,0.008,1.456,1.3347065441758243e-06
ni62,62,28,2.521821232000001e-07,0.644,0.008,1.456,1.7320200769230776e-07
g,1,0,6.589869953999999e-08,0.652,0.008,1.5979999999999999,4.123823500625782e-08
n,1,0,0.0,0.652,0.008,1.5979999999999999,0.0
p,1,1,1.1131236729599998,0.652,0.008,1.5979999999999999,0.696573011864831
d,2,1,9.9394204e-18,0.652,0.008,1.5979999999999999,6.2199126408010015e-18
he3,3,2,0.00029069028,0.652,0.008,1.5979999999999999,0.0001819088110137672
he4,4,2,0.45670214577999996,0.652,0.008,1.5979999999999999,0.28579608622027536
li7,7,3,1.7564374999999996e-09,0.652,0.008,1.5979999999999999,1.0991473717146432e-09
be7,7,4,8.3094332e-14,0.652,0.008,1.5979999999999999,5.199895619524406e-14
b8,8,5,1.2064626e-27,0.652,0.008,1.5979999999999999,7.5498285356695875e-28
c12,12,6,0.0158038019992,0.652,0.008,1.5979999999999999,0.00988973842252816
c13,13,6,5.1274151658e-05,0.652,0.008,1.5979999999999999,3.20864528523154e-05
c14,14,6,4.5104991e-09,0.652,0.008,1.5979999999999999,2.8225901752190237e-09
n13,13,7,0.0,0.652,0.008,1.5979999999999999,0.0
n14,14,7,0.00155815571518,0.652,0.008,1.5979999999999999,0.0009750661546808512
n15,15,7,1.3452187681999999e-06,0.652,0.008,1.5979999999999999,8.418139976220275e-07
o14,14,8,0.0,0.652,0.008,1.5979999999999999,0.0
o15,15,8,0.0,0.652,0.008,1.5979999999999999,0.0
o16,16,8,0.0061539998525999996,0.652,0.008,1.5979999999999999,0.0038510637375469337
o17,17,8,2.56823212908e-05,0.652,0.008,1.5979999999999999,1.607154023204005e-05
o18,18,8,9.596164690799998e-06,0.652,0.008,1.5979999999999999,6.005109318397997e-06
o19,19,8,0.0,0.652,0.008,1.5979999999999999,0.0
f17,17,9,0.0,0.652,0.008,1.5979999999999999,0.0
f18,18,9,0.0,0.652,0.008,1.5979999999999999,0.0
f19,19,9,2.13346595962e-06,0.652,0.008,1.5979999999999999,1.3350850811138924e-06
f20,20,9,0.0,0.652,0.008,1.5979999999999999,0.0
ne19,19,10,0.0,0.652,0.008,1.5979999999999999,0.0
ne20,20,10,0.0010371275722199998,0.652,0.008,1.5979999999999999,0.000649016002640801
ne21,21,10,2.8014396424e-06,0.652,0.008,1.5979999999999999,1.753091140425532e-06
ne22,22,10,0.00102885203987,0.652,0.008,1.5979999999999999,0.0006438373215707134
ne23,23,10,0.0,0.652,0.008,1.5979999999999999,0.0
na21,21,11,0.0,0.652,0.008,1.5979999999999999,0.0
na22,22,11,2.8029095999999998e-25,0.652,0.008,1.5979999999999999,1.7540110137672091e-25
na23,23,11,4.1068131524e-05,0.652,0.008,1.5979999999999999,2.5699706836045057e-05
na24,24,11,0.0,0.652,0.008,1.5979999999999999,0.0
mg23,23,12,0.0,0.652,0.008,1.5979999999999999,0.0
mg24,24,12,0.00032984232236999995,0.652,0.008,1.5979999999999999,0.00020640946331038797
mg25,25,12,4.6558936771999995e-05,0.652,0.008,1.5979999999999999,2.9135755176470587e-05
mg26,26,12,5.340351467999999e-05,0.652,0.008,1.5979999999999999,3.341897038798498e-05
mg27,27,12,0.0,0.652,0.008,1.5979999999999999,0.0
al25,25,13,0.0,0.652,0.008,1.5979999999999999,0.0
al26,26,13,1.1395396e-07,0.652,0.008,1.5979999999999999,7.131036295369213e-08
al27,27,13,3.9091768671999995e-05,0.652,0.008,1.5979999999999999,2.446293408760951e-05
al28,28,13,0.0,0.652,0.008,1.5979999999999999,0.0
si27,27,14,0.0,0.652,0.008,1.5979999999999999,0.0
si28,28,14,0.0004179253705541,0.652,0.008,1.5979999999999999,0.0002615302694331039
si29,29,14,2.2025549323999998e-05,0.652,0.008,1.5979999999999999,1.3783197324155193e-05
si30,30,14,1.5286499398e-05,0.652,0.008,1.5979999999999999,9.566019648310388e-06
si31,31,14,0.0,0.652,0.008,1.5979999999999999,0.0
si32,32,14,9.1365484e-16,0.652,0.008,1.5979999999999999,5.71748961201502e-16
si33,33,14,0.0,0.652,0.008,1.5979999999999999,0.0
p29,29,15,0.0,0.652,0.008,1.5979999999999999,0.0
p30,30,15,0.0,0.652,0.008,1.5979999999999999,0.0
p31,31,15,5.245864971e-06,0.652,0.008,1.5979999999999999,3.2827690682102634e-06
p32,32,15,2.3323857e-19,0.652,0.008,1.5979999999999999,1.459565519399249e-19
p33,33,15,0.0,0.652,0.008,1.5979999999999999,0.0
p34,34,15,0.0,0.652,0.008,1.5979999999999999,0.0
s32,32,16,0.00025307743136,0.652,0.008,1.5979999999999999,0.00015837135879849813
s33,33,16,2.1293149018e-06,0.652,0.008,1.5979999999999999,1.3324874229036296e-06
s34,34,16,0.00011957558747170001,0.652,0.008,1.5979999999999999,7.48282775167084e-05
s35,35,16,1.0008661e-08,0.652,0.008,1.5979999999999999,6.263242177722153e-09
fe54,54,26,4.5078746612e-05,0.652,0.008,1.5979999999999999,2.8209478480600753e-05
fe55,55,26,3.3481859e-07,0.652,0.008,1.5979999999999999,2.0952352315394245e-07
fe56,56,26,0.0007457510910199999,0.652,0.008,1.5979999999999999,0.0004666777791113892
fe57,57,26,2.017620217e-05,0.652,0.008,1.5979999999999999,1.2625908742177723e-05
fe58,58,26,3.3548784325999996e-06,0.652,0.008,1.5979999999999999,2.0994232994993743e-06
fe59,59,26,0.0,0.652,0.008,1.5979999999999999,0.0
fe60,60,26,1.7673325e-09,0.652,0.008,1.5979999999999999,1.105965269086358e-09
fe61,61,26,0.0,0.652,0.008,1.5979999999999999,0.0
co59,59,27,2.4127640454e-06,0.652,0.008,1.5979999999999999,1.5098648594493116e-06
co60,60,27,6.2108233e-15,0.652,0.008,1.5979999999999999,3.8866228410513145e-15
co61,61,27,0.0,0.652,0.008,1.5979999999999999,0.0
ni58,58,28,3.1259680785999995e-05,0.652,0.008,1.5979999999999999,1.9561752682102627e-05
ni59,59,28,3.3515285e-08,0.652,0.008,1.5979999999999999,2.0973269712140176e-08
ni60,60,28,1.2559716982399998e-05,0.652,0.008,1.5979999999999999,7.85964767359199e-06
ni61,61,28,2.39072419056e-06,0.652,0.008,1.5979999999999999,1.4960727099874843e-06
ni62,62,28,8.898222559999994e-08,0.652,0.008,1.5979999999999999,5.5683495369211476e-08
g,1,0,8.128667551e-08,0.663,0.008,1.837,4.4249687267283614e-08
n,1,0,0.0,0.663,0.008,1.837,0.0
p,1,1,1.25861355924,0.663,0.008,1.837,0.6851461944692434
d,2,1,1.1278818000000001e-17,0.663,0.008,1.837,6.139802939575395e-18
he3,3,2,0.00026845446,0.663,0.008,1.837,0.00014613743059335875
he4,4,2,0.5412813090699999,0.663,0.008,1.837,0.2946550403211758
li7,7,3,1.7532321999999994e-09,0.663,0.008,1.837,9.543996733805115e-10
be7,7,4,2.5979439e-14,0.663,0.008,1.837,1.4142318454001089e-14
b8,8,5,3.5580063e-28,0.663,0.008,1.837,1.9368569951007078e-28
c12,12,6,0.0224446345748,0.663,0.008,1.837,0.012218091766358193
c13,13,6,5.7447109227e-05,0.663,0.008,1.837,3.127224236635819e-05
c14,14,6,5.5041958e-09,0.663,0.008,1.837,2.9962960261295594e-09
n13,13,7,0.0,0.663,0.008,1.837,0.0
n14,14,7,0.00190274299817,0.663,0.008,1.837,0.001035788240702232
n15,15,7,1.4919703982999996e-06,0.663,0.008,1.837,8.12177680076211e-07
o14,14,8,0.0,0.663,0.008,1.837,0.0
o15,15,8,0.0,0.663,0.008,1.837,0.0
o16,16,8,0.0068285300414,0.663,0.008,1.837,0.0037172183132280893
o17,17,8,2.45588770602e-05,0.663,0.008,1.837,1.3369013097550354e-05
o18,18,8,1.06763531102e-05,0.663,0.008,1.837,5.811841649537289e-06
o19,19,8,0.0,0.663,0.008,1.837,0.0
f17,17,9,0.0,0.663,0.008,1.837,0.0
f18,18,9,0.0,0.663,0.008,1.837,0.0
f19,19,9,4.0126195630300005e-06,0.663,0.008,1.837,2.1843329140065325e-06
f20,20,9,0.0,0.663,0.008,1.837,0.0
ne19,19,10,0.0,0.663,0.008,1.837,0.0
ne20,20,10,0.00119908449243,0.663,0.008,1.837,0.0006527406055688623
ne21,21,10,3.6021357156000003e-06,0.663,0.008,1.837,1.960879540337507e-06
ne22,22,10,0.001796346933405,0.663,0.008,1.837,0.000977869860318454
ne23,23,10,0.0,0.663,0.008,1.837,0.0
na21,21,11,0.0,0.663,0.008,1.837,0.0
na22,22,11,1.4527988e-22,0.663,0.008,1.837,7.908540010887317e-23
na23,23,11,5.7084414006e-05,0.663,0.008,1.837,3.1074803487207406e-05
na24,24,11,0.0,0.663,0.008,1.837,0.0
mg23,23,12,0.0,0.663,0.008,1.837,0.0
mg24,24,12,0.00037955102514,0.663,0.008,1.837,0.0002066146026891671
mg25,25,12,6.0184986968e-05,0.663,0.008,1.837,3.276264941099619e-05
mg26,26,12,6.815855672e-05,0.663,0.008,1.837,3.7103188198149156e-05
mg27,27,12,0.0,0.663,0.008,1.837,0.0
al25,25,13,0.0,0.663,0.008,1.837,0.0
al26,26,13,9.8696766e-08,0.663,0.008,1.837,5.372714534567229e-08
al27,27,13,4.5614188467999996e-05,0.663,0.008,1.837,2.4830804827436034e-05
al28,28,13,0.0,0.663,0.008,1.837,0.0
si27,27,14,0.0,0.663,0.008,1.837,0.0
si28,28,14,0.000480366893357,0.663,0.008,1.837,0.000261495314837779
si29,29,14,2.5443953591e-05,0.663,0.008,1.837,1.3850818503538379e-05
si30,30,14,1.7842687912e-05,0.663,0.008,1.837,9.712949326075124e-06
si31,31,14,0.0,0.663,0.008,1.837,0.0
si32,32,14,3.2247451e-15,0.663,0.008,1.837,1.7554409907457812e-15
si33,33,14,0.0,0.663,0.008,1.837,0.0
p29,29,15,0.0,0.663,0.008,1.837,0.0
p30,30,15,0.0,0.663,0.008,1.837,0.0
p31,31,15,6.056086651e-06,0.663,0.008,1.837,3.2967265383777903e-06
p32,32,15,8.2321594e-19,0.663,0.008,1.837,4.481306151333696e-19
p33,33,15,0.0,0.663,0.008,1.837,0.0
p34,34,15,0.0,0.663,0.008,1.837,0.0
s32,32,16,0.00029064378164,0.663,0.008,1.837,0.000158216538726184
s33,33,16,2.4911056431999997e-06,0.663,0.008,1.837,1.3560727507893304e-06
s34,34,16,0.0001374583681949,0.663,0.008,1.837,7.482763646973326e-05
s35,35,16,2.2164398e-08,0.663,0.008,1.837,1.206554055525313e-08
fe54,54,26,5.1383082098e-05,0.663,0.008,1.837,2.797119330321176e-05
fe55,55,26,5.4607563e-07,0.663,0.008,1.837,2.9726490473598254e-07
fe56,56,26,0.00085459453373,0.663,0.008,1.837,0.0004652120488459445
fe57,57,26,2.4681799455e-05,0.663,0.008,1.837,1.3435927847033207e-05
fe58,58,26,5.1787177369000005e-06,0.663,0.008,1.837,2.8191168954273275e-06
fe59,59,26,0.0,0.663,0.008,1.837,0.0
fe60,60,26,1.3539577e-08,0.663,0.008,1.837,7.370482852476864e-09
fe61,61,26,0.0,0.663,0.008,1.837,0.0
co59,59,27,3.0288248501e-06,0.663,0.008,1.837,1.6487887044637998e-06
co60,60,27,4.7581154e-14,0.663,0.008,1.837,2.5901553620032662e-14
co61,61,27,0.0,0.663,0.008,1.837,0.0
