 ele  Z   A   PFAv000     PFAv150     PFAv300     PFBv000     PFBv150     PFBv300     PFCv000     PFCv150     PFCv300     PFDv000     PFDv150     PFDv300      YAv000      YAv150      YAv300      YBv000      YBv150      YBv300      YCv000      YCv150      YCv300      YDv000      YDv150      YDv300     PFAvavg     PFBvavg     PFCvavg     PFDvavg      YAvavg      YBvavg      YCvavg      YDvavg       iniA        iniB        iniC        iniD 
  Nb   41    0  1.1414E+00  2.2248E+00  7.8138E+00  1.2729E+00  1.8638E+01  7.5655E+02  9.4987E-01  9.7914E+01  1.3125E+03  9.0280E-01  1.1503E+01  8.3404E+02  1.7964E-09  3.4436E-09  1.2237E-08  1.4486E-10  2.3811E-09  1.0283E-07  7.4905E-12  1.1241E-09  1.5845E-08  6.8120E-13  1.2402E-11  9.6568E-10  1.1414E+00  1.2739E+00  9.5738E-01  9.0361E-01  1.7964E-09  1.4498E-10  7.5499E-12  6.8182E-13  1.9745E-09  1.9743E-10  1.9743E-11  1.9743E-12
  Mo   42    0  1.2351E+00  1.7051E+00  4.1353E+00  1.3131E+00  8.5869E+00  1.2939E+03  1.1784E+00  5.6016E+01  2.0156E+03  1.2153E+00  7.2639E+00  2.1647E+03  4.7407E-09  6.4368E-09  1.5794E-08  3.6444E-10  2.6754E-09  4.2890E-07  2.2663E-11  1.5684E-09  5.9342E-08  2.2363E-12  1.9099E-11  6.1125E-09  1.2351E+00  1.3135E+00  1.1827E+00  1.2158E+00  4.7408E-09  3.6456E-10  2.2745E-11  2.2372E-12  4.8155E-09  4.8148E-10  4.8148E-11  4.8148E-12
  Xe   54    0  9.9599E-01  1.1657E+00  2.1994E+00  1.0116E+00  3.9870E+00  5.5485E+02  9.4362E-01  3.0835E+01  1.0403E+03  9.4493E-01  6.2927E+00  7.1451E+02  4.8870E-09  5.6249E-09  1.0738E-08  3.5891E-10  1.5879E-09  2.3511E-07  2.3198E-11  1.1037E-09  3.9154E-08  2.2228E-12  2.1151E-11  2.5791E-09  9.9600E-01  1.0118E+00  9.4594E-01  9.4534E-01  4.8870E-09  3.5898E-10  2.3255E-11  2.2238E-12  6.1557E-09  6.1549E-10  6.1549E-11  6.1549E-12
  Cs   55    0  9.6479E-01  1.0751E+00  2.0221E+00  9.7924E-01  3.2256E+00  4.7930E+02  8.9025E-01  2.3143E+01  8.4515E+02  8.7868E-01  5.3152E+00  6.6114E+02  9.0521E-10  9.9207E-10  1.8878E-09  6.6438E-11  2.4567E-10  3.8838E-08  4.1852E-12  1.5840E-10  6.0826E-09  3.9526E-13  3.4164E-12  4.5636E-10  9.6479E-01  9.7938E-01  8.9198E-01  8.7902E-01  9.0522E-10  6.6448E-11  4.1934E-12  3.9542E-13  1.1771E-09  1.1770E-10  1.1770E-11  1.1770E-12
  Ba   56    0  1.0885E+00  1.3430E+00  2.4467E+00  1.1557E+00  4.4280E+00  2.2757E+03  1.0638E+00  4.3348E+01  3.2902E+03  1.0029E+00  5.0360E+00  3.1541E+03  1.3259E-08  1.6089E-08  2.9655E-08  1.0179E-09  4.3783E-09  2.3940E-06  6.4926E-11  3.8517E-09  3.0742E-07  5.8566E-12  4.2023E-11  2.8264E-08  1.0885E+00  1.1559E+00  1.0671E+00  1.0032E+00  1.3259E-08  1.0181E-09  6.5127E-11  5.8585E-12  1.5282E-08  1.5280E-09  1.5280E-10  1.5280E-11
  La   57    0  1.0896E+00  1.2410E+00  1.9118E+00  1.1499E+00  2.7973E+00  2.5594E+03  1.0172E+00  2.6224E+01  3.7685E+03  9.7388E-01  3.1987E+00  3.7429E+03  1.1188E-09  1.2532E-09  1.9532E-09  8.5382E-11  2.3316E-10  2.2697E-07  5.2336E-12  1.9643E-10  2.9682E-08  4.7943E-13  2.2501E-12  2.8274E-09  1.0896E+00  1.1500E+00  1.0192E+00  9.7404E-01  1.1188E-09  8.5390E-11  5.2438E-12  4.7952E-13  1.2882E-09  1.2881E-10  1.2881E-11  1.2881E-12
  Ce   58    0  1.0321E+00  1.1134E+00  1.4092E+00  1.0643E+00  1.8204E+00  1.9651E+03  9.8640E-01  1.2364E+01  3.2875E+03  9.6845E-01  2.2970E+00  3.0859E+03  2.8511E-09  3.0249E-09  3.8736E-09  2.1259E-10  4.0822E-10  4.6882E-07  1.3653E-11  2.4915E-10  6.9663E-08  1.2826E-12  4.3470E-12  6.2714E-09  1.0321E+00  1.0643E+00  9.8728E-01  9.6855E-01  2.8511E-09  2.1260E-10  1.3666E-11  1.2828E-12  3.4658E-09  3.4654E-10  3.4654E-11  3.4654E-12
  Pr   59    0  1.0125E+00  1.2252E+00  1.5512E+00  1.0259E+00  1.5362E+00  1.9404E+03  9.3613E-01  1.2597E+01  7.0432E+03  9.2303E-01  7.5355E+00  3.7018E+03  4.3962E-10  5.2320E-10  6.7019E-10  3.2210E-11  5.4144E-11  7.2761E-08  2.0366E-12  3.9901E-11  2.3458E-08  1.9214E-13  2.2414E-12  1.1824E-09  1.0125E+00  1.0259E+00  9.3703E-01  9.2353E-01  4.3962E-10  3.2211E-11  2.0386E-12  1.9225E-13  5.4475E-10  5.4468E-11  5.4468E-12  5.4468E-13
  Nd   60    0  1.0381E+00  1.0756E+00  1.2350E+00  1.0681E+00  1.6194E+00  1.7321E+03  1.0094E+00  6.2190E+00  3.0747E+03  1.0024E+00  1.4056E+00  3.0407E+03  1.4382E-09  1.4656E-09  1.7025E-09  1.0700E-10  1.8211E-10  2.0724E-07  7.0067E-12  6.2850E-11  3.2674E-08  6.6580E-13  1.3340E-12  3.0991E-09  1.0381E+00  1.0681E+00  1.0098E+00  1.0025E+00  1.4382E-09  1.0700E-10  7.0096E-12  6.6584E-13  1.7381E-09  1.7379E-10  1.7379E-11  1.7379E-12
  Hg   80    0  1.0147E+00  1.0686E+00  1.1943E+00  1.0227E+00  1.3965E+00  1.7470E+03  9.9094E-01  5.1237E+00  2.7468E+03  9.9072E-01  1.3440E+00  3.3150E+03  6.5466E-10  6.7800E-10  7.6665E-10  4.7708E-11  7.3135E-11  9.7334E-08  3.2032E-12  2.4113E-11  1.3593E-08  3.0642E-13  5.9398E-13  1.5733E-09  1.0147E+00  1.0227E+00  9.9126E-01  9.9075E-01  6.5466E-10  4.7709E-11  3.2043E-12  3.0644E-13  8.0938E-10  8.0928E-11  8.0928E-12  8.0928E-13
  Tl   81    0  1.0076E+00  1.0061E+00  1.0989E+00  1.0204E+00  1.2820E+00  1.3009E+03  9.8511E-01  3.7296E+00  2.6107E+03  9.5746E-01  1.1924E+00  2.2019E+03  9.6004E-10  9.4275E-10  1.0418E-09  7.0301E-11  9.9155E-11  1.0705E-07  4.7028E-12  2.5922E-11  1.9080E-08  4.3735E-13  7.7825E-13  1.5434E-09  1.0076E+00  1.0204E+00  9.8532E-01  9.5748E-01  9.6004E-10  7.0302E-11  4.7039E-12  4.3737E-13  1.1953E-09  1.1952E-10  1.1952E-11  1.1952E-12
  Pb   82    0  1.0327E+00  1.0727E+00  1.1581E+00  1.0503E+00  1.3543E+00  1.2781E+03  1.0025E+00  2.3876E+00  6.8700E+03  9.7365E-01  1.2666E+00  2.6584E+03  7.0656E-09  7.2179E-09  7.8839E-09  5.1959E-10  7.5210E-10  7.5517E-07  3.4365E-11  1.1916E-10  3.6054E-07  3.1936E-12  5.9364E-12  1.3380E-08  1.0327E+00  1.0503E+00  1.0026E+00  9.7367E-01  7.0656E-09  5.1960E-10  3.4370E-11  3.1937E-12  8.5836E-09  8.5824E-10  8.5824E-11  8.5824E-12
  Bi   83    0  9.8264E-01  9.4031E-01  9.5610E-01  9.6380E-01  9.5030E-01  1.2955E+02  9.5740E-01  9.8068E-01  2.4048E+03  9.4890E-01  9.4693E-01  3.6849E+02  5.3830E-10  5.0660E-10  5.2116E-10  3.8177E-11  4.2257E-11  6.1288E-09  2.6278E-12  3.9188E-12  1.0105E-08  2.4920E-13  3.5535E-13  1.4850E-10  9.8264E-01  9.6380E-01  9.5740E-01  9.4890E-01  5.3830E-10  3.8177E-11  2.6278E-12  2.4921E-13  6.8727E-10  6.8717E-11  6.8717E-12  6.8717E-13
