isotope,a,z,yield,mass,metallicity,irv
Ne21,21,10,0.00048515,15.0,0.0134,300.0
Ne22,22,10,0.061009,15.0,0.0134,300.0
Na23,23,11,0.0026707,15.0,0.0134,300.0
Mg24,24,12,0.023647,15.0,0.0134,300.0
Mg25,25,12,0.011838,15.0,0.0134,300.0
Mg26,26,12,0.012125,15.0,0.0134,300.0
Al27,27,13,0.0033529,15.0,0.0134,300.0
Si28,28,14,0.25861,15.0,0.0134,300.0
Si29,29,14,0.0043987,15.0,0.0134,300.0
Si30,30,14,0.0058507,15.0,0.0134,300.0
P31,31,15,0.0017055,15.0,0.0134,300.0
S32,32,16,0.12403,15.0,0.0134,300.0
S33,33,16,0.001358,15.0,0.0134,300.0
S34,34,16,0.0083857,15.0,0.0134,300.0
S36,36,16,2.1659e-05,15.0,0.0134,300.0
Cl35,35,17,0.00094377,15.0,0.0134,300.0
Cl37,37,17,0.00028151,15.0,0.0134,300.0
Ar36,36,18,0.019378,15.0,0.0134,300.0
Ar38,38,18,0.0063751,15.0,0.0134,300.0
Ar40,40,18,6.7921e-06,15.0,0.0134,300.0
K39,39,19,0.00089708,15.0,0.0134,300.0
K40,40,19,1.8996e-05,15.0,0.0134,300.0
K41,41,19,0.00012059,15.0,0.0134,300.0
Ca40,40,20,0.015297,15.0,0.0134,300.0
Ca42,42,20,0.00028408,15.0,0.0134,300.0
Ca43,43,20,2.4409e-05,15.0,0.0134,300.0
Ca44,44,20,6.5866e-05,15.0,0.0134,300.0
Ca46,46,20,1.2731e-06,15.0,0.0134,300.0
Ca48,48,20,1.6013e-06,15.0,0.0134,300.0
Sc45,45,21,1.8402e-05,15.0,0.0134,300.0
Ti46,46,22,0.00013955,15.0,0.0134,300.0
Ti47,47,22,2.2848e-05,15.0,0.0134,300.0
Ti48,48,22,0.00013788,15.0,0.0134,300.0
Ti49,49,22,4.5801e-05,15.0,0.0134,300.0
Ti50,50,22,2.1666e-05,15.0,0.0134,300.0
V50,50,23,1.4614e-06,15.0,0.0134,300.0
V51,51,23,0.00016805,15.0,0.0134,300.0
Cr50,50,24,0.002614,15.0,0.0134,300.0
Cr52,52,24,0.0028551,15.0,0.0134,300.0
Cr53,53,24,0.0011551,15.0,0.0134,300.0
Cr54,54,24,3.4414e-05,15.0,0.0134,300.0
Mn55,55,25,0.0085886,15.0,0.0134,300.0
Fe54,54,26,0.1852,15.0,0.0134,300.0
Fe56,56,26,0.090004,15.0,0.0134,300.0
Fe57,57,26,0.0048279,15.0,0.0134,300.0
Fe58,58,26,0.00081542,15.0,0.0134,300.0
Co59,59,27,0.00046478,15.0,0.0134,300.0
Ni58,58,28,0.022846,15.0,0.0134,300.0
Ni60,60,28,0.00089207,15.0,0.0134,300.0
Ni61,61,28,0.0001184,15.0,0.0134,300.0
Ni62,62,28,0.00046221,15.0,0.0134,300.0
Ni64,64,28,0.00023157,15.0,0.0134,300.0
Cu63,63,29,0.00014673,15.0,0.0134,300.0
Cu65,65,29,0.00017415,15.0,0.0134,300.0
Zn64,64,30,6.6537e-05,15.0,0.0134,300.0
Zn66,66,30,0.00018826,15.0,0.0134,300.0
Zn67,67,30,3.2882e-05,15.0,0.0134,300.0
Zn68,68,30,0.00021386,15.0,0.0134,300.0
Zn70,70,30,4.1297e-06,15.0,0.0134,300.0
Ga69,69,31,3.4286e-05,15.0,0.0134,300.0
Ga71,71,31,2.9029e-05,15.0,0.0134,300.0
Ge70,70,32,4.4915e-05,15.0,0.0134,300.0
Ge72,72,32,5.2728e-05,15.0,0.0134,300.0
Ge73,73,32,1.3145e-05,15.0,0.0134,300.0
Ge74,74,32,7.3411e-05,15.0,0.0134,300.0
Ge76,76,32,3.2943e-06,15.0,0.0134,300.0
As75,75,33,1.3547e-05,15.0,0.0134,300.0
Se74,74,34,2.6412e-06,15.0,0.0134,300.0
Se76,76,34,1.6501e-05,15.0,0.0134,300.0
Se77,77,34,9.8112e-06,15.0,0.0134,300.0
Se78,78,34,3.2374e-05,15.0,0.0134,300.0
Se80,80,34,2.4986e-05,15.0,0.0134,300.0
Se82,82,34,1.1174e-06,15.0,0.0134,300.0
Br79,79,35,6.9102e-06,15.0,0.0134,300.0
Br81,81,35,5.8173e-06,15.0,0.0134,300.0
Kr78,78,36,2.0689e-07,15.0,0.0134,300.0
Kr80,80,36,2.8422e-06,15.0,0.0134,300.0
Kr82,82,36,1.4828e-05,15.0,0.0134,300.0
Kr83,83,36,7.2437e-06,15.0,0.0134,300.0
Kr84,84,36,3.0596e-05,15.0,0.0134,300.0
Kr86,86,36,1.9771e-05,15.0,0.0134,300.0
Rb85,85,37,1.0931e-05,15.0,0.0134,300.0
Rb87,87,37,9.7773e-06,15.0,0.0134,300.0
Sr84,84,38,5.3762e-07,15.0,0.0134,300.0
Sr86,86,38,7.79e-06,15.0,0.0134,300.0
Sr87,87,38,4.4759e-06,15.0,0.0134,300.0
Sr88,88,38,4.3364e-05,15.0,0.0134,300.0
Y89,89,39,9.1164e-06,15.0,0.0134,300.0
Zr90,90,40,6.346e-06,15.0,0.0134,300.0
Zr91,91,40,1.5944e-06,15.0,0.0134,300.0
Zr92,92,40,2.1773e-06,15.0,0.0134,300.0
Zr94,94,40,1.3386e-06,15.0,0.0134,300.0
Zr96,96,40,5.1301e-07,15.0,0.0134,300.0
Nb93,93,41,6.1612e-07,15.0,0.0134,300.0
Mo92,92,42,2.1724e-08,15.0,0.0134,300.0
Mo94,94,42,1.4875e-08,15.0,0.0134,300.0
Mo95,95,42,3.1465e-07,15.0,0.0134,300.0
Mo96,96,42,8.8973e-08,15.0,0.0134,300.0
Mo97,97,42,4.224e-08,15.0,0.0134,300.0
Mo98,98,42,1.3053e-07,15.0,0.0134,300.0
Xe32,132,54,2.7147e-07,15.0,0.0134,300.0
Xe34,134,54,1.3782e-07,15.0,0.0134,300.0
Cs33,133,55,7.226e-08,15.0,0.0134,300.0
Ba34,134,56,4.3495e-08,15.0,0.0134,300.0
Ba35,135,56,4.7246e-08,15.0,0.0134,300.0
Ba36,136,56,1.4089e-07,15.0,0.0134,300.0
Ba37,137,56,1.9423e-07,15.0,0.0134,300.0
Ba38,138,56,6.7612e-07,15.0,0.0134,300.0
La38,138,57,1.7902e-11,15.0,0.0134,300.0
La39,139,57,6.7032e-08,15.0,0.0134,300.0
Ce40,140,58,1.0156e-07,15.0,0.0134,300.0
Pr41,141,59,2.0975e-08,15.0,0.0134,300.0
Nd42,142,60,1.9975e-08,15.0,0.0134,300.0
Nd43,143,60,4.1267e-09,15.0,0.0134,300.0
Nd44,144,60,9.6485e-09,15.0,0.0134,300.0
Hg02,202,80,1.2735e-08,15.0,0.0134,300.0
Hg04,204,80,2.1013e-09,15.0,0.0134,300.0
Tl03,203,81,6.6505e-09,15.0,0.0134,300.0
Tl05,205,81,1.2961e-08,15.0,0.0134,300.0
Pb04,204,82,5.6252e-09,15.0,0.0134,300.0
Pb06,206,82,3.3072e-08,15.0,0.0134,300.0
Pb07,207,82,3.1153e-08,15.0,0.0134,300.0
Pb08,208,82,7.7718e-08,15.0,0.0134,300.0
Bi09,209,83,8.0034e-09,15.0,0.0134,300.0
H,1,1,5.8135,20.0,0.0134,300.0
H2,2,1,2.3183e-11,20.0,0.0134,300.0
He3,3,2,0.00016722,20.0,0.0134,300.0
He4,4,2,6.1732,20.0,0.0134,300.0
Li6,6,3,6.702e-12,20.0,0.0134,300.0
Li7,7,3,1.6883e-10,20.0,0.0134,300.0
Be9,9,4,4.2991e-12,20.0,0.0134,300.0
B10,10,5,2.8537e-11,20.0,0.0134,300.0
B11,11,5,1.0219e-09,20.0,0.0134,300.0
C12,12,6,1.0239,20.0,0.0134,300.0
C13,13,6,0.0037757,20.0,0.0134,300.0
N14,14,7,0.13232,20.0,0.0134,300.0
N15,15,7,2.1742e-05,20.0,0.0134,300.0
O16,16,8,2.9496,20.0,0.0134,300.0
O17,17,8,0.00015315,20.0,0.0134,300.0
O18,18,8,0.00095719,20.0,0.0134,300.0
F19,19,9,0.0001296,20.0,0.0134,300.0
Ne20,20,10,0.090929,20.0,0.0134,300.0
Ne21,21,10,0.00074314,20.0,0.0134,300.0
Ne22,22,10,0.10363,20.0,0.0134,300.0
Na23,23,11,0.0045076,20.0,0.0134,300.0
Mg24,24,12,0.034163,20.0,0.0134,300.0
Mg25,25,12,0.015615,20.0,0.0134,300.0
Mg26,26,12,0.018527,20.0,0.0134,300.0
Al27,27,13,0.0057728,20.0,0.0134,300.0
Si28,28,14,0.23262,20.0,0.0134,300.0
Si29,29,14,0.01059,20.0,0.0134,300.0
Si30,30,14,0.016994,20.0,0.0134,300.0
P31,31,15,0.0034806,20.0,0.0134,300.0
S32,32,16,0.091879,20.0,0.0134,300.0
S33,33,16,0.0015425,20.0,0.0134,300.0
S34,34,16,0.015927,20.0,0.0134,300.0
S36,36,16,1.5626e-05,20.0,0.0134,300.0
Cl35,35,17,0.00096078,20.0,0.0134,300.0
Cl37,37,17,0.00022481,20.0,0.0134,300.0
Ar36,36,18,0.012604,20.0,0.0134,300.0
Ar38,38,18,0.0065484,20.0,0.0134,300.0
Ar40,40,18,4.0105e-06,20.0,0.0134,300.0
K39,39,19,0.00036575,20.0,0.0134,300.0
K40,40,19,4.2151e-06,20.0,0.0134,300.0
K41,41,19,3.7951e-05,20.0,0.0134,300.0
Ca40,40,20,0.0095005,20.0,0.0134,300.0
Ca42,42,20,0.00022831,20.0,0.0134,300.0
Ca43,43,20,1.1705e-05,20.0,0.0134,300.0
Ca44,44,20,9.5547e-05,20.0,0.0134,300.0
Ca46,46,20,6.7472e-06,20.0,0.0134,300.0
Ca48,48,20,2.5148e-06,20.0,0.0134,300.0
Sc45,45,21,1.2611e-05,20.0,0.0134,300.0
Ti46,46,22,9.349e-05,20.0,0.0134,300.0
Ti47,47,22,1.6088e-05,20.0,0.0134,300.0
Ti48,48,22,0.00013177,20.0,0.0134,300.0
Ti49,49,22,2.3969e-05,20.0,0.0134,300.0
Ti50,50,22,4.0045e-05,20.0,0.0134,300.0
V50,50,23,1.3195e-06,20.0,0.0134,300.0
V51,51,23,3.5681e-05,20.0,0.0134,300.0
Cr50,50,24,0.00014546,20.0,0.0134,300.0
Cr52,52,24,0.00094217,20.0,0.0134,300.0
Cr53,53,24,0.00012635,20.0,0.0134,300.0
Cr54,54,24,2.7648e-05,20.0,0.0134,300.0
Mn55,55,25,0.00067836,20.0,0.0134,300.0
Fe54,54,26,0.0065884,20.0,0.0134,300.0
Fe56,56,26,0.085839,20.0,0.0134,300.0
Fe57,57,26,0.0032077,20.0,0.0134,300.0
Fe58,58,26,0.00078948,20.0,0.0134,300.0
Co59,59,27,0.00049616,20.0,0.0134,300.0
Ni58,58,28,0.0053389,20.0,0.0134,300.0
Ni60,60,28,0.0022331,20.0,0.0134,300.0
Ni61,61,28,0.00029065,20.0,0.0134,300.0
Ni62,62,28,0.0012237,20.0,0.0134,300.0
Ni64,64,28,0.0005528,20.0,0.0134,300.0
Cu63,63,29,0.0002065,20.0,0.0134,300.0
Cu65,65,29,0.00037902,20.0,0.0134,300.0
Zn64,64,30,8.4186e-05,20.0,0.0134,300.0
Zn66,66,30,0.00041386,20.0,0.0134,300.0
Zn67,67,30,4.0973e-05,20.0,0.0134,300.0
Zn68,68,30,0.00031065,20.0,0.0134,300.0
Zn70,70,30,0.00015143,20.0,0.0134,300.0
Ga69,69,31,5.6583e-05,20.0,0.0134,300.0
Ga71,71,31,0.00010249,20.0,0.0134,300.0
Ge70,70,32,7.6476e-05,20.0,0.0134,300.0
Ge72,72,32,0.00011743,20.0,0.0134,300.0
Ge73,73,32,1.7249e-05,20.0,0.0134,300.0
Ge74,74,32,0.00010651,20.0,0.0134,300.0
Ge76,76,32,5.8362e-05,20.0,0.0134,300.0
As75,75,33,2.9826e-05,20.0,0.0134,300.0
Se74,74,34,8.1326e-06,20.0,0.0134,300.0
Se76,76,34,3.9854e-05,20.0,0.0134,300.0
Se77,77,34,4.3904e-05,20.0,0.0134,300.0
Se78,78,34,5.4983e-05,20.0,0.0134,300.0
Se80,80,34,4.0844e-05,20.0,0.0134,300.0
Se82,82,34,2.7863e-05,20.0,0.0134,300.0
Br79,79,35,1.0274e-05,20.0,0.0134,300.0
Br81,81,35,1.2354e-05,20.0,0.0134,300.0
Kr78,78,36,9.6355e-07,20.0,0.0134,300.0
Kr80,80,36,9.693e-06,20.0,0.0134,300.0
Kr82,82,36,2.47e-05,20.0,0.0134,300.0
Kr83,83,36,1.8068e-05,20.0,0.0134,300.0
Kr84,84,36,4.2353e-05,20.0,0.0134,300.0
Kr86,86,36,4.9088e-05,20.0,0.0134,300.0
Rb85,85,37,1.6602e-05,20.0,0.0134,300.0
Rb87,87,37,2.7707e-05,20.0,0.0134,300.0
Sr84,84,38,1.359e-06,20.0,0.0134,300.0
Sr86,86,38,1.2677e-05,20.0,0.0134,300.0
Sr87,87,38,6.0094e-06,20.0,0.0134,300.0
Sr88,88,38,7.6033e-05,20.0,0.0134,300.0
Y89,89,39,1.5301e-05,20.0,0.0134,300.0
Zr90,90,40,1.5755e-05,20.0,0.0134,300.0
Zr91,91,40,3.378e-06,20.0,0.0134,300.0
Zr92,92,40,2.6278e-06,20.0,0.0134,300.0
Zr94,94,40,1.5825e-06,20.0,0.0134,300.0
Zr96,96,40,9.4613e-07,20.0,0.0134,300.0
Nb93,93,41,7.0579e-07,20.0,0.0134,300.0
Mo92,92,42,1.1799e-07,20.0,0.0134,300.0
Mo94,94,42,8.1041e-08,20.0,0.0134,300.0
Mo95,95,42,3.5253e-07,20.0,0.0134,300.0
Mo96,96,42,1.3209e-07,20.0,0.0134,300.0
Mo97,97,42,5.9643e-08,20.0,0.0134,300.0
Mo98,98,42,1.4554e-07,20.0,0.0134,300.0
Xe32,132,54,3.1552e-07,20.0,0.0134,300.0
Xe34,134,54,1.5939e-07,20.0,0.0134,300.0
Cs33,133,55,8.2206e-08,20.0,0.0134,300.0
Ba34,134,56,5.7061e-08,20.0,0.0134,300.0
Ba35,135,56,8.8297e-08,20.0,0.0134,300.0
Ba36,136,56,1.7185e-07,20.0,0.0134,300.0
Ba37,137,56,2.027e-07,20.0,0.0134,300.0
Ba38,138,56,8.152e-07,20.0,0.0134,300.0
La38,138,57,2.2812e-11,20.0,0.0134,300.0
La39,139,57,7.3678e-08,20.0,0.0134,300.0
Ce40,140,58,1.2432e-07,20.0,0.0134,300.0
Pr41,141,59,2.3341e-08,20.0,0.0134,300.0
Nd42,142,60,3.1287e-08,20.0,0.0134,300.0
Nd43,143,60,5.3841e-09,20.0,0.0134,300.0
Nd44,144,60,1.2394e-08,20.0,0.0134,300.0
Hg02,202,80,1.6656e-08,20.0,0.0134,300.0
Hg04,204,80,6.1821e-09,20.0,0.0134,300.0
Tl03,203,81,8.8024e-09,20.0,0.0134,300.0
Tl05,205,81,1.7641e-08,20.0,0.0134,300.0
Pb04,204,82,7.4383e-09,20.0,0.0134,300.0
Pb06,206,82,4.376e-08,20.0,0.0134,300.0
Pb07,207,82,4.2759e-08,20.0,0.0134,300.0
Pb08,208,82,1.1431e-07,20.0,0.0134,300.0
Bi09,209,83,1.0522e-08,20.0,0.0134,300.0
H,1,1,6.4478,25.0,0.0134,300.0
H2,2,1,5.4772e-10,25.0,0.0134,300.0
He3,3,2,0.00019261,25.0,0.0134,300.0
He4,4,2,8.9749,25.0,0.0134,300.0
Li6,6,3,1.4866e-11,25.0,0.0134,300.0
Li7,7,3,3.7855e-10,25.0,0.0134,300.0
Be9,9,4,9.3818e-12,25.0,0.0134,300.0
B10,10,5,6.1047e-11,25.0,0.0134,300.0
B11,11,5,1.6327e-09,25.0,0.0134,300.0
C12,12,6,1.5236,25.0,0.0134,300.0
C13,13,6,0.0035555,25.0,0.0134,300.0
N14,14,7,0.10467,25.0,0.0134,300.0
N15,15,7,4.4385e-06,25.0,0.0134,300.0
O16,16,8,3.901,25.0,0.0134,300.0
O17,17,8,5.2737e-05,25.0,0.0134,300.0
O18,18,8,6.0463e-05,25.0,0.0134,300.0
F19,19,9,1.0272e-05,25.0,0.0134,300.0
Ne20,20,10,0.4992,25.0,0.0134,300.0
Ne21,21,10,0.00088484,25.0,0.0134,300.0
Ne22,22,10,0.044076,25.0,0.0134,300.0
Na23,23,11,0.011175,25.0,0.0134,300.0
Mg24,24,12,0.10811,25.0,0.0134,300.0
Mg25,25,12,0.022456,25.0,0.0134,300.0
Mg26,26,12,0.021079,25.0,0.0134,300.0
Al27,27,13,0.015666,25.0,0.0134,300.0
Si28,28,14,0.27199,25.0,0.0134,300.0
Si29,29,14,0.0086197,25.0,0.0134,300.0
Si30,30,14,0.013762,25.0,0.0134,300.0
P31,31,15,0.0030783,25.0,0.0134,300.0
S32,32,16,0.095675,25.0,0.0134,300.0
S33,33,16,0.0014812,25.0,0.0134,300.0
S34,34,16,0.010549,25.0,0.0134,300.0
S36,36,16,7.5392e-06,25.0,0.0134,300.0
Cl35,35,17,0.00075711,25.0,0.0134,300.0
Cl37,37,17,0.00025724,25.0,0.0134,300.0
Ar36,36,18,0.014635,25.0,0.0134,300.0
Ar38,38,18,0.0040636,25.0,0.0134,300.0
Ar40,40,18,2.7851e-06,25.0,0.0134,300.0
K39,39,19,0.00031809,25.0,0.0134,300.0
K40,40,19,4.7311e-06,25.0,0.0134,300.0
K41,41,19,4.6211e-05,25.0,0.0134,300.0
Ca40,40,20,0.012085,25.0,0.0134,300.0
Ca42,42,20,0.00016737,25.0,0.0134,300.0
Ca43,43,20,1.8532e-05,25.0,0.0134,300.0
Ca44,44,20,0.0001332,25.0,0.0134,300.0
Ca46,46,20,1.1518e-06,25.0,0.0134,300.0
Ca48,48,20,2.8483e-06,25.0,0.0134,300.0
Sc45,45,21,1.4584e-05,25.0,0.0134,300.0
Ti46,46,22,7.8007e-05,25.0,0.0134,300.0
Ti47,47,22,1.6956e-05,25.0,0.0134,300.0
Ti48,48,22,0.00016833,25.0,0.0134,300.0
Ti49,49,22,2.4784e-05,25.0,0.0134,300.0
Ti50,50,22,2.9126e-05,25.0,0.0134,300.0
V50,50,23,1.1507e-06,25.0,0.0134,300.0
V51,51,23,2.4788e-05,25.0,0.0134,300.0
Cr50,50,24,0.00011848,25.0,0.0134,300.0
Cr52,52,24,0.0010388,25.0,0.0134,300.0
Cr53,53,24,0.00011672,25.0,0.0134,300.0
Cr54,54,24,3.8215e-05,25.0,0.0134,300.0
Mn55,55,25,0.00061533,25.0,0.0134,300.0
Fe54,54,26,0.0059341,25.0,0.0134,300.0
Fe56,56,26,0.090726,25.0,0.0134,300.0
Fe57,57,26,0.0035024,25.0,0.0134,300.0
Fe58,58,26,0.0014967,25.0,0.0134,300.0
Co59,59,27,0.00087117,25.0,0.0134,300.0
Ni58,58,28,0.0052275,25.0,0.0134,300.0
Ni60,60,28,0.0026689,25.0,0.0134,300.0
Ni61,61,28,0.00034447,25.0,0.0134,300.0
Ni62,62,28,0.0016983,25.0,0.0134,300.0
Ni64,64,28,0.0004853,25.0,0.0134,300.0
Cu63,63,29,0.00036513,25.0,0.0134,300.0
Cu65,65,29,0.00032201,25.0,0.0134,300.0
Zn64,64,30,0.00013008,25.0,0.0134,300.0
Zn66,66,30,0.00038831,25.0,0.0134,300.0
Zn67,67,30,6.1006e-05,25.0,0.0134,300.0
Zn68,68,30,0.0003661,25.0,0.0134,300.0
Zn70,70,30,1.3798e-05,25.0,0.0134,300.0
Ga69,69,31,6.0292e-05,25.0,0.0134,300.0
Ga71,71,31,5.9247e-05,25.0,0.0134,300.0
Ge70,70,32,8.374e-05,25.0,0.0134,300.0
Ge72,72,32,8.3939e-05,25.0,0.0134,300.0
Ge73,73,32,1.8516e-05,25.0,0.0134,300.0
Ge74,74,32,9.3048e-05,25.0,0.0134,300.0
Ge76,76,32,9.7235e-06,25.0,0.0134,300.0
As75,75,33,2.251e-05,25.0,0.0134,300.0
Se74,74,34,5.0253e-06,25.0,0.0134,300.0
Se76,76,34,2.552e-05,25.0,0.0134,300.0
Se77,77,34,1.3194e-05,25.0,0.0134,300.0
Se78,78,34,3.4428e-05,25.0,0.0134,300.0
Se80,80,34,2.5743e-05,25.0,0.0134,300.0
Se82,82,34,6.5289e-06,25.0,0.0134,300.0
Br79,79,35,7.098e-06,25.0,0.0134,300.0
Br81,81,35,7.8784e-06,25.0,0.0134,300.0
Kr78,78,36,2.5754e-07,25.0,0.0134,300.0
Kr80,80,36,4.5515e-06,25.0,0.0134,300.0
Kr82,82,36,1.2113e-05,25.0,0.0134,300.0
Kr83,83,36,7.6159e-06,25.0,0.0134,300.0
Kr84,84,36,2.1197e-05,25.0,0.0134,300.0
Kr86,86,36,1.2412e-05,25.0,0.0134,300.0
Rb85,85,37,7.5175e-06,25.0,0.0134,300.0
Rb87,87,37,6.1431e-06,25.0,0.0134,300.0
Sr84,84,38,3.1244e-07,25.0,0.0134,300.0
Sr86,86,38,5.6709e-06,25.0,0.0134,300.0
Sr87,87,38,3.0693e-06,25.0,0.0134,300.0
Sr88,88,38,1.9608e-05,25.0,0.0134,300.0
Y89,89,39,3.4631e-06,25.0,0.0134,300.0
Zr90,90,40,2.1353e-06,25.0,0.0134,300.0
Zr91,91,40,4.9178e-07,25.0,0.0134,300.0
Zr92,92,40,6.0234e-07,25.0,0.0134,300.0
Zr94,94,40,3.6498e-07,25.0,0.0134,300.0
Zr96,96,40,3.1413e-08,25.0,0.0134,300.0
Nb93,93,41,1.7031e-07,25.0,0.0134,300.0
Mo92,92,42,4.1534e-08,25.0,0.0134,300.0
Mo94,94,42,2.8383e-08,25.0,0.0134,300.0
Mo95,95,42,4.7853e-08,25.0,0.0134,300.0
Mo96,96,42,8.1189e-08,25.0,0.0134,300.0
Mo97,97,42,2.4328e-08,25.0,0.0134,300.0
Mo98,98,42,6.5897e-08,25.0,0.0134,300.0
Xe32,132,54,1.642e-07,25.0,0.0134,300.0
Xe34,134,54,4.0982e-08,25.0,0.0134,300.0
Cs33,133,55,3.1725e-08,25.0,0.0134,300.0
Ba34,134,56,3.378e-08,25.0,0.0134,300.0
Ba35,135,56,2.6774e-08,25.0,0.0134,300.0
Ba36,136,56,8.5534e-08,25.0,0.0134,300.0
Ba37,137,56,7.1455e-08,25.0,0.0134,300.0
Ba38,138,56,4.672e-07,25.0,0.0134,300.0
La38,138,57,2.7918e-11,25.0,0.0134,300.0
La39,139,57,5.0769e-08,25.0,0.0134,300.0
Ce40,140,58,1.0714e-07,25.0,0.0134,300.0
Pr41,141,59,1.5534e-08,25.0,0.0134,300.0
Nd42,142,60,3.476e-08,25.0,0.0134,300.0
Nd43,143,60,6.589e-09,25.0,0.0134,300.0
Nd44,144,60,1.5034e-08,25.0,0.0134,300.0
Hg02,202,80,1.8811e-08,25.0,0.0134,300.0
Hg04,204,80,2.4206e-09,25.0,0.0134,300.0
Tl03,203,81,1.0148e-08,25.0,0.0134,300.0
Tl05,205,81,1.9576e-08,25.0,0.0134,300.0
Pb04,204,82,9.8432e-09,25.0,0.0134,300.0
Pb06,206,82,5.257e-08,25.0,0.0134,300.0
Pb07,207,82,5.1039e-08,25.0,0.0134,300.0
Pb08,208,82,1.3273e-07,25.0,0.0134,300.0
Bi09,209,83,1.4222e-08,25.0,0.0134,300.0
H,1,1,7.1206,30.0,0.0134,300.0
H2,2,1,2.3378e-10,30.0,0.0134,300.0
He3,3,2,0.00020814,30.0,0.0134,300.0
He4,4,2,10.951,30.0,0.0134,300.0
Li6,6,3,2.1427e-11,30.0,0.0134,300.0
Li7,7,3,4.6109e-10,30.0,0.0134,300.0
Be9,9,4,1.342e-11,30.0,0.0134,300.0
B10,10,5,8.7808e-11,30.0,0.0134,300.0
B11,11,5,2.3231e-09,30.0,0.0134,300.0
C12,12,6,0.38834,30.0,0.0134,300.0
C13,13,6,0.003693,30.0,0.0134,300.0
N14,14,7,0.1316,30.0,0.0134,300.0
N15,15,7,4.9232e-06,30.0,0.0134,300.0
O16,16,8,0.098233,30.0,0.0134,300.0
O17,17,8,2.4813e-05,30.0,0.0134,300.0
O18,18,8,5.7973e-05,30.0,0.0134,300.0
F19,19,9,4.9407e-06,30.0,0.0134,300.0
Ne20,20,10,0.021201,30.0,0.0134,300.0
Ne21,21,10,0.00010989,30.0,0.0134,300.0
Ne22,22,10,0.013791,30.0,0.0134,300.0
Na23,23,11,0.0027148,30.0,0.0134,300.0
Mg24,24,12,0.010444,30.0,0.0134,300.0
Mg25,25,12,0.00046592,30.0,0.0134,300.0
Mg26,26,12,0.0023186,30.0,0.0134,300.0
Al27,27,13,0.0013158,30.0,0.0134,300.0
Si28,28,14,0.011563,30.0,0.0134,300.0
Si29,29,14,0.0006089,30.0,0.0134,300.0
Si30,30,14,0.00041564,30.0,0.0134,300.0
P31,31,15,0.00011088,30.0,0.0134,300.0
S32,32,16,0.0055359,30.0,0.0134,300.0
S33,33,16,5.0294e-05,30.0,0.0134,300.0
S34,34,16,0.00026625,30.0,0.0134,300.0
S36,36,16,1.3131e-06,30.0,0.0134,300.0
Cl35,35,17,0.00011561,30.0,0.0134,300.0
Cl37,37,17,4.2583e-05,30.0,0.0134,300.0
Ar36,36,18,0.0010555,30.0,0.0134,300.0
Ar38,38,18,0.00020295,30.0,0.0134,300.0
Ar40,40,18,3.419e-07,30.0,0.0134,300.0
K39,39,19,5.3867e-05,30.0,0.0134,300.0
K40,40,19,2.7969e-07,30.0,0.0134,300.0
K41,41,19,6.3012e-06,30.0,0.0134,300.0
Ca40,40,20,0.0011712,30.0,0.0134,300.0
Ca42,42,20,8.5194e-06,30.0,0.0134,300.0
Ca43,43,20,1.7729e-06,30.0,0.0134,300.0
Ca44,44,20,2.7745e-05,30.0,0.0134,300.0
Ca46,46,20,5.5594e-08,30.0,0.0134,300.0
Ca48,48,20,2.7161e-06,30.0,0.0134,300.0
Sc45,45,21,9.2313e-07,30.0,0.0134,300.0
Ti46,46,22,4.6825e-06,30.0,0.0134,300.0
Ti47,47,22,4.253e-06,30.0,0.0134,300.0
Ti48,48,22,4.3245e-05,30.0,0.0134,300.0
Ti49,49,22,3.7003e-06,30.0,0.0134,300.0
Ti50,50,22,3.257e-06,30.0,0.0134,300.0
V50,50,23,1.4486e-08,30.0,0.0134,300.0
V51,51,23,6.079e-06,30.0,0.0134,300.0
Cr50,50,24,1.2901e-05,30.0,0.0134,300.0
Cr52,52,24,0.00026272,30.0,0.0134,300.0
Cr53,53,24,3.0179e-05,30.0,0.0134,300.0
Cr54,54,24,8.4779e-06,30.0,0.0134,300.0
Mn55,55,25,0.00021498,30.0,0.0134,300.0
Fe54,54,26,0.001365,30.0,0.0134,300.0
Fe56,56,26,0.02243,30.0,0.0134,300.0
Fe57,57,26,0.00056876,30.0,0.0134,300.0
Fe58,58,26,8.6835e-05,30.0,0.0134,300.0
Co59,59,27,8.6009e-05,30.0,0.0134,300.0
Ni58,58,28,0.00089776,30.0,0.0134,300.0
Ni60,60,28,0.00036116,30.0,0.0134,300.0
Ni61,61,28,1.8512e-05,30.0,0.0134,300.0
Ni62,62,28,5.2549e-05,30.0,0.0134,300.0
Ni64,64,28,1.3652e-05,30.0,0.0134,300.0
Cu63,63,29,9.7882e-06,30.0,0.0134,300.0
Cu65,65,29,4.559e-06,30.0,0.0134,300.0
Zn64,64,30,1.554e-05,30.0,0.0134,300.0
Zn66,66,30,9.215e-06,30.0,0.0134,300.0
Zn67,67,30,1.3996e-06,30.0,0.0134,300.0
Zn68,68,30,6.4459e-06,30.0,0.0134,300.0
Zn70,70,30,2.1656e-07,30.0,0.0134,300.0
Ga69,69,31,6.4534e-07,30.0,0.0134,300.0
Ga71,71,31,4.3729e-07,30.0,0.0134,300.0
Ge70,70,32,9.1242e-07,30.0,0.0134,300.0
Ge72,72,32,1.2202e-06,30.0,0.0134,300.0
