isotope,a,z,yield,mass,metallicity,irv
Mo96,96,42,5.3747e-09,60.0,0.00134,300.0
Mo97,97,42,1.7199e-09,60.0,0.00134,300.0
Mo98,98,42,4.6203e-09,60.0,0.00134,300.0
Xe32,132,54,1.444e-08,60.0,0.00134,300.0
Xe34,134,54,5.2198e-09,60.0,0.00134,300.0
Cs33,133,55,3.5779e-09,60.0,0.00134,300.0
Ba34,134,56,1.6857e-09,60.0,0.00134,300.0
Ba35,135,56,3.0961e-09,60.0,0.00134,300.0
Ba36,136,56,4.8251e-09,60.0,0.00134,300.0
Ba37,137,56,5.8395e-09,60.0,0.00134,300.0
Ba38,138,56,3.6753e-08,60.0,0.00134,300.0
La38,138,57,3.7776e-12,60.0,0.00134,300.0
La39,139,57,4.2333e-09,60.0,0.00134,300.0
Ce40,140,58,1.1315e-08,60.0,0.00134,300.0
Pr41,141,59,1.6928e-09,60.0,0.00134,300.0
Nd42,142,60,2.5293e-09,60.0,0.00134,300.0
Nd43,143,60,1.0071e-09,60.0,0.00134,300.0
Nd44,144,60,2.1068e-09,60.0,0.00134,300.0
Hg02,202,80,2.2474e-09,60.0,0.00134,300.0
Hg04,204,80,4.6242e-10,60.0,0.00134,300.0
Tl03,203,81,1.153e-09,60.0,0.00134,300.0
Tl05,205,81,2.7401e-09,60.0,0.00134,300.0
Pb04,204,82,6.8997e-10,60.0,0.00134,300.0
Pb06,206,82,5.3364e-09,60.0,0.00134,300.0
Pb07,207,82,5.7824e-09,60.0,0.00134,300.0
Pb08,208,82,1.6588e-08,60.0,0.00134,300.0
Bi09,209,83,2.2171e-09,60.0,0.00134,300.0
H,1,1,18.618,80.0,0.00134,300.0
H2,2,1,1.2725e-08,80.0,0.00134,300.0
He3,3,2,0.00059377,80.0,0.00134,300.0
He4,4,2,27.503,80.0,0.00134,300.0
Li6,6,3,3.3181e-12,80.0,0.00134,300.0
Li7,7,3,7.2578e-11,80.0,0.00134,300.0
Be9,9,4,6.9672e-13,80.0,0.00134,300.0
B10,10,5,4.306e-12,80.0,0.00134,300.0
B11,11,5,1.3759e-10,80.0,0.00134,300.0
C12,12,6,1.453,80.0,0.00134,300.0
C13,13,6,0.0014922,80.0,0.00134,300.0
N14,14,7,0.06696,80.0,0.00134,300.0
N15,15,7,1.6703e-06,80.0,0.00134,300.0
O16,16,8,0.23084,80.0,0.00134,300.0
O17,17,8,1.5929e-05,80.0,0.00134,300.0
O18,18,8,7.2059e-05,80.0,0.00134,300.0
F19,19,9,6.1112e-06,80.0,0.00134,300.0
Ne20,20,10,0.005041,80.0,0.00134,300.0
Ne21,21,10,1.0659e-05,80.0,0.00134,300.0
Ne22,22,10,0.021065,80.0,0.00134,300.0
Na23,23,11,0.0010577,80.0,0.00134,300.0
Mg24,24,12,0.0047544,80.0,0.00134,300.0
Mg25,25,12,0.00029956,80.0,0.00134,300.0
Mg26,26,12,0.00054166,80.0,0.00134,300.0
Al27,27,13,0.00089624,80.0,0.00134,300.0
Si28,28,14,0.0075927,80.0,0.00134,300.0
Si29,29,14,0.00040101,80.0,0.00134,300.0
Si30,30,14,0.00027695,80.0,0.00134,300.0
P31,31,15,3.1492e-05,80.0,0.00134,300.0
S32,32,16,0.0031448,80.0,0.00134,300.0
S33,33,16,4.2808e-05,80.0,0.00134,300.0
S34,34,16,0.0001538,80.0,0.00134,300.0
S36,36,16,7.493e-07,80.0,0.00134,300.0
Cl35,35,17,2.8911e-05,80.0,0.00134,300.0
Cl37,37,17,2.2395e-05,80.0,0.00134,300.0
Ar36,36,18,0.00059226,80.0,0.00134,300.0
Ar38,38,18,0.00011562,80.0,0.00134,300.0
Ar40,40,18,2.2189e-07,80.0,0.00134,300.0
K39,39,19,1.4225e-05,80.0,0.00134,300.0
K40,40,19,3.2882e-07,80.0,0.00134,300.0
K41,41,19,7.5339e-06,80.0,0.00134,300.0
Ca40,40,20,0.00066039,80.0,0.00134,300.0
Ca42,42,20,7.5903e-06,80.0,0.00134,300.0
Ca43,43,20,1.3451e-06,80.0,0.00134,300.0
Ca44,44,20,1.5929e-05,80.0,0.00134,300.0
Ca46,46,20,3.1493e-08,80.0,0.00134,300.0
Ca48,48,20,1.5477e-06,80.0,0.00134,300.0
Sc45,45,21,3.6044e-07,80.0,0.00134,300.0
Ti46,46,22,2.4435e-06,80.0,0.00134,300.0
Ti47,47,22,2.0778e-06,80.0,0.00134,300.0
Ti48,48,22,2.108e-05,80.0,0.00134,300.0
Ti49,49,22,2.6364e-06,80.0,0.00134,300.0
Ti50,50,22,2.0579e-06,80.0,0.00134,300.0
V50,50,23,3.4768e-09,80.0,0.00134,300.0
V51,51,23,1.5469e-06,80.0,0.00134,300.0
Cr50,50,24,3.0911e-06,80.0,0.00134,300.0
Cr52,52,24,6.6408e-05,80.0,0.00134,300.0
Cr53,53,24,7.5146e-06,80.0,0.00134,300.0
Cr54,54,24,3.0408e-06,80.0,0.00134,300.0
Mn55,55,25,5.8357e-05,80.0,0.00134,300.0
Fe54,54,26,0.00033086,80.0,0.00134,300.0
Fe56,56,26,0.0056545,80.0,0.00134,300.0
Fe57,57,26,0.00018238,80.0,0.00134,300.0
Fe58,58,26,5.9301e-05,80.0,0.00134,300.0
Co59,59,27,2.8591e-05,80.0,0.00134,300.0
Ni58,58,28,0.00021886,80.0,0.00134,300.0
Ni60,60,28,9.5458e-05,80.0,0.00134,300.0
Ni61,61,28,7.3339e-06,80.0,0.00134,300.0
Ni62,62,28,1.634e-05,80.0,0.00134,300.0
Ni64,64,28,3.8384e-06,80.0,0.00134,300.0
Cu63,63,29,3.6686e-06,80.0,0.00134,300.0
Cu65,65,29,1.561e-06,80.0,0.00134,300.0
Zn64,64,30,4.1756e-06,80.0,0.00134,300.0
Zn66,66,30,2.4169e-06,80.0,0.00134,300.0
Zn67,67,30,3.8061e-07,80.0,0.00134,300.0
Zn68,68,30,1.7315e-06,80.0,0.00134,300.0
Zn70,70,30,5.3401e-08,80.0,0.00134,300.0
Ga69,69,31,1.8264e-07,80.0,0.00134,300.0
Ga71,71,31,1.265e-07,80.0,0.00134,300.0
Ge70,70,32,2.567e-07,80.0,0.00134,300.0
Ge72,72,32,3.1941e-07,80.0,0.00134,300.0
Ge73,73,32,9.0166e-08,80.0,0.00134,300.0
Ge74,74,32,4.3628e-07,80.0,0.00134,300.0
Ge76,76,32,8.7444e-08,80.0,0.00134,300.0
As75,75,33,5.2816e-08,80.0,0.00134,300.0
Se74,74,34,4.5173e-09,80.0,0.00134,300.0
Se76,76,34,6.2085e-08,80.0,0.00134,300.0
Se77,77,34,4.5692e-08,80.0,0.00134,300.0
Se78,78,34,1.5633e-07,80.0,0.00134,300.0
Se80,80,34,2.9062e-07,80.0,0.00134,300.0
Se82,82,34,5.4086e-08,80.0,0.00134,300.0
Br79,79,35,4.597e-08,80.0,0.00134,300.0
Br81,81,35,5.028e-08,80.0,0.00134,300.0
Kr78,78,36,1.5743e-09,80.0,0.00134,300.0
Kr80,80,36,1.6636e-08,80.0,0.00134,300.0
Kr82,82,36,7.6267e-08,80.0,0.00134,300.0
Kr83,83,36,6.0015e-08,80.0,0.00134,300.0
Kr84,84,36,2.9865e-07,80.0,0.00134,300.0
Kr86,86,36,9.2663e-08,80.0,0.00134,300.0
Rb85,85,37,6.8709e-08,80.0,0.00134,300.0
Rb87,87,37,2.9231e-08,80.0,0.00134,300.0
Sr84,84,38,1.088e-09,80.0,0.00134,300.0
Sr86,86,38,3.7327e-08,80.0,0.00134,300.0
Sr87,87,38,2.2611e-08,80.0,0.00134,300.0
Sr88,88,38,2.0223e-07,80.0,0.00134,300.0
Y89,89,39,5.2145e-08,80.0,0.00134,300.0
Zr90,90,40,6.2296e-08,80.0,0.00134,300.0
Zr91,91,40,1.388e-08,80.0,0.00134,300.0
Zr92,92,40,2.1691e-08,80.0,0.00134,300.0
Zr94,94,40,2.1882e-08,80.0,0.00134,300.0
Zr96,96,40,1e-13,80.0,0.00134,300.0
Nb93,93,41,9.1629e-09,80.0,0.00134,300.0
Mo92,92,42,3.2722e-09,80.0,0.00134,300.0
Mo94,94,42,2.4652e-09,80.0,0.00134,300.0
Mo95,95,42,3.94e-09,80.0,0.00134,300.0
Mo96,96,42,7.9502e-09,80.0,0.00134,300.0
Mo97,97,42,2.5423e-09,80.0,0.00134,300.0
Mo98,98,42,6.8024e-09,80.0,0.00134,300.0
Xe32,132,54,2.131e-08,80.0,0.00134,300.0
Xe34,134,54,7.7393e-09,80.0,0.00134,300.0
Cs33,133,55,5.2888e-09,80.0,0.00134,300.0
Ba34,134,56,2.4661e-09,80.0,0.00134,300.0
Ba35,135,56,4.5717e-09,80.0,0.00134,300.0
Ba36,136,56,7.0156e-09,80.0,0.00134,300.0
Ba37,137,56,8.5565e-09,80.0,0.00134,300.0
Ba38,138,56,5.4081e-08,80.0,0.00134,300.0
La38,138,57,5.5773e-12,80.0,0.00134,300.0
La39,139,57,6.2392e-09,80.0,0.00134,300.0
Ce40,140,58,1.6695e-08,80.0,0.00134,300.0
Pr41,141,59,2.5043e-09,80.0,0.00134,300.0
Nd42,142,60,3.725e-09,80.0,0.00134,300.0
Nd43,143,60,1.4895e-09,80.0,0.00134,300.0
Nd44,144,60,3.1185e-09,80.0,0.00134,300.0
Hg02,202,80,3.312e-09,80.0,0.00134,300.0
Hg04,204,80,6.8685e-10,80.0,0.00134,300.0
Tl03,203,81,1.6982e-09,80.0,0.00134,300.0
Tl05,205,81,4.0337e-09,80.0,0.00134,300.0
Pb04,204,82,1.001e-09,80.0,0.00134,300.0
Pb06,206,82,7.8553e-09,80.0,0.00134,300.0
Pb07,207,82,8.5273e-09,80.0,0.00134,300.0
Pb08,208,82,2.4467e-08,80.0,0.00134,300.0
Bi09,209,83,3.2748e-09,80.0,0.00134,300.0
H,1,1,26.335,120.0,0.00134,300.0
H2,2,1,6.329e-07,120.0,0.00134,300.0
He3,3,2,0.0010202,120.0,0.00134,300.0
He4,4,2,50.702,120.0,0.00134,300.0
Li6,6,3,7.2522e-12,120.0,0.00134,300.0
Li7,7,3,1.4444e-10,120.0,0.00134,300.0
Be9,9,4,1.5751e-12,120.0,0.00134,300.0
B10,10,5,9.9597e-12,120.0,0.00134,300.0
B11,11,5,4.1183e-10,120.0,0.00134,300.0
C12,12,6,1.9531,120.0,0.00134,300.0
C13,13,6,0.00094294,120.0,0.00134,300.0
N14,14,7,0.12438,120.0,0.00134,300.0
N15,15,7,3.1672e-06,120.0,0.00134,300.0
O16,16,8,0.30522,120.0,0.00134,300.0
O17,17,8,1.9836e-05,120.0,0.00134,300.0
O18,18,8,0.00011307,120.0,0.00134,300.0
F19,19,9,8.1668e-06,120.0,0.00134,300.0
Ne20,20,10,0.0081517,120.0,0.00134,300.0
Ne21,21,10,1.3375e-05,120.0,0.00134,300.0
Ne22,22,10,0.029667,120.0,0.00134,300.0
Na23,23,11,0.0020292,120.0,0.00134,300.0
Mg24,24,12,0.0078991,120.0,0.00134,300.0
Mg25,25,12,0.00042249,120.0,0.00134,300.0
Mg26,26,12,0.00075578,120.0,0.00134,300.0
Al27,27,13,0.0017323,120.0,0.00134,300.0
Si28,28,14,0.012601,120.0,0.00134,300.0
Si29,29,14,0.00066433,120.0,0.00134,300.0
Si30,30,14,0.00045955,120.0,0.00134,300.0
P31,31,15,5.176e-05,120.0,0.00134,300.0
S32,32,16,0.0052191,120.0,0.00134,300.0
S33,33,16,6.8857e-05,120.0,0.00134,300.0
S34,34,16,0.0002549,120.0,0.00134,300.0
S36,36,16,1.2431e-06,120.0,0.00134,300.0
Cl35,35,17,4.8053e-05,120.0,0.00134,300.0
Cl37,37,17,3.5422e-05,120.0,0.00134,300.0
Ar36,36,18,0.00098413,120.0,0.00134,300.0
Ar38,38,18,0.00019186,120.0,0.00134,300.0
Ar40,40,18,3.631e-07,120.0,0.00134,300.0
K39,39,19,2.3529e-05,120.0,0.00134,300.0
K40,40,19,5.0351e-07,120.0,0.00134,300.0
K41,41,19,1.1565e-05,120.0,0.00134,300.0
Ca40,40,20,0.0010969,120.0,0.00134,300.0
Ca42,42,20,1.2245e-05,120.0,0.00134,300.0
Ca43,43,20,2.1864e-06,120.0,0.00134,300.0
Ca44,44,20,2.6399e-05,120.0,0.00134,300.0
Ca46,46,20,5.2278e-08,120.0,0.00134,300.0
Ca48,48,20,2.5679e-06,120.0,0.00134,300.0
Sc45,45,21,5.754e-07,120.0,0.00134,300.0
Ti46,46,22,4.0467e-06,120.0,0.00134,300.0
Ti47,47,22,3.4657e-06,120.0,0.00134,300.0
Ti48,48,22,3.5127e-05,120.0,0.00134,300.0
Ti49,49,22,4.2243e-06,120.0,0.00134,300.0
Ti50,50,22,3.3618e-06,120.0,0.00134,300.0
V50,50,23,5.8089e-09,120.0,0.00134,300.0
V51,51,23,2.5558e-06,120.0,0.00134,300.0
Cr50,50,24,5.166e-06,120.0,0.00134,300.0
Cr52,52,24,0.00011026,120.0,0.00134,300.0
Cr53,53,24,1.2506e-05,120.0,0.00134,300.0
Cr54,54,24,4.8934e-06,120.0,0.00134,300.0
Mn55,55,25,9.5519e-05,120.0,0.00134,300.0
Fe54,54,26,0.00055189,120.0,0.00134,300.0
Fe56,56,26,0.0093904,120.0,0.00134,300.0
Fe57,57,26,0.00029575,120.0,0.00134,300.0
Fe58,58,26,9.3634e-05,120.0,0.00134,300.0
Co59,59,27,4.6089e-05,120.0,0.00134,300.0
Ni58,58,28,0.00036481,120.0,0.00134,300.0
Ni60,60,28,0.00015804,120.0,0.00134,300.0
Ni61,61,28,1.1658e-05,120.0,0.00134,300.0
Ni62,62,28,2.6745e-05,120.0,0.00134,300.0
Ni64,64,28,6.299e-06,120.0,0.00134,300.0
Cu63,63,29,5.8914e-06,120.0,0.00134,300.0
Cu65,65,29,2.5071e-06,120.0,0.00134,300.0
Zn64,64,30,6.8934e-06,120.0,0.00134,300.0
Zn66,66,30,4.0031e-06,120.0,0.00134,300.0
Zn67,67,30,6.2623e-07,120.0,0.00134,300.0
Zn68,68,30,2.8578e-06,120.0,0.00134,300.0
Zn70,70,30,8.8887e-08,120.0,0.00134,300.0
Ga69,69,31,2.9923e-07,120.0,0.00134,300.0
Ga71,71,31,2.0751e-07,120.0,0.00134,300.0
Ge70,70,32,4.2211e-07,120.0,0.00134,300.0
Ge72,72,32,5.2918e-07,120.0,0.00134,300.0
Ge73,73,32,1.4943e-07,120.0,0.00134,300.0
Ge74,74,32,7.213e-07,120.0,0.00134,300.0
Ge76,76,32,1.4557e-07,120.0,0.00134,300.0
As75,75,33,8.7663e-08,120.0,0.00134,300.0
Se74,74,34,7.615e-09,120.0,0.00134,300.0
Se76,76,34,1.0159e-07,120.0,0.00134,300.0
Se77,77,34,7.5844e-08,120.0,0.00134,300.0
Se78,78,34,2.5747e-07,120.0,0.00134,300.0
Se80,80,34,4.85e-07,120.0,0.00134,300.0
Se82,82,34,8.9881e-08,120.0,0.00134,300.0
Br79,79,35,7.7123e-08,120.0,0.00134,300.0
Br81,81,35,8.2914e-08,120.0,0.00134,300.0
Kr78,78,36,2.6537e-09,120.0,0.00134,300.0
Kr80,80,36,2.6568e-08,120.0,0.00134,300.0
Kr82,82,36,1.2339e-07,120.0,0.00134,300.0
Kr83,83,36,9.9891e-08,120.0,0.00134,300.0
Kr84,84,36,4.958e-07,120.0,0.00134,300.0
Kr86,86,36,1.5372e-07,120.0,0.00134,300.0
Rb85,85,37,1.1427e-07,120.0,0.00134,300.0
Rb87,87,37,4.8546e-08,120.0,0.00134,300.0
Sr84,84,38,1.8349e-09,120.0,0.00134,300.0
Sr86,86,38,5.9295e-08,120.0,0.00134,300.0
Sr87,87,38,3.6719e-08,120.0,0.00134,300.0
Sr88,88,38,3.3396e-07,120.0,0.00134,300.0
Y89,89,39,8.6311e-08,120.0,0.00134,300.0
Zr90,90,40,1.033e-07,120.0,0.00134,300.0
Zr91,91,40,2.2997e-08,120.0,0.00134,300.0
Zr92,92,40,3.5911e-08,120.0,0.00134,300.0
Zr94,94,40,3.633e-08,120.0,0.00134,300.0
Zr96,96,40,1.7973e-16,120.0,0.00134,300.0
Nb93,93,41,1.53e-08,120.0,0.00134,300.0
Mo92,92,42,5.4765e-09,120.0,0.00134,300.0
Mo94,94,42,3.977e-09,120.0,0.00134,300.0
Mo95,95,42,6.5385e-09,120.0,0.00134,300.0
Mo96,96,42,1.3166e-08,120.0,0.00134,300.0
Mo97,97,42,4.2061e-09,120.0,0.00134,300.0
Mo98,98,42,1.1229e-08,120.0,0.00134,300.0
Xe32,132,54,3.5407e-08,120.0,0.00134,300.0
Xe34,134,54,1.2881e-08,120.0,0.00134,300.0
Cs33,133,55,8.8577e-09,120.0,0.00134,300.0
Ba34,134,56,3.9236e-09,120.0,0.00134,300.0
Ba35,135,56,7.6341e-09,120.0,0.00134,300.0
Ba36,136,56,1.1438e-08,120.0,0.00134,300.0
Ba37,137,56,1.4171e-08,120.0,0.00134,300.0
Ba38,138,56,8.9531e-08,120.0,0.00134,300.0
La38,138,57,9.2521e-12,120.0,0.00134,300.0
La39,139,57,1.0339e-08,120.0,0.00134,300.0
Ce40,140,58,2.7681e-08,120.0,0.00134,300.0
Pr41,141,59,4.1736e-09,120.0,0.00134,300.0
Nd42,142,60,6.1503e-09,120.0,0.00134,300.0
Nd43,143,60,2.4953e-09,120.0,0.00134,300.0
Nd44,144,60,5.1742e-09,120.0,0.00134,300.0
Hg02,202,80,5.4639e-09,120.0,0.00134,300.0
Hg04,204,80,1.1458e-09,120.0,0.00134,300.0
Tl03,203,81,2.8185e-09,120.0,0.00134,300.0
Tl05,205,81,6.6991e-09,120.0,0.00134,300.0
Pb04,204,82,1.6315e-09,120.0,0.00134,300.0
Pb06,206,82,1.2992e-08,120.0,0.00134,300.0
Pb07,207,82,1.4134e-08,120.0,0.00134,300.0
Pb08,208,82,4.0563e-08,120.0,0.00134,300.0
Bi09,209,83,5.4354e-09,120.0,0.00134,300.0
H,1,1,6.2472,13.0,0.000134,0.0
H2,2,1,8.4673e-07,13.0,0.000134,0.0
He3,3,2,0.00027282,13.0,0.000134,0.0
He4,4,2,4.4455,13.0,0.000134,0.0
Li6,6,3,3.8376e-12,13.0,0.000134,0.0
Li7,7,3,5.4513e-11,13.0,0.000134,0.0
Be9,9,4,6.5898e-14,13.0,0.000134,0.0
B10,10,5,1.1908e-12,13.0,0.000134,0.0
B11,11,5,4.9967e-11,13.0,0.000134,0.0
C12,12,6,0.15712,13.0,0.000134,0.0
C13,13,6,1.0926e-05,13.0,0.000134,0.0
N14,14,7,0.00085166,13.0,0.000134,0.0
N15,15,7,1.4213e-07,13.0,0.000134,0.0
O16,16,8,0.27327,13.0,0.000134,0.0
O17,17,8,8.1649e-06,13.0,0.000134,0.0
O18,18,8,9.2476e-05,13.0,0.000134,0.0
F19,19,9,3.67e-08,13.0,0.000134,0.0
Ne20,20,10,0.012166,13.0,0.000134,0.0
Ne21,21,10,6.9402e-06,13.0,0.000134,0.0
Ne22,22,10,0.0003099,13.0,0.000134,0.0
Na23,23,11,6.5262e-05,13.0,0.000134,0.0
Mg24,24,12,0.011463,13.0,0.000134,0.0
Mg25,25,12,3.1681e-05,13.0,0.000134,0.0
Mg26,26,12,4.6072e-05,13.0,0.000134,0.0
Al27,27,13,0.00030174,13.0,0.000134,0.0
Si28,28,14,0.061564,13.0,0.000134,0.0
Si29,29,14,0.00025434,13.0,0.000134,0.0
Si30,30,14,0.000369,13.0,0.000134,0.0
P31,31,15,0.00013833,13.0,0.000134,0.0
S32,32,16,0.021407,13.0,0.000134,0.0
S33,33,16,0.00010596,13.0,0.000134,0.0
S34,34,16,0.00057355,13.0,0.000134,0.0
S36,36,16,2.6672e-08,13.0,0.000134,0.0
Cl35,35,17,2.89e-05,13.0,0.000134,0.0
Cl37,37,17,8.9521e-06,13.0,0.000134,0.0
Ar36,36,18,0.0038422,13.0,0.000134,0.0
Ar38,38,18,0.00024058,13.0,0.000134,0.0
Ar40,40,18,4.9319e-09,13.0,0.000134,0.0
K39,39,19,2.8149e-05,13.0,0.000134,0.0
K40,40,19,6.6156e-09,13.0,0.000134,0.0
K41,41,19,2.1114e-06,13.0,0.000134,0.0
Ca40,40,20,0.0033776,13.0,0.000134,0.0
Ca42,42,20,6.6683e-06,13.0,0.000134,0.0
Ca43,43,20,9.4602e-08,13.0,0.000134,0.0
Ca44,44,20,1.9761e-05,13.0,0.000134,0.0
Ca46,46,20,8.0742e-10,13.0,0.000134,0.0
Ca48,48,20,3.5316e-08,13.0,0.000134,0.0
Sc45,45,21,1.0215e-07,13.0,0.000134,0.0
Ti46,46,22,4.2447e-06,13.0,0.000134,0.0
Ti47,47,22,4.0882e-07,13.0,0.000134,0.0
Ti48,48,22,6.03e-05,13.0,0.000134,0.0
Ti49,49,22,1.7256e-06,13.0,0.000134,0.0
Ti50,50,22,4.0805e-08,13.0,0.000134,0.0
V50,50,23,3.4328e-10,13.0,0.000134,0.0
V51,51,23,3.0236e-06,13.0,0.000134,0.0
Cr50,50,24,1.0135e-05,13.0,0.000134,0.0
Cr52,52,24,0.00052233,13.0,0.000134,0.0
Cr53,53,24,3.6162e-05,13.0,0.000134,0.0
Cr54,54,24,5.9729e-08,13.0,0.000134,0.0
Mn55,55,25,0.00014982,13.0,0.000134,0.0
Fe54,54,26,0.00063832,13.0,0.000134,0.0
Fe56,56,26,0.070139,13.0,0.000134,0.0
Fe57,57,26,0.0024199,13.0,0.000134,0.0
Fe58,58,26,9.1965e-07,13.0,0.000134,0.0
Co59,59,27,0.00012734,13.0,0.000134,0.0
Ni58,58,28,0.0042558,13.0,0.000134,0.0
Ni60,60,28,0.0014574,13.0,0.000134,0.0
Ni61,61,28,7.6351e-05,13.0,0.000134,0.0
Ni62,62,28,0.00060668,13.0,0.000134,0.0
Ni64,64,28,8.6153e-08,13.0,0.000134,0.0
Cu63,63,29,9.6272e-07,13.0,0.000134,0.0
Cu65,65,29,6.2465e-07,13.0,0.000134,0.0
Zn64,64,30,8.1743e-06,13.0,0.000134,0.0
Zn66,66,30,1.0196e-05,13.0,0.000134,0.0
Zn67,67,30,2.969e-08,13.0,0.000134,0.0
Zn68,68,30,5.6271e-08,13.0,0.000134,0.0
Zn70,70,30,1.3389e-09,13.0,0.000134,0.0
Ga69,69,31,4.9537e-09,13.0,0.000134,0.0
Ga71,71,31,2.8097e-09,13.0,0.000134,0.0
Ge70,70,32,7.9425e-09,13.0,0.000134,0.0
Ge72,72,32,7.5307e-09,13.0,0.000134,0.0
Ge73,73,32,2.1192e-09,13.0,0.000134,0.0
Ge74,74,32,9.8851e-09,13.0,0.000134,0.0
Ge76,76,32,2.0807e-09,13.0,0.000134,0.0
As75,75,33,1.3276e-09,13.0,0.000134,0.0
Se74,74,34,5.0158e-10,13.0,0.000134,0.0
Se76,76,34,1.6277e-09,13.0,0.000134,0.0
Se77,77,34,1.0829e-09,13.0,0.000134,0.0
Se78,78,34,3.4183e-09,13.0,0.000134,0.0
Se80,80,34,6.8847e-09,13.0,0.000134,0.0
Se82,82,34,1.2711e-09,13.0,0.000134,0.0
Br79,79,35,1.0952e-09,13.0,0.000134,0.0
Br81,81,35,1.199e-09,13.0,0.000134,0.0
Kr78,78,36,1.4349e-10,13.0,0.000134,0.0
Kr80,80,36,4.6211e-10,13.0,0.000134,0.0
Kr82,82,36,1.5643e-09,13.0,0.000134,0.0
Kr83,83,36,1.3407e-09,13.0,0.000134,0.0
Kr84,84,36,6.8916e-09,13.0,0.000134,0.0
Kr86,86,36,2.1711e-09,13.0,0.000134,0.0
Rb85,85,37,1.7003e-09,13.0,0.000134,0.0
Rb87,87,37,7.3076e-10,13.0,0.000134,0.0
Sr84,84,38,7.5237e-11,13.0,0.000134,0.0
Sr86,86,38,7.6145e-10,13.0,0.000134,0.0
Sr87,87,38,4.307e-10,13.0,0.000134,0.0
Sr88,88,38,4.6343e-09,13.0,0.000134,0.0
Y89,89,39,1.2599e-09,13.0,0.000134,0.0
Zr90,90,40,1.5249e-09,13.0,0.000134,0.0
Zr91,91,40,3.2695e-10,13.0,0.000134,0.0
Zr92,92,40,4.9551e-10,13.0,0.000134,0.0
Zr94,94,40,5.0255e-10,13.0,0.000134,0.0
Zr96,96,40,3.2284e-12,13.0,0.000134,0.0
Nb93,93,41,2.1172e-10,13.0,0.000134,0.0
Mo92,92,42,9.1162e-11,13.0,0.000134,0.0
Mo94,94,42,7.0047e-11,13.0,0.000134,0.0
Mo95,95,42,9.3094e-11,13.0,0.000134,0.0
Mo96,96,42,1.8234e-10,13.0,0.000134,0.0
Mo97,97,42,5.79e-11,13.0,0.000134,0.0
Mo98,98,42,1.4948e-10,13.0,0.000134,0.0
Xe32,132,54,4.8964e-10,13.0,0.000134,0.0
Xe34,134,54,1.8795e-10,13.0,0.000134,0.0
Cs33,133,55,1.2302e-10,13.0,0.000134,0.0
Ba34,134,56,5.4352e-11,13.0,0.000134,0.0
Ba35,135,56,1.0314e-10,13.0,0.000134,0.0
Ba36,136,56,1.4524e-10,13.0,0.000134,0.0
Ba37,137,56,1.8976e-10,13.0,0.000134,0.0
Ba38,138,56,1.2376e-09,13.0,0.000134,0.0
La38,138,57,1.2896e-13,13.0,0.000134,0.0
La39,139,57,1.431e-10,13.0,0.000134,0.0
Ce40,140,58,3.8409e-10,13.0,0.000134,0.0
Pr41,141,59,5.8955e-11,13.0,0.000134,0.0
Nd42,142,60,8.8277e-11,13.0,0.000134,0.0
Nd43,143,60,3.4346e-11,13.0,0.000134,0.0
Nd44,144,60,7.307e-11,13.0,0.000134,0.0
Hg02,202,80,7.4386e-11,13.0,0.000134,0.0
Hg04,204,80,1.6722e-11,13.0,0.000134,0.0
Tl03,203,81,3.8451e-11,13.0,0.000134,0.0
Tl05,205,81,9.2489e-11,13.0,0.000134,0.0
Pb04,204,82,2.1051e-11,13.0,0.000134,0.0
Pb06,206,82,1.7774e-10,13.0,0.000134,0.0
Pb07,207,82,1.9455e-10,13.0,0.000134,0.0
Pb08,208,82,5.613e-10,13.0,0.000134,0.0
Bi09,209,83,7.527e-11,13.0,0.000134,0.0
H,1,1,7.0145,15.0,0.000134,0.0
H2,2,1,4.4602e-06,15.0,0.000134,0.0
He3,3,2,0.00028399,15.0,0.000134,0.0
He4,4,2,5.1361,15.0,0.000134,0.0
Li6,6,3,2.0217e-11,15.0,0.000134,0.0
Li7,7,3,2.8724e-10,15.0,0.000134,0.0
Be9,9,4,2.8491e-13,15.0,0.000134,0.0
B10,10,5,1.5422e-12,15.0,0.000134,0.0
B11,11,5,5.5432e-11,15.0,0.000134,0.0
C12,12,6,0.26341,15.0,0.000134,0.0
C13,13,6,1.2453e-05,15.0,0.000134,0.0
N14,14,7,0.00097391,15.0,0.000134,0.0
N15,15,7,1.6887e-07,15.0,0.000134,0.0
O16,16,8,0.55909,15.0,0.000134,0.0
O17,17,8,8.8659e-06,15.0,0.000134,0.0
O18,18,8,0.00010312,15.0,0.000134,0.0
F19,19,9,4.1585e-08,15.0,0.000134,0.0
Ne20,20,10,0.046464,15.0,0.000134,0.0
Ne21,21,10,1.7947e-05,15.0,0.000134,0.0
Ne22,22,10,0.00046757,15.0,0.000134,0.0
Na23,23,11,0.00015082,15.0,0.000134,0.0
Mg24,24,12,0.02595,15.0,0.000134,0.0
Mg25,25,12,0.00020457,15.0,0.000134,0.0
Mg26,26,12,0.00029357,15.0,0.000134,0.0
Al27,27,13,0.0013849,15.0,0.000134,0.0
Si28,28,14,0.091009,15.0,0.000134,0.0
Si29,29,14,0.00064468,15.0,0.000134,0.0
Si30,30,14,0.00088192,15.0,0.000134,0.0
P31,31,15,0.00029166,15.0,0.000134,0.0
S32,32,16,0.029167,15.0,0.000134,0.0
S33,33,16,0.00019811,15.0,0.000134,0.0
