  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
  Ne   10    0  3.6796E+01  5.8071E+01  2.0751E+02  1.6752E+02  1.3760E+02  2.3641E+02  9.4021E+01  9.0769E+01  2.2576E+02
  Na   11    0  1.3350E+01  2.6114E+01  6.9795E+01  8.5168E+01  6.9539E+01  1.1425E+02  3.2108E+01  2.4045E+01  4.0080E+01
  Mg   12    0  1.5321E+01  1.9376E+01  5.1712E+01  3.2397E+01  2.7782E+01  4.1616E+01  2.8452E+01  3.9619E+01  1.1094E+02
  Al   13    0  2.3617E+01  3.0905E+01  6.9206E+01  5.2361E+01  4.4535E+01  6.8453E+01  4.0139E+01  4.7341E+01  8.3110E+01
  Si   14    0  3.5928E+01  7.5297E+01  5.2247E+01  8.5277E+01  7.3999E+01  5.4706E+01  8.9102E+01  1.0472E+02  9.1498E+01
  P    15    0  3.7811E+01  6.2706E+01  5.5505E+01  7.3469E+01  6.5328E+01  6.9241E+01  9.2710E+01  1.2210E+02  1.2359E+02
  S    16    0  3.7240E+01  8.7540E+01  4.9256E+01  1.0361E+02  9.0409E+01  6.2682E+01  1.1084E+02  1.2176E+02  9.8422E+01
  Cl   17    0  6.5287E+00  1.2618E+01  8.8816E+00  1.7316E+01  1.6223E+01  1.5670E+01  2.4142E+01  2.5619E+01  1.9696E+01
  Ar   18    0  3.4698E+01  8.0133E+01  4.2752E+01  9.6926E+01  8.5052E+01  6.1821E+01  1.0776E+02  1.2029E+02  9.8208E+01
  K    19    0  8.3569E+00  1.7177E+01  1.1204E+01  1.6748E+01  1.5918E+01  1.5436E+01  2.7894E+01  3.8274E+01  3.3967E+01
  Ca   20    0  3.2368E+01  7.3105E+01  3.6992E+01  9.1014E+01  8.0199E+01  6.3408E+01  1.0754E+02  1.2061E+02  9.6048E+01
  Sc   21    0  4.8235E+00  9.7003E+00  1.5425E+01  3.0446E+01  2.7018E+01  3.8173E+01  4.1993E+01  7.8004E+01  5.9822E+01
  Ti   22    0  1.4688E+01  1.9675E+01  1.3351E+01  2.2176E+01  1.9156E+01  1.4607E+01  1.5147E+01  1.4799E+01  1.3050E+01
  V    23    0  2.1629E+01  5.5026E+01  3.6707E+01  4.4992E+01  3.7112E+01  2.0241E+01  2.7394E+01  2.7846E+01  2.6506E+01
  Cr   24    0  5.2061E+01  1.1466E+02  7.0595E+01  1.1814E+02  9.8354E+01  6.6400E+01  5.1166E+01  3.9279E+01  2.7374E+01
  Mn   25    0  2.7239E+01  6.9405E+01  4.3390E+01  5.6884E+01  4.6660E+01  2.5628E+01  3.0283E+01  2.6437E+01  1.9936E+01
  Fe   26    0  5.0491E+01  4.5825E+01  3.3437E+01  2.7473E+01  2.2680E+01  1.6290E+01  1.2313E+01  1.0339E+01  7.4214E+00
  Co   27    0  2.4461E+01  9.6855E+00  1.1200E+01  6.0831E+00  5.1257E+00  5.1970E+00  4.6417E+00  7.7684E+00  5.0530E+00
  Ni   28    0  4.7383E+01  1.9593E+01  1.8295E+01  6.9440E+00  6.0615E+00  4.5899E+00  5.8132E+00  7.5666E+00  5.8685E+00
  Cu   29    0  4.6402E+00  7.3017E+00  1.4052E+01  3.4068E+01  3.2025E+01  5.1271E+01  5.8362E+01  7.2066E+01  6.9987E+01
  Zn   30    0  8.6312E+00  4.9164E+00  7.4755E+00  2.0536E+01  2.0479E+01  3.7656E+01  5.2036E+01  6.4013E+01  6.7598E+01
  Ga   31    0  2.6426E+00  6.2201E+00  1.2718E+01  5.8449E+01  6.1656E+01  1.4321E+02  2.4470E+02  3.3695E+02  3.3533E+02
  Ge   32    0  2.0068E+00  4.2088E+00  7.4080E+00  4.0898E+01  4.4341E+01  1.0319E+02  1.9258E+02  2.6470E+02  2.8265E+02
  As   33    0  1.8774E+00  4.3460E+00  7.6249E+00  6.0331E+01  6.6676E+01  1.5275E+02  3.4979E+02  5.6778E+02  4.8410E+02
  Se   34    0  1.5095E+00  2.2122E+00  3.5174E+00  2.5903E+01  2.9965E+01  7.5696E+01  1.7077E+02  2.3910E+02  2.4351E+02
  Br   35    0  1.3961E+00  1.7103E+00  3.1916E+00  2.2638E+01  2.6704E+01  7.9149E+01  1.4863E+02  2.1732E+02  2.0953E+02
  Kr   36    0  1.2222E+00  1.3852E+00  2.1024E+00  1.1083E+01  1.4660E+01  5.3770E+01  1.5843E+02  2.6984E+02  3.1692E+02
  Rb   37    0  1.2711E+00  1.5054E+00  2.2090E+00  1.4200E+01  1.8521E+01  6.5044E+01  1.9572E+02  3.6339E+02  3.7444E+02
  Sr   38    0  1.3122E+00  1.8127E+00  2.7645E+00  1.1614E+01  1.6639E+01  8.3361E+01  3.6410E+02  7.9965E+02  9.3296E+02
  Y    39    0  1.1828E+00  1.5754E+00  2.1197E+00  7.5316E+00  1.0207E+01  4.3679E+01  2.1207E+02  4.6275E+02  4.7375E+02
  Zr   40    0  1.0452E+00  1.2021E+00  1.4415E+00  3.6212E+00  4.5089E+00  1.4793E+01  6.9280E+01  1.6945E+02  1.9548E+02
  Nb   41    0  9.8819E-01  1.0109E+00  1.2501E+00  2.2464E+00  2.4549E+00  7.7176E+00  2.7017E+01  7.4331E+01  8.5698E+01
  Mo   42    0  1.1903E+00  1.2458E+00  1.3125E+00  1.7566E+00  1.8712E+00  3.8169E+00  1.1760E+01  3.3841E+01  4.1511E+01
  Xe   54    0  9.7016E-01  9.5063E-01  9.7714E-01  1.1677E+00  1.2292E+00  2.0131E+00  5.9787E+00  1.6921E+01  1.9653E+01
  Cs   55    0  9.3306E-01  9.1220E-01  9.2350E-01  1.1115E+00  1.1507E+00  1.8353E+00  4.2262E+00  1.0828E+01  1.2047E+01
  Ba   56    0  1.0318E+00  1.0734E+00  1.2162E+00  1.5136E+00  1.5649E+00  2.8213E+00  6.0147E+00  1.3992E+01  1.6784E+01
  La   57    0  1.0188E+00  1.0582E+00  1.2080E+00  1.5151E+00  1.5162E+00  2.3150E+00  3.8333E+00  7.0396E+00  8.3447E+00
  Ce   58    0  9.9693E-01  1.0021E+00  1.0858E+00  1.2550E+00  1.2648E+00  1.6790E+00  2.4413E+00  3.9729E+00  4.5083E+00
  Pr   59    0  9.7074E-01  9.8233E-01  9.8680E-01  1.2030E+00  1.1855E+00  1.4004E+00  1.9154E+00  5.1046E+00  3.6811E+00
  Nd   60    0  1.0109E+00  1.0493E+00  1.0828E+00  1.2247E+00  1.2425E+00  1.5889E+00  2.2495E+00  3.3493E+00  3.8173E+00
  Hg   80    0  9.9109E-01  9.7198E-01  1.0344E+00  1.1184E+00  1.1380E+00  1.3829E+00  1.8218E+00  2.3230E+00  2.5796E+00
  Tl   81    0  9.7712E-01  9.6225E-01  1.0302E+00  1.1274E+00  1.1309E+00  1.4221E+00  1.6636E+00  1.9658E+00  2.2447E+00
  Pb   82    0  9.9797E-01  1.0014E+00  1.0787E+00  1.1822E+00  1.1854E+00  1.4548E+00  1.7390E+00  2.1340E+00  2.2850E+00
  Bi   83    0  9.6896E-01  9.3694E-01  9.5647E-01  9.3018E-01  9.4188E-01  9.6833E-01  9.7164E-01  1.0261E+00  1.0103E+00
  ele   Z    A    013b150     015b150     020b150     025b150     030b150     040b150     060b150     080b150     120b150
  H     1    0  5.7649E-01  5.3915E-01  4.8357E-01  4.6805E-01  4.6066E-01  4.1296E-01  3.8067E-01  3.5034E-01  2.9865E-01
  He    2    0  1.4175E+00  1.3892E+00  1.3737E+00  1.3199E+00  1.3625E+00  1.0359E+00  1.2539E+00  1.2154E+00  1.8124E+00
  Li    3    0  1.6555E-02  2.6586E-02  9.5072E-03  5.3557E-03  4.1375E-02  1.8757E-02  4.4050E-01  2.6578E-01  9.3013E-04
  Be    4    0  3.8832E-04  5.8092E-04  1.1806E-03  1.7686E-03  2.2526E-03  2.8660E-03  8.5388E-04  1.0111E-03  1.3367E-03
  B     5    0  4.7810E-02  4.2973E-02  3.6710E-02  3.2417E-02  2.3632E-02  2.0773E-02  1.5896E-02  1.4560E-02  2.3264E-02
  C     6    0  6.4535E+01  7.0980E+01  7.7503E+01  7.0870E+01  8.4803E+01  1.2312E+02  1.5914E+02  1.7083E+02  1.3072E+02
  N     7    0  9.1691E+01  1.0659E+02  1.1319E+02  5.4428E+01  1.7898E+01  2.1579E+01  1.2401E+01  1.1542E+01  1.5555E+01
  O     8    0  5.5942E+01  7.2522E+01  9.4528E+01  1.0673E+02  1.0678E+02  1.4592E+02  1.2477E+02  1.3718E+02  1.0068E+02
  F     9    0  3.7275E+01  1.2334E+02  4.8293E+02  4.4934E+02  1.8381E+02  2.8304E+01  1.4456E+00  1.0207E+00  1.1586E+00
  Ne   10    0  5.9247E+01  7.9987E+01  9.3278E+01  2.3813E+02  1.5344E+02  2.2369E+02  2.7313E+02  2.2749E+02  1.5088E+02
  Na   11    0  2.3646E+01  3.1560E+01  2.9868E+01  6.9847E+01  5.5610E+01  6.8910E+01  7.3397E+01  2.1231E+01  2.2127E+01
  Mg   12    0  1.3262E+01  2.4417E+01  3.0616E+01  5.1162E+01  4.0702E+01  7.5676E+01  7.9735E+01  9.6710E+01  9.9624E+01
  Al   13    0  1.7854E+01  3.9900E+01  5.1485E+01  9.0390E+01  6.3609E+01  6.9152E+01  6.9205E+01  6.6896E+01  5.6650E+01
  Si   14    0  1.1535E+02  1.1469E+02  1.2759E+02  8.7498E+01  9.6828E+01  1.2345E+02  9.9575E+01  1.1966E+02  9.0546E+01
  P    15    0  6.7355E+01  7.2950E+01  1.2779E+02  1.1502E+02  1.1593E+02  1.3010E+02  1.1193E+02  1.4463E+02  1.0858E+02
  S    16    0  2.5313E+02  2.0380E+02  1.6642E+02  1.0683E+02  1.2804E+02  1.5601E+02  1.1368E+02  1.3569E+02  9.9188E+01
  Cl   17    0  1.0112E+02  1.3143E+01  2.7053E+01  2.0966E+01  2.4896E+01  3.2175E+01  2.4870E+01  2.7421E+01  1.8328E+01
  Ar   18    0  3.3553E+02  2.4601E+02  1.6623E+02  1.0855E+02  1.2874E+02  1.5161E+02  1.0780E+02  1.3367E+02  9.8941E+01
  K    19    0  5.0296E+02  1.6751E+01  3.6922E+01  2.6079E+01  2.9959E+01  3.8136E+01  3.1944E+01  4.0742E+01  3.2830E+01
  Ca   20    0  3.9331E+02  3.0007E+02  1.6691E+02  1.1230E+02  1.3033E+02  1.5120E+02  1.0374E+02  1.3489E+02  9.8617E+01
  Sc   21    0  1.4825E+02  4.3651E+01  4.0901E+01  4.8527E+01  7.4520E+01  8.5122E+01  6.4357E+01  5.6858E+01  4.4669E+01
  Ti   22    0  4.5456E+01  3.3323E+01  3.3313E+01  2.4524E+01  2.4804E+01  2.3106E+01  1.6502E+01  1.5557E+01  1.1612E+01
  V    23    0  8.6069E+01  8.1289E+01  5.6732E+01  3.9542E+01  4.1536E+01  4.3812E+01  3.5117E+01  3.0205E+01  2.4596E+01
  Cr   24    0  1.7444E+02  1.8280E+02  1.5591E+02  1.1125E+02  1.0270E+02  8.0908E+01  5.4432E+01  4.0212E+01  2.7395E+01
  Mn   25    0  9.2105E+01  1.0940E+02  7.0631E+01  5.0234E+01  4.7218E+01  4.6639E+01  3.5567E+01  2.9183E+01  2.1236E+01
  Fe   26    0  5.5042E+01  5.0835E+01  3.5133E+01  2.7021E+01  2.3242E+01  1.8487E+01  1.3029E+01  1.0748E+01  7.6010E+00
  Co   27    0  9.3663E+00  6.5736E+00  5.5251E+00  5.2627E+00  5.5175E+00  6.3765E+00  5.8296E+00  5.1314E+00  4.2604E+00
  Ni   28    0  1.6620E+01  2.0597E+01  9.0876E+00  7.5951E+00  7.6403E+00  8.2495E+00  6.9511E+00  7.2643E+00  5.4378E+00
  Cu   29    0  2.7864E+01  4.4152E+01  5.1146E+01  5.8784E+01  5.3385E+01  8.9784E+01  7.0785E+01  6.7684E+01  4.9706E+01
  Zn   30    0  1.7279E+01  3.0100E+01  4.1179E+01  5.1613E+01  4.6611E+01  7.2511E+01  6.1693E+01  6.7266E+01  5.0760E+01
  Ga   31    0  5.4479E+01  1.2546E+02  1.9833E+02  2.5103E+02  2.3359E+02  3.3709E+02  2.9330E+02  3.2931E+02  2.5818E+02
  Ge   32    0  4.3639E+01  8.6478E+01  1.3891E+02  2.0186E+02  2.1654E+02  2.8788E+02  2.4743E+02  2.7744E+02  2.0864E+02
  As   33    0  5.1471E+01  1.4700E+02  2.8791E+02  3.8009E+02  4.3014E+02  5.1305E+02  4.7163E+02  5.4725E+02  4.7364E+02
  Se   34    0  3.8197E+01  7.0891E+01  1.2976E+02  2.0702E+02  2.7506E+02  3.0348E+02  2.3558E+02  2.6905E+02  1.8467E+02
  Br   35    0  3.4318E+01  6.8102E+01  1.2507E+02  2.2202E+02  2.7526E+02  2.8399E+02  2.2832E+02  2.3597E+02  1.7601E+02
  Kr   36    0  3.7126E+01  5.6130E+01  1.0135E+02  1.8915E+02  3.5891E+02  3.1801E+02  2.2788E+02  2.7487E+02  2.1854E+02
  Rb   37    0  4.7053E+01  6.9472E+01  1.4166E+02  2.8267E+02  6.5834E+02  4.8948E+02  3.4199E+02  3.9719E+02  3.1361E+02
  Sr   38    0  4.9649E+01  9.6543E+01  2.1376E+02  4.6797E+02  7.8552E+02  5.8438E+02  5.3166E+02  8.1819E+02  6.3985E+02
  Y    39    0  3.6967E+01  6.4465E+01  1.3709E+02  2.8973E+02  6.0817E+02  3.8508E+02  3.3349E+02  4.9030E+02  3.4579E+02
  Zr   40    0  2.4335E+01  2.7955E+01  5.2594E+01  1.1800E+02  3.5687E+02  1.6488E+02  1.2167E+02  1.8439E+02  1.3748E+02
  Nb   41    0  1.3568E+01  1.6857E+01  2.4668E+01  6.4408E+01  2.1986E+02  8.7265E+01  6.6171E+01  7.6901E+01  6.0572E+01
  Mo   42    0  6.1541E+00  1.0043E+01  1.2347E+01  2.3911E+01  1.0994E+02  3.7838E+01  2.5032E+01  3.5139E+01  2.8166E+01
  Xe   54    0  3.0253E+00  3.8946E+00  5.4079E+00  1.1032E+01  7.4044E+01  1.8917E+01  1.1969E+01  1.7525E+01  1.3484E+01
  Cs   55    0  2.6160E+00  3.7020E+00  4.4512E+00  7.7192E+00  5.9559E+01  1.4688E+01  1.0051E+01  1.0380E+01  8.8693E+00
  Ba   56    0  3.4086E+00  4.5928E+00  6.0565E+00  1.2065E+01  4.7997E+01  1.7918E+01  1.0847E+01  1.4616E+01  1.0941E+01
  La   57    0  2.5295E+00  3.0189E+00  3.6349E+00  6.6065E+00  2.2371E+01  1.0249E+01  6.3107E+00  7.5672E+00  5.7840E+00
  Ce   58    0  1.7210E+00  1.9487E+00  2.2448E+00  3.4650E+00  1.2592E+01  5.6615E+00  3.5836E+00  4.1406E+00  3.3243E+00
  Pr   59    0  2.0445E+00  1.7728E+00  1.9100E+00  2.1921E+00  4.2207E+01  7.3933E+00  3.1973E+00  3.5235E+00  3.0353E+00
  Nd   60    0  1.3143E+00  1.7219E+00  2.1068E+00  2.7215E+00  5.0627E+00  3.7135E+00  2.7607E+00  3.4662E+00  2.8747E+00
  Hg   80    0  1.2225E+00  1.4329E+00  1.6245E+00  2.1807E+00  3.8771E+00  2.9649E+00  2.3568E+00  2.4535E+00  2.1211E+00
  Tl   81    0  1.1769E+00  1.2953E+00  1.4025E+00  1.9406E+00  3.0167E+00  2.5874E+00  2.1148E+00  2.1297E+00  1.8140E+00
  Pb   82    0  1.2622E+00  1.4295E+00  1.5602E+00  2.0002E+00  2.6913E+00  2.5531E+00  2.1307E+00  2.1875E+00  1.8737E+00
  Bi   83    0  9.1914E-01  9.0917E-01  8.9372E-01  9.5257E-01  1.1394E+00  1.0369E+00  1.0094E+00  9.7816E-01  9.7812E-01
  ele   Z    A    013b300     015b300     020b300     025b300     030b300     040b300     060b300     080b300     120b300
  H     1    0  5.3634E-01  5.0971E-01  4.7392E-01  4.5552E-01  4.1151E-01  3.9605E-01  3.5594E-01  3.3581E-01  3.1487E-01
  He    2    0  1.3308E+00  1.3385E+00  1.4276E+00  1.1111E+00  1.0723E+00  1.0102E+00  1.2280E+00  1.5217E+00  1.8429E+00
  Li    3    0  2.1001E-04  4.4806E-04  4.3079E-04  1.9764E-03  2.0870E-03  1.3453E-02  6.1873E-01  4.9877E-04  6.6082E-04
  Be    4    0  1.5452E-04  2.5224E-04  4.9850E-04  8.4482E-04  1.1034E-03  1.6309E-03  5.8393E-04  5.8468E-04  8.7619E-04
  B     5    0  1.2665E-02  1.1459E-02  4.6810E-03  6.1411E-03  7.3823E-03  1.0561E-02  1.0898E-02  4.7489E-03  9.3578E-03
  C     6    0  3.1705E+01  3.7222E+01  8.6164E+01  9.3161E+01  1.1764E+02  1.4086E+02  1.7127E+02  1.5369E+02  1.2298E+02
  N     7    0  6.9758E+01  7.7997E+01  4.9213E+01  3.6657E+01  3.1552E+01  3.7480E+01  1.5698E+01  1.2948E+01  1.5942E+01
  O     8    0  6.0708E+01  6.8125E+01  9.1618E+01  1.2440E+02  1.4107E+02  1.4806E+02  1.3217E+02  1.1641E+02  9.4435E+01
  F     9    0  3.9688E+01  1.7706E+02  3.0149E+02  9.1327E+02  2.0027E+03  8.8468E+01  1.4484E+00  1.7270E+00  1.4570E+00
  Ne   10    0  8.6003E+01  8.1275E+01  9.5552E+01  3.1559E+02  2.6133E+02  2.8404E+02  2.7938E+02  1.9891E+02  1.5225E+02
  Na   11    0  3.7005E+01  4.2733E+01  6.9501E+01  1.3721E+02  1.2382E+02  8.4185E+01  4.7264E+01  3.4076E+01  2.0581E+01
  Mg   12    0  3.9173E+01  3.3161E+01  3.2590E+01  5.9093E+01  5.4510E+01  7.6647E+01  9.5831E+01  7.0439E+01  8.3984E+01
  Al   13    0  1.0359E+01  1.1484E+01  5.3721E+01  1.1838E+02  9.8929E+01  8.0436E+01  6.3211E+01  4.8838E+01  4.5567E+01
  Si   14    0  2.4933E+02  2.4084E+02  1.2238E+02  1.0532E+02  1.2267E+02  1.1662E+02  1.0350E+02  8.9734E+01  8.5373E+01
  P    15    0  1.2600E+02  2.2254E+02  2.8961E+02  1.6607E+02  1.9145E+02  1.3843E+02  1.1728E+02  1.0263E+02  1.0452E+02
  S    16    0  4.9652E+02  5.2008E+02  1.6652E+02  1.3039E+02  1.6117E+02  1.4714E+02  1.2154E+02  1.0219E+02  9.1997E+01
  Cl   17    0  1.3323E+02  2.6304E+02  4.6630E+01  3.3169E+01  4.8266E+01  3.3953E+01  2.6288E+01  2.2994E+01  1.8752E+01
  Ar   18    0  5.9675E+02  7.8413E+02  1.5655E+02  1.3015E+02  1.5814E+02  1.4223E+02  1.1591E+02  9.9056E+01  9.0646E+01
  K    19    0  6.1436E+02  1.3020E+03  6.5282E+01  3.6055E+01  5.1041E+01  3.9203E+01  3.5137E+01  3.1927E+01  2.8955E+01
  Ca   20    0  5.9476E+02  6.4088E+02  1.2387E+02  1.3040E+02  1.5115E+02  1.3720E+02  1.1225E+02  9.7108E+01  9.0681E+01
  Sc   21    0  8.9130E+01  1.2420E+02  3.2021E+01  5.5690E+01  7.4427E+01  8.1226E+01  6.2395E+01  5.1583E+01  3.9938E+01
  Ti   22    0  8.9048E+01  1.5332E+02  3.6614E+01  2.8259E+01  2.8820E+01  2.2828E+01  1.7278E+01  1.3961E+01  1.0865E+01
  V    23    0  1.8975E+02  2.9143E+02  1.4031E+02  5.0343E+01  5.5158E+01  4.1890E+01  3.5407E+01  2.7069E+01  2.2381E+01
  Cr   24    0  2.1218E+02  1.9050E+02  1.6630E+02  1.1584E+02  1.0600E+02  8.0159E+01  5.4373E+01  3.9917E+01  2.6938E+01
  Mn   25    0  2.3467E+02  1.6734E+02  1.4718E+02  5.9249E+01  5.9475E+01  4.3674E+01  3.5999E+01  2.6639E+01  1.9809E+01
  Fe   26    0  8.4376E+01  6.2149E+01  4.4406E+01  2.8070E+01  2.4488E+01  1.8224E+01  1.3122E+01  1.0121E+01  7.3751E+00
  Co   27    0  1.9030E+01  1.5910E+01  2.8336E+00  3.7630E+00  4.7904E+00  5.9298E+00  5.6138E+00  4.8117E+00  3.9407E+00
  Ni   28    0  7.1484E+01  6.4440E+01  1.9616E+01  8.7687E+00  9.0495E+00  7.7115E+00  7.0015E+00  6.0828E+00  5.0292E+00
  Cu   29    0  1.2968E+01  1.3323E+01  1.8713E+01  5.2106E+01  5.7654E+01  8.1394E+01  7.2954E+01  6.2664E+01  4.6374E+01
  Zn   30    0  1.0911E+01  1.0675E+01  1.6512E+01  5.5550E+01  5.4623E+01  7.0223E+01  6.7137E+01  5.8563E+01  4.7889E+01
  Ga   31    0  4.6593E+01  4.7136E+01  8.9585E+01  3.2316E+02  3.1310E+02  3.4332E+02  3.1747E+02  2.8191E+02  2.4336E+02
  Ge   32    0  4.4921E+01  4.5777E+01  8.0528E+01  2.9818E+02  3.0998E+02  3.0348E+02  2.6780E+02  2.3451E+02  1.9462E+02
  As   33    0  4.7981E+01  4.8705E+01  1.1153E+02  6.0192E+02  6.6770E+02  5.7126E+02  4.7969E+02  4.4196E+02  4.5880E+02
  Se   34    0  5.3105E+01  6.3243E+01  1.2382E+02  4.0609E+02  4.4360E+02  3.4099E+02  2.5784E+02  2.1849E+02  1.7857E+02
  Br   35    0  4.8930E+01  5.0748E+01  9.0113E+01  4.4880E+02  4.4727E+02  3.3208E+02  2.3991E+02  2.0188E+02  1.6828E+02
  Kr   36    0  9.8924E+01  9.4726E+01  1.8939E+02  5.0321E+02  6.0641E+02  3.9207E+02  2.5972E+02  2.2520E+02  1.9295E+02
  Rb   37    0  1.0603E+02  8.5704E+01  2.6206E+02  7.8911E+02  1.0980E+03  6.3757E+02  3.5680E+02  3.0758E+02  3.1069E+02
  Sr   38    0  8.6333E+02  1.0349E+03  1.7978E+03  1.8389E+03  2.0811E+03  8.2905E+02  6.7507E+02  6.0345E+02  5.7974E+02
  Y    39    0  1.1732E+03  1.2733E+03  2.2915E+03  1.6460E+03  1.8949E+03  5.8665E+02  4.2930E+02  3.6287E+02  3.3944E+02
  Zr   40    0  2.0813E+03  4.7867E+03  4.2795E+03  9.8835E+02  1.2299E+03  2.7614E+02  1.5871E+02  1.3257E+02  1.3239E+02
  Nb   41    0  1.3085E+03  1.2070E+03  2.1345E+03  7.0754E+02  7.9811E+02  1.5509E+02  7.9049E+01  6.3241E+01  5.7375E+01
  Mo   42    0  1.5606E+03  1.6932E+03  4.6973E+03  4.2743E+02  4.0421E+02  6.8965E+01  3.1043E+01  2.6058E+01  2.6503E+01
  Xe   54    0  1.0195E+03  8.9395E+02  1.7734E+03  2.0158E+02  2.4580E+02  3.5672E+01  1.4839E+01  1.2822E+01  1.2943E+01
  Cs   55    0  7.8015E+02  7.7613E+02  1.5779E+03  1.4355E+02  2.0274E+02  2.9186E+01  1.0656E+01  8.5827E+00  8.2865E+00
  Ba   56    0  4.6895E+03  4.9100E+03  6.5262E+03  3.3023E+02  2.8128E+02  3.2840E+01  1.3766E+01  1.1354E+01  1.0207E+01
  La   57    0  5.6601E+03  6.4483E+03  6.6220E+03  2.1286E+02  1.7376E+02  1.7711E+01  7.4889E+00  6.2582E+00  5.4276E+00
  Ce   58    0  4.9381E+03  5.0157E+03  4.9146E+03  1.0718E+02  8.0630E+01  9.0105E+00  4.0863E+00  3.5550E+00  3.1405E+00
  Pr   59    0  1.0406E+04  4.0593E+03  4.1079E+03  6.0343E+01  1.4328E+02  1.2549E+01  3.4804E+00  3.1578E+00  2.8155E+00
  Nd   60    0  3.4077E+03  4.4881E+03  4.5523E+03  6.6442E+01  2.9242E+01  5.0101E+00  3.1170E+00  2.8462E+00  2.7149E+00
  Hg   80    0  3.5482E+03  4.2828E+03  4.7659E+03  5.1051E+01  2.8771E+01  4.0540E+00  2.5406E+00  2.2754E+00  2.0835E+00
  Tl   81    0  3.3979E+03  3.8947E+03  2.7938E+03  3.2209E+01  2.3013E+01  3.4775E+00  2.1961E+00  1.9886E+00  1.7592E+00
  Pb   82    0  3.9165E+03  4.1219E+03  2.3652E+03  1.9383E+01  1.0945E+01  2.9550E+00  2.2647E+00  2.0568E+00  1.7938E+00
  Bi   83    0  5.5570E+02  4.5709E+02  1.6441E+02  1.3945E+00  1.5685E+00  1.0956E+00  1.0159E+00  1.0059E+00  9.7322E-01
  ele   Z    A    013c000     015c000     020c000     025c000     030c000     040c000     060c000     080c000     120c000
  H     1    0  7.2208E-01  6.9157E-01  6.3508E-01  5.9766E-01  5.6056E-01  5.1299E-01  4.4447E-01  4.1336E-01  3.5402E-01
  He    2    0  1.6277E+00  1.6034E+00  1.5453E+00  1.5091E+00  1.6261E+00  1.5461E+00  1.5375E+00  1.5024E+00  1.3515E+00
  Li    3    0  2.4998E-03  1.1235E-02  1.0979E-02  1.1343E-02  1.7107E-02  8.6544E-03  7.3534E-03  8.1960E-02  1.0828E-02
  Be    4    0  3.6050E-03  1.3295E-02  1.2096E-02  1.1601E-02  4.9859E-03  6.7832E-03  6.8798E-03  1.0814E-02  1.0401E-02
  B     5    0  1.1162E-01  1.0603E-01  9.4873E-02  9.2035E-02  8.5758E-02  7.7582E-02  7.0100E-02  6.7524E-02  6.2033E-02
  C     6    0  3.1139E+02  4.4528E+02  5.0152E+02  6.3309E+02  7.0208E+02  7.0598E+02  8.7584E+02  8.7387E+02  6.7464E+02
  N     7    0  1.0734E+01  1.0470E+01  9.3401E+00  1.0262E+01  1.2934E+01  1.2964E+01  1.3915E+01  1.3781E+01  1.3233E+01
  O     8    0  1.1736E+02  2.0462E+02  3.6495E+02  5.0476E+02  5.1799E+02  7.6154E+02  1.0335E+03  1.2064E+03  1.5934E+03
  F     9    0  6.3466E-01  6.1341E-01  7.4154E-01  1.0692E+00  1.7537E+00  3.0901E+00  2.2248E+01  2.2171E+01  8.4319E+00
  Ne   10    0  8.6877E+01  2.7871E+02  2.0430E+03  2.6331E+03  1.8932E+03  2.1987E+03  1.0672E+03  7.9913E+02  1.6749E+03
  Na   11    0  1.9479E+01  3.8397E+01  4.6606E+02  6.8346E+02  4.6650E+02  5.0118E+02  1.7295E+02  8.7259E+01  1.7717E+02
  Mg   12    0  7.9970E+01  1.5632E+02  4.8137E+02  3.9651E+02  3.1953E+02  4.0233E+02  2.8994E+02  3.0943E+02  6.3414E+02
  Al   13    0  4.7304E+01  1.8519E+02  4.0353E+02  2.6678E+02  2.1374E+02  2.8931E+02  2.0712E+02  1.7976E+02  4.3591E+02
  Si   14    0  4.7937E+02  5.8934E+02  4.8760E+02  3.6788E+02  5.4547E+02  5.8054E+02  8.2139E+02  8.3213E+02  7.2111E+02
  P    15    0  2.0757E+02  3.7291E+02  2.9343E+02  1.9060E+02  2.0955E+02  2.8179E+02  3.2284E+02  3.4162E+02  5.4155E+02
  S    16    0  5.6953E+02  6.5708E+02  4.7379E+02  3.9217E+02  6.2469E+02  6.5370E+02  9.7365E+02  9.6726E+02  7.5815E+02
  Cl   17    0  4.0071E+01  6.5049E+01  3.9659E+01  3.4816E+01  4.5724E+01  5.1299E+01  7.6043E+01  7.8907E+01  6.9436E+01
  Ar   18    0  5.5498E+02  6.2444E+02  4.3537E+02  4.0129E+02  5.9720E+02  6.6949E+02  9.8877E+02  1.0112E+03  8.0261E+02
  K    19    0  8.2118E+01  9.5796E+01  6.4659E+01  3.9935E+01  5.8523E+01  6.4736E+01  1.1298E+02  1.6375E+02  1.4996E+02
  Ca   20    0  5.4509E+02  5.9705E+02  4.0811E+02  4.4594E+02  5.9643E+02  7.4498E+02  1.0897E+03  1.1408E+03  8.9141E+02
  Sc   21    0  1.9935E+01  2.3262E+01  1.9433E+01  2.0212E+01  2.1112E+01  4.1458E+01  6.7119E+01  8.6901E+01  1.1006E+02
  Ti   22    0  1.7178E+02  1.5940E+02  1.2778E+02  1.0694E+02  1.5529E+02  1.2833E+02  1.1294E+02  9.3354E+01  6.6281E+01
