  ele   Z    A    013a000     015a000     020a000     025a000     030a000     040a000     060a000     080a000     120a000
  V    23    0  2.7122E+02  2.9353E+02  2.7647E+02  1.1237E+02  1.8865E+02  7.9127E+01  1.1610E+02  9.2830E+01  6.5780E+01
  Cr   24    0  9.6177E+02  8.9693E+02  8.0760E+02  6.3771E+02  9.0652E+02  6.6684E+02  4.7597E+02  3.4390E+02  2.2351E+02
  Mn   25    0  4.1302E+02  4.0065E+02  3.8483E+02  1.8650E+02  2.7556E+02  1.3135E+02  1.7301E+02  1.4091E+02  9.4104E+01
  Fe   26    0  4.9623E+02  4.2615E+02  3.1625E+02  2.4276E+02  2.0420E+02  1.4943E+02  1.0516E+02  8.1247E+01  5.3768E+01
  Co   27    0  1.0738E+02  7.2219E+01  3.6751E+01  3.0169E+01  5.6384E+00  8.6797E+00  1.0838E+01  1.4757E+01  1.6540E+01
  Ni   28    0  2.1550E+02  1.7353E+02  9.3711E+01  5.6686E+01  2.3678E+01  1.9006E+01  2.4453E+01  2.3779E+01  2.0659E+01
  Cu   29    0  7.4843E+00  3.8661E+00  3.7032E+00  5.4066E+00  5.4381E+00  1.4363E+01  3.0686E+01  4.6117E+01  7.4952E+01
  Zn   30    0  3.7916E+01  1.5728E+01  9.5191E+00  8.0116E+00  2.8708E+00  6.7242E+00  1.5719E+01  2.3776E+01  3.4642E+01
  Ga   31    0  1.2099E+00  1.1618E+00  1.3995E+00  1.9229E+00  2.2654E+00  6.6518E+00  1.9881E+01  3.7422E+01  7.5415E+01
  Ge   32    0  1.0860E+00  1.0770E+00  1.1827E+00  1.4809E+00  1.7583E+00  4.3134E+00  1.3555E+01  2.4599E+01  4.0188E+01
  As   33    0  1.0583E+00  1.0626E+00  1.1422E+00  1.3388E+00  1.4839E+00  3.0896E+00  9.7418E+00  2.0067E+01  4.5263E+01
  Se   34    0  1.0201E+00  1.0068E+00  1.0319E+00  1.1163E+00  1.1916E+00  1.9347E+00  5.2794E+00  1.0198E+01  1.4923E+01
  Br   35    0  9.8684E-01  9.7926E-01  1.0080E+00  1.0757E+00  1.1117E+00  1.6029E+00  3.1742E+00  6.2753E+00  1.2072E+01
  Kr   36    0  1.0056E+00  1.0146E+00  1.0780E+00  1.1534E+00  1.1787E+00  1.5658E+00  3.1001E+00  5.7997E+00  1.0984E+01
  Rb   37    0  1.0234E+00  1.0245E+00  1.0477E+00  1.0858E+00  1.1091E+00  1.3818E+00  2.3968E+00  4.4204E+00  8.5316E+00
  Sr   38    0  1.0828E+00  1.1351E+00  1.3583E+00  1.6833E+00  1.7708E+00  2.7457E+00  4.8312E+00  7.8694E+00  1.3587E+01
  Y    39    0  1.0413E+00  1.0470E+00  1.1404E+00  1.3613E+00  1.4862E+00  2.2507E+00  3.9452E+00  5.7502E+00  7.2855E+00
  Zr   40    0  9.8037E-01  9.8007E-01  1.0065E+00  1.0974E+00  1.1714E+00  1.4712E+00  2.2340E+00  2.8593E+00  3.7850E+00
  Nb   41    0  9.4169E-01  9.2280E-01  9.4431E-01  9.8209E-01  9.7520E-01  1.0959E+00  1.3382E+00  1.6627E+00  2.2709E+00
  Mo   42    0  1.1745E+00  1.1856E+00  1.1778E+00  1.1831E+00  1.1960E+00  1.2765E+00  1.3965E+00  1.6060E+00  2.0710E+00
  Xe   54    0  9.6670E-01  9.5441E-01  9.3973E-01  9.1977E-01  9.1401E-01  9.0196E-01  9.6260E-01  1.0312E+00  1.2051E+00
  Cs   55    0  9.1780E-01  9.0499E-01  8.8062E-01  8.5996E-01  8.5849E-01  8.4565E-01  9.3310E-01  8.9942E-01  1.0032E+00
  Ba   56    0  9.9423E-01  1.0025E+00  1.0754E+00  1.1501E+00  1.1461E+00  1.2708E+00  1.4238E+00  1.5870E+00  1.9341E+00
  La   57    0  9.7641E-01  9.7633E-01  1.0172E+00  1.0796E+00  1.0860E+00  1.2338E+00  1.3811E+00  1.5303E+00  1.8096E+00
  Ce   58    0  9.7326E-01  9.7023E-01  9.8604E-01  1.0072E+00  1.0064E+00  1.0768E+00  1.1762E+00  1.2939E+00  1.5013E+00
  Pr   59    0  9.5043E-01  9.4091E-01  9.2266E-01  9.3413E-01  9.3453E-01  9.4020E-01  1.1064E+00  1.7406E+00  2.3340E+00
  Nd   60    0  9.8876E-01  1.0014E+00  1.0112E+00  1.0247E+00  1.0351E+00  1.1001E+00  1.1843E+00  1.2506E+00  1.5043E+00
  Hg   80    0  9.8856E-01  9.8109E-01  9.9254E-01  9.9890E-01  9.8934E-01  1.0040E+00  1.0544E+00  1.0447E+00  1.1093E+00
  Tl   81    0  9.6204E-01  9.5828E-01  9.8950E-01  1.0144E+00  9.9681E-01  1.0133E+00  1.0308E+00  1.0120E+00  1.0713E+00
  Pb   82    0  9.7754E-01  9.7556E-01  1.0048E+00  1.0382E+00  1.0327E+00  1.0907E+00  1.1608E+00  1.2431E+00  1.3746E+00
  Bi   83    0  9.6184E-01  9.5314E-01  9.5548E-01  9.5624E-01  9.4403E-01  9.2779E-01  9.0140E-01  8.9808E-01  9.0338E-01
  ele   Z    A    013c150     015c150     020c150     025c150     030c150     040c150     060c150     080c150     120c150
  H     1    0  5.8207E-01  5.6049E-01  5.2907E-01  5.1704E-01  4.7784E-01  4.4165E-01  3.7741E-01  3.4967E-01  6.3521E-01
  He    2    0  1.4386E+00  1.4139E+00  1.3697E+00  1.2474E+00  9.9932E-01  8.4738E-01  7.6092E-01  7.6558E-01  2.0823E+00
  Li    3    0  4.1476E-02  2.3135E-02  1.0589E-03  6.7642E-02  1.3160E-03  2.5711E-01  1.4864E-01  6.0457E-02  1.6083E-03
  Be    4    0  5.2390E-05  8.1516E-05  1.6522E-04  2.6238E-04  3.4607E-04  2.3943E-04  1.1767E-04  1.1225E-04  4.1575E-04
  B     5    0  2.1253E-02  1.9656E-02  1.5505E-02  6.3132E-03  3.1430E-03  2.9238E-03  1.6548E-03  1.5689E-03  3.9133E-03
  C     6    0  6.2555E+02  6.8078E+02  7.2605E+02  8.7031E+02  1.1981E+03  1.4179E+03  1.3979E+03  1.1546E+03  2.5248E+02
  N     7    0  7.8724E+02  7.8171E+02  8.3519E+02  5.3579E+01  5.8807E+01  8.6549E+01  8.7877E+01  9.5930E+01  1.8659E+02
  O     8    0  6.5696E+02  6.3144E+02  8.7449E+02  1.0221E+03  1.3239E+03  1.5312E+03  1.8027E+03  1.9106E+03  2.4641E+01
  F     9    0  9.4352E+02  1.7417E+03  1.9540E+03  1.2787E+03  3.5230E+03  8.0605E+02  4.4740E+02  4.1755E+02  3.3170E-01
  Ne   10    0  9.5703E+02  5.8353E+02  5.3467E+02  1.6022E+03  2.5174E+03  2.8694E+03  3.0910E+03  3.2995E+03  2.6737E+00
  Na   11    0  1.5966E+02  1.1447E+02  1.0443E+02  2.5478E+02  6.2294E+02  4.2774E+02  1.4009E+02  1.6207E+02  6.9465E+00
  Mg   12    0  2.4416E+02  1.0618E+02  2.3367E+02  4.6279E+02  4.9039E+02  7.9849E+02  1.5402E+03  1.6115E+03  9.8688E-01
  Al   13    0  2.2128E+02  8.2074E+01  2.5387E+02  5.9927E+02  3.5082E+02  4.3189E+02  3.8647E+02  6.3881E+02  5.2886E+00
  Si   14    0  7.2940E+02  1.2446E+03  1.2234E+03  9.8294E+02  1.0632E+03  1.1906E+03  1.3237E+03  1.4984E+03  1.0388E+00
  P    15    0  2.9945E+02  5.1288E+02  6.2817E+02  8.0902E+02  4.4619E+02  6.7525E+02  7.5247E+02  1.0641E+03  1.1281E+00
  S    16    0  9.6136E+02  2.9513E+03  1.6470E+03  1.2319E+03  1.3003E+03  1.4443E+03  1.5439E+03  1.7514E+03  1.0003E+00
  Cl   17    0  5.6939E+01  9.9929E+02  1.2509E+02  1.2597E+02  1.0778E+02  1.4898E+02  1.4046E+02  1.6761E+02  1.2005E+00
  Ar   18    0  1.0129E+03  3.9601E+03  1.6996E+03  1.2758E+03  1.2850E+03  1.4629E+03  1.6093E+03  1.8501E+03  9.8832E-01
  K    19    0  9.8431E+01  4.7827E+03  1.9672E+02  1.9231E+02  1.4649E+02  1.9544E+02  3.0841E+02  3.9119E+02  1.2119E+00
  Ca   20    0  1.0992E+03  4.6602E+03  1.8168E+03  1.3635E+03  1.3488E+03  1.5936E+03  1.7677E+03  2.0323E+03  9.9652E-01
  Sc   21    0  5.9144E+01  1.2948E+03  9.3997E+01  9.3198E+01  1.3118E+02  1.3937E+02  1.4665E+02  1.6122E+02  1.7201E+00
  Ti   22    0  2.3141E+02  4.1124E+02  3.0770E+02  2.2823E+02  2.0714E+02  1.7641E+02  1.3685E+02  1.2350E+02  1.0162E+00
  V    23    0  3.4322E+02  5.1351E+02  4.6545E+02  2.7317E+02  1.4486E+02  2.2431E+02  1.6676E+02  1.5375E+02  9.9390E-01
  Cr   24    0  1.2946E+03  1.6577E+03  1.5440E+03  1.1620E+03  1.0037E+03  7.5535E+02  4.8994E+02  3.6219E+02  9.9788E-01
  Mn   25    0  4.8670E+02  5.5807E+02  6.2862E+02  4.0456E+02  2.2529E+02  3.1707E+02  2.3484E+02  2.0724E+02  1.0013E+00
  Fe   26    0  5.1245E+02  4.4550E+02  3.3771E+02  2.5958E+02  2.1060E+02  1.6700E+02  1.1767E+02  9.4531E+01  9.9610E-01
  Co   27    0  7.3043E+01  3.6961E+01  6.2600E+00  4.6769E+00  1.3250E+01  8.6259E+00  1.0231E+01  9.7268E+00  1.4854E+00
  Ni   28    0  1.0815E+02  8.0160E+01  6.2036E+01  4.6424E+01  3.2653E+01  4.0786E+01  3.7990E+01  4.3861E+01  1.0366E+00
  Cu   29    0  3.3246E+01  3.7505E+01  4.5619E+01  4.1669E+01  5.9536E+01  9.6699E+01  1.0762E+02  1.0873E+02  2.1701E+00
  Zn   30    0  2.3508E+01  1.9515E+01  3.7603E+01  4.1898E+01  3.4460E+01  7.4857E+01  8.5863E+01  9.3683E+01  1.2769E+00
  Ga   31    0  4.2831E+01  6.6527E+01  1.3785E+02  2.1631E+02  8.3717E+01  2.8901E+02  2.9731E+02  3.7036E+02  1.3517E+00
  Ge   32    0  3.2733E+01  5.3797E+01  1.0369E+02  2.1022E+02  8.1462E+01  2.5302E+02  2.3534E+02  2.9021E+02  1.1472E+00
  As   33    0  2.8954E+01  5.2198E+01  1.6267E+02  3.9648E+02  8.0161E+01  3.6357E+02  3.2223E+02  4.8033E+02  1.0760E+00
  Se   34    0  3.1271E+01  5.5401E+01  8.8452E+01  2.6853E+02  9.8411E+01  2.3017E+02  1.6675E+02  1.9958E+02  1.0364E+00
  Br   35    0  2.8573E+01  5.2640E+01  7.4039E+01  3.0091E+02  9.7637E+01  2.1464E+02  1.4173E+02  1.8356E+02  1.0153E+00
  Kr   36    0  2.7909E+01  6.2342E+01  6.4932E+01  3.2149E+02  1.7955E+02  2.3020E+02  1.4039E+02  2.1535E+02  1.0492E+00
  Rb   37    0  3.2289E+01  5.9459E+01  8.9087E+01  5.2225E+02  3.4755E+02  2.9213E+02  1.4076E+02  2.0714E+02  1.0078E+00
  Sr   38    0  6.6526E+01  1.2236E+02  1.2228E+02  1.3931E+03  1.2277E+02  3.7544E+02  2.5430E+02  4.6025E+02  1.1640E+00
  Y    39    0  5.5107E+01  1.0485E+02  8.7521E+01  1.2738E+03  1.0902E+02  2.5256E+02  1.3771E+02  2.1812E+02  1.0747E+00
  Zr   40    0  3.1867E+01  7.3818E+01  3.6451E+01  8.0762E+02  6.3052E+01  9.5844E+01  3.7995E+01  6.7647E+01  9.9552E-01
  Nb   41    0  2.2114E+01  5.3373E+01  1.6213E+01  5.0002E+02  4.2310E+01  4.0397E+01  1.4068E+01  2.3709E+01  1.0080E+00
  Mo   42    0  1.3381E+01  4.0061E+01  7.6626E+00  2.7635E+02  1.8911E+01  1.8611E+01  8.3114E+00  1.4482E+01  1.1538E+00
  Xe   54    0  7.2860E+00  2.1608E+01  3.6340E+00  1.5263E+02  1.4048E+01  8.5144E+00  3.7341E+00  5.9079E+00  9.9194E-01
  Cs   55    0  5.3030E+00  1.5354E+01  3.3863E+00  1.1411E+02  1.1744E+01  7.1663E+00  2.7927E+00  4.2941E+00  9.8293E-01
  Ba   56    0  1.1051E+01  3.9195E+01  4.3001E+00  2.0667E+02  7.5610E+00  8.6334E+00  5.0606E+00  7.1005E+00  1.0358E+00
  La   57    0  6.4241E+00  2.6006E+01  2.8164E+00  1.2147E+02  3.7971E+00  5.5012E+00  3.6112E+00  4.5602E+00  1.0238E+00
  Ce   58    0  3.4090E+00  1.3983E+01  1.8902E+00  5.3323E+01  2.7259E+00  3.4466E+00  2.5001E+00  2.9633E+00  1.0102E+00
  Pr   59    0  2.3992E+00  8.4282E+00  1.7178E+00  6.1381E+01  1.2969E+01  4.2455E+00  2.1557E+00  2.2617E+00  9.9220E-01
  Nd   60    0  2.3096E+00  8.8806E+00  1.7167E+00  2.2453E+01  1.5650E+00  2.7553E+00  2.5014E+00  3.1382E+00  1.0041E+00
  Hg   80    0  1.9277E+00  7.2251E+00  1.5768E+00  1.7975E+01  1.2686E+00  2.1051E+00  1.7537E+00  1.9184E+00  1.0071E+00
  Tl   81    0  1.5642E+00  4.8711E+00  1.2563E+00  1.2697E+01  1.1697E+00  1.9810E+00  1.6696E+00  1.8144E+00  1.0069E+00
  Pb   82    0  1.4647E+00  3.1017E+00  1.4099E+00  6.3474E+00  1.6539E+00  2.1584E+00  1.9027E+00  2.0180E+00  1.0155E+00
  Bi   83    0  9.0759E-01  9.2529E-01  8.8426E-01  1.1585E+00  1.0612E+00  9.8725E-01  8.9623E-01  8.7833E-01  9.9720E-01
  ele   Z    A    013c300     015c300     020c300     025c300     030c300     040c300     060c300     080c300     120c300
  H     1    0  5.3327E-01  5.2124E-01  5.0339E-01  4.8080E-01  4.6939E-01  4.2354E-01  3.5635E-01  3.2429E-01  2.1927E-01
  He    2    0  1.4014E+00  1.3851E+00  1.2237E+00  9.6559E-01  9.7345E-01  7.3638E-01  6.8541E-01  8.8784E-01  1.0758E+00
  Li    3    0  1.8732E-03  2.9929E-04  1.5407E-04  1.6403E-02  7.1323E-02  1.6345E-01  2.5156E-02  2.1713E-04  1.5781E-04
  Be    4    0  2.1723E-05  3.4438E-05  7.1434E-05  1.2148E-04  1.6662E-04  2.2846E-04  6.7744E-05  6.6495E-05  9.4124E-05
  B     5    0  1.2276E-03  1.0236E-03  3.7075E-04  5.0170E-04  6.7245E-04  9.9419E-04  3.2416E-04  2.9356E-04  4.1900E-04
  C     6    0  3.0470E+02  3.2707E+02  4.2821E+02  1.0502E+03  1.4046E+03  1.4813E+03  1.5490E+03  1.4013E+03  1.5549E+03
  N     7    0  9.2056E+02  7.4097E+02  1.4869E+02  8.3363E+01  9.6877E+01  2.3630E+02  2.4179E+02  1.3025E+02  7.6194E+01
  O     8    0  5.8292E+02  6.4464E+02  1.0997E+03  1.3305E+03  1.2929E+03  1.6402E+03  1.9514E+03  1.8177E+03  2.2526E+03
  F     9    0  4.9691E+02  7.7104E+02  2.3176E+03  7.1464E+03  1.0591E+03  2.6625E+03  6.2269E+02  1.8712E+02  3.0673E-01
  Ne   10    0  9.1103E+02  1.0160E+03  1.4202E+03  2.9373E+03  3.1087E+03  3.3193E+03  2.6210E+03  3.3282E+03  2.1294E+03
  Na   11    0  2.2248E+02  3.2736E+02  2.8143E+02  1.0835E+03  9.4441E+02  5.9315E+02  3.1135E+02  1.8900E+02  7.7361E+01
  Mg   12    0  3.8236E+02  4.5905E+02  5.3493E+02  5.3669E+02  6.2453E+02  1.1164E+03  1.1059E+03  1.6077E+03  5.8059E+02
  Al   13    0  9.6022E+01  1.3092E+02  3.4308E+02  1.0157E+03  7.0674E+02  8.4054E+02  7.8884E+02  6.6029E+02  1.1500E+02
  Si   14    0  2.2634E+03  2.3648E+03  1.4322E+03  1.1664E+03  1.0770E+03  1.3133E+03  1.5891E+03  1.4240E+03  3.0958E+02
  P    15    0  1.3070E+03  1.7812E+03  1.7333E+03  1.5462E+03  8.7283E+02  1.5176E+03  1.8698E+03  1.1290E+03  1.8552E+02
  S    16    0  4.9036E+03  4.7151E+03  2.3334E+03  1.4739E+03  1.2710E+03  1.6683E+03  1.8029E+03  1.6403E+03  4.0680E+02
  Cl   17    0  1.6395E+03  1.8243E+03  5.5854E+02  3.0341E+02  1.7371E+02  3.3160E+02  3.0282E+02  1.6952E+02  3.8152E+01
  Ar   18    0  6.7630E+03  5.9461E+03  2.3813E+03  1.4712E+03  1.2841E+03  1.6327E+03  1.7794E+03  1.7014E+03  4.4476E+02
  K    19    0  8.4544E+03  8.2453E+03  8.7716E+02  3.4689E+02  2.0379E+02  3.9617E+02  5.1660E+02  3.8130E+02  6.2027E+01
  Ca   20    0  6.6693E+03  5.4590E+03  2.1230E+03  1.4887E+03  1.3847E+03  1.6044E+03  1.7698E+03  1.8161E+03  5.1213E+02
  Sc   21    0  9.6810E+02  8.0350E+02  1.8763E+02  1.0903E+02  1.1979E+02  1.3018E+02  1.3962E+02  1.3957E+02  8.6217E+01
  Ti   22    0  1.2250E+03  1.0343E+03  4.0061E+02  2.4530E+02  1.9921E+02  1.9289E+02  1.5699E+02  1.2102E+02  6.3471E+01
  V    23    0  1.8327E+03  2.2618E+03  1.0782E+03  4.0705E+02  2.0174E+02  3.9359E+02  3.2040E+02  1.8047E+02  5.3339E+01
  Cr   24    0  1.8391E+03  2.0354E+03  1.8138E+03  1.2011E+03  9.4056E+02  8.0428E+02  5.4816E+02  3.7491E+02  2.2125E+02
  Mn   25    0  1.4604E+03  2.2367E+03  1.2470E+03  5.6606E+02  3.1040E+02  4.9279E+02  3.9232E+02  2.2275E+02  7.0993E+01
  Fe   26    0  6.5017E+02  7.0607E+02  4.1327E+02  2.7600E+02  2.1454E+02  1.8496E+02  1.3999E+02  9.6558E+01  4.9565E+01
  Co   27    0  1.3915E+02  1.4597E+02  8.4355E+00  4.2758E+00  4.1556E+00  3.3626E+00  4.4112E+00  5.1141E+00  5.4836E+00
  Ni   28    0  5.0897E+02  5.7741E+02  1.4321E+02  6.4844E+01  4.3595E+01  6.3360E+01  6.5367E+01  4.3911E+01  1.2989E+01
  Cu   29    0  1.5786E+01  1.3747E+01  1.4429E+01  2.9394E+01  5.3930E+01  2.2499E+01  2.0888E+01  6.3765E+01  1.1508E+02
  Zn   30    0  2.7481E+01  1.6932E+01  1.1041E+01  3.1222E+01  5.6989E+01  2.5541E+01  2.1874E+01  7.1637E+01  1.0550E+02
  Ga   31    0  3.6390E+01  4.2930E+01  6.0823E+01  1.8256E+02  2.9327E+02  1.4508E+02  1.2063E+02  3.9123E+02  5.5876E+02
  Ge   32    0  3.4006E+01  3.8418E+01  5.7762E+01  1.8654E+02  2.9996E+02  1.6736E+02  1.2732E+02  3.8617E+02  4.9326E+02
  As   33    0  3.4688E+01  3.9703E+01  1.0816E+02  3.7699E+02  5.3129E+02  3.2229E+02  2.4565E+02  7.7304E+02  5.8179E+02
  Se   34    0  4.0961E+01  3.8746E+01  8.3929E+01  2.9137E+02  4.0066E+02  2.7312E+02  1.7377E+02  4.0967E+02  4.2744E+02
  Br   35    0  3.4574E+01  3.3980E+01  7.1300E+01  3.2289E+02  4.6490E+02  2.8831E+02  1.7192E+02  4.1704E+02  3.8111E+02
  Kr   36    0  7.1127E+01  6.5888E+01  1.7346E+02  4.3441E+02  7.7390E+02  5.2891E+02  2.9156E+02  6.8891E+02  7.5683E+02
  Rb   37    0  7.3382E+01  4.4966E+01  3.1902E+02  7.4566E+02  1.2935E+03  9.2797E+02  4.6793E+02  8.0835E+02  4.1918E+02
  Sr   38    0  5.5002E+02  5.7641E+02  2.0219E+03  3.7761E+03  2.2604E+03  4.7274E+03  4.7701E+03  4.1420E+03  2.8824E+03
  Y    39    0  6.9103E+02  7.0292E+02  2.6855E+03  4.5873E+03  2.2474E+03  6.5443E+03  6.5187E+03  3.4212E+03  1.9436E+03
  Zr   40    0  2.4578E+03  1.2557E+03  4.9303E+03  4.6702E+03  1.5363E+03  8.2452E+03  1.0092E+04  2.0854E+03  8.5066E+02
  Nb   41    0  7.7021E+02  7.5216E+02  2.8221E+03  3.5880E+03  1.0002E+03  6.0301E+03  7.0665E+03  1.1066E+03  4.9997E+02
  Mo   42    0  1.1303E+03  1.3113E+03  5.9262E+03  3.2472E+03  5.9853E+02  7.1135E+03  1.3456E+04  8.5493E+02  2.5407E+02
  Xe   54    0  6.8578E+02  5.9209E+02  3.0412E+03  1.7531E+03  3.7793E+02  4.0703E+03  6.0184E+03  4.0043E+02  1.0543E+02
  Cs   55    0  5.3688E+02  5.1933E+02  2.3711E+03  1.5216E+03  2.8444E+02  3.3664E+03  5.6318E+03  2.8893E+02  6.8774E+01
  Ba   56    0  4.8758E+03  5.3413E+03  7.4230E+03  3.6579E+03  4.7443E+02  9.2759E+03  1.9217E+04  4.2761E+02  1.1731E+02
  La   57    0  6.9527E+03  8.0929E+03  7.3565E+03  3.0385E+03  3.0553E+02  8.3271E+03  1.9858E+04  1.9573E+02  4.7964E+01
  Ce   58    0  7.2227E+03  8.3343E+03  5.9051E+03  1.5026E+03  1.8345E+02  5.2705E+03  1.4726E+04  7.7416E+01  2.0072E+01
  Pr   59    0  1.5033E+04  5.9137E+03  2.4444E+04  7.9629E+02  4.5291E+02  7.4450E+03  1.3174E+04  4.7412E+01  1.0943E+01
  Nd   60    0  6.5012E+03  9.9277E+03  4.2127E+03  9.0450E+02  8.1357E+01  3.4773E+03  1.3445E+04  4.3345E+01  1.1778E+01
  Hg   80    0  6.6907E+03  9.0553E+03  3.4244E+03  7.2435E+02  6.1799E+01  2.8123E+03  1.0691E+04  2.3824E+01  8.2586E+00
  Tl   81    0  6.9545E+03  9.5220E+03  2.4163E+03  5.7772E+02  5.1459E+01  2.2181E+03  8.6908E+03  1.6067E+01  6.7725E+00
  Pb   82    0  1.8335E+04  3.1225E+04  2.2342E+03  2.3510E+02  2.8152E+01  1.1107E+03  5.1393E+03  7.7188E+00  5.2669E+00
  Bi   83    0  6.1418E+03  1.1622E+04  3.4558E+02  6.0202E+00  2.4441E+00  5.1573E+01  2.4128E+02  1.2977E+00  1.3677E+00
  ele   Z    A    013d000     015d000     020d000     025d000     030d000     040d000     060d000     080d000     120d000
  H     1    0  7.1940E-01  6.9582E-01  6.3516E-01  5.9865E-01  5.6377E-01  5.1859E-01  4.6872E-01  4.2986E-01  3.5875E-01
  He    2    0  1.6278E+00  1.4613E+00  1.5265E+00  1.4697E+00  1.4579E+00  1.4476E+00  1.3424E+00  1.4165E+00  1.3362E+00
  Li    3    0  1.7675E-03  3.4823E-03  1.1037E-02  1.1062E-02  1.2271E-03  1.2863E-02  1.7708E-03  1.5289E-03  2.9611E-03
  Be    4    0  1.7692E-03  3.4723E-03  1.0988E-02  1.0957E-02  7.2461E-04  8.6597E-04  1.0340E-03  1.3374E-03  2.8963E-03
  B     5    0  7.6372E-02  7.2590E-02  6.4581E-02  5.9515E-02  5.7665E-02  5.2060E-02  4.6055E-02  4.2810E-02  3.7935E-02
  C     6    0  3.2724E+03  4.6582E+03  5.1408E+03  5.6500E+03  6.7503E+03  7.4691E+03  8.8861E+03  8.7063E+03  8.6650E+03
  N     7    0  1.2829E+01  1.1404E+01  1.0722E+01  1.0543E+01  1.2884E+01  1.3490E+01  1.3888E+01  1.3547E+01  1.3440E+01
  O     8    0  1.2455E+03  2.9997E+03  3.8080E+03  5.5900E+03  6.6251E+03  8.5905E+03  1.1677E+04  1.2492E+04  1.6396E+04
  F     9    0  5.1492E-01  5.0568E-01  1.7413E+00  2.5089E+00  2.9766E+00  3.5597E+00  4.0349E+01  2.3513E+01  8.9168E+00
  Ne   10    0  8.8763E+02  1.5321E+03  2.1394E+04  2.4413E+04  2.6375E+04  1.7329E+04  9.7217E+03  7.6877E+03  1.5349E+04
  Na   11    0  1.1985E+02  1.8614E+02  4.9599E+03  4.7698E+03  5.3791E+03  3.2041E+03  7.3502E+02  5.6695E+02  7.5757E+02
  Mg   12    0  9.0668E+02  1.1094E+03  4.2352E+03  4.1385E+03  4.2125E+03  3.2768E+03  3.3913E+03  3.1665E+03  3.2977E+03
  Al   13    0  8.3038E+02  6.4389E+02  2.8718E+03  2.3267E+03  2.2671E+03  1.8253E+03  2.4177E+03  1.2915E+03  7.9243E+02
  Si   14    0  4.6797E+03  8.0188E+03  4.6536E+03  4.6800E+03  5.0169E+03  7.1947E+03  8.5078E+03  8.2771E+03  2.6642E+03
  P    15    0  2.5734E+03  1.5627E+03  2.0795E+03  1.9685E+03  1.9452E+03  2.1107E+03  3.3979E+03  2.6196E+03  9.9097E+02
  S    16    0  5.4162E+03  1.4438E+04  5.1226E+03  4.9970E+03  5.5665E+03  8.6999E+03  1.0072E+04  9.4962E+03  3.4732E+03
  Cl   17    0  4.7394E+02  1.6070E+03  3.3764E+02  3.1947E+02  3.5161E+02  4.8995E+02  6.6694E+02  6.1763E+02  1.8410E+02
  Ar   18    0  5.3388E+03  1.7283E+04  5.0842E+03  5.1929E+03  5.7758E+03  8.6468E+03  1.0420E+04  1.0084E+04  3.8653E+03
  K    19    0  7.7305E+02  5.7946E+03  6.0893E+02  3.8012E+02  4.1507E+02  7.1052E+02  1.1614E+03  1.4086E+03  3.3200E+02
  Ca   20    0  5.3928E+03  1.7913E+04  5.0546E+03  5.9112E+03  6.5621E+03  9.1515E+03  1.1654E+04  1.1626E+04  4.5144E+03
  Sc   21    0  1.8780E+02  2.0273E+03  1.5160E+02  1.7581E+02  1.8708E+02  2.6116E+02  4.4422E+02  4.6898E+02  1.7524E+02
  Ti   22    0  1.6491E+03  2.7771E+03  1.4440E+03  1.1121E+03  1.3789E+03  1.4714E+03  1.1279E+03  9.1900E+02  5.3447E+02
  V    23    0  2.3519E+03  3.1669E+03  2.9018E+03  6.3116E+02  1.1481E+03  9.8393E+02  9.7640E+02  7.1007E+02  2.4556E+02
  Cr   24    0  8.7594E+03  1.4970E+04  8.9537E+03  6.2206E+03  7.9893E+03  7.2556E+03  4.7155E+03  3.3439E+03  2.2163E+03
  Mn   25    0  3.4672E+03  4.4767E+03  4.0060E+03  1.1572E+03  1.9408E+03  1.5477E+03  1.5103E+03  1.1519E+03  4.2050E+02
  Fe   26    0  4.9334E+03  4.2616E+03  3.1511E+03  2.4049E+03  1.9974E+03  1.5047E+03  1.0389E+03  7.8694E+02  4.7164E+02
  Co   27    0  1.1450E+03  1.8179E+02  2.6389E+02  1.2352E+02  4.9050E+00  6.2757E+00  1.4430E+01  1.5274E+01  8.3544E+00
  Ni   28    0  2.1948E+03  5.0686E+02  7.7585E+02  4.0555E+02  1.9315E+02  1.8672E+02  2.0348E+02  1.7863E+02  8.4882E+01
  Cu   29    0  6.4743E+01  3.4131E+00  1.2490E+01  1.3776E+02  1.6013E+00  2.1457E+00  6.6300E+00  9.2183E+00  5.5393E+00
  Zn   30    0  3.9135E+02  4.7460E+00  7.1305E+01  1.2164E+02  1.1903E+00  1.4965E+00  1.9167E+00  4.5997E+00  1.9990E+00
  Ga   31    0  1.0714E+00  1.0804E+00  1.1360E+00  1.1898E+00  1.2357E+00  1.3568E+00  2.1453E+00  3.5188E+00  2.0235E+00
  Ge   32    0  1.0206E+00  1.0054E+00  1.0273E+00  1.0508E+00  1.0700E+00  1.1593E+00  1.7796E+00  2.5787E+00  1.4471E+00
  As   33    0  1.0212E+00  1.0386E+00  1.0246E+00  1.0567E+00  1.0655E+00  1.1317E+00  1.6390E+00  2.0916E+00  1.2531E+00
  Se   34    0  9.9448E-01  9.7542E-01  9.9322E-01  9.9825E-01  1.0005E+00  1.0154E+00  1.4583E+00  1.5229E+00  1.0640E+00
  Br   35    0  9.7754E-01  9.7361E-01  9.8254E-01  9.9011E-01  9.8921E-01  9.8476E-01  1.3546E+00  1.2694E+00  9.6155E-01
