#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa
3.2431e+00   2.1525e+10   5.7162e+09   1.5810e+10   5.7162e+00   5.2241e+00   1.1590e+00   2.6556e-01   7.3444e-01   1.4720e+09   1.8561e+08  
3.2441e+00   2.1530e+10   5.7157e+09   1.5816e+10   5.7157e+00   5.2234e+00   1.1592e+00   2.6548e-01   7.3452e-01   1.4719e+09   1.8561e+08  
3.2451e+00   2.1535e+10   5.7152e+09   1.5821e+10   5.7152e+00   5.2226e+00   1.1593e+00   2.6539e-01   7.3461e-01   1.4718e+09   1.8561e+08  
3.2461e+00   2.1540e+10   5.7147e+09   1.5827e+10   5.7147e+00   5.2219e+00   1.1594e+00   2.6530e-01   7.3470e-01   1.4716e+09   1.8561e+08  
3.2471e+00   2.1546e+10   5.7142e+09   1.5833e+10   5.7142e+00   5.2211e+00   1.1595e+00   2.6521e-01   7.3479e-01   1.4715e+09   1.8561e+08  
3.2481e+00   2.1551e+10   5.7137e+09   1.5839e+10   5.7137e+00   5.2204e+00   1.1596e+00   2.6513e-01   7.3487e-01   1.4714e+09   1.8561e+08  
3.2491e+00   2.1556e+10   5.7132e+09   1.5844e+10   5.7132e+00   5.2197e+00   1.1597e+00   2.6504e-01   7.3496e-01   1.4713e+09   1.8561e+08  
3.2501e+00   2.1561e+10   5.7127e+09   1.5850e+10   5.7127e+00   5.2189e+00   1.1599e+00   2.6495e-01   7.3505e-01   1.4711e+09   1.8561e+08  
3.2511e+00   2.1566e+10   5.7122e+09   1.5856e+10   5.7122e+00   5.2182e+00   1.1600e+00   2.6487e-01   7.3513e-01   1.4710e+09   1.8561e+08  
3.2521e+00   2.1572e+10   5.7117e+09   1.5861e+10   5.7117e+00   5.2174e+00   1.1601e+00   2.6478e-01   7.3522e-01   1.4709e+09   1.8561e+08  
3.2531e+00   2.1577e+10   5.7112e+09   1.5867e+10   5.7112e+00   5.2167e+00   1.1602e+00   2.6469e-01   7.3531e-01   1.4708e+09   1.8561e+08  
3.2541e+00   2.1582e+10   5.7107e+09   1.5873e+10   5.7107e+00   5.2159e+00   1.1603e+00   2.6461e-01   7.3539e-01   1.4706e+09   1.8561e+08  
3.2551e+00   2.1587e+10   5.7102e+09   1.5879e+10   5.7102e+00   5.2152e+00   1.1605e+00   2.6452e-01   7.3548e-01   1.4705e+09   1.8561e+08  
3.2561e+00   2.1593e+10   5.7098e+09   1.5884e+10   5.7098e+00   5.2144e+00   1.1606e+00   2.6443e-01   7.3557e-01   1.4704e+09   1.8561e+08  
3.2571e+00   2.1598e+10   5.7093e+09   1.5890e+10   5.7093e+00   5.2137e+00   1.1607e+00   2.6434e-01   7.3566e-01   1.4702e+09   1.8561e+08  
3.2581e+00   2.1603e+10   5.7088e+09   1.5896e+10   5.7088e+00   5.2129e+00   1.1608e+00   2.6426e-01   7.3574e-01   1.4701e+09   1.8561e+08  
3.2591e+00   2.1608e+10   5.7083e+09   1.5901e+10   5.7083e+00   5.2122e+00   1.1609e+00   2.6417e-01   7.3583e-01   1.4700e+09   1.8561e+08  
3.2601e+00   2.1613e+10   5.7078e+09   1.5907e+10   5.7078e+00   5.2115e+00   1.1611e+00   2.6408e-01   7.3592e-01   1.4699e+09   1.8561e+08  
3.2611e+00   2.1619e+10   5.7073e+09   1.5913e+10   5.7073e+00   5.2107e+00   1.1612e+00   2.6400e-01   7.3600e-01   1.4697e+09   1.8560e+08  
3.2621e+00   2.1624e+10   5.7068e+09   1.5919e+10   5.7068e+00   5.2100e+00   1.1613e+00   2.6391e-01   7.3609e-01   1.4696e+09   1.8560e+08  
3.2631e+00   2.1629e+10   5.7063e+09   1.5924e+10   5.7063e+00   5.2092e+00   1.1614e+00   2.6383e-01   7.3617e-01   1.4695e+09   1.8560e+08  
3.2641e+00   2.1634e+10   5.7058e+09   1.5930e+10   5.7058e+00   5.2085e+00   1.1615e+00   2.6374e-01   7.3626e-01   1.4694e+09   1.8560e+08  
3.2651e+00   2.1639e+10   5.7053e+09   1.5936e+10   5.7053e+00   5.2077e+00   1.1617e+00   2.6365e-01   7.3635e-01   1.4692e+09   1.8560e+08  
3.2661e+00   2.1645e+10   5.7048e+09   1.5941e+10   5.7048e+00   5.2070e+00   1.1618e+00   2.6357e-01   7.3643e-01   1.4691e+09   1.8560e+08  
3.2671e+00   2.1650e+10   5.7043e+09   1.5947e+10   5.7043e+00   5.2062e+00   1.1619e+00   2.6348e-01   7.3652e-01   1.4690e+09   1.8560e+08  
3.2681e+00   2.1655e+10   5.7038e+09   1.5953e+10   5.7038e+00   5.2055e+00   1.1620e+00   2.6339e-01   7.3661e-01   1.4689e+09   1.8560e+08  
3.2691e+00   2.1660e+10   5.7033e+09   1.5959e+10   5.7033e+00   5.2048e+00   1.1622e+00   2.6331e-01   7.3669e-01   1.4687e+09   1.8560e+08  
3.2701e+00   2.1665e+10   5.7028e+09   1.5964e+10   5.7028e+00   5.2040e+00   1.1623e+00   2.6322e-01   7.3678e-01   1.4686e+09   1.8560e+08  
3.2711e+00   2.1671e+10   5.7023e+09   1.5970e+10   5.7023e+00   5.2033e+00   1.1624e+00   2.6313e-01   7.3687e-01   1.4685e+09   1.8560e+08  
3.2721e+00   2.1676e+10   5.7018e+09   1.5976e+10   5.7018e+00   5.2025e+00   1.1625e+00   2.6305e-01   7.3695e-01   1.4683e+09   1.8560e+08  
3.2731e+00   2.1681e+10   5.7013e+09   1.5981e+10   5.7013e+00   5.2018e+00   1.1626e+00   2.6296e-01   7.3704e-01   1.4682e+09   1.8560e+08  
3.2741e+00   2.1686e+10   5.7008e+09   1.5987e+10   5.7008e+00   5.2010e+00   1.1628e+00   2.6288e-01   7.3712e-01   1.4681e+09   1.8559e+08  
3.2751e+00   2.1691e+10   5.7003e+09   1.5993e+10   5.7003e+00   5.2003e+00   1.1629e+00   2.6279e-01   7.3721e-01   1.4680e+09   1.8559e+08  
3.2761e+00   2.1697e+10   5.6998e+09   1.5998e+10   5.6998e+00   5.1996e+00   1.1630e+00   2.6270e-01   7.3730e-01   1.4678e+09   1.8559e+08  
3.2771e+00   2.1702e+10   5.6993e+09   1.6004e+10   5.6993e+00   5.1988e+00   1.1631e+00   2.6262e-01   7.3738e-01   1.4677e+09   1.8559e+08  
3.2781e+00   2.1707e+10   5.6988e+09   1.6010e+10   5.6988e+00   5.1981e+00   1.1633e+00   2.6253e-01   7.3747e-01   1.4676e+09   1.8559e+08  
3.2791e+00   2.1712e+10   5.6983e+09   1.6016e+10   5.6983e+00   5.1973e+00   1.1634e+00   2.6245e-01   7.3755e-01   1.4674e+09   1.8559e+08  
3.2801e+00   2.1717e+10   5.6978e+09   1.6021e+10   5.6978e+00   5.1966e+00   1.1635e+00   2.6236e-01   7.3764e-01   1.4673e+09   1.8559e+08  
3.2811e+00   2.1723e+10   5.6973e+09   1.6027e+10   5.6973e+00   5.1958e+00   1.1636e+00   2.6227e-01   7.3773e-01   1.4672e+09   1.8559e+08  
