#  (0) time_chosen [Gyr]    (1) Mtot [Msun]    (2) Mgas_v [Msun]    (3) Mstar_v [Msun]    (4) SFR_v [Msun/yr]    (5)Infall_v [Msun/yr]    (6) Z_v    (7) G_v    (8) S_v     (9) Rate_SNII     (10) Rate_SNIa     (11) Rate_LIMs
3.1431e+00   2.0999e+10   5.7693e+09   1.5244e+10   5.7693e+00   5.2993e+00   1.1470e+00   1.0000e-32   1.0000e-32   1.4856e+09   1.8579e+08   2.6524e+09  
3.1531e+00   2.1051e+10   5.7646e+09   1.5302e+10   5.7646e+00   5.2917e+00   1.1481e+00   1.0000e-32   1.0000e-32   1.4844e+09   1.8581e+08   2.6537e+09  
3.1631e+00   2.1104e+10   5.7599e+09   1.5360e+10   5.7599e+00   5.2842e+00   1.1493e+00   1.0000e-32   1.0000e-32   1.4832e+09   1.8583e+08   2.6549e+09  
3.1731e+00   2.1157e+10   5.7551e+09   1.5417e+10   5.7551e+00   5.2766e+00   1.1505e+00   1.0000e-32   1.0000e-32   1.4820e+09   1.8585e+08   2.6561e+09  
3.1831e+00   2.1210e+10   5.7503e+09   1.5475e+10   5.7503e+00   5.2691e+00   1.1516e+00   1.0000e-32   1.0000e-32   1.4808e+09   1.8586e+08   2.6572e+09  
3.1931e+00   2.1263e+10   5.7455e+09   1.5532e+10   5.7455e+00   5.2616e+00   1.1528e+00   1.0000e-32   1.0000e-32   1.4795e+09   1.8588e+08   2.6583e+09  
3.2031e+00   2.1315e+10   5.7407e+09   1.5590e+10   5.7407e+00   5.2541e+00   1.1540e+00   1.0000e-32   1.0000e-32   1.4783e+09   1.8588e+08   2.6593e+09  
3.2131e+00   2.1368e+10   5.7358e+09   1.5647e+10   5.7358e+00   5.2466e+00   1.1552e+00   1.0000e-32   1.0000e-32   1.4771e+09   1.8589e+08   2.6603e+09  
3.2231e+00   2.1420e+10   5.7309e+09   1.5704e+10   5.7309e+00   5.2391e+00   1.1563e+00   1.0000e-32   1.0000e-32   1.4758e+09   1.8589e+08   2.6612e+09  
3.2331e+00   2.1472e+10   5.7260e+09   1.5762e+10   5.7260e+00   5.2316e+00   1.1575e+00   1.0000e-32   1.0000e-32   1.4746e+09   1.8590e+08   2.6621e+09  
3.2431e+00   2.1525e+10   5.7211e+09   1.5819e+10   5.7211e+00   5.2241e+00   1.1587e+00   1.0000e-32   1.0000e-32   1.4733e+09   1.8589e+08   2.6629e+09  
3.2531e+00   2.1577e+10   5.7161e+09   1.5876e+10   5.7161e+00   5.2167e+00   1.1599e+00   1.0000e-32   1.0000e-32   1.4720e+09   1.8589e+08   2.6637e+09  
3.2631e+00   2.1629e+10   5.7111e+09   1.5933e+10   5.7111e+00   5.2092e+00   1.1611e+00   1.0000e-32   1.0000e-32   1.4707e+09   1.8588e+08   2.6679e+09  
3.2731e+00   2.1681e+10   5.7061e+09   1.5990e+10   5.7061e+00   5.2018e+00   1.1623e+00   1.0000e-32   1.0000e-32   1.4695e+09   1.8587e+08   2.6689e+09  
3.2831e+00   2.1733e+10   5.7010e+09   1.6048e+10   5.7010e+00   5.1944e+00   1.1635e+00   1.0000e-32   1.0000e-32   1.4682e+09   1.8586e+08   2.6698e+09  
3.2931e+00   2.1785e+10   5.6960e+09   1.6105e+10   5.6960e+00   5.1869e+00   1.1648e+00   1.0000e-32   1.0000e-32   1.4669e+09   1.8585e+08   2.6708e+09  
3.3031e+00   2.1837e+10   5.6909e+09   1.6162e+10   5.6909e+00   5.1795e+00   1.1660e+00   1.0000e-32   1.0000e-32   1.4656e+09   1.8583e+08   2.6716e+09  
3.3131e+00   2.1889e+10   5.6858e+09   1.6218e+10   5.6858e+00   5.1721e+00   1.1672e+00   1.0000e-32   1.0000e-32   1.4643e+09   1.8581e+08   2.6725e+09  
3.3231e+00   2.1940e+10   5.6806e+09   1.6275e+10   5.6806e+00   5.1648e+00   1.1685e+00   1.0000e-32   1.0000e-32   1.4629e+09   1.8579e+08   2.6732e+09  
3.3331e+00   2.1992e+10   5.6755e+09   1.6332e+10   5.6755e+00   5.1574e+00   1.1697e+00   1.0000e-32   1.0000e-32   1.4616e+09   1.8576e+08   2.6740e+09  
3.3431e+00   2.2043e+10   5.6703e+09   1.6389e+10   5.6703e+00   5.1500e+00   1.1710e+00   1.0000e-32   1.0000e-32   1.4603e+09   1.8574e+08   2.6746e+09  
3.3531e+00   2.2095e+10   5.6651e+09   1.6446e+10   5.6651e+00   5.1427e+00   1.1723e+00   1.0000e-32   1.0000e-32   1.4590e+09   1.8571e+08   2.6753e+09  
3.3631e+00   2.2146e+10   5.6599e+09   1.6502e+10   5.6599e+00   5.1353e+00   1.1735e+00   1.0000e-32   1.0000e-32   1.4576e+09   1.8568e+08   2.6759e+09  
3.3731e+00   2.2198e+10   5.6546e+09   1.6559e+10   5.6546e+00   5.1280e+00   1.1748e+00   1.0000e-32   1.0000e-32   1.4563e+09   1.8564e+08   2.6764e+09  
3.3831e+00   2.2249e+10   5.6494e+09   1.6615e+10   5.6494e+00   5.1207e+00   1.1761e+00   1.0000e-32   1.0000e-32   1.4549e+09   1.8561e+08   2.6769e+09  
3.3931e+00   2.2300e+10   5.6441e+09   1.6672e+10   5.6441e+00   5.1134e+00   1.1773e+00   1.0000e-32   1.0000e-32   1.4536e+09   1.8557e+08   2.6774e+09  
3.4031e+00   2.2351e+10   5.6388e+09   1.6728e+10   5.6388e+00   5.1061e+00   1.1786e+00   1.0000e-32   1.0000e-32   1.4522e+09   1.8553e+08   2.6778e+09  
3.4131e+00   2.2402e+10   5.6334e+09   1.6785e+10   5.6334e+00   5.0988e+00   1.1799e+00   1.0000e-32   1.0000e-32   1.4508e+09   1.8549e+08   2.6781e+09  
3.4231e+00   2.2453e+10   5.6281e+09   1.6841e+10   5.6281e+00   5.0915e+00   1.1812e+00   1.0000e-32   1.0000e-32   1.4495e+09   1.8544e+08   2.6785e+09  
3.4331e+00   2.2504e+10   5.6227e+09   1.6897e+10   5.6227e+00   5.0842e+00   1.1825e+00   1.0000e-32   1.0000e-32   1.4481e+09   1.8540e+08   2.6787e+09  
3.4431e+00   2.2555e+10   5.6173e+09   1.6953e+10   5.6173e+00   5.0770e+00   1.1838e+00   1.0000e-32   1.0000e-32   1.4467e+09   1.8535e+08   2.6822e+09  
3.4531e+00   2.2605e+10   5.6119e+09   1.7010e+10   5.6119e+00   5.0697e+00   1.1851e+00   1.0000e-32   1.0000e-32   1.4453e+09   1.8530e+08   2.6827e+09  
3.4631e+00   2.2656e+10   5.6065e+09   1.7066e+10   5.6065e+00   5.0625e+00   1.1865e+00   1.0000e-32   1.0000e-32   1.4439e+09   1.8524e+08   2.6832e+09  
3.4731e+00   2.2707e+10   5.6011e+09   1.7122e+10   5.6011e+00   5.0553e+00   1.1878e+00   1.0000e-32   1.0000e-32   1.4426e+09   1.8519e+08   2.6836e+09  
3.4831e+00   2.2757e+10   5.5956e+09   1.7178e+10   5.5956e+00   5.0481e+00   1.1891e+00   1.0000e-32   1.0000e-32   1.4412e+09   1.8513e+08   2.6840e+09  
3.4931e+00   2.2808e+10   5.5901e+09   1.7234e+10   5.5901e+00   5.0408e+00   1.1905e+00   1.0000e-32   1.0000e-32   1.4397e+09   1.8507e+08   2.6844e+09  
3.5031e+00   2.2858e+10   5.5847e+09   1.7290e+10   5.5847e+00   5.0336e+00   1.1918e+00   1.0000e-32   1.0000e-32   1.4383e+09   1.8501e+08   2.6847e+09  
3.5131e+00   2.2908e+10   5.5791e+09   1.7346e+10   5.5791e+00   5.0265e+00   1.1932e+00   1.0000e-32   1.0000e-32   1.4369e+09   1.8495e+08   2.6850e+09  
3.5231e+00   2.2959e+10   5.5736e+09   1.7401e+10   5.5736e+00   5.0193e+00   1.1945e+00   1.0000e-32   1.0000e-32   1.4355e+09   1.8488e+08   2.6852e+09  
3.5331e+00   2.3009e+10   5.5681e+09   1.7457e+10   5.5681e+00   5.0121e+00   1.1959e+00   1.0000e-32   1.0000e-32   1.4341e+09   1.8482e+08   2.6854e+09  
3.5431e+00   2.3059e+10   5.5625e+09   1.7513e+10   5.5625e+00   5.0050e+00   1.1973e+00   1.0000e-32   1.0000e-32   1.4327e+09   1.8475e+08   2.6856e+09  
3.5531e+00   2.3109e+10   5.5569e+09   1.7568e+10   5.5569e+00   4.9978e+00   1.1987e+00   1.0000e-32   1.0000e-32   1.4312e+09   1.8468e+08   2.6857e+09  
3.5631e+00   2.3159e+10   5.5513e+09   1.7624e+10   5.5513e+00   4.9907e+00   1.2000e+00   1.0000e-32   1.0000e-32   1.4298e+09   1.8460e+08   2.6858e+09  
3.5731e+00   2.3209e+10   5.5457e+09   1.7679e+10   5.5457e+00   4.9836e+00   1.2014e+00   1.0000e-32   1.0000e-32   1.4284e+09   1.8453e+08   2.6858e+09  
3.5831e+00   2.3258e+10   5.5401e+09   1.7735e+10   5.5401e+00   4.9764e+00   1.2028e+00   1.0000e-32   1.0000e-32   1.4269e+09   1.8445e+08   2.6858e+09  
3.5931e+00   2.3308e+10   5.5345e+09   1.7790e+10   5.5345e+00   4.9693e+00   1.2042e+00   1.0000e-32   1.0000e-32   1.4255e+09   1.8438e+08   2.6858e+09  
3.6031e+00   2.3358e+10   5.5288e+09   1.7846e+10   5.5288e+00   4.9622e+00   1.2056e+00   1.0000e-32   1.0000e-32   1.4240e+09   1.8430e+08   2.6857e+09  
3.6131e+00   2.3407e+10   5.5232e+09   1.7901e+10   5.5232e+00   4.9552e+00   1.2070e+00   1.0000e-32   1.0000e-32   1.4226e+09   1.8422e+08   2.6856e+09  
3.6231e+00   2.3457e+10   5.5175e+09   1.7956e+10   5.5175e+00   4.9481e+00   1.2084e+00   1.0000e-32   1.0000e-32   1.4211e+09   1.8413e+08   2.6886e+09  
3.6331e+00   2.3506e+10   5.5118e+09   1.8011e+10   5.5118e+00   4.9410e+00   1.2099e+00   1.0000e-32   1.0000e-32   1.4196e+09   1.8405e+08   2.6887e+09  
3.6431e+00   2.3556e+10   5.5061e+09   1.8066e+10   5.5061e+00   4.9340e+00   1.2113e+00   1.0000e-32   1.0000e-32   1.4182e+09   1.8396e+08   2.6888e+09  
3.6531e+00   2.3605e+10   5.5004e+09   1.8122e+10   5.5004e+00   4.9269e+00   1.2127e+00   1.0000e-32   1.0000e-32   1.4167e+09   1.8387e+08   2.6889e+09  
3.6631e+00   2.3654e+10   5.4946e+09   1.8177e+10   5.4946e+00   4.9199e+00   1.2142e+00   1.0000e-32   1.0000e-32   1.4152e+09   1.8378e+08   2.6889e+09  
3.6731e+00   2.3703e+10   5.4889e+09   1.8232e+10   5.4889e+00   4.9129e+00   1.2156e+00   1.0000e-32   1.0000e-32   1.4138e+09   1.8369e+08   2.6889e+09  
3.6831e+00   2.3753e+10   5.4831e+09   1.8286e+10   5.4831e+00   4.9059e+00   1.2171e+00   1.0000e-32   1.0000e-32   1.4123e+09   1.8360e+08   2.6889e+09  
3.6931e+00   2.3802e+10   5.4773e+09   1.8341e+10   5.4773e+00   4.8989e+00   1.2185e+00   1.0000e-32   1.0000e-32   1.4108e+09   1.8351e+08   2.6888e+09  
3.7031e+00   2.3851e+10   5.4716e+09   1.8396e+10   5.4716e+00   4.8919e+00   1.2200e+00   1.0000e-32   1.0000e-32   1.4093e+09   1.8341e+08   2.6886e+09  
3.7131e+00   2.3899e+10   5.4658e+09   1.8451e+10   5.4658e+00   4.8849e+00   1.2215e+00   1.0000e-32   1.0000e-32   1.4078e+09   1.8331e+08   2.6885e+09  
3.7231e+00   2.3948e+10   5.4600e+09   1.8505e+10   5.4600e+00   4.8779e+00   1.2229e+00   1.0000e-32   1.0000e-32   1.4063e+09   1.8321e+08   2.6883e+09  
3.7331e+00   2.3997e+10   5.4541e+09   1.8560e+10   5.4541e+00   4.8709e+00   1.2244e+00   1.0000e-32   1.0000e-32   1.4049e+09   1.8311e+08   2.6881e+09  
3.7431e+00   2.4046e+10   5.4483e+09   1.8615e+10   5.4483e+00   4.8640e+00   1.2259e+00   1.0000e-32   1.0000e-32   1.4034e+09   1.8301e+08   2.6878e+09  
3.7531e+00   2.4094e+10   5.4425e+09   1.8669e+10   5.4425e+00   4.8570e+00   1.2274e+00   1.0000e-32   1.0000e-32   1.4019e+09   1.8291e+08   2.6875e+09  
3.7631e+00   2.4143e+10   5.4366e+09   1.8723e+10   5.4366e+00   4.8501e+00   1.2289e+00   1.0000e-32   1.0000e-32   1.4004e+09   1.8280e+08   2.6871e+09  
3.7731e+00   2.4191e+10   5.4307e+09   1.8778e+10   5.4307e+00   4.8432e+00   1.2304e+00   1.0000e-32   1.0000e-32   1.3988e+09   1.8270e+08   2.6868e+09  
3.7831e+00   2.4240e+10   5.4249e+09   1.8832e+10   5.4249e+00   4.8363e+00   1.2319e+00   1.0000e-32   1.0000e-32   1.3973e+09   1.8259e+08   2.6863e+09  
3.7931e+00   2.4288e+10   5.4190e+09   1.8886e+10   5.4190e+00   4.8294e+00   1.2334e+00   1.0000e-32   1.0000e-32   1.3958e+09   1.8248e+08   2.6859e+09  
3.8031e+00   2.4336e+10   5.4131e+09   1.8941e+10   5.4131e+00   4.8225e+00   1.2349e+00   1.0000e-32   1.0000e-32   1.3943e+09   1.8237e+08   2.6885e+09  
3.8131e+00   2.4384e+10   5.4072e+09   1.8995e+10   5.4072e+00   4.8156e+00   1.2364e+00   1.0000e-32   1.0000e-32   1.3928e+09   1.8226e+08   2.6884e+09  
3.8231e+00   2.4433e+10   5.4013e+09   1.9049e+10   5.4013e+00   4.8087e+00   1.2379e+00   1.0000e-32   1.0000e-32   1.3913e+09   1.8215e+08   2.6882e+09  
3.8331e+00   2.4481e+10   5.3953e+09   1.9103e+10   5.3953e+00   4.8019e+00   1.2395e+00   1.0000e-32   1.0000e-32   1.3898e+09   1.8203e+08   2.6879e+09  
3.8431e+00   2.4529e+10   5.3894e+09   1.9157e+10   5.3894e+00   4.7950e+00   1.2410e+00   1.0000e-32   1.0000e-32   1.3882e+09   1.8192e+08   2.6876e+09  
3.8531e+00   2.4577e+10   5.3835e+09   1.9211e+10   5.3835e+00   4.7882e+00   1.2426e+00   1.0000e-32   1.0000e-32   1.3867e+09   1.8180e+08   2.6873e+09  
3.8631e+00   2.4624e+10   5.3775e+09   1.9264e+10   5.3775e+00   4.7813e+00   1.2441e+00   1.0000e-32   1.0000e-32   1.3852e+09   1.8168e+08   2.6870e+09  
3.8731e+00   2.4672e+10   5.3715e+09   1.9318e+10   5.3715e+00   4.7745e+00   1.2457e+00   1.0000e-32   1.0000e-32   1.3836e+09   1.8156e+08   2.6866e+09  
3.8831e+00   2.4720e+10   5.3656e+09   1.9372e+10   5.3656e+00   4.7677e+00   1.2472e+00   1.0000e-32   1.0000e-32   1.3821e+09   1.8144e+08   2.6862e+09  
3.8931e+00   2.4767e+10   5.3596e+09   1.9426e+10   5.3596e+00   4.7609e+00   1.2488e+00   1.0000e-32   1.0000e-32   1.3806e+09   1.8132e+08   2.6857e+09  
3.9031e+00   2.4815e+10   5.3536e+09   1.9479e+10   5.3536e+00   4.7541e+00   1.2504e+00   1.0000e-32   1.0000e-32   1.3790e+09   1.8120e+08   2.6852e+09  
3.9131e+00   2.4863e+10   5.3476e+09   1.9533e+10   5.3476e+00   4.7473e+00   1.2519e+00   1.0000e-32   1.0000e-32   1.3775e+09   1.8107e+08   2.6847e+09  
3.9231e+00   2.4910e+10   5.3416e+09   1.9586e+10   5.3416e+00   4.7405e+00   1.2535e+00   1.0000e-32   1.0000e-32   1.3759e+09   1.8095e+08   2.6842e+09  
3.9331e+00   2.4957e+10   5.3356e+09   1.9640e+10   5.3356e+00   4.7337e+00   1.2551e+00   1.0000e-32   1.0000e-32   1.3744e+09   1.8082e+08   2.6836e+09  
3.9431e+00   2.5005e+10   5.3296e+09   1.9693e+10   5.3296e+00   4.7270e+00   1.2567e+00   1.0000e-32   1.0000e-32   1.3729e+09   1.8069e+08   2.6830e+09  
3.9531e+00   2.5052e+10   5.3236e+09   1.9746e+10   5.3236e+00   4.7202e+00   1.2583e+00   1.0000e-32   1.0000e-32   1.3713e+09   1.8057e+08   2.6823e+09  
3.9631e+00   2.5099e+10   5.3175e+09   1.9799e+10   5.3175e+00   4.7135e+00   1.2599e+00   1.0000e-32   1.0000e-32   1.3698e+09   1.8044e+08   2.6816e+09  
3.9731e+00   2.5146e+10   5.3115e+09   1.9853e+10   5.3115e+00   4.7068e+00   1.2615e+00   1.0000e-32   1.0000e-32   1.3682e+09   1.8031e+08   2.6809e+09  
3.9831e+00   2.5193e+10   5.3054e+09   1.9906e+10   5.3054e+00   4.7001e+00   1.2631e+00   1.0000e-32   1.0000e-32   1.3667e+09   1.8017e+08   2.6834e+09  
3.9931e+00   2.5240e+10   5.2994e+09   1.9959e+10   5.2994e+00   4.6933e+00   1.2647e+00   1.0000e-32   1.0000e-32   1.3651e+09   1.8004e+08   2.6830e+09  
4.0031e+00   2.5287e+10   5.2933e+09   2.0012e+10   5.2933e+00   4.6866e+00   1.2663e+00   1.0000e-32   1.0000e-32   1.3635e+09   1.7991e+08   2.6825e+09  
4.0131e+00   2.5334e+10   5.2873e+09   2.0065e+10   5.2873e+00   4.6800e+00   1.2680e+00   1.0000e-32   1.0000e-32   1.3620e+09   1.7977e+08   2.6821e+09  
4.0231e+00   2.5381e+10   5.2812e+09   2.0118e+10   5.2812e+00   4.6733e+00   1.2696e+00   1.0000e-32   1.0000e-32   1.3604e+09   1.7963e+08   2.6815e+09  
4.0331e+00   2.5427e+10   5.2751e+09   2.0170e+10   5.2751e+00   4.6666e+00   1.2712e+00   1.0000e-32   1.0000e-32   1.3589e+09   1.7950e+08   2.6810e+09  
4.0431e+00   2.5474e+10   5.2690e+09   2.0223e+10   5.2690e+00   4.6599e+00   1.2729e+00   1.0000e-32   1.0000e-32   1.3573e+09   1.7936e+08   2.6804e+09  
4.0531e+00   2.5521e+10   5.2629e+09   2.0276e+10   5.2629e+00   4.6533e+00   1.2745e+00   1.0000e-32   1.0000e-32   1.3557e+09   1.7922e+08   2.6797e+09  
4.0631e+00   2.5567e+10   5.2568e+09   2.0329e+10   5.2568e+00   4.6466e+00   1.2762e+00   1.0000e-32   1.0000e-32   1.3542e+09   1.7908e+08   2.6791e+09  
4.0731e+00   2.5614e+10   5.2507e+09   2.0381e+10   5.2507e+00   4.6400e+00   1.2779e+00   1.0000e-32   1.0000e-32   1.3526e+09   1.7894e+08   2.6784e+09  
4.0831e+00   2.5660e+10   5.2446e+09   2.0434e+10   5.2446e+00   4.6334e+00   1.2795e+00   1.0000e-32   1.0000e-32   1.3510e+09   1.7880e+08   2.6777e+09  
4.0931e+00   2.5706e+10   5.2385e+09   2.0486e+10   5.2385e+00   4.6268e+00   1.2812e+00   1.0000e-32   1.0000e-32   1.3495e+09   1.7865e+08   2.6769e+09  
4.1031e+00   2.5752e+10   5.2324e+09   2.0538e+10   5.2324e+00   4.6202e+00   1.2829e+00   1.0000e-32   1.0000e-32   1.3479e+09   1.7851e+08   2.6762e+09  
4.1131e+00   2.5799e+10   5.2263e+09   2.0591e+10   5.2263e+00   4.6136e+00   1.2845e+00   1.0000e-32   1.0000e-32   1.3463e+09   1.7837e+08   2.6754e+09  
4.1231e+00   2.5845e+10   5.2201e+09   2.0643e+10   5.2201e+00   4.6070e+00   1.2862e+00   1.0000e-32   1.0000e-32   1.3447e+09   1.7822e+08   2.6745e+09  
4.1331e+00   2.5891e+10   5.2140e+09   2.0695e+10   5.2140e+00   4.6004e+00   1.2879e+00   1.0000e-32   1.0000e-32   1.3432e+09   1.7807e+08   2.6737e+09  
4.1431e+00   2.5937e+10   5.2079e+09   2.0747e+10   5.2079e+00   4.5938e+00   1.2896e+00   1.0000e-32   1.0000e-32   1.3416e+09   1.7793e+08   2.6728e+09  
4.1531e+00   2.5983e+10   5.2017e+09   2.0799e+10   5.2017e+00   4.5873e+00   1.2913e+00   1.0000e-32   1.0000e-32   1.3400e+09   1.7778e+08   2.6749e+09  
4.1631e+00   2.6028e+10   5.1956e+09   2.0851e+10   5.1956e+00   4.5807e+00   1.2930e+00   1.0000e-32   1.0000e-32   1.3384e+09   1.7763e+08   2.6743e+09  
4.1731e+00   2.6074e+10   5.1894e+09   2.0903e+10   5.1894e+00   4.5742e+00   1.2947e+00   1.0000e-32   1.0000e-32   1.3368e+09   1.7748e+08   2.6737e+09  
4.1831e+00   2.6120e+10   5.1833e+09   2.0955e+10   5.1833e+00   4.5677e+00   1.2965e+00   1.0000e-32   1.0000e-32   1.3353e+09   1.7733e+08   2.6730e+09  
4.1931e+00   2.6166e+10   5.1771e+09   2.1007e+10   5.1771e+00   4.5611e+00   1.2982e+00   1.0000e-32   1.0000e-32   1.3337e+09   1.7718e+08   2.6723e+09  
4.2031e+00   2.6211e+10   5.1710e+09   2.1059e+10   5.1710e+00   4.5546e+00   1.2999e+00   1.0000e-32   1.0000e-32   1.3321e+09   1.7702e+08   2.6716e+09  
4.2131e+00   2.6257e+10   5.1648e+09   2.1111e+10   5.1648e+00   4.5481e+00   1.3017e+00   1.0000e-32   1.0000e-32   1.3305e+09   1.7687e+08   2.6708e+09  
4.2231e+00   2.6302e+10   5.1586e+09   2.1162e+10   5.1586e+00   4.5416e+00   1.3034e+00   1.0000e-32   1.0000e-32   1.3289e+09   1.7672e+08   2.6700e+09  
4.2331e+00   2.6347e+10   5.1525e+09   2.1214e+10   5.1525e+00   4.5352e+00   1.3052e+00   1.0000e-32   1.0000e-32   1.3273e+09   1.7656e+08   2.6692e+09  
4.2431e+00   2.6393e+10   5.1463e+09   2.1265e+10   5.1463e+00   4.5287e+00   1.3069e+00   1.0000e-32   1.0000e-32   1.3257e+09   1.7641e+08   2.6684e+09  
4.2531e+00   2.6438e+10   5.1401e+09   2.1317e+10   5.1401e+00   4.5222e+00   1.3087e+00   1.0000e-32   1.0000e-32   1.3242e+09   1.7625e+08   2.6675e+09  
4.2631e+00   2.6483e+10   5.1339e+09   2.1368e+10   5.1339e+00   4.5158e+00   1.3104e+00   1.0000e-32   1.0000e-32   1.3226e+09   1.7609e+08   2.6666e+09  
4.2731e+00   2.6528e+10   5.1278e+09   2.1420e+10   5.1278e+00   4.5093e+00   1.3122e+00   1.0000e-32   1.0000e-32   1.3210e+09   1.7593e+08   2.6657e+09  
4.2831e+00   2.6573e+10   5.1216e+09   2.1471e+10   5.1216e+00   4.5029e+00   1.3140e+00   1.0000e-32   1.0000e-32   1.3194e+09   1.7578e+08   2.6647e+09  
4.2931e+00   2.6618e+10   5.1154e+09   2.1522e+10   5.1154e+00   4.4964e+00   1.3157e+00   1.0000e-32   1.0000e-32   1.3178e+09   1.7562e+08   2.6637e+09  
4.3031e+00   2.6663e+10   5.1092e+09   2.1573e+10   5.1092e+00   4.4900e+00   1.3175e+00   1.0000e-32   1.0000e-32   1.3162e+09   1.7546e+08   2.6627e+09  
4.3131e+00   2.6708e+10   5.1030e+09   2.1624e+10   5.1030e+00   4.4836e+00   1.3193e+00   1.0000e-32   1.0000e-32   1.3146e+09   1.7530e+08   2.6617e+09  
4.3231e+00   2.6753e+10   5.0968e+09   2.1675e+10   5.0968e+00   4.4772e+00   1.3211e+00   1.0000e-32   1.0000e-32   1.3130e+09   1.7514e+08   2.6606e+09  
4.3331e+00   2.6798e+10   5.0906e+09   2.1726e+10   5.0906e+00   4.4708e+00   1.3229e+00   1.0000e-32   1.0000e-32   1.3114e+09   1.7497e+08   2.6595e+09  
4.3431e+00   2.6842e+10   5.0844e+09   2.1777e+10   5.0844e+00   4.4644e+00   1.3247e+00   1.0000e-32   1.0000e-32   1.3098e+09   1.7481e+08   2.6584e+09  
4.3531e+00   2.6887e+10   5.0782e+09   2.1828e+10   5.0782e+00   4.4581e+00   1.3264e+00   1.0000e-32   1.0000e-32   1.3082e+09   1.7465e+08   2.6573e+09  
4.3631e+00   2.6932e+10   5.0720e+09   2.1879e+10   5.0720e+00   4.4517e+00   1.3282e+00   1.0000e-32   1.0000e-32   1.3066e+09   1.7448e+08   2.6561e+09  
4.3731e+00   2.6976e+10   5.0658e+09   2.1930e+10   5.0658e+00   4.4454e+00   1.3300e+00   1.0000e-32   1.0000e-32   1.3050e+09   1.7432e+08   2.6549e+09  
4.3831e+00   2.7021e+10   5.0596e+09   2.1980e+10   5.0596e+00   4.4390e+00   1.3318e+00   1.0000e-32   1.0000e-32   1.3035e+09   1.7416e+08   2.6579e+09  
4.3931e+00   2.7065e+10   5.0534e+09   2.2031e+10   5.0534e+00   4.4327e+00   1.3337e+00   1.0000e-32   1.0000e-32   1.3019e+09   1.7399e+08   2.6570e+09  
4.4031e+00   2.7109e+10   5.0472e+09   2.2081e+10   5.0472e+00   4.4263e+00   1.3356e+00   1.0000e-32   1.0000e-32   1.3003e+09   1.7382e+08   2.6560e+09  
4.4131e+00   2.7153e+10   5.0410e+09   2.2132e+10   5.0410e+00   4.4200e+00   1.3374e+00   1.0000e-32   1.0000e-32   1.2987e+09   1.7366e+08   2.6551e+09  
4.4231e+00   2.7198e+10   5.0348e+09   2.2182e+10   5.0348e+00   4.4137e+00   1.3393e+00   1.0000e-32   1.0000e-32   1.2971e+09   1.7349e+08   2.6541e+09  
4.4331e+00   2.7242e+10   5.0286e+09   2.2233e+10   5.0286e+00   4.4074e+00   1.3412e+00   1.0000e-32   1.0000e-32   1.2955e+09   1.7332e+08   2.6531e+09  
4.4431e+00   2.7286e+10   5.0224e+09   2.2283e+10   5.0224e+00   4.4011e+00   1.3431e+00   1.0000e-32   1.0000e-32   1.2939e+09   1.7315e+08   2.6520e+09  
4.4531e+00   2.7330e+10   5.0161e+09   2.2333e+10   5.0161e+00   4.3948e+00   1.3449e+00   1.0000e-32   1.0000e-32   1.2923e+09   1.7298e+08   2.6510e+09  
4.4631e+00   2.7374e+10   5.0099e+09   2.2383e+10   5.0099e+00   4.3886e+00   1.3468e+00   1.0000e-32   1.0000e-32   1.2907e+09   1.7281e+08   2.6499e+09  
4.4731e+00   2.7417e+10   5.0037e+09   2.2433e+10   5.0037e+00   4.3823e+00   1.3487e+00   1.0000e-32   1.0000e-32   1.2891e+09   1.7264e+08   2.6487e+09  
4.4831e+00   2.7461e+10   4.9975e+09   2.2483e+10   4.9975e+00   4.3760e+00   1.3506e+00   1.0000e-32   1.0000e-32   1.2875e+09   1.7247e+08   2.6476e+09  
4.4931e+00   2.7505e+10   4.9913e+09   2.2533e+10   4.9913e+00   4.3698e+00   1.3525e+00   1.0000e-32   1.0000e-32   1.2859e+09   1.7230e+08   2.6464e+09  
4.5031e+00   2.7549e+10   4.9851e+09   2.2583e+10   4.9851e+00   4.3636e+00   1.3544e+00   1.0000e-32   1.0000e-32   1.2843e+09   1.7213e+08   2.6452e+09  
4.5131e+00   2.7592e+10   4.9789e+09   2.2633e+10   4.9789e+00   4.3573e+00   1.3563e+00   1.0000e-32   1.0000e-32   1.2827e+09   1.7196e+08   2.6440e+09  
4.5231e+00   2.7636e+10   4.9726e+09   2.2683e+10   4.9726e+00   4.3511e+00   1.3582e+00   1.0000e-32   1.0000e-32   1.2811e+09   1.7179e+08   2.6428e+09  
4.5331e+00   2.7679e+10   4.9664e+09   2.2733e+10   4.9664e+00   4.3449e+00   1.3602e+00   1.0000e-32   1.0000e-32   1.2795e+09   1.7161e+08   2.6415e+09  
4.5431e+00   2.7723e+10   4.9602e+09   2.2782e+10   4.9602e+00   4.3387e+00   1.3621e+00   1.0000e-32   1.0000e-32   1.2779e+09   1.7144e+08   2.6402e+09  
4.5531e+00   2.7766e+10   4.9540e+09   2.2832e+10   4.9540e+00   4.3325e+00   1.3640e+00   1.0000e-32   1.0000e-32   1.2763e+09   1.7127e+08   2.6389e+09  
