#1 ---------------------------------------------------------------- 1#
#2     Nucleosynthesis yields of L1.00 model                        2#
#3     Nishimura, Sawai, Takiwaki et al.(2017); ApJL 836:L21 (2017) 3#
#4     Total ejecta:     2.38585e-01  in Solar Mass                 4#
#5 ---------------------------------------------------------------- 5#
#6   name     Z    N    A    X                   Y                  6#
#7 ---------------------------------------------------------------- 7#
     h1       1    0    1    2.0146485989e-06    2.0146485989e-06
     h2       1    1    2    2.6536484986e-17    1.3268242493e-17
     he3      2    1    3    6.3311474967e-12    2.1103824989e-12
     he4      2    2    4    4.2850107977e-02    1.0712526994e-02
     li6      3    3    6    3.9204814979e-20    6.5341358299e-21
     li7      3    4    7    5.9368055969e-12    8.4811508527e-13
     be9      4    5    9    9.4428009950e-15    1.0492001106e-15
     b10      5    5   10    3.0118699984e-18    3.0118699984e-19
     b11      5    6   11    9.9593657947e-13    9.0539689043e-14
     c12      6    6   12    3.2627606983e-05    2.7189672486e-06
     c13      6    7   13    1.2389543993e-10    9.5304184565e-12
     n14      7    7   14    4.6555804975e-10    3.3254146411e-11
     n15      7    8   15    7.9250607958e-10    5.2833738639e-11
     o16      8    8   16    1.2022058994e-07    7.5137868710e-09
     o17      8    9   17    4.7687783975e-10    2.8051637632e-11
     o18      8   10   18    2.7397492986e-08    1.5220829436e-09
     f19      9   10   19    1.2079261994e-08    6.3575063124e-10
     ne20    10   10   20    2.3402474988e-07    1.1701237494e-08
     ne21    10   11   21    1.0475227994e-09    4.9882038069e-11
     ne22    10   12   22    6.7993615964e-09    3.0906189075e-10
     na23    11   12   23    6.8905496964e-10    2.9958911723e-11
     mg24    12   12   24    5.5250650971e-07    2.3021104571e-08
     mg25    12   13   25    1.1662239994e-09    4.6648959975e-11
     mg26    12   14   26    1.4613961992e-08    5.6207546124e-10
     al27    13   14   27    2.0868872989e-08    7.7292122181e-10
     si28    14   14   28    7.3764405961e-06    2.6344430700e-07
     si29    14   15   29    8.5966049955e-09    2.9643465502e-10
     si30    14   16   30    2.7256070986e-07    9.0853569952e-09
     p31     15   16   31    6.2072442967e-07    2.0023368699e-08
     s32     16   16   32    3.2264191983e-05    1.0082559995e-06
     s33     16   17   33    6.7393827964e-08    2.0422372110e-09
     s34     16   18   34    2.1434382989e-06    6.3042302908e-08
     s36     16   20   36    1.5573546992e-09    4.3259852755e-11
     cl35    17   18   35    1.1415301994e-05    3.2615148554e-07
     cl37    17   20   37    9.5216960950e-08    2.5734313770e-09
     ar36    18   18   36    2.7497135985e-05    7.6380933293e-07
     ar38    18   20   38    3.2291409983e-06    8.4977394692e-08
     ar40    18   22   40    1.4195105992e-09    3.5487764981e-11
     k39     19   20   39    2.8084796985e-05    7.2012299962e-07
     k40     19   21   40    9.8338893948e-10    2.4584723487e-11
     k41     19   22   41    3.4618523982e-07    8.4435424346e-09
     ca40    20   20   40    2.7866589985e-04    6.9666474963e-06
     ca42    20   22   42    1.3710153993e-06    3.2643223792e-08
     ca43    20   23   43    3.8118128980e-06    8.8646811581e-08
     ca44    20   24   44    1.1014155994e-04    2.5032172714e-06
     ca46    20   26   46    1.4533104992e-06    3.1593706505e-08
     ca48    20   28   48    6.5901784965e-03    1.3729538534e-04
     sc45    21   24   45    2.0971690989e-07    4.6603757753e-09
     ti46    22   24   46    5.6325345970e-07    1.2244640428e-08
     ti47    22   25   47    1.3541040993e-05    2.8810725517e-07
     ti48    22   26   48    2.6948257986e-04    5.6142204137e-06
